1094747843234054149 2019-02-10 18:59:59 -0400 <Zac64583166> @realDonaldTrump You realize you won't be able to tweet from jail, right?
1094747831049560064 2019-02-10 18:59:57 -0400 <Dolphin_Tj34698> @realDonaldTrump You have succeeded at nothing except enriching the already filthy rich.  You are a failure as President, as a businessman and as a human being.  Evangelicals have made you into their god but you are nothing. #ImpeachTrump #IndictTrump #RicoTrump
1094747829422166016 2019-02-10 18:59:56 -0400 <MarisaWard57> @realDonaldTrump Oh how I long for the days when America had intelligent &amp; articulate presidents, who actually knew what they were talking about. 🙄Being stupid means you don't know any better; ignorance is a lifestyle choice.
1094747828063223810 2019-02-10 18:59:56 -0400 <Stigofthedump1> @realDonaldTrump Trump is no fool. He knows global warming is a con. The worlds climate is dictated by our sun. Always has been and always will
1094747825185804289 2019-02-10 18:59:55 -0400 <Jose10617725> @BeeshoAnthony @markxavierwebe2 @realDonaldTrump @GOP @TheDemocrats Her girlfriend or her crazy,old,old auntie.
1094747824741384192 2019-02-10 18:59:55 -0400 <MR8DONRIKOCZAE> @judgejeffbrown presiding @TheJusticeDept Witnessing @business @donnabrazile @theresa_may @realDonaldTrump @Lagarde / Overstanding @RoyalFamily @ClarenceHouse @WhiteHouse { @SylvesterTurner @JacksonLeeTX18 } LORD 10 HONOR..BURNING BRIDGESZ..STAGE FREEZE
1094747824548429824 2019-02-10 18:59:55 -0400 <r_karahasanoglu> @realDonaldTrump @CNN #paradox  https://t.co/JWeHCkLlsX
1094747824447737860 2019-02-10 18:59:55 -0400 <movement_usa> @rivog54 @realDonaldTrump @tommcclintock #Mueller is reported to be closing down his investigation very soon.  All of that and not on iota of #RussianCollusion.
1094747823537512448 2019-02-10 18:59:55 -0400 <FrostyGBR> @mikandynothem @karli_bonne @realDonaldTrump They're doing this only for protection. If something surfaces negatively about any of these candidates they will claim it's for political reasons. They know what's coming
1094747823227224066 2019-02-10 18:59:55 -0400 <BarryLa85644439> @seabee5491 @JacobAWohl @Donadeedooda @realDonaldTrump I have a pretty good education on that score. These that I have treated contemptuously ,  warrant that. Notice I did not include Kamal Harris in the group. She is running for Vice-President, and might make it.
1094747823097217025 2019-02-10 18:59:55 -0400 <bill_osburg> @realDonaldTrump @tommcclintock Then why all the melodrama? If the justification exists, just declare a National Emergency and let’s move on! unless this immigration crisis is a big fat orange hoax!
1094747822027669505 2019-02-10 18:59:54 -0400 <cybell> @realDonaldTrump  https://t.co/79X1sg4I4S
1094747821968769024 2019-02-10 18:59:54 -0400 <SisBoomBahaha> @zyriana @realDonaldTrump @tommcclintock @RepMcClintock Bark beetles kill/weaken the trees. The then are unable to hold the large amount of snow that has come down in the Sierras. Throw in some wind, and you're going to see a lot of trees &amp; branches coming down.
1094747820307947520 2019-02-10 18:59:54 -0400 <gofishinteriors> @realDonaldTrump Good grief you’re stupid. Have Baron explain the difference between weather and climate.
1094747818701533186 2019-02-10 18:59:54 -0400 <SNelleus> @realDonaldTrump @POTUS hahaha
1094747818470895617 2019-02-10 18:59:54 -0400 <AnitaWarren2> @realDonaldTrump This tweet just shows how IGNORANT this illegitimate POTUS is!!!
1094747817631993857 2019-02-10 18:59:53 -0400 <Peggyw66> @realDonaldTrump You know nothing about global warming. 😖
1094747817573261314 2019-02-10 18:59:53 -0400 <Titsup_Ramble> @JeffreyGuterman @realDonaldTrump Snow is the enemy of hairspray.
1094747816457654277 2019-02-10 18:59:53 -0400 <mrcolson> @realDonaldTrump You’re the President of the United States, when are you going to grow up and act like it? Allowing government shut downs that cause federal employees to go weeks and moths without pay is horrible and shameful. You won’t win re-election at this rate #EmperorTrump #EndTheShutDown
1094747816029614080 2019-02-10 18:59:53 -0400 <EvilCareBear82> @realDonaldTrump Lol. Love this guy.
1094747813022322688 2019-02-10 18:59:52 -0400 <sandc94> @RyanHillMI @realDonaldTrump Ok, we are bored now !
1094747812527403008 2019-02-10 18:59:52 -0400 <kingfish7418> @LindseyGrahamSC @realDonaldTrump Lindsey, you've changed sides. What was your price? Putin makes you the next President? #lindseygraham #Treason  https://t.co/ExP5c0R33O
1094747811139076096 2019-02-10 18:59:52 -0400 <AnthonyLee59> @realDonaldTrump "Well it happened again. Somebody said something about stuff I don't have a clue about! Some mumbo jumbo about global waming. By the end of her speech she made me look like a complete coward for not going out in the rain to honor our fallen troops in Europe."   Fixed it for ya!
1094747810338095105 2019-02-10 18:59:52 -0400 <DayTichy> @realDonaldTrump Tomorrow’s lesson will be about weather and climate. Please pay attention. Turn off the tv during your “Executive Time” and try to do something, just one thing, to help save our planet and your grandchildren’s future. Grow up.
1094747810099011585 2019-02-10 18:59:52 -0400 <TheRealKevinTE> @realDonaldTrump @POTUS And children from this country.. yes alot of drugs come from the border but by sea thru points of entry and airports. You gave no clue what is going on the only thing u can do is pick a non white race or women to pass the buck to and place the blame on them. You are a disgrace
1094747809062912000 2019-02-10 18:59:51 -0400 <akajamo> @realDonaldTrump Desperately needed?  Give proof.
1094747809004351489 2019-02-10 18:59:51 -0400 <eloiseat6> @realDonaldTrump @tommcclintock Ok, honey, you just go ahead and do that. Enjoy!
1094747808740110336 2019-02-10 18:59:51 -0400 <DUFHEIL> @realDonaldTrump Yeah. No republican would ever call anybody names like “little Adam Schitt or Pocahontas....” or make fun of a disabled reporter,  or make fun of the parents of a deceased Goldstar veteran, or anything like that. Right Donny boy???🤔🤔
1094747808077352960 2019-02-10 18:59:51 -0400 <C161> @GOPChairwoman @GOP @realDonaldTrump 🤮🤮🤮🤮
1094747807901192192 2019-02-10 18:59:51 -0400 <ABelkovets> @johniadarola @realDonaldTrump I didn't know Trump was a comedian as well as a liar
1094747805921525760 2019-02-10 18:59:51 -0400 <edbenson> @LindseyGrahamSC @realDonaldTrump What’s in your Pecker file?
1094747805225168896 2019-02-10 18:59:50 -0400 <therealtimrscot> @SchumannFu @TweetyVeety @realDonaldTrump @SpeakerPelosi Correct and evolution has allowed for adaptation during these past "slower" changes. No time for that now and sadly, most deniers don't believe in evolution either, so they will do nothing except work to speed it up. IDIOTS ALL !!!
1094747804952657920 2019-02-10 18:59:50 -0400 <KellyJGuide> @realDonaldTrump @tommcclintock  https://t.co/dgSapBLiDh
1094747804910739458 2019-02-10 18:59:50 -0400 <debhob13> @realDonaldTrump The only report that matters is what Robert Mueller shows us.
1094747804814139393 2019-02-10 18:59:50 -0400 <dequitz> @StephenKing @realDonaldTrump Umm ..you are also a “rich guy.” Do you not go to “rich guy” resorts?
1094747804285706240 2019-02-10 18:59:50 -0400 <queens_joe> @realDonaldTrump @CNN But you did t make it happen you fraud lol
1094747804008960003 2019-02-10 18:59:50 -0400 <campaignful> @realDonaldTrump The President of the United States is an internet troll. Thanks, @GOP!
1094747803656568833 2019-02-10 18:59:50 -0400 <lgunk> @realDonaldTrump Ah yes, those virtual blizzards. Worse than the real ones!
1094747803258097665 2019-02-10 18:59:50 -0400 <medon1165> @DispensaryEasy @RorryPhillips1 @Lrihendry @realDonaldTrump @NateSilver538 Did he miss 2018 without Russian help? Speaker Pelosi.  https://t.co/MYsKwXBR5C
1094747802851258368 2019-02-10 18:59:50 -0400 <johnnythehurt> @realDonaldTrump @CNN  https://t.co/KkGDb4lkb1
1094747802423447553 2019-02-10 18:59:50 -0400 <thebrowns3001> @realDonaldTrump Fake “in your own head” News!
1094747801727258624 2019-02-10 18:59:50 -0400 <iwriteleft> @realDonaldTrump Donnie, are you afraid of #Klobuchar2020? Are you afraid of #Harris2020? Are you afraid of #Warren2020? You sure sound like you are.
1094747799625838592 2019-02-10 18:59:49 -0400 <jmart1079> @realDonaldTrump Uhhh.. being president is 24/7 job
1094747799378448384 2019-02-10 18:59:49 -0400 <Snauu> @LindseyGrahamSC @realDonaldTrump #DumpTrump2020
1094747799164542977 2019-02-10 18:59:49 -0400 <Vicksterie> @LindseyGrahamSC @realDonaldTrump You should have had the balls like Bezos does &amp; refused to be blackmailed by the Enquirer. Just think how much better your life would be now if you didn’t have to continually commit crimes &amp; enable trump’s corruption because you are terrified you’ll be exposed.
1094747798313025536 2019-02-10 18:59:49 -0400 <JohnRozum01> @realDonaldTrump You mean, hardly working part-time President, full-time whiner about how unfairly you are being treated for being terrible at your job, and for being a criminal, too.
1094747797885251586 2019-02-10 18:59:49 -0400 <condor56> @amyklobuchar @realDonaldTrump Amy, his comments are the pinnacle of irresponsible leadership - he may even know that what he is saying is ignorant but I don't think he cares because he is all about his "brand". We need to destroy that brand by forcing his base to face the facts. I know you can help.
1094747797834715137 2019-02-10 18:59:49 -0400 <aww1157> @realDonaldTrump I'm sure she was speaking of combatting climate change, NOT global warming, which causes extreme weather of all kinds, not just warmth.
1094747797809713154 2019-02-10 18:59:49 -0400 <barrykelley66> @EdKrassen @realDonaldTrump You are halfway correct this time Ed. It is the weather.  Man made climate change is a farce, made up by kids who follow al gore.  Its always cold in winter and hot in summer.
1094747797012779009 2019-02-10 18:59:48 -0400 <GigiCat1111> @realDonaldTrump  https://t.co/JMETMlUl6w
1094747796345942023 2019-02-10 18:59:48 -0400 <RaySimoneaux2> @jax_persists @realDonaldTrump 😂
1094747796060729345 2019-02-10 18:59:48 -0400 <ajg6882> @lesleyabravanel @ewlamy @realDonaldTrump The orange-colored man-baby does not deserve such luscious literary lexemes.
1094747795578335232 2019-02-10 18:59:48 -0400 <Morsamhow> @realDonaldTrump The more you tweet, all the bankruptcies and failed business' make more sense.
1094747795515310080 2019-02-10 18:59:48 -0400 <johndawkins> @realDonaldTrump That’s what she gets for announcing in Minnesota in February.
1094747792764006400 2019-02-10 18:59:47 -0400 <larryL1952> @TheRightMelissa @RyanHillMI @realDonaldTrump @CNN dumb  https://t.co/TrKEnfIF12
1094747792260694016 2019-02-10 18:59:47 -0400 <daggerandpen> @ParisBarns @realDonaldTrump @DonaldJTrumpJr well yeah, Italy loves corrupt incompetent adulterers as politicians
1094747792034222080 2019-02-10 18:59:47 -0400 <Blair4Me> @JacobAWohl @realDonaldTrump AND TRUMP IS KNOWN FOR BEING A LYING RACIST RUSSIAN TRAITOR AND A PUSSY GRABBING CON MAN!!! SO I WOULD DEFINITELY CHOOSE AMY OVER TRUMP AND SO WOULD ANYONE ELSE !!!!
1094747791845400576 2019-02-10 18:59:47 -0400 <PatMcglynn630> @amyklobuchar @realDonaldTrump But but its snowing out how can there be global warming...lmao!!  😂😂😂😂😂😂
1094747791560245248 2019-02-10 18:59:47 -0400 <reedmattr> @realDonaldTrump @POTUS  https://t.co/xRSNE0VQun
1094747789685329921 2019-02-10 18:59:47 -0400 <marklimzh> @realDonaldTrump oh my god! pretty sure you got ripped off at those „best schools“.
1094747787475013632 2019-02-10 18:59:46 -0400 <etmyers21> @afrcanprncess @fleccas @AOC @snopes @realDonaldTrump Should be just as irrelevant right? All we do is find the worst about every single person and compare. The main reason I voted trump was to stop these dumbass political games...ie drain the swamp. I've unfortunately realized that each side is in their bunkers and ready for war.
1094747786522836994 2019-02-10 18:59:46 -0400 <IMAbusymom04> @realDonaldTrump 🤣🤣🤣🤣🤣🤣  https://t.co/tGhGRA3GpY
1094747783670784005 2019-02-10 18:59:45 -0400 <fattenedcat> @chelseaperetti @realDonaldTrump And. Not or. And.
1094747783532298241 2019-02-10 18:59:45 -0400 <ChadAS207> @realDonaldTrump 🤣🤣🤣
1094747783356022784 2019-02-10 18:59:45 -0400 <wendydcoe> .@realDonaldTrump It’s time *past time*
1094747782810882048 2019-02-10 18:59:45 -0400 <August_West_GD> @realDonaldTrump FYI, polls of FNC employees only aren’t valid.
1094747782420680705 2019-02-10 18:59:45 -0400 <Acheron79> @Lrihendry @realDonaldTrump  https://t.co/BJ1aWTpqFs
1094747782211162112 2019-02-10 18:59:45 -0400 <Mom2Brice1972> @amyklobuchar @UROCKlive1 @realDonaldTrump  https://t.co/UUZfzJyyCv
1094747781841936385 2019-02-10 18:59:45 -0400 <MichaelLambros1> @realDonaldTrump  https://t.co/p2cJmeg1wi
1094747781388996608 2019-02-10 18:59:45 -0400 <ellieturgeon103> @CBarrett93 @realDonaldTrump She doesn't worry that her hair will get and fallover
1094747780323725313 2019-02-10 18:59:44 -0400 <nancysobel> @realDonaldTrump Do you enjoy always showing off your ignorance? About everything in general and climate change in particular? You must be jealous of her toughness.
1094747779518291968 2019-02-10 18:59:44 -0400 <HuntleyHavers> @reneewoods3 @itsJeffTiedrich @realDonaldTrump What about his nuts?
1094747778717118464 2019-02-10 18:59:44 -0400 <lagunar8er> @realDonaldTrump  https://t.co/DBJ4AW4NtI
1094747778713075715 2019-02-10 18:59:44 -0400 <watersfall9999> @realDonaldTrump No shutdown. No emegergency. Use the legal team (EO) to reallocate already approved funds to a physical barrier as the BP recommended.
1094747778645938178 2019-02-10 18:59:44 -0400 <singermarla3> @BetsyBoopJeans @realDonaldTrump @CNN Absolutely he’s only going to get more unhinged. The walls are closing in fast.
1094747778541072385 2019-02-10 18:59:44 -0400 <AbFab91> @realDonaldTrump This is fucking gross. Just gross. The Trail of Tears is NOT a joke. Although you probably don't know what that even is so your frame of reference is skewed.  But the point remains that you have no idea how vile you are and that's alarming
1094747778138415105 2019-02-10 18:59:44 -0400 <Leni_nyc> @realDonaldTrump Can the grown up ppl in the room please explain (to the very smart man) the difference between weather and climate.
1094747777253425154 2019-02-10 18:59:44 -0400 <CattyWonkered> @realDonaldTrump Thank you for once again showing us your small brain's failure to understand the difference between weather and climate.
1094747775881891842 2019-02-10 18:59:43 -0400 <davidecowen> @realDonaldTrump Reagan may have been pretty low after two years as well. Lessons to learn from that.
1094747773696643074 2019-02-10 18:59:43 -0400 <rageinggranny> @Lindy1201 @realDonaldTrump His approval rating is circling the bowl ,even more so as people do their taxes .
1094747773528928256 2019-02-10 18:59:43 -0400 <realjeffdixon10> @burt @Scornpaul @Cerebz @BrettForHire @antmountains @thalsted @SenSanders @realDonaldTrump So you are trying to tell me that Gorbachev’s country was NOT social communism?  Is they really what you are saying?  Geez, you really cannot be that stupid.
1094747773088481280 2019-02-10 18:59:43 -0400 <Jezzerat> @ParisBarns @realDonaldTrump @DonaldJTrumpJr They learned nothing from Mussolini?
1094747772408872962 2019-02-10 18:59:43 -0400 <aliceclearman> "(Trump) relishes dividing Americans along racial and ethnic lines. He crashes through norms like a drunk driver crashes through guardrails. And he’s corrupt from stem to stern."  @realdonaldtrump @GOP @HouseGOP @SenateGOP    https://t.co/o7xXTJDEEv
1094747772346134529 2019-02-10 18:59:43 -0400 <henry_arguelles> @blu21299511 @realDonaldTrump No.  You can fit the amount of business savvy he has in the palm of my hand.  Actually...mine are too big.  Might be better to use his.
1094747772107018240 2019-02-10 18:59:42 -0400 <Espinozaguy1> @amyklobuchar @realDonaldTrump That’s a donation worthy own!  https://t.co/FVrWKRH7Ze
1094747771737948160 2019-02-10 18:59:42 -0400 <Surbiton99> The @realDonaldTrump calls out Media over Fake News and he should call out @Zillow over FAKE Zestimates as they undervalue millions of homes causing misery &amp; potential financial loss to Homeowners by #zglife refusing ALL requests to correct inaccurate Zestimates!!! #zillowlife $Z  https://t.co/ZI9oFMljUi
1094747771733766149 2019-02-10 18:59:42 -0400 <LaurieAnnDee> @GOPChairwoman @GOP @realDonaldTrump How much money is Pelosi getting g from mb the cartels?
1094747771033321478 2019-02-10 18:59:42 -0400 <imwiththerebels> @realDonaldTrump U lie , u bully , u whine , u cheat, u collude , u conspire u exaggerate , u boast all more than any other President, but u absolutely do not work more!
1094747770622279680 2019-02-10 18:59:42 -0400 <SusanMills158> @realDonaldTrump You still don’t get it and you pray that your base is the same.  Meanwhile storms and droughts and floods are getting worse every year.
1094747770609643523 2019-02-10 18:59:42 -0400 <weightsandwine9> @realDonaldTrump Bully
1094747770412560384 2019-02-10 18:59:42 -0400 <johnnocael> @realDonaldTrump Liar 🤥🤥🤥
1094747767782674437 2019-02-10 18:59:41 -0400 <mikecetta> @realDonaldTrump @tommcclintock It’s to used only at times of Real emergency and only a moron would think what’s happening there is an emergency
1094747767644348417 2019-02-10 18:59:41 -0400 <CrawleyMarcelle> @realDonaldTrump You are the #personificationofstupidity  .
1094747767363141633 2019-02-10 18:59:41 -0400 <EvelynKempton> @RickyRebelRocks @Kimberl14405808 @realDonaldTrump U Go, I am right there with U.
1094747767308660738 2019-02-10 18:59:41 -0400 <billprady> @chad_almon @kingofkings247 @realDonaldTrump No, only about half the undocumented immigrants are from Central and South America.
1094747766511861761 2019-02-10 18:59:41 -0400 <LVitaliani> @realDonaldTrump I believe in you.
1094747766406840321 2019-02-10 18:59:41 -0400 <mrsrptrs> @ekww11 @realDonaldTrump Yah, but he has a DOCTOR who will tell us otherwise. AND DOC IS ALSO A SAGE!!
1094747765178093569 2019-02-10 18:59:41 -0400 <Jodi5ft15> @realDonaldTrump Your ignorance is showing again. Weather and Climate are 2 completely different things.
1094747764238385152 2019-02-10 18:59:41 -0400 <AllieMilli> @realDonaldTrump  https://t.co/tfnuLYyjim
1094747763668148230 2019-02-10 18:59:40 -0400 <mikedobridge> @rodgers1125 @BillBateman1 @JimHyatt @GOPChairwoman @realDonaldTrump Yep, that's  the scam.
1094747762590142467 2019-02-10 18:59:40 -0400 <CraigPe63023610> @zima380_beverly @realDonaldTrump It's coming whether they like it or not.quote.DONALD J TRUMP😁
1094747761852014592 2019-02-10 18:59:40 -0400 <trustmehahaha> @AZScorpion_Tail @FredGrossman2 @realDonaldTrump You forgot the decimal point.
1094747760698417152 2019-02-10 18:59:40 -0400 <dcm1776> @RyanHillMI @realDonaldTrump @CNN Kind of a crying &amp;itch huh
1094747757854838790 2019-02-10 18:59:39 -0400 <leespeaks1> @realDonaldTrump @tommcclintock The only crisis here is to his fragile #ego @SpeakerPelosi and all members of #Congress must not allow @realDonaldTrump to waste #taxpayer dollars when there are so many real needs!
1094747757468897280 2019-02-10 18:59:39 -0400 <VasquezCsr6618> @realDonaldTrump Omg you are a disposable person trump - my vote goes against you.
1094747756428775425 2019-02-10 18:59:39 -0400 <kburcroff> @realDonaldTrump Time for some more “executive time” Donnie.
1094747756357345280 2019-02-10 18:59:39 -0400 <Diabolic600> @HoltsclawLaura @RobertMaguire_ @realDonaldTrump @tommcclintock Hahahahahahahaha.
1094747755338256385 2019-02-10 18:59:38 -0400 <GreenleeGazette> @AdvocareWinning @JustAConcerned4 @EdKrassen @realDonaldTrump You guys seem to think that WRONG graphic is a winner, but it makes him look typically ridiculous.
1094747754637787138 2019-02-10 18:59:38 -0400 <VegasSparky357> #MAGA @realDonaldTrump @VP #NFL #BlessedSunday #SacrilegeSunday     #MakeAmericaGreatAgain #Republicans #Jesus #BuildTheWall #Trump     @HouseGOP @SenateGOP #PraiseWorship #blessed #SundayMorning #Prayer  #DAYTONA500 #GRAMMYs #ProLife @FoxNews @foxandfriends #NASCAR #stlblues  https://t.co/OQbTVBdorG
1094747754616815616 2019-02-10 18:59:38 -0400 <angryshortguy> @realDonaldTrump What's going on? You're lying as usual, that's what's going on. Idiot... #ImpeachTrump #LockTrumpUp
1094747754323214337 2019-02-10 18:59:38 -0400 <DownWith710> @TheRightMelissa @RyanHillMI @realDonaldTrump @CNN Don't give yourself so much credit.
1094747752750333952 2019-02-10 18:59:38 -0400 <bamabunky> @lanzastu @johnjnovak2 @realDonaldTrump I was going with "so unfair"
1094747752670613505 2019-02-10 18:59:38 -0400 <qveenjoan> @walterowensgrpa @realDonaldTrump @CNN uhmm noo!!
1094747751403814912 2019-02-10 18:59:38 -0400 <Superb_Clean> @eugenegu @realDonaldTrump She got no hope
1094747750409949184 2019-02-10 18:59:37 -0400 <SharonLyons64> @realDonaldTrump This coming from the man afraid of rain! 🤣🤣🤣🤣❄️❄️❄️
1094747749197758465 2019-02-10 18:59:37 -0400 <beepsjr> @realDonaldTrump  https://t.co/4i0LaMphh9
1094747749109575680 2019-02-10 18:59:37 -0400 <DBChirpy> @realDonaldTrump @DBChirpy Dear Republican Leadership. The ignorance of this potus is embarrassing at best. It gives an edge to China &amp; Russia over USA knowing his ignorance. Not sure Potus Putin cares but Voting citizens do. Dump Trump Save Your Seat. @GOPLeader @SenateGOP
1094747748996390913 2019-02-10 18:59:37 -0400 <MapuchinSky> @realDonaldTrump  https://t.co/SjzJ2qnzxk
1094747748451012608 2019-02-10 18:59:37 -0400 <golferjohncan> @joyceyoung04 @Goss30Goss @realDonaldTrump You confuse yourself...the picture on top is truly a Democrat representation..the bottom, not so much.  https://t.co/glaPtiifR8
1094747745389342721 2019-02-10 18:59:36 -0400 <heidilovingnj> @DMSilk2 @Lrihendry @realDonaldTrump @FaceTheNation @CBS Wrong,  you do realize the money was Iran's, right?  He was intelligent, speaks eloquently and was right up there as one of the best Presidents. Can't stay on topic about the narcissistic liar in the WH, so you have to revert back to Obama. Stay on topic, #45 is the WORST.
1094747745271906307 2019-02-10 18:59:36 -0400 <Zanga58195289> @MrsWRetired @RisePDX @kylegriffin1 @realDonaldTrump @realDonaldTrump I'm retired and on a fixed income. Even with #Medicare I can't afford some very important screenings. My soc sec has gone DOWN bec of you!!! You are a #ConMan, a horrible Prz and even WORSE human being! #GoAWAY
1094747743438946312 2019-02-10 18:59:36 -0400 <EdwinBarber14> @TheRightMelissa @realDonaldTrump @CNN 😂😂😂😂😂😂
1094747742042185729 2019-02-10 18:59:35 -0400 <juste1etudiant> @amyklobuchar @realDonaldTrump 👀
1094747740276510722 2019-02-10 18:59:35 -0400 <SiggiRiggi> @realDonaldTrump @CNN  https://t.co/yDFIvsbGid
1094747739437428736 2019-02-10 18:59:35 -0400 <danielnieva> @realDonaldTrump Bahahaha! in your dreams!
1094747737864626176 2019-02-10 18:59:34 -0400 <GalateaRose> @Treebeard1671 @LindseyGrahamSC @realDonaldTrump They have videos of him doing something. Mark my words.
1094747734484176901 2019-02-10 18:59:33 -0400 <RosieTRiveter> @JacobAWohl @realDonaldTrump Hey, Jacob- let your mom read this (PS, I’m sure she’s proud as punch to claim you as as son)  https://t.co/PeYjlEqPtH
1094747733909356544 2019-02-10 18:59:33 -0400 <mathes_deloris> @realDonaldTrump @POTUS “Even most global warming skeptics agree that a specific cold snap or freak storm doesn’t have any bearing on whether or not the climate problem is real.”
1094747733557166081 2019-02-10 18:59:33 -0400 <bluewingeddog> @LadyBug62642 @RyanHillMI @realDonaldTrump Great economy and trade negations are taking effect...
1094747728888979457 2019-02-10 18:59:32 -0400 <FrankMe82008207> @realDonaldTrump Would someone please tweet back at me? Think I'm being shadowbanned
1094747728133771264 2019-02-10 18:59:32 -0400 <FlyerUniversal> @realDonaldTrump @CNN Didn't you say you defeated ISIL?  https://t.co/uXnSOGqAd3
1094747726405947403 2019-02-10 18:59:32 -0400 <Kathy86451103> @realDonaldTrump Working on what,  your orange spray tan?
1094747726133293056 2019-02-10 18:59:31 -0400 <seniordogzrule> @ParisBarns @realDonaldTrump @DonaldJTrumpJr The video showing it moving is awesome.
1094747725680259072 2019-02-10 18:59:31 -0400 <mrzecker> @club4growth @realDonaldTrump How much do you make on every retweet?
1094747725508341762 2019-02-10 18:59:31 -0400 <kefflin> @realDonaldTrump @POTUS Tax refunds will be low because of your wonderful tax cut for the rich
1094747723029532672 2019-02-10 18:59:31 -0400 <Drtom11Richards> @realDonaldTrump  https://t.co/AHqowVyDG8
1094747721792188417 2019-02-10 18:59:30 -0400 <LeathioneJr> @realDonaldTrump Well it happened... A President of our current timeline did not know the difference between.... HIV vs. HPV CLIMATE vs. WEATHER SNL vs. S&amp;L (granted it was Jr. not Sr who dis not know  still youtake the blame)
1094747721494339584 2019-02-10 18:59:30 -0400 <TheBlueTide2> @camcamdamn @realDonaldTrump Yep, I knew it..... One bottle of Jäger wouldnt have been enough. Would have been a night ending in alcohol poisoning🤣🤣🤣🤣
1094747720412205056 2019-02-10 18:59:30 -0400 <RPageSoon> @EdKrassen @realDonaldTrump @CNN You really are very juvenile. You don't know how President Trump is in real life either-.
1094747719284019201 2019-02-10 18:59:30 -0400 <GammyDenise> @realDonaldTrump I think you lie to yourself more than to anyone else.  I can’t get over the fact that your very gullible base believes this crap.
1094747718205886464 2019-02-10 18:59:30 -0400 <ArizonaStation> @Logic_Triumphs @dlophilly61 @realDonaldTrump take a guess...  https://t.co/H7yAKTONn7
1094747715504877568 2019-02-10 18:59:29 -0400 <Diane1hDiane> @RandyAG56 @realDonaldTrump  https://t.co/IEOKFipOHe
1094747714972274689 2019-02-10 18:59:29 -0400 <SillyRatGirl> @realDonaldTrump Foolish Donald Trump seems to be of the belief that if he just ate dinner, world hunger must not exist. #climatechange #FakePresident #LiarInChief
1094747714703613952 2019-02-10 18:59:29 -0400 <BrianWi12404190> @sue_maier @jack_kananian @krassenstein @realDonaldTrump You must sit around all day and wait for them to tweet. Perhaps you get paid for your comments as well. Come to think about it, that’s all trump does is sit around all day and tweet. Maybe he gets@paid for his comments. 🧐
1094747714544377864 2019-02-10 18:59:29 -0400 <clapp_darlyne> @realDonaldTrump @CNN I don't know what you're on....but you shouldn't do it publicly! You are a disgrace to this country! America deserves a real President, get out! #RussianAsset #TrumpForPrison #HighOnSomething
1094747714204643330 2019-02-10 18:59:29 -0400 <luvschnauzer> @realDonaldTrump 😂😂😂😂
1094747712547807232 2019-02-10 18:59:28 -0400 <SueCMamaSue> @realDonaldTrump Good one  https://t.co/QVXgieQMwh
1094747712040456192 2019-02-10 18:59:28 -0400 <L52plus1> @realDonaldTrump You have read what causes this right?! Here it is in kid terms   https://t.co/wokFIdFfZa
1094747711679721472 2019-02-10 18:59:28 -0400 <AndreaH24fan> @amyklobuchar @realDonaldTrump  https://t.co/e7kE6FfoKx
