1009949083023257600 2018-06-21 19:59:59 -0400 <rsc71383> @rbsralaw @realDonaldTrump Over 500 companies 4 go bad... wow get over it. How many companies you got?
1009949058717212672 2018-06-21 19:59:54 -0400 <DianeRhodes5> @realDonaldTrump No its not..stop lying..u just see extra money while yhe rest of us pay..NOT GOOD 👿👿👿
1009949057849135104 2018-06-21 19:59:53 -0400 <tkaythomas> Yes @realDonaldTrump is wasting out tax money housing children in substandard housing after traumatizing them by separating them from their parents.  #ReturnTheChildren  https://t.co/lcWAqVz257
1009949056087613440 2018-06-21 19:59:53 -0400 <KeystoUnlocking> @realDonaldTrump Lol don't worry we will fix it. Because torture of babies is Sickness that must be removed from office. Sad. Puttie Putin is going to get Mad because you can't pay him because we will see It. Sad  So sad love  https://t.co/666kTNdzmY
1009949055609434118 2018-06-21 19:59:53 -0400 <4rtamez> @realDonaldTrump You are the most disgraceful person that was ever elected to any office in our great country !!! You are worthless if that can describe a person !!!
1009949055311589376 2018-06-21 19:59:53 -0400 <LouDobbs> Tonight’s #QuoteOfTheDay is from our President @realDonaldTrump. #MAGA #TrumpTrain #Dobbs  https://t.co/wl2WXLmWni
1009949055194054656 2018-06-21 19:59:53 -0400 <TickMcElroy> @mafiasummer @racej56 @realDonaldTrump You can’t have him! We need him right now.
1009949054351106048 2018-06-21 19:59:53 -0400 <jharm73> @KimDotcom @realDonaldTrump I think it's working
1009949054158028800 2018-06-21 19:59:53 -0400 <sl8r1Fett> @realDonaldTrump In all seriousness, is it every a good situation for a FLOTUS to where a jacket that says that?  I mean, talk about asking for trouble.  Damn, all Obama did was where a Brown Suit and ask for Dijon mustard.  Michelle didn't like sleeves.  No message written on their clothes.
1009949053847732226 2018-06-21 19:59:53 -0400 <zombiRN> @realDonaldTrump LIAR
1009949050274308096 2018-06-21 19:59:52 -0400 <RachelWard> @realDonaldTrump Compassion and basic decency are not weakness. The fact that you can't tell the difference is disturbing on a very deep level.
1009949049364144128 2018-06-21 19:59:51 -0400 <NatelsNate> @realDonaldTrump Doesn’t matter what it means. The fact that she wore it shows how tone deaf, divisive, and callous your administration is.
1009949048814604288 2018-06-21 19:59:51 -0400 <blennaue> @realDonaldTrump Einstein Visa  Lies
1009949044905476096 2018-06-21 19:59:50 -0400 <senorachris> @realDonaldTrump I notice a lot of negative responses on this thread considering your so called popularity.  Majority rules...leave!
1009949044897124354 2018-06-21 19:59:50 -0400 <justleeg> @Da_Goat21 @FreedomBenny @PalmerReport @realDonaldTrump I dunno.. supporting one? extolling his racist agenda.. Their TWEETS..
1009949041633972224 2018-06-21 19:59:50 -0400 <FelixTKatz1> @DeanWilkins77 @realDonaldTrump @FLOTUS And she really couldn't care less
1009949041256423424 2018-06-21 19:59:50 -0400 <Spanky77444910> @JustinTrudeau I voted for you... are you going to do something about that Nazi? He's using concentration camps! @realDonaldTrump
1009949040627216384 2018-06-21 19:59:49 -0400 <ilovetervurens> @realDonaldTrump This big lie...  https://t.co/h84BGppW3n
1009949036986753024 2018-06-21 19:59:49 -0400 <Misty27Misty276> @DeanWilkins77 @realDonaldTrump @FLOTUS Should I post her naked pics?
1009949035732525056 2018-06-21 19:59:48 -0400 <vindex1776> @realDonaldTrump That's Donald J. Trump level lack of awareness there.
1009949035376017408 2018-06-21 19:59:48 -0400 <Brightlady> @realDonaldTrump I don't know anyone who decides to purchase from Amazon simply to save sales tax. It's more about price, availability, convenience, customer service... Besides, we've been paying state sales tax in MI on Amazon for years, as do a lrge number of states. Your "big win" isn't so big
1009949035191562241 2018-06-21 19:59:48 -0400 <farrjoal> @realDonaldTrump @POTUS @Varneyco   https://t.co/4lrTABGwmR
1009949034658738176 2018-06-21 19:59:48 -0400 <ClayRenfroe> @realDonaldTrump Why don't you let her tell us that?
1009949034386153472 2018-06-21 19:59:48 -0400 <lott_lisa> @realDonaldTrump Since republicans control the 3 main branches of government, the democrats cannot do anything alone.  You’ve made the point.
1009949033513865217 2018-06-21 19:59:48 -0400 <garyhymes> @realDonaldTrump He’s so presidential.
1009949033048215553 2018-06-21 19:59:48 -0400 <GoBolts2004> @AncientGamerx @Sp0rtsTalkJo3 @realDonaldTrump Sir the only thing that marijuana is laced with is THC. Aka the deadliest drug on earth. It’s a problem and it needs to be stopped.
1009949032880406528 2018-06-21 19:59:48 -0400 <WVNinjaGranny> @MagniFieri @realDonaldTrump @FLOTUS I could care less what they think because I know the truth !  I put my Faith in Christ and my Trust in our POTUS #FranklyScarletIdontGiveA#WWG1WGA
1009949032188469248 2018-06-21 19:59:47 -0400 <zona3noticias> “Tenemos que mantener fronteras fuertes o ya no tendremos un país del que podamos estar orgullosos" mencionó @realDonaldTrump ⚠🤨🤔🌎🚧⬇⬇   https://t.co/hN7WGUITIl
1009949031756251136 2018-06-21 19:59:47 -0400 <janice_e> @roadway511 @myang92221 @Michael78509035 @swhearn @thumppooh @realDonaldTrump None of this has anything to do with socialism. Unless caring about those in distress is now "socialism." Are you suggesting that we deport citizens who take a knee during the national anthem? Some patriot you are. James Madison would like a word with you.  https://t.co/6ADdbMoXrM
1009949029604691969 2018-06-21 19:59:47 -0400 <NancyPcb74> @realDonaldTrump GOP obstructionism hit peak absurdity during the Obama years! Payback! Now you know how the other side felt.
1009949028887547904 2018-06-21 19:59:47 -0400 <Eileen73691377> @myavery17 @realDonaldTrump I'm in think it's a good idea
1009949028715360256 2018-06-21 19:59:47 -0400 <SurelookHomes> @realDonaldTrump  https://t.co/vV7MGujjNY
1009949028635865088 2018-06-21 19:59:47 -0400 <cakefornoreason> @realDonaldTrump I doubt @FLOTUS wears $39 jackets regularly, so this is...  1) a lame stunt to distract us from the bills in Congress that would make your mistreatment of people into law  2) a bad cover story  3) one more in a tower of lies that most of us can’t wait to see come tumbling down
1009949024420392960 2018-06-21 19:59:46 -0400 <USA4TRUMP> @POTUS @RealDonaldTrump @WhiteHouse @PressSec @seanhannity @SebGorka @Jim_Jordan @MattGaetz @TGowdySC @freedomcaucus @RepMarkMeadows @SenateGOP @HouseGOP @HouseJudiciary @senjudiciary @GOPoversight #WeThePeople #MAGA #ObamaGate #Mueller #ImpeachObama #SpyGate #WalkAway  https://t.co/udgTQaKFF8
1009949024244457474 2018-06-21 19:59:45 -0400 <Muskogee_life> @SenSchumer @realDonaldTrump “Illegal immigration is wrong, plain and simple… People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the U.S. legally.” – Senator Chuck Schumer, 2009
1009949023594270720 2018-06-21 19:59:45 -0400 <shossy2> @realDonaldTrump That's funny because her spokesperson already stated (or tried to) that there was NO message intended on the jacket.  The more you try &amp; cover up, the deeper you dig yourself. As much as I enjoy it, it's really getting old. #TrumpLiesEverytimeHeSpeaks  https://t.co/EoIvvQTgkv
1009949022977712129 2018-06-21 19:59:45 -0400 <normbrookens> @rob_zombiez @NancyPelosi @HouseDemocrats @realDonaldTrump *than
1009949022482657280 2018-06-21 19:59:45 -0400 <ExLawCharli> @realDonaldTrump  https://t.co/EEk61ONEvy
1009949022004678656 2018-06-21 19:59:45 -0400 <afhsmom> @mafiasummer @racej56 @realDonaldTrump Take him please. No returns. The majority of the U.S. prefer a classy, intelligent leader. But we ended up with this lying orange clown.
1009949021996224513 2018-06-21 19:59:45 -0400 <jc19007486> @realDonaldTrump Will I soon as Mexico 🇲🇽 pays for the wall!!NOT!!!!
1009949021115314176 2018-06-21 19:59:45 -0400 <DanaiLamb> @realDonaldTrump Hello. You liked my tweet and follow me. One solution is #Sponsors. It’s been done before. #YouCanDoIt but #StephenMiller would hate it.
1009949020306006017 2018-06-21 19:59:45 -0400 <bastt744> @realDonaldTrump I finally believe you. I believe she does not care anymore than you do. Crass just the like rest of the family.
1009949020188442625 2018-06-21 19:59:45 -0400 <09072021> @Zelectrician @Blinkz04 @RickOhioImBack @realDonaldTrump You don't really want to poke the hornet's nest, do you?
1009949019060260867 2018-06-21 19:59:44 -0400 <1Romans58> @WelshGasDoc @realDonaldTrump 🤣🤣🤣🤣  MILLIONS OF US ARE PROUD!  More and more everyday.  Hey dave? 👇👇👇  https://t.co/oplGzQD0VD
1009949018900828165 2018-06-21 19:59:44 -0400 <LaytonTurpin> @WallRossi @bubba_wubba @realDonaldTrump I’d be willing to bet he has a fence or wall around his home, gated community, apartment complex. I’d also be willing to bet if one of them broke into his home, which is the same as crossing the border illegally, he’d be calling the police to come put them in jail.
1009949017302654976 2018-06-21 19:59:44 -0400 <BlackDogMFX> @realDonaldTrump If the Policy you wish to pass is full of Racist and inhumane measure, why the hell should anyone vote for it. Coward.
1009949016535121923 2018-06-21 19:59:44 -0400 <deborahoak> @realDonaldTrump I guess we take down the Stature of Liberty then? Or just put a big sign on Lady Liberty saying "closed"?
1009949016178782208 2018-06-21 19:59:44 -0400 <BosscheMichel> @LionelMedia @GloucesterLane @realDonaldTrump Lionel I can feel your thoughts on this, but I've got to go with President Trump. If I'm wrong we both end up losing. If I win, we both win. Sessions is going to surprise us
1009949015780163584 2018-06-21 19:59:43 -0400 <emilysnowau> @realDonaldTrump Either way it was ill thought out tactless and tasteless.
1009949015558053890 2018-06-21 19:59:43 -0400 <GlendaPilar2010> This idiot @realDonaldTrump  https://t.co/ovPR2eAHDd
1009949015532695552 2018-06-21 19:59:43 -0400 <EasyMode243> @realDonaldTrump The GoodLatte bill was far too extreme!
1009949015025348609 2018-06-21 19:59:43 -0400 <GIooiouuiko> @matthewneville @Sheep2Wolves @JacobAWohl @realDonaldTrump Are you trying to explain to idiots what taxes mean? I admire you :)
1009949013435543552 2018-06-21 19:59:43 -0400 <encantoman2> @realDonaldTrump Dems hate you, don't they?  You have such a big heart. If the legislation was reasonable it would pass. It's your right wing(rascists) that vote no, not the Dems!
1009949012638818305 2018-06-21 19:59:43 -0400 <kohenari> @CaMorphy @realDonaldTrump It might be the right thing for local businesses, sure. I just can’t understand why every utterance for this guy *has to* include a lie. It’s definitely not good for consumers. The lying is pathological and maddening.
1009949011011391488 2018-06-21 19:59:42 -0400 <dinardohope> @realDonaldTrump you need to understand that these children had no choice in this why are they in jail they should be in a CPS situation a comfortable living home or halfway house not in jail   I get it we have an issue here but putting children in jail for their parents actions not right
1009949010533212162 2018-06-21 19:59:42 -0400 <Nach9636> #FireScottPruitt @EPAScottPruitt is the most corrupt cabinet member supported by @realDonaldTrump and the @GOP, talking about #LockHimUp  https://t.co/rI8Syq8a71
1009949009706823680 2018-06-21 19:59:42 -0400 <BMcCoy06_The> @realDonaldTrump There really is no bottom to how low this family will go.
1009949008612200448 2018-06-21 19:59:42 -0400 <Muddshark> @realDonaldTrump Maybe you should let @FLOTUS your speak for herself.
1009949008608026624 2018-06-21 19:59:42 -0400 <OceanstatePatty> @realDonaldTrump The Democrats don’t have any respect for the American people. All they care about are DOCA &amp; illegals.Complaining &amp; obstructing is all they can throw at you. Hang in this too will pass.
1009949007878283264 2018-06-21 19:59:42 -0400 <sgtbgjohnson> @real_farmacist @realDonaldTrump Don't guess you have any artistic ability when it comes to showing a child in a mother's womb with the same look on its face and all of the Democrat politicians and liberals in the background with the mean face who support partial birth abortion? Void of wisdom
1009949007785803776 2018-06-21 19:59:42 -0400 <sharonvad> @realDonaldTrump Yeah and there is to many Father's from other countries that end up here in America with their girls to shoot them and get away with this sickness just like the guys living off woman and children and rapin the babies
1009949006863183873 2018-06-21 19:59:41 -0400 <Stephenh_73> @CoreyLMJones @realDonaldTrump As said in Germany and then it was torn down. Learn from historic events, reading is an underrated pastime.
1009949006619914240 2018-06-21 19:59:41 -0400 <maryzbuggin> @realDonaldTrump why is the only border you are worried about is the southern ones?
1009949006053638144 2018-06-21 19:59:41 -0400 <bobtheskier> @realDonaldTrump If all the Republicans voted for the Goodlatte bill 1, it would have passed. You need to whip them into line.
1009949004136759296 2018-06-21 19:59:41 -0400 <SadowskyAlan> @realDonaldTrump Listen Spanky, ever since you started playing god with the lives of immigrants and innocent children, this country is not something we can or should be proud of. You are a disgrace to everything good and decent that this country represents.
1009949003574857730 2018-06-21 19:59:41 -0400 <HagertyLucas> @realDonaldTrump A guy and his wife and I are selling drugs, they know the consequences, but we still continue to sell. They are (breaking the law), we get caught, go to jail, we are separated from our kids. The same circumstances should apply they are (breaking the law) people either need to kno
1009949000802291712 2018-06-21 19:59:40 -0400 <TheirSharona1> @realDonaldTrump President of the United States needs frequent big hugs from his cruel, racist base to make him feel good.  So, so sad. #Delusional #Disgraceful #DonaldTrump
1009949000013959169 2018-06-21 19:59:40 -0400 <IzyOddy> What an idiot! @realDonaldTrump wouldn’t last through a day of the terrain these desperate parents and their children walk. Mr bone spurs!  https://t.co/b5PKK95Cui
1009948999711723520 2018-06-21 19:59:40 -0400 <ReneeLukeNovels> @AndreaRomans828 @realDonaldTrump No dafuk we the majority of people don't
1009948999292522496 2018-06-21 19:59:40 -0400 <SergioNegron4> @realDonaldTrump Previous administrations did nothing to tackle the problem because inaction is a normal approach of a good gesture!
1009948998780772352 2018-06-21 19:59:39 -0400 <JmeluvDmb> @realDonaldTrump  and we haven’t forgotten about Russia either you asshole!
1009948997987983360 2018-06-21 19:59:39 -0400 <matthewtspence> @realDonaldTrump Nice try.  https://t.co/yaDVec77k4
1009948996788367360 2018-06-21 19:59:39 -0400 <KMchugh621> @Mytweetsmyviews @SenateDems @realDonaldTrump Hasn’t your hero fucked up this country enough
1009948996264235008 2018-06-21 19:59:39 -0400 <impeach_them> @4muckwaas @LillyPaloma1980 @realDonaldTrump Stealing this!
1009948996083671040 2018-06-21 19:59:39 -0400 <RicoBlancaflor> @JamesGunn @realDonaldTrump Please please please! Can someone ask Kim Jung Un to reconsider the deal and send just one missile to Hollywood!
1009948994531758086 2018-06-21 19:59:38 -0400 <gRaeZ1Sz7xPYNDw> @realDonaldTrump 원하시는 뜻을 이루시길 응원합니다.
1009948994179563521 2018-06-21 19:59:38 -0400 <EddieWWhite1> @realDonaldTrump Democrats justice is crooked as democrats.
1009948993575481344 2018-06-21 19:59:38 -0400 <toytruck1991> @realDonaldTrump LIAR!!
1009948993525338112 2018-06-21 19:59:38 -0400 <shiningmoonmf> @realDonaldTrump  https://t.co/WVbFsq6L4n   I found this article for you to read so you can see how you contradict yourself pants on fire shady shit,
1009948993198096389 2018-06-21 19:59:38 -0400 <Zebedee07467952> @realDonaldTrump 41 republicans just decided to postpone a vote on an immigration bill.  Your own party cant get things moving, stop blaming Dems.
1009948993101524992 2018-06-21 19:59:38 -0400 <Reliefcp> @mbrand2815 @realDonaldTrump Lie or stupidity or both
1009948992988467200 2018-06-21 19:59:38 -0400 <Travelislife429> @SeriousSwill @realDonaldTrump Snowing in summer
1009948992304644096 2018-06-21 19:59:38 -0400 <BMewes> @realDonaldTrump Lie!  Your party is divided!  And you are too crooked to admit it!
1009948992283631616 2018-06-21 19:59:38 -0400 <MyHateIsYours> @Demi13goddess @realDonaldTrump Triggered.
1009948992267083777 2018-06-21 19:59:38 -0400 <VictoriaCerulli> @realDonaldTrump #WeDontBelieveYou
1009948991675682817 2018-06-21 19:59:38 -0400 <mcanallycarr> @realDonaldTrump Day drinking again, huh? You need help.  https://t.co/B9AK7rI3xS
1009948991453351936 2018-06-21 19:59:38 -0400 <raubie229> @MagniFieri @realDonaldTrump @FLOTUS Don’t care, don’t watch, hope they all go broke
1009948989884690432 2018-06-21 19:59:37 -0400 <TheJohnigan> @realDonaldTrump   https://t.co/oizHxcZrZx
1009948988840337409 2018-06-21 19:59:37 -0400 <Lindaquackenbus> @RealMAGASteve @carrieksada @SpeakerRyan @RepGoodlatte @ArizonaKayte @1Romans58 @michaelbeatty3 @USAHotLips @steph93065 @Stonewall_77 @DanCovfefe1 @LVNancy @SandraTXAS @realDonaldTrump should shut down the gov't we shouldn't be paying these lame-duckers for doing NOTHING! @freedomcaucus @RepMarkMeadows @LouDobbs @DevinNunes @Jim_Jordan @GovMikeHuckabee
1009948987158421506 2018-06-21 19:59:37 -0400 <HeadyBettie> @realDonaldTrump Haha haha you're so pissed at her lolololol EVERYONE hates you!!!
1009948985933619200 2018-06-21 19:59:36 -0400 <infidelus_rex> @SRuhle @realDonaldTrump You must have many skeletons in your closet, eh, ol' Steph? @SRuhle
1009948985837195264 2018-06-21 19:59:36 -0400 <SassySenior54> @SammieVillenDog @McCourtyTwins @realDonaldTrump Tell that to Alice Johnson
1009948985367281664 2018-06-21 19:59:36 -0400 <OhBIGo> @SallyDeal4 @gsstephens @realDonaldTrump BS
1009948985006706688 2018-06-21 19:59:36 -0400 <SoldierofResist> @realDonaldTrump I’m less proud of where this country is today , than ever before in my life!  And I saw Nixon, Viet Nam, LBJ, Kennedys and King assassinations!  This is the lowest we have ever been!
1009948983723282432 2018-06-21 19:59:36 -0400 <jacqui2bat> @realDonaldTrump Aren’t you ever tired of whining about everything is the Democrats fault?  We’re tired of hearing it.
1009948983354011648 2018-06-21 19:59:36 -0400 <SeattleTam> @JacobAWohl @realDonaldTrump If @JacobAWohl is here, you know Trump is throwing red meat propaganda to his base.  Everyone: Google Jacob Wohl RIGHT NOW. You will never get this time back.
1009948981688823808 2018-06-21 19:59:35 -0400 <GaryKremsater> @realDonaldTrump It's time to clean up your own mess you made it you fix it
1009948980233621504 2018-06-21 19:59:35 -0400 <donnanalls> @realDonaldTrump @POTUS 🤥🤥👖🔥
1009948979608674304 2018-06-21 19:59:35 -0400 <XCongressSucksX> @realDonaldTrump @ColumbiaBugle So, no amnesty, build the wall, e-verify, end chain migration, birthrate citizenship, end all government benefits to illegals.  The illegals are already have a 3rd world effect on this great country.  I fear it is too late.  America First is dead.  Rule of law is dead.
1009948979323396097 2018-06-21 19:59:35 -0400 <eyeofthegoddess> @shuboogie @ma_nyc7 @realDonaldTrump Well feral, you know I trust you, so there it is.  😊
1009948979285643264 2018-06-21 19:59:35 -0400 <susanmmraz> @realDonaldTrump No one has filibustered. Do you even know what that is?
1009948979021295616 2018-06-21 19:59:35 -0400 <J05478844> @NoiseGateStudio @matthewneville @Sheep2Wolves @JacobAWohl @realDonaldTrump The increase in tax will immediately be passed onto the consumer.
1009948978639540224 2018-06-21 19:59:35 -0400 <gothmom2112> @GOP @realDonaldTrump   https://t.co/4EArPL0xrB
1009948978341916672 2018-06-21 19:59:35 -0400 <tmg018> @realDonaldTrump 🤣🤣🤣🤣🤣
1009948978123862016 2018-06-21 19:59:34 -0400 <GarryEllisPSL> @realDonaldTrump @SenTedCruz @SpeakerRyan  https://t.co/ubb40gh96T 1 in 5 American children living in poverty according  To UN human rights commission.
1009948977922535430 2018-06-21 19:59:34 -0400 <YatesDwight> @realDonaldTrump Zach , How come no one was raising a ruckus when Clinton and Obama did the same thing. Trump stopped it .
1009948977217691648 2018-06-21 19:59:34 -0400 <nicholson3737> @Megsisson1 @kal1312 @AlishaFruits @realDonaldTrump Your dictator Don is a narcissistic, racist, manipulative, abusive, POS. I feel sorry for your husband and daughter, maybe she will get kidnapped, never to be found again. Would that make you sad? Wah wah. Cry to the corrupt gop. I forgot, they don't give a sh*t about ppl like u  https://t.co/2o7pHVAvJN
1009948976987058176 2018-06-21 19:59:34 -0400 <cosmicfirepeace> @RepSwalwell @KIPPSI1 @FoxNews @cavuto @realDonaldTrump  https://t.co/2gZNPWfdmM
1009948975472967680 2018-06-21 19:59:34 -0400 <Sandrine_in_SC> @KimDotcom @realDonaldTrump The deep state is being rolled up .
1009948975410155520 2018-06-21 19:59:34 -0400 <i_am_jkc> @realDonaldTrump Demon!
1009948974495567872 2018-06-21 19:59:34 -0400 <sparrow_netwrk> @BradFitzpatriot @paulacblades001 @cjsienna55 @DIXIEDOODLE12 @Truthteller1349 @CrystalClear @Virgo_Ash @prayingmedic @PriscillasView @RyanAFournier @Tetsuyama511 @Techno_Fog @The_War_Economy @IamnotabotZee @CoreysDigs @GuyEPartin @EllaaaCruzzz @FedupWithSwamp @therealroseanne @SaRaAshcraft @Jordan_Sather_ @LizCrokin @intheMatrixxx @RealJamesWoods @TheHoneybee_ @realDonaldTrump @CraigRSawyer Ahhhh.  You're right.
1009948973619208192 2018-06-21 19:59:33 -0400 <Vets911> @Ale_Barn @realDonaldTrump Wait what? Much more tougher? So that’s y we have so many illegals today? And by grandstand do u mean that the Republicans didn’t try to skew the information to try and make the president out to be the bad guy? Funny how the headlines change due to perspective
1009948973145165826 2018-06-21 19:59:33 -0400 <jf1776> @RavenHawk4 @realDonaldTrump The administration should also for release of all Obama's records that he sealed. We have a right to know the truth about the worst Pres ever! @FoxNews
1009948972235083781 2018-06-21 19:59:33 -0400 <Peterfonda1969> @kbaron131 @realDonaldTrump @FoxNews Amanda Mendez? Where are you from?
1009948971199029248 2018-06-21 19:59:33 -0400 <Tlovinmylife> @jennings_jeana @realDonaldTrump Legal immigrants... there’s a difference.. 🤦‍♀️
1009948970330836992 2018-06-21 19:59:33 -0400 <leallen02> @realDonaldTrump Where are the 2300 children and what is the plan to reunite them with their parents? Our borders are secure. There is no threat except the one you are peddling. Being a bully will not bring anyone to the table you feckless .....boob
1009948969768759296 2018-06-21 19:59:32 -0400 <andyjwhite41> @realDonaldTrump You could fix illegal immigration in any town or city very quickly with no cost and without arresting a single illegal immigrant. Arrest and fine every person caught hiring them and soon there would be no demand. The fines would pay for the enforcement.
1009948968934100993 2018-06-21 19:59:32 -0400 <lousknowitall> @realDonaldTrump Dems don’t care really ?  Yet when Obama. Was the real president your elite Republicans would fight him on everything! But Dems don’t care!?  They don’t care about Daca or healthcare or having clean water to drink in Michigan or almost 4700 people that perished in Puerto Rico!...
1009948968565035013 2018-06-21 19:59:32 -0400 <markfpatrick> @StephGrisham45 @Flotus claim was the statements made by her wardrobe. Her wardrobe in Texas was a disgrace to the country and this administration. We know they don’t care and neither do you!!#IDontReallyCareDoYou @FoxNews @maddow @realDonaldTrump @Morning_Joe @AC360 @ChrisCuomo
