1027706087728979969 2018-08-09 19:59:59 -0400 <PattyGator> @realDonaldTrump  https://t.co/Td7cQCtBB1
1027706051364315136 2018-08-09 19:59:51 -0400 <SueFran26844392> @realDonaldTrump @GrahamLedger Hey can you tell Mueller that its looks like his friends made a fool of him. And why does Democratic have excuses for the crimes. It looks like no one should be in jail.
1027706049648893952 2018-08-09 19:59:50 -0400 <MW_Wood> @SenWarren @realDonaldTrump where are the @GOP @SpeakerRyan @LindseyGrahamSC @SenateMajLdr oh I forgot they are all in Putin's pocket too - such cowards left their constitutional oath behind to Heil Kings Trump &amp; Putin - history will not be kind to the GOP @IvankaTrump
1027706049644642304 2018-08-09 19:59:50 -0400 <Chester67543949> @realDonaldTrump  https://t.co/1eqsWW5aWs
1027706047459467264 2018-08-09 19:59:50 -0400 <Davisinlp> @KenPaxtonTX @realDonaldTrump Taking away coverage for preexisting conditions.  https://t.co/jUB7ZIJYHP
1027706044624060417 2018-08-09 19:59:49 -0400 <gailmac62> @GaijinRaijin @realDonaldTrump Perfection! ☺️
1027706043571339265 2018-08-09 19:59:49 -0400 <bb82829748> @realDonaldTrump elle vient d’où ta perruque j’en cherche une depuis un moment..
1027706042862460935 2018-08-09 19:59:49 -0400 <F_mom1979> @The_UnSilent_ @realDonaldTrump Prison only.
1027706041532854273 2018-08-09 19:59:48 -0400 <a_jayniss> @realDonaldTrump WHERE ARE THE BABIES??  https://t.co/15bPOsxEoB
1027706040048074754 2018-08-09 19:59:48 -0400 <itsSeanyy_> @repeat1968 @realDonaldTrump Absolute shit 😂😂
1027706039897137152 2018-08-09 19:59:48 -0400 <savagesnowflake> @realDonaldTrump  https://t.co/mRg8F3goHM
1027706039251226630 2018-08-09 19:59:48 -0400 <MizBetsy> @jeffmason1 @KellyO @realDonaldTrump So all these people had to schlepp up to Jersey for a photo op?
1027706038353571846 2018-08-09 19:59:48 -0400 <TheCaroleShow> @realDonaldTrump #FakeDotardNews
1027706035832868864 2018-08-09 19:59:47 -0400 <ENG1375> @realDonaldTrump #SpaceFarce is more like it.
1027706035497324557 2018-08-09 19:59:47 -0400 <hopijoy> @JWGOP Face it- @realDonaldTrump just wants a flight jacket with “ Chief” written on it and a shiny whistle
1027706035346104320 2018-08-09 19:59:47 -0400 <truthseeker6761> SOMETHING HUGE Is About To Happen To Mother Earth ...(2018)  https://t.co/w0rhE7bAGm via @YouTube @POTUS @FLOTUS @VP @realDonaldTrump #StopGeoEngineeringNOW
1027706034838818819 2018-08-09 19:59:47 -0400 <PyraticalEye> @realDonaldTrump @FLOTUS - well?
1027706034385760256 2018-08-09 19:59:47 -0400 <hawkeyema27> @realDonaldTrump Space Cadet fits you well 🤡🛸
1027706031327965185 2018-08-09 19:59:46 -0400 <BGuire2> @realDonaldTrump Comey swung the election in your favor. Get over it.
1027706030619348993 2018-08-09 19:59:46 -0400 <followme_samp> @realDonaldTrump Blah blah blah blah blah. Your story is getting so old and boring.
1027706026534100992 2018-08-09 19:59:45 -0400 <Tommy_Mac_> @realDonaldTrump @GrahamLedger Where the hell do you get this? Trump is either projecting or mentally ill (or both).
1027706026269790209 2018-08-09 19:59:45 -0400 <WEMwanders> @realDonaldTrump @GrahamLedger There has been so evidence whatsoever that carbonated beverages make people burp.
1027706019848376320 2018-08-09 19:59:43 -0400 <DavidFoody> @realDonaldTrump  https://t.co/Wtxul8ALWg
1027706016421617664 2018-08-09 19:59:42 -0400 <JardinAngels> @DanRather America’s Lazy Boy is too busy golfing to care or be concerned about Americans.  .@realDonaldTrump
1027706016090050560 2018-08-09 19:59:42 -0400 <TENAZZ> @realDonaldTrump  https://t.co/9GuRbznLwJ
1027706011866607616 2018-08-09 19:59:41 -0400 <Taratrue1> @keithlavoie @JoeWill09342599 @realDonaldTrump Does this help?  https://t.co/HWS8VIvTjZ
1027706011052847104 2018-08-09 19:59:41 -0400 <areiter> @RyanKellyFitz @Rasmussen_Poll @realDonaldTrump @POTUS Don’t @ me bro!
1027706010608324609 2018-08-09 19:59:41 -0400 <SimplySEStack> @realDonaldTrump What did you just find out? Your tweet feels a bit anxious.
1027706009022865409 2018-08-09 19:59:41 -0400 <SLHartley1> @margaretjhowell @realDonaldTrump @POTUS Stay strong!  Because prison is not Trump Tower 😉
1027706006523072513 2018-08-09 19:59:40 -0400 <Mom2Angelz723> @realDonaldTrump  https://t.co/jUJ5HTx6L3
1027706006187462656 2018-08-09 19:59:40 -0400 <dayleaux> @rmone8 @CP3 @tyoung11 @realDonaldTrump Of all the posts to be this stupid on, you chose this one
1027706006124589056 2018-08-09 19:59:40 -0400 <CindyGaitherPHX> @realDonaldTrump @GrahamLedger You should have no problem taking to Mueller then
1027706005768085505 2018-08-09 19:59:40 -0400 <HillSchiff> @HartigRenee @realDonaldTrump This is terrible—I’m so sorry to hear this.
1027706005365370886 2018-08-09 19:59:40 -0400 <tgcarch> @realDonaldTrump Well if anyone knows about corruption,  its you, little man!
1027706001930080256 2018-08-09 19:59:39 -0400 <mlindsay65> @realDonaldTrump He’s going to fire Mueller. Will anyone in America stand up to their country being taken over by a dictator? Stay tuned!
1027705999073914886 2018-08-09 19:59:38 -0400 <craddock123> @realDonaldTrump Feel sorry for you. You need to get a life and take care of the country instead of whining about past things
1027705997677211649 2018-08-09 19:59:38 -0400 <Goatroper12> @SeekWisdomPCW @WhiteHouse @realDonaldTrump Ignorant statement.  The inmates he wants to help are U.S. CITIZENS...Whereas illegal immigrants are NOT!!!
1027705992954437632 2018-08-09 19:59:37 -0400 <SarahGould_SA> @GOP @realDonaldTrump  https://t.co/H6JHtaL2lU
1027705989183692800 2018-08-09 19:59:36 -0400 <Terrysagirl> @realDonaldTrump @LindseyGrahamSC No, it's not entrapment and you may be a moron who believes it is but @LindseyGrahamSC knows better. I still wonder what you're holding over him to get him to take a ride on the Treason Train. I thought he was a patriot but apparently not.
1027705988542017536 2018-08-09 19:59:36 -0400 <STCHauck> @WriteSmitty @realDonaldTrump Yeah yeah yeah ... try again!
1027705987011145733 2018-08-09 19:59:35 -0400 <LeoShapiro> @realDonaldTrump The major lying and dishonest person is you!
1027705983441616896 2018-08-09 19:59:34 -0400 <resumisu> @rob_sheridan @realDonaldTrump Shouldn't the hands be smaller?
1027705983437602817 2018-08-09 19:59:34 -0400 <perrywfowler1> @TrumpTranslato @realDonaldTrump  https://t.co/cpDB9c736B
1027705981780807681 2018-08-09 19:59:34 -0400 <buzzbrockway> .@realDonaldTrump promised to appoint jurists to SCOTUS who will apply the law as written and enforce the text, structure, and original understanding of the Constitution. With over 300 published opinions, Judge Kavanaugh is such a Judge. I urge the Senate to confirm him ASAP.
1027705980816113664 2018-08-09 19:59:34 -0400 <TeresaSnyderPho> @realDonaldTrump  https://t.co/ZcXzgbS3jA
1027705980707106816 2018-08-09 19:59:34 -0400 <Sandi40955110> @realDonaldTrump #MAAA MAKE AMERICA AMERICA AGAIN Without #TraitorTrump
1027705977825570818 2018-08-09 19:59:33 -0400 <DENNISN77166941> @themustanggtman @realDonaldTrump Your argument deflects from the actual issue.  You would call anyone investigating Trump a "rabid dem supporter."  Your ad hominem does not somehow absolve trump.
1027705976021872640 2018-08-09 19:59:33 -0400 <robucuti7> @realDonaldTrump @GrahamLedger EVERYBODY IS LAUGHING AT YOU EVERY MINUTE OF EVERY DAY OF YOUR MISERABLE LIFE.
1027705972352016384 2018-08-09 19:59:32 -0400 <menbo85> @realDonaldTrump Could you be more full of yourself???
1027705968711348225 2018-08-09 19:59:31 -0400 <JustJoeVoter> Hey @realDonaldTrump is this an example of “chain migration?” And if it is, do you support it only when it involves Europeans you might be related to?
1027705965372760064 2018-08-09 19:59:30 -0400 <RogerRod916> @realDonaldTrump You are the king of double standard.
1027705964714184704 2018-08-09 19:59:30 -0400 <GraulichPam> @LaLa90004 @realDonaldTrump @MalcolmNance Amen!
1027705963443236864 2018-08-09 19:59:30 -0400 <LiberatedCit> @Allenwthrift2 @Gerald12_ryan @realDonaldTrump @GrahamLedger Wrong answer there is ZERO proof of the President colluding with Russia but there's plenty of Democrats did. The Democrats dirty Dossier used sources with close to the Kremlin and it was paid for by Obama, Clinton and the DNC.  https://t.co/HVgNGRUlNL
1027705960670928896 2018-08-09 19:59:29 -0400 <Wayward888> @cwilli05au @morten @realDonaldTrump  https://t.co/MI42q8HmcT
1027705959836278785 2018-08-09 19:59:29 -0400 <PAVenturer> @realDonaldTrump you're always bragging about "promises kept", what about your most frequent promise, "Mexico will pay for it!".
1027705956254265344 2018-08-09 19:59:28 -0400 <JeffMccullon> @FigZayas @BlueJayResist @realDonaldTrump These are not racist statements , are you kidding me , if you want to hear racist comments go to CNN or BET television or any other left wing media outlet and watch the racial comments towards whites .. it’s ok to call a whites person , whitey, cracker , please ....
1027705955109064705 2018-08-09 19:59:28 -0400 <rabbijoshua> Maybe @realDonaldTrump and @VP can be the first of the new space force to blast off, leaving the work of our nation, and the healing of all the damage done, to those of us who care about our planet and feeding our children, not weaponizing space. #smokescreen #ImpeachTrump
1027705954840719360 2018-08-09 19:59:28 -0400 <Ptmurf1016> @phyllisgeorgic2 @realDonaldTrump #TheOnlyThingMoreStupidThanTrumpIsTrumpSupporters.  https://t.co/CKWghHHIv4
1027705953490227200 2018-08-09 19:59:27 -0400 <Steven_R_Stice> @realDonaldTrump Thanks for helping Mueller. Every time you tweet, more obstruction of justice. Every lie more obstruction of justice.
1027705953012133888 2018-08-09 19:59:27 -0400 <JodyBernier> @KimboDiddleyDoo @realDonaldTrump Fricking moron
1027705950617124867 2018-08-09 19:59:27 -0400 <noose1313> @shannonayres @WriteSmitty @realDonaldTrump Get your facts straight before opening that hole under your nose!!!  https://t.co/2QvOwbDOBu
1027705950227111937 2018-08-09 19:59:27 -0400 <FeelnPreti> @girl4_trump @kwilli1046 @realDonaldTrump @TruthMaga @Golfinggary5222 @ROHLL5 @Jen_Nongel1 @ArizonaKayte @rcjhawk86 @RuthieRedSox @Maggieb1B @mike_Zollo @NJ_Optimist  https://t.co/gJLjGjrHA9
1027705949593718784 2018-08-09 19:59:26 -0400 <BrewerTony> @counterchekist @realDonaldTrump I get it now!  The Space Force is to shoot down all the witches flying around on their broomsticks!
1027705945630146560 2018-08-09 19:59:25 -0400 <RonThornton>  https://t.co/c9qgMd5jly African Americans show their support for @realDonaldTrump @GOP #AfricanAmerican #RedWaveRising2018 #MakeAmericaGreatAgain #TrumpTrain2020
1027705940471160833 2018-08-09 19:59:24 -0400 <Colgar53> @realDonaldTrump But oh that Senate seat.  Poor Big Luther
1027705939728719872 2018-08-09 19:59:24 -0400 <CAmiskusees> @dvorakoelling @RachaelLeah707 @realDonaldTrump He could resign by Tweeting it! That would be great!
1027705937539354629 2018-08-09 19:59:24 -0400 <TweetyPAK> Ohhhhhhhhh...I seeeee! “Chain migration” is only bad if you aren’t “the right color **coughwhitecough**. @realDonaldTrump @GOP @MELANIATRUMP  #DeportMelaniasParents #WhiteChainOK #BrownChainBaaaddd
1027705937371455488 2018-08-09 19:59:23 -0400 <jim_oregon> @HoracioRoyce @CeleryCaraway @realDonaldTrump @realDonaldTrump's presidency is illegitimate. Therefore, he's the #bastardPOTUS.
1027705937333837824 2018-08-09 19:59:23 -0400 <DBDexecproducr> @jimproser GREAT interview. And you said possibly the most important words uttered in 2018 "The American people should rest assured that President Trump is neither incompetent or unethical because Jim Mattis would not even go in a room with him if he were." BEAUTIFUL. @realDonaldTrump
1027705936859881473 2018-08-09 19:59:23 -0400 <auntlellie> @DearAuntCrabby @heartofmel @realDonaldTrump I love you, Aunt Crabby. ❤️
1027705936796897280 2018-08-09 19:59:23 -0400 <htohlsen> @realDonaldTrump Yeah, Star Trek!
1027705936649940999 2018-08-09 19:59:23 -0400 <MDabides311> @realDonaldTrump You sir are a LIAR!!!
1027705935819694081 2018-08-09 19:59:23 -0400 <TristanGrymm> @realDonaldTrump I wanna go to space and become a spartan #makehaloreal
1027705935462952961 2018-08-09 19:59:23 -0400 <Kenji_K70> @MotherJones Today would be a good day for @realDonaldTrump to release his tax returns and the immigration papers for @FLOTUS and her parents.
1027705934896943104 2018-08-09 19:59:23 -0400 <FirstAlto1> @realDonaldTrump @GrahamLedger Just because Trump says it doesn't make it so. In fact, if he says it, it's probably a lie.
1027705928404148224 2018-08-09 19:59:21 -0400 <VRNY> Karma! @realDonaldTrump’s Hollywood Star multiplies! #themorethemerrier #MAGA #HollywoodStar  https://t.co/cBUwYC6BRT
1027705923115003904 2018-08-09 19:59:20 -0400 <cathjhoyt> @realDonaldTrump Too bad AG Jeff Sessions has turned out to be such a failure at DOJ.
1027705921005187072 2018-08-09 19:59:20 -0400 <londonsgirl> @realDonaldTrump  https://t.co/VdQZaMwwwq
1027705920623702017 2018-08-09 19:59:19 -0400 <ASisco11> @realDonaldTrump Stop bitching and moaning about what the Dems are doing and do something productive.
1027705919969353733 2018-08-09 19:59:19 -0400 <GayleDazzler1> @realDonaldTrump God forbid in your authoritarian world individuals working for the FBI are allowed to think for themselves and have a preference who they preferred to have as a president. And not wanting you puts them in the majority. You can't control our minds only your feeble followers'.
1027705916328697856 2018-08-09 19:59:18 -0400 <perrywfowler1> @TrumpTranslato @realDonaldTrump  https://t.co/9DKnakGixe
1027705916307558400 2018-08-09 19:59:18 -0400 <HaroldLang16> @realDonaldTrump Mueller is abusing his powers by placing Manafort in solitary confinement. the Mueller committee was started on a pay for Russian propaganda and a unlawful Comey leak. This is call corruption.
1027705915401691136 2018-08-09 19:59:18 -0400 <rosestone1414> @ladihawk @realDonaldTrump @HillaryClinton You are really messed up Ladihawk!
1027705914214641665 2018-08-09 19:59:18 -0400 <Pugmothersue> @realDonaldTrump Jenna Ellis who? Are you quoting Jenna Ellis, the criminal defense attorney?
1027705913879085056 2018-08-09 19:59:18 -0400 <UFBS1> @realDonaldTrump I just don't get it. If you have been telling the truth and will tell the truth, then why is Rudy worried about perjury? Cause he knows that you either lied, or will lie?
1027705913686347776 2018-08-09 19:59:18 -0400 <eloiseat6> @realDonaldTrump PS. The only ones politicizing the highest law enforcement officials in the land are you, the Freedom Caucus (sic.), Nunie Tunes, and those at Fox who lie for $ on TV.
1027705911647895557 2018-08-09 19:59:17 -0400 <bstephenmitchel> @realDonaldTrump Yup. Bedtime, Uncle Drumpf. Phone down. Silly little dope.
1027705911253577728 2018-08-09 19:59:17 -0400 <kiwi1017> @realDonaldTrump  https://t.co/7DClhtnrTy
1027705910037082112 2018-08-09 19:59:17 -0400 <xXGeJaMoXx> @realDonaldTrump #maga #MakeAmericaGreatAgain #godsent  https://t.co/wTy2JXMPiF
1027705906161573888 2018-08-09 19:59:16 -0400 <lwern> @realDonaldTrump Have you been taking advice from "The Hitch Hikers Guide to the Galaxy", "cut down the trees to stop forest fires", sounds an awful lot like "we have adopted the leaf as our currency", which lead to crippling inflation, &amp; the destruction of 2 major forests!
1027705904681103361 2018-08-09 19:59:16 -0400 <cher12661> @AMErikaNGIRLBOT LOVE LOVE LOVE - thank you to whoever you are!! #PatriotsRock @realDonaldTrump @RealJamesWoods
1027705902609166337 2018-08-09 19:59:15 -0400 <komedychik> @realDonaldTrump is a sad deranged man, a weakling to Putin, and a sucker to KJU. In his head, though, he's fucking awesome. #Sad  https://t.co/8bxGppcnae
1027705900306522113 2018-08-09 19:59:15 -0400 <SandiMarie79> @LadynLace6 @betsorj @realDonaldTrump Go tweet to someone else about your love of Cheetoh..I have better things to do than bother with someone senseless like you ..my original reply wasn’t to you
1027705899031322624 2018-08-09 19:59:14 -0400 <fuzwuzrea> @realDonaldTrump   WE MUST TAKE AMERICA BACK! Amen! בובי
1027705897727012865 2018-08-09 19:59:14 -0400 <aohillbilly> Them’s some good odds. I’d do the interview @realDonaldTrump   Yer smarterer than Mueller, I thank you can beat this.
1027705896418209792 2018-08-09 19:59:14 -0400 <annettewithers> @realDonaldTrump Ever hear about the boy who cried Wolf?  Once you lie 3500 times, nobody believes you
1027705895898075136 2018-08-09 19:59:14 -0400 <krb8566> @realDonaldTrump Just exactly what borders is he tough on there in Florida
1027705895398985728 2018-08-09 19:59:13 -0400 <lifetormentsme2> @SiddonsDan @DumDems @michellemalkin #MAGA #WalkAway @BrooksHeatherly #Liberalism_is_not_Journalism  https://t.co/C7Vbd2DUzx      @realDonaldTrump @RealJamesWoods @POTUS @scrowder  @SheriffClarke @USFreedomArmy  #Illegals_are_the_Opioid_crisis #Democrats_are_Jihad @nbc @cbs @tntdrama @cbn @abc @cnn @seanhannity
1027705893574664193 2018-08-09 19:59:13 -0400 <JohnnyMac71> @realDonaldTrump If you: Can't sell your produce Trade Wars Are Easy to WIN If you've lost your job Trade Wars Are Easy to WIN If you lose your Farm Trade Wars Are Easy to WIN Thank the GOP. They didn't stop the tariffs.  And It's a witch hunt.
1027705893570244608 2018-08-09 19:59:13 -0400 <iXm6M9JIIYvqrMe> @realDonaldTrump You just like a kid.
1027705892983238658 2018-08-09 19:59:13 -0400 <patina626> @jagjr2570 @howeasyweforget @realDonaldTrump Word of advice: as long as you advertise your racism, bigotry, misogyny, and xenophobia your admit to being Trump's a$$hole from which he sh!ts on the world. Go back under you bridge, trollturd.  https://t.co/vJfsQnoVe9
1027705892484001792 2018-08-09 19:59:13 -0400 <slothtraver> @Dreamweasel @realDonaldTrump I’ll just point out I’m not a bot. I misspell and use bad grammar. But hey what do I know I’m just a blue collar worker.
1027705891800395776 2018-08-09 19:59:13 -0400 <aanalyst50> @cheetofacts @GOP @realDonaldTrump Must be something incriminating in them. We’ve already seen that movie with Crooked Donnie and his tax returns.
1027705889606836224 2018-08-09 19:59:12 -0400 <mfassold> @realDonaldTrump  https://t.co/VH6nQx5wA2
1027705887174082561 2018-08-09 19:59:12 -0400 <sastenio> @realDonaldTrump Fascinating.  https://t.co/dF4pns3rE3
1027705885517275136 2018-08-09 19:59:11 -0400 <Karina121> @realDonaldTrump Speak English
1027705885454462976 2018-08-09 19:59:11 -0400 <FuckTrump61> @eugenegu @realDonaldTrump Right into the sun, please.
1027705884518969345 2018-08-09 19:59:11 -0400 <gildean> @realDonaldTrump  https://t.co/KzlLgLTLJ7
1027705884112183296 2018-08-09 19:59:11 -0400 <JamieLoeb> Chain migration is fine for @FLOTUS’ parents, but not the rest or the country. Do I have that right, @realDonaldTrump? #Hypocrite #LiarInChief
1027705883558637568 2018-08-09 19:59:11 -0400 <meterv1> @realDonaldTrump Sherlock Donnie — use your detective skills to find out who Rudy’s insiders at NY FBI are — we are still waiting for Rudy to drop the bombshell from his friends at NY FBi.  After that, GFY
1027705882421817345 2018-08-09 19:59:10 -0400 <danmichalski> @WhiteHouse @realDonaldTrump Sounds good. So someone owes @RandPaul a favor, it seems?
1027705881897578496 2018-08-09 19:59:10 -0400 <neel_harold> @proudfeminist47 @realDonaldTrump Because they had already cleared her
1027705878755995649 2018-08-09 19:59:10 -0400 <HeralddeParis> This just in:  @realDonaldTrump unveils new #SpaceForce logo.  You never had a chance @KingJames - he likes Mike.  https://t.co/s5F7qGCNvJ
1027705876751310848 2018-08-09 19:59:09 -0400 <LimobusVan> @WeAreOne_Q @realDonaldTrump And vice versa  https://t.co/ftJmzsXhzb
1027705875300016129 2018-08-09 19:59:09 -0400 <TheMelyssaK> @KaNock75 @realDonaldTrump He could learn a lot from Elon Musk.
1027705872347226112 2018-08-09 19:59:08 -0400 <Staceylford67> @SassyKadiK @realDonaldTrump Name one crime President Trump has committed.
1027705870983938048 2018-08-09 19:59:08 -0400 <SusanStone12> @realDonaldTrump Try Midol.
1027705869163790336 2018-08-09 19:59:07 -0400 <wolfcallsputs> @EdKrassen @realDonaldTrump Space Force? The only space I'm worried about is the space between Trump's ears.
1027705868786262018 2018-08-09 19:59:07 -0400 <LindaSu20422824> @realDonaldTrump 😂🤣😂🤣😂🤣👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽
1027705868681277441 2018-08-09 19:59:07 -0400 <carolswilliams_> @realDonaldTrump That’s a load of bull! Mueller, Rosenstein, Sessions, Comey, Wray, etc., are all Republicans! Go peddle your conspiracy theory somewhere else! The American people aren’t that stupid! 🙄
1027705868169695233 2018-08-09 19:59:07 -0400 <gascat2002> @charliekirk11 @NAACP @realDonaldTrump Hope more of the Black community realizes just how bad the Democrats have played them over the years
1027705866668011520 2018-08-09 19:59:07 -0400 <barrieblonde> @RybergAnnelise @Shareblue What could POSSIBLY go wrong!? @realDonaldTrump - killing Americans, one at a time!
1027705865766428672 2018-08-09 19:59:06 -0400 <wootaholic> @JennaEllisJDFI @realDonaldTrump What kind of proof do you have of this?
1027705863774064641 2018-08-09 19:59:06 -0400 <ohnoitsdontrump> @GovMikeHuckabee @realDonaldTrump @POTUS "Duly elected" - lol
1027705861618188289 2018-08-09 19:59:05 -0400 <bowlingmailman> @katnkevin2001 @margaretjhowell @realDonaldTrump @POTUS Probably a Trump University diploma
1027705861416869888 2018-08-09 19:59:05 -0400 <SMM_lumani> @jeffyman @realDonaldTrump This ought to be interesting. Please enlighten us  what is your source for this and why this is germane to this discussion?
1027705860959752193 2018-08-09 19:59:05 -0400 <phillip_vote22> @birdyyodas @mextex1950 @realDonaldTrump Was taking into account the frequent trips to Russia- lodging, food and hookers. Adds up. Fast.
1027705856446488576 2018-08-09 19:59:04 -0400 <kpu6600> @Platejockey @WolfOfWeedST @realDonaldTrump At least he wasn't dickless!
1027705854894723078 2018-08-09 19:59:04 -0400 <AHeathensDay> Hey, Megyn, you mean @realDonaldTrump ?
1027705854160646144 2018-08-09 19:59:04 -0400 <mkoker21> @margaretjhowell @katnkevin2001 @realDonaldTrump @POTUS If you're that educated you should know better.
1027705853917327360 2018-08-09 19:59:04 -0400 <JAMORGAN1957> @realDonaldTrump @GrahamLedger DemsCorrupt. HRC Foundation gets many millions after sale of uranium. Bill gets $500G's for $150G's speech. HRC pays for dirty fake dossier from Russia from dirty spy. Give our country the truth, Dems blame opponents of what they do, in order to distract. God Bless USA.
1027705850985467904 2018-08-09 19:59:03 -0400 <ingebirds> @IngrahamAngle @realDonaldTrump He's making things comfy for when he gets there. LOL!
1027705850553495552 2018-08-09 19:59:03 -0400 <RHeathervaughn> @ThereseD1012 @realDonaldTrump Love it!
1027705848414404608 2018-08-09 19:59:02 -0400 <Seanchai> @realDonaldTrump  https://t.co/0X8Axs3dUi
1027705847902871553 2018-08-09 19:59:02 -0400 <Monica_Michigan> @realDonaldTrump  https://t.co/UBVjhCZtlE
1027705847797960706 2018-08-09 19:59:02 -0400 <swon26> @realDonaldTrump @JennaEllisorg @Comey @HillaryClinton RIGGED ELECTION! PERIOD!
1027705845377720320 2018-08-09 19:59:02 -0400 <William99415603> @cu_mr2ducks @id4socialmedia @therealroseanne @TomFitton @netflix @realDonaldTrump Jesus is alive? Where? What's his zelle?
1027705844115353602 2018-08-09 19:59:01 -0400 <SmokinoakMike> @realDonaldTrump Hey Trump,look,football is starting,are they taking the knee
1027705841561088000 2018-08-09 19:59:01 -0400 <longfei_hu> @realDonaldTrump @GrahamLedger #LEADRIGHT #MAGA #NobelPrize #CHINESEAMERICANFORTRUMP  #CAFTfortrump #trump2020 #takebackCalifornia #redwaverising2018
1027705841309298688 2018-08-09 19:59:01 -0400 <MiIaxtell2> @realDonaldTrump Man Baby 👶
1027705840617181186 2018-08-09 19:59:00 -0400 <akfred1999> @slattfri @kardisty @libertygurl09 @karenlm22 @trumpanhator @Acosta @StephenAtHome @realDonaldTrump @fox @FoxNews I figure the big words are a bit much to expect you to comprehend...  https://t.co/T45mQ828Ic
1027705831448408064 2018-08-09 19:58:58 -0400 <lynnfcasella> @lynnfcasella @realDonaldTrump @PressSec  https://t.co/XUwFxTPJuD
