1032054740887199744 2018-08-21 19:59:59 -0400 <RefDemo> @RealCandaceO @Trumponly @realDonaldTrump All of them...
1032054626902781952 2018-08-21 19:59:32 -0400 <WWJD_2020> @realDonaldTrump I’ll wait until you are in prison with an orange jumper to match your face. Then, I’ll dance in your face, you lying piece of shit. #CohenFlipped #ComplicitAsHell #NotAWitchHunt
1032054624579137536 2018-08-21 19:59:31 -0400 <SisterShawnti> @realDonaldTrump What is the US doing for the people of Elbonia? Their economy was devastated by a severe drought.
1032054624520470529 2018-08-21 19:59:31 -0400 <Renae131> @realDonaldTrump Who pays for your campaign trips?
1032054622167359489 2018-08-21 19:59:31 -0400 <SandraResists> @realDonaldTrump  https://t.co/5hrLEcSUXD
1032054622070947840 2018-08-21 19:59:31 -0400 <PrayNFight4it> @realDonaldTrump 1/2Young Molly Tibbets...Another Beautiful Daughter, Granddaughter, Sister's LIFE STOLEN! NO Deportation...Immediate DEATH PENALTY for ALL ILLEGAL ALIEN MONSTERS! NO U.S. RIGHTS! Only God knows what this MOFO MONSTER did to this young girl! PLEASE STOP this B.S. #BuildTheWall ...
1032054621492019201 2018-08-21 19:59:31 -0400 <ZaighumPunzalan> @realDonaldTrump uh oh ... 😂 #CohenPleaDeal
1032054620955312128 2018-08-21 19:59:30 -0400 <ChaiMike26> “The economy has boomed like it has never boomded before...”  -@realDonaldTrump.   What is boomded? @WestWingReport @joshrogin @DebraMessing  https://t.co/BEKmSBTVCc
1032054620368068608 2018-08-21 19:59:30 -0400 <HopScott21> @PeteSouza @realDonaldTrump must have some interesting blackmail on all these spineless @GOP congressmen.
1032054619747364864 2018-08-21 19:59:30 -0400 <irene05270559> @realDonaldTrump
1032054619571085312 2018-08-21 19:59:30 -0400 <1zzyzyx1> @lightbulbfoco @realDonaldTrump @foxandfriends @CNN @MSNBC When you have a better argument then Hillary or Obama let me know, otherwise find something to do with your so called life
1032054619009114112 2018-08-21 19:59:30 -0400 <BrixBella> @xkr99 @dhogs52 @The_Trump_Train @realDonaldTrump @PARISDENNARD @seanhannity Yes, that is normal and nothing wrong w. That. Not sure what your point is. They dont profit off of the clearance itself though, like profiting from sharing classified information. That would be grounds for removal of clearance. This was a political move against a critic period
1032054617696333826 2018-08-21 19:59:30 -0400 <Key2Personality> @GOP @realDonaldTrump Richmond will stand strong. The yankees will never walk our streets.
1032054617549336578 2018-08-21 19:59:30 -0400 <chuerta1> @towerpainter07 @Stonekettle @realDonaldTrump And @realDonaldTrump won't have to rip off a single contractor to build it. What a deal, eh donnie?
1032054616551305219 2018-08-21 19:59:29 -0400 <MsNicolebrent> @realDonaldTrump I sincerely wish you could be burned at a stake. 😐
1032054616278544384 2018-08-21 19:59:29 -0400 <old_gadfly> @realDonaldTrump What candidate in their right mind would want you having to do anything with them. Cohen has now testified that YOU directed him to do the campaign finance crimes to influence an election. You are totally screwed and any candidate that embarrasses you is going to go down with you
1032054614969995264 2018-08-21 19:59:29 -0400 <jasaying> @realDonaldTrump @SecPompeo
1032054614676398081 2018-08-21 19:59:29 -0400 <EricEElliott> @realDonaldTrump I hope the FBI is there to greet you with handcuffs and an arrest warrant!
1032054613967626241 2018-08-21 19:59:29 -0400 <Nonna_x3> @roxymeloni @RanttMedia @AhmedBaba_ @realDonaldTrump Well, to be fair, that wouldn’t mean much. His only client was Trump. And that GOP Chairman Broidy guy.
1032054613661413376 2018-08-21 19:59:29 -0400 <AprilAugust76> @realDonaldTrump Oh, you are finished. What is the next shoe to drop?
1032054613606899712 2018-08-21 19:59:29 -0400 <reflectiveminds> Michael Cohen Pleads Guilty And Implicates @realDonaldTrump Directly. Could this be the beginning of the end to a terrible nightmare that have besieged us all these past 18 months? #NotFitForTheOfficeFromDayOne  https://t.co/o9476uNpKD
1032054613074006017 2018-08-21 19:59:29 -0400 <bltyoga> Bravo @MSNBC for not showing any of @realDonaldTrump rally tonight!!
1032054612327510016 2018-08-21 19:59:28 -0400 <SoonieSue> #TrumpGate falling dwn!  @realDonaldTrump Look out below ur wall is coming down!
1032054610842644481 2018-08-21 19:59:28 -0400 <WestTimor> Hohohoho Come on Newyork times what drama are you playing with MUELLER and @MichaelCohen212 ? U think you can overthrow @realDonaldTrump ? U and the rest of the anti Trump will get nowhere. Wanna bet on it? No one will be able to impeach @PresidentTrump_  https://t.co/dvrX39PPH9
1032054610335354881 2018-08-21 19:59:28 -0400 <scottrino13> @realDonaldTrump Us real Americans that are thinking of future understand you also need to talk to our government about legalizing recreational marijuana cross the whole United States of America
1032054606606417921 2018-08-21 19:59:27 -0400 <Deermorrison1> @GOP @realDonaldTrump Why?  Coal is dead.  So is the GOP. #VoteDemocrat
1032054606468005888 2018-08-21 19:59:27 -0400 <Dsherry25> @realDonaldTrump
