1168674967141138433 2019-09-02 19:59:59 -0400 <psmithgb> @realDonaldTrump Does it read ‘gone golfin’ ?
1168674944714190849 2019-09-02 19:59:54 -0400 <Laurieluvsmolly> @Samanth92395746 @realDonaldTrump BL News
1168674944617762817 2019-09-02 19:59:54 -0400 <KarenLynne2828> @SamanthaJean27 @4everNeverTrump @realDonaldTrump @jonkarl @ABCWorldNews Why would CNN include Alabama on their map of atates that's in Hurricane Dorian's path?  As the NWS in Birmingham has stated numerous times that they're not.  You're not exactly the brightest bulb screwed in the light socket, Boo.   https://t.co/5OK3NwNOc2
1168674943762124800 2019-09-02 19:59:54 -0400 <annableigh> @realDonaldTrump @business @ChuckGrassley @joniernst @debfisher @BenSasse Our farmers are FURIOUS at you for all of the ethanol exemptions you made for oil &amp; gas producers.  How long are you going to use these people? How much more financial pain can you load on them?  #TrumpHatesFarmers
1168674941291630598 2019-09-02 19:59:53 -0400 <MelSloop> @realDonaldTrump Is #Trump a bigger idiot or crybaby? It's probably a tie, but equally dangerous failings in a president. We deserve better. #VoteBlueNoMatterWho2020
1168674939613974535 2019-09-02 19:59:53 -0400 <Onthefritzie> @realDonaldTrump @jonkarl @ABCWorldNews I can’t read this shit anymore. SECURITY!
1168674937206398980 2019-09-02 19:59:52 -0400 <terminsane> @BroncosFanEJ @jenniferpierson @MsAliceMary @MSNBC @zachhaller @w_terrence @realDonaldTrump @jasonreeve81 @WalshFreedom What center?  Trump is the center. Trump is literally just carrying over Obama's policies for the most part.  Trumps entire immigration policy is literally Obama's immigration policy. He left Obama's policy in place because he knew you'd call him a racist if he changed it.
1168674936342237185 2019-09-02 19:59:52 -0400 <GoForItForSure> @aravosis @realDonaldTrump  https://t.co/wcxiAwBnSu
1168674935511932928 2019-09-02 19:59:52 -0400 <prayerfeathers> @realDonaldTrump #StableGenius #DonaldTrump #GoGolfingDonald  https://t.co/TQShTbJgRX
1168674933821624321 2019-09-02 19:59:51 -0400 <blackrepublican> @77truth77 @RealCandaceO @realDonaldTrump @nigerinnis @thecjpearson @larryelder I don't even know where to start. I don't even know why this dude (Asian dude) is telling me (a person opposed to Trump) to come and get thr black ashy people who vote for Trump.  I mean, WTF!!!  So, I'm gonna sit this one out before I spontaneously combust into a ball of fire.  https://t.co/TsWbAATgJ4
1168674931737075712 2019-09-02 19:59:51 -0400 <cruellasworld> @realDonaldTrump @jonkarl @ABCWorldNews You’re a baby cry!....Wah Wah  https://t.co/yUsopzgqxB
1168674929925120001 2019-09-02 19:59:50 -0400 <KatinkaLyngroth> @streetnoodle @catmartini53 @realDonaldTrump That said, - we see an increasing number of Republicans resign or defecting the Trump regime. Maybe some of them really have a conscience. And I guess more will defect when they realize that staying on the Trump train means political death for them.
1168674926351532032 2019-09-02 19:59:50 -0400 <Willa44664642> @warbirds71 @RealJack @realDonaldTrump @jonkarl @ABCWorldNews Just look at that guy. He even looks stupid.
1168674925529522179 2019-09-02 19:59:49 -0400 <robert_dennis1> @realDonaldTrump
1168674923390230528 2019-09-02 19:59:49 -0400 <dreamyblu> @realDonaldTrump @jonkarl @ABCWorldNews Did you hear about the shooting in Indiana?
1168674923063037956 2019-09-02 19:59:49 -0400 <PIJudicialWatch> @GOP @realDonaldTrump @SenateGOP @seanhannity @FoxNews @MSNBC @CNN @senatemajldr @GOPLeader @GOP @realDonaldTrump @SenateGOP @seanhannity @FoxNews @MSNBC @CNN @senatemajldr @GOPLeader  https://t.co/skAbuam2Ht
1168674922954133506 2019-09-02 19:59:49 -0400 <livelife1964> @realDonaldTrump Well here's your tweet that includes what you said. They left nothing out. You can't stop lying.  https://t.co/IWi7RGwLbk
1168674921809141761 2019-09-02 19:59:48 -0400 <rchersh> @dcherring @gtconway3d @GenMhayden @realDonaldTrump How true. And it’s fun too.
1168674921452593154 2019-09-02 19:59:48 -0400 <SpanielJasper> @realDonaldTrump Playing golf while #HurricaneDorian makes its way towards your shores. #thoughtsandprayers ain’t gonna stop this monster!
1168674921163235328 2019-09-02 19:59:48 -0400 <dona15> @realDonaldTrump UN BE LIEV A BLE !!!
1168674920559038464 2019-09-02 19:59:48 -0400 <darth_straw> @RepSwalwell @realDonaldTrump Why are you and the Democrats being cowards? Impeach him let’s get hearings I’m so disappointed in this party! I left the Republican Party because of trump and his racist followers. I won’t join the Dems because of this cowardice. And independents. Don’t stand chance. Do your job
1168674920441765889 2019-09-02 19:59:48 -0400 <elanazriel> @Jennife75576646 @Mom2364 @AndyOstroy @realDonaldTrump Okay, if you wanna get technical, the coast of Alabama is Dauphin Island, Gulf Shores, and Orange beach.
1168674918969434112 2019-09-02 19:59:48 -0400 <AmericanTrue7> .@DebraMessing is inciting violence. I am happy to admit I donated to @realDonaldTrump campaign. However, we’re dealing with lunatics like Antifa and that one chic who was on some sitcom in the 90s after Friends.
1168674918529216512 2019-09-02 19:59:48 -0400 <Bohannekin> @RealJack @realDonaldTrump @jonkarl @ABCWorldNews Well that's not going anywhere. Compared to Trump's escapades, that's.  I googled the accusation and if appears to be a big nada.  The key words were "could be" (meaning not proven). But that's enough to make some idiots to believe it. People believe what they want to believe.
1168674916746448896 2019-09-02 19:59:47 -0400 <Tishash231> @realDonaldTrump Yes that's probably true. But we also inherited hatred with this man 45. I'll rather be unemployed then to put up with all this hatred that's going on right now
1168674916557885440 2019-09-02 19:59:47 -0400 <michaeldferrell> @glocync @wjack76995 @Realwriterseye @BarbWhalen10 @outlawjw @BumblingBarten2 @TruthLoveH0pe @realDonaldTrump You do realize this was the 4th federal investigations of Trump...all of which found nothing...lol  But you would have us believe the most powerful govt in the world somehow missed all of the obvious, easily proven info - 4x (all while trying to disparage our IQ 😂)
1168674915832123392 2019-09-02 19:59:47 -0400 <ChristianWinn> @ImBrianShapiro @UNLVRebelGrl @realDonaldTrump @BarackObama Hahahahaha.....  https://t.co/DG57042xxO
1168674915517644801 2019-09-02 19:59:47 -0400 <johnhostageart> @olgaNYC1211 @realDonaldTrump Not that I can think of, Olga. And if you can't . . . .
1168674913013489664 2019-09-02 19:59:46 -0400 <br0k3nhalos> @realDonaldTrump Is your 2020 campaign slogan “just pity me” because it should be
1168674911910391808 2019-09-02 19:59:46 -0400 <MooreMiako> @realDonaldTrump @jonkarl @ABCWorldNews Obama has 108 MILLION followers and you have 63 million😂😂🤣🤣🤣
1168674910656286720 2019-09-02 19:59:46 -0400 <KaarenMcgill> @ewarren yes you are the key to toppling the maniacal narcissistic lying bully and toddler @realDonaldTrump The🌏begs you 2 save the planet and rid us of this pustular boil  "sane genius?? " who plagues the worlds arse now flying by the of what were once pants
1168674908039196672 2019-09-02 19:59:45 -0400 <PeterTrapino> @horowitz101 @honda201 @MasterxBrown @tonyposnanski @realDonaldTrump @jonkarl @ABCWorldNews You stated Obama wouldn't relay incorrect information. You are wrong.
1168674904973221888 2019-09-02 19:59:44 -0400 <Consofcooking1> @PatriotBrwnEyes @77MARKALLENSOVA @davidf4444 @MarilynLavala @Angel1350852961 @VoteTheRINOsOUT @Birdseye1 @bmickeydanger @raelela @COL314 @bodysouls @establishmentno @somebodystop_me @PatriotMadd @Big_crusher1000 @ChrisPBaconLT @WhimsicalMeToo @laurawilcamaro @RobertMabr @freddyrace14 @HustusMichael @RalphS24381648 @WattzzD @GracieLovesUSA @adagioforstring @ezvic420 @Brialalexi @Quin4Trump @WagonKnoggin @MichaelsANewman @traveler002 @JamesMtrev007 @realDonaldTrump @Agortitz @ScottRickhoff @usvetram @Jamie32377541 @AmerMilNews @Amplifier2Rf @LoveCovfefe2020 @robcarlson20 @MacShiver @Becca2631 @EvenBrokerRoca @Francis95781199 @SpaceForceBravo @mamoobonnie @paulsfam4 @side_show007 @Farmgal2010 I've wasted an entire weekend on Twitter and left a mountain of things undone. Life is good.
1168674904591519750 2019-09-02 19:59:44 -0400 <yorkieter> @realDonaldTrump Yep how many times you golfing and hurricanes are moving in..
1168674902108495873 2019-09-02 19:59:44 -0400 <TonyBalone> @realDonaldTrump You didn’t even bother to delete this first. You’re a bad joke.  https://t.co/1pDWQK9dxR
1168674901928173569 2019-09-02 19:59:44 -0400 <ScottMFoltz1> @realDonaldTrump @jonkarl @ABCWorldNews #FakeNews made it's way into the weather room. If they can make a dent in the economy they consider that a win... DANGEROUS  https://t.co/Aez2EM3IRx
1168674899696574465 2019-09-02 19:59:43 -0400 <mbradhoo> @SenThomTillis @WhiteHouse @realDonaldTrump He cannot follow through with that promise: he already gave a chunk of resources to his vanity border project.
1168674896135819264 2019-09-02 19:59:42 -0400 <deb_ferrari> @RepSwalwell @realDonaldTrump We are better off when he is golfing.
1168674894223200261 2019-09-02 19:59:42 -0400 <BencosmeAlex> @RealMancrush45 @realDonaldTrump @jonkarl @ABCWorldNews 😮 So sad that you don’t think for yourself, live for yourself, and have dignity for yourself.  Following a racist sexual predator who cons his own supporters.   Sad 😞
1168674894076416000 2019-09-02 19:59:42 -0400 <Delores10759192> @realDonaldTrump HOW ABOUT SOMEONE SUING YOU FOR FALSIFYING YOUR OATH TO SERVE AND PROTECT THE COUNTRY AND OFFICE OF THE PRESIDENT OF THE UNITED STATES OF AMERICA,NOT RUSSIA.
1168674893933633537 2019-09-02 19:59:42 -0400 <LevensonLaura> @realDonaldTrump @AnchormanUSA
1168674891614179329 2019-09-02 19:59:41 -0400 <shamanone> @realDonaldTrump  https://t.co/kqik4JOmN8
1168674891060731905 2019-09-02 19:59:41 -0400 <ToddTimm> @realDonaldTrump #usefulidiot
1168674884492414976 2019-09-02 19:59:40 -0400 <HuckmonAme> @realDonaldTrump Woohoo "bad people". No, they just stated that Alabama was not in the path. Is it bad to let people know that?
1168674884265709568 2019-09-02 19:59:39 -0400 <pentzman> @RepSwalwell @realDonaldTrump #trumpsafuckup  https://t.co/JmfkCeDjcM
1168674882562875392 2019-09-02 19:59:39 -0400 <RecordLina> I say let's get a little more continental &amp; adopt a French custom for everytime @realDonaldTrump opens his mouth.  https://t.co/pwUxDqmgnY
1168674882026135552 2019-09-02 19:59:39 -0400 <opiate99> @realDonaldTrump and Republicans have become the Party of Racist   #RacistInChief
1168674880549732352 2019-09-02 19:59:39 -0400 <uvmdanz> @SenThomTillis @realDonaldTrump you are a red state. of course he is helping you. didn’t see him jump to the aid of PR, but they are brown people and probably dems. funny how that works. huh?
1168674880272785408 2019-09-02 19:59:39 -0400 <denton310> @tedlieu @realDonaldTrump so trump is golfing whilst a hurricane bears down on US, and not a single dem thinks to call trump out on his lack of duty?
1168674879547330562 2019-09-02 19:59:38 -0400 <HelloKameHaHaHa> @Stop_Trump20 @CoreyTaylorRock @realDonaldTrump  https://t.co/q67aFcIRmk
1168674878855081984 2019-09-02 19:59:38 -0400 <HuckleB28450144> @tedlieu @realDonaldTrump Trump makes Iran suffer. Obama gave Iran $150 billion and $1.8 billion in cash. Where were you on that Ted?
1168674877148192773 2019-09-02 19:59:38 -0400 <Leslieoo7> @HeidiM_67 @mader110269 @AnoisChris @LadyJ41 @theokalentzis @WhiteHouse @realDonaldTrump No, Billy said farherhood. I think it's like fuhrerhood.
1168674876166692865 2019-09-02 19:59:38 -0400 <mary80275476> @DeanObeidallah @realDonaldTrump That’s what a narcissist does.
1168674875847798784 2019-09-02 19:59:37 -0400 <ReasonSagasu> @realDonaldTrump Wait for it... When the market falls and keeps going, will you fall on that sword? Of course not; you take no responsibility for your actions or your swill. #TrumpCrimeSyndicate
1168674874472173570 2019-09-02 19:59:37 -0400 <rusty_pharris> @jsbutterflyz @JoyceWhiteVance @FrankFigliuzzi1 @realDonaldTrump Did someone tell you that you should be outraged by this?  Don't buy into that nonsense
1168674873645903880 2019-09-02 19:59:37 -0400 <RonaldLynnWhit1> @LeeHolly81 @realDonaldTrump @LouDobbs Trump, have you ever heard of a category 4 hurricane?  Just asking.
1168674873226321920 2019-09-02 19:59:37 -0400 <lanie_f18> @realDonaldTrump @jonkarl @ABCWorldNews You are the President of the United States. For God's sake, act like it for once.
1168674871359897600 2019-09-02 19:59:36 -0400 <donald_line> @realDonaldTrump @jonkarl @ABCWorldNews Trump with all your lobotimized or exploited followers and yes man foreign bots. Manipulation and PR spins to truth and reality. Your punk ass temper tantrums. The firing of those that opposed. The slander against those who are truly sovereign of fealty to Country and human race
1168674870605078528 2019-09-02 19:59:36 -0400 <philhal94638833> @realdonaldtrump
1168674869736656896 2019-09-02 19:59:36 -0400 <KC6YRU> @MikeBoudreaux4 @DavidENorman @realDonaldTrump So mom's screw-up lands an adult citizen in ICE detention for three weeks. Seems excessive.
1168674869023784961 2019-09-02 19:59:36 -0400 <YancyCt> @realDonaldTrump OK.  Just stop forecasting the weather and leave it to the professionals and everyone will be happy.  You are the "CHOSEN ONE" for the Weather.  Got it?
1168674868847468544 2019-09-02 19:59:36 -0400 <kathyhumphrey62> @krotay2 @N2YDC @g_wiglet @MatthewJshow @realDonaldTrump No politicians just helped with globel warming, which in turn is affecting our weather
1168674866188488704 2019-09-02 19:59:35 -0400 <CalvanoRobert> @SenThomTillis @WhiteHouse @realDonaldTrump Lol, trump is going to pass out paper towels?
1168674862799323136 2019-09-02 19:59:34 -0400 <BreachSurface> @sfpelosi @realDonaldTrump passes on representing US at WWII commemoration &amp; mtgs. with key ally fronting Russia. Excuse is Hurricane, but spends 2 days golfing. This from man who excoriated Obama for golfing. His rate is twice that of Obama. Supporters, wake up!!!#NeverTrump @Trump2015US
1168674862006767616 2019-09-02 19:59:34 -0400 <nhyduk54> @raducom @outlawjw @realDonaldTrump Well done young man, so proud of you!
1168674860874305538 2019-09-02 19:59:34 -0400 <2ALiberty> @maxxx__power @B4661N5 @RGanley @No_Libs4TEXAS @GaryDehart7 @gorillastyle @Lisa191016 @WorldsGonNuts @ML08646141 @will10459 @KalanuRaven @Machiavelli9595 @realTT2020 @Pambella1957 @KaraMar111 @DwightGuy87 @CptJAG @gbrandt83 @StephReid17 @Bamafanaticfan1 @kateMAGA3 @James14U2 @MenaKyle @Steelhead671 @ProLifeTexanUSA @Beg1Girl @Zigurd @Corp125Vet @FifeTx @edwood_not @Marc751e2f95 @heyk1967 @DeplorableChoir @4meJustice @GenFlynn @BarbaraRedgate @JosephJFlynn1 @flynn_neill @adjunctprofessr @battleofever @realDonaldTrump @POTUS @ReneeCarrollAZ @Dawn_DeMore1 @Cowgirls4Trump @KatTheHammer1 @HarveyStaub1 SURPRISE, SURPRISE, SURPRISE!!!! 😂😂😂
1168674860559667200 2019-09-02 19:59:34 -0400 <VaughanSlade> @realDonaldTrump @jonkarl @ABCWorldNews Just nuke the hurricane!  https://t.co/l4oOY8qQ6V
1168674859867656193 2019-09-02 19:59:34 -0400 <sandicave420> @realDonaldTrump Hey fcuktard... there have been 4 previous Category 5 Hurricanes during your time playing king of the hill. You act like you have DEMENTIA. I've cared for a person with Dementia, your behavior is IDENTICAL!!! #DementiaDONNIE
1168674859578269697 2019-09-02 19:59:34 -0400 <Laurieluvsmolly> @Dean79489667 @realDonaldTrump BL News
1168674857988395008 2019-09-02 19:59:33 -0400 <Izmeina666> @realDonaldTrump Fixed it for you  The Fake President is only interested in demeaning and belittling.
1168674857493696512 2019-09-02 19:59:33 -0400 <kathycard528> @aravosis @realDonaldTrump No other president would do this
1168674857409630208 2019-09-02 19:59:33 -0400 <ESRDguy> @realDonaldTrump is incompetent!  https://t.co/NM3PCq0ea9
1168674857292304384 2019-09-02 19:59:33 -0400 <aka_mccartney> @realDonaldTrump Yes true
1168674856876961792 2019-09-02 19:59:33 -0400 <SJNoffsinger> @realDonaldTrump @jonkarl @ABCWorldNews playing fucking golf again today?!
1168674856268963841 2019-09-02 19:59:33 -0400 <phillipgarmstro> @AndyOstroy @realDonaldTrump His personality disorder prevents him from thinking about anything or anyone other than himself.
1168674855106928641 2019-09-02 19:59:33 -0400 <marissaboda> @JoyceWhiteVance @realDonaldTrump people will still remember your cruel plan.
1168674853991436288 2019-09-02 19:59:32 -0400 <AdamToTheLeft> @Tweeter4Trump1 @lesleyabravanel @realDonaldTrump @GOP @SenMcCollister Dude if I didn’t read his tweets directly why would I be arguing with you on HIS twitter account. Again, full of racism, childish name calling, and attacks on the 1st amendment. Not sure how you can’t see that.
1168674852242427905 2019-09-02 19:59:32 -0400 <seriouslyfit> @DebraMessing @realDonaldTrump LOL seriously I tried that with him being nice does not work he only understands Nasty! Stop trying to figure out the Devil when you are on the side of good!
1168674849385902080 2019-09-02 19:59:31 -0400 <equality4theppl> @MarycademMandus @PalacioStephie @AngelaBelcamino @realDonaldTrump And Stephie the MAGAt is officially blocked. 🙄  #cantfixstupid
1168674845745434624 2019-09-02 19:59:30 -0400 <perfectsphere21> @realDonaldTrump Last time I checked, you were not a Boy Scout. The only "hurt" involved was the panic that you undoubtedly caused the people of Alabama. Is there ever a time where you don't have an excuse for everything?
1168674845254705152 2019-09-02 19:59:30 -0400 <psmithgb> @realDonaldTrump and these tweets are why we need floodlit golf courses. We might get some peace and quiet
1168674845153845248 2019-09-02 19:59:30 -0400 <twittebear> @realDonaldTrump  https://t.co/lzaHBssGFV
1168674842264186885 2019-09-02 19:59:29 -0400 <lawbird1954> @realDonaldTrump @DebraMessing Liar.
1168674842071031809 2019-09-02 19:59:29 -0400 <Timbo90420969> @realDonaldTrump You’re a child.
1168674841446080512 2019-09-02 19:59:29 -0400 <macauley_monica> @TomiLahren @realDonaldTrump And his approval is still at 36%. So do you think all that matters? People are struggling.
1168674839147601921 2019-09-02 19:59:29 -0400 <PayneTravy> @RealMancrush45 @realDonaldTrump @jonkarl @ABCWorldNews You wish.
1168674838686445568 2019-09-02 19:59:29 -0400 <BrendaKeel47> @realDonaldTrump It was all live. We heard and saw what you said. No one is doing fake news!!!
1168674837172301824 2019-09-02 19:59:28 -0400 <globalist13903> @realDonaldTrump You mean like when you indicated you didn't to be in pictures with your daughter tiffany because she's fat?
1168674836316426240 2019-09-02 19:59:28 -0400 <prosper_8_ti> @ttocs68 @BradMossEsq @realDonaldTrump He does and says stuff deliberately and not due to ignorance. I refuse to allow him the ‘ignorance’ excuses.
1168674836224204800 2019-09-02 19:59:28 -0400 <ssteidle6> @RepSwalwell @realDonaldTrump Yeah Eric, in theory that sounds right, but do we really want trump engaged?
1168674832634003461 2019-09-02 19:59:27 -0400 <peanutissweet> @RepSwalwell @realDonaldTrump Give it a rest Eric.....oh and asking for a friend......do you think you are doing yours??????
1168674830813716480 2019-09-02 19:59:27 -0400 <SharonLombardo0> @realDonaldTrump @business @ChuckGrassley @joniernst @debfisher @BenSasse Everyday you do more good for our Nation, President Trump.  God I’m sure will honor that.  He won’t let you down.  🇺🇸🌹🇺🇸
1168674829874204672 2019-09-02 19:59:27 -0400 <JimCarlson16> @realDonaldTrump @SenWarren @KamalaHarris @JoeNBC How will The #TrumpClownForce contend with the latest #USDisaster they certainly failed #Americans in #PuertoRico &amp; the Many #USShootings; what idiots; #America is Now an #Idiocracy
1168674829802889216 2019-09-02 19:59:27 -0400 <MatthewJshow> @realDonaldTrump @jonkarl @ABCWorldNews ABC is the new CNN! Fake news!
1168674829580587008 2019-09-02 19:59:26 -0400 <UNICORNPOOP99> @bananaphone001 @THUNDERBOOM111 @SpaceViking111 @DoSmoothie @homeiscalling1 @Sunshin19962036 @LLDMim @LastONEstandin0 @saltyb1tchnuts @HeARTofGod99 @HanicThemec @GeishaJin @Helicallight21 @LIGHTNINGBOOM1 @GODISBACK5 @colonel_light @ButtHurtJack1 @BringOnTheThun1 @GenFlynn @RarnToGoHome @burnsideeasyli1 @Espo11Michael @fubarfireshitz @Paininthe11919 @WEadapt0010110 @GodHome99 @crustyb1tchnuts @swollenb1tchnut @Dingleberries71 @samdernbach @ltc_mim @PEyes7911 @DavidIfollow @SmomMan @NoVaseline4you @malgratz11 @realDonaldTrump @VP @FBI @CIA @NSAGov @USArmy @usairforce @USMC @USNavy @StateDept @FCC @JamesGunn @FLOTUS @SecretService I hear the weather is beautiful in KY 😉😁🥰
1168674827177213952 2019-09-02 19:59:26 -0400 <EdmundoMolina6> @realDonaldTrump For this and so much more, you will lose next year. People are tired of listening to you. Those that voted for you now realize they made a mistake and will redeem themselves in 2020. It’s time for atonement.
1168674825386246145 2019-09-02 19:59:25 -0400 <viviancaldera31> @realDonaldTrump @jonkarl @ABCWorldNews Get over yourself #douchebagTrump you are by far #WorstPresidentinHistory. You never know what the hell you're talking about &amp; always veer off course. Shut up &amp; realize that #HurricaneDorian is going to cause so much destruction in the US &amp; you used funds irresponsibly.
1168674824723546112 2019-09-02 19:59:25 -0400 <Thefreekink> @realDonaldTrump Again you call the black woman  disgusting and foul mouth ! How is she disgusting? She was with you......! Foul mouth dude u cursed at a boy scout rally???? !!
1168674823335268352 2019-09-02 19:59:25 -0400 <Laurieluvsmolly> @SarahDrane1 @realDonaldTrump BL News
1168674823020720128 2019-09-02 19:59:25 -0400 <bmclasser> @realDonaldTrump  https://t.co/JbswcFfaSS
1168674820789170177 2019-09-02 19:59:24 -0400 <OGVeteranChild> @TomiLahren @realDonaldTrump  https://t.co/TgMDvPdcxx
1168674818960572416 2019-09-02 19:59:24 -0400 <MikeDevo> @Cherib1965 @realDonaldTrump @DebraMessing Never was a fan of trump.  He's a 3rd rate president, with an ego that far exceeds his intelligence.
1168674817723252736 2019-09-02 19:59:24 -0400 <jasonreeve81> @BroncosFanEJ @terminsane @MsAliceMary @jenniferpierson @MSNBC @zachhaller @w_terrence @realDonaldTrump @maddow Why are you so concerned with numbers. Your the one making the claims. If you could back them up do it. But instead you want to play the victim card. #sad
1168674817664520206 2019-09-02 19:59:24 -0400 <Tanaa41409376> @realDonaldTrump is ridiculous. This article explains how he spent labor day at his private resort in Virginia getting Hourly updates. Why, So they can make note of how many paper towels to bring?! Gtfoh  #HurricaneDorian #VoteBlue2020 #DumpTrump  https://t.co/fHsQIFZyBG
1168674813927481349 2019-09-02 19:59:23 -0400 <CindyBattisti> @DavidWohl @realDonaldTrump @jonkarl @ABCWorldNews So did your dad, what a hack!! #guidetobeingaparent  https://t.co/D7E5h17mzd
1168674810773364736 2019-09-02 19:59:22 -0400 <MinnesotaKel> @realDonaldTrump Demeaning.  Belittling.  I think you wrote that book.  Shame on you.
1168674808999161856 2019-09-02 19:59:22 -0400 <DaveS724> @realDonaldTrump @SteveHiltonx @NextRevFNC @FoxNews Killing good jobs and creating shit jobs.
1168674807530917888 2019-09-02 19:59:21 -0400 <VickyDamota2> @davidmweissman @realDonaldTrump @jonkarl @ABCWorldNews Hahaha...the Pocahontas supporter.
1168674807220621312 2019-09-02 19:59:21 -0400 <AAnnfil1> @realDonaldTrump  빨강머리앤 29화 앤이야기클럽을 만들다 Anne's House of Dream-등대의 섣달 그믐날  She and Leslie and Gilbert were on their way  to the Four Winds Point, having plotted with Captain Jim  to watch the New Year in at the light.  https://t.co/Z1DCICU0ev
1168674806318927877 2019-09-02 19:59:21 -0400 <yazzy1967> @realDonaldTrump @jonkarl @ABCWorldNews You’re innately flawed.
1168674806092447744 2019-09-02 19:59:21 -0400 <pattymo> @realDonaldTrump You’re the real victim of the hurricane, Sir!
1168674805819695106 2019-09-02 19:59:21 -0400 <deeelltee> @realDonaldTrump You're so funny! Trying desperately to defend your idiocy. SAD.
1168674805043879936 2019-09-02 19:59:21 -0400 <aka_mccartney> @realDonaldTrump @FoxNews Yes so true
1168674804326686720 2019-09-02 19:59:20 -0400 <angeley230> @realDonaldTrump @jonkarl @ABCWorldNews President Trump you can’t listen to those Jackals! Be Blessed!❤️🙏🏻
1168674803772997634 2019-09-02 19:59:20 -0400 <CybrKrystlz> @WhiteHouse @realDonaldTrump  https://t.co/dWmW1OQGeU
1168674803122868224 2019-09-02 19:59:20 -0400 <tiangyc> @realDonaldTrump Whoever learns that the real production is the elaboration of a product through work, will understand the importance of having a stable, well-paid and safe work.With @realDonaldTrump every citizen in their work has:  STABILITY  GOOD SALARY  SECURITY  https://t.co/lZOtiLqXaO
1168674800753098753 2019-09-02 19:59:20 -0400 <fashionfan> @real_defender @realDonaldTrump @jonkarl @ABCWorldNews No one believes the President anymore- he has lied too often.
1168674799243149312 2019-09-02 19:59:19 -0400 <ltarancpa> @KevinMKruse @RAKarl The idiocy of the comments never end @realDonaldTrump. I wanted to list examples but will unfortunately run out of characters. At 32 followers I don’t care about clicks. I just want to continue to highlight the absurdity of the Trump presidency!
1168674794587508741 2019-09-02 19:59:18 -0400 <phillip_vote22> @takinitin1 @realDonaldTrump Your ignorance is overwhelming.
1168674788472233984 2019-09-02 19:59:17 -0400 <Nancy62112120> @realDonaldTrump 9:51am yesterday. You out of touch. “In addition to Florida - South Carolina, North Carolina, Georgia, and Alabama, will most likely be hit (much) harder than anticipated. Looking like one of the largest hurricanes ever. Already category 5. BE CAREFUL! GOD BLESS EVERYONE!”
1168674785779474437 2019-09-02 19:59:16 -0400 <IfNotUsThenHoo> This is the problem with MSM..need to get their facts together, on Hardball saying over 50 victims of mass firearms in August, then right after saying there has been 38 victims of mass firearms this whole year? WTF! Giving  @realDonaldTrump much needed ammo! @ChrisJansing smh
1168674782696460288 2019-09-02 19:59:15 -0400 <PhillipUptain1> @NeilJoh09857048 @realDonaldTrump Maybe not...whew.. I just ya know...wanna be here to vote for him...and there's no law sez I can just do it now.. that's all I got is my vote that sez this is MY PRESIDENT...I dearly love this man he is everything I've ever wished for in a president. He sez what nobody else will.
