1177372276578246662 2019-09-26 19:59:59 -0400 <Vfljrj98> @kayleighmcenany @realDonaldTrump And we are surprised?!
1177372250003189760 2019-09-26 19:59:53 -0400 <alief_texas> @robertgmz5 @ObamaMama59 @BetoORourke @realDonaldTrump @OutFrontCNN @ErinBurnett Video please.
1177372249608925184 2019-09-26 19:59:53 -0400 <mrjonb007> @JesseBWatters @realDonaldTrump This is a total crock of shit... they’ve been going all over using their daddy as leverage in making “deals” meanwhile we the taxpayers are fitting the bill for everyone to stay at Trump properties...
1177372248744833024 2019-09-26 19:59:53 -0400 <TruthDG19> @YamatoForever @KevinR1957Redux @jsherman39 @rickwtyler @realDonaldTrump Who cares? If they want to impeach over imaginary criminal acts, then so be it. Doesn't change that you people are delusional and think this complaint and the Mueller report are infallible gospels. Having a bunch of democrat Congress-critters thinking the same thing means nothing
1177372247658549249 2019-09-26 19:59:53 -0400 <pstewart69> @TWIT_ANTHONY @realDonaldTrump @seanhannity @FoxNews Based on past performance how could we expect anything less.
1177372246152634368 2019-09-26 19:59:52 -0400 <SideburnsDon> @Edd43719328 @elianatrue @realDonaldTrump @seanhannity @FoxNews Says the other Q tard who follows diamond and silk LOLOLOLOLOL. If you also follow scott baio please just keep it to yourself. I might laugh wayyyy to hard and wake up everyone.
1177372246047780865 2019-09-26 19:59:52 -0400 <Gail08732361> @RepSwalwell @realDonaldTrump The "whistleblower" will be found to be a partisan hack.  All of those that leaked the President's conversation to this person should be identified &amp; fired.  There was no crime committed during that call regardless of how much you wish it were so.  Just sayin '...
1177372245469159429 2019-09-26 19:59:52 -0400 <draterus> @ChatByCC @realDonaldTrump @seanhannity @FoxNews You spelled propagandist wrong.
1177372245192314880 2019-09-26 19:59:52 -0400 <MIGUELROBLESA> @jorgeramosnews @lopezobrador_ @realDonaldTrump Si tiene una diferencia personal con el presidente @realDonaldTrump no debe usar su poder comunicacional para atacarlo,  usando a todo país para que lo apoye en su causa. que le está pasando al periodismo?
1177372243774640133 2019-09-26 19:59:52 -0400 <a_eisenberg> The night before boardwalk weekend starts at Virginia Beach #neptunefestival. We’re on vacation, our 22nd year in a row at the festival. It’s been a glorious week so far.  Made wven better by the @realDonaldTrump  impeachment news.  https://t.co/OHbI0ojcMY
1177372243749474305 2019-09-26 19:59:52 -0400 <DenBro19> @realDonaldTrump   #ConfessConcedeResign  #ConfessConcedeResign  #ConfessConcedeResign  #WhistleblowerComplaint  #whistleblowerHearing   #PenceKnew   #ImpeachTrump
1177372243409670144 2019-09-26 19:59:52 -0400 <Cornpop4Trump45> Something is wrong with the whistleblower complaint     @realDonaldTrump
1177372243296444417 2019-09-26 19:59:51 -0400 <GrandpaEthier> @realDonaldTrump Liar
1177372241442627584 2019-09-26 19:59:51 -0400 <euler_bob> @realDonaldTrump @FoxNews Who gives a rats ass what Fox News says!
1177372240691761152 2019-09-26 19:59:51 -0400 <moefromcanada> @LOD881019 @debrawallin @GOP @realDonaldTrump He’s dead!!!
1177372239936856065 2019-09-26 19:59:51 -0400 <JeromeBurke14> @TeamTrump @mike_pence @realDonaldTrump GOP Agenda: 1) Do crimes 2) Cover up crimes 3) Be cruel
1177372239877984256 2019-09-26 19:59:51 -0400 <MNMcClean> @realDonaldTrump @seanhannity @FoxNews Sean Hannity, your Goebbels, mein fuerer. Donald, your lies are consuming you.
1177372239106334720 2019-09-26 19:59:50 -0400 <USAJohnK> @baldguy510 @THETXEMBASSY @realDonaldTrump @RepAdamSchiff @AdamSchiff They did away with texting and driving here. A few accidents and everyone freaks out. 🙄
1177372238796009474 2019-09-26 19:59:50 -0400 <gglwndsr> @real_defender @realDonaldTrump @SenShelby Just those of you still on the payroll.
1177372238598656002 2019-09-26 19:59:50 -0400 <ksfreibergs> @realDonaldTrump @WhiteHouse @seanhannity @FoxNews YAWN😴
1177372238414262274 2019-09-26 19:59:50 -0400 <mikemeaders420> @realDonaldTrump Such a cry baby
1177372238296899584 2019-09-26 19:59:50 -0400 <ananiemas> @realDonaldTrump @seanhannity @FoxNews Trump’s definition of “accurate” = the lies are gonna be bigger than usual, tonight.
1177372238045208576 2019-09-26 19:59:50 -0400 <skaggle_tooth> @ReddogOHIO @realDonaldTrump @seanhannity @FoxNews Doesn't count if he's in the air. Rules is rules.
1177372237961277445 2019-09-26 19:59:50 -0400 <AvrahamGoldberg> @realDonaldTrump Did you forget that you released the transcript that backed up what the whistleblower said?
1177372237739044865 2019-09-26 19:59:50 -0400 <malavai00x> @EdnaNelsen @sbhelsley @RealMancrush45 @realDonaldTrump @seanhannity @FoxNews I know, it was terrible how the GOP harassed that man. But like a real leader, he didn't let it get to him.  Unlike the current crying mess in the oval office.
1177372237667667969 2019-09-26 19:59:50 -0400 <zeb01cah> @HardballChris @costareports - The @MichaelSteele point is that the whistleblower testimony could be the @JohnWDean moment that could turn the Republican tide against @realDonaldTrump. @MSNBC @DeadlineWH @allinwithchris @Lawrence #inners
1177372237386735617 2019-09-26 19:59:50 -0400 <caoderlin> @TheRightMelissa @realDonaldTrump Trump said he did it!
1177372236476493824 2019-09-26 19:59:50 -0400 <lAmLittIeFishie> @asthehosptuRNs @realDonaldTrump It's 'cause you have a wee lass and not a teenager. VSCO is the Gen Z valley girl vibe. Mall rats, next generation.
1177372235708817408 2019-09-26 19:59:50 -0400 <kham1962> @JohnAyr12294351 @ScottPresler @realDonaldTrump @seanhannity @FoxNews Why liberal narrative?  This is on Trump’s watch and he is deconstructing the EPA.....
1177372235184705541 2019-09-26 19:59:50 -0400 <TrumpATeam> @realDonaldTrump Bill O’Reilly hammers Cable on Facebook  Lots of phony outrage all designed to try and convince the folks that President Trump committed a crime to get him out of office. Please, spare us. This is not about protecting the Constitution.
1177372233402146817 2019-09-26 19:59:49 -0400 <Fairy_Gmother> @realDonaldTrump Of course he's going to say he wasn't pressured, Dumbass. In his position he could hardly say anything else. That doesn't make it true. Nor is your delusional pipe dream fed to you by Mad Drunk Grandpa Giuliani about the Bidens.
1177372232521093120 2019-09-26 19:59:49 -0400 <BaronPaquan> @kayleighmcenany @healthysuzi @realDonaldTrump What do you say to that Pelosi ?
1177372232324198400 2019-09-26 19:59:49 -0400 <Tim2Eldridge> @realDonaldTrump  https://t.co/Uz01lwlTBj
1177372230902276096 2019-09-26 19:59:49 -0400 <rafaelsalas12> @GOPPollAnalyst @realDonaldTrump You mean like Republicans.  Covering the Malignant Psychopath's crimes.
1177372230403145730 2019-09-26 19:59:48 -0400 <villa65> @realDonaldTrump @seanhannity @FoxNews You’re toast dude. Melanie prob needs to contact her divorce attorney.
1177372229925068800 2019-09-26 19:59:48 -0400 <cbrandenburg44> send nudes. @realDonaldTrump
1177372228767367169 2019-09-26 19:59:48 -0400 <Daves_n0t_here> @dfaltz @TeamTrump @realDonaldTrump @mike_pence  https://t.co/IdPTRgNS0N
1177372228025016321 2019-09-26 19:59:48 -0400 <RegalOS65> @realDonaldTrump There has been no President in the history of our Country that have been this bad. You are not above the law. Sorry!
1177372227601338368 2019-09-26 19:59:48 -0400 <lrbritto> @realDonaldTrump @seanhannity @FoxNews You are so pathetic. #WompWomp
1177372226930270209 2019-09-26 19:59:48 -0400 <Ann_Isik> @dccoker @TWIT_ANTHONY @realDonaldTrump We’re all waxing lyrical today or is it hysteria?
1177372226921930753 2019-09-26 19:59:48 -0400 <jeanne81603807> @realDonaldTrump Hahahahaha can’t wait til this happens.  https://t.co/K2nyPCOa03
1177372226779254784 2019-09-26 19:59:48 -0400 <TriggeringU247> @realDonaldTrump @SenCapito Whoa, that's an awful lot of lying in one tweet. Next time, spread the lies out a little bit, because right now you have run-on lying.
1177372226598969345 2019-09-26 19:59:47 -0400 <dapanta> @NYGovCuomo are you afraid of the truth? @realDonaldTrump
1177372226133331969 2019-09-26 19:59:47 -0400 <davidrmahon> @realDonaldTrump  https://t.co/Q4C87IPc6k
1177372226036875264 2019-09-26 19:59:47 -0400 <IzzyEffe> @PressSec @realDonaldTrump If I were you I'd get a lawyer.
1177372224996675584 2019-09-26 19:59:47 -0400 <DanHwyais> @gsemike @HillaryClinton @realDonaldTrump Of course she thinks she can win.  She lives in an alternate universe.
1177372223906164736 2019-09-26 19:59:47 -0400 <mr_ericryan> @TeamTrump @realDonaldTrump "Little Adam Schiff"- What kind of language is that? You should be ashamed. I hope you rot in jail for the rest of your lives. #ImpeachTrump #IndictTrump #TrumpImpeachment #TrumpIsAFelon #TrumpCrimeFamilyMustGo #TrumpResign #CriminalInChief
1177372222257844226 2019-09-26 19:59:46 -0400 <HereIam62> @SenThomTillis @realDonaldTrump Yeah, I'm not seeing it that way.
1177372222249480192 2019-09-26 19:59:46 -0400 <BrendaEnda6> @blazedego @mattcatt12000 @johnpavlovitz @realDonaldTrump No understanding, no reasoning?   I am assuming you are talking about yourself.  TRUMP—WORST PRESIDENT EVER!  Dump Trump 2020 or impeach.  Either works.
1177372221368676353 2019-09-26 19:59:46 -0400 <Tuto722> @jorgeramosnews @lopezobrador_ @realDonaldTrump Estas sembrando veneno. Eres una serpiente
1177372220898721793 2019-09-26 19:59:46 -0400 <deborah93901> @realDonaldTrump Another lie from Trumpy. If the Ukrainian Pres said this, it would be all over the news.
1177372220773081089 2019-09-26 19:59:46 -0400 <HooksieBali> @realDonaldTrump @seanhannity @FoxNews  https://t.co/i8olwTtBCC
1177372219858673664 2019-09-26 19:59:46 -0400 <AsTheEagleFlies> @RWPUSA @realDonaldTrump These should not be the words of the President of the United States!  He is a national embarrassment!!!!!
1177372219078533120 2019-09-26 19:59:46 -0400 <1Tblair> @realDonaldTrump Extortion victims, like those of sexual assault, are often hesitant to confront their assailants....  Even in stahed public settings...  Would love to see what he would say, once you have been incarcerated, and your administration is a tragic peice of history...
1177372219057549314 2019-09-26 19:59:46 -0400 <f09047075> @thetrueftf @StewardshipAmer @realDonaldTrump I’ll respectfully disagree with you about his policies only helping a few. My main issue though is safety and security for my family. Then the economy is right up there in 2nd place. I just don’t see Democrats offering anything that would make my life better 🤷🏻‍♀️
1177372216826183680 2019-09-26 19:59:45 -0400 <FrankQcwriter> @realDonaldTrump That he didn't feel pressured speaks to your ineptitude. Attempting a crime can also, in and of itself, be criminal. Your intent was clearly not to benefit the U.S. or Ukraine. You tried to outsource your OPPO research, illegally, and got called out for it. Face the music, Chump!
1177372216545165316 2019-09-26 19:59:45 -0400 <claymeyers> Here ya go @realDonaldTrump @TeamTrump @TrumpWarRoom @DonaldJTrumpJr  https://t.co/DdZaWofc2C
1177372216008355841 2019-09-26 19:59:45 -0400 <CivStL> @realDonaldTrump @SenCapito  https://t.co/OFywa4RJMD
1177372215807021056 2019-09-26 19:59:45 -0400 <LoisDucharme> @realDonaldTrump @SteveDoocy @foxandfriends you mean since he told Putin to find Hillary's emails?
1177372215802781696 2019-09-26 19:59:45 -0400 <mla_vett> @realDonaldTrump We must have Term Limits🇺🇸
1177372213818867713 2019-09-26 19:59:44 -0400 <KathiTreky> @realDonaldTrump Liar. #ImpeachTrump
1177372213596565504 2019-09-26 19:59:44 -0400 <AnitaDuck2> @StewardshipAmer @realDonaldTrump Thank You, Exactly! God Bless You And Your Family, Friends And Colleagues 👍 ✌️🙂
1177372212807921666 2019-09-26 19:59:44 -0400 <americausa1776> @scottshef @realDonaldTrump pulitzer prize winning journalist. and Right wing? haha lmao most progressive journalism in country.
1177372212547874816 2019-09-26 19:59:44 -0400 <maureendegnon> @melba_tee @SpeakerPelosi @realDonaldTrump And there's a whopping lie in it:  https://t.co/Bf5qSkc66G
1177372212145397761 2019-09-26 19:59:44 -0400 <adnswa> @DonaldJTrumpJr @realDonaldTrump You are even dumber than your dad.
1177372210228531200 2019-09-26 19:59:44 -0400 <Shizra41> @realDonaldTrump @seanhannity @FoxNews Captain Rat, your crew is leaping overboard... #POTUSRodents
1177372209729265664 2019-09-26 19:59:43 -0400 <DomesticEnginee> @realDonaldTrump LIAR!!!
1177372207627948032 2019-09-26 19:59:43 -0400 <MTGCC1> @SenCapito @realDonaldTrump Says the dummy no where near the boarder.
1177372205174448129 2019-09-26 19:59:42 -0400 <mjskansas> @TeamTrump @mike_pence @realDonaldTrump No agenda? Healthcare, climate change, raising minimum wage etc etc. What a dork.
1177372204302049281 2019-09-26 19:59:42 -0400 <ZachAllen75> I would like to know the Russian side of this story. You can't tell me @realDonaldTrump didn't know this would also benefit his Putin relationship. He knew he was killing 2 birds in 1 stone.
1177372203974705152 2019-09-26 19:59:42 -0400 <Aagrusin> @realDonaldTrump You forgot to start with  “I am” . #im🍑 #Ukraine #scam #GOPTraitors
1177372203622522881 2019-09-26 19:59:42 -0400 <sweeetsue> @hughhewitt @KimStrassel @realDonaldTrump Done.
1177372203538624514 2019-09-26 19:59:42 -0400 <AlisonPower9> @realDonaldTrump @seanhannity @FoxNews Please go to hell.
1177372202770952192 2019-09-26 19:59:42 -0400 <Auz29913294> @MJustSaying4u @GregShugar @realDonaldTrump As for fusion gps i have not done my research so i will only say what i know and thats that it's a commercial research and strategic intelligence firm based in Washington, D.C.
1177372202083045376 2019-09-26 19:59:42 -0400 <becgop> @LouDobbs @realDonaldTrump @RepMarkMeadows @POTUS they will not stop. these people must be punished.
1177372201957384192 2019-09-26 19:59:42 -0400 <michaeljkellyjr> Look at that big guy ya made the cover!!! cc: @realDonaldTrump
1177372200552189952 2019-09-26 19:59:41 -0400 <KathrynApodaca> I have contributed big league- I love this President as do many to include the “women vote” and yes as Eric says - nobody cares about this crap so please keep it up @SpeakerPelosi @EricTrump @realDonaldTrump @NRSC @GOP @FoxNews @KarlRove @KatiePavlich @seanhannity @TuckerCarlson
1177372200002670592 2019-09-26 19:59:41 -0400 <ljt_isnt_me> @Robin96184843 @Qanon76 @mmpadellan @realDonaldTrump Maybe I should throw in birth certificate.  Her emails, gitmo, flat earth.   Now you’ll believe anything
1177372199549882368 2019-09-26 19:59:41 -0400 <lizzlepantz> @realDonaldTrump Everyone knows you 🐝 🦁
1177372198929084417 2019-09-26 19:59:41 -0400 <Didi12011226> @realDonaldTrump  https://t.co/cqdiFpXWqv
1177372197448343552 2019-09-26 19:59:41 -0400 <onlymyopinion32> @HumphreyBryan @ScottPresler @realDonaldTrump @seanhannity @FoxNews He’s at the Tijuana river... The city of Tijuana actively dumps their raw sewage there. It’s a pretty big deal here in San Diego actually.
1177372197058424837 2019-09-26 19:59:40 -0400 <MikeLEF> @atrupar @realDonaldTrump  name one...just one and have them corroborate. Otherwise you’re still just a liar trying to con.
1177372196337045504 2019-09-26 19:59:40 -0400 <colleenthelass> @realDonaldTrump Missing THE POINT...per usual.
1177372195800018944 2019-09-26 19:59:40 -0400 <Johnsago3> @ScottPresler @realDonaldTrump @seanhannity @FoxNews You should see what American cities are dumping- at least they are helping with illegals
1177372195791745029 2019-09-26 19:59:40 -0400 <kellyaoxford> @TeamTrump @mike_pence @realDonaldTrump God knows when you lie
1177372195619823623 2019-09-26 19:59:40 -0400 <justinward79> @realDonaldTrump Get em!!! Loving the trap you are setting up for the mole in the White House!! Drain the swamp Mr. President!!! #MAGA2020
1177372195460247553 2019-09-26 19:59:40 -0400 <AlColli49853769> @realDonaldTrump   Ok, you’ve shit all over the world.  So you have made your mark, you can go away now.  💩😡😡😡🖕🖕🖕🐀🐀🐀🐀🤥🤥🤥🤥🤥🤥🤥🤥🤥🤮🤮🖕🖕🖕
1177372192578965504 2019-09-26 19:59:39 -0400 <Loving_Rosita> @realDonaldTrump @seanhannity @FoxNews OMFG! Please can we have one night without your drug induced Twitter rant? This is harassment. Get off the fucking Adderall. I know your scared and freaking out cause you're getting impeached. Just relax and let it happen.
1177372192071442432 2019-09-26 19:59:39 -0400 <schwartzschild1> @realDonaldTrump  https://t.co/YHL4vzhxln
1177372189164593152 2019-09-26 19:59:39 -0400 <TimothyTmartin> @sweetmak @realDonaldTrump As a California resident, I'm proud to see so many people here step up and help the president get reelected in 2020. Yea Trump!
1177372189152034817 2019-09-26 19:59:39 -0400 <Nora88333625> @MikeMartin1733 @nytimes @realDonaldTrump Nazi's
1177372188833398784 2019-09-26 19:59:38 -0400 <ialwyz1der2> @realDonaldTrump Why would the partner in crime say anything else?
1177372188594397184 2019-09-26 19:59:38 -0400 <lisadunay> @realDonaldTrump I stand with you Mr President!
1177372188435013632 2019-09-26 19:59:38 -0400 <patriotpizzaman> @DavidTaylorNYC @AlmyTimp @rww_gop @realDonaldTrump @GOP Spoiler alert: This doesn't end well for the Dems! The FISA declass is on deck and Durham/Barr are batting cleanup! #ThankQ #WWG1WGA
1177372187822419968 2019-09-26 19:59:38 -0400 <kt60012845> @realDonaldTrump Then why did you confess to it?
1177372187541590022 2019-09-26 19:59:38 -0400 <paula_blyth> @realDonaldTrump Stop! You're caught. Just stop.
1177372187025477632 2019-09-26 19:59:38 -0400 <mtreyens> @PSmithch @neutralground01 @OutlawHistorian @RealCandaceO @realDonaldTrump What do you think the belief is that you are saying I don't believe?   I think you're an interesting person who deserves the attention you're seeking. I hope you get all the attention you deserve.
1177372186555887616 2019-09-26 19:59:38 -0400 <MccoySpuds> @realDonaldTrump @seanhannity @FoxNews And Tucker says...  https://t.co/kOuPt1ig2p
1177372185830318080 2019-09-26 19:59:38 -0400 <MitchellShapir2> @realDonaldTrump #LiarTrump continues to make things up about the former VP! Millions? Ha! #WhistleblowerComplaint #ImpeachmentParty #Impeach45
1177372185620623360 2019-09-26 19:59:38 -0400 <Magmarcarelli> @jesalcab @JessieJaneDuff @Dee_Camacho @StewardshipAmer @LindseyGrahamSC @realDonaldTrump 😂 Where are you getting your news? ‘Cause it’s not true.
1177372185415036928 2019-09-26 19:59:38 -0400 <IOUTURTLE> @JesseBWatters @realDonaldTrump  https://t.co/IuTAoSPBtJ
1177372184043556865 2019-09-26 19:59:37 -0400 <GuinnBonnie> @dougpickens00 @realDonaldTrump @seanhannity @FoxNews Stay Tuned. The Democrats opened the Door #Crowdstrike  https://t.co/lR9zLOedxZ
1177372183733161989 2019-09-26 19:59:37 -0400 <rubiosalazarpab> @danialerodrimar @realDonaldTrump Si ta bien, pero si vamos a la historia ustedes han destruido el país más que cualquier solo por imponer algo que la gente no quiere
1177372182500057089 2019-09-26 19:59:37 -0400 <KathyCurley5> @realDonaldTrump Yes, you are!
1177372180947931137 2019-09-26 19:59:37 -0400 <Melanomadler> @kimguilfoyle @DonaldJTrumpJr @realDonaldTrump What will he be delivering?  More Tweets, more BS, more deflection?
1177372180373475328 2019-09-26 19:59:36 -0400 <ChaoticK9s> @americausa1776 @USParadigm @GeraldoRivera @realDonaldTrump @POTUS @JoeBiden  https://t.co/FKTSwavAaJ
1177372179371110400 2019-09-26 19:59:36 -0400 <DeaThomas> @EricTrump @SpeakerPelosi @realDonaldTrump It’s always money to you and yours. How do you sleep without selfless service?
1177372179131858944 2019-09-26 19:59:36 -0400 <almortlock> @realDonaldTrump @SenShelby So now we are senator jury tampering when the house impeaches you? Ahhh, the smell of desperation is in the air on a beautiful Fall day. As the leaves fall so will the Republicans.
1177372178750365696 2019-09-26 19:59:36 -0400 <Faircomp12> @realDonaldTrump @seanhannity @FoxNews Will it be you showing the victory sign and proclaiming "I am not a crook "?
1177372178670600193 2019-09-26 19:59:36 -0400 <FGall03> @CBSNews @realDonaldTrump Of course he will deny there was pressure to comply. Trump is the same guy who threatened to cut them off.
1177372176498003968 2019-09-26 19:59:36 -0400 <pat_espie> @realDonaldTrump @SenCapito Donald, Donald, Donald,  Here's the thing Donald, you're all done, you're toast. And the best part Donald is you did it to yourself!!!
1177372176065990662 2019-09-26 19:59:35 -0400 <dougmay54> @realDonaldTrump @FoxNews Funny you would introduce the word treason. Maybe a little subconscious slip eh?
1177372175956873220 2019-09-26 19:59:35 -0400 <robertanton> @NickAdamsinUSA @realDonaldTrump Personally, I stand with the #Constitution Will you stand with the #potus if he has been found guilty of #obstruction #colluding #threatening and any other indefensible #crimesagainstthestate? I sure hope not. That would be #treason against the USA
1177372175642300418 2019-09-26 19:59:35 -0400 <Laurieluvsmolly> @realDonaldTrump President Zelensky didn't say that, you did. 👇🏼👇🏽👇🏻 So far.  https://t.co/aOY4kUM2sH
1177372174862159873 2019-09-26 19:59:35 -0400 <MalcolmNance> How do you get @realDonaldTrump  to violate the Presidential records act and delete a tweet? Mock him with his own words! You’re welcome America!  #Impeachment
