1176647500779925504 2019-09-24 19:59:59 -0400 <irispraytan> .@realDonaldTrump .@SpeakerPelosi Indeed they did.. Thanks Nancy!! 🤣
1176647476121690112 2019-09-24 19:59:54 -0400 <mindiheather> @realDonaldTrump  https://t.co/MWXBDOwaFs
1176647475932909568 2019-09-24 19:59:53 -0400 <Daytona_Dude> @realDonaldTrump Show the #WhistleblowersComplaint
1176647475572035587 2019-09-24 19:59:53 -0400 <alliaks> @realDonaldTrump @POTUS
1176647475546902528 2019-09-24 19:59:53 -0400 <TJAC_1814> @realDonaldTrump How’s it feel to be grabbed by the pussy?  How does it feel to be told to go back where you came from?  How does it feel to be banned from the military?  How does it feel to be accused of being a rapist and a murderer?  How does it feel to not be believed?
1176647475441979393 2019-09-24 19:59:53 -0400 <EmRenBarnes> @realDonaldTrump Since when is @senatemajldr a Democrat? I think you may be a tad confused there Donnie. #DelusionalDonald #LiarInChief
1176647474162749441 2019-09-24 19:59:53 -0400 <Grandpa_Rufus> @realDonaldTrump You know who didn't have an Impeachment??  Obama.  https://t.co/0xb7P2ZqGn
1176647473890283521 2019-09-24 19:59:53 -0400 <dc5150319> @realDonaldTrump Makes me wonder if someone did this *to Trump".. it would make better sense if a liberal tweeted this.. why would the guy that an Impeachment Inquiry is about tweet this?
1176647473454034944 2019-09-24 19:59:53 -0400 <henry1068_steph> @realDonaldTrump  https://t.co/9BJBS8km7r
1176647473231728640 2019-09-24 19:59:53 -0400 <allison238> @realDonaldTrump “Secretary of State Pompeo recieved permission from Ukraine Government to release the transcript of the telephone call I had with their President”  but they didn’t see the transcript Donny? too bad you can’t use a sharpie on twitter eh?  https://t.co/K4Q4EmtKAU
1176647473047179264 2019-09-24 19:59:53 -0400 <19snoopy55> @okrainer @amyalaska1955 @Restart_512 @realDonaldTrump A 'REAL' President works for &amp; respects the country he is President of. trump does NOT work for OR respect the country he is president of. A REAL President speaks of his country being the GREATEST IN HISTORY, he does NOT speak of himself as the GREATEST in the countries history!
1176647471872663553 2019-09-24 19:59:53 -0400 <scottbvictor> @realDonaldTrump  https://t.co/T0Xyh7kCUo
1176647470442397697 2019-09-24 19:59:52 -0400 <Lonely_mule> @realDonaldTrump  https://t.co/YTBff2HNWg
1176647470127992832 2019-09-24 19:59:52 -0400 <rcasey87> @realDonaldTrump Imagine our leader is speaking at the UN while our Congress considers his impeachment.  How embarrassing.  The only thing worse is if Congress let’s him skate again.
1176647468995334144 2019-09-24 19:59:52 -0400 <Anna_63> @MatthewJshow @ChatByCC @realDonaldTrump Actually he is not
1176647468785659904 2019-09-24 19:59:52 -0400 <rlittwin> @thehill @GOPLeader But 2018 #2018Midterms DID turn out how @SpeakerPelosi wanted &amp; it would only be a formality to call a vote. Bet a few #Republicans even cross the aisle.  It’s time for @gop to decide if they’re with #TraitorTrump @realDonaldTrump or with the American people.
1176647468680916992 2019-09-24 19:59:52 -0400 <microsleeper> @GOPChairwoman @realDonaldTrump  https://t.co/jG5SYKrqgn
1176647468244770816 2019-09-24 19:59:52 -0400 <KatWitU1> @MiaFarrow @realDonaldTrump As always, he said it best, lol~
1176647467791552512 2019-09-24 19:59:52 -0400 <seasweetie62> @ABCPolitics And @realDonaldTrump cannot wantonly break the laws of this land.
1176647467418492929 2019-09-24 19:59:51 -0400 <theirishokie> I don’t trust ANY transcript or documentation that @realDonaldTrump handed over. His Sharpie is too handy.
1176647467355516928 2019-09-24 19:59:51 -0400 <gypsywanderer_> Me opening Twitter after work.. 🙌🏽 #ImpeachDonaldTrumpNOW #ImpeachmentNow #ImpeachTheMF @realDonaldTrump  https://t.co/r7N8YXQgnT
1176647466642546688 2019-09-24 19:59:51 -0400 <annembrooks04> @realDonaldTrump 🤣😂🤣😂🤣 #ImpeachDonaldTrumpNOW
1176647466617311232 2019-09-24 19:59:51 -0400 <Goodpix> @realDonaldTrump You’re done little dude.
1176647465346289664 2019-09-24 19:59:51 -0400 <matty04290532> @realDonaldTrump Fabricated of course,Trumps ratings maybe 79%-84% among 24% of the population. Embrassing that he even brings it up. And what is going on with his face, he looks like  burnt orange blotchy roadkill? Next.......  https://t.co/WJLtXPTO0Q
1176647464188821509 2019-09-24 19:59:51 -0400 <wtn8o8> @realDonaldTrump شالوه شالوه 😭😂
1176647463056412672 2019-09-24 19:59:50 -0400 <islgram53> @realDonaldTrump Yes we can, it’s about time!👍🏻🇺🇸
1176647462221541376 2019-09-24 19:59:50 -0400 <Suzanne3631> @JoJoFromJerz @realDonaldTrump Sounding like the zombie that he is.  Just in time for Halloween!
1176647461219127297 2019-09-24 19:59:50 -0400 <johnnynaugahyde> @realDonaldTrump Pompeo and Barr are going down too.
1176647459973599237 2019-09-24 19:59:50 -0400 <IndependentVo12> @realDonaldTrump There is no such thing - and if there was - WHAT WAS WHAT YOU DID TO OBAMA WITH THE BIRTHER MOVEMENT? That was total PRESIDENTIAL HARASSMENT! If you are innocent - you will be proven so. If you are not innocent - you will be IMPEACHED.
1176647459365367808 2019-09-24 19:59:50 -0400 <pyrophreak> @crawlycreepy @realDonaldTrump Greta is still wrong and brain washed. China is by far the biggest  polluter
1176647458568454144 2019-09-24 19:59:49 -0400 <RealBotExotic> @charliekirk11 @realDonaldTrump She meant no "Conservative" is above the law. She just mispoke.
1176647457985445894 2019-09-24 19:59:49 -0400 <mma4231987> @realDonaldTrump is @VP president now?   #PresidentPence  #ImpeachTrump  #ImpeachTheMF
1176647456324509701 2019-09-24 19:59:49 -0400 <DrSnoozy> @davidwebbshow @KimStrassel @realDonaldTrump @TheDemocrats @SpeakerPelosi @senatemajldr @JoeBiden @RudyGiuliani I have been saying this since they started talking impeachment.  I would love to see the Dems including Obama, Biden, Clinton, etc. have to take the 5th on the Senate floor to questions Trump's attorneys  would ask them.
1176647455896678401 2019-09-24 19:59:49 -0400 <mzz710> @BrianKarem @realDonaldTrump 😂Simply put. Wins the day!
1176647455766564865 2019-09-24 19:59:49 -0400 <TalentMngrLANY> @realDonaldTrump You Are Terrified. #Deplorables #Impeached #TreasonTrump
1176647455724773376 2019-09-24 19:59:49 -0400 <cryolady> @StewardshipAmer @realDonaldTrump Amazing african american bot
1176647454906671109 2019-09-24 19:59:48 -0400 <MyrtenRose> @thecjpearson @realDonaldTrump 😂😂😂Nope.
1176647454705340416 2019-09-24 19:59:48 -0400 <LetsGo2020vote> @chrislhayes @williamlegate Let’s all request an original from the Whistleblower, no trust in any of @realDonaldTrump ‘s swamp’mates #MoscowMitch #LeningradLindsey @RudyGiuliani @GOPLeader @SteveScalise @SenThomTillis @SenSasse #gop @SenatorCollins after silence/denial for 2.5 years!  https://t.co/eg3EmGtAKq
1176647454546173952 2019-09-24 19:59:48 -0400 <kabyr> @realDonaldTrump Lol no one cares weirdo
1176647454466330625 2019-09-24 19:59:48 -0400 <Jeanne94911781> @sueapoling @realDonaldTrump @senatemajldr #ImpeachTrump  #ImpeachTrump  #ImpeachTrump  #MoscowMitchTraitor  #MoscowMitchTraitor  #MoscowMitchTraitor
1176647454315483136 2019-09-24 19:59:48 -0400 <TellTheTruth1> @tracybeanz @realDonaldTrump release the hounds of Hell!!!
1176647454231584768 2019-09-24 19:59:48 -0400 <clarkgal> @realDonaldTrump Nothing to do with your transcript. Release the Whistleblower.
1176647453925355520 2019-09-24 19:59:48 -0400 <Mike01307660> @realDonaldTrump I can't wait to see what BS transcript you show now. And we all thought Nixon was a crook. He was an angel compared to you.
1176647451383685122 2019-09-24 19:59:48 -0400 <SpannaGattinara> @realDonaldTrump Yes, I can.  And it’s beautiful....  https://t.co/4slnxn2mTx
1176647450460925952 2019-09-24 19:59:47 -0400 <Patricktwitte16> @realDonaldTrump @POTUS Do they need to see it to know you are a #PABPresident ? #ImpeachDonaldTrumpNOW #WhistleblowerComplaint #GretaThunberg
1176647450339106816 2019-09-24 19:59:47 -0400 <HawaiiDelilah> @realDonaldTrump Guilty! Guilty! Guilty!
1176647450259410945 2019-09-24 19:59:47 -0400 <accountdecease> @realDonaldTrump #Trump  #ImpeachTrumpNowNANCY  #impeachment  #ImpeachTrump  #ImpeachmentInquiry  #ImpeachDonaldTrump  #ImpeachTheMFTraitorAlready  #ImpeachmentInquiryNow  #ImpeachOrResign  #ImpeachmentHearingsNOW  #Impeach45  #ImpeachDonaldTrumpNOW #ImpeachmentNow  #TrumpTreason  https://t.co/sJoG0WES5E
1176647450121007106 2019-09-24 19:59:47 -0400 <JayAH985> @SadieMittens @pastormarkburns @realDonaldTrump Hey look its the family values party complaining, like they didnt do that to Obama
1176647448988659714 2019-09-24 19:59:47 -0400 <wkhobbs> @GOPLeader Here’s the facts: 1.  The House GOP are traitors to our democracy. 2. The Senate GOP are traitors to our democracy. 3. Will you fall on the sword for @realDonaldTrump or will you honor our Constitution???
1176647448892268544 2019-09-24 19:59:47 -0400 <doozerblake> Hi @realDonaldTrump.  https://t.co/rREclo6Z5r
1176647448766439424 2019-09-24 19:59:47 -0400 <equalitytamara> Yes! @realDonaldTrump
1176647448728678401 2019-09-24 19:59:47 -0400 <chaz_eds> @JoeBiden @realDonaldTrump @senatemajldr @LindseyGrahamSC To be fair Joe, remember.. you also implicated Obama, saying he told you to tell Ukrains President that $$ would be held, if the prosecutor wasnt fired, agywr the President said he'd call Obama. So, he also knew (recorded video).
1176647448225288196 2019-09-24 19:59:47 -0400 <KetchupIsTrashy> @realDonaldTrump We’ve heard this before 🤷🏻‍♀️!
1176647447889600512 2019-09-24 19:59:47 -0400 <darth_straw> @RichardPainter0 @realDonaldTrump I got this! 😂 oh wait I can’t take credit for your hard work! Dang it!  https://t.co/GIMUwbOTyv
1176647447856254976 2019-09-24 19:59:47 -0400 <EagleWing369> @TrumpWarRoom @realDonaldTrump  https://t.co/WqFUbQLxeQ
1176647447755382784 2019-09-24 19:59:47 -0400 <ThePinkScorpio> @w_terrence @realDonaldTrump But he admitted to treason. Weren’t you paying attention
1176647447420067841 2019-09-24 19:59:47 -0400 <Maria799122> @realDonaldTrump So many sleeping heads! Feel sorry for you
1176647447336103937 2019-09-24 19:59:47 -0400 <moistbooger> @realDonaldTrump Bitch boy
1176647446363070468 2019-09-24 19:59:46 -0400 <CollegeDemsofMA> Shampoo press get @realDonaldTrump outta my hair
1176647445486415872 2019-09-24 19:59:46 -0400 <rick_morphis> @lessgallon @JoeBiden @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @EricTrump What should they be investigated for?
1176647445389946883 2019-09-24 19:59:46 -0400 <emoore_el> @ScottPresler @Alyssa_Milano @realDonaldTrump Lol
1176647445314490368 2019-09-24 19:59:46 -0400 <BillShedd> @UdnSpeak4me @reenie62 @MaElvriaSalazar @DonnaShalala @realDonaldTrump I almost blocked them.  I have ended up blocking a few “parody “ accounts though.
1176647444903235584 2019-09-24 19:59:46 -0400 <YAMINAORTIZZ> @realDonaldTrump You are the one who is bad for our country.
1176647443833937921 2019-09-24 19:59:46 -0400 <fd57engineer> @HyltonRobin @Graenni @POTUS @realDonaldTrump @SpeakerPelosi They're going up cause people even minorities that Dems with Russia now this an then all Trump has gotten done an still doing. I pray tomorrow the now  Ukraine Gate 😂 blows up in there faces worse than Russia...
1176647443078889473 2019-09-24 19:59:46 -0400 <Liz_Estes> What have these Democratic Senators accomplished the last two years other than making themselves look like bumbling buffoons at home and on the world stage?  They couldn't be accomplishing anything for their districts when all they're obsessed with  @realDonaldTrump!
1176647442424614919 2019-09-24 19:59:45 -0400 <AuthorSAL> @realDonaldTrump Their focus is their undoing, Mr. President. Let 'em rant, lie, expose themselves to the most extremes. All they did &amp; do is guarantee your reelection. #KAG #TrumpPence2020 #CombatVeteransForTrump #VetsForTrump God is with you and yours!
1176647441631854592 2019-09-24 19:59:45 -0400 <dking3236> @michaelfrench52 @realDonaldTrump Sick
1176647440092532736 2019-09-24 19:59:45 -0400 <jane_armand> @Liz_Cheney @SpeakerPelosi @realDonaldTrump They dont need the transcript, they have the whistleblower.
1176647439811514368 2019-09-24 19:59:45 -0400 <PJWilso01107960> @hughhewitt @LindseyGrahamSC @realDonaldTrump @JoeBiden @POTUS Why are you not opening an investigation of Biden’s corruption with Ukraine and China?   You are chairman of the SENATE JUDICIAL COMMITTEE.  I suggest you find your spine and testicles and start doing your job.  We are fighting for the life of our Republic.  START FIGHTING!!
1176647439513718785 2019-09-24 19:59:45 -0400 <PanamStyle> @realDonaldTrump It’s not about the call. Bye bye!
1176647439341821953 2019-09-24 19:59:45 -0400 <Mr_MileHi> @AynRandPaulRyan @realDonaldTrump Please see a psychiatrist
1176647438611955713 2019-09-24 19:59:45 -0400 <MalcolmFarley> @tribelaw Oathbreaker! @realDonaldTrump @WhiteHouse @POTUS @KellyannePolls @gtconway3d
1176647438586675200 2019-09-24 19:59:45 -0400 <LuisAdr14874408> @GDT0429 @realDonaldTrump I literally dont get how they dont see past his lies.
1176647437026508800 2019-09-24 19:59:44 -0400 <margaretannjac6> @realDonaldTrump  https://t.co/S7wst3U9iQ
1176647436800069634 2019-09-24 19:59:44 -0400 <HelenaC65492743> @realDonaldTrump Don’t show them the transcript. Nothing you do will make a difference. We the people see them for what they are. Believe in us as we believe in you.
1176647436519055363 2019-09-24 19:59:44 -0400 <AbdoTarek5> @realDonaldTrump Congratultions🌷 Wishing the presidential dislocation 😘
1176647436321927168 2019-09-24 19:59:44 -0400 <vintagejoehill> @Devilzink @BotShmot @realDonaldTrump Walk free for what? What crime has been committed. What evidence gathered by US law enforcement agencies has been cited? You’re convicting without proof for political expediency and ignoring what already illegal actions have been cited by a whistleblower. You’re deflecting, badly
1176647436179144704 2019-09-24 19:59:44 -0400 <BatFerret> @ActuallyNotTrue @RyanHillMI @realDonaldTrump He released the money after he found out about the whistleblower complaint.  Look I'm done with this conversation trump is guilty. You want to defend him do it to someone else. I'm so happy that impeachment inquiry has started I don't have time for you.. its party time!
1176647435235422208 2019-09-24 19:59:44 -0400 <on_a_TAMgent> @realDonaldTrump Your following is... I can only hope for the best. Understanding your inept approach to OUR country,I still have to breathe the idea that eventually you’ll be in jail. I used tilt left,  but thanks to you...  so sad.
1176647434971373568 2019-09-24 19:59:44 -0400 <Aclee05> @realDonaldTrump  https://t.co/WgeA7f3exf
1176647434505785344 2019-09-24 19:59:44 -0400 <_HypoLuxa_> @realDonaldTrump  https://t.co/THsxxky7Zf
1176647434296070144 2019-09-24 19:59:44 -0400 <realhedrick> @ChrisAlSuedi @realDonaldTrump She's a kid. If you find her, or want her, to be "attractive" to you, you have some serious issues
1176647434191220737 2019-09-24 19:59:44 -0400 <SurvivalMode3> @realDonaldTrump TBH, I want Putin to be president of the United States of America
1176647433926971392 2019-09-24 19:59:43 -0400 <PhoBurns> @realDonaldTrump  https://t.co/xaALIZ9R0H
1176647433721274369 2019-09-24 19:59:43 -0400 <WhyGodMadTho> @MatthewJshow @realDonaldTrump The Lord will never forget the reckless abandon of Christ by those whose lies carry His name upon their lips.
1176647433717256193 2019-09-24 19:59:43 -0400 <ScottTazman> @HypochristiansS @w_terrence @realDonaldTrump Yeah she’s that too
1176647432970616832 2019-09-24 19:59:43 -0400 <EFFE4USA> @Brooke_Kelly87 @realDonaldTrump Impeachment Theater 🎭
1176647432303546368 2019-09-24 19:59:43 -0400 <Odiesan77> @w_terrence @realDonaldTrump Democrats have the real Uncle Tom's, a moniker they like to throw out to Black Conservatives
1176647431905304576 2019-09-24 19:59:43 -0400 <FireMarshalLee> @JimInhofe @realDonaldTrump You’re on the wrong side of history jimmy
1176647431829839872 2019-09-24 19:59:43 -0400 <munchthatbutter> @realDonaldTrump YES PLEASE
1176647431359889410 2019-09-24 19:59:43 -0400 <BenCurt01947462> @KingDin01967006 @MaQualeSantone @realDonaldTrump Yeah, I'm not worried about heaven. Are you worried you'll never get into Narnia? No, because you don't think it's real. That's how it is for me with heaven. It just doesn't concern me. And yes, the political right doesn't fit the teachings of Jesus. Not even close.
1176647430973976576 2019-09-24 19:59:43 -0400 <FrankDoolin> @realsamlawrence @mermaidproperty @Bobcharlotte3 @nicedays4it @AlbertJitka @nowwhat2020 @Pigeon1414 @WilliamMillen5 @Truthseaker10 @AlwaysVoteRed @Kimmerztweets @MazurikL @penny_hynd @DaveLew63 @EArneu @realDonaldTrump @gooner1jdc @JoAnn99167659 @steiger_cynthia @James26215424 @kevindandy1 @QsThree @BobLeBeau7 @TNBillGriffis @Annagivemeone @DebraAmerican @RustySh91925114 @NewArmyVeteran @ArmyRangerQ @VBeltiz @TheBigAce @maryheil5 @stephenleary @Zett49041359 @JeepReisende @chrisnkelli @Sierra_AMV @Georgia_Jill @TWindbern @iVoteAmerica @cadieux_jessie @Nobodybutme17 @Arh65073401 @Really_JimB @raybae689 @RussellShook2 @SteveAn1012 @CasaLDV @thebarnesfeller @gloria18513108 Read all true  https://t.co/u9vy85tvfz
1176647430953197568 2019-09-24 19:59:43 -0400 <profs_murphy> @realDonaldTrump  https://t.co/yB3UMq8gh9
1176647430168862722 2019-09-24 19:59:43 -0400 <JenniePalmer> @danialerodrimar @realDonaldTrump The only thing that would have made this funnier is if you were reading The Handmaid’s Tale.
1176647429946560512 2019-09-24 19:59:43 -0400 <hahaitsaria> @realDonaldTrump lmaoooo sorry the public doesn’t want their president scheming with ukraine 🥺🥺🥺
1176647429883670533 2019-09-24 19:59:42 -0400 <SOOTH999> @realDonaldTrump  https://t.co/OfSWsRFWyy
1176647429615169541 2019-09-24 19:59:42 -0400 <joe_joed> @realDonaldTrump Hey cheetoh bandito, you’re going down!!!!
1176647428323176448 2019-09-24 19:59:42 -0400 <HateDook> @realDonaldTrump He’s breaking! It’s happening!
1176647428130271234 2019-09-24 19:59:42 -0400 <HeyJuvat> @BeeDeplorable2 @Abesmit99660733 @realDonaldTrump Call me me any one of them is locked up, I'll be waiting!
1176647427815813120 2019-09-24 19:59:42 -0400 <AlexDeSilva12> @realDonaldTrump I'm sorry it's like President Trump is playing chest and the Democrat is playing checkers good luck Democrats!!!
1176647427731939328 2019-09-24 19:59:42 -0400 <ChrisAnastasy> @realDonaldTrump Fake News. Everybody hates you. Even those fellow Republicans. They all talk about you behind your back.
1176647427652280320 2019-09-24 19:59:42 -0400 <LaineyWolf> @realDonaldTrump want to hear about some real collusion? Packers are making all the profit while feeders and cattle producers take the hit. #FairCattleMarkets    @JohnCornyn @SenTedCruz @RepRatcliffe @Flores4Congress  https://t.co/xlzLIYWShS
1176647427383644160 2019-09-24 19:59:42 -0400 <FunkyCatStudios> @realDonaldTrump You keep telling yourself that! LIAR!
1176647427333545984 2019-09-24 19:59:42 -0400 <Bravo3981> @wontwearadress @YobsYobsJobs @cjdesrochers10 @itsJeffTiedrich @realDonaldTrump Haha!!! 😆😆😆
1176647426926497792 2019-09-24 19:59:42 -0400 <psalm121_nancy> @w_terrence @realDonaldTrump We are!🙋🏾‍♀️🖐🏽🤚🏼✋🏾🙆‍♀️🇺🇸🙋🏾‍♀️✋🏾🤚🏼🖐🏽👍❤️🇺🇸❤️🙆‍♀️😘
1176647426452676615 2019-09-24 19:59:42 -0400 <TerryWRobertson> @farrokh_balsara @realDonaldTrump I'm still waiting on Al Gore's Ice Age!
1176647426259570689 2019-09-24 19:59:42 -0400 <homunculusenvy3> @realDonaldTrump  https://t.co/MbAKNtSe9H
1176647426201047046 2019-09-24 19:59:42 -0400 <NYCCittaMia> @pastormarkburns @realDonaldTrump I cannot laugh hard enough at this bullcrap tweet.  Man, who did you sell your soul to?
1176647425957613568 2019-09-24 19:59:42 -0400 <maydelynnj> @trixiemattel @realDonaldTrump Love you always Trixie 💕
1176647425684983808 2019-09-24 19:59:41 -0400 <Relorian> @real_defender @realDonaldTrump It's not the first time trump and co.would release doctored or partially edited transcripts... Don't worry though. Whistleblowers report  and the lengths Team Treason have gone to show.his guilt.
1176647425349640193 2019-09-24 19:59:41 -0400 <dcbastian98> @realDonaldTrump  https://t.co/TJiRWDwnr6
1176647424993107970 2019-09-24 19:59:41 -0400 <Dudeness_> @MonopolyExposed @SophiaTesfaye @VickyDamota2 @keyzar4 @Jim_Jordan @realDonaldTrump @POTUS LOL You spent a lot of time saying nothing. All you did by posting this tweet is demonstrate how much of a toadie you are for Jorden and Trump.
