1170124519140233216 2019-09-06 19:59:59 -0400 <MarilynnKobza> @realDonaldTrump  https://t.co/JGlYPt2G1I
1170124486630264832 2019-09-06 19:59:52 -0400 <crowncitizenllc> @realDonaldTrump  https://t.co/IfqN5ILihJ
1170124486433300480 2019-09-06 19:59:52 -0400 <ETCforLife> @AndyOstroy @realDonaldTrump He's attacked on 90% of the news and Hollywood with 10's of millions of watchers and followers. Yes he can defend himself.
1170124482641457152 2019-09-06 19:59:51 -0400 <NiToNi2002> @realDonaldTrump I guess it goes both ways - if @TiffanyATrump really loves her father @realDonaldTrump, she would’ve staged an intervention and made sure he’d got the professional care he needs by now - but she hasn’t.
1170124481681080320 2019-09-06 19:59:50 -0400 <The_Philopher> @BadAsVlad @realDonaldTrump You're right comrade, he did. Now if only he had done it for the USA.
1170124479957061632 2019-09-06 19:59:50 -0400 <chavinreed> @realDonaldTrump Do Alabamians need to move  to other sections of Alabama?
1170124479936258048 2019-09-06 19:59:50 -0400 <lucygirl4trump> @EdwardTHardy @realDonaldTrump Hahahaha you fool
1170124479835582465 2019-09-06 19:59:50 -0400 <ChuckDeLuca2> @realDonaldTrump POTUS she's a FRAUD and a outright  LIAR.  You would have BEAT HER!!
1170124478937878528 2019-09-06 19:59:50 -0400 <mtjjmd> @WalshFreedom @TomArnold @realDonaldTrump Helen Keller would’ve known trump was a conman with just one sniff.
1170124477281316869 2019-09-06 19:59:49 -0400 <JohnLukeSam1> @realDonaldTrump  https://t.co/SIyFiL7Rgo
1170124474710188032 2019-09-06 19:59:49 -0400 <RobJ8> @realDonaldTrump  https://t.co/FqtoJLG6oh
1170124474311725057 2019-09-06 19:59:49 -0400 <AndrewHHunt> @WritingsCryptic @realDonaldTrump The economy is heading for a crash.
1170124473351254016 2019-09-06 19:59:48 -0400 <LPatherat> @realDonaldTrump Um, You are the President. Stop tweeting and get on the phone with these cruise ship companies and set it up.   Get in the game!
1170124470884814849 2019-09-06 19:59:48 -0400 <littlejackie66> @realDonaldTrump @VP @USCG @fema  https://t.co/KkfS9iZbMQ
1170124470801108993 2019-09-06 19:59:48 -0400 <wes12090568> @DavolioJuani @realDonaldTrump @USCG @fema Very proud he was banging a pornstar when is last son was breastfeeding
1170124470117380103 2019-09-06 19:59:48 -0400 <ForDemocracy20> @realDonaldTrump
1170124469932707840 2019-09-06 19:59:48 -0400 <MerrillLynched> @realDonaldTrump Betsy DeVoss to send her 32 different yachts there immediately?
1170124469643423744 2019-09-06 19:59:48 -0400 <ktijerina> @realDonaldTrump I think you have truly lost your mind.  Almost none of this is true.  Time for an intervention please.
1170124469542817792 2019-09-06 19:59:48 -0400 <SiestaKey4Me> @jaketapper I wouldn't bother to discuss it any further. It was ridiculous when @realDonaldTrump  said it and its even MORE ridiculous NOW that YOU ALL are still discussing it!!!
1170124469060476928 2019-09-06 19:59:47 -0400 <JodySchramm> @realDonaldTrump you REALLY suck. You PROMISED Mexico would pay for the wall. But that was a lie so you will screw our military and their families to build your vanity project. You care not one iota for the military. You REALLY suck. #TrumpIsALiar #TrumpIsAFraud
1170124467659509760 2019-09-06 19:59:47 -0400 <RortyMcSnorty> @realDonaldTrump Do you STILL not know how these things work...? Surely not? If any money is actually pouring in, it’s from US workers, not the Chinese.
1170124467487551489 2019-09-06 19:59:47 -0400 <Lisa32686> @RudyGiuliani @realDonaldTrump @RealClearNews if y’all don’t know it by now.,, clearly there was a Soft Coup executed by @coney et al.
1170124467068198912 2019-09-06 19:59:47 -0400 <PhilDurling100> @realDonaldTrump @USCG @fema This is why I like America. You truly are an amazing people.
1170124466371870720 2019-09-06 19:59:47 -0400 <dkbulin> @realDonaldTrump You still don't get it.  How stupid are  you? That was days before you said Alabama was in danger and Dorian had moved completely away. You were wrong, admit it and move on. Only a crazy person would not let this go and apologize. The height of insanity in Trump. I'm scared.
1170124464656461829 2019-09-06 19:59:46 -0400 <LiveLau29401990> @realDonaldTrump @USCG @fema 🤣🤣🤣  https://t.co/tF1nFHxY6n
1170124463544909824 2019-09-06 19:59:46 -0400 <blobert> @realDonaldTrump You’re nuts.
1170124462710128640 2019-09-06 19:59:46 -0400 <RealFurgas> @silveraa @jomcfarland64 @realDonaldTrump Interesting perspective. The president is the head administrator of the entire federal government, plus CIC of the armed forces, so that would apply to the Park Ranger saying it’s dangerous to tease the bison, or the entire hurricane guesscast.
1170124461703458817 2019-09-06 19:59:46 -0400 <NWLibertarian> @ERosenlieb @mikeymartin @dave_landman13 @zimmy1998 @ScottPresler @realDonaldTrump  https://t.co/YtO2C5xXeu  "The cone projects the probable track of the center of a tropical storm"
1170124460180901888 2019-09-06 19:59:45 -0400 <KimEggleston5> @GavinNewsom @realDonaldTrump You are a buffoon Newsome
1170124459514171392 2019-09-06 19:59:45 -0400 <dogsarelife1206> @realDonaldTrump Why can't you let it go? It's way past being ridiculous now. You need mental help.
1170124459258372102 2019-09-06 19:59:45 -0400 <MattDarth> @realDonaldTrump @USCG @fema  https://t.co/AY609V9jXp
1170124458901872640 2019-09-06 19:59:45 -0400 <JonnyGreen1234> @realDonaldTrump Lots of rooms at Doral and Mar a largo
1170124458574544896 2019-09-06 19:59:45 -0400 <RussLakey> @realDonaldTrump Letting the world know you don't pay attention during the Presidential Daily Briefing to own the Libs... 👍
1170124457857470465 2019-09-06 19:59:45 -0400 <CrisBoyar> @realDonaldTrump I hereby order you to stop lying. Don’t make me break out my sharpie.
1170124456934674432 2019-09-06 19:59:45 -0400 <LuckyGiGi5> @realDonaldTrump @PressSec is the Leni Riefenstahl of the Trump Admin. #SoldHerSoul #Propaganda
1170124456884363264 2019-09-06 19:59:45 -0400 <staramby_diane> I'm proud a respected journalist is trying to keep you and your criminal has-been family honest. STFU Eric.  @EricTrump  @IvankaTrump  @DonaldJTrumpJr  @realDonaldTrump   #TrumpCrimeFamily
1170124456485883904 2019-09-06 19:59:44 -0400 <TraciBurgess15> @jimsereney @richardeid @eugenegu @realDonaldTrump They are very wet with bigly water.
1170124456204865537 2019-09-06 19:59:44 -0400 <cottle_jc> @w_terrence @realDonaldTrump Your an inspiration @w_terrence don’t stop telling the truth. People are listening 👏🏼👏🏼👏🏼
1170124456154415104 2019-09-06 19:59:44 -0400 <gayle_nisbet> @realDonaldTrump No on believes you.
1170124455713988609 2019-09-06 19:59:44 -0400 <SensiSuzi> @RawStory @realDonaldTrump We all know someone like this, just they don’t have the kind of enablers he does to launch his narcissism off the charts. He has toooooo much power
1170124454632071176 2019-09-06 19:59:44 -0400 <TruthByTZ> @SpeakerPelosi @RepDWStweets @realDonaldTrump Tyrant tRump the terrible terrorist in chief must be impeached. #ImpeachTrump
1170124453503799296 2019-09-06 19:59:44 -0400 <savethecocoon> @realDonaldTrump Why are you so small and petty
1170124453277241349 2019-09-06 19:59:44 -0400 <leone12409> @realDonaldTrump Nope, it’s the fake pres.
1170124453017268226 2019-09-06 19:59:44 -0400 <beverleyc06> @gtconway3d 😂😂who’s fixated on it??  Think it’s only @realDonaldTrump  #sharpie #dorian
1170124450681016320 2019-09-06 19:59:43 -0400 <SuzeQKnits> @realDonaldTrump Got dam! You are a sick mutherf**k....like enough already, let it go dude.... I bet ten dollars this fool does this all weekend...unbelievable!!  https://t.co/y6Np2S2YZj
1170124447610785792 2019-09-06 19:59:42 -0400 <TK44167163> @JiveAssTrump @realDonaldTrump @USCG @fema  https://t.co/aFjG3i8zSm
1170124447220518912 2019-09-06 19:59:42 -0400 <ReallySunnyDay> @realDonaldTrump @DonaldJTrumpJr @EricTrump  https://t.co/hzxDExCknV
1170124447120003074 2019-09-06 19:59:42 -0400 <KrashDiesel> @DeepStateExpose @realDonaldTrump We all wish this was real
1170124446868393985 2019-09-06 19:59:42 -0400 <KarinaEmberly> @realDonaldTrump MEANWHILE IN NORTH CAROLINA   https://t.co/kxoGiFXnhz
1170124443470958592 2019-09-06 19:59:41 -0400 <_SnittyKitty_> @RichSementa @realDonaldTrump What do you expect out of a 99% negative President?
1170124442405625859 2019-09-06 19:59:41 -0400 <PatriotJojo> @RichSementa @realDonaldTrump #EnemyOfThePeople
1170124441994424321 2019-09-06 19:59:41 -0400 <EnduringNate> @DirkDig99726848 @realDonaldTrump @USCG @fema 95 % of jobs Obama created were part time or contract.  So Sad.
1170124441692594177 2019-09-06 19:59:41 -0400 <arlynvm28> @realDonaldTrump  https://t.co/fovHgqKWc6
1170124440094552064 2019-09-06 19:59:41 -0400 <JEpstein99> @realDonaldTrump  https://t.co/hX7Zs0xCzT
1170124439452889089 2019-09-06 19:59:40 -0400 <ServiceSleeper> @realDonaldTrump Are any of them being moved to Alabama? I gather that wasn't hit.
1170124435485057024 2019-09-06 19:59:39 -0400 <EddyC45> @realDonaldTrump Send them to Alabama
1170124434813988864 2019-09-06 19:59:39 -0400 <highaskitesMike> @realDonaldTrump WoW I wonder what trump supporter did his graphics! He needs to do the graphics on his hair! LOL
1170124433874444294 2019-09-06 19:59:39 -0400 <ImpeachyDonald> @realDonaldTrump Alabamum Alabamum Alabamum Alabamum Alabamum  https://t.co/TNKlog5U3G
1170124433022947329 2019-09-06 19:59:39 -0400 <oldsoulmo> .@realDonaldTrump is a Russian asset.
1170124431215202306 2019-09-06 19:59:38 -0400 <dahew> Mexico still isn't paying for the wall Donald J. Trump @realDonaldTrump so no matter what else you do your a FAILURE
1170124430741266432 2019-09-06 19:59:38 -0400 <Hardcastle1971> @realDonaldTrump CNN is such a dumpster fire, I personally can't wait til Trump pass's a law outlawing fake news story's like they pass off as real. They hide the real truths and the weak minded will believe anything the media tells them.
1170124429361332224 2019-09-06 19:59:38 -0400 <DawnLClayton> @realDonaldTrump Send aid to the Bahamas
1170124429231190017 2019-09-06 19:59:38 -0400 <tower_paula> @realDonaldTrump You are either a fool or blind
1170124428862267392 2019-09-06 19:59:38 -0400 <Dmaz75> @realDonaldTrump You are the President of the MFING United States. Act like it. 🖕🏻
1170124427029360640 2019-09-06 19:59:37 -0400 <martinjs4> @realDonaldTrump @USCG @fema  https://t.co/fqJG8LHVgB
1170124426895122433 2019-09-06 19:59:37 -0400 <mleekelly> @realDonaldTrump Seriously
1170124424298848256 2019-09-06 19:59:37 -0400 <JordanPolinoJPD> @seanhannity @realDonaldTrump @marklevinshow @dbongino @tedcruz @KTHopkins This is why the left &amp; Rino "RepublicanInNameOnly" want our gunns to take over The USA 🇺🇸 by Islammm as they are taken over the UK 🇬🇧They are ravenous wolves who pretend to be 🐑👇   https://t.co/hoM0qHUJru
1170124423803785216 2019-09-06 19:59:37 -0400 <LibertySJustice> @realDonaldTrump Is this a video of Trump now *showing us* he’s watching TV *and* tweeting about it. So we can watch him watch a fake video... that also ends aggressively w the CNN logo being blown into flames???!!! #BeBest
1170124423162208256 2019-09-06 19:59:36 -0400 <freebusy> @realDonaldTrump @USCG @fema How about Alabama？As you told,she is in very dangerous situation.
1170124421601857536 2019-09-06 19:59:36 -0400 <LuisaSerralles> @BEARnakedNews @HoneySilk3 @elcolin @realDonaldTrump You’re going to have to forgive me. I am tech challenged and new to Twitter so I’m still trying to figure out what tweets are attached to each other. Not stupid though. National Merit Scholar here, even if it was in the 90’s.
1170124421044068352 2019-09-06 19:59:36 -0400 <RingmasterTodd> @realDonaldTrump such a tool
1170124419672526848 2019-09-06 19:59:36 -0400 <BrakeBlickman> @RylandKY @wkms @liamniemeyer The blame for this falls squarely on liberals like @AOC, @BernieSanders and @AndyBeshearKY who don’t support @realDonaldTrump.  @MattBevin supports our President, just like most Kentuckians do.  #BuildTheWall just like @kysenatepres is doing in the Annex!  #TeamBevin #WeAreKy
1170124419496390656 2019-09-06 19:59:36 -0400 <jmsabin10_jeff> @Meesha42696201 @artychris @magamanx4ever1 @YaBoyJacobB @littledeekay @realDonaldTrump That’s not how the real world works. The government/leader gets the money. So, I believe we agree, Hitler &amp; leaders of a state sponsored terrorist country Iran shouldn’t get any money, regardless of whose money it “belongs” to.
1170124419227889665 2019-09-06 19:59:36 -0400 <njnjr> Now what @realDonaldTrump told the truth? LOL
1170124416031834112 2019-09-06 19:59:35 -0400 <HaegerJoshua> @amygardner48 @realDonaldTrump  https://t.co/23pjSXszAs
1170124413842407424 2019-09-06 19:59:34 -0400 <davidmweissman> @realDonaldTrump @USCG @fema  https://t.co/jVdTuKI8Kk
1170124412609339392 2019-09-06 19:59:34 -0400 <johnfbrowning37> Is @realDonaldTrump crazy enough now to execute the #25thAmendment ? If not now, what will it take?
1170124411699159040 2019-09-06 19:59:34 -0400 <fantasticlegs> @realDonaldTrump I  called  Wal mart this morning &amp; was told media is twisting truth, Walmart says in states that have conceal carry you can bring your gun in they will not go against law just conceal it and in open carry they may ask to not bring in, media is twisting it to make fit thier agenda
1170124409698258945 2019-09-06 19:59:33 -0400 <bekkieann> @realDonaldTrump Yes, Donald, but that all had changed by a few days later on Sept 1 when you mentioned Alabama, because it was far from the cone of uncertainty as Dorian had already headed up the coast.
1170124408951689216 2019-09-06 19:59:33 -0400 <scottytee333> @GOPChairwoman @realDonaldTrump Translation: climate change is an existential threat to the world and WE MUST END DEPENDENCE ON FOSSIL FUELS AND SWITCH TO RENEWABLE ENERGY... anyone with children or grandchildren must take the climate crisis seriously. #climatechange is a real threat.
1170124407341236224 2019-09-06 19:59:33 -0400 <cayoparadise> @sally2125 @suzuhiggins @Pappiness @realDonaldTrump Bless your heart!
1170124406313705472 2019-09-06 19:59:32 -0400 <KevinCondon12> @realDonaldTrump Not fake news, but old news.  Nice try Barnum.  You are an absolute head case.
1170124405797732357 2019-09-06 19:59:32 -0400 <BJamesSidis> @Scapegoat2009 @RawStory @realDonaldTrump BOOM:  Despite the talking head in the media  Despite the Democrats crying "recession"  The August jobs report show our economy is STRONG  African American unemployment hits another all-time low  Wage growth up to 3.2%  130,000 new jobs  Unemployment remains steady at 3.7%  RT!
1170124404300439553 2019-09-06 19:59:32 -0400 <lucygirl4trump> @EdwardTHardy @realDonaldTrump Hey you got your facts screwed up as usual or maybe it’s the FAKE news.Tonight reported:  as usual Trump had it right with ALL the facts to back it  https://t.co/xqEYaPUdAS Edward you look foolish—-AGAIN
1170124402949623808 2019-09-06 19:59:32 -0400 <kamaole3> @realDonaldTrump You forgot to sign your artwork Donald.
1170124401880293384 2019-09-06 19:59:31 -0400 <DAlliFLA> @Lauwomanator @dr0lst0n @realDonaldTrump It is subconscious learned behavior.
1170124400705847297 2019-09-06 19:59:31 -0400 <davecoolworld> @Shanna1627 @AnaJuliaG1965 @loveletters2007 @realDonaldTrump He still likes me because we both hate the Q grift. Other than that, we are polar opposites.
1170124398839443457 2019-09-06 19:59:31 -0400 <sawhill> Hey David,  I've got some major secrets the MSM has not shared with the American public. Should I send this encrypted so you can continue to lie and hide the truth about @realDonaldTrump's accomplishments?   https://t.co/j6oD0xNdzC
1170124398558437376 2019-09-06 19:59:31 -0400 <classyairplane> @dwcrooks @T_S_P_O_O_K_Y @kabelkrabbe @SethAbramson @realDonaldTrump Trump won’t do that!! He’s too scared of anyone but fox.
1170124398528999425 2019-09-06 19:59:31 -0400 <SuperCovfefe> @rsloan8110 @Tallonhook @sherrylou916 @DonaldJTrumpJr @realDonaldTrump How come none of them get elected? Republicans racist to the core. Nobody has the guts to call Trump on his racist tweets. But the Democrats elect a full rainbow spectrum of candidates, not a bunch of bigoted white males. Only one Republican black.  https://t.co/aXlEn9AB05
1170124397895720961 2019-09-06 19:59:30 -0400 <TheRealTonDrump> @realDonaldTrump Trump said Odessa shooter wouldn’t have been stopped with background checks.  Comes out he failed them and got his gun via loopholes left by the NRA’s party.. the Republicans and their President aka the dictator in diapers.
1170124395085537282 2019-09-06 19:59:30 -0400 <bassm67> @realDonaldTrump #liar
1170124394699599872 2019-09-06 19:59:30 -0400 <dana_marlane> @realDonaldTrump Lol. What a nut. Great video, though!
1170124394263396353 2019-09-06 19:59:30 -0400 <kg_piper> @realDonaldTrump what a ~lovely~ idea
1170124393848000512 2019-09-06 19:59:30 -0400 <GrouchyWonk> @realDonaldTrump @USCG @fema Hey! Look who finally stopped throwing a Twitter tantrum and act presidential for a whole 5 seconds. Did Javanka finally convince you that your fixation with Alabama made you look dumber than usual?
1170124392505982976 2019-09-06 19:59:29 -0400 <TruthJustis4USA> @realDonaldTrump The next time Trump blames Dems for getting both done, look at his Twitter feed. Nothing gets done because he does nothing but pick fights with people and misrepresents the facts rather than admit he made a mistake by tweeting out a report that was 4 days old.
1170124390073126919 2019-09-06 19:59:29 -0400 <concordresident> @realDonaldTrump Yeah it's great. Ignore the jobs data and low gdp and believe a serial bankrupt.
1170124388567355393 2019-09-06 19:59:28 -0400 <JohnAnsell9> @RockyMountViews @thehill @realDonaldTrump Have an awesome night anyway.
1170124386575298560 2019-09-06 19:59:28 -0400 <Leighton0123> @realDonaldTrump Liar liar liar pants on fire. Stop it!  Just stop lying. Please.
1170124385182765061 2019-09-06 19:59:27 -0400 <wisconsinvotes1> @realDonaldTrump @USCG @fema Someone get help!  https://t.co/9ZRb0l1A5S
1170124384654233600 2019-09-06 19:59:27 -0400 <irish_pistol17> @realDonaldTrump @USCG @fema  https://t.co/nMR6YSY8UE
1170124383462932480 2019-09-06 19:59:27 -0400 <stvtwt> @realDonaldTrump file under:  Donald Trump personal problems.
1170124383123386368 2019-09-06 19:59:27 -0400 <han1r1010> @realDonaldTrump Your supporters should be called out for supporting your lunacy, lies and crimes
1170124383018541056 2019-09-06 19:59:27 -0400 <popeye304> @SenRubioPress @DeptofDefense What 3.6 billion for @realDonaldTrump wall. What the hell will our military do #Doucebag Run for political office somewhere else #RemoveTrumpFmOffice and do not vote for the Latin Countries Hero... More to somewhere else!
1170124381156249606 2019-09-06 19:59:26 -0400 <C_H_Truth> @realDonaldTrump Thoughts and prayers...   (can I say that still?)
1170124380862476289 2019-09-06 19:59:26 -0400 <mailmandave10> @ColMorrisDavis @realDonaldTrump @USDOL Thank you for your service to our nation
1170124380350943238 2019-09-06 19:59:26 -0400 <MarianneZirkle> @realDonaldTrump Meanwhile in the oval office...   https://t.co/3z4RtShQDs
1170124380141236225 2019-09-06 19:59:26 -0400 <GlambsMI> @profofacct1 @NikkiHaley Don't give the mentally-challenged, dangerous, tacky, sicko, radical libenral, communistic, socialist, thug candidates of the Democratic party any more ideas to destroy OUR America @profofacct1.  #MAGA.  #TRUMP2020.  @realDonaldTrump
1170124380023771136 2019-09-06 19:59:26 -0400 <Prab77> @realDonaldTrump ROFL
1170124379579138048 2019-09-06 19:59:26 -0400 <Barry38699192> @GOPChairwoman @realDonaldTrump Not to bright is he?
1170124379558219776 2019-09-06 19:59:26 -0400 <DebbieEmge> @realDonaldTrump There are people literally drowning in this country!!! Will you get off the Alabama crap?!?!?!
1170124379402801152 2019-09-06 19:59:26 -0400 <FuriousTedyBear> @realDonaldTrump LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1170124378152951809 2019-09-06 19:59:26 -0400 <FritzStriker> "We see, in Trump’s relentless focus on his own misbegotten truth, an unbreakable grip on a reality that does not exist." @realDonaldTrump is unfit for office &amp; blatantly committing crimes while @SpeakerPelosi is either asleep at the wheel a coward—or both. #ImpeachDonaldTrumpNOW
1170124375980462081 2019-09-06 19:59:25 -0400 <MatthewJshow> @shawgerald4 @realDonaldTrump @USCG @fema So proud of President Trump!
1170124375854649344 2019-09-06 19:59:25 -0400 <mcerquone> @realDonaldTrump Could you do some actual fucking work. Thanks.
1170124374223065090 2019-09-06 19:59:25 -0400 <notcarIitos> @sanasracist @realDonaldTrump  https://t.co/HWhEyYhppL
1170124371874078720 2019-09-06 19:59:24 -0400 <RobbieSherwood> Did you run this by @realDonaldTrump? He might want it to be a little cooler outside.
1170124371811323907 2019-09-06 19:59:24 -0400 <bittzbykvndre> Talking bout going to sleep while @realDonaldTrump is still tweeting.   Most busy man in the world still got Twitter Addiction
1170124371807100928 2019-09-06 19:59:24 -0400 <FoundALoss> @realDonaldTrump Show your Buffoonish tax returns. People present facts and documents. You say stuff and dont have any proof. This is your legacy a Buffoon that led us to ruin.
1170124371668504576 2019-09-06 19:59:24 -0400 <MyMy_Oh_My> @realDonaldTrump When your out of the POTUS office ... Hope the new POTUS makes you pay the tariffs back to We the people ...
1170124367126155265 2019-09-06 19:59:23 -0400 <ssguffey> So are the coal miners winning now. @gop @realDonaldTrump
1170124366799155200 2019-09-06 19:59:23 -0400 <JimboDubyah> @JakeyProfane @TomArnold @WalshFreedom @realDonaldTrump Yes I know. Doppelgangers. Point?
1170124365989634054 2019-09-06 19:59:23 -0400 <R43rro> @realDonaldTrump @USCG @fema كيف حالك صديقي
1170124365242888192 2019-09-06 19:59:23 -0400 <Marcstout2> @boysrule2 @realDonaldTrump They can stay where they are at.
1170124362982273024 2019-09-06 19:59:22 -0400 <Lucy2Bros> @realDonaldTrump There are thousands.  How is evacuating victims to the US going?
1170124361807859713 2019-09-06 19:59:22 -0400 <del66giudice> @realDonaldTrump @USCG @fema Did you donate a box of paper towels?
1170124359547138049 2019-09-06 19:59:21 -0400 <PallaOJimentel> @ClassPresUSA @realDonaldTrump @USCG @fema The oldest?
1170124358792220674 2019-09-06 19:59:21 -0400 <MSINGHJD> @Phreaksangel88 @NewCovenant2018 @RawStory @realDonaldTrump 😂😂😂
1170124354484678656 2019-09-06 19:59:20 -0400 <GroovyGarden420> @realDonaldTrump Squawk squawk peck peck. Legalize Cannabis. Squawk squawk peck peck.
1170124354430152704 2019-09-06 19:59:20 -0400 <peebsnjay> It's really sad that the @GOP is basically admitting that @realDonaldTrump can't win the GOP primary unless they cheat &amp; deny their own party members the right to vote. How pathetic do you have to be to make it where the only way you can win is if nobody is competing against you?
1170124353855533057 2019-09-06 19:59:20 -0400 <TherealTjames> @johnrobertsFox @realDonaldTrump @NOAA @NWSBirmingham  https://t.co/F8D7VIj3TY
1170124353691955200 2019-09-06 19:59:20 -0400 <identityAsXY> @DavMicRot @realDonaldTrump  https://t.co/uXOlZazgZW
1170124353155096581 2019-09-06 19:59:20 -0400 <PamelaWilkes6> @LouDobbs @realDonaldTrump Love love love this !
1170124351804456960 2019-09-06 19:59:19 -0400 <BEARnakedNews> @LuisaSerralles @HoneySilk3 @elcolin @realDonaldTrump Mainstream media is quite literally propaganda for the establishment of both parties. Information is more controlled, they only want you pissed about things that benefit them politically. Independent news is where it's at.
1170124350868951040 2019-09-06 19:59:19 -0400 <DesignerThebd> @realDonaldTrump Check out my design on shutterstock: design professional business logo  https://t.co/sSclhUEYOW  #nail #illustration #logo #element #graphic #beauty #salon #fashion #polish #glamour #fingers #beauty #cosmetic #skin #makeup #art #hand #design #girl #nail #female
1170124350546239495 2019-09-06 19:59:19 -0400 <TexasTea18> @realJRWatson @lvaccola @DanSchultz2 @MFRJonez @lynn521tr @gigi030308 @topsecretk9 @Sambo32166 @CreteHasHimNow @AlHolmes66 @Global_Barista_ @really121212 @Taniabanks24 @AskMe_idareyou @KellyLaMonica2 @ChienneLuv3 @pipelinereview @TrumpRisa @SCNorman1 @ElinOlson8 @TalkerStr8 @bearbeer1111 @MAstoilet @RobbieWilsdorf @ChienneLuv2 @whoya @pineducks @Thenews21 @MichaelAvenatti @HighheelsDes @my6girls2012 @avery1twins2 @TheVegasTake @cautioncontent @Summer_Of62 @BrsJake @goforglam @LiberalBeGone @reversemtgfl @JLee77178796 @GaviPredescu @Samepage79 @ProspectWatch @AZDartGuy @StormyDaniels @BillyHumphreys1 @DDBall4life @MairNona @TotaIuv2tweet @realDonaldTrump We would all win Emmys!🤠  https://t.co/1Koe6KCusn
