1092935903859875841 2019-02-05 18:59:59 -0400 <InorOnWater> @realDonaldTrump I see you're ready to "Let the unity begin!"
1092935891977494528 2019-02-05 18:59:57 -0400 <redwhiskeypete> @JeniZillOnley @SteveShippee1 @JustKathyRay @clairermassey @putinsgay @djcriswell265 @PVArkol @CindyAn21966358 @62WalterP @keanothedog @kaysintBB @stuffbusted @Rellyluvsfairen @JonathanEzor @cdaone @Brookly26419477 @ldog562 @AlamiaJoe @McGeezer67 @janjan_collins @TammieCroft @VirginiaLoughn1 @ImJohnEli @Melissa2994 @pademsunite @Michele57000167 @gobidad11 @SteveDitchfield @xscoutie @JayValenz67 @rugbynred @Susanfrom29 @e_burgener @angeldark13131 @PennyCarrigan1 @Cmm09672 @KnowledgeGeek @smokeeater22 @McgovernLaurie @MarcLavoie18 @MTPSU1987 @davidaxelrod @realDonaldTrump @GOP @OTRResearchers @Trump Im semi serious. Wondering if its too late to get a pool going maybe throw in a buck or two and people guess how many times #Trump will say wall tonight
1092935891977306113 2019-02-05 18:59:57 -0400 <mowattbros> @DrDenaGrayson @realDonaldTrump We want 0 illegal boarder crossings
1092935890689642496 2019-02-05 18:59:56 -0400 <1Surfsupnow> @realDonaldTrump WORLD WIDE  2  BILLION could become MIGRANTS! Unwanted illegals &amp; migrants drive down wages for OUR YOUTH &amp; YOUNG ADULTS, the cost to support unwanted illegals &amp; migrants is into the BILLIONS &amp; BILLIONS over the next decades!  PUT THE USA FIRST!
1092935886122242054 2019-02-05 18:59:55 -0400 <1979L82> @SenSchumer @ricardorossello @realDonaldTrump English please ass love
1092935883714633733 2019-02-05 18:59:55 -0400 <prison4jbrennan> @SteveScalise @realDonaldTrump Everyone we know will be watching @realDonaldTrump tonight. @POTUS has a great lineup of guests. Can’t wait! #SOTU #MAGA #BuildTheWallAndCrimeWillFall
1092935883601465347 2019-02-05 18:59:55 -0400 <EnyartMike> @casurfcasurf @GOPChairwoman @realDonaldTrump Gotta agree with that one.Ryan sucks.
1092935882686906369 2019-02-05 18:59:54 -0400 <3_s12> @renee_vincent15 @WhiteHouse @realDonaldTrump 🤯
1092935879734292480 2019-02-05 18:59:54 -0400 <BennyBoss11> @SenSchumer @realDonaldTrump He has accomplished more in two years than you have in decades Lying Chuck Shameless.
1092935878563917825 2019-02-05 18:59:53 -0400 <danceorelse> @SuzanneBakke @eugenegu @realDonaldTrump Bot.
1092935876072607745 2019-02-05 18:59:53 -0400 <Fleabit1968> @Jamesbr33757862 @realDonaldTrump I’m keeping my guns. They can’t have them.
1092935875514777600 2019-02-05 18:59:53 -0400 <mxreese1701> Frankly between the important content going around on #BlackHistoryMonth and #ExposeChristianSchools I think I have more than enough on Twitter to occupy me for the night, thanks no thanks @realDonaldTrump I'll be skipping your xenophobic word-vomit #SOTU tonight.
1092935874814373888 2019-02-05 18:59:52 -0400 <POTUSguide> @JohnCornyn Only decent thing you have done.  Have you talked to @realDonaldTrump cause sounds like he wanted to give the $$ to Russia for a wall. A steel slat barrier. And not let Harvey victims rebuild. Do your job and go help. Stop pretending @realDonaldTrump  is good for the US.
1092935873711108096 2019-02-05 18:59:52 -0400 <puzzlecats> @realDonaldTrump Your MENTOR?  https://t.co/Ex6Zrdqj4j
1092935873014845440 2019-02-05 18:59:52 -0400 <mike512H> @realDonaldTrump Let this sink in while you are doing nothing during your unstructured time.  https://t.co/vawl9HLyB7
1092935872335495168 2019-02-05 18:59:52 -0400 <zoomed_in_face> @RodAllen1968 @GOPChairwoman @realDonaldTrump All of these promises are going to be annulled anyway. There is no victory with #treason |||  #FakeNews #collusion #impeachment
1092935869139480578 2019-02-05 18:59:51 -0400 <MirthixGroS> @DennisMJordan @GinaMBraun @realDonaldTrump @GOP What did tou expect voting Republican
1092935867373621249 2019-02-05 18:59:51 -0400 <blu_iii> Illiterate ignorance is no excuse for the ideas &amp; words of hate that come out of @realDonaldTrump mouth.  His desire to create chaos &amp; discord in America is the only thing we hear. Believe him &amp; you have serious issues on how to look &amp; find truth. There is no excuse for stupidity
1092935866564202496 2019-02-05 18:59:51 -0400 <richardson11don> @TheRightMelissa @realDonaldTrump Who?
1092935865536409600 2019-02-05 18:59:50 -0400 <OracleofBabylon> @Alyssa_Milano @realDonaldTrump 💔
1092935864437620736 2019-02-05 18:59:50 -0400 <kerrysaidWHAT> @funder @realDonaldTrump Clean my toilet.  Same same.
1092935864295002118 2019-02-05 18:59:50 -0400 <political_busy> @EricChandler4 @averagerepub @Dave_Mitchell73 @constitution_j @cme4h2o @debbielovesnate @CbusCasper @SpeakerPelosi @realDonaldTrump Asked and answered numerous times. You're too blinded by your narrative to read it.
1092935864018178048 2019-02-05 18:59:50 -0400 <bigstape> @realDonaldTrump  https://t.co/maIsPGdoVx
1092935862638264321 2019-02-05 18:59:50 -0400 <therealkenecik> Don’t let @realdonaldtrump and the @GOP lie to you! They have never actually cared about women’s health. #StateOfTheWoman #WeWontGoBack
1092935861878964224 2019-02-05 18:59:49 -0400 <AmericanSoWoke> Sure would be nice if President @realDonaldTrump announced some kind of action against the tyranny of Silicon Valley.  If only there was a big nationally televised speech coming up.
1092935861287694337 2019-02-05 18:59:49 -0400 <SgtBeauGentryK9> @thehill Really Kellyanne Conway? Trump’s #StateOfTheUnion #SOTU morning tweet says something entirely different. Cc: @KellyannePolls @realDonaldTrump @SenSchumer  https://t.co/FuTj8Wcnu5
1092935860952158210 2019-02-05 18:59:49 -0400 <ghhshirley> @Gloomvi @pflo99 @VickieVaughan19 @TheRightMelissa @realDonaldTrump Since you asked about Trump and the Ellis Island award, here is the answer (spoiler: it wasn’t for helping inner city black youths).  https://t.co/Ce3vqqOKZA
1092935859601530881 2019-02-05 18:59:49 -0400 <KarlaDeVito> @realDonaldTrump Lies. So tired of your lies.
1092935858490089473 2019-02-05 18:59:49 -0400 <DeadVikingBob> @DavidWohl @realDonaldTrump The majority do not. 52 &gt; 48
1092935857907085313 2019-02-05 18:59:48 -0400 <EDogDantes> @GOP @realDonaldTrump @FLOTUS Oh, let donald know that Germinoma doesn't mean she is German. Thanks.
1092935852328660992 2019-02-05 18:59:47 -0400 <fullmoonmartini> @joshscampbell @realDonaldTrump “Stronger than it’s ever been in the history of our country.” Lie “The strongest it’s ever been.” Lie “Better than you can even imagine. People don’t even know. World leaders are saying to me ‘Donald, what you are doing is remarkable’. They don’t report that.” Lie.
1092935851678593026 2019-02-05 18:59:47 -0400 <WildflowerSRQ> @WillMayPT @realDonaldTrump Get the link set up clear for us older folks!
1092935844233691136 2019-02-05 18:59:45 -0400 <carlpolan2> @realDonaldTrump Oh you poor baby!!
1092935843675885570 2019-02-05 18:59:45 -0400 <FluffyAnnabelle> @DianeGale10 @NancyLeeGrahn @realDonaldTrump Donald Trump used the term “shithole countries”, the shame is on him.  We are in no way required to respect Donald Trump, it has to be earned and all he has done is embarrass my country.
1092935842308317184 2019-02-05 18:59:45 -0400 <BrueLajoie> @iHeartMerrill @realDonaldTrump That’s a good #
1092935842237202432 2019-02-05 18:59:45 -0400 <john_stPete_FL> @realDonaldTrump  https://t.co/vCRxUzjxhU
1092935839246499840 2019-02-05 18:59:44 -0400 <TerreEdwards> @CurleyJohnson01 @realDonaldTrump Happy Lunar New Year to all the people that are celebrating this holiday!
1092935834410631170 2019-02-05 18:59:43 -0400 <Charlot90704022> @realDonaldTrump No one is buying your attempts to hide, donnie.
1092935833890500608 2019-02-05 18:59:43 -0400 <Brockelman21210> @realDonaldTrump Bogus numbers. Bogus President.
1092935832955166720 2019-02-05 18:59:42 -0400 <cortneym22> @AndyCalisto @DrDenaGrayson @realDonaldTrump HAHAHA @realDonaldTrump is a CAREER CRIMINAL. You will see.
1092935832804249601 2019-02-05 18:59:42 -0400 <pjb_2016> @realDonaldTrump Q1: Who is in charge of the lie counter tonight?   Q2: What's the over under?
1092935832762310656 2019-02-05 18:59:42 -0400 <dlan6666> @realDonaldTrump 洪都拉斯两头🐂率领的大篷车下月将突破美军第二装甲师的防线。总统说：美利坚民族到了最危险的时候！我被迫着发出最后的吼声！再不给钱修墙，我就宣布国家紧急状态，继续打我的高尔夫！  https://t.co/DwOKnk4UAX
1092935832694972416 2019-02-05 18:59:42 -0400 <doglove63111903> @realDonaldTrump Good luck tonight! We stand with you!! # thedeplorables
1092935830887428102 2019-02-05 18:59:42 -0400 <Muddshark> @realDonaldTrump This can't be real?
1092935830329409537 2019-02-05 18:59:42 -0400 <the_patrushka> @PrashShanbhag @Flassh81 @mrscharlawrence @JacobAWohl @realDonaldTrump 303,000 is the size of one of our U.S. CITIES!!
1092935828672786432 2019-02-05 18:59:41 -0400 <reaganrealist> @JeffDearborn @realDonaldTrump to be fair, crooked little donnie DID promise that he was going to ruin the lives of as many Americans as possible.  It was the entire focus of his failed campaign.  Or weren't you paying attention?
1092935827007561728 2019-02-05 18:59:41 -0400 <MaryWilley8> @DennisMJordan @realDonaldTrump @GOP I didn't vote for him but this happened tø us this year too
1092935826323968001 2019-02-05 18:59:41 -0400 <jaredamell> @realDonaldTrump Too bad you won the senate. If people only had to see your speeches they’d get the same level of useful information minus the self induced tinnitus and the unintended bleeding. On the bright side you’d only have to look stupid to people. #watchoutforthecricket
1092935825585713152 2019-02-05 18:59:41 -0400 <Solidus316YT> @Siriann09339688 @joshelam12 @StrnadSusan1 @realDonaldTrump How did you miss it? The word ‘great’ is right there in the tweet. Context clues: use them.
1092935824792940544 2019-02-05 18:59:41 -0400 <edy_khalil> Do you want to #FireRalphNortham? Tweet now to tell @realdonaldtrump to make it clear that America is a pro-life country!HE SHOULD BE FIRE LONG TIME AGO
1092935822020657152 2019-02-05 18:59:40 -0400 <georgegoode60> @sandynewtothis @AnaKasparian @realDonaldTrump HaHa  https://t.co/DZN4tjSnMD
1092935821693542400 2019-02-05 18:59:40 -0400 <LChaney126> @realDonaldTrump Do you know what the word "unify" means? If not, please do not use it in your SOTU. Thanks.
1092935821504634885 2019-02-05 18:59:40 -0400 <karpat47> @realDonaldTrump  so you prefer to believe in your “gut”.  Had your gut been followed 30 years ago, 5 African Americans would have been put to death.  You were wrong. Your gut is not always right.  Listen to your Advisors.
1092935821324361728 2019-02-05 18:59:40 -0400 <jon_lebar> @EDoggTheRed @smartlyjoan @Fahrenthold @realDonaldTrump @TrumpGolf @Trump So manchurian candidate type dude who  didn't ABIDE! 45Could've been n gggreat danger. Of grezt anger&amp;furious rage!(sj) How many things is dtrumph hiding? 4 ego driven stupid shit! He has  have a pretty good memory! So theres thzt cld b 1st tm ive said nice abt 45!bg my best jml
1092935815896985601 2019-02-05 18:59:38 -0400 <justinawish> @CHEESEBURGLAR45 @DavidWohl @realDonaldTrump They must've to wear sunglasses to live in glaring faux gold. ;0
1092935815645282310 2019-02-05 18:59:38 -0400 <SargeantFriday> @ProudResister @gw_vet @realDonaldTrump Lol
1092935815422828545 2019-02-05 18:59:38 -0400 <openletterbot> Here’s an open letter from Kathryn in Mount Pleasant, S.C. to @realDonaldTrump #scpols #scpolitics #FamiliesBelongTogether  https://t.co/G8nyjqGjO0
1092935815003602945 2019-02-05 18:59:38 -0400 <jstats> @azsweetheart013 @realDonaldTrump @iontv is running it's twice weekly Criminal Minds marathon if you're looking for alternative viewing 😀
1092935814672113664 2019-02-05 18:59:38 -0400 <TheOldOlaf> @Lrihendry @SuzanneOlson41 @realDonaldTrump He did it to feed his insatiable ego. He did it for himself. No thanks.
1092935814139576327 2019-02-05 18:59:38 -0400 <keithlavoie> @beeinchicago @WhiteHouse @realDonaldTrump #BIGHATER
1092935813934002176 2019-02-05 18:59:38 -0400 <MarkKleinbasel> Lieber Herr Kasper von der FIS: Sie müssen nicht zwingend zu Diktatoren. Sie können sich genau so gut mit Herrn @realDonaldTrump ins Bett legen!  https://t.co/QAqlwbIM0X  https://t.co/ix6DjlHQbz
1092935813128581120 2019-02-05 18:59:38 -0400 <MrOzAtheist> @ajdube @ChubblyWarner @YouTube @GSpellchecker @godless_mom @realDonaldTrump His politics sucks, but he had the right to be there. He didn’t do anything wrong.
1092935811547316225 2019-02-05 18:59:37 -0400 <Blacky_inda_Gar> @realDonaldTrump Fake news
1092935811341975553 2019-02-05 18:59:37 -0400 <coybib1> @realDonaldTrump  https://t.co/CB8JSrAflz
1092935810448449536 2019-02-05 18:59:37 -0400 <Barbara28097776> @realDonaldTrump Build the wall protect all legal immigrants and those born legally in the United states.
1092935810196762629 2019-02-05 18:59:37 -0400 <RadonRaccoon> @realDonaldTrump GREAT NEWS: If Trump declares a national emergency, Pelosi can jam Republicans. Here’s how.  https://t.co/2Gxhv3Z3XI
1092935810041724928 2019-02-05 18:59:37 -0400 <SugamiJack> @mmpadellan @realDonaldTrump will only offer lies and confrontational rhetoric   STOP NORMALIZING THIS TRAITOR   #Impeach45 #TrumpCrimeFamily #TrumpShutdown #TrumpRussiaConspiracy
1092935809697746946 2019-02-05 18:59:37 -0400 <erlyonurse> @JohnnyWalls16 @DerekChevalier @Adam_Puzio @KathySedell @Murttgen @WithTriumph @realDonaldTrump You spell like our prez
1092935808586272768 2019-02-05 18:59:37 -0400 <offroadcadillac> @RobertKlemko If that’s pass block @realDonaldTrump I’d pick that.
1092935808137474056 2019-02-05 18:59:37 -0400 <jjduwhite> @VillegasPoljak @jordievole @realDonaldTrump @SecPompeo @VP @Almagro_OEA2015 @sanchezcastejon si tu presidente quedo ponchado con las preguntas de jordi evole y hasta le soplaron para que respondiera, tremendo brutoooooooooooooooo
1092935807663570944 2019-02-05 18:59:36 -0400 <mkultra1979> @applebee_larry @LindaSuhler @realDonaldTrump She loves America first, then Christ.
1092935807445491712 2019-02-05 18:59:36 -0400 <eaglereborn> @eugenegu @realDonaldTrump Gu...then there is absolutely no need for the third term abortion legislation!  The legislation opens the door to all kinds of disgusting shenanigans that could take place legally.  After all Gu...not all doctors are RESPONSIBLE.  Not to mention ethical!
1092935807432744961 2019-02-05 18:59:36 -0400 <swloca_sandra> @Lrihendry @realDonaldTrump If the Dems did this the illegals would not be turning themselves in. The illegals where promised all the lies Trump ran with (telling them they would get free school, benefits, money etc). They only had to turn them selves in at the border.
1092935807118336000 2019-02-05 18:59:36 -0400 <truthwsyf> There u go Mr. @realDonaldTrump - perchance a miracle happens &amp; God gives u the blessings of insight to understand &amp; respect Migrants - whatever skin colour, language, sex, age or religion they have.... ... ... ... ...  Nah! Most of humanity has struck u off the redeemable list!
1092935805646057475 2019-02-05 18:59:36 -0400 <sleepingdrgn3> @realDonaldTrump ...?
1092935805599797248 2019-02-05 18:59:36 -0400 <topcat408> @JacobAWohl @realDonaldTrump Stop spewing your hatred and lies. Ppl are dying because of the garbage you n your kind of like minded haters spread. The real crises is a prez who divides our nation when his job is to unite. He brings out the worst in some hearts n if we disagree we are the ENEMY.Thats wrong!
1092935804995948546 2019-02-05 18:59:36 -0400 <gregory_dirks> @realDonaldTrump Sorry I’ll have to miss.  I’ve got some drying paint I have to keep an eye on.
1092935804433838080 2019-02-05 18:59:36 -0400 <JHN_V> @NBCNewsPR @kasie @MeetThePress @chucktodd That not hard Todd! We're all so tired of his shit lies that we would rather watch an interview if a Swatch of Paint drying than his "shit show in a dumpster fire" as Kelly Anne Conway's husband says.  Someone, please, #ImpeachTheMF  @realDonaldTrump
1092935802911363075 2019-02-05 18:59:35 -0400 <rstjr20> @realDonaldTrump W H O A . . . Divided government like never before
1092935802785488901 2019-02-05 18:59:35 -0400 <GuhlMike> @realDonaldTrump Strange....56% of Americans wont vote for you in 2020 so I dont know how you have a 48% approval rating. Must be new math.
1092935800608694273 2019-02-05 18:59:35 -0400 <dollbooteek4u2> @nerak0331 @DianernT @DrJaneRuby @Melissa1opinion @LouDobbs @crimsonrain210 @DFBHarvard @PressSec @QTAnon1 @Jamierodr10 @AMike4761 @realDonaldTrump I'll be there asap!!!! Yippie! Gonna get my traveling boots on again, LOL!
1092935800570986497 2019-02-05 18:59:35 -0400 <MarcusT1978> @RuthKrzyk @WhiteHouse @POTUS @realDonaldTrump Great priorities.  #Fail
1092935799841148928 2019-02-05 18:59:35 -0400 <JaynaeBishop> @SenSchumer @ricardorossello @realDonaldTrump ... Yes,,, Power Companies like FP&amp;L that went down repair the 3rd world power grid (that PR was already Defaulting on $80B of Loans) the CORRUPT Puerto Rico Govt "Thanked" these Companies with $Million$ in Tax Bills &amp; License Fees...
1092935797039423488 2019-02-05 18:59:34 -0400 <AnubisU7> @RealDonaldTrump #TrumpLies #TrumpHandsOffVenezuela
1092935795734921216 2019-02-05 18:59:34 -0400 <3Prison> @realDonaldTrump This means its in the mid 50s at least
1092935794166251520 2019-02-05 18:59:33 -0400 <DATAZOROJO> @RealDonaldTrump #TrumpLies y #TrumpHandsOffVenezuela. VENEZUELA VIVA CHÁVEZ VIVA MADURO  https://t.co/xZUSAefbLW
1092935793784639494 2019-02-05 18:59:33 -0400 <capehazelin1> @eugenegu @realDonaldTrump YOU ARE ONE MEAN HATEFUL PERSON, especially because you have the MD after your name! I'm hoping that some of your patients see your hatefulness, and search out another doctor,, your nasty attitude does not qualify you to live by the code,,, first, do no harm!
1092935793784561664 2019-02-05 18:59:33 -0400 <kornackispants2> @realDonaldTrump you will fail tonight. You will look stupid. You will lose power. This is the beginning of the end. #losing
1092935791825678336 2019-02-05 18:59:33 -0400 <FranAponte1960> Boycott dont watch @johncusack movies he's involved in a cabal criminal syndicate and is a paid lier with no facts or any research  Watch this  https://t.co/HImEGB67oM Ambassador Aponte  @realDonaldTrump  @IngrahamAngle  @ASavageNation  @CNNOpinion
1092935788952723457 2019-02-05 18:59:32 -0400 <JamesNahe> @WithTriumph @realDonaldTrump Nope
1092935787241447424 2019-02-05 18:59:32 -0400 <ScarletRedRuby> @RealJennyGirl @kdmquito @PBarnabyG @Kimberlyrenee62 @MzWakeNBaker @Lrihendry @realDonaldTrump Not op, but a dupe. Don’t you find it strange that all of your talking points are the exact same ones Russian disinformation ops are using? I highly doubt it’s a coincidence. I’m sure Russia appreacates your assistance.
1092935786520031232 2019-02-05 18:59:31 -0400 <Boorgusd> @trish_regan @carlosvecchio Si es por estos sujetos nunca seremos libres, este Vecchio es otra ficha de Leopoldito, un socialista más de la fauna política Venezolana, confío en la determinación de @realDonaldTrump y su equipo, gracias a ellos hoy la narco tiranía esta herida de muerte.
1092935786394116096 2019-02-05 18:59:31 -0400 <Dcxvi_13> @funder @realDonaldTrump  https://t.co/jaA8ZPN8Ph
1092935785165307905 2019-02-05 18:59:31 -0400 <DragonflyOnPond> @ewolfe717 @Alyssa_Milano @realDonaldTrump Don’t remind me!
1092935783902658560 2019-02-05 18:59:31 -0400 <markfusina> @realDonaldTrump Drinking game night. Take a shot every time Trump lies in the SOTU
1092935783785422848 2019-02-05 18:59:31 -0400 <KARIOKANDO> @realDonaldTrump aun quieres tu muro ?- Mexico es un gran refugio para tus paisanos Andale sigue pidiendo tu muro e impidiras que tus gobernados salven su vida de la nueva era glaciar que se avecina
1092935781117767680 2019-02-05 18:59:30 -0400 <GuntherGill> @HillTVLive @marc_lotter @realDonaldTrump spells it “CONpromise.”
1092935780740272129 2019-02-05 18:59:30 -0400 <Afominatti> @WhiteHouse @realDonaldTrump No we ain’t watching. We gonna watch Nag Geo
1092935780090163201 2019-02-05 18:59:30 -0400 <MJGarciaKCMO> 1 hour ago @GOP said Two years of promises made, promises kept.  Let's Examine that.   @realDonaldTrump He promised and he delivered?  https://t.co/U7TXrzriL5
1092935780044034050 2019-02-05 18:59:30 -0400 <HumpDayHashTags> @realDonaldTrump Calling it a unity speech is another lie.
1092935778756382720 2019-02-05 18:59:30 -0400 <lilredfrmkokomo> I think the @realDonaldTrump needs to read off a list of Democrat names who all have; "Walls , Gates and Fences built around their luxurious homes and ask them if those things don't work then they should remove them from around their homes asap."  #MAGASOTU
1092935778492141571 2019-02-05 18:59:30 -0400 <RodAllen1968> @AhmMahm1 @ivt_2020 @GOPChairwoman @realDonaldTrump Snopes is as bad as CNN/MSNBC! Wake up Man!
1092935775929450496 2019-02-05 18:59:29 -0400 <aredmond75> @Post_Truth_Era @GOP @realDonaldTrump @FLOTUS I wonder who his daddy is.
1092935775778492416 2019-02-05 18:59:29 -0400 <BeerOysters> @GregIskat @KatTimpf @realDonaldTrump Well said
1092935775476424706 2019-02-05 18:59:29 -0400 <Fardreamer> @973angie @realDonaldTrump I'm genuinely sorry that your tax return was so bad. I take no joy in that. By the same token, the truth about @realDonaldTrump has been out there since BEFORE the 2016 election, and you ignored it.
1092935774847320064 2019-02-05 18:59:29 -0400 <atlboi2000> @TheRightMelissa @realDonaldTrump  https://t.co/dV5WSE18Mo
1092935774243188736 2019-02-05 18:59:29 -0400 <Charles03335775> @realDonaldTrump What does Teflon Donny even mean? Are you non-stick? Probably from all of the Burger King grease oozing out of your pores.
1092935772762763264 2019-02-05 18:59:28 -0400 <mikedavis_88> @Lori34562936 @chelsea94857641 @RepTedLieu @SpeakerPelosi @realDonaldTrump Interesting observation from someone bugging me and unable to make a point evidently without swearing. Naive, common sense...?
1092935772242694144 2019-02-05 18:59:28 -0400 <cathyandkathy> @eugenegu @realDonaldTrump Completely ingenuine, and obviously so.
1092935770942390277 2019-02-05 18:59:28 -0400 <Notonmywatch560> @realDonaldTrump  https://t.co/CfQiJZsHZs
1092935767129767936 2019-02-05 18:59:27 -0400 <leentielu> @WhiteHouse @FLOTUS @realDonaldTrump Maybe those special guests are the CHILDREN YOUR HUSBAND STOLE FROM THEIR FAMILIES?
1092935765816983557 2019-02-05 18:59:26 -0400 <BigbOwner> @eugenegu @realDonaldTrump 😴😴I feel asleep half way through the rambling on- and on- and on- and on- and on.........😴😴😴
1092935765384777728 2019-02-05 18:59:26 -0400 <ClayOahu> @WhiteHouse @realDonaldTrump No
1092935754077089792 2019-02-05 18:59:24 -0400 <GrundyLaSalleIn> @realDonaldTrump
1092935753103925248 2019-02-05 18:59:23 -0400 <RogerStensland2> @RepMikeLevin @realDonaldTrump Sorry, Mike, merely wanting illegal aliens to go home and apply to immigrate to our country is not hateful at all.  The only reason you persist in this rhetoric is because you really can't refute the argument for lawful entry into our great country.  Clearly, you are a leftist.
1092935752621580288 2019-02-05 18:59:23 -0400 <may_I_be_Kurt> @realDonaldTrump #TrumpTaxScam #TrumpShutdown #TrumpResign
1092935751367618570 2019-02-05 18:59:23 -0400 <RL26VA> Alleged NYC subway shooter, a suspected MS-13 member, was in US illegally, ICE says  https://t.co/evipM5q2B2 #FoxNews  @realdonaldtrump @potus @vp @Whitehouse @presssec @gop @GOPChairwoman @gopleader @housegop @senategop SOTU #BUILDTHEWALL #SOTU
1092935750746816512 2019-02-05 18:59:23 -0400 <mikeblu201> @tedlieu @realDonaldTrump @RepAnnaEshoo @RepCicilline @RepLindaSanchez @RepRubenGallego Everything Trump has touched has aided and abetted his crime family, immediate and extended (see under: Kushner). Yet he remains in office with the support of Graham, Mcconnell and other members of the GOP. And today add Chris Christie. The GOP is corrupt, to its very core.
1092935749501038592 2019-02-05 18:59:23 -0400 <Angela6969Ma> @MattDav72811123 @realDonaldTrump Bot
1092935749249519616 2019-02-05 18:59:23 -0400 <shirry23> Everyone got upset when @realDonaldTrump said illegals coming over the border were rapists!!!! Look at this POS @SpeakerPelosi   Illegal immigrant raped his one month old daughter, left her with 45 broken bones. Please deport all Illegal immigrant  https://t.co/b39Q1Fp0Xt
1092935747399831552 2019-02-05 18:59:22 -0400 <ClaudiaPat2> @realDonaldTrump Drudge report 😂😂😂😂😂
1092935746892238849 2019-02-05 18:59:22 -0400 <LadyFromFlorida> @krassenstein @realDonaldTrump  https://t.co/KsWwnEhPBp
1092935745663352832 2019-02-05 18:59:22 -0400 <StellaQuasten> @WhiteHouse @realDonaldTrump  https://t.co/MLUzCCPLcu
1092935743406653440 2019-02-05 18:59:21 -0400 <jmcolonell> @realDonaldTrump Can hardly wait to hear YOU EXPLAIN THIS!
1092935743318773763 2019-02-05 18:59:21 -0400 <DclareDiane> @awaken_to_maga @TheNoahRing @ICanHazTweetPls @surfnutsc2 @WarriorofGod97 @QBlueSkyQ @POTUS @GenFlynn @SpeakerPelosi @lizBeth_Hineni @sniperswife45 @MAGAnimation @Trump454545 @MAGAourcountry @magagary687 @DJNazSD @MAGAGwen @realDonaldTrump I truly believe the extreme left and extreme right are standing so closely they are at least holding each others hands and perhaps actually hugging each other, one and the same - fascists through and through but they call themselves, progressives
1092935742240763904 2019-02-05 18:59:21 -0400 <HelloDearVoid> @realDonaldTrump @EdKrassen @ECMcLaughlin   Not my quote but wish it were: “anyone point out that a donald trump anagram is Lord Dampnut” (Colin Mochrie)
1092935741498376192 2019-02-05 18:59:21 -0400 <jjconceptsinc> @ProudResister @realDonaldTrump Let's see...  https://t.co/f43aOiPjut
1092935739657125888 2019-02-05 18:59:20 -0400 <PierreTombale_1> @PhilMcCrackin44 @SpeakerPelosi @screaminAsmith3 She made that exact face when the DACA kids interrupter her &amp; she lost control -- totally.  It must mean something unless there's spinach between her teeth . . .  @realDonaldTrump @GOP
1092935736364490752 2019-02-05 18:59:19 -0400 <deejen1220> @WhiteHouse @realDonaldTrump Nah. I skipped your pathenic speech
1092935736326795264 2019-02-05 18:59:19 -0400 <awesomeaiken> @USALoyalty1776 @SenSchumer @realDonaldTrump Chuck can lie all he wants to but it won't make it so.
