931673301797294080 2017-11-17 18:59:59 -0400 <sweetdeemph> “She only put a toe in. She’s not a full on lesbian.” #mymarywash @realDonaldTrump
931673095362023425 2017-11-17 18:59:10 -0400 <lizzyk1999> @realDonaldTrump @nytimes You are tweeting strategy we are using against North Korea and tweet that the New York Times (great newspaper by the way) is dumb when it comes to foreign policy??
931673094112112640 2017-11-17 18:59:09 -0400 <Clif281> @realDonaldTrump @WhiteHouse Where was the basketball champs. How's it feel to be rich and president and more than half the country hate you
931673089573732353 2017-11-17 18:59:08 -0400 <babby_hull> @realDonaldTrump @WhiteHouse Сколько вы можете схватить их в кошечке?
931673089028616192 2017-11-17 18:59:08 -0400 <StephenFurey5> @realDonaldTrump @WhiteHouse Lotus rocks it
931673087036227584 2017-11-17 18:59:08 -0400 <Stratt_chillin> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/vlicWIsuQt
931673086876901377 2017-11-17 18:59:08 -0400 <OKGetIT> @realDonaldTrump Sexual assault appears to be a partisan issue for you.  You have been accused of much worse and admit to much worse. Not defending Al, but you have no room to speak.  Roy Moore and you have much in common.
931673086176272384 2017-11-17 18:59:08 -0400 <dibbie686> @realDonaldTrump nope not good cant let this go though why are these hard heads so cruel to our man and woman who fought so hard for us.
931673082309369858 2017-11-17 18:59:07 -0400 <AnnieDillz> @realDonaldTrump WHY ARE YOU SUCH A FUCKING PIECE OF SHIT?
931673082124791809 2017-11-17 18:59:07 -0400 <Jennharlock> @VicenteFoxQue @realDonaldTrump The greediest of all turds.
931673079486566400 2017-11-17 18:59:06 -0400 <christi71868987> @realDonaldTrump @WhiteHouse It’s positively disgusting to see you wasting time doing this while you’ve just allowed a whole species of near human animals to be killed for trophies.  Your son holding an elephant tail in 1 hand and a knife in the other. You REALLY haven’t got a clue!
931673077863329794 2017-11-17 18:59:06 -0400 <cblondiego> @realDonaldTrump So?? Upset because you think he's a bigger hypocrite than you?  Don't worry you are still the biggest hypocrite on the planet Donnie!
931673077192241157 2017-11-17 18:59:05 -0400 <rogerhorn2005> @ShafPatel @realDonaldTrump Hey Patel - the ONLY folks thankful will be isis &amp; other 'moderate' muslims - rest of the CIVILIZED WORLD is THANKFUL for #POTUSTrump ! #MAGA #BanIslam #NoSharia #TrojanHorse
931673076798017536 2017-11-17 18:59:05 -0400 <California_Z> @realDonaldTrump Grab them by the pussy. You can do anything.
931673076693159937 2017-11-17 18:59:05 -0400 <yumadbro2017> @KjBarnhart92 @sassyteapot63 @realDonaldTrump I agree but it needs to be proven, there are plenty of accusations that have ruined peoples lives that were later found to be false. Duke Lacrosse comes to mind, they were kicked out of school and were vilified, then she admitted it was fake and wasn't charged.
931673076495933440 2017-11-17 18:59:05 -0400 <realkrisrouse> @realDonaldTrump Slow down tiny hands!  You have been caught on camera talking about your sexual harassment!  You are such a small man.
931673071731257345 2017-11-17 18:59:04 -0400 <idontknownutin> @realDonaldTrump You know literally nothing.
931673071286669313 2017-11-17 18:59:04 -0400 <Moogirl54> @greta @realDonaldTrump Heartbreaking
931673070649118722 2017-11-17 18:59:04 -0400 <Openmind67> @realDonaldTrump  https://t.co/eYwiDDY8Wa
931673069399265280 2017-11-17 18:59:04 -0400 <BuckDollarsIII> @realDonaldTrump Hey Donald!  I thought if you are a Superstar you can grab women by the pussy. You said they let you do it. Maybe AF isn’t a star like you?
931673065947312128 2017-11-17 18:59:03 -0400 <beansrdelish> @realDonaldTrump Things were already gross enough without hearing about your personal sexual fantasies.
931673065519333376 2017-11-17 18:59:03 -0400 <JoeDiNunzio> @gretmenz @realDonaldTrump The kind of person that can't spell "Frankenstein."
931673065225949184 2017-11-17 18:59:03 -0400 <goinghome90> @rmasher2 @Vickigr81567276 @sarahsanders @SenFranken @realDonaldTrump With all this sexual assault and harassment, I don't think it's wise to refer to another person as fair game
931673064839843840 2017-11-17 18:59:02 -0400 <BlockedbyTrump8> @nvrggivup @realDonaldTrump @DNC Oy gevalt.  I guess you're stupid after all.
931673064571580417 2017-11-17 18:59:02 -0400 <DavidMitspa> @__0HOUR1_ @susan_giannini @realDonaldTrump He needs to be put to sleep
931673062801633280 2017-11-17 18:59:02 -0400 <areyou0> The major problem with American is @realDonaldTrump! He is a detriment to our Nation &amp; a strain on global world! In order to correct situation he must immediately be impeached/resign whichever occurrences 1st Republicans in office must stand up &amp; fullfil their constitutional Duty
931673061669199872 2017-11-17 18:59:02 -0400 <alfmolly> @realDonaldTrump @WhiteHouse Hope the girls had body guards. We all know how Trump behaves.
931673059492352000 2017-11-17 18:59:01 -0400 <NDelcueto> @realDonaldTrump @nytimes Looking out for you and yours! Who are you kidding?
931673057696944128 2017-11-17 18:59:01 -0400 <mckee_heathir> .@realDonaldTrump   Hey puppet boy!!!!  Resign!!!!  https://t.co/lvDK3B9Qng
931673057391005697 2017-11-17 18:59:01 -0400 <CarolUnderhill5> @SchlatterArt @Kelisia @GOP @realDonaldTrump #SexualPredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump#sexualpredatortrump
931673055281246208 2017-11-17 18:59:00 -0400 <WickedNerdAngel> @mishacollins @realDonaldTrump Thank you for being an amazing role model for well, pretty much everyone, Misha. It's a shame that rape culture exists because it never should've existed, but hopefully we can teach our young women and men that they're valued for something OTHER than their bodies.
931673051783155712 2017-11-17 18:58:59 -0400 <jimMcveigh57> @realDonaldTrump Yea, yea. Fuck us.
931673050247864320 2017-11-17 18:58:59 -0400 <keithastevens> @MrsS0S @jackomackay @Scottroby72 @realDonaldTrump Try telling a victim of sexual assualt what Trump said is "just locker room talk". Thinking about assualting women isn't illegal but it sure as hell isn't normal.
931673049539194880 2017-11-17 18:58:59 -0400 <cubgranny> @realDonaldTrump @WhiteHouse Oh crap. How many did you grope? And just to clear thing up, in your locker room talk you said "if you're a star they let you do it". By no means were you ever a star!! Just a disgusting old man. You should be brought up on charges!
931673041179959297 2017-11-17 18:58:57 -0400 <daytonacharger> @AmericanIndian8 @POTUS @realDonaldTrump This is Very, very True and the words of a very wise man !!!
931673039892123648 2017-11-17 18:58:57 -0400 <dorizuckerman> @realDonaldTrump 1) it’s spelled Frankenstein. 2) In 1994, Trump took a 13-year-old girl to a party with Jeffrey Epstein, a billionaire who is a notorious registered sex offender, and raped her that night in what was a "savage sexual attack," according to a lawsuit filed in June 2016
931673038105522176 2017-11-17 18:58:56 -0400 <SandiG7076> @realDonaldTrump Why do u continue to lie about who benefits from that tax bill???  It sure as hell is NOT the middle class!  Total BS!
931673037383938048 2017-11-17 18:58:56 -0400 <Marsonpark> @realDonaldTrump Are you pretending this was your doing? Better seeing you in jail.
931673035056304128 2017-11-17 18:58:55 -0400 <hayes_howie> Let’s not forget our fellow Americans in the Islands @realDonaldTrump you ever going to help or just working to steal their land Just like past Rich guys did to the Native Americans. Seeing that the time frame U seem to love. Resign Now  https://t.co/trRuy8rDaP
931673034934685696 2017-11-17 18:58:55 -0400 <CheriJacobus> @moondogaudio @Voicechyk @realDonaldTrump I've posted the audio many times, as have others.
931673033407975424 2017-11-17 18:58:55 -0400 <rhonda_harbison> @HammockCurt @gymnation @ABCPolitics @ABC @realDonaldTrump Roy M. Weinstein  https://t.co/fOOZ2fyWZw
931673032061571072 2017-11-17 18:58:55 -0400 <TinaPirlot> @OpalescentMoon @EckeardD @TheEllenShow @OpalescentMoon - you are spreading untruths. The United States, the @realDonaldTrump administration, want to lift a ban on bringing elephant trophy (ivory) to the U.S.  It IS us, not them. Our @WhiteHouse is creating more demand. Creating more slaughter.
931673031596011521 2017-11-17 18:58:55 -0400 <ammnjay> @realDonaldTrump @WhiteHouse was there a team missing?  the picture is rather pale!
931673022859227136 2017-11-17 18:58:52 -0400 <marybeth2458> @AmotozioMason @realDonaldTrump Trump is in no place to comment on any of them since he’s a self-proclaimed sexual abuser‼️. He needs to be held accountable just like the rest‼️
931673020476854272 2017-11-17 18:58:52 -0400 <kvicqlo> @realDonaldTrump This is Obamas legacy  when what we desperately need is Martin Luther Kings legacy!
