1199840324274851840 2019-11-27 18:59:59 -0400 <banjo1357> @IamChicana @ScottPresler @realDonaldTrump Pendeja. Tu hablas por tu y tu sola. 🤮
1199840305513717761 2019-11-27 18:59:55 -0400 <jonesnewsfeed> @JulesReturn @Lastplace_champ @hockeyleef @AdamNutter @Diam_ond10 @sekudouu @trejrco @OneSporky @thisisaheart @junell92248868 @BobRobington @pleasuremouse @Eric88246528 @notjessagain @Staxxwelll @thisyrsmdl @JackPosobiec @realDonaldTrump 🤣 So we shouldn't believe the media?  Make up your mind lmao
1199840305207398400 2019-11-27 18:59:55 -0400 <HKwen852> @SenRickScott @realDonaldTrump And great thanks to you too! Thrilled to see this great move! #FightForFreedomStandWithHongKong
1199840305077342208 2019-11-27 18:59:55 -0400 <Dystopia992> #Thanksgiving 🇺🇸🇭🇰— Thank you @realDonaldTrump &amp; everyone in #USA! The #HKHRDA and Protect #HongKong Act are officially a law now!  https://t.co/iYhhxP9lVO  #Freedom prevails. #HongKongers keep fighting!  https://t.co/i29vDprBIy
1199840305073160192 2019-11-27 18:59:55 -0400 <hafataloguam56> @realDonaldTrump Hoax? Seems that you are a bad bad boy.
1199840305010413568 2019-11-27 18:59:55 -0400 <CCinTheNYC> @ShopgirlAlic @realDonaldTrump You fixed it!!! 🤣
1199840301613010944 2019-11-27 18:59:54 -0400 <MVSNoticias> @LeonKrauze @anafvega @realDonaldTrump @GobiernoMX @lopezobrador_ Andrés Manuel @lopezobrador_ ya ha dicho que no va a cambiar la estrategia para combatir al crimen organizado: @LeonKrauze con @anafvega 👩‍💻 para #EnDirecto por el 102.5 FM 📻
1199840300639932416 2019-11-27 18:59:54 -0400 <qxtstargazer> @TheGreatAwake17 @NoWay7790 @itsJeffTiedrich @realDonaldTrump @POTUS 😐  😑  Nobody even mentioned the name "Hillary" in this chain of tweets.  About the accounts, it's just individual people making observations about common behavior from specific ones. Politics have little to no effect on how people see the behavior.  For most of us, anyway.🤔
1199840300434411521 2019-11-27 18:59:54 -0400 <ChrisPersists> @piersmorgan @realDonaldTrump Lmao!!!
1199840299255775233 2019-11-27 18:59:53 -0400 <serlonix> @realDonaldTrump The Goat
1199840298488209409 2019-11-27 18:59:53 -0400 <Chris_LaPenta> @realDonaldTrump My 401K is very happy lately. Thank you Mr. President
1199840297796210696 2019-11-27 18:59:53 -0400 <TheDominiking> @realDonaldTrump  https://t.co/wEscQEEwOI
1199840297368391681 2019-11-27 18:59:53 -0400 <taffty2> @TelescreenMedia @realDonaldTrump After the synagogue killings. Didn’t @realDonaldTrump want to have armed guards at the doors
1199840296910999552 2019-11-27 18:59:53 -0400 <CCCC93674377> @HawleyMO @realDonaldTrump This is the best news today. Thank you Senator Hawley &amp; all yr Congressional colleagues for the leadership roles you played in passing this legislation. Thank you for Stand With HK 🙏🏻
1199840295782735873 2019-11-27 18:59:53 -0400 <CheungMatthew> @HawleyMO @realDonaldTrump Thanks
1199840292226007040 2019-11-27 18:59:52 -0400 <Christi92965066> Let’s fill Twitter with the awesome positivity of Barack Obama!  I have gone back and posted some wonderful Twitter share from him.  Let’s DROWN out the Narcissism that @realDonaldTrump spews!  @IsaacDovere
1199840291034820608 2019-11-27 18:59:51 -0400 <angelaofner> @realDonaldTrump Another lie!  Why do you lie so much?  What’s wrong with you?
1199840290594607104 2019-11-27 18:59:51 -0400 <Planetwaves20> @realDonaldTrump  https://t.co/l63tDbWShn
1199840290363920385 2019-11-27 18:59:51 -0400 <JulesReturn> @jonesnewsfeed @Lastplace_champ @hockeyleef @AdamNutter @Diam_ond10 @sekudouu @trejrco @OneSporky @thisisaheart @junell92248868 @BobRobington @pleasuremouse @Eric88246528 @notjessagain @Staxxwelll @thisyrsmdl @JackPosobiec @realDonaldTrump Based on his entire life...he has literally never done anything honorable in his life, especially financially, and you can say whatever the hell you want but there’s a reason there are nonstop investigations into him using government influence to benefit his properties
1199840290242064384 2019-11-27 18:59:51 -0400 <JessiMarsh> @UnipartyR @bunnykittenpupp @YallRCrazy @realDonaldTrump @ImsoJinxy @MisleaderC @Carlo_Agudo @PHELONIAS2 Who’s funny on your side? This coke dealer?  https://t.co/c8cVjd9qYe
1199840288845565952 2019-11-27 18:59:51 -0400 <ScubaSteve_91> @jon_bois @aubrey_huff @BernieSanders @realDonaldTrump @NRA @WatchChad  https://t.co/hS4RoyfKt1
1199840287687872512 2019-11-27 18:59:51 -0400 <therealtmac13> @HowardA_Esq @realDonaldTrump Sock Rocket reaching new heights!
1199840287578894337 2019-11-27 18:59:51 -0400 <YCLart> @TheSpecktator @realDonaldTrump Inappropriate Kerry. Inappropriate. 😑  https://t.co/wMlC57mklP
1199840284630118402 2019-11-27 18:59:50 -0400 <carolgrammalama> @realDonaldTrump Are you freaking kidding me? Good luck with that.
1199840284294516736 2019-11-27 18:59:50 -0400 <Edwinhdz04> @realDonaldTrump More like...  https://t.co/7MRXIvtJeY
1199840283514613760 2019-11-27 18:59:50 -0400 <mark_depass> @IngrahamAngle @FLOTUS @realDonaldTrump Well said Laura
1199840282554093568 2019-11-27 18:59:49 -0400 <Michael57232929> @realDonaldTrump Now we realize, of course.  You tweeted, therefore truth has spewed from your mouth. Don’t think so butter bean.
1199840279286693888 2019-11-27 18:59:49 -0400 <GrowtheFKUP> @joemonroe16 @ComfortablySmug @realDonaldTrump There isn't now that it has been won  https://t.co/0vR52FpRBC
1199840278242304006 2019-11-27 18:59:48 -0400 <Toni58623231> @Yo_RightGirl @thegoodgodabove @realDonaldTrump I know I use this alot but that’s how I feel everyday of my life since 2016.  https://t.co/JlHsB0VZRw
1199840277269270531 2019-11-27 18:59:48 -0400 <HpnsKarma> @realDonaldTrump Nice try.
1199840277235675136 2019-11-27 18:59:48 -0400 <alanchapman11> @Trumplican0071 @TeamTrump @realDonaldTrump Even the Alein is creeped out by sleepy Joe
1199840275084009473 2019-11-27 18:59:48 -0400 <ThoughtsOfTony> @realDonaldTrump  https://t.co/b6UclVjF1y
1199840274488279040 2019-11-27 18:59:48 -0400 <Duckypam> @brumski1 @MatthewJshow @realDonaldTrump Why can’t the left meme? #sad
1199840271623737344 2019-11-27 18:59:47 -0400 <WidowedbyPTSD> @realDonaldTrump Overwhelming supporting from Floridians? You mean those Floridians who refused to even watch the Impeachment Inquiry because they think " He's a good man."  That was a great news report. You should have watched it. Everyone else did.
1199840267743969285 2019-11-27 18:59:46 -0400 <pjsheehan1> @realDonaldTrump Not a good trend, Narcissus!  https://t.co/TbdSBgtn9j
1199840266779267074 2019-11-27 18:59:46 -0400 <smoothasice1973> @realDonaldTrump  https://t.co/Ue8XNWvF5K
1199840266670235651 2019-11-27 18:59:46 -0400 <ghboysdad> @RepDougCollins @realDonaldTrump You mongrel,You think anyone who tells the truth is a never Trumper,Nice that you equate truth w Democrats..Those Career professionals who value doing their jobs w integrity and honor,You on the other hand,Corrupt and Defective unable to even pretend you have good character #UAss
1199840265470648320 2019-11-27 18:59:45 -0400 <Nai_Laaah> @realDonaldTrump jsuis dcd
1199840264975790082 2019-11-27 18:59:45 -0400 <Boy420Dog> @EricTrump @realDonaldTrump Meanwhile, back on planet earth...  https://t.co/YOGTl546mo
1199840261746102275 2019-11-27 18:59:45 -0400 <Johnston4654> @realDonaldTrump Wrong again! You can't compel anything in the Congress or the House! They set the rules, not you! No one in the House can make it so and it will not happen. Your the one being impeached. Tyrant! This is not the corrupt UAE or any other dictatorship that you suck up to!!!!!
1199840261628669956 2019-11-27 18:59:44 -0400 <KathySchultheis> @ScottPresler @realDonaldTrump Thanks Scott ... You are a true patriot we need more like you ... Happy Thanksgiving 🦃
1199840261402181633 2019-11-27 18:59:44 -0400 <GaryThurner> @evanasmith @jaketapper @POTUS @realDonaldTrump I’m a Trump supporter. A combat Vet. And there is a lot of truth in this
1199840261238640641 2019-11-27 18:59:44 -0400 <BBChickBrueck> @realDonaldTrump In your DREAMS ya #POSpervertPOTUS !!!!!!!!  This is barely your "real" face!!!!!!! 😱🤣😂🤣😂🤣🤯
1199840259950993409 2019-11-27 18:59:44 -0400 <KathyA11> @joncoopertweets @realDonaldTrump This song actually got a lot of airplay on the NYC AM stations (WMCA and WABC) until it was pulled.
1199840259686772736 2019-11-27 18:59:44 -0400 <cescgalietti> @realDonaldTrump Surrealist...
1199840258319405057 2019-11-27 18:59:44 -0400 <DCMEM> @realDonaldTrump I’m sure Trump used the Russian Ivan Drago’s body for this photoshop job.  Like Drago, Trump’s “a man with an entire country in his corner.”  Sadly, that country is Russia.  #sounpresidential #obamawouldhavenever
1199840257979699201 2019-11-27 18:59:44 -0400 <tree_mia> @jaydenj_j @realDonaldTrump 😂😂😂he's so vile and deranged
1199840257954455554 2019-11-27 18:59:44 -0400 <PaulAlcohol> @christc_server @HoodlumRIP @realDonaldTrump And now it's unavailable. But instead of asking questions like, "Whyd you pick this gif?" since it makes absolutely no sense... You and a hoard of morons attack me and call me a Trump supporter. So, great job looking like the tolerant ones.
1199840256629133312 2019-11-27 18:59:43 -0400 <alexlloyd723> @wtfdoyoucare4 @PattyArquette @aubrey_huff @BernieSanders @realDonaldTrump @NRA @WatchChad OK, yes, I know. But presidents also have to approve all spending and tax cuts. That's why ultimately the state of the economy and deficit redound to the president.
1199840256079605762 2019-11-27 18:59:43 -0400 <GroovyGrovin> @realDonaldTrump  https://t.co/tXBJbM5WDm
1199840250497052672 2019-11-27 18:59:42 -0400 <Pagramma148> @realDonaldTrump
1199840249570103298 2019-11-27 18:59:42 -0400 <geovann03450159> @lov_eem @UniquaBoi @muz47123 @stoleyourcarlol @chi_polock @SKhan_0786 @s_msr86 @realDonaldTrump  https://t.co/WZ1MEfVf8Q
1199840249171632128 2019-11-27 18:59:42 -0400 <LoriNJ1219> @EricTrump Just more proof @realDonaldTrump is a POS
1199840249028993025 2019-11-27 18:59:41 -0400 <DavidDaibarry70> @a_standal @fred_guttenberg @realDonaldTrump Wow! 🤣🤣
1199840247367917570 2019-11-27 18:59:41 -0400 <EricX619> @NickAdamsinUSA @realDonaldTrump FTP
1199840243878416385 2019-11-27 18:59:40 -0400 <ThoughtsOfTony> @realDonaldTrump  https://t.co/SzCyX4Yerd
1199840242204700675 2019-11-27 18:59:40 -0400 <brianbotkiller> @realDonaldTrump You're such a fucking tool
1199840241076584452 2019-11-27 18:59:40 -0400 <KnowYourObama> @GovMikeHuckabee @realDonaldTrump Western Journal, whatever that is, cited Emerson polls. There is no such poll that I could find at Emerson  https://t.co/ztgyKiLjzR Anyone have a link or is this more trumper disinformation?
1199840240342458368 2019-11-27 18:59:39 -0400 <sukimoto1000> @GOPChairwoman @realDonaldTrump They sit on their tush spewing words instead of legislating for the people who are paying them. Vote them all out!!!
1199840239784611840 2019-11-27 18:59:39 -0400 <C92Crs> @HawleyMO @rocephinyeung @realDonaldTrump Thanks for supporting HongKong.  🙏🏿
1199840238132252672 2019-11-27 18:59:39 -0400 <CanresaMacKinn2> @H_MitchellPhoto Lot of hangings happening when #Trump is connected. No wonder why the put people in #Protection from you @realDonaldTrump #PutinHelpingOutAgain
1199840236077035520 2019-11-27 18:59:38 -0400 <tishanncg> @LGPDownState @GOPChairwoman @realDonaldTrump No don't do that to Stallon.
1199840229743583234 2019-11-27 18:59:37 -0400 <dglnkle> @AdriannaPennino @realDonaldTrump @Mauigirl52 No ones home is there  in your head, our children are going to in a living hell with trump denying scientific facts, and you are fawning over a fake photo of trump, Adrianna and bragging about it that your into old fake men with stolen money and no brains good lck
1199840229391323136 2019-11-27 18:59:37 -0400 <shelligirl40> @realDonaldTrump  https://t.co/CRzMwMvBPW
1199840228405469184 2019-11-27 18:59:37 -0400 <Ash85462186> @benedictrogers @realDonaldTrump @BorisJohnson @foreignoffice @10DowningStreet @lukedepulford @hk_watch @Stand_with_HK @TomTugendhat @DominicRaab Thank you for the good news! 🇭🇰Dear world, we NEED your support to reiterate our freedom and democracy!
1199840228330135552 2019-11-27 18:59:37 -0400 <AwesomeZFighter> @atrai1288_asss @_CalebGray @WHlTORlCANDON @BravetheBearLA @LuciferMartyr @FlawIessCowboy @HDarthPancakes @dhauldren1 @WinterRae82 @DoxsieKatrina @aubrey_huff @BernieSanders @realDonaldTrump @NRA @WatchChad If impeachment doesn't work then take the fight to the polls. Like the Democratic Republic we are
1199840228065845248 2019-11-27 18:59:36 -0400 <aphoenixx> @JVER1 @FIGHT_2_KAG @realDonaldTrump ...the ugly face of evil.
1199840227663237120 2019-11-27 18:59:36 -0400 <ThoughtsOfTony> @realDonaldTrump  https://t.co/X7H8AZ0TTT
1199840227201888257 2019-11-27 18:59:36 -0400 <kidhammer> @Lawrence @realDonaldTrump Hopefully he’s the first casualty of his perceived civil war
1199840224307605504 2019-11-27 18:59:36 -0400 <CarolCh13888762> @HawleyMO @realDonaldTrump Thank you Senator Hawley! It couldn't have been achieved without your support!
1199840223296802817 2019-11-27 18:59:35 -0400 <AndyInNorCal> @realDonaldTrump  https://t.co/AdiosQ9uOp
1199840222709551104 2019-11-27 18:59:35 -0400 <GizaRu> @RiotMorello @RiotSupport @RiotSupportEU @BarackObama @BernieSanders @realDonaldTrump  https://t.co/L0NiXbA9Wa
1199840222227451906 2019-11-27 18:59:35 -0400 <BackToMeResist> @HowardA_Esq @AngelaBelcamino @realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣
1199840222088957952 2019-11-27 18:59:35 -0400 <djss40> @realDonaldTrump @POTUS Another lie.
1199840221925240832 2019-11-27 18:59:35 -0400 <ClarkKentUS> @realDonaldTrump #WarOnThanksgiving  https://t.co/flgMDa36a6
1199840220465762304 2019-11-27 18:59:35 -0400 <HTAYLOR13254266> @Rockprincess818 @realDonaldTrump How do you get through the day without a lick of sense?
1199840218897113089 2019-11-27 18:59:34 -0400 <steakhow> @realDonaldTrump You wish! It's not going away, but you are
1199840218443968512 2019-11-27 18:59:34 -0400 <nick_a_taylor> @realDonaldTrump Constantly seeking validation...
1199840217873764352 2019-11-27 18:59:34 -0400 <rdickens31> @RichNVegas4 @JoeBiden @realDonaldTrump Just a tad!🤣
1199840216770662405 2019-11-27 18:59:34 -0400 <RCD_NY> @SexCounseling @realDonaldTrump Sorry, your country is more divided these days.
1199840216694919170 2019-11-27 18:59:34 -0400 <PreemieNNP> @realDonaldTrump Lying Donnie at it again!
1199840216586043392 2019-11-27 18:59:34 -0400 <leigh_league> @realDonaldTrump The age of the GOP is waning. The rats are fleeing the burning ship.
1199840215436857344 2019-11-27 18:59:33 -0400 <mymimi21> @realDonaldTrump @FoxNews Figures Fox entertainment lol
1199840215260467200 2019-11-27 18:59:33 -0400 <59_JDC> @cpernell8521 @Newsweek @realDonaldTrump I'm sure you have read about that. Why was the aid released? Because Trump found out he would be outed.  https://t.co/M49rks3ik4
1199840214392463360 2019-11-27 18:59:33 -0400 <Raven592> @tturnt1 @James85674166 @AngelaBelcamino @realDonaldTrump 4 our of 5 Dentist prefer sugarless gum. Which by now you would think most people would know means absolutely nothing.Exceot more people brought sugarless gum.
1199840213691817984 2019-11-27 18:59:33 -0400 <ContesadeSange> @lastautobot1 @realDonaldTrump And hopefully he'll take 95% of the Republican Party with him.
1199840213264224256 2019-11-27 18:59:33 -0400 <hkcentraler> @SenateForeign @POTUS Thank you @realDonaldTrump 🙏🏼🙏🏼 and all Congressmen for #StandWithHongKong &amp; this will NOT be the end of HongKongers seeking democracy &amp; freedoms until universal suffrage takes place at the territory
1199840212802654213 2019-11-27 18:59:33 -0400 <AlfredGroves11> @GovMikeHuckabee @realDonaldTrump 🖕
1199840212165300224 2019-11-27 18:59:33 -0400 <urlys_com> @realDonaldTrump Who's your daddy?  https://t.co/y5y8WXDaiN
1199840210802139136 2019-11-27 18:59:32 -0400 <CrystalDelegate> @realDonaldTrump  https://t.co/gled1O0MpV
1199840210349150210 2019-11-27 18:59:32 -0400 <TheRealJ_Money> @realDonaldTrump Congrats! You’ve got 95% of 24% of the country.. Do the math and let that sink in..
1199840209816428544 2019-11-27 18:59:32 -0400 <SMSCats2> @realDonaldTrump You mean all 5,000 of them?  🤣🤣🤣🤣  People are LEAVING the Republican party in droves because of your corrupt administration!  https://t.co/tLA9FRRfxX
1199840209023750161 2019-11-27 18:59:32 -0400 <JamesKirton13> @realDonaldTrump Wow you guys are pretty sore free market capitalism and freedom are making everyones lives better. You might need a hug.
1199840208520388609 2019-11-27 18:59:32 -0400 <TheAntiPolitic> @socalaura @itsJeffTiedrich @realDonaldTrump I dont understand why people support impeachment. I'm not a huge Trump fan, but he has committed no provable crimes, thus he should not be impeached. Disagreeing with the president, which I do in several things, is not a reason to impeach him.
1199840207920664576 2019-11-27 18:59:32 -0400 <JGaidiess> @realDonaldTrump When are you going to decide you don’t want to call any witnesses!!
1199840207656214528 2019-11-27 18:59:32 -0400 <CathyBr67985520> @Lrihendry @realDonaldTrump Well girl here he is  https://t.co/i9jfQu8TkP
1199840207488598016 2019-11-27 18:59:32 -0400 <SachsenGaming> @realDonaldTrump @nordrheintv
1199840207392165888 2019-11-27 18:59:32 -0400 <fandrwho> @realDonaldTrump WHY ?
1199840207358451712 2019-11-27 18:59:32 -0400 <ST_Jimmy15> @HawleyMO @realDonaldTrump Thank you so much for pushing the #HongKongHumanRightsDemocracyAct . We will still try hard to fight for the five demands.
1199840207266168832 2019-11-27 18:59:32 -0400 <WashYourHands55> @realDonaldTrump Have you ever wondered:  Of ALL the things trump has promised, I can’t think of 1 that has made MY life better  Healthcare not lower Min wage not higher Roads crumbing Threatening social sec Schools still terrible Racism worse Environment worse   #TrumpBetraysUS
1199840206846865408 2019-11-27 18:59:31 -0400 <CarlosSiicario> @realDonaldTrump This is an affront to ROCKY fans the world over....
1199840206486040576 2019-11-27 18:59:31 -0400 <haven_andy> @brumski1 @MatthewJshow @realDonaldTrump Don't be a hater!
1199840201939570688 2019-11-27 18:59:30 -0400 <siofanscom> @aubrey_huff @BernieSanders @realDonaldTrump @NRA @WatchChad Idiot
1199840201675280384 2019-11-27 18:59:30 -0400 <TrustData2> @ChrisWalkerOhio @edaniels907 @MatthewJshow @WhiteHouse @realDonaldTrump 324 HOUSE PASSED BILLS.. many are bi-partisan.  Why won't #massacremitch bring those for vote?  House, Senate, &amp; prez* were @GOP.. '17 &amp; '18..  Should have completed many investigations, passed their health care, done what they wanted...  @realDonaldTrump @GOP tRumplicans
1199840201125830658 2019-11-27 18:59:30 -0400 <JuanchoooDiaz> @realDonaldTrump  https://t.co/64rDjbiWgm
1199840201092280330 2019-11-27 18:59:30 -0400 <Realfafman> @____A____Cqqq @poliagno1 @WalshFreedom @jaketapper @realDonaldTrump Then you should have no problem waiting for the next election, but you know he will win even bigger this time.
1199840200370688000 2019-11-27 18:59:30 -0400 <Glimmer_HopeHK> @SenRickScott @MiffyPekkle @realDonaldTrump Thank you! Thank you every ppl who is standing out &amp; speaking out for HongKong! It means a lot to us to HongKong!!! 😭 #StandWithHongKong #HongKong #HongKongProtests
1199840200198746112 2019-11-27 18:59:30 -0400 <MGudowitz> @BillOReilly @realDonaldTrump Fox fired u 4 sexual harassment tucker has better numbers u were just a prouduct of 8pm on fox any human  with a pulse can get numbers
1199840199834030080 2019-11-27 18:59:30 -0400 <FireOnIce54> @realDonaldTrump This shit again?  Do you have it on auto-tweet or something?
1199840199196364801 2019-11-27 18:59:30 -0400 <Shirley09814518> @danhill2011 @realDonaldTrump @WhiteHouse Impeachment prevents him from running for any office ever! What did I read??
1199840197371813888 2019-11-27 18:59:29 -0400 <s_armyonce> @NikkiHaley @realDonaldTrump Thankyou for standing with us. Thankyou v much &lt;3 #StandwithHK #FreeHK
1199840193978744836 2019-11-27 18:59:28 -0400 <libertytrader17> @mrctv @realDonaldTrump Haha! What exactly does he think "everything we stand for" actually is?
1199840193924227073 2019-11-27 18:59:28 -0400 <Doug520_> @realDonaldTrump 75%
1199840193865404417 2019-11-27 18:59:28 -0400 <shenjunjie2011> @realDonaldTrump GOD BLESS THE CHINA TOO!
1199840193815228417 2019-11-27 18:59:28 -0400 <AndrewKPur> @realDonaldTrump  https://t.co/UjxN2A0b0O
1199840193777299456 2019-11-27 18:59:28 -0400 <MikeJ96121839> @torpeto @itsJeffTiedrich @realDonaldTrump He at least posted a source that you can cross reference. Trump did not. I find it funny that you are critical of this and not Trump's statement that completely lacks a source.
1199840193651642368 2019-11-27 18:59:28 -0400 <rafcalmd> @realDonaldTrump #YouWish
1199840192841928705 2019-11-27 18:59:28 -0400 <ryanpparrish> @realDonaldTrump  https://t.co/weD3DmyWHj
1199840192464642050 2019-11-27 18:59:28 -0400 <CarlD516> @realDonaldTrump In your dreams Jabba!
1199840192355549184 2019-11-27 18:59:28 -0400 <Davondae> @realDonaldTrump 🤣🤣
1199840191931932672 2019-11-27 18:59:28 -0400 <jammorton> @piersmorgan @realDonaldTrump  https://t.co/Ycf3z8pAKW
1199840190870818816 2019-11-27 18:59:28 -0400 <heynyc> @TheRightMelissa @realDonaldTrump This is a lie....   lies lies lies.
1199840189172113411 2019-11-27 18:59:27 -0400 <PlaceAnn> @TheRightMelissa @realDonaldTrump No he doesn’t.
1199840188492595201 2019-11-27 18:59:27 -0400 <stansturg> @realDonaldTrump  https://t.co/SPuZKwS2Q9
1199840187150458881 2019-11-27 18:59:27 -0400 <vmk1225> @realDonaldTrump Which you did not know until weeks after you held up the money.
1199840183006326784 2019-11-27 18:59:26 -0400 <RepugnantCon1> @James85674166 @MapleTommy @HoodlumRIP @realDonaldTrump Lol, a single shithole in Florida...
1199840182859640833 2019-11-27 18:59:26 -0400 <DJSteveTanner> @realDonaldTrump Yup.  The Republicans have become a party of whack jobs. 🙄
1199840180451987457 2019-11-27 18:59:25 -0400 <Nan17652666> @Mrtimrock @realDonaldTrump Is she pregnant... or just plan fat
1199840180062031872 2019-11-27 18:59:25 -0400 <timeload77> @EdPlant62 @ODgamesandANIME @CptAutism @OldEnglishSoul @larbet @gissnankim @itsJeffTiedrich @realDonaldTrump 3621 again no proof of nefarious intent. Having done some minor programming bugs and errors happen regardless of the best efforts to stop them.
1199840178082209792 2019-11-27 18:59:25 -0400 <copterpilotla> @MaryPhillips6 @itsJeffTiedrich @realDonaldTrump Butter Bean Trump
1199840176832270337 2019-11-27 18:59:24 -0400 <GekokujoRhythm> @realDonaldTrump Why are you the way that you are?
1199840176794750977 2019-11-27 18:59:24 -0400 <WitmerCarl> @LouTelano @realDonaldTrump Awesome
1199840173711691776 2019-11-27 18:59:24 -0400 <bromoore> @realDonaldTrump Unicorn poop.
1199840172155662337 2019-11-27 18:59:23 -0400 <pizzmoe> @TeamTrump @realDonaldTrump You guys are a hoot.
1199840171639951361 2019-11-27 18:59:23 -0400 <SomeWelder> @SmooveCaulk @Drewcifuer26 @RdNekFilosifer @GeeGee23 @CommonBandit @JawelZim @BenRicePhotos @drmistercody @aubrey_huff @BernieSanders @realDonaldTrump @NRA @WatchChad Every single thing the government gets involved in, gets more expensive.  These children aren't experienced enough to realize that.
1199840169375027200 2019-11-27 18:59:22 -0400 <ddavenport213> @SenTedCruz @realDonaldTrump U need to Resign ASAP Ted
1199840168968163328 2019-11-27 18:59:22 -0400 <Mekebab> @realDonaldTrump More like  https://t.co/049yHmO9Jq
1199840167693037568 2019-11-27 18:59:22 -0400 <LittleMamaKin> @SenTedCruz @realDonaldTrump He had no choice. You give him undue credit.
1199840167470804993 2019-11-27 18:59:22 -0400 <Kef1024> @AOC Who was President in 2015 when this was set up? I’ll wait.  This story probably would have broke in 2016 but the Media didn’t crawl out of President Obama’s arse until Trump won the election.  Enjoy @realDonaldTrump second term lunatic.
1199840165738491904 2019-11-27 18:59:22 -0400 <bert87819886> @realDonaldTrump you know, you represent all americans right? not just republicans?
1199840165335912449 2019-11-27 18:59:22 -0400 <unite_and_fight> @TLSherwood1 @CivilRightsAd @realDonaldTrump Although to those with a very bizarre idea of a "hero."
1199840164589162496 2019-11-27 18:59:21 -0400 <TatsujinUK> @intheboombox @propublica @realDonaldTrump @RudyGiuliani covered for him, intimidating witnesses, plea deals, dropping cases etc and still is
1199840162529849345 2019-11-27 18:59:21 -0400 <DanKelly7> @seanhannity Oh poor SHADY @RepAdamSchiff like your last attempt, this one fizzling out and AGAIN your credibility taking a HUGE HIT LMAO you laughing to @realDonaldTrump hey SHADY how did you like your new doll from @w_terrence
1199840160885678082 2019-11-27 18:59:20 -0400 <16RoLynn> @RudyGiuliani @realDonaldTrump He easily makes 10X's more playing golf at his own properties. Plus, he probably gets his "donations" back when he files his taxes. #DonTheCon  Just wait Rudy, he's revving up the bus for you. 🚍
1199840156833894400 2019-11-27 18:59:19 -0400 <natalie3d27> @realDonaldTrump You are real hero! Thanks for signing the bill 🙏💪🏻❤️
