1053435621891629057 2018-10-19 19:59:58 -0400 <Aleft1> @thehill @realDonaldTrump  https://www..com/watchyoutube?v=NkaNHYxlVhY
1053435467805478913 2018-10-19 19:59:22 -0400 <JCRatchSR> @mheatherly3 @GenMhayden @realDonaldTrump No sane person supports open borders. That is ridiculous. We need immigration to allow our country to function. Border arrests have decreased from 1.6m to 350k. This is a solution looking for a problem.
1053435466198986753 2018-10-19 19:59:21 -0400 <johnmccrary_> @realDonaldTrump Yes sir that is what the American people want.
1053435465435676672 2018-10-19 19:59:21 -0400 <ReallySunnyDay> @ChadPergram again, like Moscow Mueller's direct &amp; indirect "indictments"... what does this have to do with @realDonaldTrump? because Fake News Media will inevitably, invariably blame Trump somehow...
1053435465305600000 2018-10-19 19:59:21 -0400 <Vtstrong1> @MichaelAvenatti @realDonaldTrump  https://t.co/5EnfnuqmUd
1053435465234149378 2018-10-19 19:59:21 -0400 <inspire1818> @realDonaldTrump Fake news from a fake president. #PleaseResign resign  https://t.co/LHsVwYAZPC
1053435464827461637 2018-10-19 19:59:21 -0400 <youssefaltyeb> @The_Trump_Train @realDonaldTrump Jobs Not Mobs Trump 2020 T-Shirt  https://t.co/qh7YJUy7Qm
1053435464797933568 2018-10-19 19:59:21 -0400 <457kev> In the case of @realDonaldTrump I do believe he is both ignorant and dishonest not to mention hypocritical, racist Etc. Oops sorry I mentioned it my bad. @Thom_Hartmann @Toure @StephMillerShow
1053435462671589376 2018-10-19 19:59:20 -0400 <cumming_karen> @howardfineman @realDonaldTrump Trump will not do a damn thing
1053435460905660416 2018-10-19 19:59:20 -0400 <thenank001> @realDonaldTrump YOU TAKE YOUR ORDERS FROM RUSSIA, SAUDI ARABIA AND NORTH KOREA.
1053435460213567488 2018-10-19 19:59:20 -0400 <_my_pov> @rstet1 @EdKrassen @realDonaldTrump DONNY LOVES you when you feed him the lies he LIVES ON!  WOOF WOOF!
1053435458607374336 2018-10-19 19:59:19 -0400 <Stevepoges> @realDonaldTrump What happened to lying Ted, should we call you flipping Donald #flippingDonald
1053435452995330048 2018-10-19 19:59:18 -0400 <BipolarAmerican> @itsallokay22 @NBCNews @akam242424 @BetoORourke @FoxNews @BarackObama @realDonaldTrump Beto wasn’t charged with hit &amp; run. If there’d been enough evidence, Prosecutor would’ve charged him. It’s not what you know, it’s what you can prove, only applies to Dems? Cuz it doesn’t apply to Trump or his crimes of which there is ample evidence willingly ignored by his Cult.  https://t.co/Io8vv2l1ei
1053435450822721536 2018-10-19 19:59:18 -0400 <BrandonnJG> @realDonaldTrump @ComfortablySmug  https://t.co/xPkK8sgMCg
1053435447232421888 2018-10-19 19:59:17 -0400 <EasyMadeEasy> @rgammon51 @realDonaldTrump  https://t.co/v5J2EYYWjA.
1053435446687088640 2018-10-19 19:59:17 -0400 <KayeBlack19> @ForeverLogical @realDonaldTrump @googlenews I DONT THINK THAT INCITES VIOLENCE!!   CRYBABIES!!
1053435446108205056 2018-10-19 19:59:16 -0400 <signorex3> @CubanCimarron @TCash_33 @realDonaldTrump  https://t.co/9FK9vZX9mp
1053435445479124992 2018-10-19 19:59:16 -0400 <JAZZCAT1221> @krassenstein @realDonaldTrump #FakeNews  This ALL STARTED UNDER THE OBAMA ADMINISTRATION!!!  SEEMS you FAILED to MENTION THAT.  Go Figure!!!
1053435441331011584 2018-10-19 19:59:15 -0400 <NoToTheRight> I think Nikki Haley sends a tingle up @HardballChris Matthews leg. I guess he’s forgotten she’s a extreme right wing radical who has supported @realDonaldTrump’s policies including putting children in cages. We must never forget!
1053435441150640130 2018-10-19 19:59:15 -0400 <Dissent_Now> @stronggate1 @realDonaldTrump meatus headus
1053435441142210560 2018-10-19 19:59:15 -0400 <jon_kinsley> @realDonaldTrump @realDonaldTrump @FLOTUS Good Afternoon! Good luck &amp; prayers for a fun, safe, &amp; successful #TrumpMAGARally Thanks to the "Great" women &amp; men of Arizona for supporting you, @RepAndyBiggsAZ @RepMcSally @GOP candidates, and for helping to #MakeAmericaGreatAgain 👍😃👌 #VoteGOPin2018
1053435439154028545 2018-10-19 19:59:15 -0400 <RorschachSmudge> @GovBrewer @realDonaldTrump @POTUS I don't agree with your politics, but you were great as Magda in "There's Something About Mary."
1053435436968734721 2018-10-19 19:59:14 -0400 <Pancholeoon> @realDonaldTrump  https://t.co/vKPNd23l8Q
1053435432338407425 2018-10-19 19:59:13 -0400 <eyeofthegoddess> @realDonaldTrump  https://t.co/lQdh3cVVzJ
1053435432195768321 2018-10-19 19:59:13 -0400 <Marsha47320449> @realDonaldTrump  https://t.co/06BbRpwsnV
1053435429364658178 2018-10-19 19:59:12 -0400 <onezepplin1> @EdKrassen @krassenstein @realDonaldTrump BREAKING:  Chip N Dale on the loose.
1053435428810850304 2018-10-19 19:59:12 -0400 <EverythingZebra> @thehill Donnie the Mob Boss whines about Democratic Mobs as he praises violence. That's rich, and not the money kind. "Intellectual" Eric stands for what ever his dad @realDonaldTrump tells him to or else it's a big ol' kiss on the cheek, Fredo.
1053435427863121921 2018-10-19 19:59:12 -0400 <dreamarino> @realDonaldTrump You sound scared Donnie
1053435425912631296 2018-10-19 19:59:12 -0400 <ocdemgirl> @realDonaldTrump How about Jobs for Mobs! Tiki torch maker and Nazi tattoo artist! Get in on the ground floor!
1053435425333772288 2018-10-19 19:59:11 -0400 <Ejl86836256> @Jamierodr10 @ArizonaKayte @realDonaldTrump No more parking for the Rally it all full.
1053435424226586624 2018-10-19 19:59:11 -0400 <smithcl49341> @LindseyGrahamSC @realDonaldTrump This tweet didn’t age well - from yesterday.  Care to try again?
1053435424180334592 2018-10-19 19:59:11 -0400 <Ty_Jones1981> @RegJoePrichard @ireneandrade10 @BillWeirCNN @realDonaldTrump But don’t worry you got cool awesome Memes. #CantFixStupid
1053435420686483456 2018-10-19 19:59:10 -0400 <FelitaSample> @ConservativePTZ @MetzCmetz @realDonaldTrump We need to do whatever takes to keep illegal mexicans and illegals period out of the U.S.A.
1053435419956785152 2018-10-19 19:59:10 -0400 <Proven_Right> @realDonaldTrump You've made not only the Republican party strong but America as whole. Vote Red!
1053435416643338240 2018-10-19 19:59:09 -0400 <TexasJul> Mr President &amp; #CongressionalGOP: @JoaquinCastrotx is the one who needs to be investigated for announcing on a POC, international television STATION - CNN - (that still has no ratings!) that "they" were saying such nonsense. Who's they? @realDonaldTrump @GOP #Texas can do better.
