1030242803253735424 2018-08-16 19:59:59 -0400 <JustgoawayDT> @RichHamblin11 @2020fight @realDonaldTrump You as well
1030242795175469058 2018-08-16 19:59:58 -0400 <Marcelo74057456> @realDonaldTrump  https://t.co/lb0wUhpzGp
1030242795137597440 2018-08-16 19:59:58 -0400 <lerayne59> @realDonaldTrump @FoxNews @LouDobbs Oops! Can’t wait until Omarosa releases the secret tape on the Russian meeting in Trump Towers - you know, the one about Russian adoptions! He...he...he...
1030242794441519104 2018-08-16 19:59:57 -0400 <Slavens97> So @realDonaldTrump wants to be a dictator. At least he has the dick part locked in...  #Resist #TrumpTreason #TrumpDerangementSyndrome #MAGA  “Death Spiral”: Why Omarosa Totally Triggered Trump  https://t.co/lz1yvxdNOH
1030242794110103554 2018-08-16 19:59:57 -0400 <Northendbankz> @PeggyBurgess17 @DirtyDeg @DinoHelper @TheMajorityUSA @RealCandaceO @OMAROSA @realDonaldTrump @FoxNews @POTUS and keep in mind there is still an active investigation into Russian collusion an investigation that has several people connected to the president cooperating
1030242793921421318 2018-08-16 19:59:57 -0400 <LTrctrc> @realDonaldTrump For someone who claims to be innocent, you sound awfully guilty.
1030242792558276610 2018-08-16 19:59:57 -0400 <DeplorableRuski> @2020fight @realDonaldTrump Yall always talking about trump being a dictator then demand him to skip proper channels to get something done that "Isnt being done fast enough." Make your mind up.
1030242792172216320 2018-08-16 19:59:57 -0400 <Steffen124> @servivigiledeus @TylerGillean @vpi75wood @DCraelin @phelps_jd @Comey @BurtCarey @chm_chuck @DCalhounActor @jwesterholt @racerx13 @Spockrocka @Esmitha7 @RonWyden @maryannemarsh @realDonaldTrump @NE_Progressive @CNN @MSNBC @billmaher @TheDon_45 A co stitutionsl republic that relies on the democratic process to elect its representatives. No one is talking about absolutes. The Constitution requires the exercise of democracy.
1030242791559974912 2018-08-16 19:59:57 -0400 <benyusufc> @JosephTafolla98 @AndreBreillatt @realDonaldTrump it is completely lie.
1030242791547461634 2018-08-16 19:59:57 -0400 <Glockingbird> @guduk_zafer @WhiteHouse @POTUS @UN @realDonaldTrump @VP  https://t.co/7rb1gs4d4y
1030242791547461633 2018-08-16 19:59:57 -0400 <CarolSGardenFly> @realDonaldTrump WRONG. Much of the dossier has been proven accurate.
1030242791023144965 2018-08-16 19:59:57 -0400 <rbrioneslaw> @realDonaldTrump @FoxNews @LouDobbs You should know! You’re the expert
1030242789618065409 2018-08-16 19:59:56 -0400 <Justifi37584537> @realDonaldTrump God bless and keep you for us Mr President!!! I love your stand.
1030242789454430208 2018-08-16 19:59:56 -0400 <bradktoll> @realDonaldTrump Did you mean wouldn’t
1030242788766572544 2018-08-16 19:59:56 -0400 <sothenkatiesays> @realDonaldTrump @FoxNews @LouDobbs He... Asked for help... FROM an oligarch? Or help defeating one, or...
1030242788447637504 2018-08-16 19:59:56 -0400 <mario_bono> @realDonaldTrump @FoxNews @LouDobbs Since you didn't do anything wrong, you should be able to truthfully answer Mueller's questions.
1030242788036751360 2018-08-16 19:59:56 -0400 <VivianKehl> @realDonaldTrump  https://t.co/oTLHXTfdec
1030242787051098117 2018-08-16 19:59:56 -0400 <MearaScotty> @realDonaldTrump Thank you sir
1030242785708986368 2018-08-16 19:59:55 -0400 <LLoriCC> @realDonaldTrump Hey Donnie, feeling nervous tonight or just constipated?
1030242785276960768 2018-08-16 19:59:55 -0400 <musademirci3> @Kurdist50221832 @Sul6an_0_ @realDonaldTrump Sen rüyanda görürsün Ermeni tohumu .
1030242785046224896 2018-08-16 19:59:55 -0400 <Mr___Sub> @realDonaldTrump  https://t.co/M59q2GCinf
1030242783880245254 2018-08-16 19:59:55 -0400 <libertygurl09> @NYGovCuomo @realDonaldTrump Fact: The Republican Party was founded primarily to oppose slavery, and Republicans eventually abolished slavery. The Democratic Party fought them n tried to maintain and expand slavery. The 13th Amendment, abolishing slavery, passed in 1865...2
1030242783452385280 2018-08-16 19:59:55 -0400 <KirimiKilymi> @realDonaldTrump Senate is saying you don't matter....Media is NOT the ENEMY of the PEOPLE.
1030242782911164418 2018-08-16 19:59:55 -0400 <509ShawnG> @realDonaldTrump  https://t.co/56HF6DZm7t
1030242782877601792 2018-08-16 19:59:55 -0400 <CoffeeBeBestest> @GeraldoRivera @OMAROSA @LaraLeaTrump @realDonaldTrump That is fucking hilarious.
1030242782617776128 2018-08-16 19:59:55 -0400 <bettybarb1> @realDonaldTrump Donald, YOU really could learn a few things from President Obama. Like how to pay respect!
1030242781610962945 2018-08-16 19:59:54 -0400 <pedroBigE> @realDonaldTrump And what do you do when they kick you out of Incilik and Izmir air bases????
1030242779731881984 2018-08-16 19:59:54 -0400 <StrayMagicGamer> @realDonaldTrump Idiot narcissists hiring idiot narcissists. Way to go Donnie Dumbass.
1030242778926604288 2018-08-16 19:59:54 -0400 <megcole50> @realDonaldTrump Then why are you so mental and scared?  https://t.co/Mk75I6nvnP
1030242777651720193 2018-08-16 19:59:53 -0400 <thedecider99> @realDonaldTrump Trump is “cutting back on Turkey.”  https://t.co/YWF4oy6PDN
1030242776024313857 2018-08-16 19:59:53 -0400 <matuzalem> @UgoAlbert0 @realDonaldTrump Ugo Allberto de los dos tercios del mundo de los comentaristas del mundo de los dos y el más partido de que el equipo está a punto del gol 🥅 de yes we can get it done to get the kids tickets for the you know what if the you
1030242775051190272 2018-08-16 19:59:53 -0400 <CongFartwell> @dnadot @BmoreTrell @realDonaldTrump Treason hasn't been proven.  What a crappy life you must lead.
1030242774749073408 2018-08-16 19:59:53 -0400 <hillkf_1951> @realDonaldTrump U R unhinged, u protest way too much! That tells us all how guilty you are! If you aren’t impeached you I’ll not be re-elected! We are much better as a country than you are!
1030242774505930752 2018-08-16 19:59:53 -0400 <RobertGreen1620> @MiaFarrow @real_farmacist @realDonaldTrump Just to Putin.
1030242774346477573 2018-08-16 19:59:53 -0400 <RichardKleimeie> But this is so much worse.  King Cheeto is destroying this country. Every single one of us will be affected.  #ImpeachTrump @realdonaldtrump #TrumpIsPutinsBitch #YouWillBeHeldAccountable #ImprisonTRUMP #FireThemAll
1030242774287876097 2018-08-16 19:59:53 -0400 <Mandelbaum88> @realDonaldTrump HAHAHHAHAHAH
1030242773771800576 2018-08-16 19:59:52 -0400 <Mountaingoat957> @realDonaldTrump  https://t.co/VSeaWzFlGr
1030242773709086720 2018-08-16 19:59:52 -0400 <keeptofacts> @realDonaldTrump If you quote things, you should tell us from what. Is this from Mr. Jarrett’s or ‘Judge’ Jeanine’s books? Just putting quotes around things don’t make them true.
1030242771490275330 2018-08-16 19:59:52 -0400 <jromano4111> @realDonaldTrump He is shitting his Depends right now, y'all! 😂😂😂😂
1030242770848546817 2018-08-16 19:59:52 -0400 <hannahcloud> @Gr3n3ydSkOrP @Karmyk_Li8erati @dansolomonza @DLind @realDonaldTrump An entertainer performing at a venue is not working for the owner of the venue. One might even say that the venue is the one contracted by the performer. When the Carters perform at Gillette Stadium are the working for Kraft (or the owner of Gillette. Is it Gillette?). I think no
1030242770777243648 2018-08-16 19:59:52 -0400 <FranklinMan25> @PalmerReport @realDonaldTrump Palmer: You are obsessed with Trump, but it’s clear that your true obsession is fear mongering, and abusing your media platform, which is why the media is not trusted. Have you ever supported anything Donald Trump has done as the POTUS? If so, I missed it!
1030242770638630913 2018-08-16 19:59:52 -0400 <ksimerly> @SaarioBrandon @RoxanneForAD46 @seamusgarrity @HollywoodArea @realDonaldTrump @laurafriedman43 @TheRealJohnHCox @KonRoditis @GregConlon Fortunately, I live in this state again, so guess what, I get to add my vote to things that actually matter for the “invisible” people you actually constantly trample. You don’t care, or you’d care about transit, climate change, and affordable housing #NoProp6
1030242769007071234 2018-08-16 19:59:51 -0400 <smithchickpea1> @realDonaldTrump Wow! You’re so professional!!
1030242766557794304 2018-08-16 19:59:51 -0400 <DoziDoris> @realDonaldTrump I suggest you cut down on red meat instead of 🦃
1030242766452867072 2018-08-16 19:59:51 -0400 <serafimjr> @realDonaldTrump é o melhor!!! Imprensa SUJA chorando porque ele ataca as Fake News!
1030242766268366854 2018-08-16 19:59:51 -0400 <VMontanero> @realDonaldTrump  https://t.co/goFBilwxLo
1030242765962129408 2018-08-16 19:59:51 -0400 <kenny_mossor> @RKJ65 @realDonaldTrump Thank God our founding fathers realized the electoral college was the only fair way to represent the people's will across the US.  Not just California &amp; NYC.
1030242765626519552 2018-08-16 19:59:50 -0400 <UROCKlive1> @realDonaldTrump Sure looks like someone is afraid of being exposed.
1030242765068791808 2018-08-16 19:59:50 -0400 <FGyorvary> @realDonaldTrump The only parade i’d watch is you in handcuffs on your way to prison. Don’t forget to bend over, you’ll like it.
1030242764435415040 2018-08-16 19:59:50 -0400 <altrogue_hb> @Just_Saki_ @realDonaldTrump 🤣🤣🤣
1030242764280213504 2018-08-16 19:59:50 -0400 <GoBolts37> @2020fight @realDonaldTrump If we pay the ransom, it incentivizes Turkey to do it again knowing that they'll get the ransom.  Instead, we're putting sanctions and such to force them to release him; this kind of thing does not give incentive to repeat the crime.
1030242762841440256 2018-08-16 19:59:50 -0400 <noteabaggers> @realDonaldTrump U are making muellers job very easy.  The world hates u.
1030242762724007936 2018-08-16 19:59:50 -0400 <DonaldResign> @realDonaldTrump You have zero credibility.  Resign.
1030242762459774976 2018-08-16 19:59:50 -0400 <rychemom> @realDonaldTrump @FoxNews @LouDobbs YOU SAID COLLUSION IS NOT A CRIME. SO NOTHING WAS DONE ILLEGALLY DIPSHIT
1030242761436483588 2018-08-16 19:59:49 -0400 <KamZenolay> @funder @realDonaldTrump You are right.  But his pathetically weak ego requires it.
1030242760618659840 2018-08-16 19:59:49 -0400 <BrazeauErin> @realDonaldTrump  https://t.co/5q0movmr5K
1030242760501219328 2018-08-16 19:59:49 -0400 <fred_frugal> @funder @realDonaldTrump Please work to block this obvious insanity. Where is the DOJ. Why is this felon DT out and about ?
1030242760123736064 2018-08-16 19:59:49 -0400 <diannev6> @realDonaldTrump  https://t.co/wJNXe4Eq47
1030242759490330624 2018-08-16 19:59:49 -0400 <Thumper5465> @bronxbomberboy @RKJ65 @realDonaldTrump  https://t.co/qyATwKHNrZ
1030242758470946816 2018-08-16 19:59:49 -0400 <MDaneshforouz> @realDonaldTrump Trump trying to Putin in America , are we going to let him?
1030242758374694912 2018-08-16 19:59:49 -0400 <DaleCourtney2> @realDonaldTrump @POTUS I love a lot of the old soul music like Miss Franklin's music. She has a great voice.2me she has eternal life through her Music &amp; friends &amp; family.Were all lucky here, whenever we remember her, all we have 2do is listen 2her music.Big fan Mr. President.Your doing a great job sir.
1030242758299189249 2018-08-16 19:59:49 -0400 <JoyceSHuff> @realDonaldTrump YOU are too crazy to be believed!
1030242757514747904 2018-08-16 19:59:49 -0400 <i_mnottellin> @realDonaldTrump  https://t.co/nbq82ikiXq
1030242757137367040 2018-08-16 19:59:48 -0400 <SuperBowlWs3547> please SPECIFICALLY cite when exactly @realDonaldTrump stated that "the press is the enemy of the people." I'll wait.
1030242756247998464 2018-08-16 19:59:48 -0400 <pantheomatic> @realDonaldTrump Russian Spy expert Peter Strzok fired for text message critical of suspected Russia colluder and money launderer.
1030242755132436485 2018-08-16 19:59:48 -0400 <SmallTownSusieD> @realDonaldTrump #liar
1030242754922569728 2018-08-16 19:59:48 -0400 <t0d0san> @realDonaldTrump FBI warned Trump campaign Russia would try to interfere, Russia solicited Trump campaign, Trump campaign accepted Russia assistance quid pro quo for sanctions relief #KremlinAnnex #TrumpCompromised #TrumpConspired
1030242754067161088 2018-08-16 19:59:48 -0400 <mmslenski> @andrewwegbert @RKJ65 @realDonaldTrump A lot of stupid people were taken for a ride
1030242753765158913 2018-08-16 19:59:48 -0400 <Elenahughes10> @realDonaldTrump I feel the wind  of utter panic.  The storm is a coming
1030242751969804288 2018-08-16 19:59:47 -0400 <EFunship> @realDonaldTrump We are on the brink of economic collapse. Where do I begin? SMH
1030242751042990080 2018-08-16 19:59:47 -0400 <KarlaAshenhurs2> @realDonaldTrump Still Tweeting?  Time to get out of your jammies..shower and go pretend work
1030242750783021056 2018-08-16 19:59:47 -0400 <llambchops> @realDonaldTrump @FoxNews @LouDobbs Democrats, Justice Department and MSM ARE ALL COMPLICIT in what took place and now the quiet cover up.
1030242750275510272 2018-08-16 19:59:47 -0400 <AlwaysInAmerica> @MatthewHokie @realDonaldTrump i care
1030242750107668481 2018-08-16 19:59:47 -0400 <langan_sandy> @TDKSR5656 @realDonaldTrump Wow...the single most delusional tweet of the day.  And Mexico will pay for the wall and once that is built we need one in space...Uranus will pay for that one.
1030242746387378177 2018-08-16 19:59:46 -0400 <hawes721> @SheriffClarke @realDonaldTrump You are right, but I think they were enemy of the people before Trump! They were selling our country out for world control.
1030242746286710784 2018-08-16 19:59:46 -0400 <buhurogluahmet> @realDonaldTrump Usa should not support terrorist PKK, YPG and Feto. The pastor is being tried fairly for co-operating with terrorists. USA should not lose Turkey's friendship
1030242745879801861 2018-08-16 19:59:46 -0400 <ThomasPound63> @EdwardAshton30 @realDonaldTrump 100%? That means everyone, right? You will need to start subtracting.  You can start with me.
1030242745825222656 2018-08-16 19:59:46 -0400 <BluewaveA> @realDonaldTrump Twitter meltdown in progress! Diversion techniques in overdrive! #TrumpIsARussianAsset
1030242745724661761 2018-08-16 19:59:46 -0400 <shirlgirl11> @realDonaldTrump If we wanted to watch Fox News, we would.  You dont need to quote their #FakeNews to us!
1030242744692887552 2018-08-16 19:59:45 -0400 <NurseRabbi> @realDonaldTrump @FoxNews @LouDobbs @REMAXca @PutinRF_Eng Treason is treason @Pontifex deport all ! Get a genocide charge for being involved as invaders! IPO frauds complex ... identity theft by proxy! Elizabeth Rochford petaARDCfrauds unfit at banks in America ®©™️⛓another counterfeit bifurcation.
1030242744487182336 2018-08-16 19:59:45 -0400 <DaLeftHook> @outlaw_mann @AnnCoulter @realDonaldTrump Figures.  Water seeks it's own level.  https://t.co/SlKJRUQKk7
1030242743853838336 2018-08-16 19:59:45 -0400 <trumplove63> @SenateMajLdr @realDonaldTrump 👏👏👏 We desperately need to get rid of liberal judges that don't follow our constitution.
1030242743614889990 2018-08-16 19:59:45 -0400 <CantStandya2018> @realDonaldTrump  https://t.co/pKIOKkTWiU
1030242743455494144 2018-08-16 19:59:45 -0400 <777VERITAS777> @realDonaldTrump HEY, CHUCKY SCMUKY SCHUMMER, NO MATTER IF YOU WILL TELL A LIE, 10,000 TIMES, IT WILL STILL BE A BIG DAM BLATANT LIE, GOT IT??????  WELL GET IT, VERY SOON!!!)))))))))))))))))))
1030242742310395904 2018-08-16 19:59:45 -0400 <SEmpiricus> @realDonaldTrump We have true Freedom of the Press through the First Amendment.  It's not subject your approval or a propaganda prize for you to hand out, Whiny Baby Don-don.  #Sad #Unconstitutional #DictatorTrump
1030242742163701761 2018-08-16 19:59:45 -0400 <SPA22> @realDonaldTrump @FoxNews @LouDobbs Unhinged! What did you think of @omarosa tape today? So 15 grand a month to keep silent? How many people on the payroll already? Who’s picking up the tab for this? Did Don jr lie to Congress?  https://t.co/kZ18j6b9W8
1030242741916258305 2018-08-16 19:59:45 -0400 <DISUNC> @MiaFarrow @realDonaldTrump Never! He is all hate
1030242740217495560 2018-08-16 19:59:44 -0400 <RU4Awesome> @SenateMajLdr @realDonaldTrump Keep going - you still have a lot more to go!
1030242740179791872 2018-08-16 19:59:44 -0400 <LynneOtting> @realDonaldTrump Why don’t you tweet the facts of what he said. You always twist words and leave out the rest of the truth. Fake POTUS !
1030242739756167168 2018-08-16 19:59:44 -0400 <Rrt50N> @realDonaldTrump You too will be brought to justice
1030242739588395010 2018-08-16 19:59:44 -0400 <QQQQDJT> @realDonaldTrump Everything that you don't like is "Rigged."  You are just running scared.  You have admitted multiple time in public that you were trying to stop the investigation.  You will go to jail for obstructing justice.
1030242739479371776 2018-08-16 19:59:44 -0400 <giantswinitall> @realDonaldTrump Fire Mueller
1030242738988568584 2018-08-16 19:59:44 -0400 <LilTexasBirdie> @GregShugar @realDonaldTrump No freaking way I would’ve believed you or anyone for that matter. This is horrible.
1030242738636300289 2018-08-16 19:59:44 -0400 <igobyMdot> @realDonaldTrump  https://t.co/tGPJZkAGk2
1030242738632048640 2018-08-16 19:59:44 -0400 <WildSheWolf> @realDonaldTrump You do that all by yourself!!🤣🤣🤣🤣🤣🤣
1030242738623504384 2018-08-16 19:59:44 -0400 <duckfootjohnson> @realDonaldTrump "I'M GUILTY!" Tweets Donnie, "I'M GUILTY!" Projected on an IMAX screen bigger than the sky...Donnie tweets over and over, "I'M GUILTY OF TREASON!"  https://t.co/iOr4NBz4p4
1030242737738670085 2018-08-16 19:59:44 -0400 <Neverreturnpast> @eugenegu @realDonaldTrump Hocam bunu altyazı çevirmedi.😁😁
1030242737356976128 2018-08-16 19:59:44 -0400 <lamatthews30> @WhiteHouse @realDonaldTrump #PenceComplicit #TrumpIsATraitor #TreasonousTrump #TrumpCrimeFamily
1030242736186843136 2018-08-16 19:59:43 -0400 <yeswecan2012> @realDonaldTrump You are boring.
1030242735855304705 2018-08-16 19:59:43 -0400 <magician2000> @luci1208 @realDonaldTrump Do you mean because most of his fan base have jobs?
1030242734932733952 2018-08-16 19:59:43 -0400 <muratozler> @realDonaldTrump 1- Innocent according to whom dear Mr. President? You? You can design your own law as you wish. But in your country. Your police can kill a blackman and be acquitted at once.
1030242734349733889 2018-08-16 19:59:43 -0400 <MonsieurLeBlac> @realDonaldTrump Huh?
1030242734341283846 2018-08-16 19:59:43 -0400 <mc85327729> @IkubeOnline @iheartcarrie @Rasmussen_Poll @realDonaldTrump @POTUS I concur !!! Congrats on your creative thinking !
1030242733762535425 2018-08-16 19:59:43 -0400 <libjamesbond007> @amongthegold41 @realDonaldTrump It's ALWAYS about him! And it's ALWAYS a lie!
1030242733582180353 2018-08-16 19:59:43 -0400 <LORIJCOOPER> @ItsCharles @realDonaldTrump Nananana booboo!😜👍
1030242732491661312 2018-08-16 19:59:43 -0400 <makeshiftharmon> @bratacat @realDonaldTrump @Troy_Balderson I see people building, repairing, bridges. Morning traffic, that wasn't there with Obama.... Empty seats? Filled streets are a good start.
1030242731577274369 2018-08-16 19:59:42 -0400 <npramathesh> @realDonaldTrump "Fuck", said Piglet. #Resist  https://t.co/YJByQOFGqh
1030242729962262528 2018-08-16 19:59:42 -0400 <lashingout61> @SonoraLori @realDonaldTrump Alas! He was too busy looking at his own reflection.
1030242728821575682 2018-08-16 19:59:42 -0400 <BeckyBunzy> @GabbyGreta @realDonaldTrump Baby hands is acting like a cornered rat.
1030242728230117376 2018-08-16 19:59:42 -0400 <julie_montes7> @realDonaldTrump @FoxNews @LouDobbs Mueller is gonna get you!
1030242727693373440 2018-08-16 19:59:41 -0400 <Nuk3dawg> @AnnCoulter @realDonaldTrump The admiral can terminate his security clearance if he feels this strongly about it
1030242726573309952 2018-08-16 19:59:41 -0400 <RezNative1> @TwitterMoments TO: @FoxNews --  Just goes to show you who is more FAKE NEWS!! CNN, NYTimes, WashingtonPost &amp; others have been vindicated!! @realDonaldTrump  --Mr Pres. there you have it!! @StephenAtHome @azcentral @tedlieu @nytimes @cnnbrk @washingtonpost
1030242725445152769 2018-08-16 19:59:41 -0400 <l_Milli_Hesap_l> @dunyasiefinin @realDonaldTrump iphone boykot yaz ara :)
1030242724773937152 2018-08-16 19:59:41 -0400 <peggysou> @PressSec @realDonaldTrump  https://t.co/VnkxX2u7zo
1030242724665073673 2018-08-16 19:59:41 -0400 <HerzogLorrie> @VRadke @realtrumpweathr @realDonaldTrump Yet we notice you’re on here as well. Slow night at Walmart? Bye Felicia!
1030242724295913472 2018-08-16 19:59:41 -0400 <nativetexan63> @realDonaldTrump You’re really showing a lot of guilt in your tweets.
1030242724082053120 2018-08-16 19:59:41 -0400 <KopsMiss> @realDonaldTrump @SenateGOP @GOP
1030242723507265537 2018-08-16 19:59:40 -0400 <TommyStrongbo> @LouDobbs @realDonaldTrump Great quote. Unfortunately Trump has made a career out of screwing over hard working people in this country (and other countries for that matter). For decades.
1030242722509017088 2018-08-16 19:59:40 -0400 <WH_spygate> @UgoAlbert0 @realDonaldTrump  https://t.co/NZ3gCGIbna
1030242722211348482 2018-08-16 19:59:40 -0400 <cnicholsri> @realDonaldTrump You are eliminating the people who know what you've been up to with Russia. Won't work. Mueller's coming.
1030242721469030408 2018-08-16 19:59:40 -0400 <SoozyQRLM> @realDonaldTrump You mention the pastor but not Serkan Golge the Turkish-American scientist who is currently imprisoned in Turkey. He works for NASA as sr. research scientist on NASA's proposed manned mission to Mars. Why arent you mentioning him and fighting for his release?
1030242720353333248 2018-08-16 19:59:40 -0400 <HaroldLang16> @realDonaldTrump the MSM is destroying our democracy and rigging our elections with their lying and distorting of facts or will not show the facts, not agreeing with their agenda.
1030242719937912832 2018-08-16 19:59:40 -0400 <theNICEgirlLesa> @ItsMeCathi @rallenvt @realDonaldTrump Same times Franklin Douglass came by to hobknob at your parties I guess. Your token “blacks” in the room?  This guy has got. To. Go.
1030242718314848258 2018-08-16 19:59:39 -0400 <janeand53> @JeffMcLain16 @rogue_corq @JimmyCummins6 @realDonaldTrump There is a hold out, a Trumper? Could be a mistrial, if so prosecutors need to request another judge
1030242718121897985 2018-08-16 19:59:39 -0400 <ChievoVerona> @johnnichols1952 @ToreSays @LauraLoomer @bigleaguepol @jeffsessions @realDonaldTrump Nichols is a Russian enemy.
1030242717115269120 2018-08-16 19:59:39 -0400 <RoeFmLI> @QueenElisabeth @realDonaldTrump LOL!
1030242715987009536 2018-08-16 19:59:39 -0400 <bradclyne1> @realDonaldTrump Haven't the Turks been trying to execute a genocide against the Kurds, the ally of the former United States?
1030242715663880202 2018-08-16 19:59:39 -0400 <ButchyMcLarty> @realDonaldTrump Dishonest act?  You've been a con artist all of your adult life. @FLOTUS @StormyDaniels @GOP @VP @jasoninthehouse @BillOReilly @SenateGOP @KellyannePolls @marcorubio  https://t.co/rKL4NYeCK4
1030242715546595328 2018-08-16 19:59:39 -0400 <Freeze05691320> @realDonaldTrump Except for all the guilty pleas. You’re panicking- try to keep it together
1030242714665844737 2018-08-16 19:59:38 -0400 <TimothyKenison> @realDonaldTrump Mr. Trump, How do you have access to Ohr’s email and notes??  He is a witness and will be testifying in an ongoing criminal investigation involving YOUR campaign. The treasonous House GOP has replaced Michael Cohen as your “fixer.”   #TrumpRussia
1030242713440903168 2018-08-16 19:59:38 -0400 <perez_mhayek01> @realDonaldTrump You’re the only fake, you’re a FAKE president. Lost the popular vote and the majority doesn’t want you in office
1030242712216371202 2018-08-16 19:59:38 -0400 <schober_henry> @realDonaldTrump The Donald is concerned about comedy’s firing He is afraid he and his family will be exposed Dossier is not phony Dossier has never been discredited
1030242711281037318 2018-08-16 19:59:38 -0400 <TheBigDsEgo> @realDonaldTrump #TrumpRussia  https://t.co/zswT0WzbK4
1030242710832275458 2018-08-16 19:59:37 -0400 <cpohayes> @realDonaldTrump Fake news
1030242710563762176 2018-08-16 19:59:37 -0400 <goldentowers2> @realDonaldTrump Keep digging Donnie  https://t.co/TzdcBxOxXg
1030242708718276608 2018-08-16 19:59:37 -0400 <Prince3eb> @realDonaldTrump THIS guy? So it's  ok to put innocent children in cages but not a "pastor" who committed a crime?  American pastor denies terror links, spying in Turkish court  https://t.co/gmLX6HPKoU via @CBSNews
1030242708588322816 2018-08-16 19:59:37 -0400 <WayneJones1218> @realDonaldTrump Calling yourself a “creep”? Hell I’ll call that a breakthrough of sorts.
1030242707619233792 2018-08-16 19:59:37 -0400 <chezmoi54> @WhinstonSmith @The_Trump_Train @realDonaldTrump @Cabinet @WhiteHouse Hilarious
1030242706877042693 2018-08-16 19:59:36 -0400 <EDonmezbaba> @realDonaldTrump 🇹🇷🇹🇷🇹🇷🇹🇷
1030242706692481035 2018-08-16 19:59:36 -0400 <motalal916> @Sul6an_0_ @realDonaldTrump انت. شخص قزر لا تمثل سوى نفسك اللعينة
1030242706616971264 2018-08-16 19:59:36 -0400 <TheMDesk> @realDonaldTrump Nobody cares.
1030242705866219521 2018-08-16 19:59:36 -0400 <iranianMD> @realDonaldTrump يكم بخودت استراحت بده اقا، چخبره اخه
1030242705685786624 2018-08-16 19:59:36 -0400 <4realVPutin> @realDonaldTrump  https://t.co/dVjlM2sCeK
1030242704712757248 2018-08-16 19:59:36 -0400 <WORandthatD> @realDonaldTrump @FoxNews @LouDobbs  https://t.co/hIwVSTBC2Z
1030242704024895494 2018-08-16 19:59:36 -0400 <JoTinsley> @blondepharmchic @Megan99638322 @realDonaldTrump @seanhannity No, it actually didn't. Are you a member of the administration? That was in my original response to your Dear Leader. You weren't even in that thread. Alternative facts aren't your friends, sweetie. 🤣  https://t.co/A2n2iJFqi0
1030242703378984960 2018-08-16 19:59:36 -0400 <TeamTrumpUSA> @Edie0326 @alsup_paige @DemocratSoldier @realDonaldTrump Most of the young left voters did not spend decades growing up with Hillary. I wish she could be their president. I will keep the real one
1030242702141480960 2018-08-16 19:59:35 -0400 <HolyHarlots> @realDonaldTrump @FoxNews @LouDobbs HOW MUCH FUCKING TV DO YOU WATCH???????????? FFS - PUT THE REMOTE DOWN A$$HAT!
