1144757368540094465 2019-06-28 19:59:59 -0400 <joanne_mulenex> @realDonaldTrump I think you spelled give him head wrong
1144757272452706305 2019-06-28 19:59:36 -0400 <ChallengeMIGA> @RM0987076 @Aly6y6 @realDonaldTrump @restartleader @SecPompeo @qanon76 @ramburner1 #RESTART_OPPOSITION
1144757272364617728 2019-06-28 19:59:36 -0400 <lizpere75> @eugenegu @realDonaldTrump 👍🏽
1144757271722958848 2019-06-28 19:59:36 -0400 <annarobin6> @realDonaldTrump You’re relying on Kim to read your Tweets? Really? Dotard!
1144757271664168960 2019-06-28 19:59:36 -0400 <GregJ1234567890> @realDonaldTrump You’re even underwater with Rasmussen.  Sucks to be you!
1144757270082809856 2019-06-28 19:59:36 -0400 <ProblemChildFil> @TomiLahren @realDonaldTrump Are you still using your parents' health insurance, Tammi?
1144757269831266304 2019-06-28 19:59:36 -0400 <bill_dansky> @realDonaldTrump Hope you enjoyed your elbow rubbing with Vlad. "Vlady, take it easy with all the spy stuff and election business, I think people are beginning to talk." "No problem Donnie...you know you can trust me."
1144757269701300226 2019-06-28 19:59:36 -0400 <amylake> @realDonaldTrump Sorry Sweetie, everyone hates you! You are polling at -30%!!
1144757269638213633 2019-06-28 19:59:36 -0400 <martycomroe> @realDonaldTrump  https://t.co/wuRblzdZr0
1144757266912034816 2019-06-28 19:59:35 -0400 <CharleyBacon11> @Oliver_Eills @LouiseMensch @LindseyGrahamSC @realDonaldTrump Lol you RU bot!
1144757266576371713 2019-06-28 19:59:35 -0400 <IndiaKaPrahari> @balochPAKbaloch @AbdulMananQure3 @manavsachdeva78 @asharadil1 @RaeeAkram @cbkwgl @__FaisalFormPak @shashwatpandey @superio24393170 @warraich432 @skmajumdar76 @KishorTrivedi7 @iShiningPearl @Pakistan_firstt @SofiaJaafri @ashoswai @UN @shahbano_aliani @ShireenMazari1 @AmbNaghmanaHash @RabiyaJaveri @Zeyba @NasimZehra @MunazaHassan @LodhiMaleeha @yasmeen_9 @ImaanZHazir @anilakhawaja @zartajgulwazir @Jemima_Khan @BatoolJanjua @Fereeha @ParisheyEman @MaryamNSharif Whole world knows Pakistan is a Lier Country. Pakistan backstabbed US in war against Terror. Pakistan leached $33 Billion from US. It is time @realDonaldTrump should ask Terrorist Nation Pakistan for compensation for US Soldiers lives lost on Afghanistan. Osama was in Pakistan  https://t.co/aVGWZmrJFC
1144757265787867136 2019-06-28 19:59:35 -0400 <Mago315> @realDonaldTrump President Trump this videos is detailing severe issues with so-called non bias  https://t.co/pnTkqInc7i which are infact not true and a violation of all our rights by Americans based companies who don’t adhere to our laws and and rights? why is congress not working 2 remedy issue?
1144757265637007360 2019-06-28 19:59:35 -0400 <SinginKelly> @BettyBowers @PressSec @realDonaldTrump ❤️❤️❤️❤️❤️❤️❤️❤️
1144757261987958784 2019-06-28 19:59:34 -0400 <BJR3_Boston> @realDonaldTrump Should one of your lawyers get an NDA ready in Korean?
1144757261102981120 2019-06-28 19:59:34 -0400 <2comprendre> @realDonaldTrump What if he says “아니”
1144757260792606720 2019-06-28 19:59:34 -0400 <MeauxNewz> @RealOmarNavarro @realDonaldTrump Please have several seats!
1144757256589848576 2019-06-28 19:59:33 -0400 <ArpJeanne> @itsJeffTiedrich @realDonaldTrump I love “beclowned goofus”. May I use it?
1144757256145264641 2019-06-28 19:59:33 -0400 <safesky19> @TomiLahren @realDonaldTrump Carter has eaten way too many peanuts. He now suffers from peanut brain syndrome. That is when you really think people still give a shit about what you have to say.
1144757255050584068 2019-06-28 19:59:32 -0400 <ErenoIara> @BolsonaroSP @realDonaldTrump @jairbolsonaro Nosso Orgulho 💛💛🇧🇷🙏
1144757254937292800 2019-06-28 19:59:32 -0400 <allen_datone4> @JeffFlake He’s been an elections overseer all over the world and there probably is no one more qualified to make that judgement! Amazing that after everything that @realDonaldTrump has said about EVERY other living President and most of their family members you’re suddenly concerned?
1144757253955657729 2019-06-28 19:59:32 -0400 <MarilynTatman> @realDonaldTrump Nope, the economy is all Obama's good deed. You don't deserve credit for anything, you boob.
1144757253188145153 2019-06-28 19:59:32 -0400 <LimouchiDeli> و باز هم برای آزادی ایران  #G20RecognizePahlavi @realDonaldTrump @USAdarFarsi @SecPompeo @PahlaviReza
1144757252160495616 2019-06-28 19:59:32 -0400 <stweetleigh> @sascat @gmachrisc @thehill @realDonaldTrump ROFL. I would cash in my retirement to see that up close and in person!!
1144757250520752130 2019-06-28 19:59:31 -0400 <thornton_mandy> @realDonaldTrump This is beyond pathetic.
1144757250155851776 2019-06-28 19:59:31 -0400 <stoney3761> @realDonaldTrump What a sucker you are. Do you have to embarrass our country every time you are on foreign soil? A disgrace.
1144757250017415173 2019-06-28 19:59:31 -0400 <DanielPenn78> @kphoto2020 @Raiderdave70 @Lrihendry @realDonaldTrump Ah, you mean when the Klan was having its heyday. Gotcha.
1144757248838836224 2019-06-28 19:59:31 -0400 <jbutow79> @RepSwalwell @realDonaldTrump Someday when you grow up to be big a strong you can sit next to Putin too Eric.
1144757248201302017 2019-06-28 19:59:31 -0400 <Hey_Lauri> @realDonaldTrump Bless your heart...somebody is feeding you some Fake Polls.
1144757246812753920 2019-06-28 19:59:30 -0400 <collison_edna> @realDonaldTrump Are you insane?
1144757243914661888 2019-06-28 19:59:30 -0400 <gerbrenn> @NBCNews Being ignored and STILL laughed at by the adults of G20. Tremendous humiliation. Seeking solace from reliable (superior players) friends. Tremendous failure. Too naive to understand how this proves his ineptitude and ineffective style of behavior. Total loser.🤷‍♂️@realDonaldTrump
1144757242673205249 2019-06-28 19:59:29 -0400 <janaberry52> @realDonaldTrump
1144757241100283906 2019-06-28 19:59:29 -0400 <JohnGutz44> @tanjanmarcel @usa_latinos @RyanHillMI @realDonaldTrump We don’t need HRC but we do need her emails!
1144757240898969607 2019-06-28 19:59:29 -0400 <Jason73520877> @RyanHillMI @realDonaldTrump We’re winning everyday. And this is proven by the daily cries coming from these leftist sycophants.
1144757240785752064 2019-06-28 19:59:29 -0400 <Mary02250375> @rolandscahill @realDonaldTrump Sociopath
1144757240630513667 2019-06-28 19:59:29 -0400 <justinho> @RyanHillMI @realDonaldTrump They'll be hooking up on Fortnite next.
1144757239078686720 2019-06-28 19:59:29 -0400 <P_ops81> @real_bob4 @Lrihendry @realDonaldTrump Here you go:                          https://t.co/0iWErYHksu
1144757238340423680 2019-06-28 19:59:28 -0400 <JoQuinnbtchycat> @realDonaldTrump Tell EXACTLY where you are, who you are traveling with, where you will be going &amp; try to arrange a meeting with a ruthless dictator saying specifically where you will meet him &amp; why- All on Twitter for everyone one to see. Is the Secret Service/Intel Ag. shitting bricks yet?  https://t.co/kyDKqtaFpL
1144757238210420737 2019-06-28 19:59:28 -0400 <DrMicroChem> @PressSec @realDonaldTrump  https://t.co/jWf9mo0Qld
1144757236918415360 2019-06-28 19:59:28 -0400 <DeanieCook> @TheRightMelissa @realDonaldTrump You've articulated very well, what has been in my mind! #homeschool #FreeThink
1144757235249102850 2019-06-28 19:59:28 -0400 <XRPCaptain> @penguinmarty @realDonaldTrump Need a megaphone attached to a megaphone to a megaphone.  https://t.co/qri9Xqrpbm
1144757234301374467 2019-06-28 19:59:27 -0400 <dadofahusky> @realDonaldTrump Wow, why don't you lick his boots while you're at it
1144757234146193408 2019-06-28 19:59:27 -0400 <MaryAnn86313658> @RyanHillMI @realDonaldTrump I’m sure these letters are all made up!
1144757233600868354 2019-06-28 19:59:27 -0400 <DanScheeler> @waltshaub @realDonaldTrump Kind of frightening - the idea that a cootie catcher might be an instrument of US foreign policy can now safely be placed in the "plausible" column.  https://t.co/40PCW0g2X6
1144757227699539968 2019-06-28 19:59:26 -0400 <TheOpin66648359> @realDonaldTrump TRUMP is In favor of less government control of people, Let people do whatever they want as long as they are not  raping anyone, as long as they are not stealing from a anyone
1144757227322052609 2019-06-28 19:59:26 -0400 <093401Ramsey> @HuskerDirt @TomiLahren @realDonaldTrump Might have a bot in our hands here.🤷‍♀️
1144757226898382848 2019-06-28 19:59:26 -0400 <LynnSny63251261> @Bebop59 @eugenegu @realDonaldTrump You can read into history anything you want but it doesn’t make it true. Check out how many republicans were slave owners and how many were democrats
1144757224251654144 2019-06-28 19:59:25 -0400 <khorah> No, @BarackObama did not have a family separation policy. @realDonaldTrump's claim is still wrong.  https://t.co/M5yIOTsJ16 via @PolitiFact
1144757223941390337 2019-06-28 19:59:25 -0400 <LEMonman223> @thehill @realDonaldTrump  And Puerto Rico is still NOT a separate country.  It is part of the United States of America.
1144757222586683392 2019-06-28 19:59:25 -0400 <GiddyUpg> @w_terrence She wants to make love to @realDonaldTrump . Fair enough.
1144757221382918145 2019-06-28 19:59:24 -0400 <fullerray> @AynRandPaulRyan @realDonaldTrump @MSNBC @chucktodd @maddow It the F’ing crazy train
1144757220053094401 2019-06-28 19:59:24 -0400 <HillaryKnight13> @realDonaldTrump Ew.
1144757218283270145 2019-06-28 19:59:24 -0400 <labeling66> @tomcoates @RNCastaldo @realDonaldTrump Weak-arse little chuckleheads like you almost make me miss those two Krassenstein arsewipes.  At least they were occasionally amusing. 🙄
1144757217909829632 2019-06-28 19:59:23 -0400 <_graysen_so> @MarkSchultzy @realDonaldTrump The stock market reflects the economy which effects everything and everyone.
1144757217633198080 2019-06-28 19:59:23 -0400 <YaelSoussanMtl> @realDonaldTrump I love you men your the best 🤣🤣🤣🤣🤣🤣❤️❤️❤️❤️
1144757217163390978 2019-06-28 19:59:23 -0400 <PcolmeP> @realDonaldTrump "just to shake his hand and say Hello(?)!" hahahah
1144757216819335168 2019-06-28 19:59:23 -0400 <WiwiekRashid> @setaganteng @realDonaldTrump 🤣🤣 sabar wak Muwall...lets have some kopi dulu..🤣👍
1144757214382579712 2019-06-28 19:59:23 -0400 <ahangingthread> @realDonaldTrump You must have polled just your family and even the, couldn’t get past 50
1144757213187039232 2019-06-28 19:59:22 -0400 <theresa62605716> @ladalavara @realDonaldTrump No one of with a modicum intelligence can stand to be around him.
1144757212784615425 2019-06-28 19:59:22 -0400 <Michellebudd> @realDonaldTrump Huh?
1144757210536239104 2019-06-28 19:59:22 -0400 <pattykanan> @JosephJude94 @PressSec @realDonaldTrump I actually care that my President is not a con artist He is completely unfit for office and a danger to society. He is destroying our country and tearing it apart with his rhetoric. But it doesn’t matter to you because he gave a tax break to the rich and I had to pay the IRS $1k
1144757210322472960 2019-06-28 19:59:22 -0400 <MikeWess4> @realDonaldTrump Take Jared with you to the DMZ just leave any Body guards behind!! You wouldn't want them listening to your top secret deals. I'm pretty sure you will be safe 🤔
1144757208841744385 2019-06-28 19:59:21 -0400 <fritzzi69> @fred_guttenberg @TomiLahren @realDonaldTrump Spot on!!
1144757207877029889 2019-06-28 19:59:21 -0400 <LionCross1> @Dogacracy @JackPosobiec @realDonaldTrump I haven’t noticed Trump using a different name, speaking a different language, or pretending to be a different ethnicity (or all of the above). You have a strange definition of “fake”.
1144757206795116544 2019-06-28 19:59:21 -0400 <RickMiles66> @randygdub @realDonaldTrump Old, senile man trying to sound in control. Pretty pitiful.
1144757202558824448 2019-06-28 19:59:20 -0400 <bstambukspeaks> @realDonaldTrump Get er" done Mr. President !!  peace b.
1144757202449784832 2019-06-28 19:59:20 -0400 <cc_koi> @jimsciutto 🤬🤬🤬 @realDonaldTrump needs to be in jail! I’m sure they had great conversation...one bragging how he murdered a journalist, and the other bragging about raping women!  They both get away with it!
1144757201770295297 2019-06-28 19:59:20 -0400 <Indianagranny71> @realDonaldTrump
1144757201220669440 2019-06-28 19:59:19 -0400 <petwelfare411> @TrumpLeaks @realDonaldTrump You will NEVER be at 90%...hell, you're not even at 50!! I sincerely love how you continually pull the wool over your own eyes.  https://t.co/txHIfzP4O2
1144757200780496896 2019-06-28 19:59:19 -0400 <laceyinnh> @SorryYouLost @akkitwts @PressSec @realDonaldTrump She was a liar.......didn’t do her job.....good riddance.
1144757200776310784 2019-06-28 19:59:19 -0400 <boswell_edward> @roguecats7 @realDonaldTrump  https://t.co/3KlOl2NE7E
1144757199920652288 2019-06-28 19:59:19 -0400 <BestBBEvers> @ProudResister @realDonaldTrump I don't understand why we have to impeach rather than simply charging him with treason!?!
1144757199459225606 2019-06-28 19:59:19 -0400 <AnnAdki61964612> @ScottPresler @realDonaldTrump Keep up the great work!!!
1144757198691528704 2019-06-28 19:59:19 -0400 <sixinbrian> @MattEgelkraut @Leporidae369 @MEgelkraut @fabipapi_ @realDonaldTrump Haha seriously man! Well we are already in quite the police state. Especially everywhere I go, there are hundreds of cameras giving me no privacy.   Orwell wouldn't be impressed, he warned us, we didn't listen.
1144757197236244482 2019-06-28 19:59:19 -0400 <bodegacat212> @realDonaldTrump Do you really not know how to use capitalization properly?
1144757197009764354 2019-06-28 19:59:18 -0400 <redneckreel1> @Brandi83893477 @RyanHillMI @realDonaldTrump What makes you think God had anything to do with the election?
1144757195776700416 2019-06-28 19:59:18 -0400 <pakistanimanny> @realDonaldTrump Ugh.
1144757194828800000 2019-06-28 19:59:18 -0400 <primal081> @Blunted517 @tonyposnanski @PressSec @realDonaldTrump But was he wrong?....
1144757194434535424 2019-06-28 19:59:18 -0400 <bokie007> @HoarseWisperer @cliffschecter @PressSec @realDonaldTrump Hahahahaha ! Spot on !!
1144757194115694592 2019-06-28 19:59:18 -0400 <TimothyCarmody5> @realDonaldTrump Without the great economy which was produced by people before you like Obama.. you’d be hanging around the mid 30s to high 20s which is where you belong.....
1144757193335431168 2019-06-28 19:59:18 -0400 <tonpmurtevol> @realDonaldTrump Trump's America  https://t.co/7HJsovBh9q
1144757192345694208 2019-06-28 19:59:17 -0400 <LtotheL2> @lemonhausen @MitchLeeD763 @realDonaldTrump The left can’t think for themselves. I’d rather be on the right. Did you see that Dem debate? All in progressive lockstep like the Nazi Heer.
1144757191343259648 2019-06-28 19:59:17 -0400 <GregHarkness5> @realDonaldTrump Legitgimate President?
1144757188835061760 2019-06-28 19:59:17 -0400 <mikecarbone4> @realDonaldTrump Remember NO Child Left Behind....
1144757182472380416 2019-06-28 19:59:15 -0400 <debakes> @TomiLahren @realDonaldTrump Jimmy Carter is a well-respected, honest, decent man. 💗
1144757181536972800 2019-06-28 19:59:15 -0400 <jpklock> @realDonaldTrump Imagine *any* prior US President openly and publicly begging a brutal, murderous dictator to meet with him and shake his hand.
1144757180513624064 2019-06-28 19:59:15 -0400 <k_ross69> @TomiLahren @realDonaldTrump Seriously? You need to take off those rose tinted specs or wake up &amp; smell the coffee or similar. This current POS-US is a walking, talking, lying, racist, misogynistic, xenophobic nightmare who needs to be impeached or incarcerated at the earliest opportunity possible.
1144757178512883712 2019-06-28 19:59:14 -0400 <ears2you> @PressSec @realDonaldTrump As if you could hold a 100 pound bag of rocks high.
1144757178248630272 2019-06-28 19:59:14 -0400 <melinda_wvu> @rolandscahill @realDonaldTrump #unfit #unpatriotic #immoral 😠😠😠
1144757177464193028 2019-06-28 19:59:14 -0400 <SFNewsfeedus> Former President #Carter Calls President #Trump the #IllegitimatePresident:  https://t.co/y3qeozK1Pv @navo_brent @Turmoilrules @CarterCenter @CarterLibrary @Cnewsfeedus @BarangayLife @realDonaldTrump @WhiteHouse @HouseDemocrats @SenateDems @fbnewsroom  https://t.co/az3DAs9ONb
1144757176914915329 2019-06-28 19:59:14 -0400 <saltand_sea> @PressSec @realDonaldTrump Bye Felicia 👋🏼
1144757174066921481 2019-06-28 19:59:13 -0400 <Ivory_Lisa> @PressSec @realDonaldTrump You said ypu would leave by 01/01/19.  This is long overdue by your own calculations
1144757172787646464 2019-06-28 19:59:13 -0400 <PootWampa> @MerrittForGA @realDonaldTrump 100% 👍🏼 #MAGA #KAGA2020  #Trump2020
1144757170057052160 2019-06-28 19:59:12 -0400 <MetroVillager> @ShefVaidya @DeShobhaa @realDonaldTrump Haha.. Don't miss the Saffron coloured verified tick mark. 😂😜
