1025531758996058120 2018-08-03 19:59:59 -0400 <NicoleKenza> @realDonaldTrump   https://t.co/AKZzJDFsSA
1025531735726088192 2018-08-03 19:59:53 -0400 <bresla_linda> @realDonaldTrump More exciting things were happening in the Grand Jury today!
1025531735117836288 2018-08-03 19:59:53 -0400 <kriskoziol11> @TomArnold @realDonaldTrump @greggutfeld @TheFive Nice one!
1025531733976989696 2018-08-03 19:59:53 -0400 <DavidThomasRyan> @Nash_Bo_Jr @pastorbegley @realDonaldTrump @RealAlexJones @kittystryker @ChurchofSatan @jamie_elizabeth @ashtonbirdie @NormiesBGone @AppleSupport @Disney @OfficialNOI @ModernDayBudduh @VaticanNews @BlackSabbath @KaseyMusgrave @DOOM @RealCandaceO From the Poltergeist movie of the 80s, she was told to avoid the light; in the occult of Masonry one must ask for the light to be initiated into the higher degrees but you are not told what it is.  There is an intriguing episode in that video about it.   https://t.co/MAKEOqJ7Te  https://t.co/ktwLWvxCrJ
1025531730503987200 2018-08-03 19:59:52 -0400 <loveof_horror> @realDonaldTrump Out today!!  https://t.co/wsxhUlsY1v
1025531729765953536 2018-08-03 19:59:52 -0400 <IronE93> @robdrfc4eva @realDonaldTrump Eat your import
1025531729371693056 2018-08-03 19:59:52 -0400 <DALESIM67214529> @realDonaldTrump Congratulations to Marsha Blackburn on winning the Tennessee Senate primary last night👍🙏🇺🇸 I’m so glad for her; now win big in Nov.‼️🇺🇸
1025531728675389441 2018-08-03 19:59:52 -0400 <Virtual_Prof> @Carolde @realDonaldTrump @EricTrump @ericbolling @RealJamesWoods That's OK,  we don't need MSM, there's plenty of true journalists who are willing to report the truth!
1025531727559708672 2018-08-03 19:59:51 -0400 <hoard_r> @kerryanderson The course direction that is being taken by @realDonaldTrump supporters, you have to admit is daunting. The 70% of women in your state is an even bigger shock considering tRumps character flaws. But I think the Kool-Aid will wear off soon. #WeCanHope
1025531727442132992 2018-08-03 19:59:51 -0400 <ochoduro> @realDonaldTrump Mr. President that is called majority. Remember how you were elected? She is right, you are wrong.
1025531722354634752 2018-08-03 19:59:50 -0400 <Lallybrochrita> @JamesDirtD2045 @realDonaldTrump   https://t.co/hc6JwXZBMt
1025531722191052800 2018-08-03 19:59:50 -0400 <LA_Krag> @realDonaldTrump Red wave vs blue ripple....winning! 😂
1025531721914167296 2018-08-03 19:59:50 -0400 <TammyDignan1> @realDonaldTrump  https://t.co/oVhGvY7N30
1025531721507323909 2018-08-03 19:59:50 -0400 <cary1022> @realDonaldTrump @FoxNews And a one time bonus check is not a pay raise. Please define the pay raise that 4 million people received. Was it enough to buy a newspaper?
1025531718562983937 2018-08-03 19:59:49 -0400 <JJCARTER11> @alyankovic please parody Slow Hands by @NiallOfficial to Small Hands @realDonaldTrump
1025531718550409217 2018-08-03 19:59:49 -0400 <Farshad187_King> @realDonaldTrump The grandeur and authority...
1025531717669416961 2018-08-03 19:59:49 -0400 <certainlee3> @thecjpearson @Billright50 @realDonaldTrump AMEN BRO!!!!!!
1025531714108502017 2018-08-03 19:59:48 -0400 <MeiHan58224176> @realDonaldTrump Thanks to our POTUS's  Enthusiastic Endorsement Election !!!
1025531709641641984 2018-08-03 19:59:47 -0400 <BuddyLowell> @realDonaldTrump   https://t.co/w7SgXVxCGl
1025531706839904256 2018-08-03 19:59:47 -0400 <LoisBertino> @realDonaldTrump You are the best thank you for your devotion to our country
1025531705824665600 2018-08-03 19:59:46 -0400 <anna43bella> @Promo9033 @RealCandaceO @realDonaldTrump Hahaha. You’re so delusional
1025531704965038080 2018-08-03 19:59:46 -0400 <NonomeniEmpire> @samhwils @JacobAWohl @realDonaldTrump If socialism is so great why don't you time-travel to 1502 and move to Dithmarschen?
1025531703647817728 2018-08-03 19:59:46 -0400 <olhowling_husky> @psycho4ensics1 @JudgeJeanine @realDonaldTrump This started with how can Trump win the Black voter, remember?  Trust is the key. It will take a lot to gain that &amp; respect. He has the money and the base so he is poised for success but it will be a hard group to gain based on my observations/discussions.
1025531702951718912 2018-08-03 19:59:46 -0400 <DenaLeaSmith> @areta @realDonaldTrump @greggutfeld @TheFive I think you meant bing bong.
1025531701232107520 2018-08-03 19:59:45 -0400 <msvictoria53> @realDonaldTrump
1025531701152296962 2018-08-03 19:59:45 -0400 <St8kout1> @jnarls @realDonaldTrump  https://t.co/FittLRXfxQ
1025531700967874561 2018-08-03 19:59:45 -0400 <Drsilb> @realDonaldTrump By destroying the environment, encarcerating innocent children, lying, stealing and manipulating! Making republicans proud!
1025531695544459264 2018-08-03 19:59:44 -0400 <establishmentno> @mike_pence @BillLeeTN @realDonaldTrump Maybe you will run for president in 2024?
1025531694571446272 2018-08-03 19:59:44 -0400 <Krispikritters> @Bsvittorio16433 @LibsInAmerica @realDonaldTrump sure fake person
1025531693371928576 2018-08-03 19:59:43 -0400 <HaroldLang16> @2cd3b826bffa4c7 @Tr3ywayyy @realDonaldTrump President Trump is one of America's great presidents
1025531693271318529 2018-08-03 19:59:43 -0400 <rhonda_harbison> @gtbms @FredFriendly7 @Lg214716 @Dance_Anyway_ @marnus_coetzee @Ninebawl2000 @JerryWr91582059 @Barbara67384886 @GrandpapJoe @jenlgeiger1 @kwhitney2015 @ecclesias @carita_paige @sh_irredeemable @MUPOTOON @suemccgib @clennardcharte1 @elias_julie @davet107 @jcomer60 @lorettaslaught1 @imbunnypants @tallymanwill @river435 @dj77dj77 @Republicist1 @ajbrzski @Rightisallwrong @marsham618 @Romanzubry @BarbaraAcmephot @JaneDoe10001 @AlwaysTrumpGirl @PhilipBeamSr @jamaicantrumper @remembercamus @JudyPiccola @PolitiSass @doris23x @Tazmarac @Shelliemom1 @laydvol @Deeebee333Brown @Heatherss77 @JVresortwear @realDonaldTrump @realdonald A breitbart cult fan. Lol  https://t.co/hKvd0aWEE7
1025531692906295296 2018-08-03 19:59:43 -0400 <badbradgould> @realDonaldTrump   https://t.co/94KQLCwiGm
1025531692822347776 2018-08-03 19:59:43 -0400 <JudithBaby> @realDonaldTrump fake news
1025531689789992960 2018-08-03 19:59:42 -0400 <FactsSobe> @mchooyah @KingJames @realDonaldTrump Trump is the opposite of a “good man” so that will never happen.
1025531688389173248 2018-08-03 19:59:42 -0400 <fantomseeker> @Blaaazer7 @Kokomothegreat @realDonaldTrump Look it up yourself! It's true!
1025531686350712833 2018-08-03 19:59:42 -0400 <LightAndFire33> @PnixonPerez @SusanJHurley @FeathCyndi @RealCandaceO @realDonaldTrump You assuming I'm blindly loyal to Trump shows your cult mentality. Can't I just love my country, and thank our President for EVERYONES fatter checks? Jesus Christ bless you with everything you rightfully deserve.
1025531686044545024 2018-08-03 19:59:42 -0400 <Cutedod> @ProudResister @missLtoe @HillaryClinton @realDonaldTrump So true😡😡 #guiltymanwalking
1025531684651847685 2018-08-03 19:59:41 -0400 <WFMGINC> @realDonaldTrump So NASA can go out and find aliens and aliens can tell us what a pathetic race we are  https://t.co/p0F0KMVlzc
1025531683444088832 2018-08-03 19:59:41 -0400 <TammyDignan1> @realDonaldTrump  https://t.co/oVhGvY7N30
1025531682965921792 2018-08-03 19:59:41 -0400 <CrumDesrenae> @realDonaldTrump @FoxNews Fake news...#RESIGN
1025531680654864393 2018-08-03 19:59:40 -0400 <PoloHidalgo1> @realDonaldTrump Space Force! I am all for it if the project is to give you a one way ticket to space and you're never coming back to earth. 😂😂😂😂😂
1025531679417556992 2018-08-03 19:59:40 -0400 <TheRealBryanRo> @realDonaldTrump Idiot, liar, thief, racist, etc,etc,etc
1025531675915124736 2018-08-03 19:59:39 -0400 <CanadianTheCHAD> @101hockeylemons @jnarls @realDonaldTrump What has he completed?
1025531674971590657 2018-08-03 19:59:39 -0400 <landingspa> @RogueNASA @realDonaldTrump Trust me lib he knows you are going to call him out on everything. He is much smarter than you and way ahead of you.
1025531674510192640 2018-08-03 19:59:39 -0400 <pwtjeanne> @mmpadellan @realDonaldTrump Trump knows no shame
1025531672303951873 2018-08-03 19:59:38 -0400 <jameaddison> @realDonaldTrump Manufacturing has ridden a wave of recovery from the oil price shock that started in late 2014, and demand for new motor vehicles. 2014 was not you Donald.
1025531669426708480 2018-08-03 19:59:38 -0400 <bnbeats> @Jenniferbolyar2 @MystiConnolly @JacobAWohl @realDonaldTrump Yikes  https://t.co/fAQheMxMFA
1025531668642258944 2018-08-03 19:59:37 -0400 <l800mph> @realDonaldTrump @FoxNews 4 million is only 0.03100775% of the workforce. Thousands of the ones who got bonuses and raises were let go mere months later. I call that a huge FAIL!!! The corps have spent the tax scam funds buying back stocks. MORE GOP/DRUMPF SCAMS AND LIES!!!!!! 🤬🤬🤬
1025531663357554693 2018-08-03 19:59:36 -0400 <SigloDurango> Juez federal de reafirma la orden a @realDonaldTrump de reactivar DACA  https://t.co/DOp98FECxM  https://t.co/W8c1kdliPu
1025531663152041985 2018-08-03 19:59:36 -0400 <Zeusislord7> @realDonaldTrump @FoxNews Awesome. Thanks, Obama!
1025531662061514752 2018-08-03 19:59:36 -0400 <Fnpmaf> @realDonaldTrump @potus you r harming children and families
1025531660853342208 2018-08-03 19:59:36 -0400 <donnamay111> @realDonaldTrump
1025531659511324672 2018-08-03 19:59:35 -0400 <StoopidLiberals> @realDonaldTrump @Charisma1yes   https://t.co/nc4T0lafk7
1025531659507118080 2018-08-03 19:59:35 -0400 <AmeriCa84883579> @Education4Libs Thousands of Americans in Chicago are asking Mayor Rahm Emanuel to resign &amp; asking Trump for  help. Thousands of lives are in danger from the dangerous gangs.  Over 5000 murders in 2017 and its expected to rise in 2018.  @realDonaldTrump @POTUS   Please help Chicago.
1025531659372974080 2018-08-03 19:59:35 -0400 <BeanK511> @Jackson_Jones72 @The_Trump_Train @realDonaldTrump @greggutfeld @TheFive  https://t.co/JttCQBrEkJ
1025531657187516416 2018-08-03 19:59:35 -0400 <ajc1305> @realDonaldTrump Explain about how you've thrown farmers under the bus.
1025531652909477889 2018-08-03 19:59:34 -0400 <potato13216> @jadedlilredpill @NadineNardine @charliekirk11 @realDonaldTrump No one as of yet has called out this check. Not everything they say is B.S. sorry but I need a credible source to believe this, and why hasn’t fox reported on this?
1025531649088544773 2018-08-03 19:59:33 -0400 <Onceoza> @onondaga_ox @Free_Media_Hub @realDonaldTrump @Costco @SamsClub @POTUS You aren’t very smart, though. Costco and Sams clubs ask for ID because they are fee based membership clubs. Genius you’re not!
1025531649004453888 2018-08-03 19:59:33 -0400 <pokervargas> @realDonaldTrump Space force what a joke. Impeachment 45
1025531648811704320 2018-08-03 19:59:33 -0400 <jane_the_teach> @realDonaldTrump @greggutfeld @TheFive The WH Briefings extinguish real news and are all bad.  https://t.co/jTumo4KDui
1025531648400613381 2018-08-03 19:59:33 -0400 <Apritions> @jpatanjo @LdyDi69 @ThePatriot293 @realDonaldTrump No when limit what a person can say you open the door for the worst ideas on the planet , open (wide open) conversation is the only way to truth
1025531641576546305 2018-08-03 19:59:31 -0400 <budee104> @realDonaldTrump Hardly working.  https://t.co/EPgc5Nj1fp
1025531640695541761 2018-08-03 19:59:31 -0400 <ReneesDogs> @realDonaldTrump  https://t.co/KY0NzP4ADL
1025531639038861312 2018-08-03 19:59:30 -0400 <honestflamesfan> @Sonarman626 @jnarls @JanetLe29397084 @realDonaldTrump @FoxNews   https://t.co/dOgbGshVr3
1025531637986217989 2018-08-03 19:59:30 -0400 <old_ukr_BS> @realDonaldTrump @greggutfeld @TheFive Москаль!!!
1025531637554192384 2018-08-03 19:59:30 -0400 <tusharvbsaxena> @realDonaldTrump @neiltyson thoughts?
1025531636442689542 2018-08-03 19:59:30 -0400 <marauderjoe> @realDonaldTrump Notice he said since he won the election (November 2016). So some of those 500k jobs were as a result of Obama’s policies, like the American Recovery &amp; Reinvestment Act which saved our country after the Great Bush Recession. Obama created over 800k jobs. #ThanksObama
1025531635876286464 2018-08-03 19:59:30 -0400 <MrsHobbittoes> @Brasilmagic So what @realdonaldtrump is saying, is that we can't believe our own eyes.
1025531634098085888 2018-08-03 19:59:29 -0400 <BlackAm54331916> @realDonaldTrump Has allowed the sheets to be snatched off. And what's underneath is ugly. People are going to Die if we can't get this orange mess OUT of our House!!!! #PrayForAmerica   https://t.co/QpJz5zJIcd
1025531633997434880 2018-08-03 19:59:29 -0400 <Brena_Bey46> @Rasmussen_Poll @realDonaldTrump @POTUS Don't believe the number but even if true they are pathetic and a mind is a terrible thing to waste and if they voted Republican or for Trump, then their mind has been wasted.
1025531626447675398 2018-08-03 19:59:27 -0400 <TheGameVeda> I used to feel down about only experiencing Woodstock whilst gestating &amp; being 2 when Watergate happened,luckily @carlbernstein is back &amp; every night thanks to @AC360 @wolfblitzer @ChrisCuomo @donlemon Vladimir Putin &amp; @realDonaldTrump I get to experience the sequel's full horror
1025531625738788864 2018-08-03 19:59:27 -0400 <Amynicole0116> @realDonaldTrump I’m so sick of you
1025531623171739648 2018-08-03 19:59:27 -0400 <St8kout1> @jnarls @realDonaldTrump   https://t.co/GZX3lFAP9t
1025531623104815104 2018-08-03 19:59:27 -0400 <clgivler> @realDonaldTrump DONALD TRUMP... @FAKENEWS
1025531618801459200 2018-08-03 19:59:26 -0400 <Jenfitzlaw> @realDonaldTrump Correction. You didnt win the election. You conspired with a foreign enemy to steal the election.
1025531617534771200 2018-08-03 19:59:25 -0400 <MAGAjenniferKAG> @PreyingSoul @realDonaldTrump @greggutfeld @JesseBWatters @RealJamesWoods I was watching it last night and said, they look like the twins from The Shining. "Redrum." Children of the Corn is better. 😂
1025531614879784960 2018-08-03 19:59:25 -0400 <LisaGrissom63> @realDonaldTrump Spell Pennsylvania
1025531611972943872 2018-08-03 19:59:24 -0400 <JimClan42225947> @GOPChairwoman @realDonaldTrump while other industries will lose 10x more jobs than created due to higher costs- idiots!  https://t.co/FKFP37La5g
1025531609980780546 2018-08-03 19:59:23 -0400 <georgewood> @krassenstein I’ve been suggesting the same thing, the journalists should starve @realDonaldTrump of the oxygen of publicity!  Remember the days when the actual POTUS would attend regular WH briefings?
1025531609787842560 2018-08-03 19:59:23 -0400 <WendyMoyer> @katsworld500 @ranmr @realDonaldTrump @katsworld500 likewise for me! Vacation time here!
1025531608160452609 2018-08-03 19:59:23 -0400 <iJayantraj> @realDonaldTrump Why you take a journey by yourself to one of the space programs. #Nasa might drop you to the planet you deserve.
1025531607979978752 2018-08-03 19:59:23 -0400 <DefytheDictator> @realDonaldTrump   https://t.co/esDEkKQMYK
1025531606847680512 2018-08-03 19:59:23 -0400 <DossatSidney> @sbaker209 @realDonaldTrump Right!!
1025531606407163904 2018-08-03 19:59:23 -0400 <mower442> @LouDobbs @realDonaldTrump Russian bot.
1025531606147235840 2018-08-03 19:59:23 -0400 <JakeResist> A Federal judge has just ruled Trump administration move to end DACA was illegal!   Well that negates the leverage for @realDonaldTrump wall, which Mexico was promised to pay for.  @realDonaldTrump is a effin imbecile. Schumacher agreed to fund the wall.   Dumbass Trump blew it
1025531603936657408 2018-08-03 19:59:22 -0400 <GerrybombS> @realDonaldTrump aren't you supposed to be golfing or something?
1025531603093778432 2018-08-03 19:59:22 -0400 <sue_douglas> @TheLiberatorASM @ThomasWictor @realDonaldTrump Yes, by God Almighty.
1025531602674376704 2018-08-03 19:59:22 -0400 <kmjdu> @peterstocking @Joseph93812282 @CNN @realDonaldTrump Thought so.Blocked him.Don't argue with trolls or bots anymore.
1025531602259128325 2018-08-03 19:59:22 -0400 <godfatherwind> @realDonaldTrump Danger! Will Robinson! President Dr. Smith is at it again!  https://t.co/8nr8lyp1p1
1025531598521950208 2018-08-03 19:59:21 -0400 <FlippyDeltate> @jnarls @realDonaldTrump @FoxNews  https://t.co/e0wktJBlyo
1025531598312067072 2018-08-03 19:59:21 -0400 <JoyceKehoe> .@realDonaldTrump
1025531598249189376 2018-08-03 19:59:21 -0400 <grammamramma> @realDonaldTrump @greggutfeld @TheFive Liar
1025531596181450754 2018-08-03 19:59:20 -0400 <LissaWilliamsPR> @dubyatfgop @realDonaldTrump I'm in!
1025531594516430849 2018-08-03 19:59:20 -0400 <GOPGarland> @realDonaldTrump Better than Diane black that’s for sure
1025531592729452545 2018-08-03 19:59:19 -0400 <derush_patricia> @realDonaldTrump Hahahahahah- the pastor you and Michael talked about in the tape
1025531589961244672 2018-08-03 19:59:19 -0400 <RealDesertRat> @realDonaldTrump @greggutfeld @TheFive Wow that’s a big word for you to spell correctly! Finally figure out how to operate your phone?  https://t.co/5uOCxaE8Tr
1025531584450052096 2018-08-03 19:59:17 -0400 <DebbieRhoden57> @realDonaldTrump  https://t.co/3I1seR6sf4
1025531581748805633 2018-08-03 19:59:17 -0400 <St8kout1> @jnarls @realDonaldTrump   https://t.co/ahZepCTGKJ
1025531579723079681 2018-08-03 19:59:16 -0400 <WeekendnMuskoka> @realDonaldTrump @FoxNews Liar 🤥
1025531578968096768 2018-08-03 19:59:16 -0400 <daverageous> @realDonaldTrump For the love of humanity! Please go Space Force yourself Donny!
1025531577202290694 2018-08-03 19:59:16 -0400 <SusanRandall032> @realDonaldTrump @BarackObama "What's he going to do, wave a magic wand?"
1025531576959033344 2018-08-03 19:59:16 -0400 <jupiternow98> @realDonaldTrump Now CHARTER SCHOOLS!!!!!  What is going on with saving inner city kids from a garbage education?????
1025531576778518528 2018-08-03 19:59:16 -0400 <AndDavidSays> @realDonaldTrump That all sounds expensive. Can we spare a few coins so that Flint Michigan can have some clean water?
1025531575637827590 2018-08-03 19:59:15 -0400 <LdyDi69> @Apritions @jpatanjo @ThePatriot293 @realDonaldTrump Right, because you agree with his racist, sexist, elitist, hate the poor and elderly, shit on our allies, and fawn over tyrants program Trump &amp; Friends have going on. Disgusting
1025531575008550914 2018-08-03 19:59:15 -0400 <royavis> @realDonaldTrump How many times have you dislocated your shoulder patting yourself on the back? Do you even feel the pain anymore or is it just a slight discomfort?? #BragerinChief #BoasterinChief #GloaterinChief #BlowhardinChief
1025531573322563594 2018-08-03 19:59:15 -0400 <LawrenceEQuigl1> @funder @realDonaldTrump Dorkin....do you remember Benghazi? How did that turn out you fool? 🇺🇸 #MAGA2020
1025531573184200705 2018-08-03 19:59:15 -0400 <Saminsunderland> @realDonaldTrump
1025531573142208512 2018-08-03 19:59:15 -0400 <onetruepipe> @realDonaldTrump monetizing his position -  https://t.co/UxlyWXhvZT
1025531572727021573 2018-08-03 19:59:15 -0400 <lLadyBing> @realDonaldTrump LIAR-IN-CHIEF
1025531572441804800 2018-08-03 19:59:14 -0400 <greene872> @magacominginhot @themamibunni @realDonaldTrump @RealCandaceO Oooooh..... you used the word plantation! Smh 😂 a Mexican trump supporter tells a Black American “get off the (democratic) Plantation”. Damn... you can’t make this shit up!!!!
1025531571393241088 2018-08-03 19:59:14 -0400 <BobBau49> @realDonaldTrump @greggutfeld @TheFive How about staying off twitter and actually do your job?  #GolfingDonnie
1025531569325465601 2018-08-03 19:59:14 -0400 <Hotyce> @1Romans58 @gatewaypundit That what he had in store for America. Thank God he is gone and @realDonaldTrump is president. With him helping Hillary we as a nation would be on the same path as  South Africa.
1025531568205586433 2018-08-03 19:59:13 -0400 <Blaine_James_TX> @steph93065 @realDonaldTrump DACA was never a law to begin with. It was an EO signed by Obama. Any presidential successors can undo any previous EOs made by past presidents. All Sessions has to is hold a press conference stating that, and they were welcome to try to sue over it. Where is Sessions...
1025531566943076353 2018-08-03 19:59:13 -0400 <fantomseeker> @Pathfinder1963 @Kokomothegreat @realDonaldTrump They are paid actors. Look it up for yourself!
1025531565336604672 2018-08-03 19:59:13 -0400 <DoubleDoubleJon> @realDonaldTrump To paraphrase LL Cool J: "don't call it a comeback, NASA's been here for years". And you are paying these companies.
1025531558231457792 2018-08-03 19:59:11 -0400 <theDVSMarcus> @BrianKarem @PressSec @realDonaldTrump Sarah Huckabee Sanders #Queenoftrolls @pressec
1025531555022864384 2018-08-03 19:59:10 -0400 <tom6735> @CCapeBreton @truthwarrior324 @coachalvin67 @CNN @realDonaldTrump @mike_pence @FLOTUS As if Canada is respected around the world.  Canada is the kid on the playground nobody wants to play with. They have contributed absolutely zilch on the world stage. Best thing to come out of Canada is Celine Dion. Yep, thats it.
1025531553047293952 2018-08-03 19:59:10 -0400 <jonest426> @realDonaldTrump  https://t.co/SrI20gVGTM
1025531551843540994 2018-08-03 19:59:10 -0400 <_metafizik> "You can’t troll your opponents as Nazis when there are proud Nazis out there marching for you." @realDonaldTrump @DonaldJTrumpJr @POTUS #DonTheCon #DonTheLoser    https://t.co/SU2iFcHWXF via @intelligencer
1025531551352799234 2018-08-03 19:59:09 -0400 <DaredevilofUS> @realDonaldTrump Yes, yes, Buzz Lightyear...get excited! You'll be named Space Cadet in charge of the Space Force! You'll even be able to see your Wall that Mexico paid for it from space!
1025531550513995782 2018-08-03 19:59:09 -0400 <Alisa1270> @JWMiller8050 @The_Trump_Train @realDonaldTrump I hope they paid you more than the $50 offered to attend a rally and hold a sign!
1025531549486329857 2018-08-03 19:59:09 -0400 <BeanK511> @PresidentDolt45 @The_Trump_Train @realDonaldTrump @greggutfeld @TheFive @FoxNews This is informative  https://t.co/JttCQBrEkJ
1025531547980423168 2018-08-03 19:59:09 -0400 <badbradgould> @realDonaldTrump Your entire existence is a lie.  https://t.co/cI8XqBqVp5
1025531546709766144 2018-08-03 19:59:08 -0400 <CareTaker4904> See this letter to Dir Vitiello  https://t.co/Fg8PkFSRMl   - need to get @realDonaldTrump message to all @ICEgov agents in WNY that immigration laws must be enforced regardless of illegal alien ability to hire expensive attorneys to protect them. #TheWall
1025531544176226304 2018-08-03 19:59:08 -0400 <pbranch14> @realDonaldTrump More FAKE BOASTING from our FAKE PRESIDENT.  Sad.
1025531543148589056 2018-08-03 19:59:07 -0400 <MartheTamblyn> @realDonaldTrump UNLOCK THE BATHROOM DOOR DONNIE!
1025531542389571585 2018-08-03 19:59:07 -0400 <jworkmanjesness> @QuancyClayborne @realDonaldTrump @GOP I get it! But those who should answer this will just gaslight you.
1025531542284759040 2018-08-03 19:59:07 -0400 <LatinoNoticias> El mandatario estadounidense @realDonaldTrump dice en promedio 16 falsedades o medias verdades cada día, según el conteo de @washingtonpost  https://t.co/SETunppHOV
1025531540539940872 2018-08-03 19:59:07 -0400 <Susanjo34441302> @DeepStateExpose @realDonaldTrump @FoxNews   https://t.co/tejtLyDdKH
1025531539956944901 2018-08-03 19:59:07 -0400 <FireyYank> @realDonaldTrump liar!
1025531538874617856 2018-08-03 19:59:06 -0400 <St8kout1> @jnarls @realDonaldTrump   https://t.co/SceFCe5FJC
1025531537515851777 2018-08-03 19:59:06 -0400 <comasigama3> @realDonaldTrump Don the Con got lucky even with the help of Putin. Someone should do a poll of voters who voted for The Front Man after Comey announced more investigation of Hillary.
1025531536257560576 2018-08-03 19:59:06 -0400 <I_am_a_gem> @realDonaldTrump We already have a space force!  https://t.co/FmHNNeH2k5
1025531536152637440 2018-08-03 19:59:06 -0400 <ElleEssW> @JacobAWohl @realDonaldTrump Both of you should be extradited to the Bermuda Triangle for all of the horrendous 💩 you talk, that is hoping the phenomena is true
1025531535603060736 2018-08-03 19:59:06 -0400 <Bree000007> @ResortHouseFire @TrumpsTrucker @oftheopposition @SenWarren @realDonaldTrump What is wrong with telling the truth? Did I miss something here?
1025531535435460608 2018-08-03 19:59:06 -0400 <KNDmex> @KimDoyleWille @AdamParkhomenko @AnnexSign @realDonaldTrump @WhiteHouse Thx Kim. I hadn't seen the ABC one.
1025531535296884736 2018-08-03 19:59:06 -0400 <5Pint> @DonaldJesusTrum @The_Trump_Train @realDonaldTrump Yes, I can. But I also can see his bias towards anyone who doesn't kiss or buys his a$$.
1025531531303874560 2018-08-03 19:59:05 -0400 <bambiwhite1758> At some point, hate @realDonaldTrump all u want, the construction of this dossier will be in play, and HOW Carter Page was PICKED, not 'found', will come out.  Then, the act of treason will become very real (not the buzz insult used by left) to Americans. That will b a sad day.
1025531530192543744 2018-08-03 19:59:04 -0400 <mzielin1> @realDonaldTrump @greggutfeld @TheFive Only because they respond to daily fire on your tweets.  If they ignored them that would be great, since only your opinion per your legal team, not really worth reading or reporting on.
1025531528405762048 2018-08-03 19:59:04 -0400 <LindaSu83499807> @StephenKing @realDonaldTrump @POTUS Is it fake news that your books are about crime murder killings that influence people in a negative way?
1025531527487283200 2018-08-03 19:59:04 -0400 <mark_phila> @realDonaldTrump The TRUMP-appointed CIA &amp; Homeland Security Chiefs held a PRESS conference today to speak DIRECTLY to AMERICANS to WARN of ON-GOING &amp; STEPPED-UP interference in upcoming ELECTIONS - while TRUMP CALLS this a HOAX &amp; FAKE NEWS -This is TREASON - LYNCH the TRAITOR, LYNCH the LIAR!
1025531526346362882 2018-08-03 19:59:03 -0400 <DonnaDuno> @realDonaldTrump You should do us all a favor and buy a one way ticket on the next "space flight". We'll soon forget we ever had to put up with your BS.
1025531523460685825 2018-08-03 19:59:03 -0400 <AllForBirds> @RogueNASA @realDonaldTrump Trying to educate trump is like....nothing else I can think of.  Any suggestions?
1025531523041296385 2018-08-03 19:59:03 -0400 <BLUEYES1970> @ChristiniaLane2 @Jamierodr10 @realDonaldTrump But the mayor has refused his help
1025531522974195714 2018-08-03 19:59:03 -0400 <jerseymom473> @mkris57 @DreaDodge @offmarketpro @EricTrump @washingtonpost @JeffBezos @realDonaldTrump It’s “you’re” genius.
1025531522932256769 2018-08-03 19:59:03 -0400 <TRUMP20202020> @mchooyah @KingJames @realDonaldTrump Agree 100%!
