1017921614787166208 2018-07-13 19:59:59 -0400 <WilmaBradley12> @MSNBC YET!!! @WhiteHouse @PressSec @realDonaldTrump
1017921600849575936 2018-07-13 19:59:56 -0400 <Qristine> @Acosta And you believe him?  Well, maybe @realDonaldTrump will ask, but what he should do is DEMAND!
1017921600488984576 2018-07-13 19:59:56 -0400 <OneNastyWoman> @TKen1985 @MOTRPolitics1 @MarshallCohen @yashar @realDonaldTrump Not to you Trump supporters, no. It's refreshing to see one of you actually admit it. #Cult45  #RussiaFirst  https://t.co/qe6uKYkFoy
1017921599389904896 2018-07-13 19:59:56 -0400 <GCraigmckay> @benfergusonshow Mr. Ferguson the reason that apology by @realDonaldTrump is not a real apology is because you can listen to the interview &amp; hear what he says. @BritishPM may accept his apology, but he embarrassed they people of America. He shouldn't say thing he doesn't mean!!
1017921597930463232 2018-07-13 19:59:55 -0400 <steveandrew2000> #MAGA  President Donald Trump and First Lady Melania descend the steps of Air Force One after touching down in Scotland for the next leg of their UK tour   @realDonaldTrump  #MAGA  #BuildTheWall  https://t.co/v2PflG9Xc6
1017921591575891968 2018-07-13 19:59:54 -0400 <Noelleswitchy> @beans120 @realDonaldTrump Lol oh gosh I see why u say that LMAOOOOO
1017921590196101120 2018-07-13 19:59:53 -0400 <jmaugust50> @realDonaldTrump Great job Mr President.  Thank you
1017921588287635457 2018-07-13 19:59:53 -0400 <mark_rinehart> @TheFive Every day I would watch @TheFive until @TheJuanWilliams insulted @realDonaldTrump . I vowed I would never watch the show again as long as Juan was on. I don't know what he said today but I see he has not changed. Hey Juan if everything is sexiest and racist then nothing is.
1017921587742461952 2018-07-13 19:59:53 -0400 <oliverobrien> We’re just going to have to think of yet more ways for you to fuck off, @piersmorgan. And if we can include your orange fascist friend with the tiny hands, @realDonaldTrump, in the scenario then be assured that we most certainly will.  https://t.co/BXJxxp7szE
1017921586647662592 2018-07-13 19:59:52 -0400 <JVDtweets> @realDonaldTrump Also strong on DWI’s and unexplained deaths
1017921585590820864 2018-07-13 19:59:52 -0400 <axelmojave> @Friggingr8 @martinbott75334 @realDonaldTrump So you are ok with GER socialism taking over Europe and America? Can't be for capitalism and socialism at the same time. Oh I forgot, you are one of those idiots who complain about socialism but love European socialist healthcare.
1017921585322315781 2018-07-13 19:59:52 -0400 <sartoris1960> @RepTedLieu @tedlieu @realDonaldTrump @HFACDemocrats @POTUS Arm up! We aren’t fighting your war Ted. You can take all your constituents along with you. We voted for détente. Go! Take Rob Reiner and Cher and their children. Maybe Antifa can help out. Enough!
1017921585083244550 2018-07-13 19:59:52 -0400 <jmreycroft> @SaysHummingbird @realDonaldTrump He must have Pompeo and Bolton with him! And audio recordings. Otherwise cancel!
1017921584315674625 2018-07-13 19:59:52 -0400 <MrBrad187> @realDonaldTrump BOOM!  https://t.co/yhu70JKPPf
1017921584265392129 2018-07-13 19:59:52 -0400 <taxes_s> @realDonaldTrump Based on the real news today, you are a traitor. You subverted democracy. The GOP will likely prevent you from ever paying a price for it. All your life you’ve never been held accountable, but that doesn’t change what you did. Innocent people don’t fear investigations, Donald.
1017921579366445057 2018-07-13 19:59:51 -0400 <tay636> @realDonaldTrump The world hates you!  https://t.co/p4F1ewlT3u
1017921576665272320 2018-07-13 19:59:50 -0400 <donald_gatton> @JacobAWohl @realDonaldTrump Nazi
1017921575788695552 2018-07-13 19:59:50 -0400 <Primary> @40ounceandamule @SirJamesGray @iheartsmoccs @yungneocon @TwitterSupport @realDonaldTrump TD:DR?
1017921574127562752 2018-07-13 19:59:49 -0400 <SallyRMc> @NYCSimmons @OshaDavidson @Boldcreation @realDonaldTrump @drewdellinger Thanks Bee Gees!
1017921571997081604 2018-07-13 19:59:49 -0400 <cccharley2> @WhiteHouse @realDonaldTrump @FLOTUS Boy did he want to push the queen aside and btw SCOTLAND is part of the UK. Who works in your communications department?
1017921571921580033 2018-07-13 19:59:49 -0400 <commongunsense> @brianefallon And what exactly will you Republicans do about this? Will you start telling @realDonaldTrump to stop his adoration of Putin and confront him and issue consequences? If not, stop talking. It's up to you to save our democracy.
1017921571854397440 2018-07-13 19:59:49 -0400 <espiegler> @DesJarlaisTN04 @Jim_Jordan @MarkMeadows @LouisGohmert @HouseGOP @realDonaldTrump One of the lasting legacies of the Trump presidency will be how many pious social conservatives in Congress &amp; the US turned a blind eye to the moral concerns previously at the foundations of their political philosophy – or so they claimed.  https://t.co/s7Pz0dp44y
1017921570428211201 2018-07-13 19:59:49 -0400 <Noelleswitchy> @beans120 @realDonaldTrump LMAOOOOO LMAOOOOO LMAO
1017921570415742976 2018-07-13 19:59:49 -0400 <Gio0357> @realDonaldTrump @PressSec PRICELESS !!!  https://t.co/MIqIipRc7u
1017921570227019776 2018-07-13 19:59:49 -0400 <meow2d2> @realDonaldTrump 🤮
1017921569765707779 2018-07-13 19:59:48 -0400 <CNYWITCH> @realDonaldTrump  https://t.co/33VenurpuC
1017921568272502785 2018-07-13 19:59:48 -0400 <ResistProfessor> @realDonaldTrump As per your usual public display, completely embarrassed Americans.   Damn, save yourself the embarrassment of impeachment or even jail and resign.  The whole world knows you are guilty. The stench of your desperation pollutes the planet.  “Witch Hunt!”  Witch, PLEASE, step down.  https://t.co/i2aniG5o0X
1017921567202787329 2018-07-13 19:59:48 -0400 <soto_esosoto> @creeknation01 @realDonaldTrump Wraith that why he is where he is .
1017921565516709889 2018-07-13 19:59:47 -0400 <Noelleswitchy> @beans120 @realDonaldTrump Are you a supporter?
1017921565386838017 2018-07-13 19:59:47 -0400 <The_Meme_Gov> @Fleetwoodmack3 @realDonaldTrump @POTUS You forgot making progress as an option
1017921562400325632 2018-07-13 19:59:47 -0400 <man_sdk> @realDonaldTrump  https://t.co/HyGcfAC7H8
1017921561918140421 2018-07-13 19:59:47 -0400 <PPschaefer> @RepSwalwell @TuckerCarlson @realDonaldTrump @HillaryClinton Tuck off Tucker! 😂😂😂
1017921561024778240 2018-07-13 19:59:46 -0400 <frazdaman> @cobbcrossing @real_farmacist @realDonaldTrump Can u blame him?
1017921558650728448 2018-07-13 19:59:46 -0400 <markslater42> @realDonaldTrump  #stumpsagainsttrump  https://t.co/hlWItmqEON
1017921558617051136 2018-07-13 19:59:46 -0400 <mechanitom> @BBCJonSopel @realDonaldTrump I'm waiting for Trey Gowdy to claim there was a deep state conspiracy to change all the online news and social media timestamps and make Trump look like a lying dotard.
1017921557501444097 2018-07-13 19:59:46 -0400 <jdp021189> @RepTedLieu @realDonaldTrump @HFACDemocrats @POTUS You Democrats are really to good to be true! We the majority of the people see right through your antics &amp; you all have simply become irrelevant in our eyes! It’s going to take over 40 years before you Democrats will ever win another election! We are all on to U! DISGRACEFUL!!!
1017921555119124480 2018-07-13 19:59:45 -0400 <roseyella2000> @ShannonPersists @realDonaldTrump I'm confused...why would you retweet Trump tweeting his glowing compliment about himself?
1017921554779394049 2018-07-13 19:59:45 -0400 <tom_rando> @RichardHaass @JohnJHarwood @realDonaldTrump TDS
1017921549167480832 2018-07-13 19:59:44 -0400 <audreyannbolin> @Jayson510 @suzydymna @realDonaldTrump That is sad, Jason, what is your reason?
1017921548395507712 2018-07-13 19:59:43 -0400 <Dbullet7> @NancyPelosi @realDonaldTrump  Why? Cus you wasn't invited? Probably for a good reason
1017921548043288576 2018-07-13 19:59:43 -0400 <dskeans> @19Bigdawg56 @dividejen @FoxNews @realDonaldTrump @CNN Most politicians.
1017921546231222272 2018-07-13 19:59:43 -0400 <JasonRabenn> @NancyPelosi @realDonaldTrump Crickets...
1017921543987318784 2018-07-13 19:59:42 -0400 <Susuli5> @realDonaldTrump students are being killed in Nicaragua....please help. We implore you...  https://t.co/GQEov31lBP
1017921542745874432 2018-07-13 19:59:42 -0400 <LoriBedford1> @bcarrz @realDonaldTrump The Queen has been around large animals her whole life, still rides, but this huge A$$ just about takes her out. Horses are more careful around her than he is. Disgusting basket.
1017921541567275009 2018-07-13 19:59:42 -0400 <BuzzIzarownd> @dave_delion @LouDobbs @JudicialWatch @realDonaldTrump Why does the orange clown not get his syphilis infection treated?!? 😕☹️
1017921541059723264 2018-07-13 19:59:42 -0400 <JoeBraxtonTouch> @realDonaldTrump’s presidency is a fraud and every Republican knows it. #ImpeachTrump #ImpeachPence
1017921539918913537 2018-07-13 19:59:41 -0400 <DesertPrimrose> @mi2guys @realDonaldTrump Trump’s Obnoxious Meddling in Britain | The American Conservative  https://t.co/zeryD6ARGx via @amconmag
1017921539591696385 2018-07-13 19:59:41 -0400 <rjoseph7777> ‘Together Against Trump’, thousands protest peacefully in London  https://t.co/k8QyHwpQR8 @realDonaldTrump #FBR #TrumpRussia #Mueller #Resist #MAGA #2A #1A #GOP #tcot #ccot #Patriot #AmericaFirst
1017921539436523526 2018-07-13 19:59:41 -0400 <LizEdmontoneorr> IS @REALDONALDTRUMP #TRUMP  a habitual gaslighter  https://t.co/KMxFg5dlSy
1017921539415605253 2018-07-13 19:59:41 -0400 <miguel9288> @FoxNews @realDonaldTrump Trump supporters ignorance of the Trump-Putin relationship makes them the least patriotic Americans. Can you imagine if Hillary was doing what Trump is doing?
1017921535460433920 2018-07-13 19:59:40 -0400 <LeeAnndelCasti2> @WhiteHouse @realDonaldTrump @FLOTUS Departing the U K?? To Scotland?? Let's do some  Geography for Dummies- POTUS.
1017921534281822208 2018-07-13 19:59:40 -0400 <ktmccabe2> @LouDobbs @JudicialWatch @realDonaldTrump   https://t.co/SM1B1S64Ma
1017921533493342208 2018-07-13 19:59:40 -0400 <Mustanglvr_GTCS> ARREST PUTIN!!!!!!!!!!  #ArrestPutin  @realDonaldTrump #TheResistance #Resist #VoteLiberalSmart
1017921533438816257 2018-07-13 19:59:40 -0400 <Meatblack404> @dollymad1812 @WriteSmitty @realDonaldTrump @mattgaetz  https://t.co/BuP9z3JAwh
1017921528422428672 2018-07-13 19:59:39 -0400 <jadezxy> @tod1776 @CassieLynn4207 @suzydymna @Jayson510 @realDonaldTrump That made little sense. Haha
1017921528271384576 2018-07-13 19:59:39 -0400 <tbasden628> @ProudResister @realDonaldTrump Exactly, absolutely right!!!👏
1017921527348490240 2018-07-13 19:59:38 -0400 <margs50> @realDonaldTrump You mean the drunk with 7 DUI and possibly the one Mueller implicated in today’s indictments!!!
1017921526539194369 2018-07-13 19:59:38 -0400 <meowrowr> @realDonaldTrump Resign
1017921525771653120 2018-07-13 19:59:38 -0400 <CNYWITCH> @realDonaldTrump You got a nice little tea.  Barry got this...  https://t.co/NObF2i0qdM
1017921524421091328 2018-07-13 19:59:38 -0400 <pauljgibler> @BleedinOrDyin @Limbaugh2016 @DustM_D @Luv4AllSpecies @MarshallCohen @SenRonJohnson @realDonaldTrump @HouseGOP @SenateGOP @SpeakerRyan @SenateMajLdr @GOP @JohnKasich Lol.
1017921519173812224 2018-07-13 19:59:36 -0400 <JCarlosFox>  https://t.co/Zcw1bcuyMD  @realDonaldTrump has shown the world he has no class. His treatment of a 92 year old woman was beyond rude. The fact that she is the Queen makes it worse.  If England hated tRump before, they now despise this despicable ass.
1017921517244616704 2018-07-13 19:59:36 -0400 <badgolferbob> @vladbrochill @LouDobbs @EdRollins @realDonaldTrump What does Obama’s smell like? I suspect that Hillary’s is foul. Just guessing
1017921516019834880 2018-07-13 19:59:36 -0400 <katiebrrrraz> @LisaM3732 @realDonaldTrump Speaking of most tainted and corrupt
1017921515977879552 2018-07-13 19:59:36 -0400 <Dodadaz1> @David_Leavitt @realDonaldTrump If we’re gonna have a celeb billionaire, let’s make it the one with the biggest heart and the most talent on a world stage and smart enough to get the best people doing the right jobs (that’s as flippant as I could live with)  https://t.co/qsX5WJOCsH
1017921514413395968 2018-07-13 19:59:35 -0400 <bzf503a> @jnnyschndr @marlegs1 @LouDobbs @JudicialWatch @realDonaldTrump SAD!  You know that God answers every prayer...but Jen, sometime the answer is NO.
1017921512953741312 2018-07-13 19:59:35 -0400 <yayo515> @realDonaldTrump Welp guess we know who the unnamed candidate is.
1017921510864969729 2018-07-13 19:59:34 -0400 <melindaellis> @LouDobbs @JudicialWatch @realDonaldTrump Oh, Lou. You used to be credible.
1017921505525682177 2018-07-13 19:59:33 -0400 <AlaoBabzz> @SenWarren @bdpopsen @realDonaldTrump Aja to ba ma soonu...ko ni gbo feere olode!
1017921504665899008 2018-07-13 19:59:33 -0400 <historicalmike> @WhiteHouse @realDonaldTrump @FLOTUS @realDonaldTrump left Windsor Castle and went to play golf in Scotland. ———-SCOTLAND IS IN THE U. K., morons. 🙄
1017921503491448832 2018-07-13 19:59:33 -0400 <dturn63> @WhiteHouse @realDonaldTrump @FLOTUS They are still in U.K. They’re in Scotland. Is there a maximum IQ requirement to work in the White House now? #moronsinthewhitehouse
1017921501780168704 2018-07-13 19:59:32 -0400 <TakenByTheWinds> @trail1978 @realDonaldTrump   https://t.co/7xjhygHIBz
1017921498928025601 2018-07-13 19:59:32 -0400 <SheilaDRobinso2> @WhiteHouse @theresa_may @realDonaldTrump Just stop with the lies and propaganda! He’s an idiot and doesn’t know anything about his job. Russians crawling all over trump tower.#IllegitimatePresident #WhereAreTheGirls #Putin’sPuppet
1017921498433052672 2018-07-13 19:59:31 -0400 <JimmyWe58329038> @stringbeans15 @rilla324242 @pabscat @EmmaKennedy @realDonaldTrump @JaneyGodley Why didn't she just say it I don't talk ghetto
1017921496667152385 2018-07-13 19:59:31 -0400 <Mikel_Jollett> @LouDobbs @JudicialWatch @realDonaldTrump Never go full MAGA.
1017921496319168512 2018-07-13 19:59:31 -0400 <b_moviestarring> @SeanWefers @KoreaanseSlet @Innocent_Wreck @real_farmacist @realDonaldTrump Thing is, do you think the US right right makes similar misunderstandings of the US left, too?  (If it helps, I'm literally incapable of being a Democrat.)
1017921494939123712 2018-07-13 19:59:31 -0400 <HoagML> @realDonaldTrump @TCleveland4Real Like a fine French wine.
1017921493383221248 2018-07-13 19:59:30 -0400 <SonjaMckusick> @SenWarren @realDonaldTrump He's not going to give up his love affair with Putin...
1017921493009948672 2018-07-13 19:59:30 -0400 <regan11218lane> @FoxNews why is @realDonaldTrump meeting with the man who waged cyber war against our National Elections?   You can get rich telling the truth as well as lying, why can't #Fox defend America?  https://t.co/5t7QOxU9rA
1017921488475783168 2018-07-13 19:59:29 -0400 <MariaInVa> You are disrespectful @realDonaldTrump    My great grandmother knew the royal family for years and is rolling over her grave right now. I cannot believe this. Well with you sadly yes I CAN. Stop living your agenda and DO YOUR JOB you were hired for.  https://t.co/jxatjpnuqQ
1017921486840061952 2018-07-13 19:59:29 -0400 <DIYinLife> @LyndaG1963 @BobbyCantrell8 @RepCohen @realDonaldTrump Purple hearts are on reserve for our War Veterans the only ones that deserve. He made me sick with that comment this guy deserves nothing but jail time immediately don't pass go don't collect $200
1017921486819078144 2018-07-13 19:59:29 -0400 <donsilsby> @BostonGlobe @greta Yes, “Wheel” was coming on and she wasn’t going to miss it for @realDonaldTrump !
1017921485896404992 2018-07-13 19:59:28 -0400 <William59288022> @ItsMeCathi @honjok_ @realDonaldTrump Putin has nothing on him,yall need to pay attention.obama should be in prison for the crimes he's committed along with clintons,and the bushs.if you really had a clue,you would already know this.
1017921485732745216 2018-07-13 19:59:28 -0400 <StewartBeefs> @realDonaldTrump Where's your balloon?
1017921481827811328 2018-07-13 19:59:27 -0400 <LoisHuf23664> @realDonaldTrump Pity u couldn't ride thru the streets of London and view the effigy they made of you and see first hand the loathing people have 4 u. Yes but once again u hide in fear and now u dont even have a fake bonespur.  🚁
1017921481290977281 2018-07-13 19:59:27 -0400 <CoachforPOTUS> @VicrdrJohn @rebeccajoc @michaelbeatty3 @1Romans58 @realDonaldTrump There is no MSM. We have lived through a coup against the President of the United States and the MSM slept through it.
1017921479567204352 2018-07-13 19:59:27 -0400 <Skairipa_kyag> @realDonaldTrump Do you think this is bigger than your inauguration crowd? 👇  https://t.co/UywWTSd2Zs
1017921479466536960 2018-07-13 19:59:27 -0400 <DavePiperDJ> @thom_brooks @realDonaldTrump Maybe he knows the future???
1017921478468108288 2018-07-13 19:59:27 -0400 <christie70biscu> @JodieMarsh @realDonaldTrump I am Canadian, and we have one here who is the same! I know your pain.
1017921476194963459 2018-07-13 19:59:26 -0400 <KimmichLouise> @dumptrump33 @realDonaldTrump Yes, his hair would definitely hide a mic!
1017921473732907008 2018-07-13 19:59:26 -0400 <RobertInFlorida> @WhiteHouse @realDonaldTrump @FLOTUS Ummm you know that Scotland is in the UK right? I have an atlas I'm happy to send you
1017921472260497409 2018-07-13 19:59:25 -0400 <DeathSmoKe1111> @realDonaldTrump You are truly THE most hated man on the entire planet. How does that feel?
1017921471136583680 2018-07-13 19:59:25 -0400 <Fan_of_Mueller> @_cingraham Sounds like a conspiracy to me, #amirite #DonTheCon?  @realDonaldTrump
1017921470561964032 2018-07-13 19:59:25 -0400 <Divanista96> @LynKY1950 @FARMERFUNKK @DevinNunes @realDonaldTrump Nah they'd rather not read or think just regurgitate what trump and fox told them.
1017921464513777669 2018-07-13 19:59:23 -0400 <JYoung655> @KalliZasso @realDonaldTrump @FoxNews Then take your meds cause he will be around until 2024. MAGA.
1017921460315328515 2018-07-13 19:59:22 -0400 <PAMartinez68> @BudSmoker1962 @RealSheriffJoe @POTUS @realDonaldTrump A hot spot for him wearing pink underwear!!!
1017921460248154112 2018-07-13 19:59:22 -0400 <Ron_Decline> @MichelleBarish @realDonaldTrump And the Fox reporter proceeded to take the question, rather than back up @Acosta. No prize too big for state-run media.
1017921460168478720 2018-07-13 19:59:22 -0400 <dianagill> @WhiteHouse @realDonaldTrump @FLOTUS Scotland is in the UK. This is just embarrassing.
1017921460051021824 2018-07-13 19:59:22 -0400 <DebWilhelm69> @RepSwalwell @TuckerCarlson @realDonaldTrump @HillaryClinton Or maybe Trump *knew* they were going to hack that day. Considering the time difference between Moscow and the US, is it possible the hacking had already taken place and that no one except Putin’s co-conspirators in the US (including Trump) were yet aware?
1017921458872430592 2018-07-13 19:59:22 -0400 <Scooterman1999> @cybermanme @realDonaldTrump Don’t forget the ufo that appears at the top sometimes you get bonus points
1017921456632684544 2018-07-13 19:59:21 -0400 <Laighe> @alaBLUma @Dimanc59 @realDonaldTrump My exact words when I saw this. 😊
1017921454887919616 2018-07-13 19:59:21 -0400 <DavidBailey1975> @WhiteHouse @realDonaldTrump @FLOTUS They’ve gone to Scotland which is part of the UK. Either, you have lost your President, or you don’t know some pretty basic stuff about the UK. #whyaminotsurprised #buyanatlas #magagonewrong
1017921454216642565 2018-07-13 19:59:21 -0400 <jernarts> @RepSwalwell @realDonaldTrump But you were ok with Obama ignoring it while it was happening, lol.  This entire mess sits at Obamas door.  Just own it already.  Obama failed us.
1017921453792956416 2018-07-13 19:59:21 -0400 <Mtph32> @realDonaldTrump You will turn on him Trump
1017921452929093634 2018-07-13 19:59:21 -0400 <sergiocalzado> @AdamSchiffCA #Godspeed @realDonaldTrump continue the fight against the left-wing CESSPOOL pigs like @AdamSchiffCA Continue the fight @seanhannity @PressSec @DanScavino @dbongino @VP  https://t.co/2FoQNQdmvO
1017921451717025795 2018-07-13 19:59:20 -0400 <tay636> @realDonaldTrump The world hates you...LOL!  https://t.co/yyG4oDOVFv
1017921450894913537 2018-07-13 19:59:20 -0400 <tweetybirdthing> @bornsunshine @realDonaldTrump   https://t.co/99B7dk4SUZ
1017921450798473217 2018-07-13 19:59:20 -0400 <stevob3000> @dennis0805a @realDonaldTrump Don't worry. British did not take his behavior as an insult. It was more a confirmation that Trump is an elephant wherever he goes. Actually it is amusing that Trump did not get it that he was taken out of London, did not get the welcome of a president but shows off about it. :)
1017921450114764800 2018-07-13 19:59:20 -0400 <tamiltiger70> Please accept my apologies @realDonaldTrump @MELANIATRUMP @FLOTUS #POTUS45 #TrumpVisitUK #PatriotsUnited #TrumpArmy  for Londons Bad Manners  https://t.co/MhdSgSqMqt
1017921450005721094 2018-07-13 19:59:20 -0400 <DeeNobl87375893> @ChrisJZullo @realDonaldTrump Ppl went nuts when the bra was burnt  The mini skirt came into fashion and elvis presley twisted his lip moved his leg and gave birth to rock and roll....it all still happened. Who ever got anywhere being a dreary old wall flowering
1017921448856424453 2018-07-13 19:59:20 -0400 <flosunondani> @ArialFoxx @LouDobbs @JudicialWatch @realDonaldTrump @potus45 I think your key word shld be YET.  The investigation is not complete. These indictments are just the next step in the bridge. If u r so sure Trump is innocent let the investigation finish &amp; prove that while some campaign staff were involved with Russia, Trump was not. Why not?
1017921448831279105 2018-07-13 19:59:20 -0400 <Vguilfoil> @realDonaldTrump @potus  https://t.co/KXxZFLDUIU
1017921445622681600 2018-07-13 19:59:19 -0400 <gypsyjonyc> @krassenstein @realDonaldTrump @POTUS @realDonaldTrump FYI
1017921444364218368 2018-07-13 19:59:19 -0400 <LujanSabu> @Specklefoot 13Jul2018  https://t.co/UkTROlDeh7  https://t.co/Wn2aSIRkzz [None] of these incorporated entities [is] The United States of America...all [infringe] Common Law Copyright and [violate] international law and treaty @Telford_Russian @GenDunford @GenFlynn @realDonaldTrump
1017921443995291648 2018-07-13 19:59:18 -0400 <TheDayEarthStop> @dennis0805a @realDonaldTrump Foolish! Grow up!
1017921442711834625 2018-07-13 19:59:18 -0400 <JulieMooney15> @ExecCareerCoach @CBSNews @FLOTUS @realDonaldTrump Er no dear, they don't. Really they don't.
1017921441977831431 2018-07-13 19:59:18 -0400 <ThomasGJameson1> @jpanzer @NancyPelosi @realDonaldTrump You high bro?
1017921438106439680 2018-07-13 19:59:17 -0400 <FlorentiaAustin> @johnpodesta @realDonaldTrump Did you Kill Judge Scalia??????
1017921437842067461 2018-07-13 19:59:17 -0400 <MatthewDMorales> @wolverinesegg @LouDobbs @JudicialWatch @realDonaldTrump No they didn't, their attorney's came and demanded discovery of evidence and Mueller cited not without them appearing before the court in person to protect the discovery from being used or shared by other's and the attorney's backed off. Read the merits, don't just listen.
1017921436281950208 2018-07-13 19:59:17 -0400 <Raqeb> @The_Trump_Train @realDonaldTrump You can do that too if you have money like trump family
1017921435254382592 2018-07-13 19:59:16 -0400 <edcbm> @ChrisCuomo Doesn’t matter what u or others say, @realDonaldTrump makes that decision. He’s not going 2 screw USA like @BarackObama did-remember BO on hot mic-have more flexibility after the election - which NO #journolist ever asked or followed up on!  @DonaldJTrumpJr @ScottAdamsSays
1017921434381897728 2018-07-13 19:59:16 -0400 <RaymondLeyanna> @Jimski @FoxNews @realDonaldTrump @CNN I’m happy that president Donald Trump speaks his mind. So maybe if they quit attacking him And treat him with respect maybe he do the same in return but they do not at every turn the attack the man so I wouldn’t answer any other questions ever until they get a little respect.
1017921431651250176 2018-07-13 19:59:16 -0400 <LisaTrompke> @realDonaldTrump  So, we have proof now that Russia did meddle with our election.  And you JOKE about it!!  You're such a pathetic excuse for a president.  They helped you win because they know you are a moron and will(already have) become their puppet.  #ImpeachTrump
1017921431592505344 2018-07-13 19:59:16 -0400 <JimBerquist1> @realDonaldTrump Just asking.   Who's side is Sessions on ?
1017921430875324416 2018-07-13 19:59:15 -0400 <instinctnaturel> @StephGrisham45 @POTUS @realDonaldTrump @FLOTUS Probiotics will help your gut
1017921426605641728 2018-07-13 19:59:14 -0400 <Randomchaos2> @WillD1am @realDonaldTrump 😂😂
1017921425322045440 2018-07-13 19:59:14 -0400 <srsinger40> @realDonaldTrump, don’t you have anyone explain protocol you mindless buffoon! Trump Breaks Royal Protocol By Walking Ahead Of The Queen, Forgot To Wait For Her (VIDEO)  https://t.co/j0IDnuh7Wb
1017921423631966208 2018-07-13 19:59:14 -0400 <DraftTulsi> @RepSwalwell @realDonaldTrump Unless everyone who supported the Iraq, Syria, Libya, Yemen, Somali wars are held accountable you will make America look blood thirst. If you can’t do that resign
1017921422784630784 2018-07-13 19:59:13 -0400 <woodstockcatman> @DavidLammy @missis_j @realDonaldTrump truly is a classless vile individual.  👎🤡 Just an embarrassment in every way it is possible to be.  This was truly the best the Americans could come up with?  Hang your heads in shame then for voting for him as @POTUS &amp; unleashing him onto the world.  #Disgrace
1017921421547266048 2018-07-13 19:59:13 -0400 <BShinnick> @SaysHummingbird @PoliteMelanie @realDonaldTrump RT won’t do shit. He doesn’t care what you think.
1017921420687536129 2018-07-13 19:59:13 -0400 <prolibertate7> @SenWarren @realDonaldTrump Hillary had confidential emails on her private server &amp; Comey &amp; #Strzok committed obstruction of justice by changing 'grossly negligent' to 'extremely careless' so she wouldn't be indicted as she should have been.  https://t.co/LakNlS9sTZ #MAGA #WalkAway #trump
1017921418888019968 2018-07-13 19:59:12 -0400 <footballs52> @IndivisibleNet @leesarhoden Turns out you are a puppet @realDonaldTrump  https://t.co/TNpqE0PPmw
1017921417722114048 2018-07-13 19:59:12 -0400 <SuperflyTNT_X> @realDonaldTrump #presidentfart
1017921416740536320 2018-07-13 19:59:12 -0400 <Phenomenal_Cat> @codeofvets @RealMattCouch Smelly Native American/German hillbilly here! Ex-democrat, I live in Seattle (liberal Looney bin/sanctuary city) Pray for me! I bought my son Patriotic summer gear! Buying a MAGA hat soon for my birthday, too 😎 #MAGA @realDonaldTrump  https://t.co/GWsHQ6FhTU  https://t.co/ohcasKw7kG
1017921415121653761 2018-07-13 19:59:12 -0400 <rgsemonchik> @realDonaldTrump 🤮
1017921414828044290 2018-07-13 19:59:12 -0400 <BernardLowe14> @SenWarren @realDonaldTrump Please cut the crap Elizabeth! Russia didn’t influence anything! If Clinton had won the election, you wouldn’t have cared one bit about what Russia has been doing for decades, not just during 2016.
1017921412248494081 2018-07-13 19:59:11 -0400 <tdevo2283> @Mikel_Jollett Finally @realDonaldTrump has a crowd he can brag about. This has to be twice the size of the crowd that was at his inauguration.
