1071917406220705792 2018-12-09 18:59:59 -0400 <fguerincart> @realDonaldTrump Agree. Keep on fighting. Keep the faith.
1071917311999782913 2018-12-09 18:59:37 -0400 <TRAVELLMAN> @realDonaldTrump Fraudster Narcissist LIAR Fake human
1071917311844630534 2018-12-09 18:59:37 -0400 <SwistekDeborah> @realDonaldTrump
1071917311299334150 2018-12-09 18:59:36 -0400 <TakeThatChem> @RickeyB11595096 @PissedOffPeanut @Nasty_1_ @SmackYeti @AmeliaG37028892 @Gattinov @AltHutch @GreenMike16 @RenovaAlejandro @grabaroot @YeshuaBenDavid4 @bella_pmk @zerrubabel @InmateTwitmo @TWITMO_INMATE @realDonaldTrump @GenFlynn @BradFitzpatriot @DougieFreshii @paulacblades001 @TheAmericanLef1 @WillOfThePeopl5 @darla22686198 @MemeSyndicate @AnonymousInfo6 @TimMerr1tt @joshua_nimmons @Info5Anonymous @meadlynn1 @fcfootsteps @JustMeLiberty @Matthew22655 @WeThePeeps4517 @FederalistNo78 @daisyboca @Qtastic3 @_twiceborn_ @craigsolve @DreamwalkerWC @DaleDholc @donnie_maga @AmericaHasBalls @thelionlogos @aleeyun_nvaazun @Sandfarmer007 @laztar11 @TrumpFrolicker @QBlueSkyQ @QAnon711 @FBI Except when it's raining. He's such a beta.
1071917311139946496 2018-12-09 18:59:36 -0400 <ronquille_paul> @edbarber101658 @Christo09278206 @mailman576 @Billrollins6 @RobertMabr @scifihq @sh_irredeemable @nightOwlbookLvr @Reaper__1 @erik_segelstrom @ParisTwatter @narsa2556 @DrWhoisin @ButchOred @MarilynLavala @soniaerasmus @margie_joiner @kamasu521 @robin_ked @Immax82800140 @TrHaza @paulag87969402 @sal_raven @rolliby @barbmic @BrendhanOBrien @Angelamarytayl1 @iluvpurple2 @DBurton3 @tonykimble4 @darla22686198 @DeetSupreme @ACNamlik @CatFertitta @RDevole @Chrispr77792659 @strollinbolin @vachilly64 @SaraCarterDC @JoinerMargie @robcarlson20 @ROHLL5 @trumpifiedterry @name @SanMateogirl11 @HorseShort @realDonaldTrump @Whiskey100Proof @jack 😂😂😂..yep..we all in the same boat Ed !
1071917310301081600 2018-12-09 18:59:36 -0400 <JoanHer79561376> @realDonaldTrump Somebody get his nurse back on duty. He is self-destructing before our eyes. This is what a total breakdown looks like. Out of touch with reality now.
1071917309751631873 2018-12-09 18:59:36 -0400 <Quest2017> @MatthewOrsini92 @realDonaldTrump @IRetweetTrump хуй 😃
1071917309722271749 2018-12-09 18:59:36 -0400 <IacoLaura15> @realDonaldTrump
1071917308799528961 2018-12-09 18:59:36 -0400 <SierraJohnson_1> @realDonaldTrump You think if you say it then it’s true? You are sad..  https://t.co/tOoP9TumGT
1071917307365113856 2018-12-09 18:59:35 -0400 <stevesmith2001> @travis_butler10 @trekswthbaggage @realDonaldTrump Oh dear. Sounds like someone's forgotten their medication...
1071917305960034304 2018-12-09 18:59:35 -0400 <LewPharmD> @realDonaldTrump  https://t.co/p65QwDQLVG
1071917303153930240 2018-12-09 18:59:34 -0400 <ckintaro> @ryanyork79 @realDonaldTrump stopping sucking us dry w their tariffs!!! Etc.. stop being blinded by hateful rhetoric! Snap out of it!🇺🇸
1071917302784950272 2018-12-09 18:59:34 -0400 <jess_durney> @realDonaldTrump  https://t.co/5ZdmaqnYyO
1071917302629715968 2018-12-09 18:59:34 -0400 <Janet93381236> @Gigi72016 @JackPosobiec That is correct! The left would 💩their diapers. @realDonaldTrump
1071917302034116608 2018-12-09 18:59:34 -0400 <Mariesatwit> @JimKilbane @realDonaldTrump 😂😂😂😂
1071917301270667267 2018-12-09 18:59:34 -0400 <comaraster> @realDonaldTrump  https://t.co/8PBd1kLVQ0
1071917297214914560 2018-12-09 18:59:33 -0400 <TrumpFeet> @realDonaldTrump  https://t.co/IcbU66xuql
1071917296468324352 2018-12-09 18:59:33 -0400 <DeirdreFlanagan> @EricaJong @TomFitton @JudicialWatch @realDonaldTrump @JudgeJeanine @FoxNews Who cares?
1071917296187269120 2018-12-09 18:59:33 -0400 <goat_guy_05> @ruthMP20 @williamlegate @realDonaldTrump I feel like I've started to notice this more lately, too. What he says is definitely becoming less and defensible
1071917295017037824 2018-12-09 18:59:33 -0400 <bhlawrence1954> @realDonaldTrump Well yeah if you count destroying the office of the Presidency as “accomplishing more”. @Need2Impeach
1071917294551482368 2018-12-09 18:59:32 -0400 <DeanObeidallah> @realDonaldTrump BREAKING: Nick Ayers not taking job as White House chief of staff. Ayers said he wants to spend more time with his family and less time in prison
1071917291548200960 2018-12-09 18:59:32 -0400 <noneatall1234> @realDonaldTrump But you are screwing the market
1071917291380580352 2018-12-09 18:59:32 -0400 <KHAnders1> @DearAuntCrabby @realDonaldTrump What you just wrote, dear: The final straw - up his nose. Cokeland. Where he goes, when "everybody hates me" kicks in. "It's a witch hunt, and I done nothing wrong". "I should  F I R E   all of them -  they have NO idea how smart I am. I've made billions - ".
1071917290889928711 2018-12-09 18:59:32 -0400 <real_wiley> @realDonaldTrump And thats old. Tou can add more golf days and more criminal indictments.    Quite a list of "accomplishments" ya got going there, BenedictDonald, individual 1.  Cadet Bonespurs. Pretendident Fondlemore Grabbersnatch.  https://t.co/0nsuS43YZd
1071917290428424192 2018-12-09 18:59:31 -0400 <Cnhnguy72243302> @realDonaldTrump Tôi rất mong muốn cả gia đình của tôi sẽ đóng thuế cho nước mỹ. vì tôi yêu nước mỹ và yêu quí Ngài tổng thống DonaldTrump
1071917288830443520 2018-12-09 18:59:31 -0400 <Sue3805m> @travis_butler10 @realDonaldTrump Where is the 75 percent from?
1071917287664435200 2018-12-09 18:59:31 -0400 <mystical0404> @realDonaldTrump The people have spoken 👉💯😀😂
1071917285114331136 2018-12-09 18:59:30 -0400 <CoolZed68> @travis_butler10 @realDonaldTrump  https://t.co/NehiUkpZjE
1071917284073988097 2018-12-09 18:59:30 -0400 <amandabryson7> @KoreyEdwards6 @mountain_goats @realDonaldTrump Yes because NK not adhering to a key part of the agreement is winning. 🙄 The unification is great and all but wouldn't be possible if President Moon Jae-in and Kim Jong Un were not consistently working together to strengthen ties.
1071917282492698624 2018-12-09 18:59:30 -0400 <ilike2beright> @wilytone @realDonaldTrump 🤪
1071917280668221440 2018-12-09 18:59:29 -0400 <VoteCats4Biden> @realDonaldTrump Nope. Lies. Conspiracy. Money laundering. Fraud. Fed Election Campaign fraud.
1071917277556092928 2018-12-09 18:59:28 -0400 <twhitaker2009> @realDonaldTrump Don’t think the news media is the one who is out of their mind....
1071917277266628608 2018-12-09 18:59:28 -0400 <BbGillooly> @realDonaldTrump Delusion is one of the 3 stages of collusion. #CollusionistTrump #IdiotInChief
1071917276163563521 2018-12-09 18:59:28 -0400 <tatacindy1> @realDonaldTrump Speaking of going completely out if its mind...I think that applies to you, Donald. 😜🤪🤡
1071917273902927872 2018-12-09 18:59:28 -0400 <JayRodge66> @kittycatsrule @nick_ayers @realDonaldTrump @VP Or hell.
1071917272518852613 2018-12-09 18:59:27 -0400 <fred59651619> @realDonaldTrump  https://t.co/LaOKqgihpu
1071917270681731072 2018-12-09 18:59:27 -0400 <jojoned> @travis_butler10 @trekswthbaggage @realDonaldTrump Omg, you’re not serious with that calculation are you?
1071917270002253824 2018-12-09 18:59:27 -0400 <prinniedidit> @DaveG0624 @travis_butler10 @trekswthbaggage @realDonaldTrump  https://t.co/n4VXf57jCm
1071917269985353729 2018-12-09 18:59:27 -0400 <clefors040> @RealKellyJones @realDonaldTrump Dishonest &amp; Delusional not to mention ignorant of the history of the US.  Need to get  that idiot out of office before he bankrupts this country!
1071917269943545856 2018-12-09 18:59:27 -0400 <LeoKrayola> @JoseCantu15 @realDonaldTrump  https://t.co/da3ZhmSqn6
1071917268467036160 2018-12-09 18:59:26 -0400 <AprilNowling> @travis_butler10 @realDonaldTrump  https://t.co/L9YaYL3pXb
1071917267858931713 2018-12-09 18:59:26 -0400 <theLongDstyle> @Sheilabbl @realDonaldTrump Quite the opposite
1071917262737682432 2018-12-09 18:59:25 -0400 <pjg318> @realDonaldTrump No-one believes that claim.  UN laughs at Trump.   https://t.co/xYs2frIPUT
1071917260359446528 2018-12-09 18:59:24 -0400 <michaelfisher29> @Sheilabbl @realDonaldTrump Boy have you got it backwards.
1071917259344494593 2018-12-09 18:59:24 -0400 <JosephGlennDav1> @realDonaldTrump Amen keep that iron industry stong American Ironworkers lovin ya rite now
1071917257591349248 2018-12-09 18:59:24 -0400 <pewtergod> @NeoBOOMS @MorpheusBOOMS @bassface02 @KSAGOffice @realDonaldTrump My childhood hero. BTW, when is JFK Jr. coming back from the grave?  https://t.co/gqt92wE26k
1071917254462332928 2018-12-09 18:59:23 -0400 <Dlibby46Libby> @potus, @realDonaldTrump. As one who served at Danang AB in 1967 during the rocket attacks and during Tet 1968 I don't recall seeing or hearing about a Cadet Bone Spurs being in the Nam.  Oh, that's right you were to chicken!
1071917254453936129 2018-12-09 18:59:23 -0400 <SamBam39> @nick_ayers @realDonaldTrump @VP Why is this in my feed?
1071917254340677632 2018-12-09 18:59:23 -0400 <biffy52> @realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1071917254000955392 2018-12-09 18:59:23 -0400 <vividtoy> @realDonaldTrump Oh mammi, mammi, I'm running from the long arms of the law.....
1071917250834325504 2018-12-09 18:59:22 -0400 <HarveyLawson1> @nick_ayers @realDonaldTrump @VP If you had any good sense you would stay away from Donald Trump. He's toxic.  Remember these few things:  A. Donald  is not your friend  B. Donald will try and bribe you for whatever reason.  C. Ivanka/Jared are really the Chiefs in Staff.  D. He'll probably tear you into shreds.
1071917250276483072 2018-12-09 18:59:22 -0400 <CDC200987> @realDonaldTrump Well, someone’s gone out of his mind, all right.
1071917248040730624 2018-12-09 18:59:21 -0400 <gus5811> @David_Leavitt @realDonaldTrump he doesnt even compare to pee wee herman.
1071917245109026816 2018-12-09 18:59:21 -0400 <favabean7> @realDonaldTrump #FuckTrump  https://t.co/E8fuJaNMhP
1071917244312104960 2018-12-09 18:59:20 -0400 <CalceCalce> @realDonaldTrump And the world laughs. You must have felt like a fish out of water at the G20. No praise. Boy Putin high-5 your other friend, you know, the one who said he knows nothing about a murder.  https://t.co/zKJTdEov9R
1071917242848169984 2018-12-09 18:59:20 -0400 <Individual1_DJT> @realDonaldTrump @GeraldoRivera Too many Russian contacts to count..   https://t.co/x3X79C7e8J
1071917239790645249 2018-12-09 18:59:19 -0400 <Sbowman11> @travis_butler10 @realDonaldTrump You do know we grade on a 100% scale. Your comment only makes sense on a 300% scale
1071917239484461056 2018-12-09 18:59:19 -0400 <YoungVmyoung61> @CMSandidge @realDonaldTrump @ArmyWP_Football You are so pitiful.
1071917238431637504 2018-12-09 18:59:19 -0400 <Innes04762823> @realDonaldTrump  https://t.co/JuQwFAFawl
1071917237810937857 2018-12-09 18:59:19 -0400 <sharnettereese1> @realDonaldTrump What about the kids in the cages?? Mueller got you sweating bullets! Individual#1
1071917236883865600 2018-12-09 18:59:19 -0400 <Yaniela> @realDonaldTrump @POTUS aka #Individual1 will continue to use his pet tactics. Deny. Deflect. Demonize. Lie. Sow chaos. Blow dog-whistles, Play the victim.  Did I say Lie? It's worth repeating. Lie!  https://t.co/tppIkL6XVa
1071917235759792128 2018-12-09 18:59:18 -0400 <statelaughter> Terrifying thought of the day: if any (foreign) power wanted to kick sand in the face of the US, to take something from the US or just make the US look weak, now would probably be the best time in decades to do so. Thanks @realDonaldTrump #maga
1071917234665205766 2018-12-09 18:59:18 -0400 <ReiswigR> @UROCKlive1 @PalmerReport @realDonaldTrump Sorry, couldn’t stand the boss
1071917233687928837 2018-12-09 18:59:18 -0400 <StillinChicago> @realDonaldTrump You are totally out of your mind-truly the enemy of the people.
1071917233671041026 2018-12-09 18:59:18 -0400 <ShowEnjoying> @realDonaldTrump Thank God, they didn’t succeed! Thank you President Trump,  for your tenacity and resolve in exposing the madness that hijacked the federal government!! May it all be cleaned out soon.  https://t.co/SRWnjcMREH
1071917232614203392 2018-12-09 18:59:18 -0400 <craig_stivers> Let's recap for @realDonaldTrump you started the year with a booming stock market. Since you started using Tariffs you've managed to erase all those gains. If you don't correct it, your chances of re-election are slim to none.  https://t.co/XfPGveYMrn
1071917230491865089 2018-12-09 18:59:17 -0400 <solidadvice1981> @realDonaldTrump You really are so desperate; it is pathetic.
1071917230403870720 2018-12-09 18:59:17 -0400 <Lehmann08947397> @FiscalSuspicion @DrGreenThumb45 @TricksQArmy @JoanofAmerica @doncare2yrs @DeplorableJuJuV @BPPope @ODesignzz @realDonaldTrump @GoboMontaco @POTUS @GenFlynn Yeah. I'm the poster child with my beautiful face. You on the other hand are defending a guy that didnt vote for Trump. Let that set in. Huh. DR DUMBSHIT GREEN THUMB.
1071917230303014912 2018-12-09 18:59:17 -0400 <_Bob_Roberts_> @realDonaldTrump You’re really high today, huh Donald?
1071917228130471939 2018-12-09 18:59:17 -0400 <jonnycat222> @realDonaldTrump Tillerson learned everything from ypu.
1071917228063408128 2018-12-09 18:59:17 -0400 <klotsche> @realDonaldTrump  https://t.co/16FTbaw468
1071917225404174337 2018-12-09 18:59:16 -0400 <Bennettmac1> @patribotics @realDonaldTrump Treasonweasel!!   A+
1071917221482545152 2018-12-09 18:59:15 -0400 <L_Chupacabra> @vivavelo @realDonaldTrump  https://t.co/TuxEUKyGU8
1071917221180522497 2018-12-09 18:59:15 -0400 <PurvisService> @realDonaldTrump UMMMM...... Nope!
1071917220551426048 2018-12-09 18:59:15 -0400 <mg_insa> @realDonaldTrump Your presidency is one of the LEAST successful for regular Americans your success is to you and the 1% get it straight we have crappy healthcare crappy wages crappy middle class and no infrastructure jobs that would help some Americans that are about to lose jobs and farmers lets
1071917217414045696 2018-12-09 18:59:14 -0400 <MKEthelife4me> @travis_butler10 @trekswthbaggage @realDonaldTrump Donald only got 46% of the vote in 2016....
1071917214314496001 2018-12-09 18:59:13 -0400 <edwinstarx> @realDonaldTrump Leaking James Comey breaking records for lying? Not as many as “LYING TRUMP”
1071917213093912577 2018-12-09 18:59:13 -0400 <KeeblrD> @realDonaldTrump They must have given u your meds so you would stop tweeting today!
1071917211332169728 2018-12-09 18:59:13 -0400 <_hypersapien> @realDonaldTrump (Your fear is showing)
