1135697672168529920 2019-06-03 19:59:59 -0400 <Theo07935409> @realDonaldTrump @CNN @ATT BBC just as bad can't stand ut
1135697657924530176 2019-06-03 19:59:56 -0400 <parente702> @realDonaldTrump @ATT @CNN Stoped?
1135697657232527361 2019-06-03 19:59:56 -0400 <MatthewJshow> @realDonaldTrump So glad we elected President Trump!
1135697657157115907 2019-06-03 19:59:56 -0400 <RaW_Gaming> @realDonaldTrump How???
1135697657073164294 2019-06-03 19:59:56 -0400 <LLCoolEth> @Franklin_Graham @realDonaldTrump The same way prayer doesnt solve all the death from mass shootings here in the US I'm positive that prayer wont solve the stupidity that is living in the White House. Stop pushing your religious agenda on the entire country asshat
1135697656934744065 2019-06-03 19:59:56 -0400 <spicoli_69> @realDonaldTrump  https://t.co/ObLJVYnI3J
1135697656150351872 2019-06-03 19:59:56 -0400 <ulysseswolfgar> @realDonaldTrump Resign and all will be very happy
1135697655701659649 2019-06-03 19:59:56 -0400 <DaniloPaulinoR> @realDonaldTrump Trump 2020!
1135697655580037120 2019-06-03 19:59:55 -0400 <AdamMbamuala> @realDonaldTrump Obtains in* the worst.... - This I meant to type.
1135697655517143041 2019-06-03 19:59:55 -0400 <lia_smith> @catsmountainfar @realDonaldTrump Classy?  She was a nude model.
1135697654414024709 2019-06-03 19:59:55 -0400 <omairitaonline> @realDonaldTrump That's not enough
1135697654191726593 2019-06-03 19:59:55 -0400 <theguds7> @newunit13 @LazyTruthTurtle @Traconesu @renato_mariotti @realDonaldTrump  https://t.co/S4e5v8NwE7
1135697653520580609 2019-06-03 19:59:55 -0400 <jimryan68> @EmmaKennedy @realDonaldTrump It’s fake Emma - that’s Dublin on the left
1135697651826081792 2019-06-03 19:59:55 -0400 <joe_positive> @RealJudgeMore @realDonaldTrump  https://t.co/IndHZ8TdUj
1135697651452784640 2019-06-03 19:59:55 -0400 <AngelTongued> @aramando @ChrisJZullo @realDonaldTrump I mentioned splitting hairs already, didn’t I? (I’d hate to get repetitive so early), nonetheless, so long as we can agree that life begins at conception and that a young human is called a baby- that abortion is killing babies, we can also agree that an apple seed is not an apple
1135697651104702470 2019-06-03 19:59:54 -0400 <Skip35335353> @realDonaldTrump 😂🤣🤪😜Tremendous crowds. 😂😂🤪🤣😂😂😂😂😂🤪🤪🤣🤣😂😂😂😜😜😜😜😂😂🤣🤣🤪😂😜🤪🤣😂😜🤪🤣😂😜🤪🤣😂😜
1135697650471321600 2019-06-03 19:59:54 -0400 <LOUlEjr> @realDonaldTrump 6 MORE YEARS!!!!!!💪🇺🇸💪
1135697649837969409 2019-06-03 19:59:54 -0400 <PitflaggerBurns> @realDonaldTrump ...No thanks to you.
1135697648990728192 2019-06-03 19:59:54 -0400 <glasgow1975> @BarryToiv @kylegriffin1 @realDonaldTrump It also had his name on it, and the Presidential Seal 🙄
1135697648093188098 2019-06-03 19:59:54 -0400 <smgllc1312> @Microsingular @t0mcoady @ed_heal @realDonaldTrump Middle class taxes have gone up. You must get your research from Trump's Twitter page.
1135697645941530624 2019-06-03 19:59:53 -0400 <Guru_Fam305> @realDonaldTrump Bout time
1135697644393811968 2019-06-03 19:59:53 -0400 <Bystevenson> @realDonaldTrump @CNN @ATT That’s because your propaganda machine is as FOS as YOU! Nobody’s fooled but your zombies.
1135697642296610816 2019-06-03 19:59:52 -0400 <fafaflunkie> @RoyalFamily @realDonaldTrump @ClarenceHouse @KensingtonRoyal How distinguished Prince Charles is in that photo, with all his regalia proudly on his left breast. As for @realDonaldTrump? I guess they don't award medals for #BoneSpurs 🙄 #TrumpsAnInternationalDisgrace
1135697641600442374 2019-06-03 19:59:52 -0400 <RayGard31867735> @mimraankhaan @realDonaldTrump It isn’t.
1135697641587609601 2019-06-03 19:59:52 -0400 <1alofamoni> @WhiteHouse @realDonaldTrump Who wrote that for you?
1135697641331986432 2019-06-03 19:59:52 -0400 <RTrumf> @realDonaldTrump Puppetman.  https://t.co/kYgHoVpUT9
1135697640769720320 2019-06-03 19:59:52 -0400 <dianakat13> @realDonaldTrump Obama wore it better!
1135697640601952257 2019-06-03 19:59:52 -0400 <Ktallamigo> @realDonaldTrump @ATT @CNN If you want better coverage, be a better president.
1135697640346152960 2019-06-03 19:59:52 -0400 <CanadaOpinions> @Entrepreneurix @ByDonkeys @realDonaldTrump @BarackObama This is before the Russians got involved
1135697639285153792 2019-06-03 19:59:52 -0400 <GMP2424> @realDonaldTrump  https://t.co/tNCqvfR7cQ
1135697638882521088 2019-06-03 19:59:52 -0400 <farmerjones1000> @IB_Dawg @LouDobbs @realDonaldTrump When they get slapped with tarriffs they will.
1135697638643265536 2019-06-03 19:59:51 -0400 <Gregtheelder1> @realDonaldTrump Hardest working president I can remember.   Trump 2020!
1135697638316056576 2019-06-03 19:59:51 -0400 <CmCristy53> @GOP @realDonaldTrump #TrumpTax #GOPTaxScam
1135697637456392192 2019-06-03 19:59:51 -0400 <Robyn_TRuth> @DadoftheDecade @realDonaldTrump Ben - I watched it over the weekend and I agree. Trump has always been a monster. Shame on the @GOP for using his hate to hurt people and advance their extreme agenda.
1135697637326409729 2019-06-03 19:59:51 -0400 <merv1618> @realDonaldTrump You had so long to help Puerto Rico. We all know you don't like helping brown people, even if they don't come from "shithole countries."
1135697636760150017 2019-06-03 19:59:51 -0400 <TrueRedefined> @realDonaldTrump @ATT @CNN Yea right!!! No one wants to watch  your propaganda channel!
1135697636378517505 2019-06-03 19:59:51 -0400 <Granger01Jus> @GOPChairwoman @realDonaldTrump Why is this nonsense on my feed!
1135697636101623808 2019-06-03 19:59:51 -0400 <MonaFox103> @realDonaldTrump @SadiqKhan Hey dumpy, please don't come back. I don't know who would take you because intelligent ppl can't stand you. Maybe Russia or I hear Iran and Afghanistan or North Korea might be options.  https://t.co/mFqN5rQBz9
1135697635715760128 2019-06-03 19:59:51 -0400 <AvilRamirez> @iingwen @SenCoryGardner Please our regards to @CoryGardner ! (You can show him your picture) !!!  @TW_Nicaragua @TaiwanPresSPOX @TECRO_USA @marcorubio @SenRubioPress @SecPompeo @realDonaldTrump @VP @USAmbNicaragua @SOSNicaraguaGlo @SosDesde @AvilRamirezM  https://t.co/DFpuCft2vw
1135697635581583361 2019-06-03 19:59:51 -0400 <MaryMister8> @TomFitton @winstonCovfefe @realDonaldTrump Then start the indictments. Give the evidence to AG Barr.
1135697634524635137 2019-06-03 19:59:50 -0400 <Brother3R> And it looks like China also contributed Tens of $$Millions to the Feinstein family and the McConnell family.   @realDonaldTrump @LouDobbs @KimStrassel @SaraCarterDC @seanhannity
1135697634398789637 2019-06-03 19:59:50 -0400 <seawall77> @realDonaldTrump Whose party held it up?
1135697632318373889 2019-06-03 19:59:50 -0400 <saveriosg1> @KellyannePolls @realDonaldTrump @seanhannity @RudyGiuliani @GOP  https://t.co/MGILmw2mST
1135697631865442305 2019-06-03 19:59:50 -0400 <Hades_2098> @realDonaldTrump @SadiqKhan Focus on catching Jack the Ripper 🤣🤣🤣👍
1135697631626309638 2019-06-03 19:59:50 -0400 <AndrewM94635548> @SimonTCAP @WhiteHouse @realDonaldTrump @FLOTUS @RoyalFamily Wait until trade negotiations.
1135697631076855815 2019-06-03 19:59:50 -0400 <drwear> @realDonaldTrump No wall money!
1135697630502301697 2019-06-03 19:59:50 -0400 <Dirk_Diggler64> @realDonaldTrump  https://t.co/apYbiyjQz6
1135697629780881408 2019-06-03 19:59:49 -0400 <lee3714> @realDonaldTrump please stay there!
1135697629759922177 2019-06-03 19:59:49 -0400 <PBateman2011> @OwenJones84 @realDonaldTrump @Justafool2764
1135697629369683968 2019-06-03 19:59:49 -0400 <TwoDogs22266593> @WhiteHouse @realDonaldTrump The Queen is awesome. You, Donnie, not so much.
1135697628317048832 2019-06-03 19:59:49 -0400 <j_slay_> @MelaniaTrumpe @pollyollydoodle Haaahaaaa look at @realDonaldTrump. Then look at my handsome proud black president. Don smells like rotten sauerkraut, @BarackObama smells like swag and the good life!
1135697627922751488 2019-06-03 19:59:49 -0400 <missagathamary> @realDonaldTrump  https://t.co/ldikX0w3Sf
1135697627691925510 2019-06-03 19:59:49 -0400 <andygrossberg> @PuestoLoco @BarbaraFaigen @HouseJudiciary @realDonaldTrump The courts are where you build the contempt cases and from where the financial documents are secured. With positive rulings and this evidence in hand it will be easier to impeach.
1135697626458927105 2019-06-03 19:59:49 -0400 <SoFar20XX> @MySophiakiwie @seankent @realDonaldTrump Btw, your few minutes is up. Bye bye.
1135697626437804035 2019-06-03 19:59:49 -0400 <sandraschulze> @realDonaldTrump Welcome to London Mr President where there’s sunbathing, a balloon and prayers waiting for you :  #LondonBridgeClosed #TrumpNotWelcome #LondonIsADisgrace  https://t.co/uhN0cfkWlo
1135697624684748803 2019-06-03 19:59:48 -0400 <ackyomnipotent> @realDonaldTrump @ATT @CNN No, we have Twitter for seeing USA in a bad light.
1135697624416129025 2019-06-03 19:59:48 -0400 <ARTISTstacy> @WhiteHouse @realDonaldTrump Way to go, Princess. Stuck your tiny foot in your big blubbermouth HOW many times????  https://t.co/xirJxFoTAI
1135697624311500801 2019-06-03 19:59:48 -0400 <JohnGutz44> @realDonaldTrump Best DAMN President ever!!
1135697624093396994 2019-06-03 19:59:48 -0400 <PeoplesCourt79> @realDonaldTrump If you managed to find a way to support him after this, you don’t EVER get to snidely say “The Tolerant Left.”  #TrumpsaNationalEmbarrassment #TrumpsAnInternationalDisgrace  https://t.co/z1zgHFm3aX
1135697624084951040 2019-06-03 19:59:48 -0400 <ReganAt09099777> @realDonaldTrump @WhiteHouse Hearing word=Vlad sent me a text message....
1135697623757807616 2019-06-03 19:59:48 -0400 <ozment_kevin> @GOP @realDonaldTrump Lies, that is all you have.
1135697623531134977 2019-06-03 19:59:48 -0400 <jkkc40> @Firefly518 It made me want to vomit seeing P. Yorkie trying to lead our dear @realdonaldtrump and @FLOTUS the abbie.
1135697621983649792 2019-06-03 19:59:47 -0400 <RedTexanMike> @Kwalshyall @4L4RM1NG @MsRJensen @CaryMoshman @DanScavino @realDonaldTrump @AF_Academy Well enlighten me professor
1135697621396480001 2019-06-03 19:59:47 -0400 <Veronicaromm> @DesperateOasis @PeteButtigieg @realDonaldTrump Beautifully put.
1135697620888801280 2019-06-03 19:59:47 -0400 <billplyler2yah1> @realDonaldTrump Moore Bullsh!t from lying d a p o s trump!
1135697620524064768 2019-06-03 19:59:47 -0400 <pryderi69> @WhiteHouse @realDonaldTrump @FLOTUS @RoyalFamily #RussiaelectedTrump
1135697619827617792 2019-06-03 19:59:47 -0400 <fiorellaharris> @realDonaldTrump # ImpeachTheMF
1135697619299102725 2019-06-03 19:59:47 -0400 <ViewFrom14thFlr> @Planelyfun @dougmillsnyt @realDonaldTrump His tails are shorter than Prince Charles. I think they are supposed to come to the mid knee.
1135697617407631360 2019-06-03 19:59:46 -0400 <EleanorKendall> @Spainrock22Ole @RyanHillMI @realDonaldTrump @SadiqKhan I'm surprised it's as much as 21% to be honest...
1135697616560410624 2019-06-03 19:59:46 -0400 <cjlindberg> @realDonaldTrump @ATT @CNN #abuseofpower  This man literally has no shame.  Imagine if Barack Obama had sent this tweet.  Oh, you can't?  Because he wouldn't have.
1135697615809654784 2019-06-03 19:59:46 -0400 <brookek_taylor> @realDonaldTrump Then why did you say you helped Puerto Rico when you didn’t do jack squat?
1135697614773473280 2019-06-03 19:59:46 -0400 <MikeDuKickAss> @realDonaldTrump They can legislate AND investigate? That’s unpossible.
1135697613947375616 2019-06-03 19:59:46 -0400 <DianeToucan> @realDonaldTrump But Brazil first.  https://t.co/TWmvj3hvyt
1135697613473406982 2019-06-03 19:59:45 -0400 <MeredithMcmath> @realDonaldTrump Dear England: Expect some dire financial repercussions for putting a pin in our National Baby’s ego. Forbidding High Tea or some such silliness.
1135697613016195072 2019-06-03 19:59:45 -0400 <susanmmraz> @realDonaldTrump We don’t want you to miss this one!   https://t.co/gWnYYGN9O4
1135697612982689792 2019-06-03 19:59:45 -0400 <Damianapawn> @realDonaldTrump Just like Putin informed you that Russia didn't influence our elections?
1135697612852596736 2019-06-03 19:59:45 -0400 <bolognaenzo> @realDonaldTrump Trump 2020!!!
1135697612181508096 2019-06-03 19:59:45 -0400 <moser0819> @realDonaldTrump @ATT @CNN Seriously dude either use spellchecker or have someone proofread the tweets. You're supposed to be the president.
1135697611984445440 2019-06-03 19:59:45 -0400 <ptradingcards> @realDonaldTrump Everyone is happy!  https://t.co/ugc5HnGWdu
1135697611426488320 2019-06-03 19:59:45 -0400 <larapastorjavie> @DavidWohl @realDonaldTrump Un CHAIRO gringo
1135697610923286528 2019-06-03 19:59:45 -0400 <lordcharlemont> @realDonaldTrump To little to late. Who writing your twitter feed?
1135697610789011456 2019-06-03 19:59:45 -0400 <Dustin83261218> @IamPurpleHearts @realDonaldTrump No WE dont....
1135697607572054027 2019-06-03 19:59:44 -0400 <Broadsword_6> @citrusdirect @DoggyMichael @DavidWohl @realDonaldTrump 1 "follower" #troll says whut?
1135697607416832005 2019-06-03 19:59:44 -0400 <mike_GTex> @MrJonCryer @hoofnmane @realDonaldTrump He should do more when he was in charge
1135697606800109568 2019-06-03 19:59:44 -0400 <moonchook70> @MichaelLipke @AJemaineClement @realDonaldTrump @SadiqKhan Dear sir. We in other countries do not get our news from cnn. In other countries we can see what your president is without the help of fox or cnn. Anything slightly critical of your president is not fake news. It's embarrassing to watch you and your like fall into a cult.
1135697605852352513 2019-06-03 19:59:44 -0400 <Swordfishmetal1> @slaymyface135 @nandtpolitics @JimKilbane @PressSec @realDonaldTrump Have they gotten stories wrong? Yes. They have issues retractions. But they’ve admitted those mistakes through retractions. Fox has not. They have no credibility and some of their “top journalists” actively campaign
1135697604660977665 2019-06-03 19:59:43 -0400 <cathyacody> @realDonaldTrump @ATT @CNN We have to hear you, and you lie every day.
1135697604631769088 2019-06-03 19:59:43 -0400 <JWeber988> @realDonaldTrump Did you see this tonight? 😁  https://t.co/AlN0UAKgTo
1135697602585010177 2019-06-03 19:59:43 -0400 <itzme2> @realDonaldTrump This  https://t.co/euanqkPLI0
1135697602232684544 2019-06-03 19:59:43 -0400 <realhahnsolo> @realDonaldTrump  https://t.co/NAD4HXmhJe
1135697601850937344 2019-06-03 19:59:43 -0400 <realTrooster> @realDonaldTrump That's awesome! Feathers up!! ❤️   https://t.co/6GhX5XTXAM
1135697601729138689 2019-06-03 19:59:43 -0400 <WHENYOUGETGOT> @WhiteHouse @realDonaldTrump Wow  https://t.co/zhKi43EEOu
1135697600433274885 2019-06-03 19:59:42 -0400 <rshep350> @joncoopertweets @ErinSexology707 Looks like Donnie @realDonaldTrump is squeezing an @nfl sized bowel movement
1135697599862923265 2019-06-03 19:59:42 -0400 <JerryBu87758530> @realDonaldTrump @CNN @ATT Yea there hurting so bad that they just built a brand new headquarters! CNN considered the most thorough and truthful news Agency with multiple news outlets in the World not the fake conspiracy state run TV that is based  in very little fact except for Chris Wallace.
1135697599477035009 2019-06-03 19:59:42 -0400 <Deadeye_Badger> @realDonaldTrump They* will get it done in the Senate. Not you.
1135697598357090305 2019-06-03 19:59:42 -0400 <Nostradonny> @realDonaldTrump  https://t.co/nw7UNmX7AE
1135697597828669440 2019-06-03 19:59:42 -0400 <TammyHa80186778> @realDonaldTrump  https://t.co/kFPtAj01RF
1135697596943486976 2019-06-03 19:59:42 -0400 <Edward0hh> @realDonaldTrump You're the disaster.
1135697594749980674 2019-06-03 19:59:41 -0400 <liberalgirl3> @realDonaldTrump Hey, isn't that the same guy that said he didn't interfere in our elections?
1135697592673820672 2019-06-03 19:59:40 -0400 <mayflower862> @Pete3491 @BrianKarem @realDonaldTrump Renovations you know. Too bad
1135697590379524096 2019-06-03 19:59:40 -0400 <BirdsfanBigO> @realDonaldTrump So more socialism. Sad.
1135697588454338561 2019-06-03 19:59:39 -0400 <xxjewmangixx> @realDonaldTrump I don’t understand how you committing obstruction can possibly be a crime by the democrats
1135697587946762241 2019-06-03 19:59:39 -0400 <Chuck_Greystone> @tweetsonamug @realDonaldTrump ☝️bot
1135697587606974464 2019-06-03 19:59:39 -0400 <mydogrex86> @realDonaldTrump Give America a break. Go to sleep already!
1135697587279765504 2019-06-03 19:59:39 -0400 <JohnGMartin61> Trump @realDonaldTrump preparing to meet the Queen.   #GodSaveTheQueen  https://t.co/DQzUfZpNov
1135697586361421824 2019-06-03 19:59:39 -0400 <Jedi4sss> @jsolomonReports @realDonaldTrump @TuckerCarlson @rushlimbaugh @MaddowBlog @dbongino @seanhannity @HowieCarrShow @JesseBWatters @greggutfeld @DanaPerino @DonaldJTrumpJr @BigSteve207 @G_CURLEY @GloriaBorger @DanaBashCNN @wolfblitzer @AC360 @donlemon @HillaryClinton @Comey @JohnBrennan AH, FRUITION  https://t.co/bYtel8XAYM
1135697585673580547 2019-06-03 19:59:39 -0400 <DebbieSVA> @GOP @realDonaldTrump Trump is only worried about their vote. Period! He has no understanding of tariffs and how they work and who they effect!
1135697585212018693 2019-06-03 19:59:39 -0400 <QueenCori> @Mariar96888293 @ByDonkeys @realDonaldTrump @BarackObama 💜💜💜
1135697584553713664 2019-06-03 19:59:39 -0400 <GlockyMcTaco> @realDonaldTrump Heck yea Donnie! Our warrior president and great leader!
1135697584343830528 2019-06-03 19:59:39 -0400 <tsorey> @JackiSchechner @realDonaldTrump He pronounces the words in his speech. He's not actually reading because he isn't following or can't follow the meaning. He's just following instructions: "Read this." This is why he goes rogue so often during his speeches to say what he's really thinking--can't follow the words.
1135697583186145280 2019-06-03 19:59:38 -0400 <higgins_donna> @realDonaldTrump Uh huh. Kinda like believing Kim was denuclearizing. How many is " most" ? Now, if we could only " remove" you 🤔 #VoteBlueToSaveAmerica  #VoteThemOut2020  #TheResistance  #BlueWave2020  #25thAmendmentNow
1135697583131615232 2019-06-03 19:59:38 -0400 <emcorral> @RoyalFamily @realDonaldTrump @ClarenceHouse @KensingtonRoyal  https://t.co/ztRhpoJuxN
1135697582683033600 2019-06-03 19:59:38 -0400 <stevenarchibal2> @SkyNewsAust @realDonaldTrump The State visit is about respecting the democratically elected POTUS, American People and Celebrating the relationship between our countries. He is here to strengthen ties between our countries and honour the sacrifices made in WWII.This should not be trivialised  by childishness  https://t.co/fzl5cXfK3c
1135697582460743681 2019-06-03 19:59:38 -0400 <mikeo188> @realDonaldTrump #fatnixon
1135697580611055617 2019-06-03 19:59:38 -0400 <spicoli_69> @realDonaldTrump  https://t.co/CdVmjaMYTL
1135697580476817408 2019-06-03 19:59:38 -0400 <MarlyCSilverman> @POTUS @realDonaldTrump Tariffs are tax increases. America’s middle class-his base will unilaterally pay 4Pres. Trump megalomaniac ego on his misguided obsession  2”make America Great Again”.  Wall Street Warns of Mounting Recession Risk From Trade War  https://t.co/gEzN3x7HPN
1135697578450808832 2019-06-03 19:59:37 -0400 <libanmo2> @realDonaldTrump @CNN @ATT Do something?.#dictatorwannabetrump
1135697576592912386 2019-06-03 19:59:37 -0400 <TrumpFeelsFeed> @realDonaldTrump Trump feels radiant.  https://t.co/kBDUy7DOqj  https://t.co/9wW2rrkxBp
1135697575875624961 2019-06-03 19:59:36 -0400 <rmabolton> @realDonaldTrump @SadiqKhan Dilemma time because I think Trump is a sociopath, narcissist and all doing disease. But agree with him here 100%  My head hurts
1135697575019986944 2019-06-03 19:59:36 -0400 <jff040753> @GeeGeeAkili @deborah_dib @realDonaldTrump as well as a vest that fit
1135697574239907840 2019-06-03 19:59:36 -0400 <FHSafrica> @Claudia90299301 @TomSteyer @realDonaldTrump Well put, but wonderful? Don’t you mean chaotic? We might very well by this time next year have President Pence #impeachment #Election2020
1135697574114074753 2019-06-03 19:59:36 -0400 <CCNewbold> Nearly empty street...like @realDonaldTrump's head
1135697571815596032 2019-06-03 19:59:36 -0400 <joe_positive> @WhiteHouse @realDonaldTrump  https://t.co/IndHZ8TdUj
1135697568804085761 2019-06-03 19:59:35 -0400 <CNbythesea> @realDonaldTrump Well, then it must be true. 🙄
1135697568577466368 2019-06-03 19:59:35 -0400 <LaroweLeah> @WhiteHouse @realDonaldTrump @FLOTUS @RoyalFamily I bet that girdle is confining. You look like the Joker son. #TrumpsAnInternationalDisgrace
1135697568221093888 2019-06-03 19:59:35 -0400 <NJShore> @YisellCA @TrumpStudents @realDonaldTrump Oh, the WMD card. And, after Venezuela, Columbia, Guyana, Brazil, Ecuador, Peru, Bolivia? Where else should we send the military? How about we have The Donald send you his "thoughts and prayers" which is all he and the GOP sends our victims of mass shooters here.
1135697567357067264 2019-06-03 19:59:34 -0400 <HoosierRuth> @ByDonkeys @realDonaldTrump @BarackObama Blah blah blah.  Boring.  Next.
1135697566463594496 2019-06-03 19:59:34 -0400 <ConFeyRealista> @ninivethcarolin @Psicovivir @jguaido @realDonaldTrump Es correcto.  Uno de sus graves errores ha sido caer en el juego de las promesas incumplidas. Y no hablarle claro a los ciudadanos que aún depositamos la Fe en el sencillamente porque @POTUS lo respalda.
1135697565976948738 2019-06-03 19:59:34 -0400 <CalFreedomMom> @SallyDeal4 @realDonaldTrump I live in Los Angeles and I could give a 💩 if NOTHING is given to this shithole that is now California and LA. Democrats created the human filth in which I must travel during the workweek. They can keep it.
1135697565100326912 2019-06-03 19:59:34 -0400 <TheImbiber> @realDonaldTrump Look harder, fatboy!  https://t.co/nMfGpxtWes
1135697564915982347 2019-06-03 19:59:34 -0400 <pragmatic_lefty> @realDonaldTrump @CNN @ATT Politicians never enjoy criticism from the press, but (until now) American Presidents don't stoop to attack that essential freedom. After this shameless clown is gone (2020), I hope we'll return to some level of dignity and respect for those who shed light on authority.
1135697564475494401 2019-06-03 19:59:34 -0400 <ddugisbaby> @realDonaldTrump  https://t.co/GxufMFWlym
1135697564341231616 2019-06-03 19:59:34 -0400 <fugitivemama> @realDonaldTrump About time @SpeakerPelosi got to work!!!
1135697564098076672 2019-06-03 19:59:34 -0400 <GnatalieD> @KevINthe406 @dougmillsnyt @realDonaldTrump Omg his hands really do look tiny.
1135697564072861697 2019-06-03 19:59:34 -0400 <SenSchumer> If it weren’t for the shameful efforts by @realDonaldTrump to abandon our fellow Americans in Puerto Rico, and the Senate GOP refusal to stand up to the president, the Senate-passed disaster relief bill that the House just approved could have been approved months earlier.
1135697562713935873 2019-06-03 19:59:33 -0400 <RonaldG50581501> @WhiteHouse @realDonaldTrump Thank you President Trump for all you do
1135697562135126016 2019-06-03 19:59:33 -0400 <Z0RVAAN> @realDonaldTrump #NIACviolatesFARA
1135697561937825794 2019-06-03 19:59:33 -0400 <RealJudgeMore> @IGotALongName @realDonaldTrump No I don’t think I will.
1135697561648582663 2019-06-03 19:59:33 -0400 <AmirahSmiley> @realDonaldTrump What do you have to say about “When They See Us” on @netflix And The $85,000 You Spent On A Ad To Kill Someone’s Son? How About I Pay $85,000 So Somebody Can Snatch That Hair Piece Off Of Your Head  https://t.co/HvAiKHQEMY
1135697560864198658 2019-06-03 19:59:33 -0400 <PhilipHealey3> @realDonaldTrump  https://t.co/DCJQ0ucXTe
1135697560339910657 2019-06-03 19:59:33 -0400 <DamnThatsCrayz> @realDonaldTrump The left will still find a spin though
1135697560012640257 2019-06-03 19:59:33 -0400 <BluePNW> What an imbecile @realDonaldTrump you are Donnie.  "As often happens when Trump travels overseas, norms were  shattered, including when the president complained about his television  viewing options."  https://t.co/nGpxxTh6fK
1135697558947475461 2019-06-03 19:59:32 -0400 <HFTinVA> @WhiteHouse @RealDonaldTrump  Did you see this!  21% may be high, though.  https://t.co/Im43Zc3pmS
1135697557907234816 2019-06-03 19:59:32 -0400 <Dirk_Diggler64> @realDonaldTrump  https://t.co/s0RjuyKA5m
1135697557596717056 2019-06-03 19:59:32 -0400 <Onychom> @funder @HillaryClinton @realDonaldTrump Desperate Dork-in
1135697556871081984 2019-06-03 19:59:32 -0400 <jbigdaddy16> @apples_momma @WhiteHouse @realDonaldTrump @FLOTUS @RoyalFamily Your 49 followers must have thought that comment was hilarious. They must have forgot to like it.
1135697556787400704 2019-06-03 19:59:32 -0400 <AndImfat> @DumbartonsDrums @realDonaldTrump  https://t.co/f2hlFbXYbE
1135697555378122753 2019-06-03 19:59:32 -0400 <BaRSFlint> @realDonaldTrump  https://t.co/CopDRwKPrI
