947255979497967616 2017-12-30 18:59:59 -0400 <MichaelMjank> @FoxNews @realDonaldTrump Where is @CNN ? #boycottFakeNews
947255947235397632 2017-12-30 18:59:51 -0400 <Dplorable_Won> @EdKrassen @IRdotnet @realDonaldTrump Go to Iran @EdKrassen they actually don't have rights like we have in USA! NFL is full of rich no class thugs and by not standing for anthem they are all poltroons! Until you serve in military you don't know the true cost of freedom
947255947117740033 2017-12-30 18:59:51 -0400 <olrosie> @realDonaldTrump @WSJ Biggest ever ever?!?!  Ooohhhhh, I’m so impressed.
947255946417528832 2017-12-30 18:59:51 -0400 <HoosierMom92> @SebGorka I think so, too. I guess the progressive left expected conservatives to lay down forever. @realDonaldTrump showed conservatives it's okay to defend yourself against a bully.
947255945922572288 2017-12-30 18:59:51 -0400 <bluetrane3> @realDonaldTrump Sure thing Donald. Is that why you’re also a pathological liar and bully?
947255942864830464 2017-12-30 18:59:50 -0400 <Ripitboys> @realDonaldTrump Tweet! I allowed my son to join ARMY to support this country under your Leadership . #America
947255941942169600 2017-12-30 18:59:50 -0400 <MinglewoodBlu> @realDonaldTrump Right back atcha. Your days are numbered.  Honest people in the USA will not tolerate your rapacious destructive administration indefinitely. You ought to look for a better lawyer, sweetcheeks.
947255941241688064 2017-12-30 18:59:50 -0400 <La_Avion_> @TheYoungTurks @realDonaldTrump I have a friend that brought up that Inhofe snowball BS, I didn't even get into it with him, its been 20yrs since we spoke, breaking the ice, (ha ha) was not the time for an argument on Climate Change. I'm not all surprised that Trump has this BS opinion, some are too far gone.
947255935633936385 2017-12-30 18:59:48 -0400 <savepatrickple2> @realDonaldTrump @foxandfriends Everyone but you is aware Rasmussen is consecutive and biased.  Every other poll showed your approval ratings are far below Obama's
947255931842199554 2017-12-30 18:59:47 -0400 <CrazyOtto78> @tedlieu @PatrickBrangan @realDonaldTrump When are you going to come clean about how you put all Americans at risk by your terrible judgement in hiring one of the #AwanBrothers to do your congressional IT? This led to Paki-Intel and Hezbollah related terrorists to have access to our secrets. You should resign in shame.
947255930424561665 2017-12-30 18:59:47 -0400 <shawtybingbong> @realDonaldTrump Just your daily reminder that YOU ENDORSED A CHILD MOLESTER for Senate.
947255930286198785 2017-12-30 18:59:47 -0400 <3catsandme3> @IRdotnet @realDonaldTrump IR they arent lies they are "ALTERNATIVE FACTS" come on now its been a year, please get the terms correct!! lies are told by anyone that doesnt like the trump regime ALTERNATIVE FACTS are from him and his base!have to give @KellyannePolls credit!
947255929191399429 2017-12-30 18:59:47 -0400 <oddolio> @realDonaldTrump With an average of 9 lies a day...YOU have them beat!
947255926838272000 2017-12-30 18:59:46 -0400 <ToddBigPhoto> The reason @realDonaldTrump is coming unhinged at the media again. 👇  https://t.co/EzVMdvfTRu
947255926351978496 2017-12-30 18:59:46 -0400 <robyntufts> @realDonaldTrump Fu just resign!!
947255925273956354 2017-12-30 18:59:46 -0400 <Halfamick> @JacobAWohl @realDonaldTrump You managed to tweet an entire thread without a single accurate statement. Is this your personal best?
947255924783185921 2017-12-30 18:59:46 -0400 <withington_lisa> @Alyssa_Milano @realDonaldTrump Don't torture yourself like that. This year was bad enough. Try to enjoy the last day of 2017.
947255923441008640 2017-12-30 18:59:45 -0400 <smdh_atloser45> @CaryNovak @bajones37 @EdKrassen @IRdotnet @realDonaldTrump Yes, a variety.
947255923189350401 2017-12-30 18:59:45 -0400 <Rosa67261146> @TalbertSwan @n0ahboa @StarMakerBolin @realDonaldTrump That's a lie for the Rasmussen pool says he has the same %as Obama had in 2009
947255918978371584 2017-12-30 18:59:44 -0400 <TexasCaveman1> @realDonaldTrump As always Plumpie, you’re full of orange 💩.
947255917581500416 2017-12-30 18:59:44 -0400 <EsquireTJ> I hope and pray that this newly enacted tax law only benefits my family and I...@realDonaldTrump @POTUS
947255916923162624 2017-12-30 18:59:44 -0400 <RedsSunshine> @realDonaldTrump Especially the fabrications you personally post.  Just because you say something is fake in no way indicates that you even have the slightest clue one way or the other.  Your lies, and false information make the alleged fake news look like gospel.  #RESIGNNOW
947255915052400640 2017-12-30 18:59:43 -0400 <skunklet1771> @realDonaldTrump @WSJ TRICKLE DOWN DOESN'T WORK. I demand that @wharton revoke your bachelors degree. #dotard #alternativefacts
947255912867102720 2017-12-30 18:59:43 -0400 <ymagoda71> @realDonaldTrump Stfu Orange Shart
947255911780794368 2017-12-30 18:59:43 -0400 <TheFuzzyMonkey1> @DDevareaux @MystiConnolly @TomSteyer @realDonaldTrump @CNN @MSNBC @FoxNews I don't think anyone on either side would disagree with that statement
947255911491436545 2017-12-30 18:59:43 -0400 <mcnutt_tim> @realDonaldTrump Lying piece of shit, jobs are leaving country at faster pace than ever! Only white trash racist Trumpers believe you. An ignorant dumbass followed by people even more ignorant, is what you are and have!!!
947255905988612096 2017-12-30 18:59:41 -0400 <CorneredCircCEO> @ShannonPuerta @johno187m @cchhjh_josette @newsliner @Anti_Liberal73 @TheNightWorlds @realDonaldTrump heathcare, yes. Insurance, no.
947255905447530496 2017-12-30 18:59:41 -0400 <Carrollable> @never_martha @CouchRepublican @wellslynda43 @funder @realDonaldTrump Definitely not Trump!!
947255905380458496 2017-12-30 18:59:41 -0400 <DuriavigRobert> @SheriffClarke @realDonaldTrump Sounds like they picked a fight wit the WRONG Sheriff, Sheriff!
947255904252190721 2017-12-30 18:59:41 -0400 <fanniew08> @realDonaldTrump  https://t.co/9bWXg7DH6y
947255900414164992 2017-12-30 18:59:40 -0400 <903GaGa> @realDonaldTrump Please God! 🙏
947255899860750337 2017-12-30 18:59:40 -0400 <OceanaLizard> @realDonaldTrump Suck it up #fakepresident #liarinchief  https://t.co/SuCPLzABLh
947255899630002176 2017-12-30 18:59:40 -0400 <arkangyle> @realDonaldTrump "Phony and non-existent 'sources' are being used more often than ever."  And you are the one doing it, as you always have.
947255899118292992 2017-12-30 18:59:40 -0400 <cyclearly> @KimWelzenbach @realDonaldTrump @WSJ In fact not believing you.
947255898283630592 2017-12-30 18:59:39 -0400 <jhansonlpn> @realDonaldTrump No truth in the news, no news in the truth.  Remember when lawyers, politicians, and used car salesmen where the icons of dishonesty?  Today's "journalist" make them look saintly.
947255897910210561 2017-12-30 18:59:39 -0400 <luzern1swiss> @realDonaldTrump Having u as President has been the greatest graduat’n gift any student can have that your optimism ur example and administration bequeaths!
947255897822318597 2017-12-30 18:59:39 -0400 <1010Wendy> @realDonaldTrump You seem nervous.  You should be.
947255897524449280 2017-12-30 18:59:39 -0400 <suziemiller63> @Medfordhouse @realDonaldTrump He won’t do press conferences because of that exact reason. He can hide behind his twitter account and not have to answer any questions.
947255897247698944 2017-12-30 18:59:39 -0400 <drewgettingold> @realDonaldTrump Kinda like social media.
947255896278753280 2017-12-30 18:59:39 -0400 <walker629> @realDonaldTrump Says AT&amp;T...
947255896173957122 2017-12-30 18:59:39 -0400 <SandraDee_> @AdyBarkan @realDonaldTrump HE'S JUST PLAIN NUTS!!!
947255895708389381 2017-12-30 18:59:39 -0400 <OnceUponALucky> @realDonaldTrump You keep doing what you're doing! This Hispanic support ya, President Trump!
947255892491296768 2017-12-30 18:59:38 -0400 <heidtman> @realDonaldTrump You’re lying. All the time. You only lie.
947255892206112773 2017-12-30 18:59:38 -0400 <Gooch_goEMAW> @JacobAWohl @realDonaldTrump Jacob, my man why you so thirsty?
947255890301849600 2017-12-30 18:59:38 -0400 <colby767> @JacobAWohl @realDonaldTrump Wrong. More fake news
947255887827267584 2017-12-30 18:59:37 -0400 <vicg68> @realDonaldTrump   https://t.co/502PuUGtkZ
947255886954881024 2017-12-30 18:59:37 -0400 <Mikef_27> @JacobAWohl @realDonaldTrump Jacob it's time for you to go to the hospital and have your lips surgically removed from Trump's #FakePresident ASS !
947255885411307520 2017-12-30 18:59:36 -0400 <JimMattt> @realDonaldTrump Ahh, bless. How dare they report on things you actually say and do. So unfair!
947255882806472704 2017-12-30 18:59:36 -0400 <ChrisWoodstock> @realDonaldTrump Your tweets are pure fiction.
947255882160762881 2017-12-30 18:59:36 -0400 <janvanhelmond43> @Alyssa_Milano @realDonaldTrump   https://t.co/nRrx51VO1Y
947255881930039296 2017-12-30 18:59:36 -0400 <ctv556> @realDonaldTrump Name ONE company that has come back.  I see a bunch are laying off however.
947255881921470465 2017-12-30 18:59:36 -0400 <WhiteHouseWacko> @DonaldJTrumpJr @realDonaldTrump Did Obama ever shove other leaders out of the way at summits? Did Obama ever tweet sexual innuendo about female senators? Did Obama ever make bullshit allegation about his predecessor? Did Obama ever say white supremacists were "good people"? Could go on 4ever (fucking 240 char.)
947255881498087425 2017-12-30 18:59:35 -0400 <mlggardeniagirl> @realDonaldTrump You have so many of us that are so thankful to have you as our President....appreciated and respected. We toasted you at our Xmas Eve dinner proudly. Thank you for your never ending stamina in making us great again.  https://t.co/SNSLY13Y2b
947255880633995264 2017-12-30 18:59:35 -0400 <Soul_Sistah> @realDonaldTrump   https://t.co/3RQDtq1W5W
947255879530893317 2017-12-30 18:59:35 -0400 <kb_publishing20> @realDonaldTrump Hitler and Nazi officials believed it was possible to manipulate public opinion by using propaganda techniques including euphemisms, name-calling, fear, and “bandwagon” (you are either for us or against us)
947255878150950912 2017-12-30 18:59:35 -0400 <Miracles1205> @realDonaldTrump Time will tell just who Pontus really is.
947255877287010304 2017-12-30 18:59:34 -0400 <aaronlawrence81> @realDonaldTrump You started fake news ie @FoxNews you are as dishonest as they come.  Keep telling yourself you need social media.
947255876548743168 2017-12-30 18:59:34 -0400 <shaba1313> @robinhardage @ChicagoPhotoSho @realDonaldTrump Ok who cares that Obama golfed 333 times during his presidency when trump hits that number than complain
947255875592491009 2017-12-30 18:59:34 -0400 <egopanthers> @realBrianReid @hersheydenise1 @jlhb45 @JavaJoeHam5 @Joan_of_Snarc @HorseShort @velvetrose15 @6has6ceh @domitton @JoanneColombo @DumDems @KazmierskiR @momof24u @stephenmartel4 @Carolde @Smoot6985 @timc3737 @sjh2222 @genuke1 @swebs @FreedomPilgrim @EricMoo91919605 @HillaryGuess @Fanoffreedoms @Justice41ca @Trumpenceflynn @JeniferJuniper1 @KoichicCheryl @NaomiBurke18 @nayla0522 @C2m1ll3 @gr8tjude @Melody_Va @FemalesForTrump @letmebePaco @SFCGrambo @Juda_Ephraim @HMIBBook @realDonaldTrump @POTUS @ReaganCoalition @Tomahawk903 @YaNative @SenateMajLdr I know one inmate number that was reduced, the one that had the bright idea to break in on another friend while he was out on parole. For breaking in and raping women. He won't be doing that any more.
947255874296434688 2017-12-30 18:59:34 -0400 <PeterSargent1> @realDonaldTrump Okay #Scrooge,  1. You gave a massive handout to the 1% for Christmas and a stocking full of coal to #TinyTimTaxpayer 2. Trickle down has never worked.  3. Working class folk are hurting more thanks to you and your policies. 4. Saying things doesn’t make them true.
947255873205915648 2017-12-30 18:59:33 -0400 <sarahbellamia> @realDonaldTrump   https://t.co/fgsSLuJIJg
947255872518086656 2017-12-30 18:59:33 -0400 <AndreaCano77> @realDonaldTrump Is that why your team blocked CNN from showing you on the golf course instead of working?
947255871620485120 2017-12-30 18:59:33 -0400 <TuffsNotEnuff> @diggler4life @Rosie @AKADonaldTrump @realDonaldTrump @EricTrump @SebGorka @JasonMillerinDC @ScottBaio Rendi l'Italia Grande de Nuovo !! -- that's Benito Mussolini's original slogan, translates as "Make Italy Great Again." Said it thousands of times. What, you thought @realDonaldTrump invented that #MAGA thing ???
947255870836092928 2017-12-30 18:59:33 -0400 <Blaise0528> @JayMalsky @realDonaldTrump Had someone said that to Barack OBama this snow flake would be screaming, “ohhhh ohhhhh I declare..... racism racism”
947255870269935616 2017-12-30 18:59:33 -0400 <_Kel_Varnsen_> @RockyReynolds1 @realDonaldTrump He only promised to jail Clinton in order to get rubes to vote for him, and he walked it back a few weeks after the election.   https://t.co/7xjUjvBSB6
947255870114729984 2017-12-30 18:59:33 -0400 <raffkind> @realDonaldTrump Oh thank god . . . oh wait.  I thought you meant our current oppressive regime here in the USA. rats.
947255869997232131 2017-12-30 18:59:33 -0400 <afutater> @realDonaldTrump Ain't no companies making any changes...except layoffs or outsourcing.  Blah...Blah...Blah. TICK-TOCK TICK-TOCK
947255868676075521 2017-12-30 18:59:32 -0400 <tabithia201> @tweetannylee @danmonsees @realDonaldTrump Doubtful.
947255867426131968 2017-12-30 18:59:32 -0400 <MJScarlett> @realDonaldTrump Says the man who lied 25 times during a 30 minute interview.
947255866301886464 2017-12-30 18:59:32 -0400 <cferg913> @realDonaldTrump The only people referring to the media as "fake news" are you and your rapidly dwindling cult members who can't face the truth. It is nice of you however, to make it easy for the majority of Americans to be able to save your lies for when you deny ever saying something.
947255865152749568 2017-12-30 18:59:32 -0400 <trumpisdoom> @realDonaldTrump Dude, you lie all the time.  You are fake news.
947255864074887168 2017-12-30 18:59:31 -0400 <leelas23> @SoCalJoy @Mighty_Fitz1 @krassenstein At least with W it was only our own country, the @GOP suck! With @realDonaldTrump it was a foreign, hostel country that attacked our democracy,  and the Republican's knowingly let it happen.  #BlueTsunami2018
947255861516304385 2017-12-30 18:59:31 -0400 <spudmonkey66> @Deb69764856 @realDonaldTrump Don't forget AT&amp;T!
947255859792429056 2017-12-30 18:59:30 -0400 <KiloMick> @toofabforwords @realDonaldTrump Worst Analogy Ever
947255859662397440 2017-12-30 18:59:30 -0400 <mosercounty> @krassenstein Has it REALLY only been 5 days straight? My impression is that @realDonaldTrump hasn't worked a single day in his fake presidency
947255858840223744 2017-12-30 18:59:30 -0400 <tvconway953> @Leslie67915456 @travisnichols @paul_pward @glen20165205 @Justacidic @realDonaldTrump I am an RN I am surprised you are not fighting for better Healthcare-and not furious about deregulating nursing homes. But like you said, that is your choice
947255858337140736 2017-12-30 18:59:30 -0400 <ksocks2> @realDonaldTrump Not one single thing has gotten better in the last year. Not one.
947255858139840512 2017-12-30 18:59:30 -0400 <PairOfLegals> @realDonaldTrump Recession and stock market crash to begin with I'd you keep stripping infrastructure to line pockets
947255857762385920 2017-12-30 18:59:30 -0400 <ostrom_richard> @Aparna @farnazfassihi @realDonaldTrump He wants to control the oil.
947255855820423168 2017-12-30 18:59:29 -0400 <MGYounce> @realDonaldTrump here’s a corrected bio for you  https://t.co/y4F7rsJbtj
947255854868455425 2017-12-30 18:59:29 -0400 <RibelleGS> @realDonaldTrump You call them dishonest then you give them an interview full of lies and distortions. No one believes you.
947255854482550784 2017-12-30 18:59:29 -0400 <Mrele11> @realDonaldTrump  https://t.co/CpzeuneESP #MuellerTime #TrumpRussia #RussiaRussiaRussia #TaxReturns #LiesAndTheLyingLiarsWhoTellThem #GOPutin #TrumpPutin2020 #GOPTaxScam #RoyMooreChildMolester  #GrabThemByThePussy  Is now too soon to discuss our gun epidemic? How is Jared doing with his tasks?
947255854452973568 2017-12-30 18:59:29 -0400 <Derecha1973> @realDonaldTrump AMEN BROTHER
947255854331412480 2017-12-30 18:59:29 -0400 <DryGulchMerch> @JacobAWohl @realDonaldTrump   https://t.co/aLFHc6xxXY
947255853907873792 2017-12-30 18:59:29 -0400 <ghenry5701> @realDonaldTrump @POTUS That is a good day. May the underground continue there.  We vow everything.
947255853777858566 2017-12-30 18:59:29 -0400 <ejdr1806> @realDonaldTrump Convenient
947255852158930945 2017-12-30 18:59:28 -0400 <mcheck57> @teufelshunde4 @JacobAWohl @realDonaldTrump @WSJ He’s been discredited already
947255850762153985 2017-12-30 18:59:28 -0400 <maxmydog41> @MightBeReign @realDonaldTrump Now that's trump!  https://t.co/WZbHiD1Z4T
947255850158166016 2017-12-30 18:59:28 -0400 <TowerofLloyd> @SheriffClarke @realDonaldTrump Did you come up with that yourself or did you copy it?
947255849952608256 2017-12-30 18:59:28 -0400 <restart2041> @realDonaldTrump Please Help people in iran  They killed 4 people and injures many people please help us .people don’t want dictator
947255849524875264 2017-12-30 18:59:28 -0400 <RevDShelby> @realDonaldTrump:SIR:JESUS SAID SUFFER LITTLE CHILDREN FORBID THEM NOT COME UNTO ME:200BLACK CHILDREN KICKED OUT OF SCH A MONTH RKFD IL2017
947255849205956608 2017-12-30 18:59:28 -0400 <duncan20_faye> @MrsScottBaio @realDonaldTrump @DonaldJTrumpJr 🤣🤣🤣🤣🤣🤣🤣🤣
947255848967032833 2017-12-30 18:59:28 -0400 <luvhopeforgive> @realDonaldTrump Much like you are attempting to cultivate.
947255848279203841 2017-12-30 18:59:28 -0400 <pc1330> @MAGAPILL @realDonaldTrump Funny.
947255847415111682 2017-12-30 18:59:27 -0400 <SirHarry2011> @realDonaldTrump Childish irresponsibility. America’s leadership nadir.
947255846211334149 2017-12-30 18:59:27 -0400 <LauraJS01092808> @BarbraStreisand @realDonaldTrump Sad! So sad!  Get over it Babs!  He's your President!
947255846056222721 2017-12-30 18:59:27 -0400 <Mandarina65> @FoxBusiness @realDonaldTrump @charliekirk11 @POTUS but not really!
947255845552869376 2017-12-30 18:59:27 -0400 <Ex_NSA_SpookMan> @Alt_FedEmployee @realDonaldTrump Oh you mean those with the highest unemployment rates in the inner cities? DERP!!!!
947255844936265734 2017-12-30 18:59:27 -0400 <BalouCat> @realDonaldTrump Please give some examples of jobs coming back. Steel workers still out of work die to China and hundreds laid off at AT &amp; T. Where are jobs?
947255844118417408 2017-12-30 18:59:27 -0400 <smdh_atloser45> @CaryNovak @bajones37 @EdKrassen @IRdotnet @realDonaldTrump Then you haven't been paying attention. Because you're incredibly incorrect. And I don't believe for a second you voted for Hillary. 😂😂😂😂 I was born at night but not last night.
947255843082440705 2017-12-30 18:59:26 -0400 <worldchmps> @realDonaldTrump Wait, u don’t like it? Then stop! Ur an adult!
947255841958240257 2017-12-30 18:59:26 -0400 <BerryFitzgeral9> @CourtMartens @LauerAmy @eschbachfamily @DaileyOfficial @realDonaldTrump I think it’s just a twitter issue.  I get it all the time and I am a liberal
947255841048035328 2017-12-30 18:59:26 -0400 <byebyedrumph> @realDonaldTrump Mueller doesn't use Twitter.  Why not try being like him?
947255839450107904 2017-12-30 18:59:25 -0400 <PattieBaker3> @realDonaldTrump Come on you do like it Pres. Trump.  Who you kidding?
947255838858797056 2017-12-30 18:59:25 -0400 <kairihz> @realDonaldTrump united state use to be number 1 not with guns and warfares ! fix that , take lessons from England and France , you never ever gain a heart of peoples with guns , but with love and aid ! now United States suffer !!even turkey surpassed you guys .
947255838170808321 2017-12-30 18:59:25 -0400 <LorraineYovino> @realDonaldTrump @Dad_Trump2   WASTE of moneys💸💸💸💸 only GOD🙏🏽 can control the climate 👍🏼👍🏼
947255837151584256 2017-12-30 18:59:25 -0400 <kathie_mills> @realDonaldTrump and King Obama should be indicted for crimes against humanity by funding their murderous regime with piles of unmarked American dollars so it wouldn't be traced back to how it was spent to fund terrorism.
947255834647687168 2017-12-30 18:59:24 -0400 <angeltrrs3> @realDonaldTrump Corporate America got what they want, and now your going under the bus
947255834488303616 2017-12-30 18:59:24 -0400 <donna1986_donna> @FoxNews @realDonaldTrump They are unfair and dishonest!! They're just mad because they can't control what the public hear and see anymore without being called out!! I love it!!! I have said for years that they were just manipulating the public!!
947255833200508928 2017-12-30 18:59:24 -0400 <HeeschVern> @realDonaldTrump Like you respected football players right to peacefully protest?? You have no credibility and reinforce that every day when you speak and tweet!!!
947255832810373120 2017-12-30 18:59:24 -0400 <Ras_Beret> @realDonaldTrump @DrWutt His writer isn't paid enough.
947255829845106688 2017-12-30 18:59:23 -0400 <Alannewburyal> @JacobAWohl @realDonaldTrump Yeah yeah yeah yeah and you’re a fool
947255829782245376 2017-12-30 18:59:23 -0400 <mystery0987> @realDonaldTrump Guess you didn't like the story about Pappadopoulos being the start of the FBI investigation and not the dossier...collusion, everyone's saying it...
947255829497090049 2017-12-30 18:59:23 -0400 <KellyAMalloy> @jakeburke @realDonaldTrump I read his tweets yet hear Charlie Brown’s teacher in my head  https://t.co/sfzwjUNAgw
947255826556653568 2017-12-30 18:59:22 -0400 <netolhead0> @realDonaldTrump How many followers on twitter will you have when you, your family and your cronies are locked up. Pathetic old man who can never live up to obama but is desperately seeking approval from a country that's over him. Betcha made daddy proud!
947255825751597056 2017-12-30 18:59:22 -0400 <itzbob701> @realDonaldTrump I use Social Media not because I like to, but because I have the temperament of a 3 year old. I am also a #fakepresident
947255825038544899 2017-12-30 18:59:22 -0400 <auldshaman> @realDonaldTrump How many deaths from unsafe jobs will you accept responsibility for?
947255825017470976 2017-12-30 18:59:22 -0400 <JocelyneBeaude1> @Alyssa_Milano @realDonaldTrump Shouldn't of done that....lol
947255823591464961 2017-12-30 18:59:22 -0400 <judy101855> @realDonaldTrump You are so full of sh-- it is laughable
947255822551257089 2017-12-30 18:59:21 -0400 <DonTheConMan_> @realDonaldTrump What American jobs for these products? Probably not because your family talks bullshit  https://t.co/ka7DeG1K4j
947255822500925440 2017-12-30 18:59:21 -0400 <HomemakerMan> @realDonaldTrump @foxandfriends
947255822366552064 2017-12-30 18:59:21 -0400 <FireGal1961> @Sterlingartz @realDonaldTrump so THIS is what he's crying about ?? LOL
947255822043828224 2017-12-30 18:59:21 -0400 <Joewm> Let's make certain I'm clear...digging to see if @realDonaldTrump or his campaign committed any crimes (they didn't). Yet a 5 year old can pull up You Tube &amp;  ascertain that Crooked H lied to Congress about 25 times. She just can't recall - but she can write tell-all books.
947255821905354758 2017-12-30 18:59:21 -0400 <R3dWhiteNblue> @ToontownJuggalo @chelseahandler @realDonaldTrump Which is it? You say he "don't want the job" but you believe that he colluded with Russia to get the job that he doesn't want. Makes sense. Not. #MAGA
947255819661381632 2017-12-30 18:59:21 -0400 <johannajwahl> @realDonaldTrump Thank you President Trump🇺🇸 Happy New Year!
947255819539832833 2017-12-30 18:59:21 -0400 <wanda1965> @realDonaldTrump What companies are coming back maybe give us some names instead of just saying what I hope happens.
947255819006918656 2017-12-30 18:59:21 -0400 <genmalarky> @ColBannister @realDonaldTrump He lies directly to the people. You eat up his bullsh*t and say, "Mmm, delicious, who's the chef?" 😄
947255815030890497 2017-12-30 18:59:20 -0400 <phoenix_7_9> @TomShafShafer @realDonaldTrump To be fair, there's probably more people living in Chernobyl than attended Trumps inauguration lol
947255812770197504 2017-12-30 18:59:19 -0400 <JHammersmhit> @slmiera2 @Leslie67915456 @Justacidic @realDonaldTrump Not what she asked! He quoted a fact, and didn't stop anyone. Another hater that relies on false assumptions and out of context remarks while attempting to prove a point.
947255811562180608 2017-12-30 18:59:19 -0400 <DoomsdaysCW> @realDonaldTrump @lynseyross999 Ahem... Are you sure you want to go there, @POTUS? Your Nationalistic German Pride is showing...  https://t.co/neNbe7jAER
947255810287198208 2017-12-30 18:59:18 -0400 <TruthWins4US> @CNNPolitics Yes dirt taken from HER ILLEGAL SERVER. THAT'S THE NEWS. left lies about @realDonaldTrump
947255809611776000 2017-12-30 18:59:18 -0400 <dennisdgleason> @realDonaldTrump  I am sharing this as it is really worth a serious look! A leading Bitcoin Mining Company has 7 (seven) income streams, is now in ICO and planning IPO in 2019.  This is a REAL company!                https://t.co/ejuwezTKcz  Happy New Year!
