921888831057612800 2017-10-21 19:59:59 -0400 <EliEstherVizio> @realDonaldTrump   https://t.co/rKaoP1c0gf
921888813693235200 2017-10-21 19:59:55 -0400 <TrumpATeam> @realDonaldTrump We can wait on Wall until 2018-2020 end DACA and Deport higher priority
921888813391142912 2017-10-21 19:59:55 -0400 <IndifferentCow> @realDonaldTrump Ugh this again? LOOK EVERYONE, DONNY NEEDS PRAISE!😒
921888813030563840 2017-10-21 19:59:55 -0400 <gbssandwiches> @realDonaldTrump You are insane.  You know what they say about people who have to keep tooting their own horn!  With you though, it is also fake claims!
921888813001166848 2017-10-21 19:59:55 -0400 <cbr1000nj> @realDonaldTrump Lol
921888812413935616 2017-10-21 19:59:55 -0400 <SharonHBanning> @realDonaldTrump Delusional AND demented. Hurry Mueller.
921888810832502784 2017-10-21 19:59:55 -0400 <RebelFinn2187> @realDonaldTrump Open the long blocked Trump Tax Documents you promised.  https://t.co/iuwHD9VOZV
921888809679175680 2017-10-21 19:59:54 -0400 <DaciaOaks> @realDonaldTrump Most what? Scandal? Golf? Pleading the fifth? Do clarify...
921888807867310081 2017-10-21 19:59:54 -0400 <UptownRepublik> @realDonaldTrump Hi five to oneself...? Sad!
921888805585596417 2017-10-21 19:59:53 -0400 <Jettson_2000> @yourltldogtoo @realDonaldTrump I was with this thread all the way up until Kaepernick
921888805308727297 2017-10-21 19:59:53 -0400 <Catsaroo> @realDonaldTrump Isn't it frustrating that you have to tell people how great you are? Why can't they see?
921888805023567872 2017-10-21 19:59:53 -0400 <TryLeading> @realDonaldTrump You should also declare that the sun will rise on Oct 26th as well
921888804729864192 2017-10-21 19:59:53 -0400 <artemio1112> We #NeedtoImpeach @RealDonaldTrump. Join me &amp; sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/nqNBRxVeB3
921888804709044224 2017-10-21 19:59:53 -0400 <509ShawnG> @realDonaldTrump   https://t.co/wedlhlIhUA
921888804302139392 2017-10-21 19:59:53 -0400 <Ernpea> @realDonaldTrump Too busy trying to juggle pissing Russian hookers and the Feds
921888804037947392 2017-10-21 19:59:53 -0400 <Mitzi_Gardner> @3fecta @realDonaldTrump So disrespectful!
921888802544656384 2017-10-21 19:59:53 -0400 <TrumpIsALoser45> @realDonaldTrump Fuck up?
921888802049744897 2017-10-21 19:59:52 -0400 <BLAKVULCAN> @SapphoDiane99 @MAGAPILL @realDonaldTrump @FLOTUS These trumptards just love alternative facts! Waiting forr smellyanne to start peddling this like hannity is..
921888801777168386 2017-10-21 19:59:52 -0400 <RealWillieRedd> @realDonaldTrump @bpolitics Thanks Obama
921888801580113920 2017-10-21 19:59:52 -0400 <BrianGourlay_> @realDonaldTrump year to completely diminish the status of America &amp; turn it into a laughing stock..
921888801135497217 2017-10-21 19:59:52 -0400 <porterbr5> @realDonaldTrump Posting more tweets than any other president doesn’t count as an accomplishment for your administration
921888800653107200 2017-10-21 19:59:52 -0400 <blueingreenemo> @realDonaldTrump You haven't done much yet except hate tweet and gain weight.
921888799340277760 2017-10-21 19:59:52 -0400 <curtiswhitworth> @realDonaldTrump Tax cuts for you and your rich friends. Meanwhile us normal people get screwed without so much as a reach around.
921888798954356736 2017-10-21 19:59:52 -0400 <danielsobczak> @realDonaldTrump Why don't we leave the top bracket alone and reduce the brackets that affect those of us who earn &lt; $100K a year. oh wait, won't help you.
921888798732115968 2017-10-21 19:59:52 -0400 <ReichsAdler1933> @comfort @realDonaldTrump Tolerant left at it again I see
921888798115377152 2017-10-21 19:59:51 -0400 <LarryPinehead> @RobAnybody2 @SkipToTheLou314 @realDonaldTrump @bpolitics Ya I guess you don't have a response so you spell check best of luck in your life and dreams but having a political argument is pointless if I'm talking to you because I don't think you know anything 😂😂😂
921888797608071168 2017-10-21 19:59:51 -0400 <PeteinWI> @realDonaldTrump   https://t.co/wcpcCztceu
921888797121531904 2017-10-21 19:59:51 -0400 <RCalrissian> @realDonaldTrump Nice try. This is utter bullshit. How much longer before the 25 th amendment is invoked because of your dementia?
921888797041811456 2017-10-21 19:59:51 -0400 <PaulaBloom17> @IronStache @realDonaldTrump Ryan 🤥. Not funny. No balls to stand up for constituents to do the right thing. Slashing Medicaid and Medicare. Ryan = 💩 POS.
921888796383293440 2017-10-21 19:59:51 -0400 <NoahThomasSmith> @realDonaldTrump Can’t wait to see how much shit this tweet gets 😂
921888796257476608 2017-10-21 19:59:51 -0400 <neauxluh> @realDonaldTrump   https://t.co/zGBbTZiKEQ
921888794718195712 2017-10-21 19:59:51 -0400 <nealeherg> @realDonaldTrump You haven't done diddly. In fact a
921888793711579137 2017-10-21 19:59:50 -0400 <DawkinsDog> @realDonaldTrump So true, Mr Pres! No other President has undone so much that was done by the previous President purely out of racism, jealousy and spite!
921888793224921088 2017-10-21 19:59:50 -0400 <GianniDAngeloww> @knowitall143 @realDonaldTrump   https://t.co/h6DMBGPrrz
921888792885317633 2017-10-21 19:59:50 -0400 <GreenChannel420> From now on, when @realDonaldTrump says people are being mean to him, I'll say "he knew what he signed up for."
921888792809754627 2017-10-21 19:59:50 -0400 <stewardmogs> @realDonaldTrump Ah. But you had Twitter you funny little thing. And you're go good at it too. Yuge. Bigly good.
921888792277143552 2017-10-21 19:59:50 -0400 <gumbright> @realDonaldTrump I get it. You say Healthcare but mean taking it away.  You say tax cuts, so that means taxes will go up. You are in an eternal opposite day.
921888792008626177 2017-10-21 19:59:50 -0400 <Keashaaa1> @realDonaldTrump 😀😀😀😀😀😀   https://t.co/wdOtrGqSpN
921888791366946821 2017-10-21 19:59:50 -0400 <Ginmato> @albanyconserv @davydawgg @danibostick @EdKrassen @IRdotnet @realDonaldTrump You are a BOT trying to sell tax cuts for the wealthy to Trump’s ignorant base.
921888791320780800 2017-10-21 19:59:50 -0400 <liberal_catmom> @realDonaldTrump A “wonderful man” who believes NFL players who take a knee should be shot in the head. Yeah...he’s a real peach.
921888790985179137 2017-10-21 19:59:50 -0400 <Statham33> @realDonaldTrump Your administration has done nothing of importance.  Repeal failed, Wall failed, but yeah keep patting yourself on the back.
921888789726973952 2017-10-21 19:59:49 -0400 <tbeaux29> @EdKrassen @IRdotnet @realDonaldTrump @bpolitics   https://t.co/LSpx8mULLU
921888789626343424 2017-10-21 19:59:49 -0400 <Jhonny93310575> @realDonaldTrump Bamos abansando donal trump
921888789609566208 2017-10-21 19:59:49 -0400 <NatikaMonroe> @realDonaldTrump Trump loses it all in his first year - YES!!! #JackassTrump #FireTrump @POTUS #LoserTrump  https://t.co/SalHvZtLQR
921888789475180545 2017-10-21 19:59:49 -0400 <lowerkeyrecords> @ImRooneyArnab @NoFascistLies @WiseWmnTogether @freckle_red @realmattyvegas @demsocjohnbrown @Saintsfan5348 @TravisRuger @realDonaldTrump That’s fair. It wouldn’t be fair to then blame Trump’s crimes on the DNC though.
921888788678295552 2017-10-21 19:59:49 -0400 <JRAkin16> @realDonaldTrump Stop with the no administration has done more in the first whatever days or months. You have no clue.
921888785813577728 2017-10-21 19:59:49 -0400 <Chaddwith2ds> @Harvv @realDonaldTrump Don’t think he reads your tweets
921888785654321157 2017-10-21 19:59:49 -0400 <ShowMeGoodNews> @realDonaldTrump Big sissy boy.
921888784630865925 2017-10-21 19:59:48 -0400 <Geo01Smith> @realDonaldTrump I am torn, because the way those DEMS are comporting themselves gives you a greater chance for you to win that 2nd term @POTUS 🤟👌👍MAGA!
921888783720579072 2017-10-21 19:59:48 -0400 <EpochTimes> @JudicialWatch @realDonaldTrump The Beginning of the End of Obamacare?  https://t.co/3bbsNMGjuq Viewpoints
921888783339065344 2017-10-21 19:59:48 -0400 <stanthemanhartm> @realDonaldTrump this is fake news    only in your mind Crooked little lying donny
921888782386913280 2017-10-21 19:59:48 -0400 <mjopa1> @realDonaldTrump What have you done?  Failed travel ban?  No repeal of ACA?  Did nothing after the worst massacre in US history?  Beyond sad!
921888781615079424 2017-10-21 19:59:48 -0400 <Krazie_Kanuck> @twrivera @realDonaldTrump I feel like just a year ago that would have meant something 😔
921888780428234752 2017-10-21 19:59:47 -0400 <Kelferg> @realDonaldTrump You will be allowing that which is scheduled BY LAW to be released on Thursday. How kind of you.
921888780101013504 2017-10-21 19:59:47 -0400 <Suohhen> @realDonaldTrump Serial Liar, sociopath, incompetent, narcissistic, jealous NY hustler, who will never ever measure up to Hillary, Barack or the Bush's.
921888780071718912 2017-10-21 19:59:47 -0400 <mwilsonua> @realDonaldTrump #FakeNews
921888779920707584 2017-10-21 19:59:47 -0400 <andrews_mickie> @IsraelUSAforevr @terrydvl @realDonaldTrump @TrumpsBlonde @theglobaluniter @DonnaWR8 @TheTrumpLady @StacyLStiles @JrcheneyJohn @GeorgiaDirtRoad @bfraser747 @DonaldJTrumpJr @VFL2013 People said no Actor could run this country, Reagan was the last GREAT President we had until Trump. HISTORY REPEATING IT SELF. THANK GOD
921888779824222213 2017-10-21 19:59:47 -0400 <Grumpy__Gorilla> @realDonaldTrump Done more tweeting in an effort to undermine our government? I finally agree with you Donnie!
921888779278962688 2017-10-21 19:59:47 -0400 <dylanzhao> @Transient_Soul @SLandinSoCal @SissyFried @realDonaldTrump Don’t be fooled by Fake News.
921888779107004418 2017-10-21 19:59:47 -0400 <MungerMaxime> @AnneHamilton01 @thebigotbasher @RogueCPI @Impeach_D_Trump @loutrebrule @realDonaldTrump That’s what I'm doing. Socialism always fails.   Anyway, I gotta stop talking to u guys.  I've got a baseball game to watch
921888778633072640 2017-10-21 19:59:47 -0400 <One6Pack> @realDonaldTrump Earth calling Trump....you are delusional.
921888778473656321 2017-10-21 19:59:47 -0400 <spiritedanyway> @MaggieMaeMags @GenJohnFKelly @realDonaldTrump It's not. It's another trump-russia bot. Trump keeps saying he has no help from bots, but it's patently obvious just look at his followers.
921888778440052737 2017-10-21 19:59:47 -0400 <myshadowdays> @realDonaldTrump The filthy rich aren't "the American people".
921888777982922753 2017-10-21 19:59:47 -0400 <the_sunflower08> @realDonaldTrump   https://t.co/NffOmViTmX
921888777978642432 2017-10-21 19:59:47 -0400 <DixieStank> @realDonaldTrump   https://t.co/o9ZJTKhwYd
921888777928286208 2017-10-21 19:59:47 -0400 <SHale1963> @realDonaldTrump Oh please. Tax cut for affluent. No health care done. Not a single major bill signed. One Supreme Court appointee. That’s it.
921888777538359297 2017-10-21 19:59:47 -0400 <fatnugly56> @realDonaldTrump No one has had their hands in the pockets of the citizens of the United States more than the #TrumpCrimeFamily #LickThemAllUp
921888777500549120 2017-10-21 19:59:47 -0400 <arielufret> @realDonaldTrump Fuck off.
921888777290821632 2017-10-21 19:59:47 -0400 <TheLegoDad> @realDonaldTrump Do you want a medal?
921888776577867776 2017-10-21 19:59:46 -0400 <1_cendy> @KristiStannard @MAGAPILL @realDonaldTrump I never heard about an IQ evaluation. What was his claim on that?
921888776439283712 2017-10-21 19:59:46 -0400 <GingerCat001> @realDonaldTrump Delusional
921888775801884672 2017-10-21 19:59:46 -0400 <MartinaClarkSFO> @realDonaldTrump More damage in its first 9 months. That's the rest of the sentence?  #Resign
921888775642517504 2017-10-21 19:59:46 -0400 <Bcnh509> @realDonaldTrump Who cares who paid for it! If it proves collusion
921888775034277889 2017-10-21 19:59:46 -0400 <crisy_g> @realDonaldTrump NUTS NUTS NUTS NUTS !  You are fucking nuts.  VOL  https://t.co/9APFKW67GR
921888774908456960 2017-10-21 19:59:46 -0400 <metalbox123> @realDonaldTrump Modest
921888774547820544 2017-10-21 19:59:46 -0400 <CielNow> @chiIIum @ljcljf @realDonaldTrump @HillaryClinton Look here! #SpecialProsecutorForU1
921888773918547969 2017-10-21 19:59:46 -0400 <Fern_Renville> @sarahTRUMPMORON @KottiPillar @realDonaldTrump Donald Dump just can't quit her!
921888773427859457 2017-10-21 19:59:46 -0400 <AngeloG85> @realDonaldTrump You need the signature piece of legislation. Neil Gorsuch is Great, but you need Tax cuts to main event this year
921888773318889472 2017-10-21 19:59:46 -0400 <jamiesbowen> @realDonaldTrump Her campaign only spent more than yours on Facebook because Putin paid for all your propaganda on FB. #resist #impeachtrump #trumpputin
921888773079818242 2017-10-21 19:59:46 -0400 <YahooBeaelisdad> @realDonaldTrump Seriously what is wrong with you.  My imaginary administration has done more than your real one.
921888772332986368 2017-10-21 19:59:45 -0400 <Rambling_Moe> @realDonaldTrump Please dont say it
921888772207337473 2017-10-21 19:59:45 -0400 <TomfromFL> @realDonaldTrump What an ass hat.
921888771640934400 2017-10-21 19:59:45 -0400 <LadyJmbala> @Trumpet1984 @everybodyzzmama @hazel_laureen @rabblerouserjr @lifeisfluff_44 @mollylyons @hollybee66 @SansMerci86 @chattypatra @AkuGabriel7 @goodoldcatchy @BeeGalini @dizzle5000 @25WinterSoldier @cynnara @turkresisting @romanticskeptc @lockedmith @Vox_Democracy @Cruellaisdevine @NanaSewDear @LokiLoptr @AmyPondResists @AGirlResists @Chillyresist @CAJustHere @BlueVindication @TweetieTami @terryreed48 @Mellymayj @realDonaldTrump 🤣🤣🤣🤣🤣🤣 tell the truth Melania doesn’t exist anymore does she?
921888770802061312 2017-10-21 19:59:45 -0400 <JohnMiloland2> @realDonaldTrump   https://t.co/WeTkaouUPz
921888770529660928 2017-10-21 19:59:45 -0400 <diana_presente> @realDonaldTrump @bpolitics  https://t.co/Bb1ZvPLkDN OH HAPPY DAY!!!!
921888770059849729 2017-10-21 19:59:45 -0400 <AmyDavidkhanian> @realDonaldTrump Pretty sure “facebook” was on your side.
921888769959219200 2017-10-21 19:59:45 -0400 <MissVikkiV> @realDonaldTrump You don’t need to finish that, you haven’t.
921888769799802884 2017-10-21 19:59:45 -0400 <Livalious> @realDonaldTrump really cares about our military. He cares so much, nobody cares as much as him. 😳🏌🏻  https://t.co/V5wcKobqYU
921888768893755392 2017-10-21 19:59:45 -0400 <daeley1967> @eileendefreest @Rellyluvsfairen @realDonaldTrump she is trying to dismantle public education system in order to make it into a money making business as well. she wants segregration :( EVIL
921888767711080448 2017-10-21 19:59:44 -0400 <TimvanderZwaag> @realDonaldTrump You forgot the word 'damage' after more...
921888766087884800 2017-10-21 19:59:44 -0400 <NateRedwings401> @realDonaldTrump   https://t.co/uWjocPKEAd
921888765538430977 2017-10-21 19:59:44 -0400 <AlyceNine> @realDonaldTrump Your the best!!!
921888764867301378 2017-10-21 19:59:44 -0400 <ngrohe51> @realDonaldTrump You can make that happen . Just do it
921888764355424257 2017-10-21 19:59:43 -0400 <micahnytes> @sammypolsen12 @realDonaldTrump Kelly can't be a great four-star general if he caved in to a four time draft dodger.
921888763621642240 2017-10-21 19:59:43 -0400 <LLaws2> @realDonaldTrump check these numbers..#Resign before your so called "brand" sinks too. #ImpeachTrump  &amp; #TrumpCrimeFamily NO ONE BELIEVES YOU!  https://t.co/S7ue5KN7Vz
921888763382583297 2017-10-21 19:59:43 -0400 <deedeedoo23> @realDonaldTrump Pleas go to bed
921888763264897025 2017-10-21 19:59:43 -0400 <56brownpelican> @realDonaldTrump Don't fire Kelly, he's getting near your volume of hate results on Twitter you do. Must be doing something right.
921888762170413056 2017-10-21 19:59:43 -0400 <_Froggyluv> @realDonaldTrump Oh, here we go...
921888761910321152 2017-10-21 19:59:43 -0400 <SteveAnslinger1> @danibostick @eugenegu @GregShugar @realDonaldTrump @bpolitics Also very low: Your understanding that election of Trump was peaceful revolution by conservatives. Don't push us too hard.
921888761637679106 2017-10-21 19:59:43 -0400 <9chicago> @realDonaldTrump What a load you spew. You are only helping the rich.
921888761381867520 2017-10-21 19:59:43 -0400 <LeisenStephanie> @realDonaldTrump You don't have the votes, do you?
921888761033711616 2017-10-21 19:59:43 -0400 <danedame54> @realDonaldTrump No, she didn't. And she didn't have RUSSIA manipulating the election in her favor, either. And yet, she STILL won the POPULAR vote.
921888760668803072 2017-10-21 19:59:43 -0400 <yoyolovemy3kids> @realDonaldTrump  https://t.co/7t7a2iV8RU
921888760274415616 2017-10-21 19:59:42 -0400 <Epep_the_Heron> @realDonaldTrump Donnie, just shut up and govern. Stop trying to pad your abysmal resume of failure.
921888759657967617 2017-10-21 19:59:42 -0400 <BuckyWillard> @realDonaldTrump @bpolitics I smell bullshit
921888758915411968 2017-10-21 19:59:42 -0400 <OwensAmma1960> @realDonaldTrump You know you have a crush on her
921888758751883264 2017-10-21 19:59:42 -0400 <RodgerRobinson3> @realDonaldTrump Absolutely thank you President Trump and Mike Pence for being the hope that we can believe in May God bless you and your family 🇺🇸🇺🇸🇺🇸🔥🔥🔥
921888758106132480 2017-10-21 19:59:42 -0400 <karmakkaze> @CREWcrew @realDonaldTrump Or... Saying he'll do something and following through... Well they work for him. They know his track record.
921888757942538240 2017-10-21 19:59:42 -0400 <abow04life> @realDonaldTrump 💪POTUS💪TRUMP💪MAGA💪
921888757569253376 2017-10-21 19:59:42 -0400 <Craven_Weedlick> @realDonaldTrump … attempt to fuck everything up beyond recognition.
921888757535649792 2017-10-21 19:59:42 -0400 <bonath_wiley> @realDonaldTrump You give me such a headache. STHU!!!!
921888757493661697 2017-10-21 19:59:42 -0400 <NotGPayton> @realDonaldTrump Rubio was right, you have no health care plan.
921888757338517504 2017-10-21 19:59:42 -0400 <OutSpokenTwat> @realDonaldTrump You have only destroyed things since you got there, trump. Dont even pretend you have helped anyone but yourself so far!  #resign
921888757292421121 2017-10-21 19:59:42 -0400 <lynn1219> @realDonaldTrump Only fake news on cable wad/is on Fox. All the rest is true, which is why you're paying all those lawyers. Mueller is coming!!!
921888757116276736 2017-10-21 19:59:42 -0400 <nonna2405> @realDonaldTrump Why don’t you release your income taxes.
921888756407390208 2017-10-21 19:59:42 -0400 <kmomonahan> @realDonaldTrump Don’t even say 10 months because you haven’t done jack shit buddy.
921888756092809217 2017-10-21 19:59:41 -0400 <WeAreCulpable> @NewYorker @soledadobrien @realDonaldTrump destroys everything he touches. Now he is destroying America and its people, piece by piece!
921888755895562240 2017-10-21 19:59:41 -0400 <Azfakerunner> @realDonaldTrump Failing since day one- just stop tweeting already
921888755673419776 2017-10-21 19:59:41 -0400 <RichardBloodsw9> @realDonaldTrump @bpolitics Great!
921888755291754496 2017-10-21 19:59:41 -0400 <myvoiceHiswords> @realDonaldTrump You're lying and God knows it! You will reap what you sow...I can't wait to see it!
921888755207868416 2017-10-21 19:59:41 -0400 <mikehesner> @realDonaldTrump agreed - doin a great job chief - thankyou
921888754884857856 2017-10-21 19:59:41 -0400 <rizsrug216> @realDonaldTrump Just because you keep saying you are doing a lot DOESNT MAKE IT TRUE . More lies from@you and your admin . More golfing, more turnover
921888753924243457 2017-10-21 19:59:41 -0400 <WritingZard> @realDonaldTrump Every time you say, "No other administration..." you're shown to be a liar.
921888753878290438 2017-10-21 19:59:41 -0400 <Brother_Tank> @realDonaldTrump   https://t.co/qzMLTNnUqZ
921888753555185664 2017-10-21 19:59:41 -0400 <newtonsspawn> @realDonaldTrump You believe your own lies. How sad.
921888753286877184 2017-10-21 19:59:41 -0400 <LelandFreeman> @brandondarby Richard Spencer is clearly a fabrication on every single level to undermine the Patriots that backed @POTUS @realDonaldTrump
921888752888360960 2017-10-21 19:59:41 -0400 <BoxofChox> @terrimore1 @EllieInTheStars @SheriffClarke @realDonaldTrump So Obama faked his tears about Sandy Hook? Your irrational hate has eaten your soul - inside out. SAD for you.
921888752557019136 2017-10-21 19:59:41 -0400 <BPie7> @realDonaldTrump Resign, please.
921888752036872192 2017-10-21 19:59:41 -0400 <JoseNov08957890> @realDonaldTrump :o
921888751470735360 2017-10-21 19:59:40 -0400 <WayneENaylor1> @realDonaldTrump You Mr. President, have already proven that you are the Greatest POTUS in the history of AMERICA~!
921888751340552192 2017-10-21 19:59:40 -0400 <PolitiTwitch> @lauferlaw @BTxblubelle The docs were already scheduled to be released. @realDonaldTrump just likes to make proclamations. He thinks he was elected "King Donald"
921888748702457856 2017-10-21 19:59:40 -0400 <lstewart747> @realDonaldTrump Nanny, nanny boo boo. She is rubber and you're glue...White House adult daycare open for business. #NotFitToServe
921888747217711104 2017-10-21 19:59:39 -0400 <SandraKirchner4> @realDonaldTrump #repealobamacare #repealELDmandate
921888745925722112 2017-10-21 19:59:39 -0400 <murphtag> @realDonaldTrump Your fake news trope is tired and inert.
921888745120337920 2017-10-21 19:59:39 -0400 <outnleftfield88> @realDonaldTrump It’s amazing that the only positive responses to #trump’s mumbo jumbo in this thread are all Russian bot accounts!
921888743128215554 2017-10-21 19:59:38 -0400 <breal372002> @Joy_Villa @realDonaldTrump Why profess Christianity when you practice/ donate big $$$$ to anti Christian Scientology?
921888743111430144 2017-10-21 19:59:38 -0400 <Big_J_1971> @realDonaldTrump Tax cuts for the elitist does nothing for me...
921888742901764099 2017-10-21 19:59:38 -0400 <soberInsomnia> @realDonaldTrump You keep saying how much you've accomplished. Wtf, exactly, have you gotten done? Healthcare? ISIS? Wall?
921888742092177408 2017-10-21 19:59:38 -0400 <rraposo7353> @realDonaldTrump I've got three words for you:. Narcissistic Personality Disorder.
921888741278584833 2017-10-21 19:59:38 -0400 <Brads_Big_Fan> @watsukoguy @realDonaldTrump Respect @realDonaldTrump he's your President! #MAGA
921888739038846980 2017-10-21 19:59:37 -0400 <mspitbulllover> @freitano @GenJohnFKelly @realDonaldTrump @DNC I think all of a Trumps followers on here are really Trump and the Russians..And a few clinical whack jobs
921888736241242112 2017-10-21 19:59:37 -0400 <pcsquared15> @realDonaldTrump Hahahahaha, so far all you have done is lose!
921888735876304896 2017-10-21 19:59:37 -0400 <KingKyree122> @TheRynheart @realDonaldTrump That man is the devil!
921888734974500866 2017-10-21 19:59:36 -0400 <Geek_Things> @realDonaldTrump partnership with Russia?
921888734878076929 2017-10-21 19:59:36 -0400 <StickToNothing> @Pdd918 @kschirmersmith @HEINSLERJAN @wurth_fran @BillOReilly @realDonaldTrump We're all judging you
921888734597050369 2017-10-21 19:59:36 -0400 <docnyto> @realDonaldTrump Take a knee ... guess daddy was saying that as teenage daughter was grinding on his.  https://t.co/a1VrGQ0BTO
921888734437625856 2017-10-21 19:59:36 -0400 <ErickFernandez> @realDonaldTrump You haven’t passed any major legislation. 0. None. You also don’t have the votes on health care.
921888734185951232 2017-10-21 19:59:36 -0400 <LamarreAnderson> @realDonaldTrump It is dangerous to our democracy when you constantly revile the press. #POTUSStopTweeting
921888733544058880 2017-10-21 19:59:36 -0400 <Bewitched9> @realDonaldTrump Your Mueller anxiety is showing donald.  Did your travel ban on Chad put US soldiers in danger?  👇   https://t.co/RVph1jhhaG
921888731874938881 2017-10-21 19:59:36 -0400 <longislandtea12> @alozrasT @NJMike319 @seanhannity @realDonaldTrump @1GigiSims @Hoosiers1986 @carrieksada @MADE__USA @Corrynmb @GeorgiaDirtRoad @ROCKONDUDE2 @ColoradoGirl2A @LeahR77 @ChooseToBFree Only problem with that scenario.. Is the #FIB would be there to see if she needed any help destroying evidence!!  #LockHerUp #UraniumOne
921888731828809728 2017-10-21 19:59:36 -0400 <lanceswinford> @knowitall143 @realDonaldTrump He will since you asked nicely! Haha
921888730176032768 2017-10-21 19:59:35 -0400 <TFPCPA> @realDonaldTrump Every other admin has done more. You are a liar and a fake president
921888729844912128 2017-10-21 19:59:35 -0400 <EliEstherVizio> @realDonaldTrump   https://t.co/BAuy0Xakka
921888729739902976 2017-10-21 19:59:35 -0400 <AbqSimon> @realDonaldTrump Not this shit again, give it a friggin’ break!
921888729308057600 2017-10-21 19:59:35 -0400 <madreperladel> Terrorist Óscar  López went to Rusia with young leardership of Partido Independentista de PR. STAY ALERT! @realDonaldTrump @FBISanJuan @FBI  https://t.co/ou5qsDbWui
921888728477560832 2017-10-21 19:59:35 -0400 <Life1zAJoy> @realDonaldTrump Oh fer cripessake.  Give it a rest...we all know how highly you hold yourself in esteem.
