1166863027603431424 2019-08-28 19:59:59 -0400 <dfs3660> @realDonaldTrump #TrumpLiesEveryTimeHeTweets  https://t.co/zC89GHUGZ3
1166862925170188288 2019-08-28 19:59:35 -0400 <tenfortea> @JRendel1827 @DogginTrump @realDonaldTrump I totally missed that one. 🤦🏽‍♀️
1166862924645830656 2019-08-28 19:59:35 -0400 <kristina82066> @realDonaldTrump You're such a toddler. Millions of Americans are facing loss of homes and loss of lives and this is what your focus is? I've never said this before but I'm going to say it now #NotMyPresident #Dorian
1166862923551125506 2019-08-28 19:59:34 -0400 <mike059> @realDonaldTrump It will be a sad day for GOP when the Democrats clean your clocks!!! Most are quitting anyway.  #BlueWave2020
1166862920979902464 2019-08-28 19:59:34 -0400 <CGage44663269> @Dawn_DeMore1 @GenFlynn I AM SO HAPPY TO SEE THAT PEOPLE HAVE NOT FORGOTTEN GEN. FLYNN.   HE WAS RAILROADED BY MUELLER AND HIS TEAM - HE LOST EVERYTHING TO DEFEND HIMSELF. WE NEEDS OUR PRESIDENT @realDonaldTrump                            EXONERATE HIM. WE KNOW HE IS NOT GUILTY OF ANYTHING.
1166862920782962688 2019-08-28 19:59:34 -0400 <chemoelectric> @realDonaldTrump @FoxNews Have you considered the People’s Observer? Lots of people are saying it's good and pro-Trump.
1166862918018711552 2019-08-28 19:59:33 -0400 <KellyGuy> Why did “Another One Bites The Dust” start playing in my head? 😂 Kirsten Gillibrand drops out of 2020 presidential race @realDonaldTrump @RealMichaelGuy @chuckwoolery @MarkYoungTruth @michaeljohns @michaeldjohnsjr @proud1patriot @jtblogs @Sammicordova  https://t.co/3uXqMQq0rE
1166862916387106816 2019-08-28 19:59:33 -0400 <LauraAnnTull> @RoArquette @Arriadna @realDonaldTrump Good point @RoArquette
1166862916362133505 2019-08-28 19:59:33 -0400 <grayhistorian> @realDonaldTrump @FoxNews Please drop out because my family and friends do not want you to win. You are by far the worst president ever. You act like a child. Small children act better than you. You are an embarrassment to the entire United States.
1166862915431010304 2019-08-28 19:59:32 -0400 <LeoStealth1> @VP @realDonaldTrump @AmericanLegion A U.S. Air Force veteran has sued the director of New Hampshire's veterans hospital over the display of a Bible.  Lawsuit Filed Over Display of Bible at Manchester VA Medical Center  By ASSOCIATED PRESS • MAY 7, 2019  Had nothing to do with  President Obama .
1166862913392562177 2019-08-28 19:59:32 -0400 <DanaEA24> @realDonaldTrump Idiot
1166862910536192001 2019-08-28 19:59:31 -0400 <edtmiti> @realDonaldTrump @FoxNews What did they suddenly start to be not fake news?
1166862910318141440 2019-08-28 19:59:31 -0400 <MerrickWarfield> @StriversTV @Megawatts55 @realDonaldTrump Then the stupid leftists always delve into irrelevancies and post nonsense to justify their absolute jackassery. It's hilarious and entertaining.
1166862909349269505 2019-08-28 19:59:31 -0400 <ConservaDude1> @realDonaldTrump 👇👇👇
1166862909034717186 2019-08-28 19:59:31 -0400 <WalterWarren4> @bdfitness @chipfranklin @realDonaldTrump I guess you weren't paying attention when Chip said this is the only meal some kids get. Why not make it a healthy one, Mr. Non-Corporatist? Did you see the big name junk food makers the schools are getting their crap food from?  The only pig in the WH is #45.
1166862907486769152 2019-08-28 19:59:31 -0400 <RealPotatus> @MatthewJshow @ChatByCC @realDonaldTrump Because one of the 20 democrats running for president dropped out, you think they are in a tailspin?
1166862907344392192 2019-08-28 19:59:31 -0400 <EllenYarnall> @TheRightMelissa @stewiewithatuba @realDonaldTrump Bullshit.
1166862905658290181 2019-08-28 19:59:30 -0400 <IDiva809> @greg22ndst @musicbywintrr @realDonaldTrump Something tells me that guy believes the pizza parlor basement conspiracy at the place that had no basement 😂.  https://t.co/jgDOMYKIt1
1166862905460969472 2019-08-28 19:59:30 -0400 <tonycorro> @realDonaldTrump Do you ever get tired of tweeting so much crap?
1166862904555188224 2019-08-28 19:59:30 -0400 <wildblackinson> @realDonaldTrump Somber  So Somber
1166862904106176513 2019-08-28 19:59:30 -0400 <kristyndante> @POTUS @realDonaldTrump @SecretService @FBI @CIA @NSAGov   Hello Everyone!  It's "Piper"  Did you notice?   https://t.co/sL5RT9mdSX
1166862903841980416 2019-08-28 19:59:30 -0400 <dchaffe60666717> @Swabcraft @AhmedBaba_ @realDonaldTrump Hmm, speaking of fascists, “the chosen one” 😂 fits that description to a “t”. See ya in 2020!  https://t.co/25PoC6Kaff
1166862903733030913 2019-08-28 19:59:30 -0400 <nurseratchett8> @realDonaldTrump  https://t.co/ZZZFLoQYFi
