1084963370061754368 2019-01-14 18:59:59 -0400 <AmazonAnne9> @neighborwatchin @Halfamick @DirkDig91130766 @Lisianthus @DustinLyle @Vladdiefan @TriggerByTruth @Top_Sergeant @realDonaldTrump @HillaryClinton  https://t.co/9lHg3WlkhE
1084963330610081792 2019-01-14 18:59:50 -0400 <AMapleKandey> @Hokibil @Mr_JamesLandis @DavidBrodyCBN @CBNNews @PPFA @realDonaldTrump There are always those who will find a way to justify their inhumanity.
1084963330119262208 2019-01-14 18:59:50 -0400 <Suquamish359> @GraceBarkerKAG @GOPChairwoman @GOP @realDonaldTrump Oh yeah just like that.   Derp
1084963329519640577 2019-01-14 18:59:50 -0400 <longislanddon> @BAHHNGA325 @Dreamweasel @realDonaldTrump That he's gonna build a wall and Mexico is gonna pay for it. We're just grownups and know how things work and understood how. Not to mention that he'd explained it numerous times.
1084963328315850754 2019-01-14 18:59:49 -0400 <DianeNashville> @ProudResister @realDonaldTrump I was just shouting this back at the radio in my car over the weekend!
1084963328139673600 2019-01-14 18:59:49 -0400 <roti4so> @LindseyGrahamSC @realDonaldTrump Hoping all of this pays off for you. It would be a shame how hard you ‘work’ and you end up with no prize.
1084963327036588032 2019-01-14 18:59:49 -0400 <HoundPatriot> @realDonaldTrump Get out of our house you Russian tool.
1084963326726152193 2019-01-14 18:59:49 -0400 <Figgybrown1> @realDonaldTrump You have never fought for anyone but yourself.
1084963323442053120 2019-01-14 18:59:48 -0400 <NicholasRuschi1> @realDonaldTrump Trump if you build the Wall the immigrants are going to dig under it making it useless.
1084963322888257536 2019-01-14 18:59:48 -0400 <SeattleNorth> @maziehirono @realDonaldTrump AMERICANS cheer when WALLS come DOWN...
1084963322846302208 2019-01-14 18:59:48 -0400 <chef0fresh> @rusty_pharris @ReachCarolyn @realDonaldTrump Actually many of his lies and exaggerations only take mere moments to prove wrong.  Biggest inauguration crowd ever, remember that one.  you may remember this one, Mexico will pay for the wall, he said over and over and over.
1084963322187927553 2019-01-14 18:59:48 -0400 <hankblues1> @SenSchumer @realDonaldTrump @SpeakerPelosi @LindseyGrahamSC @senatemajldr @HouseDemocrats @SenateDems  @HouseGOP @SenateGOP Why dont u guys get sensible now and bring S.744 on floor to debate and vote to end this shutdown and drama?S.744 has all answers 4 ur concern!Stop it now!
1084963320631709696 2019-01-14 18:59:47 -0400 <StevieMccabe> @realDonaldTrump  https://t.co/832d9ijdWD
1084963320078221312 2019-01-14 18:59:47 -0400 <dan_silcock> @realDonaldTrump You are a buffoon of the highest quality
1084963319830720512 2019-01-14 18:59:47 -0400 <global_despot> @realDonaldTrump Get it Secured , Bill Democratics, EEU, Europian Flase Afriacan Union, afther all They Shout Death to America
1084963318165581824 2019-01-14 18:59:47 -0400 <sharonloria> @DineshDSouza @TheDemocrats @realDonaldTrump Yes!
1084963317213470722 2019-01-14 18:59:47 -0400 <scottarringto15> @HillBeverlyhill @zaberto @mshugart22 @bjcreigh @GOPChairwoman @realDonaldTrump ....or dig under! None of these has been considered by comrade trump!
1084963317162987520 2019-01-14 18:59:47 -0400 <greenplanut> @realDonaldTrump And who’s going to pay for the WALL?  Right.  Got it.  https://t.co/UgR6DxArGa
1084963314721947648 2019-01-14 18:59:46 -0400 <ScooterTrash10> @cable_kimbra @Michell49685689 @williamlegate @FLYINGSCOPE @realDonaldTrump Higher debt. Higher deficit. Trade wars. Cheated on all three wives.  No. That's not conservatism.
1084963314092965888 2019-01-14 18:59:46 -0400 <anti_cult45> @realDonaldTrump You promised that Mexico would pay for your wall, not American taxpayers!!! Now you won't pay 800,000 Government workers until you can get your hands on their tax money to build your wall...#CoverMyCampaignLie
1084963313748971521 2019-01-14 18:59:46 -0400 <CarolGr56468387> @ChatByCC @realDonaldTrump America has always been great. Last year Congress voted for $1.6 billion, 100% of what he asked for. He has not spent one penny of that money. Now he wants 5.7 billion for the same wall. It's my understanding to build the wall he's talking about will actually be over 20 billion.
1084963313673355264 2019-01-14 18:59:46 -0400 <roberttoler4gm1> @ProudResister @BradGiovanine @CBS @realDonaldTrump Ryan, if that's your opinion and your not claiming it's a fact, that's fine with me! But in my opinion you got it turned around! "the resistance" seems to be conspiring against  America based on the tactics we've seen used and the opinions of many other American citizens.
1084963312989806592 2019-01-14 18:59:46 -0400 <KsnurseVictoria> Just saw on national news how an airline passenger got a gun past TSA. Next it will be a terrorist(s) on planes, but @realDonaldTrump is more worried about the Mexican mother and her baby coming across the border.
1084963311383265280 2019-01-14 18:59:45 -0400 <arlooww> @realDonaldTrump It's  hard to believe  you walk upright
1084963310443712512 2019-01-14 18:59:45 -0400 <KimPossible571> @realDonaldTrump No. You are fighting because Ann Coulter mocked and emasculated you for being willing to sign the bill the Senate has passed. You are not a complicated man.
1084963310381002752 2019-01-14 18:59:45 -0400 <Carrie20572537> @realDonaldTrump to give MORE, and Congress to give LESS...These men and women's lives have been altered forever, and CBO expects them to give more?Angel Families gave up their children/spouses, and Dems expect them to give up more, by accepting Illegal Criminals in our community
1084963308715892736 2019-01-14 18:59:45 -0400 <cmmrobles> @will23iam_ @realDonaldTrump Yes the greatest agent Russia ever had.
1084963308627742721 2019-01-14 18:59:45 -0400 <JackieK22431917> @realDonaldTrump Oh just stop it. You're so full of yourself you can't see the real picture. Never has anyone been as hated as you. Except by your puppet master of course.
1084963305423290368 2019-01-14 18:59:44 -0400 <u2hokie> @DarrenMHaynes @wusa9 @realDonaldTrump @WUSA9sports Heard a player say thought it was a joke.
1084963304915771392 2019-01-14 18:59:44 -0400 <westmassgenius> @scamptres1 @eugenegu @realDonaldTrump Ole Bobby boy helping the sagging beach bar hostess industry. Like his fellow democrats they’re restoring the Puerto Rican economy one margarita and one hooker at a time!
1084963303825256453 2019-01-14 18:59:43 -0400 <deepspacediva> @realDonaldTrump Demented donnie, YOU said you'd own the shutdown, YOUR words! #DementedDonnie #DeceitfulDonnie #mondaythoughts
1084963303007358976 2019-01-14 18:59:43 -0400 <Ellie16307328> @realDonaldTrump Why don't you post a picture of the snow piling up on the garbage on The National Mall. Or wait until the snow melts and the garbage will look even prettier. #EndTheShutdown #Traitor #SubpoenatheInterpretor
1084963301837156353 2019-01-14 18:59:43 -0400 <mcgj6> @realDonaldTrump  https://t.co/2IhiIBdIFz
1084963301392568320 2019-01-14 18:59:43 -0400 <JimMissall> @realDonaldTrump @SpeakerPelosi If you don’t care about Americans safety-at least come to the table to solve the poor immigrants sold into slavery to human traffickers to get here-! Or are you that callous Nancy?
1084963298989273088 2019-01-14 18:59:42 -0400 <jeffanderson42> @LAAnderson42 @realDonaldTrump I know right?!
1084963296745320448 2019-01-14 18:59:42 -0400 <KnewTrump> @EdKrassen #TrumpKnew @PaulManafort @EricTrump @IvankaTrump @jaredkushner @KellyannePolls @DonaldJTrumpJr @realDonaldTrump @SteveBannon @SenateMajLdr @SpeakerRyan @HouseGOP @SenateGOP @Jim_Jordan @RudyGiuliani @FLOTUS @VP @MichaelCohen212 @DevinNunes @PORUS_PUTIN Knew #VoteThemOut #LockEmUp
1084963296434896896 2019-01-14 18:59:42 -0400 <jberganimator> @JoeBlessett @vicenews @HBO @realDonaldTrump Most people don’t want the wall.  https://t.co/p51b3GxnXX
1084963295294038017 2019-01-14 18:59:41 -0400 <twillaberry> @realDonaldTrump Dear Mr president.I am praying for you as our leader.I do not care about you’re personal life.I just know if you were better supported we would have more peace.God Bless You and your family.
1084963294476029952 2019-01-14 18:59:41 -0400 <leesa_fl> @SteveScalise @realDonaldTrump Immoral is pushing a RC hoax because you lost, hate the @POTUS and/or because you’re covering up corruption. Immoral is insulting voters by trying to overturn an election because your candidate lost so you make up a conspiracy theory about winning candidate.
1084963294367109121 2019-01-14 18:59:41 -0400 <AngelaLovesNY> @realDonaldTrump You stole the election,  lost the popular vote, and committed treason. Open the government.
1084963293884833798 2019-01-14 18:59:41 -0400 <ChristianStrai5> @realDonaldTrump No sis
1084963293742227461 2019-01-14 18:59:41 -0400 <KasemRame> @realDonaldTrump Dream on
1084963293213745162 2019-01-14 18:59:41 -0400 <KProepper> The FUCK kinda sauce selection is this my dude @realDonaldTrump???!!!  https://t.co/8O8LyO1Ilt
1084963291229753345 2019-01-14 18:59:40 -0400 <bradwyatt24> Why doesn’t @realDonaldTrump just get @Walmart to build the wall?
1084963291183509504 2019-01-14 18:59:40 -0400 <openletterbot> Here’s an open letter from Carol in Etna, N.Y. to @realDonaldTrump #nypols #nypolitics #resistbot  https://t.co/r6BFj3fTBs
1084963290168475649 2019-01-14 18:59:40 -0400 <KeriPettit> @SenSchumer @realDonaldTrump @USDA Stand firm Congress. No $5.7b  for a wall. I would be most interested in hearing what supporters believe the wall will correct. Not just “we need a wall. “ I’d also like their response to address the increased taxes required to pay for said wall, and how USA business improves
1084963289677918213 2019-01-14 18:59:40 -0400 <fireheather> @totfinder911a @bnlmil @OANN @realDonaldTrump ... I grew up on a military base. You really need to stop your assumptions. It also goes to my point. If they wanted to do something like that, then following laws and cleaning up the area would be the terms.
1084963289627529217 2019-01-14 18:59:40 -0400 <punchrobinson> @realDonaldTrump No. This is all you.
1084963289224876032 2019-01-14 18:59:40 -0400 <CrowLon> @realDonaldTrump
1084963287941419008 2019-01-14 18:59:40 -0400 <rIcard00br0> @realDonaldTrump Donney from 8am this morning untill 6pm all you do is tweet why? You’ve clearly got everything under control and I don’t need someone fighting for me I need someone who gets the job done if you and the republicans CAN’T THEN we should get a crook to run it.
1084963287433969664 2019-01-14 18:59:40 -0400 <Stupid_as_a_fox> @realDonaldTrump You lie!
1084963287316328448 2019-01-14 18:59:39 -0400 <95JeepRider> @RepDianaDeGette @SpeakerPelosi @realDonaldTrump She should get a real job.
1084963286683140096 2019-01-14 18:59:39 -0400 <Raughtmon> @realDonaldTrump @Justin1Woodruff #SmallHandsSmallMindSmallWellYouKnow #YoureAnEmbarrassmentToMankind #FredShouldHaveWornACondom #YoureAnIdiot #HowsTheFoundationDoing #OnceAConManAlwaysAConMan
1084963285844152320 2019-01-14 18:59:39 -0400 <BlowhardPrez> @realDonaldTrump President Trump has gone to extraordinary lengths to conceal details of his conversations with Russian President Vladi­mir Putin. - Afraid much, bro?
1084963284611227648 2019-01-14 18:59:39 -0400 <Irenebyrd45> @realDonaldTrump needs to stop paychecks for Congress. That's the only way to make these arrogant politicians open their eyes &amp; do what's best for the AMERICAN CITIZENS.   https://t.co/3EcOYajXun
1084963284355301377 2019-01-14 18:59:39 -0400 <Helenblue2> @juryout @SheriffClarke @realDonaldTrump You’re right!! The Dems don’t know and don’t care how much. The ‘Just say NO’ twins just want to keep Pres. Trump from a win. They want open borders to get more dem. voters and power. Trump offered 1.8 Mil. dreamers citizenship. Dems want that and still said NO.
1084963281666621441 2019-01-14 18:59:38 -0400 <BroadBode> @realDonaldTrump You are not fighting for me. You are making Americans suffer for your vanity project. #EndTheShutdownNow
1084963280538488832 2019-01-14 18:59:38 -0400 <ingersoll_cathy> @SteveScalise @tami_bauer13 @realDonaldTrump We had a obstructing rino in Congress. Ans we hadn't been invaded by thousands of illegals .  That's my answer to those who ask, why the wall wasn't built in last 2 years. Trump expected Comgress to do their job.  That was a big mistake.
1084963279011790848 2019-01-14 18:59:38 -0400 <VentaDarling> @ProudResister @realDonaldTrump  https://t.co/iPrfjRLXcO
1084963276830711808 2019-01-14 18:59:37 -0400 <Roxanneresists> @realDonaldTrump  https://t.co/BI8NzUQgma
1084963276033871872 2019-01-14 18:59:37 -0400 <JimRosenhauer> Elyssas needs Years of Therapy - #ElyssasFight  https://t.co/6IPJEhU82Z @KimberlyVentre @realDonaldTrump @jakecardiff401 @cmurr22 @caligirl1909 @JaneB3123 @DiamondandSilk @AleZ2016 @speedy23567 @ZNEWSNET @iamcardib @PatVPeters @lulu81507 @Whits1bone #Pray #donate #support #help
1084963275698126849 2019-01-14 18:59:37 -0400 <KaserM74> @realDonaldTrump Not when you said you were proud to shutdown the government... Pesky things, those video tapes!
1084963275408793600 2019-01-14 18:59:37 -0400 <DonaldTrumpNyet> .@realDonaldTrump Agreed.
1084963274167218177 2019-01-14 18:59:36 -0400 <JusPlainTalk101> @realDonaldTrump America BE CLEAR! #tRumpt is a #NarcissisticSociopath He does NOT CARE! He lacks profound empathy 4any1 but HIMSELF!  Doesn’t care: -If Children go hungry -If You are sick -If you can’t pay your bills -If you are Disabled   https://t.co/ZOArU2N516.EVER nor does @senatemajldr
1084963273198485505 2019-01-14 18:59:36 -0400 <Guy4Good_1776> @realDonaldTrump Unlike our own PM Theresa May.  She is disastrous! She does not serve the will of the people, just herself &amp; the globalists. After all we are swamp HQ
1084963272523173889 2019-01-14 18:59:36 -0400 <Tmann72687526> @TheRealHublife @larrythkw @realDonaldTrump Too bad it's not Chick Fil A!
1084963272380637184 2019-01-14 18:59:36 -0400 <shells2014> @ProudResister @CBS @realDonaldTrump Has CBS lost its damn mind???
1084963271713542145 2019-01-14 18:59:36 -0400 <Imforthewhales> @WeAreOne_Q @realDonaldTrump  https://t.co/mHQSzziTXl
1084963271185182721 2019-01-14 18:59:36 -0400 <CyberManBoy> @LindseyGrahamSC @realDonaldTrump Wtf are you even talking about? You do not live in the real world.
1084963271134695424 2019-01-14 18:59:36 -0400 <artdyke> @realDonaldTrump Apparently calling anyone 'cis' or 'trans' are BOTH hate speech now, but this garbage is fine?
1084963269696090112 2019-01-14 18:59:35 -0400 <jleliason> @realDonaldTrump The United States is NOT who you are fighting for. We know who:  https://t.co/Y3J0UXUjPo
1084963267481497601 2019-01-14 18:59:35 -0400 <JuanOrt17953464> @WhiteHouse @realDonaldTrump How are you fighting for the Farmers? By putting them on welfare? Worse President in history
1084963265447378944 2019-01-14 18:59:34 -0400 <MB3BrandBuilder> @realDonaldTrump Add to the titles of Chief Liar, Cheat and Coward the one of Chief Back Stabbing Hypocrite ans while at it Chief Traitor to all that made America Great!
1084963263144697856 2019-01-14 18:59:34 -0400 <garfield_paula> @realDonaldTrump #TrumpResign #resigntrump #collusion #TraitorTrump #RussianAsset #MuellerInvestigation
1084963262733533186 2019-01-14 18:59:34 -0400 <Daisyma47000255> @BrianKarem @Mike_P_Williams @realDonaldTrump  https://t.co/8lrV7nLVQg
1084963261672415235 2019-01-14 18:59:33 -0400 <EtiwandaDutch> @realDonaldTrump Stop trying to make dictatorship happen.
1084963261227909120 2019-01-14 18:59:33 -0400 <TheQuakerScout> @realDonaldTrump Mr. President, do you seriously think this tweet is worthy of a President, any President? You should be ashamed.  #TrumpUnstableUnhingedUnfit
1084963261047554050 2019-01-14 18:59:33 -0400 <EmmanuelMaberi> @fordmustang1945 @EdKrassen @krassenstein @realDonaldTrump Improve the security at the port of entry. Most of the drugs come through there. Most illegals come in legally and over stay there visas. The wall won't solve that problem.
1084963260078665730 2019-01-14 18:59:33 -0400 <lovinglife1957> @KymberlyPlaydon @realDonaldTrump Thank u
1084963258589683712 2019-01-14 18:59:33 -0400 <VOCRadioRobDoc> @mmpadellan @realDonaldTrump Well, this doesn’t actually scream “I’m an adult” either. 🤣🤣🤣  https://t.co/LATPeLG4Pf
1084963258325499905 2019-01-14 18:59:33 -0400 <lilianza3> @beth_sandpoint @JonLemire @maggieNYT @realDonaldTrump doesn’t know the meaning of Work or Accountability
1084963256689745920 2019-01-14 18:59:32 -0400 <excitingbiebs> @krassenstein @EdKrassen @realDonaldTrump The wall was a major campaign promise and he was elected.  So, we’re getting the wall.
1084963256656187394 2019-01-14 18:59:32 -0400 <krock357> @TintShopNC @SislerAllen @MuellerSheWrote @realDonaldTrump Thanks for allowing me to have my own opinion. The facts are not on your side. I don't want to see another person killed by legal trash either.
1084963256446472198 2019-01-14 18:59:32 -0400 <CircleT_Ranch> @johnpavlovitz @realDonaldTrump Hahahaha ohhhh but she isn’t
1084963256152682496 2019-01-14 18:59:32 -0400 <jeffreymurray> @Rockprincess818 Big Macs are great. Sure the ball players loved em. Thank you @realDonaldTrump
1084963254760296448 2019-01-14 18:59:32 -0400 <jojoned> @GOPChairwoman @GOP @realDonaldTrump Why didn’t Mitch McConnell want the bipartisan agreement to go to the senate for a vote. Wow I’m not seeing any blame on him. Why?
1084963254026199040 2019-01-14 18:59:32 -0400 <Clement30921936> @realDonaldTrump High crimes an misdemeanors of a corrupt person does too. Secrets will b revealed an impeachment will b rendered to all those who had anything to do wit it. Prison awaits all of them too.
1084963253300744197 2019-01-14 18:59:31 -0400 <TrumpIQis30> @realDonaldTrump In other words, relaying #Putin orders.  #TrumpIsARussianAsset #TrumpIsATraitor #ImpeachTheMF
1084963251652304898 2019-01-14 18:59:31 -0400 <Bellerose8227> @realDonaldTrump Andrew Jackson is one of your heroes.  So like him you disrespect native Americans.
1084963251572613120 2019-01-14 18:59:31 -0400 <carolluciamaria> @robertarampton Catered? 😂😂😂 Cold burgers and fries. Yum. Whata guy.  Soooo generous. Pathetic, @realDonaldTrump.   Right down the road, the amazing @chefjoseandres is serving better food to the federal workers that the #ToddlerInChief stopped paying. It’s all just wrong.  #TrumpShutDown
1084963250440146944 2019-01-14 18:59:31 -0400 <djmateo2> @realDonaldTrump I thought isis was defeated?
1084963249664282624 2019-01-14 18:59:31 -0400 <popeye304> .@realDonaldTrump &amp; the @GOP don't care that government workers can't pay their bills or buy food for the children. They don't care that our airports are now being affected. Our Coast Guardsman are now unpaid. They don't care.
1084963249190244357 2019-01-14 18:59:30 -0400 <IHat3people2> @JacobAWohl @realDonaldTrump  https://t.co/RxBivgmRod
1084963248842121223 2019-01-14 18:59:30 -0400 <fox666ak> @rusty_pharris @realDonaldTrump Probably, but that’s besides the point.
1084963247671988225 2019-01-14 18:59:30 -0400 <bluesupergrammy> @realDonaldTrump 🖕🏻
1084963247361609730 2019-01-14 18:59:30 -0400 <IPFreeley3> @KCTV5 @realDonaldTrump  https://t.co/hmJZjsYifu
1084963246812073984 2019-01-14 18:59:30 -0400 <rink_wollman> @alexsalvinews @OANN @ClemsonFB Obama spent $65,000 on "pizza / hot dogs" for a private party. Is @realDonaldTrump @POTUS sending us another learning lesson here? @LisaMei62 @intheMatrixxx
1084963246195593222 2019-01-14 18:59:30 -0400 <bogartshaven> @AbelB67 @realDonaldTrump dude, you can spend your whole day on twitter,googling and copy/pasting etc.  I can't .I work. as of today, there is not 1 single shred of evidence against trump . accept it. hillary lost. accept it.
1084963245436399616 2019-01-14 18:59:30 -0400 <GalaxySpaceDust> @realDonaldTrump You're going to kill our children, our pregnant women, our sick, and our elderly because you have a vanity project. A member of ISIS knows what patriotism is better than you do. #ImpeachTrump #ResignNow
1084963245277044736 2019-01-14 18:59:29 -0400 <jenhem01> “Use the power of your word in the direction of truth and love” Mr. Trump. Wise words from Don Miguel Ruiz. It is a sad day in our country when the leader of the free world leads with lies and governs by invoking Fear . @realDonaldTrump @HamillHimself @SenWarren @SenBooker
1084963245142827008 2019-01-14 18:59:29 -0400 <SandyEv16776447> @realDonaldTrump Enjoy it while you can mr Individual 1... the rouse is up and you will be impeached. Then NYC will be on your tale. Gotta love justice
1084963244903677952 2019-01-14 18:59:29 -0400 <Rose43194994> @SenSchumer @realDonaldTrump @USDA Sen if you are soconcetned about the farmers -you should build the damn wall. You embarras NYERS daily! Your congress taking their holiday in PR. Shows how callous the Dems are. Two faced liars -you included - u wanted a wall a few yrs back. Stop having your own hissy fit!
1084963243506978816 2019-01-14 18:59:29 -0400 <Verran179> @GOP @realDonaldTrump 17 year low IS NOT A FUCKING CRISIS!
1084963243364401152 2019-01-14 18:59:29 -0400 <absolutelyenuff> @realDonaldTrump Because we aren’t tight with enough dictators? You guys share play books, or what?? 🤔
1084963240268963840 2019-01-14 18:59:28 -0400 <TheFranHanisch> @realDonaldTrump @foxandfriends All of them?  I never get invited to anything.
1084963236410257409 2019-01-14 18:59:27 -0400 <nooneatnowhere> @TravellingBuss @realDonaldTrump we don't
1084963234879287296 2019-01-14 18:59:27 -0400 <lbjrhicks> @realDonaldTrump So if the many of people’s that in a agreement with you why do you make reference to what the democratics are doings?
1084963233050570752 2019-01-14 18:59:27 -0400 <JoeSims98113526> @realDonaldTrump Send the troops to the border till the Democrats quit playing games with the federal government employees.  I hope they enjoyed their vacation.  Stop their pay and see if they like that. TRUMP 2020.
1084963232694128640 2019-01-14 18:59:26 -0400 <quantumalcapone> @realDonaldTrump Tell us the details about this so-called economic development.
1084963230844362752 2019-01-14 18:59:26 -0400 <POORENOF> @realDonaldTrump So long as it DOESN'T pass to yours Enquiring minds want to know
1084963229275586561 2019-01-14 18:59:26 -0400 <tomcoates> @realDonaldTrump People have talked about securing the borders, and Democrats and Republicans have both put money into doing it. What you've done is proposed a $25-70bn 30ft wall that experts think will be a waste of money, and costs the same as the entire Federal Education Budget.
1084963228705218560 2019-01-14 18:59:26 -0400 <kva2cad> @realDonaldTrump Cramer on CNBC said such great things regarding trade war. Call him .. live...
