1178459440372240384 2019-09-29 19:59:59 -0400 <spitfirehk> @realDonaldTrump Oh little one...
1178459390074134529 2019-09-29 19:59:47 -0400 <motoxer115> @realDonaldTrump They are against America, they just want their power back. Dem politicians don’t care about America.
1178459389482668032 2019-09-29 19:59:47 -0400 <Ally092305> @SpeakerPelosi @realDonaldTrump @jvn Thank you @SpeakerPelosi and I do apologize to you. We needed to impeach this moron.  https://t.co/QNVAxM5Ewk
1178459388752941057 2019-09-29 19:59:47 -0400 <RobinPasquazzi> @realDonaldTrump I agree.  You should be able to sit with this person eye to eye. Love you Sir. Stay strong, we are pulling as hard for you , as you are for us.
1178459387800752129 2019-09-29 19:59:47 -0400 <0Plongstocking2> @tonyposnanski @realDonaldTrump Well said. Country Before Party
1178459387075219456 2019-09-29 19:59:47 -0400 <arko666> @realDonaldTrump I think we should all start a game to see who wrote this text first....there's no way he wrote all that by himself .. comas , exclamation , quotations ..damn he took a grammar lesson yesterday!!! SAD
1178459386857041920 2019-09-29 19:59:47 -0400 <fran6shonubi> @thegoodgodabove @realDonaldTrump Well captured! #DT worst President ever.... Too arrogant and an opportunist....
1178459386542469127 2019-09-29 19:59:47 -0400 <Dillon65611093> @realDonaldTrump The spotlight of the good things the presendent has accomplished  focus talk about that ,instead anouther failed attempt at wrong doing
1178459385158352902 2019-09-29 19:59:46 -0400 <KevMQ123> @realDonaldTrump Dude, it’s a matter of record that you released...  so?
1178459384730574849 2019-09-29 19:59:46 -0400 <Irenees19544562> @realDonaldTrump You scared #MF? Haha!
1178459383954436096 2019-09-29 19:59:46 -0400 <TwoDogs22266593> @realDonaldTrump Oh, Donnie, when you break the law &amp; get caught red-handed, you'll say and do anything trying to save yourself, won't you?  IMPEACHMENT  INDICTMENT  IMPRISONMENT
1178459383941996546 2019-09-29 19:59:46 -0400 <Quips4Kicks> @realDonaldTrump Say whaaat?  LOL mob crime family.
1178459382360793088 2019-09-29 19:59:46 -0400 <ladybug555> @realDonaldTrump You are Pathetic!!!!  RESIGN!!!!!
1178459381983145984 2019-09-29 19:59:46 -0400 <chickenwizard> @glamelegance @realDonaldTrump Watch it be Rick Perry.  No.  It can't be.  He's too stupid to write a complete sentence.
1178459380469129217 2019-09-29 19:59:45 -0400 <lisalynete50> @realDonaldTrump How do you know its not a woman?
1178459378460119040 2019-09-29 19:59:45 -0400 <tom_hockney> @realDonaldTrump Enjoy your time left, Donnie One Term...
1178459378288119811 2019-09-29 19:59:45 -0400 <mpeppy1> @realDonaldTrump 18 U.S. Code § 1512 - Tampering with a witness, victim, or an informant
1178459378094993409 2019-09-29 19:59:45 -0400 <ItsHildy> @realDonaldTrump Impeachment is like a grand jury deciding to bring charges. Then there is a trial in the Senate. You do not have any right to face an accuser during impeachment, just as there is no such right in grand jury proceedings.
1178459376958529537 2019-09-29 19:59:44 -0400 <damashreal> @realDonaldTrump Your name will be removed from every building, which is already happening! You will be used as the example on why to never elect a populist. You will be known in history as the biggest mistake a democracy has ever made.
1178459376694247424 2019-09-29 19:59:44 -0400 <TheOldBillyGoat> @D_Alex_connect @REDWINS3 @realDonaldTrump  https://t.co/Vsmu9xLSdb
1178459376484585477 2019-09-29 19:59:44 -0400 <JudyWhaleCove> If anyone wants to see a full-on display of incontovertible, certifiable, come-and-take-him-now batsh*t crazy, check out @realDonaldTrump’s TL tonight. Unbelievable. Except, regrettably, it’s entirely believable.
1178459375503134720 2019-09-29 19:59:44 -0400 <ScotiaGirl68> @realDonaldTrump @RepAdamSchiff has to be laughing his ass off right now
1178459375452581888 2019-09-29 19:59:44 -0400 <runXC> @realDonaldTrump Uh, what is a "perfect conversation"?  Perfectly impeachment worthy?  Treason worthy?
1178459372881465344 2019-09-29 19:59:43 -0400 <RezNative1> @realDonaldTrump The Duke of Stupidville says "I am fighting for you"!  This shit has fought for only one thing in his life &amp; that is for the Trump Brand!   @StephenAtHome @FoxNews @funder @abc15 @washingtonpost
1178459372524982273 2019-09-29 19:59:43 -0400 <DjtChief> @TreeHappyDog @realDonaldTrump You want to bet money he does end up in jail?
1178459372499931137 2019-09-29 19:59:43 -0400 <theBreeze65> @realDonaldTrump They are out to get u,if I had a third of what u tell us u have(money)I'd hired my on security personnel and not rely on gubment workers u know (already stated)they are lazy and overpaid.they probably have pictures of they women in ur  https://t.co/6W0sVTfPk9 new friends .
1178459372428648454 2019-09-29 19:59:43 -0400 <al_ghazi1> @gbothrey1 @Seank1978 @DeanObeidallah @realDonaldTrump True. The whistleblower law protects the alleged whistleblower from adverse employment actions/prosecution in retaliation for his disclosure.   It does not, however, immunize him from compulsory process, confrontation and cross-examination in related legal proceedings.
1178459372026023938 2019-09-29 19:59:43 -0400 <SocGrad2012> @realDonaldTrump @SpeakerPelosi please!
1178459371929571329 2019-09-29 19:59:43 -0400 <ALLM0NJ0Y> @realDonaldTrump Pathetic.
1178459371447050240 2019-09-29 19:59:43 -0400 <SDBeerFan> @realDonaldTrump Nothing short of a life sentence in ADX ONLY after you’ve witnessed everyone close to you go down will suffice.  You getting elected is absolutely the worst thing that has ever happened to this country.  I cannot wait until justice is served.  The bottles of champagne are waiting
1178459371111628801 2019-09-29 19:59:43 -0400 <staaacy1981> What makes this battle fun is menthol smokers and #vapers are #United to stop #Prohibition of #flavors &amp; #SmallBusiness via #TobaccoAct2019. There's going to be ALOT of us! Marijuana smokers too! @NYGovCuomo @realDonaldTrump @Surgeon_General @VP @US_FDA @FDATobacco @CDCgov
1178459369920487425 2019-09-29 19:59:43 -0400 <carol_NC66> @itsJeffTiedrich @realDonaldTrump Lol. Love the trademark
1178459369345835010 2019-09-29 19:59:43 -0400 <AliceChiavi> @realDonaldTrump Hey Republicans 👋🏼  https://t.co/nUdn0PqVbq
1178459369207468032 2019-09-29 19:59:42 -0400 <broadwayterry> @realDonaldTrump Your death threats are why we protect whistleblowers. Your summary of the transcript confesses to bribery/coercion and campaign law felonies.
1178459369119174656 2019-09-29 19:59:42 -0400 <suezq801> @realDonaldTrump  https://t.co/RLMzlhGJdh
1178459368246960130 2019-09-29 19:59:42 -0400 <graywolf458> @realDonaldTrump  https://t.co/jVpmIqkoEs
1178459367408099329 2019-09-29 19:59:42 -0400 <pixelmelter> @DeanObeidallah @realDonaldTrump It's all we have. For now.
1178459366925557760 2019-09-29 19:59:42 -0400 <fullerray> @realDonaldTrump Not gonna happened crazy man
1178459366648733696 2019-09-29 19:59:42 -0400 <DougPiranha18> @GOPChairwoman @realDonaldTrump Rona is trying to cover up a crime
1178459366116249601 2019-09-29 19:59:42 -0400 <seegoodinall11> @SteveScalise @realDonaldTrump the number of interruptions often indicates bias.
1178459365768142849 2019-09-29 19:59:42 -0400 <WTFAmiDoingOver> @margaretmillerG @itsJeffTiedrich @realDonaldTrump If by advisors you mean the voices in his head, then you are correct... zero smart advisors.
1178459365520662529 2019-09-29 19:59:42 -0400 <JimWyler> @realDonaldTrump Wow. Keep digging! I'm sure that this will be part of your impeachment. #TrumpCrimeSyndicate
1178459365440937985 2019-09-29 19:59:42 -0400 <Bill_Shapiro> @realDonaldTrump The ‘transcript’ released by the White House is more than damning, but thanks all the same.
1178459364551745538 2019-09-29 19:59:41 -0400 <Lisa191016> @RKJ65 @Taniabanks24 @realDonaldTrump Good luck with that.  Impeach all you want 😂😂😂he will never be removed... and... we win again in 2020, so book those shrink appts now... I hear they  are going to be very busy 😂😂
1178459364216188929 2019-09-29 19:59:41 -0400 <Maryjobrown6> @realDonaldTrump You sweatin’ Don? 👋👋😆😆😆😆
1178459363054366722 2019-09-29 19:59:41 -0400 <bamabulldog21> @realDonaldTrump You just threatened a witness and a Congressman pal. You are committing crimes in public view to cover your other crimes which are also in public view. How stupid are you?  https://t.co/MaHSRZxriI
1178459362274217984 2019-09-29 19:59:41 -0400 <KariLaughs> @melyandsam @realDonaldTrump 😂😂😂😂😂😂
1178459361921781760 2019-09-29 19:59:41 -0400 <Redwanshahriar3> @realDonaldTrump are you #looking for Background removal #service ?? Please Contact : https://t.co/O1YPe52FC8  #quote #NYC #fashion #design #news #Friday #usa #NewYorkCity #NewYork #TrendingNow #celebrity #art  #EntertainmentNews #blog #top #NOFILTER #Like #Artist #Adventure  #BREAKING #Varunsays  https://t.co/rOFSzDadeD
1178459361905012736 2019-09-29 19:59:41 -0400 <SamSenev> @Redecca4 @omgness4real @realDonaldTrump Please retweet and mention others my name and spread the word.
1178459361569431552 2019-09-29 19:59:41 -0400 <BowiedipDe> @realDonaldTrump Breathe, we aren't done with you.
1178459360483270656 2019-09-29 19:59:40 -0400 <Karmaissweeeet> @StevieRenee3 @realDonaldTrump 😂😂😂 And there's nothing better than a pissed off Donald J. Trump!!
1178459360302964737 2019-09-29 19:59:40 -0400 <evilguruswamiD> @21stcenturycrim @realDonaldTrump @AdamSchiff Schiffty can hang between Obozo and #CrookedHillary, put it on pay-per-view, and pay off the national debt.
1178459360286003200 2019-09-29 19:59:40 -0400 <michaelbest54> @LouDobbs @willie_c @realDonaldTrump and I would like a free sample of what ever you are taking because it seems to be working great...
1178459359015129088 2019-09-29 19:59:40 -0400 <chris_erbeck> @realDonaldTrump I received my VA Choice card when Obama was President. You have done nothing, and my 401K has gone nowhere. #goaway
1178459358872526848 2019-09-29 19:59:40 -0400 <GettingCooked> @_daveharrison Soggy Bottom is the new name for @realDonaldTrump's State Department.
1178459356964294660 2019-09-29 19:59:40 -0400 <MNA__81> @makenne2 @thegoodgodabove @realDonaldTrump Shouldn’t you have said “You bless you?”
1178459356578357249 2019-09-29 19:59:39 -0400 <JUSTONEPOST2> @NCaDaPi @realDonaldTrump Or, logically, by doing nothing they are causing great harm -- not too difficult to understand the implication.
1178459355756150784 2019-09-29 19:59:39 -0400 <jdOswald2> @realDonaldTrump You’re boring.
1178459355580002305 2019-09-29 19:59:39 -0400 <seawitchiness> @realDonaldTrump Someone is off his meds...any adults available in the WH?
1178459354875473920 2019-09-29 19:59:39 -0400 <e4productions> @realDonaldTrump Man you need so serious help! You told us on live TV that you like cheat!!!!!
1178459354367975426 2019-09-29 19:59:39 -0400 <wdilnot> @realDonaldTrump You’re a cancer on the presidency.
1178459353558462464 2019-09-29 19:59:39 -0400 <DefendersKC> @realDonaldTrump Desperation oozes from you like a cyst.
1178459351859826688 2019-09-29 19:59:38 -0400 <druid1547> @tomiahonen @paladine @realDonaldTrump In other words  https://t.co/E9lCfNsoRR
1178459350744141824 2019-09-29 19:59:38 -0400 <stac_45> @realDonaldTrump @POTUS ...and y isn’t our Congress calling for Schiff resignation? Sick of the looking other way when a damn liberal blatantly tells tales, falsehoods etc..
1178459349867532291 2019-09-29 19:59:38 -0400 <CommuterMetro1> @realDonaldTrump BLAH
1178459349775212545 2019-09-29 19:59:38 -0400 <retiredtotravel> @Turfline @dcexaminer @realDonaldTrump OAN is considered FAKE NEWS by most Bostonians
1178459349477478400 2019-09-29 19:59:38 -0400 <1luvluv> @realDonaldTrump Dangerous and bad? Pay someone to help you with your 4th grade vocabulary. No offense to 4th graders, they’re more intelligent than you traitor!!! Impeachment!!!!
1178459348852453377 2019-09-29 19:59:38 -0400 <Debbie51351> @realDonaldTrump You know what I want as a US citizen. I want your sorry self to be impeached and you and your family and Stooges go to jail for the crimes all of you have committed.
