926237483246878720 2017-11-02 19:59:59 -0400 <PatchesandBo> @Roger89878012 @Basterds_Fight @realDonaldTrump 'roger' is a bot. Block it
926237433947140097 2017-11-02 19:59:47 -0400 <walkingdogs> @Realjmannarino @realDonaldTrump You realize that there has been over 83 months of consecutive private sector job growth and Trump's fiscal year only started 10/1?
926237433670365185 2017-11-02 19:59:47 -0400 <A_Lil_Nomadic> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/wg1P6Zrgi4
926237431401029633 2017-11-02 19:59:46 -0400 <AS22507970> Death penalty would honor him! 8 life sentences without parole would be better, imo. @realDonaldTrump
926237424686116867 2017-11-02 19:59:45 -0400 <my_tweets_9> @alt_fda @realDonaldTrump @DonaldJTrumpJr posts pic, using his child, to make snide remark re: socialism, being too ignorant to realize the irony of collecting candy
926237423197085696 2017-11-02 19:59:45 -0400 <WalterW82763897> @Trevenclaw @realDonaldTrump think it doesn't happen. Everyone knows it happens. You can't fool any one.
926237421263405056 2017-11-02 19:59:44 -0400 <hurryprimaries> @realDonaldTrump @federalreserve Fuck you asshole. You obviously didn’t want a woman in that job.
926237419841773568 2017-11-02 19:59:44 -0400 <bcarlisle718> @realDonaldTrump @federalreserve Can you feel the walls falling down around you??? If you can't you're even dumber than I've given you credit for...
926237419141238786 2017-11-02 19:59:44 -0400 <billyjoecain> @realDonaldTrump @federalreserve No one trusts you.
926237418109403136 2017-11-02 19:59:43 -0400 <mytwins88> @realDonaldTrump I can t wait to see you in JAIL!!  IMPEACH TRUMP
926237415630626822 2017-11-02 19:59:43 -0400 <kvnhwd> Will someone set down with @realDonaldTrump and explain what conspiracy &amp; obstruction of justice means.  Talk slowly and use small words.
926237411893497856 2017-11-02 19:59:42 -0400 <locations131> @realDonaldTrump Starting with the Trump family?
926237410173833216 2017-11-02 19:59:41 -0400 <dwaynecobb> Sen Franken wants GOP(R)Sessions to testify again @realDonaldTrump  WE ALL DO -  Needs 2 Sort out LIES    https://t.co/5dcO1Sko3P
926237405283323904 2017-11-02 19:59:40 -0400 <LindaSm48656759> @realDonaldTrump @VP @PressSec @SpeakerRyan May be the most corrupt  https://t.co/Xj0OIXcdZg
926237404180238336 2017-11-02 19:59:40 -0400 <EckerleTom> @realDonaldTrump You were the #1 draft pick in my student's Presidential Selfie Project!
926237403794300928 2017-11-02 19:59:40 -0400 <jdp1208> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/YZZvO7cKvq
926237401994838016 2017-11-02 19:59:39 -0400 <manoaislander> @LouDobbs @SebGorka @realDonaldTrump   https://t.co/bv6FtbinAN
926237401437081601 2017-11-02 19:59:39 -0400 <ausbun_dean> How the hell is this not a threat against our @POTUS ?Wheres our @SecretService @jeffsessions on arresting&amp;charges?PROTECT @realDonaldTrump  https://t.co/eac3vmxtPd
926237400241651714 2017-11-02 19:59:39 -0400 <lyrralt> @RobertDavis1956 @EdKrassen @IRdotnet @realDonaldTrump I think you misunderstand.  He’s say that since he can do simple math he knows Trump’s claims are false.  Unless math is fake news too.
926237398731718657 2017-11-02 19:59:39 -0400 <mariond_d> The Attorney General chosen by @realDonaldTrump has admitted to committing perjury.
926237398509457408 2017-11-02 19:59:39 -0400 <BynumAlene> @realDonaldTrump Trust the justice system. It’s slow but it works. Our three branches of government are good checks and balances
926237397565747200 2017-11-02 19:59:38 -0400 <damololla> @AlwaysActions @ericbolling 🙌🙏👣💪✌President @realDonaldTrump 👏👏👏
926237394092904449 2017-11-02 19:59:38 -0400 <CROWBEARS> @realDonaldTrump Be strong Mr. president God bless you🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
926237390468931585 2017-11-02 19:59:37 -0400 <BI_PVD> It’s a disgrace that @realDonaldTrump is quick to push his political agenda based on the attack in NY. What about the attack in Vegas?!
926237389013561344 2017-11-02 19:59:36 -0400 <kenty001> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/eya52u2I2c
926237388652843008 2017-11-02 19:59:36 -0400 <KeepLadyWarm> @Dan_Hamell @erikforCO @instagram @realDonaldTrump Check this out. Wonder why realDonaldTrump NEVER updates that profile pic? Here's the reason. 100s 1000s #TwitterTrills acting autonomously.  https://t.co/sOcwDx8JkR
926237383812673536 2017-11-02 19:59:35 -0400 <chewy6977> @Scavino45 @POTUS @realDonaldTrump That's true!
926237383489654789 2017-11-02 19:59:35 -0400 <TooManyBikes73> @realDonaldTrump @astros Who asked you?
926237382327881728 2017-11-02 19:59:35 -0400 <KuhliLoachLen> .@RealDonaldTrump @newtgingrich @SenateMajLdr @SpeakerRyan @NYTimes @FoxNews I just thought I'd leave this here. Yaknow, as a reminder.  https://t.co/5RW2zOkfYa
926237381119893506 2017-11-02 19:59:34 -0400 <Writing_Destiny> Twitter didn't immediately respond to requests for comment on what happened to the @realdonaldtrump page  https://t.co/FTvOajw6JI @NBCNewYork
926237378351648770 2017-11-02 19:59:34 -0400 <Corollalit> @Someguygrego @RhinoMaxInc @BravoZulu5602 @lynde347 @TravisAllen02 @SoMeMediaInc @realDonaldTrump Look in the mirror and think opposite.  Immediately run to name calling is your calling card.
926237372500578305 2017-11-02 19:59:32 -0400 <No2Dogma> @Ray_disComfort @realDonaldTrump @federalreserve I think he just had to replace a woman with a man...🙄
926237372173488128 2017-11-02 19:59:32 -0400 <ErleDorman> @realDonaldTrump Is he tweeting about manifort?
926237368788701184 2017-11-02 19:59:32 -0400 <marymangotiger1> @realDonaldTrump Stephen Paddock.  Tim McVeigh.  Sandy Hook shooter.   Columbine shooters.  All white Americans.  Where’s your outrage?!
926237367840755712 2017-11-02 19:59:31 -0400 <BrianCox_gab_ai> @xerophyte12345 @unarosabianca13 @michaelfdee1322 @spitdabit @Terri101092 @Marlena96622814 @jimtwigg @therealemkayn @cchhjh_josette @SanMateogirl11 @JCPHealingHands @Sheckyi @Corgiluv44 @WvTrump @wwwillstand @chetbtester @LindaLmn1003 @BillPeriman @Psyche1310 @Duckman1001 @wink_nod @_KristinaluvsU @stilljimbo @BitchyMitchy911 @Vet_Lazarus64 @TheGreatFeather @KnucklDraginSam @jorgenseptember @jsnyder64 @MaggieM86859297 @Stanislaw3737 @HorseShort @coaltiger211 @Melski1 @DuncanMcFarlan @TommyJihad7 @GenaAltheide1 @UBetterlikeme @JdoaneD @seanmac65 @STSTWO @aporter925 @OpinionOnion7 @TeamTrumpUSA @TonyUnplugged @americavetsnow @CharlieD2749 @DHecei @GIT_ER_DONE_USA Also ...facts matter to real Republicans / Conservatives / @realDonaldTrump supporters. To Deomcrats ...it's all about feelings.
926237367622565888 2017-11-02 19:59:31 -0400 <Depthwalker> @realDonaldTrump Resign
926237366498492416 2017-11-02 19:59:31 -0400 <jespo1024> @EdKrassen @IRdotnet @realDonaldTrump @Broadcom Do what's your solution? You make zero sense.
926237365772877824 2017-11-02 19:59:31 -0400 <Teach_Peeps> @realDonaldTrump Way to go! Our economy is coming back!
926237365462372353 2017-11-02 19:59:31 -0400 <maslowsflawed> @SwampOrUs @imdaveball @Realjmannarino @realDonaldTrump Go play golf again haha
926237360077135872 2017-11-02 19:59:29 -0400 <catscrubz> Watching @areyousmarter with 6yo son:  Q: Who was 1st pres to be impeached? 6yr: (no hesitation) TRUMP! @realDonaldTrump #LMAO #ImpeachTrump
926237358491611137 2017-11-02 19:59:29 -0400 <Michael79714896> #KIMGUADAGNONJ for NJ Governor/Phil Murphy wants a sanctuary state HELP @realDonaldTrump @POTUS @FoxBusiness @GOPChairwoman @RealJamesWoods  https://t.co/NjuFnCRrIe
926237358038683648 2017-11-02 19:59:29 -0400 <BrentGrantUSA> @JonathanJPowers @johncardillo @razzleberry6769 @realDonaldTrump @jack @Twitter I do like Gab
926237356776153094 2017-11-02 19:59:29 -0400 <CornealiousDAMN> @realDonaldTrump My Dude, make suppressors legal.  Sincerely,  America
926237355429769216 2017-11-02 19:59:28 -0400 <BrentGrantUSA> @realDonaldTrump Death but also make him suffer until he begs for death
926237353017876480 2017-11-02 19:59:28 -0400 <BrockBarber9> @TKOBonSue @Scavino45 @POTUS @realDonaldTrump That's what racist say
926237352145707008 2017-11-02 19:59:28 -0400 <BrentGrantUSA> @realDonaldTrump These diversity lotto winners are now trying to kill us!  Terminate program and refugees who we cant vet! Build the wall
926237351545851904 2017-11-02 19:59:27 -0400 <Tommyjtwo> @realDonaldTrump To hell with diversity. We need assimilation.
926237348894875648 2017-11-02 19:59:27 -0400 <ChristophKent> @butlerm1977 @togvrak @realDonaldTrump Healthcare is not a free market issue: people can't opt out of getting illness/injury. Cancer doesn't  care about supply and demand tables.
926237348714696707 2017-11-02 19:59:27 -0400 <sserpent21> I liked a @YouTube video  https://t.co/Ec81axrNnX @RealDonaldTrump Could Destroy Twitter
926237348106346496 2017-11-02 19:59:27 -0400 <1MoSca1> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/McngHBE1qE
926237348098125824 2017-11-02 19:59:27 -0400 <AyeThatllbRight> @JOE_co_uk You know those heist movies where the CCTV blinks off for a sec while they slip a rogue feed in? @realDonaldTrump Twitter Russians
926237347263467524 2017-11-02 19:59:26 -0400 <BrentGrantUSA> @realDonaldTrump Ban islam!  Ban the foreigners until we can EXTREME VET THEM
926237347154419713 2017-11-02 19:59:26 -0400 <MMSmatosix> @realDonaldTrump I agree. They must pass laws that protect American citizens. Liars, narcissistic, uniformed, illiterate, money grubbing, idiot can't be pres
926237345925365761 2017-11-02 19:59:26 -0400 <seasweetie62> @EdKrassen @IRdotnet @realDonaldTrump @federalreserve I wouldn't be so sure of that.
926237345774538754 2017-11-02 19:59:26 -0400 <dross5413> @realDonaldTrump I agree
926237345581543427 2017-11-02 19:59:26 -0400 <IndependentOgre> @realDonaldTrump @coinabs Calling on congress causes realized he couldn't do it with the swamo of his pen
926237342251098112 2017-11-02 19:59:25 -0400 <Cyberchic527> @realDonaldTrump I am calling on Congress to TERMINATE your presidency as it presents significant vulnerabilities to our national security. #MuellerMonday
926237339638226944 2017-11-02 19:59:25 -0400 <KatyKory> @IRdotnet @realDonaldTrump @federalreserve Wow, go back to school, what a dumb question.
926237339549970433 2017-11-02 19:59:25 -0400 <wendydcoe> .@realDonaldTrump @RealJamesWoods 😂 too funny #DemoKKK🐀  https://t.co/Ni5xG1Bv8S
926237338174341120 2017-11-02 19:59:24 -0400 <CapableThinker> @realDonaldTrump Please, can you find a way to protect us from YOU?
926237337654149120 2017-11-02 19:59:24 -0400 <manoaislander> @LouDobbs @SebGorka @realDonaldTrump   https://t.co/u0vrrENty9
926237337301999616 2017-11-02 19:59:24 -0400 <Maggie55303488> @zombieinjeans @r_little_finger @realDonaldTrump So true
926237332352663552 2017-11-02 19:59:23 -0400 <Joseph64686625> @Harlan @tliarch @realDonaldTrump What would you expect from ( Clinton News Network) never believe anything from them !  @OneVoiceUS @TRUMP4H0PE @ralphshields313
926237330683375616 2017-11-02 19:59:22 -0400 <sdsunsetcliffs> Trump pushes again for restrictions on visa programs used by alleged NY attacker  https://t.co/TbxwuUfhTi @realDonaldTrump the hate monger.
926237323364364290 2017-11-02 19:59:21 -0400 <ILuvCO2> @DonaldJTrumpJr YEP @TheDemocrats @potus @IvankaTrump @realDonaldTrump @jaredkushner @WhiteHouse @VP @SpeakerRyan @Secy_State_US @tedcruz @SenateMajLdr
926237322034610176 2017-11-02 19:59:20 -0400 <ladybluevote> @SpeakerRyan @SenateMajLdr @realDonaldTrump   DO SOMETHING!  This is wrong!!  Protect Americans!  My God! Do your jobs!  https://t.co/BrD8hQlqFA
926237321523007489 2017-11-02 19:59:20 -0400 <griffspeak> @realDonaldTrump 33,000 gun deaths yearly! Hope LaPierre gives good head. You'll need lessons before you go upstate. #NRAinbedwithTrump  https://t.co/uXJaINfaal
926237318666768385 2017-11-02 19:59:20 -0400 <identity_cancer> @TaritaC @angieesslinger @HawaiiDelilah @stevehamkins @realDonaldTrump Dems want to win ... I want a real #antiWar, #proWorker, #proEnvironment party ... I don't know, maybe we can work something out
926237318226341889 2017-11-02 19:59:19 -0400 <Aws1993Michele> @realDonaldTrump @federalreserve You REALLY love yourself, don’t you?
926237314950533125 2017-11-02 19:59:19 -0400 <PoeticCipher> @Barb_Randolph1 @realDonaldTrump @FoxNews @SteveBannen @dbongino @DonaldJTrumpJr @jaketapper Stupid. Why would the Pres alienate an entire religion based on the actions of a few mental cases? Some Christians have done worse #Vegas
926237313486729218 2017-11-02 19:59:18 -0400 <WhitakerBDa1> @maltavella1234 @james_shireman @Plano_Dad @theOutpostUSA @realDonaldTrump Nope, she is about to have them herself after they finish their investigation
926237304880009217 2017-11-02 19:59:16 -0400 <retiredERNursie> @MrKeeleyVI @Rmadsen54Barbot @SarahGee1987 @realDonaldTrump After Hillary and her millions she paid Russia for her fake dossier!!
926237298668244994 2017-11-02 19:59:15 -0400 <SpencertheArkie> @realDonaldTrump @federalreserve Is it weird when everyone around you knows you are illegitimate and shouldnt be allowed to do anything?  https://t.co/Aqo28rrQ3V
926237297846181888 2017-11-02 19:59:15 -0400 <damienpalladino> @johncardillo @realDonaldTrump We can only wish it was taken down
926237297581969409 2017-11-02 19:59:15 -0400 <jessicabholland> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/vF7wfX5wJB
926237295178649601 2017-11-02 19:59:14 -0400 <BetsyGervasi> @yesimpeachnow @realDonaldTrump @federalreserve 😆😅😄😃😂😁😀😉😊
926237294633381889 2017-11-02 19:59:14 -0400 <Ripper77Jack> @thehill @WhiteHouse Incompetence &amp; Corruption is rule under @realDonaldTrump Admin &amp; Cabinet! If U give @POTUS $1.7Tril TaxCut 4 Rich, so R U #MAGA
926237291890257922 2017-11-02 19:59:13 -0400 <lettuce43chat> @realDonaldTrump  https://t.co/WWZ4mGf3MB
926237291810566144 2017-11-02 19:59:13 -0400 <PastaPrez> @realDonaldTrump @VicBergerIV Mr President, are you sincerely suggesting we publicly execute people?
926237291286335488 2017-11-02 19:59:13 -0400 <QuickBitsNews> @alt_fda @realDonaldTrump She knew what she was signing up for...
926237290904535040 2017-11-02 19:59:13 -0400 <bigbatjohn> @realDonaldTrump So what. I'm sure they won't be paying 5.8 BILLION/yr in corporate taxes (at the new 20% corporate tax rate) Don't BS America.
926237288169922560 2017-11-02 19:59:12 -0400 <weact2> @BradHoover8888 @rhona_kate @MolthenNelson @EdKrassen @realDonaldTrump You Too, Brad!🎂 Many more heathy, happy!
926237287150600192 2017-11-02 19:59:12 -0400 <JulieJo00402317> @realDonaldTrump What do you suppose a president pro tem should get for treason? Mmm? You sure are free &amp; easy with the death penalty.
926237283153514502 2017-11-02 19:59:11 -0400 <Darkerdesigns66> @45_Committee @SteveScalise @realDonaldTrump GOP in action
926237282037886977 2017-11-02 19:59:11 -0400 <MatthewsBigD> @RrealDJTrump @realDonaldTrump @Hoosiers1986 @PinkBelgium @jojoh888 @JrcheneyJohn @GemMar333 @LeahR77 @AmericanHotLips @StacyLStiles @SKYRIDER4438 @GrizzleMaximus Great America
926237281853227008 2017-11-02 19:59:11 -0400 <bluebarbedwire> @ColMorrisDavis @realDonaldTrump WTF is this?
926237281219956736 2017-11-02 19:59:11 -0400 <dickfish4> @realDonaldTrump @federalreserve Another white guy joins the team !
926237269505269761 2017-11-02 19:59:08 -0400 <mari197337> @caisley7 @rswoger @imdaveball @Realjmannarino @realDonaldTrump Apparently the same news that is making you English laugh at our President.  Can we say @CNN @MSNBC @ABC  &amp; all of hilarys puppets
926237269052321792 2017-11-02 19:59:08 -0400 <theintshow> @tracer1960 @juliaswriter @President1Trump @realDonaldTrump Yet you can’t spell “idiot” right.
926237267689197568 2017-11-02 19:59:07 -0400 <MarciaD9999> @realDonaldTrump All you think about is $$$.  There are other things...clean air, safe water, a govt. not beholden to Russia..
926237264954437632 2017-11-02 19:59:07 -0400 <sunsetmarieD> @thecracken9 @Skinmusket @4everNeverTrump @realDonaldTrump Nasty and mean are the traits  https://t.co/DRbfVYHdkN
926237264052736000 2017-11-02 19:59:07 -0400 <pat_kaspar> @45_Committee @realDonaldTrump tax cuts great for anyone making under 90k.  Raise the 12% bracket to 140k. Make more, spend more. Just saying
926237263113179138 2017-11-02 19:59:06 -0400 <Lassiter2011> @Impeach_Liar_45 @realDonaldTrump @TrueFactsStated No surprise, no morals, no humanity...sorry you had to endure that......
926237259413811202 2017-11-02 19:59:05 -0400 <_fpl_ment> @amlivemon @heartpawsgirl @realDonaldTrump will make people less welling to go to therapy which is bad
926237259061395459 2017-11-02 19:59:05 -0400 <AlecBuck> @RealDonaldTrump Could Destroy Twitter  https://t.co/6aduAHNbd3 via @YouTube
926237258843394049 2017-11-02 19:59:05 -0400 <Gwop01> @RealEricWatkins @AliCologne @realDonaldTrump Lol
926237255446007808 2017-11-02 19:59:05 -0400 <Poppymay171> @xbrooklynite21 @TheOfficialPORP @GregShugar @realDonaldTrump What about American citizens killing American citizens? Las Vegas and many more!
926237255236292608 2017-11-02 19:59:04 -0400 <Digialflyer2> @CNET @realDonaldTrump I just check the A-HOLE is still there....🙁
926237250547011585 2017-11-02 19:59:03 -0400 <PsychoPatriot72> @Proudmom451 @realDonaldTrump @BillyAl05038313 My sentiments exactly. I must say tho, it sucks we have to cut thru so much BS to finally get to our troops! #EndLiberalismNow #MAGA
926237248298696704 2017-11-02 19:59:03 -0400 <ScoutWarrior88> @mrshellwinger @realDonaldTrump @federalreserve Hey ride.  And you stay democratic even after your Hillary tells Podesta, "we need to target our campaign to the ill-informed. "says it all
926237247677931520 2017-11-02 19:59:03 -0400 <ejziem41> @RidgetopNM @RepJoeKennedy @realDonaldTrump And make sure everyone votes.  We're taking people to register and to the polls, this needs to stop.
926237244343619584 2017-11-02 19:59:02 -0400 <megalibrarygirl> @rswoger @4everNeverTrump @realDonaldTrump The most American thing is the world is free speech &amp; dissent against policies you dislike. Patriots can criticize our country using facts.
926237242405814272 2017-11-02 19:59:01 -0400 <JamieMcIntire4> @realDonaldTrump @NYGovCuomo @NYCMayor We all know that something desperately needs to be done about the mexican border. And Daca, and this Visa bulls%@*
926237239473995776 2017-11-02 19:59:01 -0400 <DrSDOH> @smbw67 @MaraLaGoFuckYou @realDonaldTrump Take a nap, Stephanie.  I’m fairly confident 45 is well covered.
926237237829951488 2017-11-02 19:59:00 -0400 <zivvie> @realDonaldTrump Ridiculous. Still no changes based on the Las Vegas massacre, committed by AN AMERICAN. You’re the worst excuse for a leader ever. #Resign
926237234809864192 2017-11-02 19:59:00 -0400 <onlineguise> @Sedona4ever @14minutetwit @mmpadellan @resistancepie @realDonaldTrump Looks like a few more than that now.  https://t.co/gYMM4CsGWh
926237232863817728 2017-11-02 19:58:59 -0400 <Derrick_NYC> Retweeted Donald J. Trump (@realDonaldTrump):  Just spoke to President Macri of Argentina about the five proud...  https://t.co/RLvN766NnP
926237232624689152 2017-11-02 19:58:59 -0400 <movalmike57> @realDonaldTrump Maybe you 2 can be pen pals in prison
926237232293449728 2017-11-02 19:58:59 -0400 <Viking_Aussie> @realDonaldTrump @federalreserve Don’t worry about Jared. Ask Steven Miller if he has been talking. Just ask. Bragging while drunk is a very bad habit. Can you trust him??  https://t.co/rdbsARlzG7
926237231295160321 2017-11-02 19:58:59 -0400 <jrungle426> @realDonaldTrump just a reminder. You suck.
926237228040380416 2017-11-02 19:58:58 -0400 <BareMunro> @Tactless44 @triggertractor @GoshenBLB @Thorben48285600 @drazowsky @TalbertSwan @COGICFamily @realDonaldTrump Just say something that makes some sort of logical sense and you will be blocked in no time
926237225074925568 2017-11-02 19:58:57 -0400 <BrockBarber9> @TKOBonSue @Scavino45 @POTUS @realDonaldTrump No thank you
926237223850299392 2017-11-02 19:58:57 -0400 <JackMeehoffin> @OK_Dumbass @thehill @DonaldJTrumpJr @realDonaldTrump Nice comeback, genius. See you at the voting booth.
926237221908295680 2017-11-02 19:58:57 -0400 <Raymond30698429> @realDonaldTrump Gr8
926237221488857089 2017-11-02 19:58:56 -0400 <Jamesha86035612> @realDonaldTrump @federalreserve Do us all a favor can the Man that can't indict or prosecute Russia is everywhere he should just resign god forbid this terrorist wasn't Rus
926237218758209536 2017-11-02 19:58:56 -0400 <walkablock> @mjastren723 @lady_bree @realDonaldTrump Never
926237217596608512 2017-11-02 19:58:55 -0400 <LouDobbs> Dangerous Game- @SebGorka: Diversity Visa Lottery is the Russian roulette of immigration policy.  #MAGA #TrumpTrain #Dobbs @realDonaldtrump  https://t.co/UVjh7KXqYo
926237217391108096 2017-11-02 19:58:55 -0400 <JonEarwood> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/96Y48dTgP7
926237216371871745 2017-11-02 19:58:55 -0400 <Donnasm41974300> @realDonaldTrump But WHAT EVER about a white, non- Muslim American Shooting 59. Right?
926237213565898752 2017-11-02 19:58:55 -0400 <StriversTV> @realDonaldTrump This is all projected growth what happens when we fall flat? then the tax burden goes right back to the middle class? Cut cut cut my ass.
926237210562777088 2017-11-02 19:58:54 -0400 <dr_ddennis> @tombennett71 @realDonaldTrump Considering I feel as though we are living in Groundhog’s Day over here, waking up sounds marvelous!!
926237210340454400 2017-11-02 19:58:54 -0400 <Frankli94358026> @realDonaldTrump Hate monger!
926237209224794112 2017-11-02 19:58:53 -0400 <pgoeltz> @realDonaldTrump @federalreserve  https://t.co/VPPRp4NnZ2
926237205558939649 2017-11-02 19:58:53 -0400 <Santos9C> @realDonaldTrump What happens to Srs and Soc Security Income in proposed 2017 Tax Plan? It's my only income. Is it taxed again or shielded?
926237203826589696 2017-11-02 19:58:52 -0400 <DeanieB123> @realDonaldTrump How about making America safe from foreign interference with our elections? Show us your tax returns BEFORE any legislation. #BLOTUS
926237201435910144 2017-11-02 19:58:52 -0400 <ForgottenBeauty> We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump.  https://t.co/rbM97dRNWX
926237199208734720 2017-11-02 19:58:51 -0400 <Aevri_Skye> @LayStandifur @realDonaldTrump Why does your toe hurt and why is this directed at trump?
926237197715599360 2017-11-02 19:58:51 -0400 <zakzakysupport> RT @paulseaman2000: RT @Indianprince36: #FreeZakzaky @MBuhari @elrufai @realDonaldTrump @rariyajarida @IntlCrimCou…  https://t.co/UThtGbVAuB
926237194146197504 2017-11-02 19:58:50 -0400 <Yeldeo> @kylegriffin1 it's not @realDonaldTrump is sadly up
926237190648160257 2017-11-02 19:58:49 -0400 <HsXeno> @RealDonaldTrump Could Destroy Twitter  https://t.co/7NC4Li47Gm via @YouTube
926237188249014273 2017-11-02 19:58:48 -0400 <MariBXBKgirl> @imbio510 @CNN @realDonaldTrump 😂😂😂 I guess I was a target. This one is great  tho
926237187452080131 2017-11-02 19:58:48 -0400 <katezut> @realDonaldTrump But will it raise wages?
926237186470621185 2017-11-02 19:58:48 -0400 <derilchrissy> @JannaWilkinso69 @frankeast10 @superyayadize @Alyssa_Milano @realDonaldTrump 😂😂😂😂😂
926237180267237376 2017-11-02 19:58:47 -0400 <babuji_philip> @GG4Health @realDonaldTrump @federalreserve  How long is he going to last? By the way America was great before Trump became the President!
926237174042783744 2017-11-02 19:58:45 -0400 <redandwhitestri> @MrsCakeface @realDonaldTrump And then shot himself.
926237168825184256 2017-11-02 19:58:44 -0400 <kentuckywoman_2> @realDonaldTrump We will remember your words when it comes your turn to be arrested....
926237166115500032 2017-11-02 19:58:43 -0400 <Pallyez> @LouDobbs @SandyGarber2 @realDonaldTrump Be careful Donna these are Clinton they have killed before and they can do it again and again
