956315674644656129 2018-01-24 18:59:58 -0400 <AudreyK27> @funder @realDonaldTrump I think you can pretty much count on it. 😊
956315650221162496 2018-01-24 18:59:53 -0400 <gayatri22> @realDonaldTrump why do you insist that poor Mexico (with money they don't have), will pay for this B.S. wall? even if you succeed, Mexican's will dig their way to the US. what are we solving?
956315648858181634 2018-01-24 18:59:52 -0400 <SBeekeeper> @MichaelSkolnik @realDonaldTrump No, they just pay the bill
956315647704780800 2018-01-24 18:59:52 -0400 <Smokey_RLK> @funder @Chawailia @realDonaldTrump 😂 what happened to his memory ? His Dr. said he was fine!! Jesus take the wheel 😊
956315644688871425 2018-01-24 18:59:51 -0400 <Jackie_A_Berry> @USATODAY @realDonaldTrump no amnesty not now...not ever
956315643472678912 2018-01-24 18:59:51 -0400 <Louiseknees444> @DavieDong83 @FoxNews @realDonaldTrump Jim Sciutto So Trump’s own DOJ is calling any release of @DevinNunes’ FISA memo “extraordinarily reckless” and says it is “currently unaware of any wrongdoing relating to the FISA process” &amp; and yet the #ReleaseTheMemo clarion calls continue from WH, Fox, etc.  3:35 PM - 24 Jan
956315642814189569 2018-01-24 18:59:51 -0400 <ElfyGanas> @Peter_Van_Daele @vwill1102 @realDonaldTrump @GovMattBevin It eventually morphs little by little into   Taking All hubs away. The beginning of unraveling of the constitution. The elf’s mantra: keep them dumb &amp; stupid &amp; dependent...that way the libs stay in power.
956315642646417408 2018-01-24 18:59:51 -0400 <norangehitler16> @MomWifeGrammy @alohakim218 @Conservazona @realDonaldTrump A Study? From the same places that report the fake moon landings were filmed in area 51 where they keep the HRC emails, google/ fact check something for once in your life. aren't you on social security/Medicare?, that makes you a Socialist, get a job
956315641056653313 2018-01-24 18:59:50 -0400 <LilBtch1103> @realDonaldTrump this will probably be too complex for you to understand  https://t.co/D1hGtAtGiN
956315640037552128 2018-01-24 18:59:50 -0400 <P_3_A> @JustinTrudeau @GovMattBevin @potus @realdonaldtrump Is there anything you would like to say? Anything?
956315639207088128 2018-01-24 18:59:50 -0400 <MrsaMrs> @realDonaldTrump @GovMattBevin Thoughts and prayers... oh yeah, that’s helpful Not ! #dim_wit_don
956315637118316547 2018-01-24 18:59:50 -0400 <gingerstjames> @realDonaldTrump 1) There should be no apostrophe in "Mayors." The plural of "mayor" does not take an apostrophe. 2) It shouldn't be capitalized unless it is before someone's name. You're welcome.
956315636740718592 2018-01-24 18:59:49 -0400 <TeresaCulhane> @realDonaldTrump ,will be Throwing@DevinNunes ,@TGowdySC under the bus. He'll tell Mueller all of the lies, terminations were @Gowdy and Nunes idea.  https://t.co/p1wYVdychx
956315636623429633 2018-01-24 18:59:49 -0400 <KMHOPS1970> @TrumpRockNRolls @ColumbiaBugle @realDonaldTrump Lol that's laughable
956315636271075333 2018-01-24 18:59:49 -0400 <HeaphyPatti> @sollisol @ericbolling @realDonaldTrump You are such a dolt. Comparing him to Hitler shows you have no real argument. Move along
956315632462594048 2018-01-24 18:59:48 -0400 <chellelaine> @vwill1102 @realDonaldTrump @GovMattBevin 🙄
956315631217008640 2018-01-24 18:59:48 -0400 <boss_review> @DannyZuker @realDonaldTrump Don't worry if they get a divorce he can always buy another one
956315630889824257 2018-01-24 18:59:48 -0400 <flightcrew> @TomCottonAR @realDonaldTrump Tom Cotton, What Ever You Do Please, Please Don’t Give Barrack Obama’s Dreamers a Path to Citizenship Or The Vote!  We Are Counting On You!
956315630520512512 2018-01-24 18:59:48 -0400 <ElizabethSelli2> @ericbolling @realDonaldTrump AWESOME
956315629316968449 2018-01-24 18:59:48 -0400 <tommyjoe385> @realDonaldTrump @GovMattBevin What's the old saying a day late and dollar short
956315623663038464 2018-01-24 18:59:46 -0400 <MicheleMRandall> @realDonaldTrump Dear President, Did Disney give the $1,000 bonus and other benefits for the American employees or the foreigners that took over their jobs?  https://t.co/FitJmOBjWm
956315623335825408 2018-01-24 18:59:46 -0400 <MightyPen_> @throttle1130 @realDonaldTrump Nah, I'm pretty sure it's Trump...
956315622136336385 2018-01-24 18:59:46 -0400 <AntediLubavitch> @realDonaldTrump *mayors
956315621356171264 2018-01-24 18:59:46 -0400 <elainesgems> @PointManSays @realDonaldTrump @davidbewart NRA will make sure all the right wing crazies will continue to kill by allowing them access to automatic weapons.
956315620668157952 2018-01-24 18:59:46 -0400 <runningjl> @jeneps @TerryMcAuliffe @realDonaldTrump #gave 💰💰💰#HillaryClinton when he was a Democrat before he became a “Republican” “Christian” or open #racist #sexist #WhiteSupremacist!
956315617463885824 2018-01-24 18:59:45 -0400 <mfleming877> @the_ryan_boyle @boysek @SallyDeal4 @realDonaldTrump Really you fell for that one too? Don’t you see Trump is pushing the narrative that intel is against him. The exact same thing Nixon did! Nixon even fired the Special prosecutor. Trump is in a panic and is throwing all kinds of craziness out there.
956315616545263616 2018-01-24 18:59:45 -0400 <Mp1Europa> @kyungkarenmend1 @realDonaldTrump Chain migration happens when poor uneducaded tons of family member   from sh@ hole countries come to a country becoming a burden for taxpayers. Not Melania’s case!
956315615937019904 2018-01-24 18:59:44 -0400 <_lisamarie_s> @CCCarlson1 @notinabluemoon @RonWyden @realDonaldTrump Bot
956315615840567296 2018-01-24 18:59:44 -0400 <PeskyJski> @AKMMitchell @realDonaldTrump Why people despise organized ‘religion.’
956315614481670150 2018-01-24 18:59:44 -0400 <ShePersistedOH> @realDonaldTrump @GovMattBevin "Leading from behind" again I see. Maybe if you take a little less executive time, you can stay on top of your work a little better sweetheart.
956315613063872512 2018-01-24 18:59:44 -0400 <EvaKingKong> @realDonaldTrump Love you POTUS!!! I thought you were in Davos? Anyway, keep giving 'em hell!
956315608995463169 2018-01-24 18:59:43 -0400 <rubberboots71> @HouseGOP @realDonaldTrump  https://t.co/DO7r7mnbtD
956315605421862912 2018-01-24 18:59:42 -0400 <bllyrush> @de4856 @TomFitton @realDonaldTrump Trump will win this one... He always does
956315605367390208 2018-01-24 18:59:42 -0400 <NoctilucentClou> @pansysum61 @realDonaldTrump @TheBeatWithAri On #Seinfeld, George Costanza says if you believe it, it’s not a lie. ##TheBeat
956315601949151232 2018-01-24 18:59:41 -0400 <WelshGoodLife> @tluvgolf @Celeste74132621 @DaveSchreiber3 @Slider742 @DennyDavey1 @Keithwells77777 @JackdBoone3 @DrSchmalz @Dicamp3667 @_IamAnita_ @jeffbailey69 @johnnie789 @dawnteddebear @PetePerkins8 @snoozinglion1 @KrisSGator @IonJesus2 @Baby___Del @VanessaL43 @bonniemurphy @JoeBoss1020 @KammyJohnson1 @nicnic2301 @LaunaSallai @yodacowboy @realjimryan @Jphillips1117 @PIRATEDANTRAIN @Track0987 @ReloadDepot @solentgreenis @TrumpsBlonde @G1rly_Tattooed @JannaWilkinso69 @Sheila4USA @gopoundsand1234 @Godsgirl158 @SoniaO529 @wiseone6289 @codeofvets @HouseGOP @GOP @seanhannity @WhiteHouse @SpeakerRyan @DevinNunes @realDonaldTrump @SecretService @KellyannePolls I hope you are right, but I won't believe it until I see people going to jail.
956315601089236992 2018-01-24 18:59:41 -0400 <RJN529> @ericbolling @realDonaldTrump I see that. He's on tape today agreeing with a path to citizenship for the dreamers. You must be thrilled.
956315600233680896 2018-01-24 18:59:41 -0400 <krashmillwaukee> @chez_mate @realDonaldTrump It’s yuge! Lol
956315600132952065 2018-01-24 18:59:41 -0400 <AdamParkhomenko> Well that’s awkward cc @realDonaldTrump   https://t.co/3nXmBIOJeO
956315598769868800 2018-01-24 18:59:40 -0400 <RocketCat88> Didn’t work out so well for Nixon @realDonaldTrump  https://t.co/dt0D9IkjCe
956315593266876416 2018-01-24 18:59:39 -0400 <LonnieJameslee> The countries that think @realDonaldTrump is okay are dictatorship and all the people that think the same are in #Russia or work for @FoxNews @OANN  https://t.co/LtC6PgxEov
956315592738435073 2018-01-24 18:59:39 -0400 <contelapira1> @realDonaldTrump @GovMattBevin Just as I tweeted yesterday. Trump, @SenateGOP , and @HouseGOP are always ready to send “thoughts and prayers” but never ready to look at our gun control laws. I predicted “thoughts and prayers”! What a bunch of insensitive clowns!
956315590477557760 2018-01-24 18:59:38 -0400 <jeffpearlman> @mutex7 @StandishGladwin @raginraider @DNC @realDonaldTrump Look at the stats. You’re actually inventing things
956315589366005760 2018-01-24 18:59:38 -0400 <beermom56> @realDonaldTrump @GovMattBevin Empty words
956315588879634435 2018-01-24 18:59:38 -0400 <FordJohnathan5> @toksikshok @charlyz_daddy @Moxiesmg @BillPeriman @B75434425 @AdamSchiffCA @POTUS @realDonaldTrump 😂😂😂😂😂😂  Proceed with caution AKA completely full of shit.   I for one want them released. Let's do it right now.    Matter fact I have the Memo.  https://t.co/xkmyYVcbET
956315588426719233 2018-01-24 18:59:38 -0400 <realMikeMagrath> @kaitlancollins Come now @realDonaldTrump , it wasn't that long ago and you just had a physical examination. Always be honest and let your conscience be your guide. #Trump  https://t.co/gkHx9dUdMp
956315587860365312 2018-01-24 18:59:38 -0400 <MrsLfromTX> @RonWyden @realDonaldTrump Amazing what a crazy Person can do in a years time!! 💩
956315584895078400 2018-01-24 18:59:37 -0400 <kateb1128> @realDonaldTrump @GovMattBevin RESIGN
956315580784627720 2018-01-24 18:59:36 -0400 <KimberlyD2215> @realDonaldTrump   From the editorial page of the Arkansas Democrat newspaper. Keo is a small farm town in central Arkansas. Thank you, President Trump!!!  https://t.co/oe9ibNFeqD
956315578603536385 2018-01-24 18:59:36 -0400 <JoeWins2020> So @realDonaldTrump says someday people will say he was a great candidate who ran a great campaign and that's why he won. Just one more LIE Remember this Nov 6, 2018 #RepubliKlanParty, a #DomesticTerrorGroup
956315577559248896 2018-01-24 18:59:35 -0400 <RockoLucy> @RealMattCouch #ReleaseTheMemo #WednesdayWisdom #quote @realDonaldTrump @POTUS #NotaRussianBot  https://t.co/STr8aE90NY
956315576225460224 2018-01-24 18:59:35 -0400 <Sistersara52> @ericbolling @realDonaldTrump You are blessed with many caring friends..I for one miss you on FOX and wish you success in your next venture. Keep your wife close and make time to be together. Grief has many stages..try not to lose each other on your journey. God bless
956315575696936961 2018-01-24 18:59:35 -0400 <ocasey321> @realDonaldTrump Give no money to New York City they are Sanctuary City give no money to New Jersey they are a sanctuary state
956315575176835072 2018-01-24 18:59:35 -0400 <Joy2urWorlds> @SophiaHelwani @realDonaldTrump @GovMattBevin You are attempting to trigger liberals, it’s stupid and a silly waste of time. Especially with a comment about being pro straight. Not one give a fuck!
956315574321274881 2018-01-24 18:59:35 -0400 <Nikicla83725540> @realDonaldTrump Trump has a golf course 20 minutes from my house..
956315571905277952 2018-01-24 18:59:34 -0400 <kf4hrj> @grace83237795 @JaceLovesBooty @RealEagleBites @realDonaldTrump @GovMattBevin Hahaha not
956315571821391873 2018-01-24 18:59:34 -0400 <ElickerMichael> @realDonaldTrump   https://t.co/X7PMEI7Rmn
956315571267690496 2018-01-24 18:59:34 -0400 <UrsaTheChef> I understand why people are frustrated about @realDonaldTrump not saying anything about the tragic shooting in KY... But WE, the people of America, don’t NEED to focus on his response. We should be the leaders and react on our own. #KentuckyShooting #prayforkentucky
956315568143044612 2018-01-24 18:59:33 -0400 <lkbk73> @realDonaldTrump Greed! Greed! Greed!
956315567614554115 2018-01-24 18:59:33 -0400 <palomapoetry> @paxton13 @JustSchmeltzer @realDonaldTrump @GovMattBevin I don't like what you have to say, unfortunately he's the pResident and need to stay informed.  Why am I tweeting to a bot? Must be Wednesday.
956315567199223809 2018-01-24 18:59:33 -0400 <ChildofEsther> @KrisWil68890394 @BarbraStreisand @realDonaldTrump None of us are perfect.
956315566314201088 2018-01-24 18:59:33 -0400 <deepbluegordon> @realDonaldTrump @GovMattBevin If I’m the president I will speak to the victims family.
956315566100369408 2018-01-24 18:59:33 -0400 <abel8436> I just hope no one get injured because @realDonaldTrump don't care  https://t.co/2eVZIBOZSn
956315566058356738 2018-01-24 18:59:33 -0400 <Vetivera24> @FardigJudith @JustinTrudeau @BarackObama @realDonaldTrump Amen
956315565689327617 2018-01-24 18:59:33 -0400 <doug427ss> @realDonaldTrump Drain the swamp!
956315565219569670 2018-01-24 18:59:32 -0400 <PennyKrasenics> @sdemc3669 @sevonne8 @EdKrassen @IRdotnet @realDonaldTrump So........
956315563609018368 2018-01-24 18:59:32 -0400 <SheilaKremer1> @realDonaldTrump @GovMattBevin Your thoughts and prayers are meaningless. It is way past time for common sense measures in regards to guns. #NRABloodMoney #NRAKills
956315562954469376 2018-01-24 18:59:32 -0400 <PissBeUponHim88> @Belatucadros_ @OutpourPrez @sweetatertot2 @DinizPereira2 @Forevershante4 @oneworrell @Archie21012 @realDonaldTrump “I want to believe the path you threw out for consideration in Andy’s office — that there’s no way he gets elected — but I’m afraid we can’t take that risk. It’s like an insurance policy in the unlikely event you die before you’re 40" That's conspiracy to commit treason, big deal
956315562149400576 2018-01-24 18:59:32 -0400 <ludimar47> @AzLakeHouse @ebarteldes @bret_jensen @NYCMayor @nihonmama @realDonaldTrump It's actually an insult to ICE.   Something wrong in this.
956315561952235525 2018-01-24 18:59:32 -0400 <HoosierPapaw> @DonnaWR8 @realDonaldTrump Trump = Domestic Terrorist......puts interests of Russia and Israel over that of United States of America. 1 year in and it's a new scandal or chaos ea day. Fear mongering IMMIGRANTS = ISIS. @GOP and Base should GROW A BACKBONE! Americans kill more Americans than ANYBODY!!!
956315561516036096 2018-01-24 18:59:32 -0400 <Cjsmom2003> @realDonaldTrump Mayors not mayor's. Please have someone check your work before you turn it in for grading. An apostrophe shows possession. And this is how we present ourselves on the world stage... SAD SAD PRESIDENT
956315560354070528 2018-01-24 18:59:31 -0400 <BarbaraAcmephot> @realDonaldTrump  @POTUS  You are a sad and pathetic man, and so are your followers.  https://t.co/UClKtFUOiJ
956315558068310017 2018-01-24 18:59:31 -0400 <previouslife17> @kachelme1 @DearAuntCrabby @realDonaldTrump 🍿🍿🍿🍿🍿
956315557153865728 2018-01-24 18:59:30 -0400 <BobfromtheBoro> @MadisonSiriusXM @realDonaldTrump Did you ask the same question when congressman were shot playing baseball by a Sanders supporter
956315557002907654 2018-01-24 18:59:30 -0400 <TomBulger10> @NYDailyNews Ok .... that’s odd even by @realDonaldTrump standards
956315551416049665 2018-01-24 18:59:29 -0400 <cuddles4uk> @realDonaldTrump I hope Samsung sues them !
956315550594097152 2018-01-24 18:59:29 -0400 <bob_steal> @DannyZuker @realDonaldTrump Cmon guys, u can't fabricate the kind of red hot chemistry u see In This picture!!!!
956315549767733248 2018-01-24 18:59:29 -0400 <JackARoe12> @MollyDiamond28 @ericbolling @realDonaldTrump Cuz we practice FoxNews Christianity, and morality means nothing! 🤡
956315549440663553 2018-01-24 18:59:29 -0400 <AlvaroDeLaHozRo> ¿SE LE CERRÓ LA MEMORIA? @CeDemocratico @ONUHumanRights @MujerFariana @MinMujeryEG @Declaracion @EPinternacional @spmshow @TsukiFara @AlvaroUribeVel @PLinero @realDonaldTrump @FiscaliaCol  https://t.co/t2aA7DfxBG
956315549008580608 2018-01-24 18:59:29 -0400 <lpont117> @NYCMayor @realDonaldTrump Save your twitter fingers Trump doesn’t care
956315546491867137 2018-01-24 18:59:28 -0400 <izacarias1969> @TrumpRockNRolls @realDonaldTrump Hate is what he's creating with his policies, his attitude, words and actions
956315546412306432 2018-01-24 18:59:28 -0400 <cjane53> @BradJonesWriter @LAGTweetsMe @Susiejwp_susan @sbledso_e @peppermint_patt @lerae4428 @SenWarren @realDonaldTrump Hummm do they have some best to send? I would think they want to keep the best
956315543568400385 2018-01-24 18:59:27 -0400 <CarylHill11> @pappy_wild @DonnaWR8 @realDonaldTrump Duh what? not liking the way things r go for comrade tRump, to bad.
956315540074778626 2018-01-24 18:59:26 -0400 <CecibatMelej> @TomFitton @jeffsessions is part of them  ... He's sleeping do not disturb  !!!  What a fiasco, how sad for @realDonaldTrump he trust in him!!! #ReleaseTheMemo
956315539676237831 2018-01-24 18:59:26 -0400 <AUnited2021> So much #winning under @realDonaldTrump's leadership.  https://t.co/prCumByk3P
956315538988453888 2018-01-24 18:59:26 -0400 <ImmaBlueDot> @realDonaldTrump @GovMattBevin You wouldn't know a thought or prayer if they bit you on the ass. Thank goodness your #BorderWall will stop all these crimes. Oh wait...once again, innocent people MURDERED BY AN AMERICAN! #ThoughtsAndPrayers #TooSoon to change #GunControl laws. #TrumpHypocrite #Resist  https://t.co/WFx27zKied
956315536266153984 2018-01-24 18:59:25 -0400 <mhofu4life> @realDonaldTrump Whatever happened to #Mexicowillpay ?
956315536102653953 2018-01-24 18:59:25 -0400 <VicBullard> @FoxNewsInsider @TomiLahren @realDonaldTrump @foxandfriends 🤣🤣🤣🤣🤣🤣🤣. Don't think so!
956315535750283264 2018-01-24 18:59:25 -0400 <kathk55> @RobertInSC @realDonaldTrump Stealing this
956315535016448000 2018-01-24 18:59:25 -0400 <StormyVNV> Good @realDonaldTrump trying fix the #Opioids crisis but I don't think it will happen in my #Life time #Pharma Death Clock  https://t.co/4VQYWlkRtF
956315534114488320 2018-01-24 18:59:25 -0400 <DubDabz> @DonnaWR8 @realDonaldTrump #MAGA  https://t.co/2kdYDmK3Pt
956315533892300800 2018-01-24 18:59:25 -0400 <RecorderSolo> @nicolejamessays @realDonaldTrump I hadnt heard of that Diet Coke flavor!
956315530276712449 2018-01-24 18:59:24 -0400 <tigerbeat> At least @realDonaldTrump knows he is being investigated for obstruction of justice. @PressSec @JaySekulow should admit it Firing @Comey &amp; many other things Trump has done aren’t “fighting back” They’re abuse of power (which comes as no surprise to @JennyHolzer &amp; many others)  https://t.co/NCzPjA3mSu
956315527625846784 2018-01-24 18:59:23 -0400 <MAGA_Babes> @MAGA_Babes's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
956315527193989121 2018-01-24 18:59:23 -0400 <LeemanMc> Marking your words @realDonaldTrump  https://t.co/9j76GHppsR
956315526996873216 2018-01-24 18:59:23 -0400 <Titanica8> @JaceLovesBooty @RealEagleBites @realDonaldTrump @GovMattBevin Well said!   Thank you!
956315525721845760 2018-01-24 18:59:23 -0400 <TheIronTower> @NewLacCity @realDonaldTrump @BarackObama The coverage sucks.
956315525100924929 2018-01-24 18:59:23 -0400 <mrmikedh> @FoxNews @realDonaldTrump @EricTrump @JudgeJeanine Sorry, but 3 million more people though he shouldn't be elected. Remember he didn't win the popular vote and he had the smallest inagural crowd in recent memory. He's only there because of the antiquated electoral college.
956315522315898880 2018-01-24 18:59:22 -0400 <IsisJewel> @realDonaldTrump   https://t.co/At7mv5xH7Y
956315521657589762 2018-01-24 18:59:22 -0400 <helbent51> @stacy_redvirgo @thebradfordfile @realDonaldTrump   https://t.co/oP63oxZHe5
956315519535087616 2018-01-24 18:59:21 -0400 <BranGoch>  https://t.co/ZFO2zsb3gY @realDonaldTrump is a fool, trying to stop #protests in the UK.
956315516842504192 2018-01-24 18:59:21 -0400 <KingDivine315> Female version of @realDonaldTrump  https://t.co/TtleMIgd13
956315516175568896 2018-01-24 18:59:21 -0400 <thecowsergroup> @funder @BarackObama @realDonaldTrump That's funny, but the reality is an embrassment for our country. Away with job requirements after the mess occupying 1600 Pennsylvania Ave. The vote count from "we the people" spoke volumes. Wickedness high jacked our election! But a lie can't live 4ever!  https://t.co/V6iOPVBP0R
956315515605143552 2018-01-24 18:59:21 -0400 <GarthEvan> @realDonaldTrump   https://t.co/c8acxjRrOW
956315515152056320 2018-01-24 18:59:20 -0400 <AllanHavens> @Hyperslw4Trump @realDonaldTrump Bwhahaha great pic!!!
956315514745360386 2018-01-24 18:59:20 -0400 <IamMactheKnife> @donohue_rebekah @realDonaldTrump He also does it when he is lying or when he doesn't know what the hell the answer is to those very hard questions.
956315514653069312 2018-01-24 18:59:20 -0400 <O_Mitch_O> @ericbolling @realDonaldTrump Lmao😂 #NotMyPresident
956315513365323776 2018-01-24 18:59:20 -0400 <jaymills2541> @Jake_Cramer_36 @Ben64637672 @Sophiedontbite @JerryLabathe @tracyfparker15 @juliet_benoit @realDonaldTrump @GOP America was founded on religious freedom dipshit. Most of the founders were deist's, not christians. It is clear you know nothing. You're not worth my time to debate boy
956315513222848512 2018-01-24 18:59:20 -0400 <jneelmort> @realDonaldTrump *mayors. Grammar is your friend, sir. Learn it.
956315512232923136 2018-01-24 18:59:20 -0400 <Larryshingleur> @mcspocky @realDonaldTrump Typical snowflake
956315511356383232 2018-01-24 18:59:20 -0400 <bcubedD> @realvicentefox @StormyDaniels @POTUS @realDonaldTrump @FLOTUS @MELANIATRUMP @Trump You are the best !  https://t.co/Iy5WZZXbkM
956315511125692419 2018-01-24 18:59:19 -0400 <BostonBean43> @realDonaldTrump @GovMattBevin Hey FAKE president, now with tax cuts people can buy more guns. Wonder how the students and teachers feel about gun control.
956315510567682048 2018-01-24 18:59:19 -0400 <bee_langbein> So the perpetual liar @realDonaldTrump tells DACA “no worries” and they get a path to citizenship. P.S.  he wants $25 billion or no deal.
956315509384859648 2018-01-24 18:59:19 -0400 <3horses4dogs> @judy227 @thunder13617 @FoxNews @realDonaldTrump And collusion?  Isn’t that what started all of the witch hunt
956315508101472256 2018-01-24 18:59:19 -0400 <BajaSoon> @realDonaldTrump   https://t.co/aiUwE8IDYi
956315507245944832 2018-01-24 18:59:19 -0400 <CarlosBeato5> @NYCMayor @realDonaldTrump He forgets this grandparents were also immigrants
956315504637108224 2018-01-24 18:59:18 -0400 <blackrat1973> @Unpersuaded112 @realDonaldTrump This is the straw that broke the camels back. I and my family with be voting democrat . Be a good facisist and resign
956315503865335808 2018-01-24 18:59:18 -0400 <grubberducky77> @realDonaldTrump Sorry no conspiracy theory
956315503332651008 2018-01-24 18:59:18 -0400 <GeneObrien12> @ReneeLukeNovels @KerfuffleBuff @EsteeKay2 @mitchellvii @JerryBrownGov @POTUS Russia had no influence whatsoever in how I voted nor did it have any influence on anyone else that voted for @realDonaldTrump. Trump articulated a more positive message and was the better candidate. The sooner you grasp that the sooner you can get on with living again.
956315503265447936 2018-01-24 18:59:18 -0400 <24KDiamondstar> @realDonaldTrump Polls are wrong, american citizens do not want DACA. #NoDACA #NoAmnesty #NotaRussianBot.
956315499771645952 2018-01-24 18:59:17 -0400 <Gudman35701451> @realDonaldTrump @SenSchumer Remember BIAFRANS
956315499645739008 2018-01-24 18:59:17 -0400 <KandiFinfrock> @dbongino How can we possibly trust #FBI and #DOJ when the leaders are so obviously out to get President Trump? We need absolute transparency to get the truth! #release the memo #FindTheTexts @realDonaldTrump @FoxNews @IngrahamAngle
956315495954759680 2018-01-24 18:59:16 -0400 <NJL1980> TRAP ALERT ?  Wow @realDonaldTrump nice getting out of this ?  https://t.co/VGxwRHzGka
956315494646239233 2018-01-24 18:59:16 -0400 <5280Michael> Uh WRONG yet again Surly Snarky Sarah Schmuckabee aka @PressSec its entirely in appropriate for @realDonaldTrump to do that Your CLUELESS!!!  https://t.co/jSFdoIfF8d
956315493794701313 2018-01-24 18:59:15 -0400 <CriswellWJ> @keith_finklea @realDonaldTrump Not known well enough if he was elected, I guess.
956315492804911104 2018-01-24 18:59:15 -0400 <tahicheg> @Nike70520574 @ewoksamongus @Top_Sergeant @realDonaldTrump And I thought you were witty with the hoax comment. There's no point in talking to someone oblivious to facts.
956315491328516096 2018-01-24 18:59:15 -0400 <DavieDong83> @FoxNews @realDonaldTrump Is Bob the Grand Master of the FBI #SecretSociety #ReleaseTheMemo
956315489566801921 2018-01-24 18:59:14 -0400 <BajaSoon> @realDonaldTrump   https://t.co/cr8wxVnuvS
956315489386598400 2018-01-24 18:59:14 -0400 <MichelleKoehn83> @CNN Keep lying to yourself @realDonaldTrump! #pathetic #RepealAndReplaceTrump 🤡
956315486211354625 2018-01-24 18:59:14 -0400 <Ackerina> @realDonaldTrump @GovMattBevin I don't believe he wrote this tweet himself.  Someone else is cleaning up his feed.
956315485301219328 2018-01-24 18:59:13 -0400 <Montgomery_bjm> @realDonaldTrump @GovMattBevin No one wants your confused thoughts and insincere prayers.  What are you doing to protect our children from AMERICANS WITH GUNS?  11 school shootings this year and its only the 23rd day. You, the @GOP and the @NRA are complicit in these murders.  #Gunsense
