998352670514733057 2018-05-20 19:59:59 -0400 <SteveOw48518235> @realDonaldTrump Well in that case, how bout we start  With YOU! Liar in chief!
998352634212909057 2018-05-20 19:59:51 -0400 <AnthonyJFuchs> @realDonaldTrump Nobody gives a fuck what you "demand," Donnie Doughboy.  Go back to your coloring books, you overgrown babyman.
998352633558720515 2018-05-20 19:59:50 -0400 <barezi_kamel> @realDonaldTrump Thanks president trump
998352629360156673 2018-05-20 19:59:49 -0400 <SunshineXander> @tedlieu @realDonaldTrump @FBI ig·no·rance ˈiɡnərəns/Submit noun lack of knowledge or information. "he acted in ignorance of basic procedures" synonyms:incomprehension of, unawareness of, unconsciousness of, unfamiliarity with, inexperience with, lack of knowledge about, lack of information about;
998352628764631040 2018-05-20 19:59:49 -0400 <Onthefritzie> @EricTrump @DonaldJTrumpJr @StJude Hey remember when @realDonaldTrump charged the charity for your events there? WHAT A GUY! HEART OF GOLD!
998352628374523904 2018-05-20 19:59:49 -0400 <TCSCushing> @johncardillo @USANEWS007 @realDonaldTrump NOBODY should get "IMMUNITY"! We DAMN WELL WANT TO SEE SOME PEOPLE GO TO JAIL. We DON'T WANT ILLEGAL ACTIVITY IGNORED. NO "FIRINGS" or "DEMOTIONS"... CRIMINAL PROSECUTIONS FOR WRONGDOING.
998352628152086530 2018-05-20 19:59:49 -0400 <RhutaBhayga2> @realDonaldTrump   https://t.co/cdIqHlkGO8
998352628093411328 2018-05-20 19:59:49 -0400 <Ghost_kittyStar> @dmcken22 @AmesGiffin @wakeisaacs @JRomano312 @Trump_This_Week @Veritas_2016 @gene_covert @Johnwag07039658 @scodogno @jackmidnight76 @realDonaldTrump Sake*
998352627715977216 2018-05-20 19:59:49 -0400 <Tralinda218> @FoxNews @HillaryClinton @realDonaldTrump @Yale Amazing how many illiterate people criticize a smart, intelligent, classy women, no wait it makes sense as they are #FoxFakeNews watchers
998352625987801088 2018-05-20 19:59:49 -0400 <RedlandsTParty> Almost 300 @RealDonaldTrump nominees are waiting to be confirmed. Congress should stay nights &amp; weekends to break the obstruction.  https://t.co/xTYyMxUYh0 #MakeCongressWorkAgain
998352620631789575 2018-05-20 19:59:47 -0400 <LobeInUSA> @Trump45awesome @SebGorka @realDonaldTrump @POTUS ??? Hmmmmm...
998352619507609600 2018-05-20 19:59:47 -0400 <rs_hopefull> @realDonaldTrump  https://t.co/wBvAnUqcTO
998352619046342656 2018-05-20 19:59:47 -0400 <double_atheist> @The_Trump_Train @realDonaldTrump I always have to laugh at this image when a trumpster posts it. It’s as if they don’t know what a red tide is, a toxic algal bloom. A fitting metaphor for the GOP’s current occupation of the government.
998352618425643010 2018-05-20 19:59:47 -0400 <poniesnbourbon> @realDonaldTrump What in the ever living hell is this? “I hereby demand”....like you are a dictator or, even more laughable, want to act like you did not copy this language from a Shakespeare pla. 😆😂🤣 LOLOLOL #45isamoron #quitactinglikeyouknowhowtoread
998352617444184064 2018-05-20 19:59:47 -0400 <ecerv2004> @DrMcKuKu @slipperyhero @KassandraNovell @HamillHimself @realDonaldTrump @davidhogg111 Huge false equivalency. Nice alternative facts though.
998352616861126656 2018-05-20 19:59:47 -0400 <wcwinters7> @realDonaldTrump @nytimes Really need to stop crying about Hillary, this is your presidency. Seems like when everything is screwed up you talk about Hillary.
998352616664043521 2018-05-20 19:59:46 -0400 <FewRandomThings> @realDonaldTrump Lots of people in your campaign colluded with Russia, including your son. You better hope there are no state charges against him for anything or you'll be powerless to pardon him.
998352616290598920 2018-05-20 19:59:46 -0400 <Bennytillerman> @realDonaldTrump Trump is the biggest joke on the planet...
998352615674187777 2018-05-20 19:59:46 -0400 <FreedomLosing> @thescott13 @realDonaldTrump Right after you release the ghosts
998352614315216896 2018-05-20 19:59:46 -0400 <AjayCnyc> @davidandabigail @realDonaldTrump That's what's wrong with you MAGA radicals. You think everyone must "protect" Trump. Learn what real patriotism is. Maybe then you might be able to call yourself an American.
998352613740605443 2018-05-20 19:59:46 -0400 <DaredevilofUS> @GreenPus @realDonaldTrump Lmao!!! Time to show the Department of Justice who is boss!! Lmao!! Said the dictators who never were!
998352613216309249 2018-05-20 19:59:46 -0400 <FlDemocrat> @yazzy1967 @MamaRose2017 @CadetStrand @realDonaldTrump Dear Cadet Strand. You were saying 🤔
998352612230656000 2018-05-20 19:59:45 -0400 <KathleenRitch18> @realDonaldTrump Amen!!
998352611911778304 2018-05-20 19:59:45 -0400 <MaryLuigi1919> @larryelder @realDonaldTrump @HillaryClinton @NRA ... but hey, Hillary calling young black men "super predators" was 12 years ago! I'm sure that she has "evolved" - or is it become more "woke" - since then.
998352610871554051 2018-05-20 19:59:45 -0400 <amljack> @realDonaldTrump Trying to do the chicken dance again
998352610062192640 2018-05-20 19:59:45 -0400 <AthanasiusArt> @Cernovich @realDonaldTrump funny how @Cernovich reply to trump can not be connected to trumps original tweet and has no comments. #Censorship
998352609219170304 2018-05-20 19:59:45 -0400 <djh1198> @FoxNews @LindseyGrahamSC @realDonaldTrump   https://t.co/q0e3CwqqmR
998352607675465731 2018-05-20 19:59:44 -0400 <jackhutton> @cintigal51 @HeidiPrzybyla @realDonaldTrump Generations.—
998352607256211457 2018-05-20 19:59:44 -0400 <Jessicaqdjqdal1> @thestout79 @realDonaldTrump ?
998352606417186816 2018-05-20 19:59:44 -0400 <DeathSequnce> @eagle1778 @thescott13 @realDonaldTrump That's all they can do is old news, fake news, report us all because their being babies. #MAGA #Qanon
998352605419057152 2018-05-20 19:59:44 -0400 <shrerlok> @realDonaldTrump Dam dems
998352601551949824 2018-05-20 19:59:43 -0400 <DaveinTexas> @realDonaldTrump @mooshakins He feeling feisty
998352601212162048 2018-05-20 19:59:43 -0400 <dede_fernas> @VEJA @lobaoeletrico Invade essa porra de Venezuela, mata esse bosta de ditador e salve a população que está em apuros! @WhiteHouse @realDonaldTrump
998352600490749952 2018-05-20 19:59:43 -0400 <berman_sid> @realDonaldTrump Lol, Joey says that Libs have slandered General Flynn for no good reason.  Joey forgot to mention that Flynn lied to Pence. Joey also forgot that Flynn lied, under oath, abt having connections in the Kremlin.  Joey must have forgotten that Flynn then pled guilty, as charged.
998352600096374786 2018-05-20 19:59:43 -0400 <trmestas> @realDonaldTrump @RavenRantz MR PRESIDENT, it’s time to start rounding up the traitors to AMERICA. They must be stopped like the NAZI infiltration in OUR GREAT AMERICA IN THE 1930s. THE FAKE NEWS DOES NOT HAVE A CLUE THAT THIS HAS HAPPENED BEFORE. Traitors must be exterminated!!!
998352599802925057 2018-05-20 19:59:42 -0400 <John43280570> @realDonaldTrump Want a tissue.
998352596904566785 2018-05-20 19:59:42 -0400 <Brick8105> @broyles_me @alexcoleraine @seastar373 @realDonaldTrump We should start praying to end the democratic party.. Lol
998352596149547008 2018-05-20 19:59:42 -0400 <Lisianthus> @fanodale @realDonaldTrump The DOJ is an independent branch of government. Trump wants you to believe it works for him, which it absolutely does not. The creation of 3 separate branches of government was carefully thought out by the founding fathers. Please, if you do nothing else, google this.
998352594878812160 2018-05-20 19:59:41 -0400 <bungeebill> @NameRedacted7 @SenateMajLdr @SpeakerRyan @JohnBrennan @realDonaldTrump I think @POTUS struck a nerve with Brennon.  He still thinks he’s pinned all this on @Comey but it really does look like they are all going down. Denounce this traitor publicly!
998352593976942593 2018-05-20 19:59:41 -0400 <RedlandsTParty> .@RealDonaldTrump said he would "never again" sign another massive omnibus spending bill. Congress should stay nights &amp; weekends to fund troops &amp; build the wall.   https://t.co/xTYyMxUYh0 #MakeCongressWorkAgain
998352593964367872 2018-05-20 19:59:41 -0400 <joygarnett> @TomWellborn @realDonaldTrump @tpbricky420 Ya beat me to it.
998352592534196224 2018-05-20 19:59:41 -0400 <jamesgutierrez> @realDonaldTrump If you want to start acting like a dictator, then expect to be overthrown out of the office you currently hold like one. Your day of reckoning is approaching.  #Resist #DumpTrump #TrumpGiulianiCrimeSyndicate
998352591955279872 2018-05-20 19:59:41 -0400 <zteca72> @EODaddy @realDonaldTrump @nytimes Maybe Hannity? #BedtimeStory
998352591238156288 2018-05-20 19:59:40 -0400 <LadyElton> @realDonaldTrump   https://t.co/e1Ktgk9cgD
998352590852317192 2018-05-20 19:59:40 -0400 <TheLIEthatisDUI> @realDonaldTrump   https://t.co/M8PFSia37R
998352588700561408 2018-05-20 19:59:40 -0400 <SamuelG93530619> @realDonaldTrump @nytimes If you have nothing to hide, what are you so worried about, you #ShitholePresident . Oh, I know, you're a a #ShitholePresident
998352588000161793 2018-05-20 19:59:40 -0400 <eggers_kim> @RealFuckSchtick @AdamSurfs1 @realDonaldTrump   https://t.co/YMasyxqQM3
998352587597365248 2018-05-20 19:59:40 -0400 <ConnieStarr> @realDonaldTrump And why is there an apostrophe after "Oh?" My 10-year-old grandson writes better than you. Gads you are an embarrassment.
998352587572367361 2018-05-20 19:59:40 -0400 <JulieBJN70> @forpar4 @realDonaldTrump No.  It was me.  AND my dog!
998352585701711872 2018-05-20 19:59:39 -0400 <2321beaverdoll> @racej56 @realDonaldTrump I LOVE THIS....you are great. Where do we sign up😂😂😂😂😂
998352581846941696 2018-05-20 19:59:38 -0400 <kingmanmarie39> @Brasilmagic @realDonaldTrump I proclaim turn in your resignation.
998352578038530049 2018-05-20 19:59:37 -0400 <Betty12584988> .@RealDonaldTrump: It’s not your right to control my body. Because of you, people won’t get the health care they need. #NoGagRule #IStandWithPP
998352577967415296 2018-05-20 19:59:37 -0400 <GianaRenegade> @JudiRever #Kagame is a murder @jurglauber @UN_DPA @lalibrebe  @EUMichaelRyan @EUinRW  @eucopresident @fidh_en @JunckerEU  @antonioguterres @realDonaldTrump @StateDept @AUC_MoussaFaki @EmmanuelMacron  @GermanyDiplo  @margotwallstrom  @theresa_may @BelgiumMFA  @SweMFA @francediplo @ItalyMFA
998352576071589888 2018-05-20 19:59:37 -0400 <AltheaJ10859548> @drpgrn @realDonaldTrump Dam
998352575803015171 2018-05-20 19:59:37 -0400 <Ghost_kittyStar> @dmcken22 @AmesGiffin @wakeisaacs @JRomano312 @Trump_This_Week @Veritas_2016 @gene_covert @Johnwag07039658 @scodogno @jackmidnight76 @realDonaldTrump Meh. Debatable. But, for argument same, ok.
998352572439293953 2018-05-20 19:59:36 -0400 <audusjerry51> @realDonaldTrump When you have a person with mental issues, unstable you need to be watched as you are known to do things you think you can get by with.  Of course, if you get caught being the liar you are you deny everthing, blame others, stack on another lie or claim that's what you were told!
998352572120317952 2018-05-20 19:59:36 -0400 <TiffersYUPP> @LeoKapakosNY @realDonaldTrump Then I go back to my last question.    if you don't care that there was a mole, why not just have the DOJ officially verify or deny. Why not allow it to be exposed?
998352571180908545 2018-05-20 19:59:36 -0400 <travton> @dmcken22 @jax2harris @KevinBarr66 @realDonaldTrump ...actions that were part of ongoing criminal &amp; counterintelligence investigations.
998352568546988032 2018-05-20 19:59:35 -0400 <nkolakowski> @realDonaldTrump Why not do it today? Let's get this party started.
998352568102391809 2018-05-20 19:59:35 -0400 <JosephPGarofalo> @mandymendez90 @Bhava_Jim @realDonaldTrump Dangerous yes- Deport Yes, but fear mongering - "reign of terror"- please - Wall St /Federal Reserve /White Collar suits - the real Terror effecting billions of people and trillions of dollars
998352565728415744 2018-05-20 19:59:34 -0400 <princessnanapie> @AmandiOnAir @realDonaldTrump People keep saying we need to “take to the streets," and I keep asking when, where, what we do in the streets, and if I need my pitchfork.  How will this be organized and what will it accomplish?
998352565472563200 2018-05-20 19:59:34 -0400 <DanEichinger7> @FoxNews @HillaryClinton @realDonaldTrump @Yale Menshiviki tovarisch. Das vedanya . From Russia with love, Hillary R. Clinton
998352564272836608 2018-05-20 19:59:34 -0400 <RedlandsTParty> US Senate should not go on recess again until they fund the military and the Wall, clear the  backlog of @RealDonaldTrump' pending nominations. Hold Democrats accountable and stop their obstruction.  https://t.co/xTYyMxUYh0 #MakeCongressWorkAgain
998352564012896257 2018-05-20 19:59:34 -0400 <Lopez942013> @HillaryClinton American Idol is on tune in @realDonaldTrump see who will.... Vote Maddie or Caleb!
998352560326152192 2018-05-20 19:59:33 -0400 <demdame> @GrayMattersTwit @MedicVet68 @realDonaldTrump When little boys picked on my daughter I used to tell her it's because they secretly liked her. So maybe trump has secret crush?
998352560032333825 2018-05-20 19:59:33 -0400 <KimberlyHollen1> @BeeMcG8 @bluesingincat @ricciopeterj @realDonaldTrump As @POTUS he is allowed to request and view ALL documents, emails, etc. and de-classify any and all! No matter what agency holds them!
998352557549539328 2018-05-20 19:59:32 -0400 <XagzanOTM> @realDonaldTrump No one gives a shit, you treacherous toad. Took you 17 minutes to sell us out by the sound of it.
998352554479243264 2018-05-20 19:59:32 -0400 <tlumacz822> @realDonaldTrump   https://t.co/8Vcp4amknB
998352552268828679 2018-05-20 19:59:31 -0400 <Guy1Kim> @MCL1381Bones @kevinleters @GartnerE1111 @realDonaldTrump Don't care, your god is still fake. Allah is fake, too. All religions is based on old lies, whether its christianity, islam, judaism, hinduism etc.
998352551790686208 2018-05-20 19:59:31 -0400 <sue_sume> @realDonaldTrump Grammar is a Thing. A real thing. Dotard.
998352548959436800 2018-05-20 19:59:30 -0400 <MithrasAlma> @realDonaldTrump You have the right to know, the Country has a right to know
998352548494012417 2018-05-20 19:59:30 -0400 <keithdeerfield> @RPMMAS @realDonaldTrump Great to see a true leader in the White House
998352546883362817 2018-05-20 19:59:30 -0400 <DEB_PolkaDot> @davidsting414 @Animals1st @_AnimalAdvocate @joannakrupa @Protect_Wldlife @Ivy_Middleton @RobRobbEdwards @allanimalrights @FrasierHarry @rickygervais @realDonaldTrump Why don't you do something productive for a change and ask China to stop YULIN AND BETTER ANIMAL WELFARE!!!!
998352543343300609 2018-05-20 19:59:29 -0400 <Lisabeachie> @philcoforde @MSNBC @realDonaldTrump @FoxNews And trump’s tax returns, @FLOTUS’ immigration papers and the list goes on and on.
998352541610995712 2018-05-20 19:59:29 -0400 <WilliamMoffitt3> @realDonaldTrump Everyone with your thumb up place it aggressively into the ass of man next to you and spin!
998352539329482758 2018-05-20 19:59:28 -0400 <SouthFlorida2A> @PolitiSearch @realDonaldTrump Wow how did he not win fairly? Smh 🤦🏻‍♂️ he won in a landslide electoral win and he’ll do it again in 2020 easily, just on his record thus far. What “crimes” do you speak of? You know how crazy you sound?
998352538465325056 2018-05-20 19:59:28 -0400 <IamMichaelJLee> @realDonaldTrump How did your sham commission on voter fraud work out for you?  https://t.co/8FwgJ1KiZk
998352537693679616 2018-05-20 19:59:28 -0400 <unstoppable8672> @Marialisu @zaratrusta1978 @Marialisu "No remunerada" o sea Trump le quitó los fondos a @PCiudadana con razón el quille con @realDonaldTrump
998352537215479809 2018-05-20 19:59:28 -0400 <DMil83781520> @lsor8 @dwayneburton_IN @PsychoDadNews @realDonaldTrump Nothing? No fact less accusations? Well at least you’re pretty
998352535902703624 2018-05-20 19:59:27 -0400 <damnyakeez> @realDonaldTrump @nytimes You sound scared
998352533293817861 2018-05-20 19:59:27 -0400 <dr_palazzolo> @GIJoeOPS @kdeleon @POTUS The Dems absolutely know that their socialist policies fail so they resort to  false narratives &amp; demonizing @realDonaldTrump &amp; supporters while taking everything out of context then twist the truth. They use the Saul Alinsky playbook consistently. We can’t back down.
998352529036636160 2018-05-20 19:59:26 -0400 <WNCDeepRiver> @PaxviaRobert @bluesingincat @ricciopeterj @realDonaldTrump Totally correct!
998352525949652995 2018-05-20 19:59:25 -0400 <VictoriaH1962> @realDonaldTrump You’re pathetic.
998352522866704384 2018-05-20 19:59:24 -0400 <RedlandsTParty> It's time to #MakeCongressWorkAgain. They should stop their lazy 2 1/2 day work weeks. Stop taking vacations every few weeks. Finish the budget and approve @RealDonaldTrump's nominees.  https://t.co/xTYyMxUYh0
998352522573119488 2018-05-20 19:59:24 -0400 <topcap28> @realDonaldTrump Fucking  crazy. He has lost his mind.
998352520723468288 2018-05-20 19:59:24 -0400 <marci_me_g> @Twothirdsorveto @realDonaldTrump Have you met democracy? Welcome...
998352520702582785 2018-05-20 19:59:24 -0400 <ChrisRConrad> @joncoopertweets @realDonaldTrump Betcha you never before had a single one who was so much of _all those things at once._
998352519599276032 2018-05-20 19:59:23 -0400 <MalibuTrey> @realDonaldTrump Finally!!!  We need to police the police!  The DOJ is out of control!  Time to seriously DRAIN that swamp!
998352518487924736 2018-05-20 19:59:23 -0400 <Dsj157577My> @keithboykin @realDonaldTrump Amen.
998352517653237760 2018-05-20 19:59:23 -0400 <Peterteviot52> @realDonaldTrump we have a child pouting and trying to bully ....how about trying to govern a democratic government?
998352517380501505 2018-05-20 19:59:23 -0400 <phineasjennings> @realDonaldTrump Only that if you ask Sessions to do it, we might get the answer by 2025!
998352516889939968 2018-05-20 19:59:23 -0400 <McWhirtPammie> @drpgrn @realDonaldTrump Really????  Read  the Constitution - you have mighty high expectations
998352515983962113 2018-05-20 19:59:22 -0400 <GloriaBryanJon1> @bstabell @Duran_____Duran @misterbumface @KarenMonsour12 @realDonaldTrump That’s us, the Deplorable Trumpsters!  MAGA 2020!  TRUMP ALL THE WAY!
998352515191181319 2018-05-20 19:59:22 -0400 <FatimaS0815> @MichaelSkolnik @Beverly8J @realDonaldTrump Unfortunately that’s what his base likes about him
998352514570379264 2018-05-20 19:59:22 -0400 <BigJohnIrons> @jennebehre @realDonaldTrump "Lighting a fire" under Comey is what got him in trouble in the first place. The more Trump tries to obstruct the Russia investigation, the worse it's going to get.
998352514117521408 2018-05-20 19:59:22 -0400 <erichards24> @Dax_x98 @realDonaldTrump @GOP 🤣🤣🤣🤣🤣🤣
998352513458933760 2018-05-20 19:59:22 -0400 <DanDanLaird> @JScottCooper1 @TheZephyrStorm @EnsenyadorD @queenladene @realDonaldTrump A limited understanding of government and a sensitive ego?
998352513165180928 2018-05-20 19:59:22 -0400 <reconjoe8tet68> No we do not have a Justice System, great Point Sir @realDonaldTrump  The DOJ are like the," Wild Wild West, Lawless" Appears LAWS mean nothing in this present crazy sick time period of sheepel.  https://t.co/j9OL3vPb4b
998352511621849088 2018-05-20 19:59:21 -0400 <mbquilts> @realDonaldTrump Who's that knocking at my door? Who's that knocking at my door? Who's that knocking at my door? It's #MuellerTime and I'm afraid. (Says you) #RESIST #IMPEACH
998352509864370178 2018-05-20 19:59:21 -0400 <FriedmanBeverly> @The_Trump_Train @realDonaldTrump Keep trying trump, you will never find anything wrong with Obama, that’s why you keep making up fake news. Obama is a man of truth you aren’t even a man and everything about you is a lie.
998352508786393089 2018-05-20 19:59:21 -0400 <Hog8ter> @Vinc1car @realDonaldTrump @Auntdiggie12 @Cory_1077 @RARRRRR @RealReeCherie @WarriorofGod97 @Deplorable_Babe Law and Order but on the wrong side of the Law.  https://t.co/E3GGulIzgo
998352508291616768 2018-05-20 19:59:21 -0400 <FreedomLosing> @canadianeh091 @Sherry40614670 @realDonaldTrump Wait another Canadian with an interest in our politics.  You would think they would get interested in teaching them some history
998352508044173313 2018-05-20 19:59:21 -0400 <SimpleTruths5> @realDonaldTrump Get over yourself, old man. Smh....
998352505581977600 2018-05-20 19:59:20 -0400 <AlanGerwien1> @SewSew_ @Ricco_Diaz @iibarros1 @SpeakerRyan @realDonaldTrump @FBI @GOP Trump is too stupid to have so many accomplishments. He doesn't deserve to be so successful. We need a President who doesn't offend anyone. That would be far better than our Country succeeding. Trumps record changed when he decided to run for POTUS. He became despicable then.
998352501828128768 2018-05-20 19:59:19 -0400 <DrMcKuKu> @LivMiguel183 @realDonaldTrump   https://t.co/zkemJrYwuZ
998352499470884865 2018-05-20 19:59:19 -0400 <claybar57> @JasminRoman19 @realDonaldTrump @POTUS Riiiiightttt.......your cult leader is "hereby demanding" like he's Caesar Fucking Augustus and the lefty' s are the ones "lashing out"?  Better get a grip, cause the next few weeks are gonna sting for Trump cultists.
998352498980216833 2018-05-20 19:59:18 -0400 <jennliedel> @realDonaldTrump ha!  should I send you a copy of The U.S. Constitution?
998352498581757953 2018-05-20 19:59:18 -0400 <JerryAnders1> @Starlight9633 @therealianwatt @pearl_of_truth @GemMar333 @realDonaldTrump Thank you for the compliment! Maybe we can stop WWII.   It’s not our hatred, though it is real, it’s the search for justice that is fueling this.
998352497835216897 2018-05-20 19:59:18 -0400 <mar4lex> thanks - Hope you blocked @realDonaldTrump from doing this - if he ends up in heaven, I prefer hell!  https://t.co/zyFcsozsvK
998352494844575744 2018-05-20 19:59:17 -0400 <TimothyGreenway> @FoxNews @HillaryClinton @realDonaldTrump @Yale   https://t.co/MgQOgMsYg5
998352493573693441 2018-05-20 19:59:17 -0400 <sbuchbinder> @realDonaldTrump @nytimes Oh hello Stephan or is it Herr Miller?  https://t.co/jVK9LivnSF
998352491501838336 2018-05-20 19:59:17 -0400 <soren_lindsay> @RepMarkMeadows @realDonaldTrump Why, so you can leak them immediately?
998352489652072448 2018-05-20 19:59:16 -0400 <khope99> @realDonaldTrump Why are you trying to DESTROY our country? 😢 #TrumpRussia
998352488649707520 2018-05-20 19:59:16 -0400 <wigelah> @RepMarkMeadows @realDonaldTrump Good grief. What is wrong with you?
998352488528048129 2018-05-20 19:59:16 -0400 <BarbaraVanlaan> @RepMarkMeadows @realDonaldTrump @NCDemParty every Dem in NC's 11th district needs to get out and vote in November. I saw your primary #'s you can beat this fool.
998352488452579330 2018-05-20 19:59:16 -0400 <k_fernholz> @neal_katyal @NYCNavid @realDonaldTrump And smarter.
998352486464356352 2018-05-20 19:59:15 -0400 <ignatzz> @RepMarkMeadows @realDonaldTrump The FBI is investigating criminal activity.  And it is VERY obvious that Trump engaged in it.  He's not above the law.  If you don't see it, you're blind.  BTW, we just found out that his son conspired with the Saudis to help get him elected.
998352486149713921 2018-05-20 19:59:15 -0400 <sc0rch> @realDonaldTrump What. A. Maroon. Take your lithium.
998352486070194176 2018-05-20 19:59:15 -0400 <jewbaby57> @CruznBadd @whereisjustice0 @IhabTs @ash_like_whoa @realDonaldTrump I think he knows the #MasterOfTheSeas....
998352485721964545 2018-05-20 19:59:15 -0400 <keithdeerfield> @RPMMAS @realDonaldTrump They seem to be working pretty good as his support continues to draw in many new liberals who are sick and tired of the Witch Hunt
998352484484689920 2018-05-20 19:59:15 -0400 <LouiseSchul1009> @realDonaldTrump Ever heard of Black Lung
