912104359197937665 2017-09-24 19:59:59 -0400 <rosewitch8591> @realDonaldTrump Americans should never condone you!
912104352562728961 2017-09-24 19:59:58 -0400 <locations131> @realDonaldTrump How is locking arms any different from kneeling? Still a protest...boy are you backpedaling.  😂😂😂
912104352537567234 2017-09-24 19:59:58 -0400 <SkipperEvan_> @realDonaldTrump   https://t.co/lkoPyqXFT8
912104352529240064 2017-09-24 19:59:58 -0400 <_lvyepes> .@realDonaldTrump  https://t.co/gvDd8tl5rz
912104352256548864 2017-09-24 19:59:58 -0400 <mrysmsll> @realDonaldTrump Courageous Americans have fought for our freedom. YOU must respect that. (Also, please resign.)
912104352097161221 2017-09-24 19:59:58 -0400 <rswittwer> @realDonaldTrump You don't decide what's acceptable. The Bill of a Rights decided that for us. 1st Amendment loudly protects our right to free speech.
912104352055209984 2017-09-24 19:59:58 -0400 <kwkmoo> @realDonaldTrump Good one, sgt. bone spur
912104351392571393 2017-09-24 19:59:58 -0400 <pmacentury41> @realDonaldTrump Clueless. Narsasistic loser. No heart, No soul.  https://t.co/2VLptliDFv
912104351249944576 2017-09-24 19:59:58 -0400 <Nairnschris3129> @realDonaldTrump Maybe you should focus on why they're  #TakeTheKnee or do you not care about that part ?
912104351174467586 2017-09-24 19:59:58 -0400 <HazGoneFishin> @realDonaldTrump Thank you President Trump for protecting American citizens! God Bless You, Sir!
912104351090569216 2017-09-24 19:59:58 -0400 <haley_calculus> @realDonaldTrump @TrumpTrain45Pac Maybe they will protest by not playing 🤔
912104351035932672 2017-09-24 19:59:58 -0400 <McLisamac402> @joinporptoday @realDonaldTrump No, terrorists. Any race, any creed
912104350780215296 2017-09-24 19:59:57 -0400 <sandyortolano> @CaroleRadziwill @realDonaldTrump Why don't you just leave the USA if you all can't handle 4 years we have more to worry about then your hatred for the pity's. Move on
912104350398533632 2017-09-24 19:59:57 -0400 <Mandabean26> @realDonaldTrump If making America safe is truly your intent, when can we expect your resignation?!
912104348213174272 2017-09-24 19:59:57 -0400 <Wenican> @precoousriley @KathyRadigan @DonnaWR8 @realDonaldTrump Well, tell me his name. Unnamed pictures are usually hacks.
912104346866847745 2017-09-24 19:59:57 -0400 <bobk20irish> @realDonaldTrump Mr. President, my 1st ever tweet. 100% behind you. Tired of these athletes thinking sports is a platform for politics. Shut up and play !!!!
912104346774470656 2017-09-24 19:59:57 -0400 <AycanEbe> @realDonaldTrump Don't you have better things to do, like running a country or something... it's not your job to butt in to sports issue, mind your business!
912104345839308800 2017-09-24 19:59:56 -0400 <ShopgirlAlic> How many Russians did Jared Kushner talk to from his private email account?@realdonaldtrump
912104345746915328 2017-09-24 19:59:56 -0400 <MikeMye08256263> @realDonaldTrump All NFL players are racist to USA  they hate their freedom fought for  but still want a boice
912104345654775809 2017-09-24 19:59:56 -0400 <michsokoloff> @docrocktex26 @VedEnvy @realDonaldTrump @GOP Yep , @GOP is just a guilty !
912104345012981760 2017-09-24 19:59:56 -0400 <MichealHoltTV> @realDonaldTrump You should get off your high horse
912104344874573827 2017-09-24 19:59:56 -0400 <CorneredCircCEO> NFL has nothing to worry about. @realDonaldTrump never follows through and won't call for a Boycott, he has no leverage. #SupremacistTrump
912104343784099842 2017-09-24 19:59:56 -0400 <VocalDemocrat> @realDonaldTrump Why are you obsessed with ratings? Try leading, turn off your TV, ya dope.
912104343620505601 2017-09-24 19:59:56 -0400 <yvonnebess> @realDonaldTrump Making america embarrassed and ashamed is what you are doing.
912104343221936128 2017-09-24 19:59:56 -0400 <egouveia73> @realDonaldTrump Presidents should never bad mouth citizens with legitimate grievances. Grow up!
912104342920007681 2017-09-24 19:59:56 -0400 <ActivistOrr> @tribelaw @realDonaldTrump He doesn't look small and pathetic; he IS small and pathetic
912104342789947392 2017-09-24 19:59:56 -0400 <BrandyJenell> @CNN I didn't know he had another shade besides orange....  Red isn't better, just different!  Rage isn't becoming of you @realDonaldTrump 😂
912104342118895622 2017-09-24 19:59:55 -0400 <4321PjW> @realDonaldTrump . It should be pointed out to players/coaches that we continue to be judged by the public in respect for the flag/country
912104341540089856 2017-09-24 19:59:55 -0400 <AmazingDouglass> @slalom1420 @Annabelle4SC @22LIZZ17 @realigningfaith @Evan_McMullin @realDonaldTrump John: Here is some Dr. King video. He speaks here about protesting. The First Amendment was his greatest asset.  And no flag trumps freedom…  https://t.co/BKbz7u9WyG
912104340298588160 2017-09-24 19:59:55 -0400 <DonChafin> @realDonaldTrump   https://t.co/TLhLxeYrdY
912104339891769345 2017-09-24 19:59:55 -0400 <RhondaArey> @annamariemoore @d_zbornakk @nowhitenonsense @realDonaldTrump Everyone went looney on me! Y'all sure do talk a lot about freedom of speech, but especially you and your little buddies
912104339455533056 2017-09-24 19:59:55 -0400 <SullivCheryl> @Impeach_D_Trump @BreakingDTrump @realDonaldTrump Have you finished the list of his accomplishments yet? I didn't think so, keep going...
912104339258445825 2017-09-24 19:59:55 -0400 <PoliticFairness> @realDonaldTrump they are just ashamed of its president!!!
912104339019304960 2017-09-24 19:59:55 -0400 <maggiecas> @MrTommyCampbell @realDonaldTrump You mean the Dems
912104338901880833 2017-09-24 19:59:55 -0400 <LisaLovesTrumpS> @Babyblack1977 @Rsyv8071 @bassfishinbabe @CoachTomlin @POTUS @realDonaldTrump wow when you use the word Dotard your are siding with North Korea, do you even slightly understand what that means??
912104338180366338 2017-09-24 19:59:54 -0400 <klepper_aaron> @realDonaldTrump It is their right as Americans to stand up or kneel for what they believe in.  Especially if it is standing up against racists like you.
912104337219964930 2017-09-24 19:59:54 -0400 <39or624> @realDonaldTrump #1 priority, absolutely.  DNC &amp; Liberals #1 priority is OPEN BORDERS &amp; ISLAM  The 2 things guaranteed to kill any non muslim country, YIKES!
912104337127636992 2017-09-24 19:59:54 -0400 <constance_813> @Alyssa_Milano @realDonaldTrump Talk about low approval ratings @Alyssa_Milano. You're at the bottom of the barrel.
912104336188207104 2017-09-24 19:59:54 -0400 <lcds2702> @realDonaldTrump   https://t.co/ayLcwwKPCC
912104335974256640 2017-09-24 19:59:54 -0400 <MaryAnneAntonel> @realDonaldTrump I am proud of each and every player who #TakeAKnee today. They were taking a stand for equality and basic human goodness.
912104335093374976 2017-09-24 19:59:54 -0400 <deadfish007> @realDonaldTrump Missed the class on the First Amendment ? Check out Republican Supreme Court's Decisions on flag burning - I forgot - you don't read-
912104334367670272 2017-09-24 19:59:54 -0400 <MichaelTurchin> @realDonaldTrump They're kneeling against YOU. Not our country. But YOU and PEOPLE LIKE YOU.
912104334229475328 2017-09-24 19:59:54 -0400 <FreedomFord14> @realDonaldTrump Exactly! If your offended by our National Anthem then don't play for the national football league!!!!
912104334082629632 2017-09-24 19:59:53 -0400 <Susanhtennent> @DonnaWR8 @realDonaldTrump @POTUS So you want trump gone?  Excellent!
912104334065729536 2017-09-24 19:59:53 -0400 <Sullchris> @4everNeverTrump @realDonaldTrump The flag is about our troops. Protest something else.
912104332761239552 2017-09-24 19:59:53 -0400 <Rene_gadeCowboy> @realDonaldTrump @PtriotofAlabama They shouldn’t condone draft dodgers or ppl that disrespect POW’s either. But yet here we are huh Donnie
912104332295905280 2017-09-24 19:59:53 -0400 <somesayclever> @StefMacWilliams @realDonaldTrump @PrisonPlanet You mean an issue of access to education
912104331020730368 2017-09-24 19:59:53 -0400 <bernie010146> @realDonaldTrump Nothing to do with the flag it was unity. Showing the world they stand together.
912104330270056448 2017-09-24 19:59:53 -0400 <GenceHervey> @realDonaldTrump Trump you don't know anything about honor with letting Russian in the White House c'mon man you disrespect the United States doing that
912104328936218624 2017-09-24 19:59:52 -0400 <philnevergiveup> It's disrespectful that we have a so called President @realDonaldTrump and his party who want to strip millions of healthcare   #ACA
912104328688680960 2017-09-24 19:59:52 -0400 <King_Griff> @realDonaldTrump You aren't president of the NFL. Please focus on YOUR job or #stepdown. Please! For the love of God!!!!
912104328659312640 2017-09-24 19:59:52 -0400 <FarrisGerald> Retweeted Donald J. Trump (@realDonaldTrump):  Making America Safe is my number one priority. We will not admit...  https://t.co/cijgEwfQVK
912104328520925184 2017-09-24 19:59:52 -0400 <jan_pierce> @Rixckydude @realDonaldTrump Absolutely!  🙏😊
912104327598215168 2017-09-24 19:59:52 -0400 <FrakerMonica> @realDonaldTrump Read the bill. Stop until you do. All these states loose $$$. You know what that's like? Captain Bankrupt.
912104326667128838 2017-09-24 19:59:52 -0400 <LeftyCarlton29> @realDonaldTrump Dear God POTUS, please focus on running the country and not the NFL. #thisisembarrasing
912104326520201216 2017-09-24 19:59:52 -0400 <lorenalashay> @realDonaldTrump SHUT THE FUCK UP!!!!
912104326469963776 2017-09-24 19:59:52 -0400 <JayGrussing> @realDonaldTrump I think if I made the League minimum I would think this is the greatest country in the world! What  ungrateful bastards!
912104326050516992 2017-09-24 19:59:52 -0400 <ctdphillips> @Stuntastic210 @realDonaldTrump He didn't realize the protestors might not be white.  @realDonaldTrump  is a racist first and foremost.
912104325899579393 2017-09-24 19:59:52 -0400 <MichelleSuitH> @realDonaldTrump Football is their job and like most jobs politics aren't allowed at work. Most ppl do &amp; should loose their job if they make the Co look bad
912104325677244416 2017-09-24 19:59:51 -0400 <RobsterInATX> @USAneedsTRUMP @realDonaldTrump Nope. He's also exercising his right to freedom of speech just like those who stayed inside. I thank him for his service. #TakeTheKnee
912104325631049728 2017-09-24 19:59:51 -0400 <Babyblack1977> @LisaLovesTrumpS @Rsyv8071 @bassfishinbabe @CoachTomlin @POTUS @realDonaldTrump I never argued he did wonders, not once did I say that! He’s human, he made mistakes, but I can admit that! I don’t treat Obama like he’s
912104325278773248 2017-09-24 19:59:51 -0400 <Jonatha28182800> @ElissaBass @realDonaldTrump At least I got my own basement not in my moms basement like you
912104324989427713 2017-09-24 19:59:51 -0400 <MariaLoddy> @realDonaldTrump Why don't you  learn the meaning of the flag, why black men are protesting, you have some nerve advocating to have players fired. #Joke
912104324733554689 2017-09-24 19:59:51 -0400 <OchoDeano> @realDonaldTrump We need our military taking care of as well as wall and taxes. Make them work with you sir! We stand with you!
912104324309721089 2017-09-24 19:59:51 -0400 <bird_messenger> @uninterrupted @KingJames @realDonaldTrump Sorry for the typos I'm on my phone! Read these rules in our schools! Ugh  https://t.co/NhyloZualg
912104323605307392 2017-09-24 19:59:51 -0400 <DustiRhodes> @realDonaldTrump Are you out of your fucking mind?  Oh wait...I know the answer.  YES YES YES.  Now STOP IT!
912104323424821248 2017-09-24 19:59:51 -0400 <IdahoZag> @realDonaldTrump   https://t.co/i4aX0uF560
912104323307511808 2017-09-24 19:59:51 -0400 <Melonica72> @ColumbiaBugle @realDonaldTrump Maybe
912104322229350400 2017-09-24 19:59:51 -0400 <larklittlefoot> @realDonaldTrump  https://t.co/tD9yceMcmK
912104321638117376 2017-09-24 19:59:51 -0400 <iamskepticaliam> @realDonaldTrump So you want constitutional rights taken away?  And you call the woman you fear "Crooked Hillary."  🤣
912104321487171584 2017-09-24 19:59:50 -0400 <MiddleEarth45> @ShannonJBryant7 @DoraBaker @LJLMETAL @dollamustard @realDonaldTrump In a way, I almost feel bad for you people. You'll be the first to get screwed and the last to realize it.   #MakeMordorGreatAgain #MMGA
912104321302573056 2017-09-24 19:59:50 -0400 <kkbear> @ToddHeadleeAZ @realDonaldTrump @POTUS alsoheard all bengals stood.
912104321021566977 2017-09-24 19:59:50 -0400 <morenoa128> @tedlieu @realDonaldTrump #POTUSTrump #cowardinchief
912104320543318016 2017-09-24 19:59:50 -0400 <UniversalFem> @realDonaldTrump Pssst. Hey dude. You keep insulting the North Korean guy like the rich, spoiled little brat you are, it won't matter how safely you vet.
912104320136564736 2017-09-24 19:59:50 -0400 <RUkiddi09839349> @CREWcrew @realDonaldTrump Didn't he offer access to otheres as well?
912104317930360832 2017-09-24 19:59:50 -0400 <ohwico> @realDonaldTrump Ratings worse than yours?
912104317510811648 2017-09-24 19:59:50 -0400 <Knspal> @ALT_uscis @realDonaldTrump He sure wouldn't that is exactly why he had his daddy buy his deferments. So very sad
912104317208940544 2017-09-24 19:59:49 -0400 <kjs3mom2> @realDonaldTrump It isn't about patriotism, but upholding the mission statement of USA: that ALL ARE EQUAL &amp; it hasn't yet been true. #BlackLivesMatter
912104316890054656 2017-09-24 19:59:49 -0400 <DSAC502> @realDonaldTrump Like your wife Mr. President? Or the thousands of soldiers that are fighting for our country? Or the ones that do all the dirty jobs?
912104316873461760 2017-09-24 19:59:49 -0400 <HK47_Actual> @OfficeOfMike @realDonaldTrump Analysis: That seems statistically impossible, meatbag, considering how many Americans do not support him even on this very post.
912104316730855424 2017-09-24 19:59:49 -0400 <SheilaKremer1> @realDonaldTrump This coming from a draft dodger who was neither patriotic nor courageous when he used bone spurs as an excuse to not serve in Vietnam. Sad.
912104316520996864 2017-09-24 19:59:49 -0400 <JWDesignsOregon> @realDonaldTrump Hey here's an idea - start helping Puerto Rico and voicing your support; NFL should a little farther down your presidential to do list
912104316420292608 2017-09-24 19:59:49 -0400 <maryoflourdes> @realDonaldTrump @Studpardee NFL did more today to protest America than it's ever done to protest domestic violence by its players. Congrats Roger!
912104316265275392 2017-09-24 19:59:49 -0400 <JerryStern2> @realDonaldTrump You can only get things to work by executive order because not even republican congress will agree with your asshole opinions  and requests
912104316139298816 2017-09-24 19:59:49 -0400 <ORMarkRoberts> @realDonaldTrump Everyone's watching #footballnightinAmerica and this #Snowflake can't figure out why his ratings are so low #NBC
912104315380228097 2017-09-24 19:59:49 -0400 <Atabey_014> @realDonaldTrump   https://t.co/TOYDTPFru4
912104315241816064 2017-09-24 19:59:49 -0400 <MAGATRUMPMAN> @realDonaldTrump   https://t.co/djdwesOFWP
912104314985783296 2017-09-24 19:59:49 -0400 <1000thghostauto> @4everNeverTrump @realDonaldTrump Actually suggesting something is not a violation of the law.
912104314528702464 2017-09-24 19:59:49 -0400 <bethlefou> @VonKloss @wirelessruss @docmurdock @DonnaWR8 @realDonaldTrump @NFL You are pissed because YOU don't understand the U.S. Constitution?  That's precious.  You are a fake patriot, a nationalist, a jingoist...
912104314155417600 2017-09-24 19:59:49 -0400 <Mikemathewson4> @realDonaldTrump How do we feel about removing the anthem from sports that don't show respect? I'm sure the NFL will miss it when baseball reigns once again.
912104313601871873 2017-09-24 19:59:49 -0400 <MzWakeNBaker> @realDonaldTrump You will do whatever the law &amp; courts allow you to do! You are a public servant not a King #PompousPathologicalPOTUS #UnfitForOffice
912104313270308864 2017-09-24 19:59:49 -0400 <nurse_boi> @kingcotton15 @realDonaldTrump Tell him sis!! 😂😂
912104312699940864 2017-09-24 19:59:48 -0400 <manindotblack> @AusLoafer @jack @realDonaldTrump Oh my! You're so evil. Are you married...
912104312565792770 2017-09-24 19:59:48 -0400 <DavidEGress> #DotardDonnie aka @realDonaldTrump  a song does NOTHING for the dead. It is a military recruitment tool that gov paid NFL to play.
912104311852797952 2017-09-24 19:59:48 -0400 <Mi6Warner> @realDonaldTrump #WeAllKno, it could be a ADVNTR TRVL opp at that P.O.S. sale of tiny SD cards, by having #SafelyVet reps at electronic stores re: pacemakers
912104311555010560 2017-09-24 19:59:48 -0400 <wramsam> @ClassySnobbb @realDonaldTrump He must pay you well or use the campaign fundraising to do so.
912104311395667968 2017-09-24 19:59:48 -0400 <joylowell> @realDonaldTrump Players &amp; others are NOT protesting flag. They r protesting injustice &amp; racism. And they have that right. This is a Democracy!
912104311093645312 2017-09-24 19:59:48 -0400 <nedbiggs> @realDonaldTrump Revoke tax exempt status
912104311030734849 2017-09-24 19:59:48 -0400 <frielly13> @realDonaldTrump they are already there , sitting in your senate, mad bas**rd.
912104310992986113 2017-09-24 19:59:48 -0400 <pswilliamsii> @WSJ @realDonaldTrump lock him up
912104310401523712 2017-09-24 19:59:48 -0400 <TObabe64> @realDonaldTrump You mean this Penguin? Sidney Crosby is a CANUCK. You probably believe this game was rigged too. #ouriceishomeice  https://t.co/Bv1eoamtAA
912104309201952768 2017-09-24 19:59:48 -0400 <teachincrazyppl> @iDefyResistance @realDonaldTrump Actions drowned out words. Pretty sure racism, lies, and hate don't fit into God's plan.
912104309021700096 2017-09-24 19:59:48 -0400 <orgehell> @OwnYourWallet @realDonaldTrump   https://t.co/Jo0wV5q2rl
912104308732293121 2017-09-24 19:59:47 -0400 <jamesctolson> @realDonaldTrump go back to football peer 2009!
912104308593889281 2017-09-24 19:59:47 -0400 <slipperysubject> @realDonaldTrump get off your phone and make puerto rico safe
912104307306192897 2017-09-24 19:59:47 -0400 <Jackiesa4> @realDonaldTrump We should never condone a racist president .
912104307096395777 2017-09-24 19:59:47 -0400 <dhart2001> @sherlock31770 @realDonaldTrump @lisaedwards63 The Flag &amp; National Anthem stand for MORE than just those in military service. They represent the Constitution. The BASIS for America.
912104306844880896 2017-09-24 19:59:47 -0400 <HiDocBlanchard> @KJHoff99 @realDonaldTrump The average NFL career is 3 years. Sad!
912104306811265025 2017-09-24 19:59:47 -0400 <MissMiel> @DonnaWR8 @realDonaldTrump @thebradfordfile @NFL @dallascowboys Hmmm who is a better president: a brilliant constitutional scholar or a draft dodger used car salesman with a rich Daddy?
912104306328899587 2017-09-24 19:59:47 -0400 <thatkchat> @realDonaldTrump you should prob stop before you embarrass yourself hun
912104305481670656 2017-09-24 19:59:47 -0400 <mcmprescot> @realDonaldTrump We have freedom of speech guaranteed by the first amendment. Read the Constitution
912104305129398272 2017-09-24 19:59:47 -0400 <hbdanahy> @realDonaldTrump No, being a white racist is your number one priority
912104302772084736 2017-09-24 19:59:46 -0400 <pberken803> @realDonaldTrump Well, based on ur twitter account it appears your # 1 priority is taking away the 1st amendment rights of American citizens. #ignorantgasbag
912104302725992449 2017-09-24 19:59:46 -0400 <amchow14> @realDonaldTrump but you want to preach what a good person is. Your a joke  https://t.co/e4IS00oPIQ
912104302528860167 2017-09-24 19:59:46 -0400 <Nefcon4> @realDonaldTrump Wish we did that with the presidency
912104302361096192 2017-09-24 19:59:46 -0400 <rottenpeasant> @DonnaWR8 @realDonaldTrump @thebradfordfile @NFL Heros died for freedom of speech which is what this is. I would rather see traditional respect as well but must be true to freedom.
912104302235222016 2017-09-24 19:59:46 -0400 <MKRIZSA50> @RuslingSally @JasonOverstreet @realDonaldTrump   https://t.co/f7BO5YBfUL
912104302147141632 2017-09-24 19:59:46 -0400 <Panosfrmgoranos> @realDonaldTrump Treacherous Trump, I don't see Russia on the list, Why?
912104301505515520 2017-09-24 19:59:46 -0400 <Michael24529239> @KeithOlbermann @realDonaldTrump I believe the correct term, is draft "deferer". #resist #impeach
912104301505458176 2017-09-24 19:59:46 -0400 <ThePrairieAnn> @realDonaldTrump You are too blind to see, but they love and respect their country, it is you they are protesting! #racistinchief #Russia #1stAmendment
912104298649092096 2017-09-24 19:59:45 -0400 <Ttrader108> @realDonaldTrump It's called freedom of speech. Deal with it!
912104298431045632 2017-09-24 19:59:45 -0400 <lady_lagavulin> @GeorgeTakei He wants to deny that he's a #draftdodger too but he can't do either. @realDonaldTrump @POTUS
912104297986478080 2017-09-24 19:59:45 -0400 <Lga911Kelly> @realDonaldTrump That is bc they are states with highest Medicare/Medicaid that you want to cut. I hope at least 10 senators have common sense say NO!!
912104297399070720 2017-09-24 19:59:45 -0400 <Dobbyisfreetoo> @realDonaldTrump BS, you're a dratf-dodger. My husband is a vet, he says he defended the right to kneel, not the flag.
912104297273413633 2017-09-24 19:59:45 -0400 <KAShareef> @realDonaldTrump  PLEASE, YOU AINT BEEN RIGHT YET,DONALD
912104296136798208 2017-09-24 19:59:44 -0400 <jerry287141> @HFAMom @ALT_uscis @realDonaldTrump haha. Perfect, Justme. lol He is a joke.
912104295864008704 2017-09-24 19:59:44 -0400 <ConcernedinPV> @JacobAWohl @realDonaldTrump You're comparing Trump to Lincoln, Washington, Jefferson, Kennedy, etc? If I'm honest the answer is 44.
912104294840655872 2017-09-24 19:59:44 -0400 <chrisphxaz42> @danibostick @eugenegu @AustinOnSocial @realDonaldTrump In our opinion they need to find a less disrespectful way to protest if they hope for it to be effective in any way
912104294769360898 2017-09-24 19:59:44 -0400 <TLyz5> @realDonaldTrump Americans should never condone a "man" that colluded with Russia to win the presidency. USA should change our president!
912104294731612160 2017-09-24 19:59:44 -0400 <kg_nielsen> @realDonaldTrump With you in command, no one feels safe. Resign.
912104294165434368 2017-09-24 19:59:44 -0400 <VaughanSlade> @realDonaldTrump They didn't die for a flag, you incompetent buffoon, they sacrificed so that others could vote, peacefully protest, criticize leadership etc
912104293695664129 2017-09-24 19:59:44 -0400 <JeanCallahan> @realDonaldTrump Soon you will be impeached.
912104293557325824 2017-09-24 19:59:44 -0400 <jen_zook> @realDonaldTrump  https://t.co/JjNnnom9NV
912104293079101445 2017-09-24 19:59:44 -0400 <michaelkaf> @realDonaldTrump No outside terrorists have attacked the US. NONE FROM THE COUNTRIES YOU BANNED.
912104292563193856 2017-09-24 19:59:44 -0400 <CatWheeler1963> @wellmanten @DonnaKDDJ @L_u_cy @marianmweber @GawrshDarnnit @chilepeppermama @Trisha_Bateman @ezlusztig @realDonaldTrump @jack @MalcolmNance Obama ruined this country !!
912104292311457793 2017-09-24 19:59:44 -0400 <DontheArcher> @realDonaldTrump Oh I know a couple of policies that should change.  Just not at the NFL.
912104291996979200 2017-09-24 19:59:43 -0400 <dbhoy99> @mikejjamieson @realDonaldTrump BAHAHAHAHA!
912104291955101702 2017-09-24 19:59:43 -0400 <clubex> @realDonaldTrump PLEASE Resign for the good of the country......
912104291841843200 2017-09-24 19:59:43 -0400 <BearableMedia> @realDonaldTrump It appears your mother wasn't properly vetted as a parent because she allowed you into this world.
912104291405647877 2017-09-24 19:59:43 -0400 <ia_snowflake> @realDonaldTrump Just make sure it's not a cover 4 discrimination &amp; bigotry. We're watching &amp; don't like white nationalism. Bad 4 country &amp; economic growth.
912104291405512704 2017-09-24 19:59:43 -0400 <MilesBrianShep1> @AliCologne @realDonaldTrump How did he make the whole world unsafe. Because he wont put up with North Korea's crap or Iran.  Get a clue.
912104291380420608 2017-09-24 19:59:43 -0400 <TexansRevolt> @realDonaldTrump #dotard @POTUS keeps the racist thread going... now security, not football or healthcare, is his #1 priority, ie keeping out brown people.
912104291166560256 2017-09-24 19:59:43 -0400 <ChJLuc91> I agree 100% w/@realDonaldTrump Athletes in public-eye should stop the disrespect. Children r watching!  https://t.co/Ea75qRhzn5 via @fox13
912104290092756992 2017-09-24 19:59:43 -0400 <deadacated1> @realDonaldTrump trump is NOT a courageous Patriot.  He avoided being drafted because he had a sore foot.  https://t.co/OtklZ4qsFR
912104289023217664 2017-09-24 19:59:43 -0400 <BettySpeaks2020> @realDonaldTrump @PressSec No that's just what you told people to get elected.  Wrecking Havock  is your Number One priority with Diversion a close Second.
912104288951947265 2017-09-24 19:59:43 -0400 <auntjosie25> @realDonaldTrump ✊🏿✊🏾✊🏽✊🏼✊🏻
912104288918425600 2017-09-24 19:59:43 -0400 <MConcerns> @NBCNews You were warned way back when @realDonaldTrump when will you learn?  https://t.co/u8liNsHJLj
912104288582848512 2017-09-24 19:59:43 -0400 <prjctfish> @maggieNYT @SFDoug @realDonaldTrump I think it's only appropriate to start the phrase #CrookedJared unless he avoids the standards you held Hillary to
912104288238759936 2017-09-24 19:59:43 -0400 <Tinaleigh777> @realDonaldTrump Get the mental help you desperately need!
912104288192778240 2017-09-24 19:59:43 -0400 <russ_q> @realDonaldTrump @FLOTUS She might get to like hanging out in #Toronto while u golf..  ha ha Could not pick a better weekend.
912104288159096833 2017-09-24 19:59:43 -0400 <dona_stebbins> @DonnaWR8 @realDonaldTrump @thebradfordfile @NFL @dallascowboys Troll bot.
912104288121507840 2017-09-24 19:59:43 -0400 <em96maddog> @realDonaldTrump No they won't. Lol
912104287416676352 2017-09-24 19:59:42 -0400 <GeraldT40611958> @realDonaldTrump  https://t.co/CTsP79WhtH
912104287097856000 2017-09-24 19:59:42 -0400 <MaxwellSmart75> @realDonaldTrump @POTUS We will be much safer when you leave office. Resign now!
912104286854746112 2017-09-24 19:59:42 -0400 <bdog_mom> @realDonaldTrump You should be focusing on aid to Americans suffering on PR &amp;USVI, not tweeting out your ass to distract from Crooked Jared's personal email
912104285671796736 2017-09-24 19:59:42 -0400 <PD_Patten> @AntonioVarsaci @realDonaldTrump Ed is a bad ass!
912104285017489408 2017-09-24 19:59:42 -0400 <zooyork03> @ShroudSciuridae @ShaunKing @votevets @realDonaldTrump 👍🏼😂  I’m with you!!
912104284396822533 2017-09-24 19:59:42 -0400 <JacqueLarose> @realDonaldTrump   https://t.co/wMe1Uo9R5c
912104284233388032 2017-09-24 19:59:42 -0400 <tbaprn> @MSNBC @SpeakerRyan @MitchMcConell time to think about being done with @realDonaldTrump . Russian interference requires #recallelectionprez
912104284162002946 2017-09-24 19:59:42 -0400 <thornton_mandy> @imnottayediggs @mileskahn @realDonaldTrump keeps lying and saying it's about the flag so no one notices that he is ignoring Puerto Rico &amp; letting these people die
912104284019351552 2017-09-24 19:59:42 -0400 <JAnthony2854> @JAnthony2854: MASA, as the Creator will protect his faithful like you! @realDonaldTrump  jlucci
912104283243470848 2017-09-24 19:59:41 -0400 <psbuckner1> @IRdotnet @realDonaldTrump Someone yelled "squirrel" to take his tweets in a new direction for the day...
912104282891186177 2017-09-24 19:59:41 -0400 <flowers_tk> @realDonaldTrump  https://t.co/Xe6CgXPQ8b
