1074091735171653633 2018-12-15 18:59:59 -0400 <SandyBeach903> @realDonaldTrump  https://t.co/55nMzSuSbc
1074091659820969985 2018-12-15 18:59:42 -0400 <margculbster> @mshull05 @joncoopertweets @realDonaldTrump @VP @HillaryClinton You're telling a retired paralegal she's having trouble grasping how the law works? LOL!
1074091659678416896 2018-12-15 18:59:41 -0400 <lnTheBlackness> @WillieGarson @realDonaldTrump  https://t.co/M4AY2p4SlR
1074091658608824322 2018-12-15 18:59:41 -0400 <RPNsupporter> @Deplorable_D @parscale @realDonaldTrump Check out @realpresidnews for news with no hidden agenda!
1074091657413439489 2018-12-15 18:59:41 -0400 <mrose1965> @jones7955 @realDonaldTrump Good one! 👍
1074091656121597953 2018-12-15 18:59:41 -0400 <AltHutch> @Shadowspectre01 @donnie_maga @GreenMike16 @Nasty_1_ @FederalistNo78 @LoveAmericaNOW @marty713 @InmateTwitmo @TWITMO_INMATE @realDonaldTrump @GenFlynn @BradFitzpatriot @DougieFreshii @paulacblades001 @TheAmericanLef1 @WillOfThePeopl5 @SmackYeti @darla22686198 @MemeSyndicate @AnonymousInfo6 @TimMerr1tt @joshua_nimmons @Info5Anonymous @meadlynn1 @fcfootsteps @JustMeLiberty @Matthew22655 @WeThePeeps4517 @grabaroot @daisyboca @bella_pmk @Qtastic3 @_twiceborn_ @craigsolve @DreamwalkerWC @DaleDholc @AmericaHasBalls @thelionlogos @RickeyB11595096 @aleeyun_nvaazun @Sandfarmer007 @laztar11 @TrumpFrolicker @QBlueSkyQ @QAnon711 @goodmedicine4us @HBronnenberg2 @CylantJustice @RainmakerMays @intheMatrixxx  https://t.co/0f7CPLakoU
1074091655723147266 2018-12-15 18:59:41 -0400 <DearOldDave> @realDonaldTrump @POTUS gotta love an administration that has the same turnover rate as an establishment hiring entry level servers.
1074091654183833600 2018-12-15 18:59:40 -0400 <erich38> @realDonaldTrump Si hay alguien que vive en una burbuja de e espaldas a la honestidad y crispando a este país constantemente y que pagará bien cara su deleznable decisión a confrontar a la sociedad, es usted Mr. President
1074091649758842880 2018-12-15 18:59:39 -0400 <raziabm> @realDonaldTrump How about, you are under investigation individual 1...did u forget that? Distraction will NOT hide your crimes!
1074091649226149888 2018-12-15 18:59:39 -0400 <ChemPhD1990> @realDonaldTrump With respect Mr #Trump there is no universe in which one should celebrate 20 million people losing their insurance coverage, nor should anyone be celebrating the fact that insurance companies will once again be able to deny coverage based on pre-existing conditions.
1074091646411771905 2018-12-15 18:59:38 -0400 <Earth_Media_> @tedlieu @realDonaldTrump Or unless he's hedging because he's not too sure about Trump.
1074091645165920256 2018-12-15 18:59:38 -0400 <SwiftWriter> @SenSchumer @allgood_pat @realDonaldTrump Oh, Senator. He always looks weak.
1074091645015072771 2018-12-15 18:59:38 -0400 <HelpDanRoach322> .@realDonaldTrump made it to #POTUS only and only, because #google told him how to campaign, he builds buildings, he's a developer, as was his father, NO NO NO, he is imbedded into your government, through years of sacrifice, and loss, a lot of loss, so much he cant produce taxes
1074091642410426369 2018-12-15 18:59:37 -0400 <Geri_inlightof> @parscale @realDonaldTrump Oh give us a break YOU were with him ALL DAY🤣🤣 for what. As friend and chief consoler??  The article  talked about his RICH friends/ benefactors , a gaggle of political admirers and the law. Sorry, they are turning on him.
1074091638866100224 2018-12-15 18:59:37 -0400 <girolamo5151> @realDonaldTrump  enjoy
1074091638677372928 2018-12-15 18:59:36 -0400 <APinDenver> @TRUMPkittyMommy @MarthaOutlaw @realDonaldTrump We do? Really? What facts do you have that Mueller's "bad cop?" "Tucker &amp; Sean &amp; Infowars Boy said so" doesn't count. You can put quotes around "actual," &amp; I'm getting the feeling that you don't like things that are "actual," like facts, things that have "actually" happened.
1074091638329393152 2018-12-15 18:59:36 -0400 <LiquidSoul06> @KimKay42340563 @thecjpearson @realDonaldTrump Sigh. You sound like tech support when they are reading from an ,if A then B, screen
1074091637175808000 2018-12-15 18:59:36 -0400 <MisterXtfr> @realDonaldTrump Flat broke and out of business will describe you when you’re out of the White House. You’ve finally been exposed for the lying fraud you are
1074091636689387520 2018-12-15 18:59:36 -0400 <UkiVlad> @perlguy2 @realDonaldTrump @DineshDSouza Then you agree what he said about going after “those who employ them”?   https://t.co/JXUp0Cx4ga
1074091634810372097 2018-12-15 18:59:36 -0400 <Cornpop4Trump45> @realDonaldTrump
1074091632872501248 2018-12-15 18:59:35 -0400 <kdDesertRed> @realDonaldTrump @RyanZinke Yes- he raped the Country and made money doing it. He should be in prison - with you.
1074091632218169344 2018-12-15 18:59:35 -0400 <PttjQAB51Cldpv9> @realDonaldTrump 'Press', they never tell the truth. We can hear real stories from you Trump.
1074091631513620482 2018-12-15 18:59:35 -0400 <deservepljc53> @realDonaldTrump I want to use this opportunity to thank the children of God for helping many people and myself to solve our problems. Thank you for your mercy and favor.Thank you for your powerful prayers.Thank you for your generosity and support. Thank you for your lovingkindness. Well done.
1074091629596868608 2018-12-15 18:59:34 -0400 <Dunnetelli> @realDonaldTrump @RealJackSwagger I know a decent bricklayer called Jayo, you might want to get in touch with him soon tho, hes not cheap but he'll do ya a nixer
1074091626002141184 2018-12-15 18:59:33 -0400 <Deb98366C> @realDonaldTrump Never has there been such a L I A R as you!
1074091624869830656 2018-12-15 18:59:33 -0400 <angietho2> @realDonaldTrump What about your lovers? You know, the ones you paid to silence. #liar #hypocrite
1074091624634961921 2018-12-15 18:59:33 -0400 <amentotrump> @realDonaldTrump  https://t.co/l3zjj1SmXf
1074091623988977664 2018-12-15 18:59:33 -0400 <VE3ZKS> The hypocrisy that is today's #GOP. They embarrass themselves everytime they defend @realDonaldTrump. #smelltest #fail
1074091620369199105 2018-12-15 18:59:32 -0400 <LavonneAnn81> @realDonaldTrump Still on this old shit I see. Move on.
1074091616086958080 2018-12-15 18:59:31 -0400 <EmJay_USA> @realDonaldTrump @RyanZinke So another unethical Trupublican hog is leaving the trough. Too little, too late, Zinke. The House Democrats are going to get to the bottom of your 15+ ethics investigations since the spineless Republicans can't protect you anymore.
1074091610462478336 2018-12-15 18:59:30 -0400 <Streeteliza> @realDonaldTrump Acting because no one wants to sign up to be that close to you for too long. So is he a great guy?  Just want to know before he becomes a terrible person as that seems to be the way all your top people end up.
1074091603537612800 2018-12-15 18:59:28 -0400 <cmw41556407> @realDonaldTrump  https://t.co/tNympSgkH7
1074091603034296320 2018-12-15 18:59:28 -0400 <BandyPatti1> @realDonaldTrump @RyanZinke Smart guy.  Get out when the getting is good!!
1074091602602270720 2018-12-15 18:59:28 -0400 <thenickcaruso> @Diane_7A @realDonaldTrump Doesn’t even need to put on a costume
1074091600383422464 2018-12-15 18:59:27 -0400 <Chaddwith2ds> @PoliTalk101 @EmFan012 @Cindy02345050 @realDonaldTrump Hey.  I’m sorry for being so rude to u. No excuses.   I hope you accept my apology and we can both move on.  We are 2 people who both love our country and country-people and just have different views on what road to take to make sure we are all happy and free. Sincerely. #apology
1074091599569842178 2018-12-15 18:59:27 -0400 <nevinebaugh> @realDonaldTrump Mick is a complete A-hole.  I know an acquaintances of his from back in SC about boy he sounds like a real brat.  That's fitting for Trump though.....
1074091595035754500 2018-12-15 18:59:26 -0400 <loufiskwalsh> @realDonaldTrump An historic first!  First time in the history of our country that the Chief of Staff can be compelled to testify before Congress, since he was confirmed by Congress to be OMB Chief.  Thank you!  Makes a lot of things easier.
1074091592619716608 2018-12-15 18:59:25 -0400 <zeelister> @realDonaldTrump Personally I think you're screwed. Whining about your impending doom is pointless. Just put on that orange jump suit and do your time like a man.
1074091588840652801 2018-12-15 18:59:25 -0400 <JeffHahn12> @realDonaldTrump You are some kind of Knucklehead. GET OFF YOUR PHONE AND GO TO WORK!!!
1074091588605796352 2018-12-15 18:59:25 -0400 <rachel_x_graves> @realDonaldTrump Remember the Maine!
1074091587196592128 2018-12-15 18:59:24 -0400 <truthwarrior324> @RealMAGASteve @TishJames @realDonaldTrump Abuse of power.
1074091584382226432 2018-12-15 18:59:24 -0400 <dcnative2020> @realDonaldTrump Closed by their right leaning parent company for not towing the trump line and writing the facts.... they refused to be a shill for you.
1074091580758224896 2018-12-15 18:59:23 -0400 <cmercurial> @realDonaldTrump Shame on you again. Vicious name calling from the office of the President is just a failure of leadership and respect for the office you hold.  SHAME
1074091580120801280 2018-12-15 18:59:23 -0400 <shessowonderful> @chrislhayes I suspect that most of the donations were illegal and @realDonaldTrump and his crime family siphoned most of them for his business the same way he did with his “charity”.
1074091578917117953 2018-12-15 18:59:22 -0400 <XRpCult589> @VibeMotivation @realDonaldTrump @xrptipbot That’s weird, but still I appreciate it 👍🏻
1074091576467415043 2018-12-15 18:59:22 -0400 <Melissamosca54> @realDonaldTrump Never have WE had such a dishonest president!
1074091573070184449 2018-12-15 18:59:21 -0400 <watchman0016> @realDonaldTrump But #IvankasEmails
1074091572994527232 2018-12-15 18:59:21 -0400 <Pmminnis> @realDonaldTrump Lock him up
1074091567953137664 2018-12-15 18:59:20 -0400 <honeybee7885> @HeyGoKickRocks @realDonaldTrump *Yawn*  https://t.co/NoucIxiIMJ
1074091562949173248 2018-12-15 18:59:18 -0400 <gpsommo> @realDonaldTrump Never in the history of the USA has there been such a dishonest, lying and criminal president, worst ever by a long shot!
1074091562903060480 2018-12-15 18:59:18 -0400 <AlanSchmitt5> @realDonaldTrump @DonaldJTrumpJr Evidence of Comey/Mueller setup of Steve Paddock murdering 60 of our fellow supporters in the Las Vegas massacre also wiped clean Mr, President.
1074091561149812736 2018-12-15 18:59:18 -0400 <jmstefanac> @geoffdroberts @realDonaldTrump @tim_cook I knew there was someone I needed to thank for the sun... great job Geoff. Keep it up
1074091560269017089 2018-12-15 18:59:18 -0400 <garythebrave> @larryelder @realDonaldTrump Because THEY want to be the dictators.
1074091556137660417 2018-12-15 18:59:17 -0400 <5thGenCaliNativ> @realDonaldTrump Never in the history of our Country has the “President ” been more dishonest than he is today. Stories that should be good, are bad. Stories that should be bad, are horrible. Many stories, like with the REAL story on Russia, Trump’s colluding &amp; quid pro quo. Weak &amp; a TRAITOR!
1074091554556575744 2018-12-15 18:59:16 -0400 <JrLawrenceG> @realDonaldTrump @FoxNews That said, love how you continue to go to your dry well to suggest that Clinton conspired with Russia to LOSE to you. Now, if you follow the money and the number of people from your inner circle already convicted, it’s clear you’re the criminal here.
1074091550508965894 2018-12-15 18:59:15 -0400 <Pbrowning1811> @realDonaldTrump Do you seriously have nothing better to do than watch Trump TV and tweet about it? Seriously???? Give it a rest already
1074091549934403584 2018-12-15 18:59:15 -0400 <monicagately> @realDonaldTrump Happy Mueller Christmas! We wish a Mueller Christmas and a impeached and indicted New Year!!
1074091543701553153 2018-12-15 18:59:14 -0400 <MR1NDFL> @realDonaldTrump  https://t.co/MOw66E1S03
1074091542627774464 2018-12-15 18:59:14 -0400 <St8kout1> @realDonaldTrump  https://t.co/rNL6rESUxn
1074091542552461312 2018-12-15 18:59:14 -0400 <MargaretMaier2> @DonaldJTrumpJr @realDonaldTrump He’s awesome
1074091541256384512 2018-12-15 18:59:13 -0400 <rossalittle> @fakeflapper @realDonaldTrump So Russia buys media prejudice to produce a political win for their stooge, Trump, over their hated enemy (HRC) by investing oligarchical profits into social media with  physiological warfare in America &amp; YOU, a communist sympathizer, are okay with it; you’re an American traitor!  https://t.co/dNQiGyK9Dc
1074091535728369664 2018-12-15 18:59:12 -0400 <DianeDresdner> #CloseChildMigrantaCamp @realDonaldTrump
1074091533194981376 2018-12-15 18:59:11 -0400 <JHBoulware> @realDonaldTrump @senatemajldr @SpeakerRyan You guys promised repeal &amp; replace ACA. You couldn't repeal but now Texas court may have done what you couldn't do. You haven't come close to replacing ACA. If you don't fix it before 2020 elections Trump &amp; Republicans will lose big!
1074091529549930496 2018-12-15 18:59:10 -0400 <angelaj53> @realDonaldTrump  https://t.co/1NbHbNYXXn
1074091525892661259 2018-12-15 18:59:10 -0400 <MaryAnn11693> @DonaldJTrumpJr @realDonaldTrump Great idea, a little late?
1074091525762617344 2018-12-15 18:59:10 -0400 <SagesEpiphany> @TonyGinther @AnthonyBlacks11 @realDonaldTrump It's not even apple or cherry pie.... It's like gooseberry or mincemeat pie.... SHUT IT DONNIE!
1074091524399476736 2018-12-15 18:59:09 -0400 <RichardAgelink> @PassTheSalty @realDonaldTrump @GOP It’s sacrilegious on some level to pour out water in a desert.
1074091523455610881 2018-12-15 18:59:09 -0400 <lolsjou> @realDonaldTrump Them disliking you, as most people do, doesn't make you innocent of your crimes. Your logic is flawed dude
1074091522839048192 2018-12-15 18:59:09 -0400 <vetsickofit> @compassionsays @NancyPelosi @RepRoybalAllard @realDonaldTrump I knew you must not have a personal relationship with Christ. It truly is a better way of life.
1074091520406372352 2018-12-15 18:59:08 -0400 <MicheleRedding2> @realDonaldTrump Just as long as you remember that I do not seek, nor will I accept the job of Trump's Chief of Staff!
1074091513024438275 2018-12-15 18:59:07 -0400 <zaharasladyhawk> @JaeParks_14 @ruthiedavis @realDonaldTrump Pretty much I’d say. We only hear his public lies. What goes on behind closed doors?? No free gas ever☹️
1074091512730959872 2018-12-15 18:59:06 -0400 <nancytech> @DearAuntCrabby @realDonaldTrump I think it’s still less than his trips to Mar a Lago
1074091512256974848 2018-12-15 18:59:06 -0400 <maryforbus> @Tim_DFW @xkatemx @DeanObeidallah @realDonaldTrump All law that comes out of the House has to then be passed in the Senate and then signed by the president. I don’t get what you are trying to say
1074091510197510144 2018-12-15 18:59:06 -0400 <FuzzbeeMorse> @realDonaldTrump “We’ll have great health care!” is a meaningless statement, just as “repeal &amp; replace” was. Since you’ve never taken the trouble to educate yourself on this complex, life-altering subject, your words are doubly ignorant &amp; irresponsible. Many millions are affected by this. Learn!
1074091507970465793 2018-12-15 18:59:05 -0400 <douglasmday> @realDonaldTrump They deserve it, but not with me paying more, so they pay less.
1074091505437028354 2018-12-15 18:59:05 -0400 <NanaKP2112> @realDonaldTrump  https://t.co/6zXrenyqEe
1074091504728125445 2018-12-15 18:59:05 -0400 <msseetcy> @realDonaldTrump full panic mode bubba.. full panic mode lol
1074091502702379008 2018-12-15 18:59:04 -0400 <EirolltheThird> @irenecrist @realDonaldTrump Look at the date of the message. It’s a tweet that has aged like wine.
1074091502341640193 2018-12-15 18:59:04 -0400 <GlenSteen> @realDonaldTrump has so many lies going, he can't possibly keep them straight.  Trump is using his favorite excuse: He didn't know it was happening! Here's how the lie evolves.  https://t.co/60tbqye244 via @thinkprogress
1074091500856840192 2018-12-15 18:59:04 -0400 <michele_a_smith> @realDonaldTrump @RyanZinke If you are thinking of @ScottWalker as a replacement, please know that he doesn’t know how to use a venn diaphragm
1074091500395524097 2018-12-15 18:59:04 -0400 <TapestryofPeace> @realDonaldTrump TRUMP AND GOP LIED about covering preexisting Conditions. Democrats told us they were lying they voted over 50!times to gut coverage. Here we go folks.   https://t.co/uIonj0o4ZZ
1074091500189966336 2018-12-15 18:59:03 -0400 <Deplorable_D> @parscale I disagree. I think they've been this lying &amp; deceitful for a long time, we just didn't realize it until TDS caused their mental meltdown to erode the cover of their conspiratorial bias.  THANK YOU @realDonaldTrump for exposing the #FakeNews for who they TRULY are.
1074091498600161280 2018-12-15 18:59:03 -0400 <SmithFamilySays> @realDonaldTrump Here's a story for you.  Many respected legal analysts are saying your best chance of surviving the mess your in is to resign and concentrate on your defense and plea deal. Sounds like a winning idea to me.  #Trumpresigns
1074091495618076672 2018-12-15 18:59:02 -0400 <eainsaunt> @realDonaldTrump Flat broke is what you’re going to be after our Justice system gets through with you and your crooked family.
1074091493562843136 2018-12-15 18:59:02 -0400 <FrancaRose33> @_mattstock_ @cobracommandr15 @HollyCabot @warNuKE_ @benshapiro @BillKristol @realDonaldTrump 😏
1074091492875091971 2018-12-15 18:59:02 -0400 <K201820> @4YrsToday Continue. @realDonaldTrump @POTUS ...sounds like we are hunting.
1074091491314798593 2018-12-15 18:59:01 -0400 <duucellier_toby> @MainelyLiberal @KellyO @realDonaldTrump You must sleep all day every day. Even the Dems have stopped trying to make "Russian collusion" a thing. It's over. Mueller's got nothing.
1074091491037995008 2018-12-15 18:59:01 -0400 <EmpireOfDirt2> @tackettdc @maggieNYT terrible, disgusting, indefensible: Aren't these the core adjectives that describe the Republican Party now? I might have missed a few (or maybe more than a few). Just how far will this slide in Republican standards take Lincoln's party? #MAGA .@realDonaldTrump  https://t.co/hK9HoqzxWS
1074091488856948746 2018-12-15 18:59:01 -0400 <trumphet2020> @realDonaldTrump @POTUS @realDonaldTrump you b in trouble if Democrat wins the 2020 presidential election. Shutdown the mueller investigation now!! You need to survive!!!!!
1074091488332660736 2018-12-15 18:59:01 -0400 <amylrobinson> @realDonaldTrump Really great for people with preexisting conditions!  Great for insurance companies! Very awesome--good job!🤥
1074091484218093568 2018-12-15 18:59:00 -0400 <MikeSpalding9> @DonaldJTrumpJr @realDonaldTrump Your father is such a great president and has a big heart inside,despite being a powerful wealthy businessman, who has good intentions. Unfortunately he is being relentlessly attacked by the democrats, liberal media and forces of the deep state, stay strong for us and God Bless!!
1074091478891122688 2018-12-15 18:58:58 -0400 <SheilaFlesch> @Houston_Vicious @intheMatrixxx @POTUS @realDonaldTrump  https://www.  https://t.co/vlEIC9JhhY  There is a 6 year old boy in Texas ,whos mother is a pediatrician, she decided he should be a girl when he was 3,court backs her on it because its politically correct   https://t.co/YbDVOGja1t
1074091477943214080 2018-12-15 18:58:58 -0400 <Biobud1> @realDonaldTrump Another lie from Trump!
1074091476630560768 2018-12-15 18:58:58 -0400 <_mitchmitchell> @LBF777 @realDonaldTrump Clearly you don't understand '4D chess' 😂 it's all about playing the long game...
1074091476626391046 2018-12-15 18:58:58 -0400 <cmw41556407> @realDonaldTrump @POTUS  https://t.co/tNympSgkH7
1074091471719067648 2018-12-15 18:58:57 -0400 <Carolyn33630455> @realDonaldTrump Where is Mr. Huber? I fear for his safety!
1074091469080854528 2018-12-15 18:58:56 -0400 <LuzyanetveraMe2> @DELAESPRIELLAE @GOP @realDonaldTrump Muy inteligente .
1074091455399030784 2018-12-15 18:58:53 -0400 <otdon> @realDonaldTrump @RyanZinke Why Was Our Country Subsidizing George Soros and His Socialist Agenda Open Society World Wide? @JudicialWatch has the records of this TREASON to a Free Country. This And All The Disgusting Outrages Dishonorable Behavior Of LawMakers and Media attempting a COUP MUST STOP NOW!  https://t.co/yfBDmgFU52
1074091455059238913 2018-12-15 18:58:53 -0400 <KarlaBotts> @MollyJongFast @parscale @realDonaldTrump  https://t.co/VVlbEm5A2Q
1074091454111203328 2018-12-15 18:58:52 -0400 <born2synthesize> @realDonaldTrump DEBUNKED DON. Everywhere else but here. @foxandfriends @CNNPolitics @maddow @csmonitor @NewsHour @CBSNews @CBCNews @BBCBreaking @WhiteHouse @VP @PressSec
1074091453939400704 2018-12-15 18:58:52 -0400 <Isaacresek> @DonaldJTrumpJr @realDonaldTrump Don’t give up please stay strong.
1074091453851283456 2018-12-15 18:58:52 -0400 <ewi4life> @realDonaldTrump President Trump, it's time to put all these people in front of a judge and jury and if found guilty then suffer the consequences. Enough of these people trying to hijack our country.
1074091449426137088 2018-12-15 18:58:51 -0400 <jonesry10> @viney_carol @DonaldJTrumpJr @realDonaldTrump Healthcare in Canada is free. My dear, you should see a doctor.
1074091446859427851 2018-12-15 18:58:51 -0400 <bamafanonly> @IrreverentDuo @realDonaldTrump @SteveSchmidtSES Nope.  You missed it by a hair.  And a brain.
1074091446230310912 2018-12-15 18:58:51 -0400 <deepvard> @BlueGhost40_ @BryanDawsonUSA @FoxNews @FoxFriendsFirst @realDonaldTrump @VP @GOPLeader @GOP @ChuckGrassley @senatemajldr @LindseyGrahamSC @marcorubio @tedcruz @RandPaul @RickSantorum @seanhannity @IngrahamAngle @TuckerCarlson @megynkelly @AnnCoulter @DineshDSouza @DRUDGE_REPORT @BreitbartNews @grovernorquist
1074091444959236097 2018-12-15 18:58:50 -0400 <Ggoldenowski> @realDonaldTrump Before you start tweeting about the cost, facts are it hasn't cost anything yet. Mueller is doing far better than Mexico is paying for that wall. Hey, maybe Mueller could give you some of his extra money.
1074091436839194624 2018-12-15 18:58:48 -0400 <BBCWBeaver> @KellyannePolls @realDonaldTrump @WhiteHouse Shame DJT thinks rather differently.
1074091431931850757 2018-12-15 18:58:47 -0400 <carogonza> @realdonaldtrump but you couldn't go on Veteran's day?  What a staged phony photo op!
