1203101813991518208 2019-12-06 18:59:59 -0400 <KickAssfortheL2> @realDonaldTrump
1203101796648046593 2019-12-06 18:59:55 -0400 <Laurenciamata> @realDonaldTrump Now discuss Jamal Khashoggi and the barbaric way he died at the hands of Saudi agents authorized by the Kingdom
1203101796371193858 2019-12-06 18:59:55 -0400 <indyguju> @realDonaldTrump Really? Did the king say reporters are an exception? That they can be hacked with a chain saw and the Saudis won’t have a problem with that?
1203101795309907968 2019-12-06 18:59:55 -0400 <GiGikub> @Jim_Jordan Drunk and "prayerful" Nancy Peelousy probably will have someone else count the votes. @seanhannity @LouDobbs @TuckerCarlson @realDonaldTrump @DonaldJTrumpJr @IngrahamAngle @JudgeJeanine @michellemalkin @DevinNunes @rushlimbaugh @glennbeck @GOPChairwoman
1203101793288245248 2019-12-06 18:59:54 -0400 <lives_andy> @SocHoliday @Yung_Goten_ @eugenegu @realDonaldTrump @lopezobrador_ Excuse me? 🤣🤣
1203101792449519616 2019-12-06 18:59:54 -0400 <SCunny01> @WillBean88 @GingerC38979225 @GeraldoRivera @DonaldJTrumpJr @realDonaldTrump Was it there before our intervention?
1203101792428535810 2019-12-06 18:59:54 -0400 <PierreTurgeon77> @MatthewJshow @realDonaldTrump @Lancegooden  https://t.co/GqvbZzZjgO
1203101790046162946 2019-12-06 18:59:53 -0400 <Bill_Shapiro> @TZoningHard @realDonaldTrump @lopezobrador_ Of course they do. It’s money out of their pockets one way or another. Had Trump told the truth and said, “your taxes will fund this,” he would have lost the election.
1203101788745940993 2019-12-06 18:59:53 -0400 <bacchaus351> @Commonm69164249 @Mason38440347 @Can2geterdone @SidneyPowell1 @realDonaldTrump @POTUS @GenFlynn Was your irony bypass surgery covered by pre-existing conditions?
1203101788389494784 2019-12-06 18:59:53 -0400 <KJThibault> @ThisWeekABC @TheDemocrats @JonathanTurley @realDonaldTrump @RandPaul @Jim_Jordan @RepRatcliffe @RepMcClintock Forgot to mention regime-change wars, drone strikes, renditions, domestic surveillance, erosion of civil liberties &amp; privacy; abandonment of due process of law &amp; kangaroo courts- thanks to PATRIOT Act/NDAA! If we actually cared, we'd restore our Constitution!
1203101787915337734 2019-12-06 18:59:53 -0400 <real_trump_news> @realDonaldTrump Nobody loves your lumpy ass. Not @MELANIATRUMP or @DonaldJTrumpJr or @erictrump or @RudyGiuliani and definitely not your daughter-wife @IvankaTrump but I'll bet @JerryFalwellJr would give you a good poke, right, Jer?
1203101785268768768 2019-12-06 18:59:52 -0400 <ThebestofRicha1> @SenateGOP @SenThomTillis @PTA4AllKids @northcarolina @NorthCarolina4H NC should send Sen Tillis packing for taking money away from the state. Isnt it supposed to be his job to do the opposite? #helpsHimself #EnemyofNC Helps @realDonaldTrump while hurting NC. #shameful #80million
1203101784388050949 2019-12-06 18:59:52 -0400 <awalessm> @NPR @TheDemocrats should respond with @realDonaldTrump has wasted enough taxpayer money with his pretending to be a leader charade. Seriously he spends more time playing golf funneling money into his own pockets than he does giving a shit about this country. Time for him to GO
1203101783825870849 2019-12-06 18:59:52 -0400 <robinandriver> @laurachvycamaro @nephraz @RepDougCollins @realDonaldTrump but your not, "Laura" &amp; neither are the Americans. In fact, repubs had majority for the last 13 years &amp; didnt impeach Obama or  investigate corruption in Ukraine when they could.
1203101782152531969 2019-12-06 18:59:52 -0400 <AntiTrump4Ever1> @Yung_Goten_ @eugenegu @realDonaldTrump @lopezobrador_ Hahaha
1203101779073937408 2019-12-06 18:59:51 -0400 <DMLNewsTeam> @realDonaldTrump I find this very disappointing! First you were going to tariff Mexico and you backed down and now you are backing down on the cartels!TRUMP TWEET: Releases statement on decision about designating cartels as terrorists  https://t.co/KhnnXa5T1s via @realdennislynch
1203101779019231232 2019-12-06 18:59:51 -0400 <TomThum55381215> @LisaFayD @GOPChairwoman @realDonaldTrump  https://t.co/f00ky04WKz
1203101778784317441 2019-12-06 18:59:51 -0400 <LuLucy8> @jvharris65 @GaleTStrong @realDonaldTrump Just now believing? I know you jest
1203101778117582848 2019-12-06 18:59:51 -0400 <aussiecobra> @realDonaldTrump You really shouldn't say that Donnie.
1203101776259493894 2019-12-06 18:59:50 -0400 <wilsonee> @realDonaldTrump @lopezobrador_ Consider adding #ShiftySchiff and the Democrats as terrorist organizations!  https://t.co/2gOcBFSwpi
1203101774690709506 2019-12-06 18:59:50 -0400 <JimBrownBT> @TheEconomist @realDonaldTrump FYI
1203101773902360576 2019-12-06 18:59:50 -0400 <tacocarebear> Scholars, Donnie @realDonaldTrump, mean people a hell of a lot smarter than you...  You are a traitor
1203101773721980928 2019-12-06 18:59:50 -0400 <DeeDee69208019> @realDonaldTrump @Lancegooden Stop messing around and stand up to the during squad
1203101773692637190 2019-12-06 18:59:50 -0400 <89VWGolf> @kylegriffin1 Or @realDonaldTrump you could change the color of your skin makeup
1203101773335953408 2019-12-06 18:59:49 -0400 <recvolcano> @realDonaldTrump  https://t.co/JgH9oVKay7
1203101770131619840 2019-12-06 18:59:49 -0400 <SnarkyGuys> @ewarren Nobody was “ pushed” out? They chose to end their campaign in the race to lose to @realDonaldTrump in 2020
1203101768059670529 2019-12-06 18:59:48 -0400 <malvolio29> @realDonaldTrump #khashoggisayshi
1203101768038715392 2019-12-06 18:59:48 -0400 <ShadowCarol> @realDonaldTrump And I am guessing Trump offered the Saudi's King anything he wanted if he would help Trump get elected.
1203101766633562112 2019-12-06 18:59:48 -0400 <lcgresham1222> @GOPChairwoman @realDonaldTrump We the People elected the House by POPULAR VOTE!
1203101766323232768 2019-12-06 18:59:48 -0400 <BillThomasBass> @seaweed71075 @realDonaldTrump But they got jobs!
1203101763882176512 2019-12-06 18:59:47 -0400 <LTD765> @SpeakerPelosi @NoFoxnewstoday #FakeNews won't comment on #NancyPelosi agenda to move America forward,,, They rather ask stupid ass nonsensical questions like who hates #Trump &amp; not ask @realDonaldTrump to quit obstructing #ImpeachmentHearing
1203101762099372032 2019-12-06 18:59:47 -0400 <AndiMarcus> @BrianKarem @realDonaldTrump I know a BM in the Oval Office that needs an infinite amount of flushing but seems to be stuck.
1203101759952080901 2019-12-06 18:59:46 -0400 <LaGill714> @AlyssaDowning01 @CaptinCrooks @realDonaldTrump Do you know anything about the cartels and just how brutal they are? A border patrol agent said the other day that nobody crosses the border without paying the cartel. We should be doing everything possible to stop that shit.
1203101759196954624 2019-12-06 18:59:46 -0400 <whaley1212> @MarkClodfelter @realDonaldTrump @lopezobrador_ ADP uses their client base to determine job growth. Only their clients.
1203101758546960385 2019-12-06 18:59:46 -0400 <Candyebee1> @realDonaldTrump   https://t.co/x8lJNCXUVR
1203101757200465920 2019-12-06 18:59:46 -0400 <JezmundPhamily> @realDonaldTrump @Lancegooden You should show those dirty Dems what’s what by testifying under oath during your trial. You’re nothing like OJ, you have nothing to hide!. #TestesToTestify
1203101755598393346 2019-12-06 18:59:45 -0400 <RobbieBeTweetin> @realJinxd @BlueGirlsRule @realDonaldTrump You might be confusing the real estate transaction with the leasing of entire floors of Trump Tower for a century....
1203101754998558721 2019-12-06 18:59:45 -0400 <DontBHypocrites> Hello! @realDonaldTrump, how come no one else looks orange if they're sitting next to you? 🤨  Answer: It's not the #lightbulbs, you're putting too much tanning color on, lay off the tanning spray. 🍊  😂😂😂
1203101754138583040 2019-12-06 18:59:45 -0400 <DJBhumanist> How does a serial racist run America? Like wtf. @realDonaldTrump
1203101754058887168 2019-12-06 18:59:45 -0400 <ObeeWhen> @phil_bik @MSNBC @MaddowBlog @realDonaldTrump Conservatives believe that everyone that helps Trump is squeaky clean and "the best people". Enter - Manafort, Stone, Flynn, Gates, Cohen, Papadopoulos, It's not the democrats courting Russky propaganda.
1203101753752711168 2019-12-06 18:59:45 -0400 <JeffBooth17> @B52mechanic @robertjeffress @realDonaldTrump @POTUS @LouDobbs @FoxBusiness What category of Trump supporter are you? Cult member or mobster?
1203101753039704065 2019-12-06 18:59:45 -0400 <hectorjesus55> @adiazpi @POTUS @realDonaldTrump Inche lamehuevos.
1203101752624635904 2019-12-06 18:59:45 -0400 <unclewaleed> @realDonaldTrump The people of Saudi Arabia offer condolences to the friendly and ally American people and wish their safety to their country. We say that this incident and this dirty act does not represent the Saudi people or their government.  https://t.co/lrSwxGkQKQ
1203101751030767619 2019-12-06 18:59:44 -0400 <laffingpines> @realDonaldTrump The Democrats are doing the work of Congress.... you and the GOP are too busy creating fantasies and thinking up bullying tactics.
1203101750280019970 2019-12-06 18:59:44 -0400 <RealUnfakeNews> Things I trust more than @realDonaldTrump :  1. A Minnesota turn signal 2. A @tacobell  fart 3. The @Bengals playoff chances.
1203101750019973126 2019-12-06 18:59:44 -0400 <rotomasyon> @FLOTUS @EmineErdogan   @realDonaldTrump  https://t.co/OyBuavp1Bg
1203101748354846722 2019-12-06 18:59:44 -0400 <freethinkma> @MatthewJshow @realDonaldTrump You need to step down from your ridiculous twitter platform
1203101748304457728 2019-12-06 18:59:44 -0400 <CBRN_CS_Burns> @my3monkees @realRyanJensen1 @realDonaldTrump True but we will definitely know in the next couple of weeks.
1203101748262359040 2019-12-06 18:59:43 -0400 <BiloHak> @realDonaldTrump Permit US companies the right to make what we buy from the cartels. Then they'll really get pissed. No solution.
1203101746400133120 2019-12-06 18:59:43 -0400 <moviegeekjn> @TheDemCoalition @RudyGiuliani @GOP @realDonaldTrump Rudy is looking forward to eventual pardon
1203101744017756160 2019-12-06 18:59:42 -0400 <deepbluethinker> @MikeKellyPA @POTUS @realDonaldTrump How about the 30% tariff tax on everyday purchases?  Oh yea
1203101742935814149 2019-12-06 18:59:42 -0400 <MahaleyKellye> @AlariaRoguee @ChrisJGilbert78 @dvillella @GOPChairwoman @realDonaldTrump By the way most of the states Trump won couldn't survive financially without California.  Of course California would be much better off without them.
1203101741689917440 2019-12-06 18:59:42 -0400 <nmsusarah> @Yehudah927 @HoodlumRIP @GOPChairwoman @realDonaldTrump No, the majority are for impeachment, but keep spouting those talking points. The rest of us will do the work to save our democracy.
1203101741102714880 2019-12-06 18:59:42 -0400 <nosmokeed> @AdrianaCohen16 @SteveScalise @realDonaldTrump @PressSec @GOP This article won't age well. One point I must make. When you wrote: "Democrats aren't doing the work of the American people --- work they were elected to do," you lied. Not made a mistake, not overlooked something. You lied. Dems have passed around 400 bills this year, most...
1203101739404210191 2019-12-06 18:59:41 -0400 <MateoYorke> Can’t wait for this dumpster fire of a year to be done. Can we try to be more positive for the last 26 days of the year? I unfollowed @realDonaldTrump to start.   Try @evilpez4 and @mikelondoncan for some real inspiration. #2019
1203101737050988544 2019-12-06 18:59:41 -0400 <sanchohack> @IronStache @realDonaldTrump said one person ever
1203101735599910912 2019-12-06 18:59:40 -0400 <UptownMartha> @JoyAnnReid @realDonaldTrump #IdiotInChief #ImpeachAndRemoveTrumpNOW
1203101735469953024 2019-12-06 18:59:40 -0400 <SStirfry> @rashida_ob @Wutaii1N @realDonaldTrump @lopezobrador_ you have no clue...do you?
1203101733414682624 2019-12-06 18:59:40 -0400 <Jose4GG> @BobbyDineros @realDonaldTrump @lopezobrador_ Well, I don’t think legalizing things like crack, cocaine, methamphetamine, could be a great idea. In terms of economic grow I understand it, but in other aspects of the society it can go wrong ver hard very fast.
1203101732370182144 2019-12-06 18:59:40 -0400 <JL42789377> @ScottFordTVGuy @realDonaldTrump Don't let other people get to you!  Took me a long time to actually Not care, but omg life has been so Amazing ever since!
1203101732256878593 2019-12-06 18:59:40 -0400 <Teresa37725096> @ChristieMcKaig1 @NancyDyson15 @fcwic1 @realDonaldTrump @lopezobrador_ @GenFlynn @AGWillliamBarr @RepMattGaetz @DonaldJTrumpJr @Jim_Jordan @RodEccles @DiamondandSilk With your logic, I can write down all acount numbers from a bank I work at and take them home. You think that is good?
1203101731577647104 2019-12-06 18:59:40 -0400 <BuccoJosbucco> @nyjocool @realDonaldTrump Do you really believe in the way the Democrats have gone about this?  You can’t be.
1203101730986188802 2019-12-06 18:59:39 -0400 <FalzoMarc> @realDonaldTrump @Lancegooden To all you haters.... Trump WILL win by a LANDSLIDE!!!!!!! #MAGA
1203101730528878592 2019-12-06 18:59:39 -0400 <JCulligano> @mmpadellan @realDonaldTrump ❤️❤️❤️❤️❤️❤️
1203101728482168833 2019-12-06 18:59:39 -0400 <tkpillman2> @realDonaldTrump Patience grasshopper!
1203101724510183424 2019-12-06 18:59:38 -0400 <Dale00988287> @JacksonPercy4 @realDonaldTrump @lopezobrador_ What did he make up?  I'll wait
1203101723679698944 2019-12-06 18:59:38 -0400 <spetersen175> @RepAdamSchiff What @realDonaldTrump #TheWhiteHouse seem to want more than anything is to do away with #Congress and just declare @POTUS King
1203101721976811522 2019-12-06 18:59:37 -0400 <BRico1776> @RodneyEvans @realDonaldTrump I heard that a few years ago. Good question to answer with, ‘No’.
1203101721347670016 2019-12-06 18:59:37 -0400 <annierrobins> @thesergvicente @realDonaldTrump Hmmm, is it the things that are connected to your candidate Joe Biden's hairy golden legs that little black kids like to stroke, according to him?
1203101721234296833 2019-12-06 18:59:37 -0400 <cr1_cynthia> @realDonaldTrump @Lancegooden It’s a tweet form letter. So thoughtful
1203101720131321856 2019-12-06 18:59:37 -0400 <island00girl> @realDonaldTrump So Rudy is in Ukraine telling them they won’t get their last $35 million until they get something on Biden...GOP and you still conspiring to win you the election again. Wow Russia must have something really BIG on all of you.
1203101718562652160 2019-12-06 18:59:36 -0400 <ImDougJones> @KagroX Why is no one else orange? @realDonaldTrump   #Idiot
1203101717966905345 2019-12-06 18:59:36 -0400 <elsantobest> @realDonaldTrump Trump summoning his hoes to defend him against his impeachment trial.  https://t.co/oO8yNFKQsq
1203101717002358790 2019-12-06 18:59:36 -0400 <CountryOverPar5> @SteveScalise @realDonaldTrump Racist, just like Trump!  https://t.co/n5lhR1SquY
1203101715639091202 2019-12-06 18:59:36 -0400 <naturepixels> @realDonaldTrump "if you are going to impeach me, do it now, fast, so we can have a fair trial in the Senate, and so that our Country can get back to business.'"  What you mean is you want this to go to the Senate so McConnell can squash it without looking at the evidence.
1203101715395952641 2019-12-06 18:59:36 -0400 <BrewsHoos> @realDonaldTrump Exhibit #74 of the POTUS giving Saudi Arabia a pass on doing harm to US Citizens.   Republicans are so naive.
1203101714645159937 2019-12-06 18:59:35 -0400 <LamarJacksonJr> @GOPChairwoman @BobMilbrandt @realDonaldTrump 😄😄😄 and Bloomberg won’t take all the guns.
1203101714607271936 2019-12-06 18:59:35 -0400 <VicVino1> @Scaramucci @realDonaldTrump It will take a long time to sort out, identify, investigate and charge the secondary and tertiary players in this whole Trump mess.
1203101714250792961 2019-12-06 18:59:35 -0400 <WhyGodMadTho> @MatthewJshow @realDonaldTrump What ever happened to "Bring our troops home"?
1203101713848135680 2019-12-06 18:59:35 -0400 <ladalavara> @DonaldJTrumpJr @realDonaldTrump "America, are you going to risk all that to a guy that can’t remember what state he’s in most days?"  Um, jr, that's your daddy.
1203101711944081408 2019-12-06 18:59:35 -0400 <torchbug2> @realDonaldTrump How can anyone complain. President Trump helped create another great month of jobs - Stock market record highs - His policies are working. If only the Do Nothing Dems could wrap their brains around all this great news for the USA 🇺🇸
1203101710882918401 2019-12-06 18:59:35 -0400 <Just_My_Exp> @Barbara95822712 @RJDownard @MIGOPChair @TeamTrump @realDonaldTrump Socialism like a post office ir public schools or roads?
1203101709565923328 2019-12-06 18:59:34 -0400 <thelibsnowflake> @realDonaldTrump @Lancegooden Haven't you learned what happens when you do this?
1203101708387323906 2019-12-06 18:59:34 -0400 <YallikMas> @AngrierWHStaff ... if we're worried about the Russians listening in on his conversations ... umm, they already know everything @realDonaldTrump knows.
1203101708341202945 2019-12-06 18:59:34 -0400 <jasonemry> @GOPChairwoman @realDonaldTrump "I'm not abusing my power... YOU'RE abusing YOUR power!" #IknowyouarebutwhatamI #nailedit
1203101705505837059 2019-12-06 18:59:33 -0400 <ttiger2004> @ScottFordTVGuy @realDonaldTrump You do you. Don't let anyone distract you from what you have got going on. No one is perfect, we all make mistakes, it's what we learn from those mistakes that define us as people...do we continue to make them or do something about it and strive to make sure we don't repeat them.
1203101704402505728 2019-12-06 18:59:33 -0400 <annstarrm> @Mrtimrock @realDonaldTrump @Lancegooden Miss them! ♥️♥️♥️🇺🇸👏
1203101702771159042 2019-12-06 18:59:33 -0400 <william54942282> @RodneyEvans @GayleCo38740931 @realDonaldTrump They should also be required to pass a drug test if you can afford drugs you don’t need food stamps.
1203101702758576128 2019-12-06 18:59:33 -0400 <ayayhellsyeah> @AndriyUkraineTe @RudyGiuliani @realDonaldTrump What a fucking joke, Rudy. You’re definitely goin down bro.
1203101702448177158 2019-12-06 18:59:33 -0400 <Troy89298611> @realDonaldTrump If even ONE more illegal gets through the border, SIGN IT!
1203101701785473024 2019-12-06 18:59:32 -0400 <jhuben1> @u1406 @realDonaldTrump 9/11 Khashoggi
1203101699482771456 2019-12-06 18:59:32 -0400 <NewsMX2> Por respeto a Andrés Manuel, retrasaremos el nombramiento de los cárteles mexicanos como Terroristas. Escribió @realDonaldTrump   https://t.co/ieEH9C4wf5
1203101699071782912 2019-12-06 18:59:32 -0400 <harry50hn> @realDonaldTrump Sorry but those you claim to be fake news are 1000 times more credible than anything you have said since you won the election! #Resign you fake!
1203101697322749952 2019-12-06 18:59:31 -0400 <W7VOA> #SCOTUS rejects @realDonaldTrump administration request to lift the hold on federal executions.  https://t.co/KW4Bpe4tCw
1203101696567762944 2019-12-06 18:59:31 -0400 <calvindewayne_> @Paula_White did you ever tell @realDonaldTrump about this????    https://t.co/DzfH62FZ5D
1203101696311877633 2019-12-06 18:59:31 -0400 <digTrump2020> @tommyleeedwards @realDonaldTrump Lies? You mean the entire dem party? I’ll wait to hear the lies that the greatest potus ever has been involved with. I’m sure you won’t be able to list any like most libtards. Go ahead and give it a try. #winningdaily #landslide2020
1203101696030920704 2019-12-06 18:59:31 -0400 <thrillofdesign> @realDonaldTrump @Lancegooden We don’t want anymore Republicans in Texas.
1203101695150055427 2019-12-06 18:59:31 -0400 <iazuze> @MitibAlghamdi @jarock89 @my_thousand @mmpadellan @realDonaldTrump We should stop pushing down oil prices for the americans and sell it to the russians, they’d be more grateful!
1203101693946322947 2019-12-06 18:59:31 -0400 <BillThomasBass> @realDonaldTrump @DocRock1007 Well fuck! There goes that theory,, whatever that means, but this looks good and it don't matter what team you're on.
1203101693111603201 2019-12-06 18:59:30 -0400 <quithidingfacts> @Alpha_Mike_Xray @charmedone626 @hungarian_kris @dcexaminer @realDonaldTrump  https://t.co/L3RmgIDOOS
1203101691660427266 2019-12-06 18:59:30 -0400 <ehg1979> @realDonaldTrump @lopezobrador_ Governing by watching Taylor Sheridan works.  For your next trick are you going try using eminant domain on some Montana ranchers monopoly on grazing land and build condos on it?
1203101690980814848 2019-12-06 18:59:30 -0400 <DanielaDea3> @HernanMejia @realDonaldTrump @Lancegooden 💪😍🇺🇸
1203101690334994432 2019-12-06 18:59:30 -0400 <FeoFugly> @namastecanucks @Scatterik @CallMeABotAgain @MatthewJshow @realDonaldTrump Or...that’s what narcissists SAY in order to deflect scrutinizing gaze from themselves
1203101689638801408 2019-12-06 18:59:30 -0400 <realFriedmanAvi> @realDonaldTrump @lopezobrador_ Donald Trump did not write a tweet with the word "Statutorily" by himself
1203101687088656384 2019-12-06 18:59:29 -0400 <3Publius> @realDonaldTrump Well we know you're a liar
1203101685972787200 2019-12-06 18:59:29 -0400 <schroedinger_> @realDonaldTrump @lopezobrador_ Sounds like you're weak on terrorism. Sad.
1203101682474848256 2019-12-06 18:59:28 -0400 <face23785> @JulioMontana16 @janashellbug @ChrisJZullo @realDonaldTrump @MariaBartiromo Just when I thought ya'll couldn't look more ridiculous, a false racism claim on an issue that has nothing to do with race and where race hasn't been mentioned. I accept your surrender. This isn't a serious discussion
1203101681711489024 2019-12-06 18:59:28 -0400 <RmJack13> @GOPChairwoman @realDonaldTrump Trump's corruption, which justifies impeachment, threatens to negate his tenure as president. It's his own damn fault.
1203101681673756673 2019-12-06 18:59:28 -0400 <apimpnamedBoogy> @realDonaldTrump @lopezobrador_ 😂😂this wont stop nothing because if us Mexicans aren’t selling drugs to Americans the Europeans will keep doing it as well.
1203101679601643520 2019-12-06 18:59:27 -0400 <smilingCatassin> @realDonaldTrump @Lancegooden I love these "total endorsement" tweets. Insert name &amp; location. They've worked oh so well so far.  Kompromats Always Grifting! Making Attorneys Grift Abroad!  #MAGA! #KAG!
1203101679278624768 2019-12-06 18:59:27 -0400 <floppy28910064> @realDonaldTrump Trump is the man # trump2020 and by the way they not impeaching anything but our tax dollars
1203101676871147520 2019-12-06 18:59:26 -0400 <TheTurtleClub> @Wriskeybizness1 @HarveyM55 @Cheatwood91400 @mabelbourne @CaelFielding @jennerific713 @realDonaldTrump @Rasmussen_Poll You're correct that it's capitalism. China's GOV (Communist) wasn't playing fair by devaluing their currency. Thus, hurting US manufacturing. Trump is all for capitalism, fair capitalism. Now, China is hurting &amp; hoping Trump is not the POTUS, so they can return to status quo.
1203101676032471040 2019-12-06 18:59:26 -0400 <tomhayes83> @realDonaldTrump @lopezobrador_ Thank you, Mr. President. Now do Saudi Arabia.
1203101675810152449 2019-12-06 18:59:26 -0400 <NJShore> @realDonaldTrump So, where are you sending them? Qatar? Bahrain?
1203101674862075905 2019-12-06 18:59:26 -0400 <PlinioGarciaM> @realDonaldTrump suspende designación de Cárteles Mexicanos como terroristas.  https://t.co/WyP9pJqbZA
1203101674384084992 2019-12-06 18:59:26 -0400 <SkimmerPuke> @realDonaldTrump So when are you adding Saudi Arabia to your No Fly List?  Ever?
1203101673343700992 2019-12-06 18:59:26 -0400 <LuziVeeLuVxoxox> @TomFitton @FletcherCbpaws @realDonaldTrump @JudicialWatch @YouTube @facebook @Twitter @instagram Thank you!
1203101672412762112 2019-12-06 18:59:25 -0400 <jRobynNeal> @GOPChairwoman @realDonaldTrump Honey, just because someone was voted in doesn’t mean they can’t be impeached. Twit.
1203101670370107392 2019-12-06 18:59:25 -0400 <Fargobruce> @VenerableVern @DeenaLavine @ChatByCC @realDonaldTrump I was correct.....again. Like I got you to make two comments about looks shows your intelligence.
1203101669728423943 2019-12-06 18:59:25 -0400 <eidblowi> @PFTbot @_HasuKay @realDonaldTrump Sur Alnassr is the best
1203101669606617088 2019-12-06 18:59:25 -0400 <CAtruthseeker> @peterdaou There are more than 20 of you today tweeting this. Coordinated MSM cabal disinfo. campaign. Is this the message u got today in your 4 am instructions? Yep. We know all about it &amp;there is mounting evidence each passing day. #fakenews #qanon @realDonaldTrump
1203101668113563649 2019-12-06 18:59:24 -0400 <Gandersen> @realDonaldTrump You talking about believability...🤣
1203101667199258625 2019-12-06 18:59:24 -0400 <parbuthnot68> @realDonaldTrump Are they very sad and angered by the 3000 people they killed on 9/11
1203101665563422720 2019-12-06 18:59:24 -0400 <YorgensGhost> @NylaNorris @Rod58J @MikeKellyPA @GOPLeader @POTUS @realDonaldTrump What a bullshit blanket statement. How can 'most Dems not work' if the unemployment rate is supposedly 3.5%? Dems are waaaaaaaay more than 3.5% of the country
1203101665429250049 2019-12-06 18:59:24 -0400 <MFCav01> @intuitive_sean @BrandonStraka @ChicoState @MsBlaireWhite @LaraLeaTrump @realDonaldTrump The question is "‘How are you gonna pay for this shit?”...speaking about the Dem promises.....Medicare for all, free education, no borders, etc...   He used 4 instead of For as there are only so many words in a tweet...get it?
1203101665215291392 2019-12-06 18:59:24 -0400 <Drawn2Souls1> @realDonaldTrump @Lancegooden Trump followed through on half of the proposals he said he was ‘looking into’ this year  All talk, talk, talk &amp; more talk   #PromisesMadePromisesBroken   #BrokenPromises   https://t.co/sIusAu0Mf5
1203101662769905664 2019-12-06 18:59:23 -0400 <notaperfectcall> @OUTDChannel @DonaldJTrumpJr @HunterNation @realDonaldTrump @kimguilfoyle @keithmarkmra  https://t.co/deUAsZSYNX
1203101662639882241 2019-12-06 18:59:23 -0400 <NickMulloy1> @realDonaldTrump So does that mean you are going to stop saying "Many people say" since we all know that is Fake Trump News? 🤣🤣🤣
1203101660790300674 2019-12-06 18:59:23 -0400 <Lynn36383402> @realDonaldTrump @LisaMei62 Well, you done it again. Pissing off the leftist is so easy. And of course, dem$ need the kickbacks  from the cartels. Another reason they want open borders.
1203101659997593600 2019-12-06 18:59:22 -0400 <42HankScorpio> @realDonaldTrump Master of the backpedal!
1203101659464916993 2019-12-06 18:59:22 -0400 <therealtmac13> @tomiahonen @TassajaraRd @realDonaldTrump @lopezobrador_ Toilets are now part of the deepstate..
