1180633766349422593 2019-10-05 19:59:59 -0400 <buckygoldymom> @asbthelaw @realDonaldTrump Yeah, it’s called indictment!
1180633754760441857 2019-10-05 19:59:56 -0400 <RebeccaResistor> @realDonaldTrump @marklevinshow Did...you...say..."Self Enriching". Lol 😂 Resign.
1180633754525749248 2019-10-05 19:59:56 -0400 <Gr8fulsupporter> @realDonaldTrump (REPUBLICAN) Susan Collins on Saturday became the latest Republican senator to criticize President Donald Trump for calling on foreign countries to investigate a political rival, saying he made a "big mistake."  😃
1180633754357895168 2019-10-05 19:59:56 -0400 <waqaychay> @joncoopertweets @realDonaldTrump  https://t.co/osIIVtqJtU
1180633753233702912 2019-10-05 19:59:56 -0400 <CaptainDanielM1> @Klathenia @RickyTBowles1 @LockremMakenna @JRehling @realDonaldTrump Trump's Biden deflection is a lie, plain and simple:  https://t.co/IpSX4c6xcF
1180633753204465664 2019-10-05 19:59:56 -0400 <StasD1974> @renato_mariotti @realDonaldTrump @marklevinshow Are you serious ??? After their actions the past 4 years ! Smh
1180633752805838848 2019-10-05 19:59:56 -0400 <linmp1031> @ChrisJZullo @realDonaldTrump Donald Trump CANNOT WIN.   Unless he CHEATS. Coward.  https://t.co/lcEKC7fjHL
1180633751581319168 2019-10-05 19:59:56 -0400 <dtrainzilla> @JoeySalads @realDonaldTrump Hell yeah! Celebratory Piss-Chug?
1180633750398484480 2019-10-05 19:59:55 -0400 <make_wrong> @realDonaldTrump  https://t.co/0okVWlTqOa
1180633750281097217 2019-10-05 19:59:55 -0400 <lucys53294132> @Kokomothegreat @realDonaldTrump "shitsplash", I like it.
1180633749844893696 2019-10-05 19:59:55 -0400 <DavidDa53353102> @bumsfan @BLKLiberation84 @tariqnasheed @realDonaldTrump Discussions I've read about reparations involves more than just a check. Strange how we never heard this type of opposition when Jews, Native Americans and Asians were getting a mere cash payment.
1180633749488205824 2019-10-05 19:59:55 -0400 <shawnde39097562> @realDonaldTrump @marklevinshow  https://t.co/wMHoY7cvau
1180633749324779520 2019-10-05 19:59:55 -0400 <roccoruoppgroup> @realDonaldTrump @JoyAnnReid @marklevinshow Lololololo...who is investigating Ivanka and Jared then?
1180633749303656448 2019-10-05 19:59:55 -0400 <ccents3> @realDonaldTrump @marklevinshow  https://t.co/TTblmzJMdo
1180633748678643712 2019-10-05 19:59:55 -0400 <WhosFibbing> @BillDobell @pleaseuseaussie @JWSpry @GuildfordTas @scottmorrison @ellymelly @realDonaldTrump @D_LittleproudMP @MichaelSukkarMP @Barnaby_Joyce @MRobertsQLD @CraigKellyMP @TheIPA I remember unprecedented droughts around the Inverell district 60 years ago too! We lost our property to the banks. It’s all cyclical!
1180633748594991104 2019-10-05 19:59:55 -0400 <MrStacyFinley> Dear @realDonaldTrump, I think you meant, "...did not bring up this Biden matter ... it ought to be investigated." It is doubtful that an author would make these errors. One does not add quotation marks around paraphrases. #LearnEnglish  https://t.co/EZFkgaAepZ
1180633748490145793 2019-10-05 19:59:55 -0400 <beccaturmo> Did @realDonaldTrump and the @TeamTrump see this yet ?
1180633747974172673 2019-10-05 19:59:55 -0400 <WilliamPorter3> @realDonaldTrump @marklevinshow look in the mirror @realDonaldTrump , to see the man making money off his office.
1180633747043037185 2019-10-05 19:59:55 -0400 <LibertyValanc12> @T_FLgal @4annegs @realDonaldTrump never heard of em but then again I #conversate in 0ur uppity echelon 😛
1180633746631823361 2019-10-05 19:59:54 -0400 <TaylorDevita> @pete7630 @DeanObeidallah @realDonaldTrump  https://t.co/gEmYLgD2pU
1180633744920563712 2019-10-05 19:59:54 -0400 <JudiMantere> @cRAYnium99 @realDonaldTrump That works too.
1180633744744615938 2019-10-05 19:59:54 -0400 <AndrewFrahm> @realDonaldTrump @marklevinshow Yeah and congress would be negligent if they did not impeach Mr. Trump and remove him from office.  It’s not often we run into the worst leader we’ve ever seen.
1180633744111218688 2019-10-05 19:59:54 -0400 <WaaDooWho> Of all the unintelligent, ignorant, &amp; malicious things you've said about @potus &amp; USA - this is the worst. Elites of @dnc &amp; @gop are the AntiSemites, promising for decades to place US Embassy in @Jerusalem. @realDonaldTrump DID IT
1180633743691849728 2019-10-05 19:59:54 -0400 <LilyGonza1717> @realDonaldTrump @marklevinshow Mr president, would it be possible to hear the perfect telephone conversation? why’s it in a coded secret server?
1180633743293329411 2019-10-05 19:59:54 -0400 <WoodCarma> @MiaRiaCat @tomiahonen @realDonaldTrump Tune in Thursday; October 10 Blue State, Minnesota Trump Rally!!! Going to FUN FUN FUN #YUGE
1180633742844538881 2019-10-05 19:59:54 -0400 <tenli12> @fisherohana @Ted_Trembley @renato_mariotti @realDonaldTrump @marklevinshow The criminals are the FBI!
1180633742785863681 2019-10-05 19:59:54 -0400 <ShadowCarol> @realDonaldTrump How can anyone obsess about a woman this long?
1180633742529839104 2019-10-05 19:59:53 -0400 <SoCalMAGAgirl> @ChrisJZullo @realDonaldTrump @marklevinshow And BTW, I wish he had investigated Romney. He’s a corrupt RINO turncoat dinosaur!
1180633742236377089 2019-10-05 19:59:53 -0400 <AbandrewA> @realDonaldTrump Not at all, Sunshine. 13000 lies makes you the person with the least credibility in the universe.
1180633741896622080 2019-10-05 19:59:53 -0400 <summervacay6> @realDonaldTrump @marklevinshow Sounds like Junior, Ivanka, and Eric should be looked at also!
1180633741712089088 2019-10-05 19:59:53 -0400 <dvillella> @AmandaJones2022 @realDonaldTrump Over at Faux Spews.
1180633741196218368 2019-10-05 19:59:53 -0400 <TheRealJavier1C> @Frank_GoBell @realDonaldTrump @marklevinshow Correct.
1180633739837280257 2019-10-05 19:59:53 -0400 <LoisDucharme> @realDonaldTrump you protest too much to be innocent
1180633739442958341 2019-10-05 19:59:53 -0400 <Kellyring> @HallieWynn9 @danravicher @AOC @realDonaldTrump How is he antisemitic?
1180633739199733761 2019-10-05 19:59:53 -0400 <AHealy14> @TheGoodSprague @realDonaldTrump Hah.
1180633738423734272 2019-10-05 19:59:53 -0400 <mittnotendanafn> @realDonaldTrump Schiff is an honest, intelligent man of integrity and you know you can't measure up so you project your own shortcomings on him.
1180633737224183809 2019-10-05 19:59:52 -0400 <ChrissyXris> @SteveScalise @realDonaldTrump Trump admitted doing it out loud in front of the White House
1180633736196579334 2019-10-05 19:59:52 -0400 <DottieMarek> @realDonaldTrump You are losing it!
1180633735810764801 2019-10-05 19:59:52 -0400 <Real___Eric> @realDonaldTrump @JoyAnnReid @marklevinshow “Nancy pelosi would be negligent if she did not bring this matter, impeachment, up. If the president of the U.S. is self enriching &amp; engaged in criminal behavior, at a minimum corrupt behavior, it ought to be looked at.” - me
1180633735722602497 2019-10-05 19:59:52 -0400 <MaeNena73> @realDonaldTrump @marklevinshow Wait, we're back to it being a perfectly appropriate call? I thought Rick Perry made you do it. 😂
1180633735374544896 2019-10-05 19:59:52 -0400 <MGabrielB79> @realDonaldTrump @WhiteHouse What's new little man? Always passing the blame to some one else.  https://t.co/ooG9Lm2QS1
1180633735089262592 2019-10-05 19:59:52 -0400 <CurtisPerfect> @realDonaldTrump @marklevinshow  https://t.co/RDyQHIC3Yy
1180633734581764096 2019-10-05 19:59:52 -0400 <RobertDubois_82> @realDonaldTrump @marklevinshow Keep up the great work Mr President! Looking forward to your re-election and as a bonus 4 more years of socialist-dem tears! #KAG2020LandslideVictory
1180633734233477122 2019-10-05 19:59:52 -0400 <CFHuntingtonBch> @RepMarkMeadows @realDonaldTrump Has any reporter had the interest in looking at all members of Congress and the senate? I would be interested to learn how many have foundations? How can do so many of said members get that rich on their current salaries... Look At the money trail from China to Pelosi etc.
1180633733981970432 2019-10-05 19:59:51 -0400 <bobgerye> @RepMarkMeadows @realDonaldTrump Lies and you know it
1180633733860225025 2019-10-05 19:59:51 -0400 <soandsew4> @realDonaldTrump Famous Donnie Boo Boo quotes "I enjoy destroying people" "If you tell them something often enough, they will believe you"   This is why he keeps repeating the same lies and propaganda, to brainwash his #MAGA cult members
1180633733478567936 2019-10-05 19:59:51 -0400 <Aldo_9111> @jakeny99 @realDonaldTrump @marklevinshow The people incharge were fired for corruption and lying. Let the grownups play and for god sakes come pick up your daughter  https://t.co/XVdOYozozt
1180633733461708800 2019-10-05 19:59:51 -0400 <msmeredithm> @realDonaldTrump @Twitter why don't you suspend this behavior from the President of the United States of America?  Everyday he bullies, incites anger, violence and abuses the rules of Twitter, yet no consequences.  Unlike the rest of us who actually have to take responsibility for ourselves.
1180633733319127040 2019-10-05 19:59:51 -0400 <EpicSoleil> @NavyWifeAlison @realDonaldTrump We're living in the matrix. Goodness! There are people who say everything is scripted. I am starting to believe it.
1180633733201874947 2019-10-05 19:59:51 -0400 <ChemicalsOil> @realDonaldTrump @marklevinshow Your candy man doctor is either giving you too many drugs or not enough. Have him try to stabilize somehow.
1180633732450942977 2019-10-05 19:59:51 -0400 <MicheleDuffy18> @realDonaldTrump @marklevinshow Biden traveled to Ukraine to warn people about corruption, sir, according to the original story in the Intercept. ☕
1180633729238212608 2019-10-05 19:59:50 -0400 <AmandaLeeBruce> @realDonaldTrump @KimStrassel @AndrewCMcCarthy  https://t.co/GRAfC2Uwau
1180633726759378944 2019-10-05 19:59:50 -0400 <fb_ref> @paulsperry_ @realDonaldTrump You mean like Trump’s own network, FOX ?  The difference is that CNN is believable where FOX is a joke.
1180633724448321536 2019-10-05 19:59:49 -0400 <presidentelectx> @realDonaldTrump @marklevinshow I’m watching Mark Levin with Peter Schweitzer on Fox and I came to conclusion that #DrainingTheSwamp must be one of the top priorities for @realDonaldTrump to run on, so that Biden’s, Pelosi, Romneys are not allowed to rip us off anymore
1180633724309905409 2019-10-05 19:59:49 -0400 <afuzzie> @realDonaldTrump @marklevinshow At least we have seen his tax returns.....come on stud, show us one
1180633724020559873 2019-10-05 19:59:49 -0400 <MacGregorGarlic> @realDonaldTrump World, this is our president.  I am sorry.
1180633723118784517 2019-10-05 19:59:49 -0400 <garrison_marcus> @realDonaldTrump @WhiteHouse @marklevinshow Dear baby Jesus please make this about family enriching off of public office!
1180633723093602306 2019-10-05 19:59:49 -0400 <mmillington6> @realDonaldTrump Dude, you're the one constantly ranting about 2016. The subpoenas are for actions in 2019.
1180633722523017216 2019-10-05 19:59:49 -0400 <1extremelady2> @LeeHolly81 @realDonaldTrump What a shock!
1180633722464419840 2019-10-05 19:59:49 -0400 <walterf1967> @realDonaldTrump @marklevinshow Now we are quoting Mr. Conspiracy mark? Hahahahaha
1180633722439262210 2019-10-05 19:59:49 -0400 <NoeMald28664019> @realDonaldTrump Give it up already!! UR GUILTY!!! START PACKING UR BAGS!!
1180633722082738182 2019-10-05 19:59:49 -0400 <MaxxLP007> @tomcoates @realDonaldTrump @marklevinshow SINCE WHEN DID CONGRESS VETT RUDY, LOL REALLY HE DOESNT WORK FOR ME, THE TAXPAYERS ARE GOING TO PAY RUDYS SALARY HAHAHA WHATS RUDYS POSITION ANYWAY.  TRUMPS PERSONAL LAWYER HAS NO RIGHT TO BE OVERSEAS MAKING PROMISES, OR WHATEVER HE IS DOING, PROBABLY OFFERING MONEY FOR INFO.....
1180633721977880577 2019-10-05 19:59:49 -0400 <JChulds> @ddnifcins1 @HtownAries @KingDemonizer @MatthewJshow @realDonaldTrump Obama did build the cages but no children died. It's a matter of public record. 7 dead under trump. Research trump lawyer argues detained children don't need soap. There is a damn video. Stop accusing me of lying just because you don't want to believe it. SMDH
1180633721973739521 2019-10-05 19:59:49 -0400 <layne1956> @realDonaldTrump Hehehehe
1180633721197780992 2019-10-05 19:59:48 -0400 <PuniTenshu> @RepMarkMeadows @realDonaldTrump "I have known former Vice President Biden for 24 years, and the suggestion that he would be influenced in his duties as Vice President by money for his son simply has no credibility to me. I know him as a man of integrity and dedication to our country." --Volker
1180633720912596995 2019-10-05 19:59:48 -0400 <MoMom2two> @realDonaldTrump Jesus dude go spend time with your family.
1180633716965560320 2019-10-05 19:59:47 -0400 <sperskycity> 4ppl who think @realDonaldTrump deserves impeachment but say wait &amp;let the ppl vote him out, what happens if we wait &amp;Trump being Trump starts wwlll? Puts more jaded judges on the courts? Ask urselves, if we should wait 2vote him out Y did the framers make impeachment an option?
1180633716575498240 2019-10-05 19:59:47 -0400 <les_deplorable> @realDonaldTrump  https://t.co/NlGAMLUUAA
1180633715283841025 2019-10-05 19:59:47 -0400 <RalphTurtelego> @kr3at @stabill @tylerdixonjr @CanPotty @MittRomney @realDonaldTrump @POTUS @POTUS44 @HillaryClinton Trade war has been so catastrophic to farmers, Trump has had to use tens of billions of dollars of taxpayer $ for a bailout. Self inflicted bailouts are NOT indicative of successful economic policies. Fact is, US consumers are bearing the brunt of tariffs, another de facto tax.
1180633715191496704 2019-10-05 19:59:47 -0400 <fl_larry> @realDonaldTrump @marklevinshow Let’s start with you !
1180633714625253376 2019-10-05 19:59:47 -0400 <KeelanOverbey> Can't be a witness and prosecute at same time @RepAdamSchiff  He can't even be in the room as a witnesses testifies or did they change that rule for impeaching our President @realDonaldTrump also! @RudyGiuliani @dbongino @RepMattGaetz
1180633714474258433 2019-10-05 19:59:47 -0400 <JennyMuhl1> @KayaJones @realDonaldTrump You're not very smart, right?
1180633714105016320 2019-10-05 19:59:47 -0400 <UnrealDTrumpy> @realDonaldTrump Who is Richard Ketay?  Is he related to John Barron?
1180633713777889280 2019-10-05 19:59:47 -0400 <RandyHudnutt> @realDonaldTrump @marklevinshow Pence?
1180633712607682560 2019-10-05 19:59:46 -0400 <misskit83665431> @Scaramucci @MichaelCohen212 @realDonaldTrump Guess Ricky Perry is going down too. Republicans remove him from office before he takes down all of you. Save yourself!
1180633711768952833 2019-10-05 19:59:46 -0400 <tammy0916> @LindseyGrahamSC @SpeakerPelosi @realDonaldTrump  https://t.co/vdEg8NT8bM
1180633709571186688 2019-10-05 19:59:46 -0400 <stagewalker1> Me watching @realDonaldTrump's #TrumpMeltdown:  https://t.co/4uK3MlHwCu
1180633706383511552 2019-10-05 19:59:45 -0400 <Dazza2385> @gtconway3d @realDonaldTrump I really don't think Trump should be heading down the "enrichment" road, just a thought.
1180633706077327361 2019-10-05 19:59:45 -0400 <135Sammiek> @AngelaBelcamino @realDonaldTrump @Disney Someone’s sad
1180633706014359552 2019-10-05 19:59:45 -0400 <kite005> @KJagnecki @glamelegance @realDonaldTrump Two likes! Wow!
1180633704936308736 2019-10-05 19:59:45 -0400 <ken_grigsby> @realDonaldTrump Please go away!  Everything you touch is obviously for your own profit and to satisfy your huge ego.  If you end up in jail, it will be the best thing that has ever happened for the United States!  I don’t know what Putin has on you but it is obvious there is something.
1180633704634474496 2019-10-05 19:59:44 -0400 <SaybrookChic> @realDonaldTrump @marklevinshow 😂Pot calls kettle....What about when the current President enriches himself and harms others while in the most important office of public service in the land?
1180633703732658176 2019-10-05 19:59:44 -0400 <JoAnnBaldwin55> @SteveScalise @realDonaldTrump I know this is the script, but what did Schiff lie about? I’ll wait. We know Trump colluded with the Ukraine, he gave us the transcript. We know his daughter was tariff exempt, we know we just paid over 200,000 for  his sons to do business in Saudi Arabia. #ComplicitCorruptGOP
1180633703636185088 2019-10-05 19:59:44 -0400 <MadonnaDJ88> @SebGorka @TheDemocrats @realDonaldTrump @charliekirk11 @TPUSA Ditto
1180633702780604416 2019-10-05 19:59:44 -0400 <debbieditybaby> @BarbaraJHarris8 @McNabbCheryl @steve_Beno3210 @realDonaldTrump They don’t want the dumb masses know what’s going on, trying to keep them uninformed.
1180633702470230017 2019-10-05 19:59:44 -0400 <greenmtnstate> @Melania85116755 @tonyposnanski @realDonaldTrump Bot
1180633702356996097 2019-10-05 19:59:44 -0400 <rnadna2> @realDonaldTrump It won't Work moron!!!!
1180633701903822848 2019-10-05 19:59:44 -0400 <texasgaltonight> @mild_takes @realDonaldTrump @marklevinshow MITT JUST GOT WICKED SMAAAART!  IMPEACH!!!  ✊✊✊
1180633701324976128 2019-10-05 19:59:44 -0400 <AmberMorseJaco1> @joncoopertweets @realDonaldTrump 🤢🤢 not enough alcohol in the world!!
1180633700775673856 2019-10-05 19:59:44 -0400 <BabsKDi> @realDonaldTrump Wow and yet again you prove your thought process and behavior is not normal
1180633700016328704 2019-10-05 19:59:43 -0400 <Jillesebed> @realDonaldTrump Deflecting again. Come to the dark side Mitt- we have cookies.
1180633699802603521 2019-10-05 19:59:43 -0400 <KilbourneRobin> @realDonaldTrump Cry Baby!
1180633699785818115 2019-10-05 19:59:43 -0400 <TrumpAnimal> .@realDonaldTrump - that well-known Evangelical "good man" - calls Romney a ‘pompous ass’ after criticism for appeals to China, Ukraine.  Very Christ-like, I'm not surprised so many US Christians think he's the second coming of Jesus. #MAGA, Pharisees!   https://t.co/e97GdU4vr0
1180633699412594690 2019-10-05 19:59:43 -0400 <mikerico77> @realDonaldTrump @marklevinshow Have you realized that all mob style extortionist phone calls are “perfect” &amp;”beautiful”. #wtf? Please define a perfect beautiful call? We know you have perfect words but wth are you talking about? Sounds deranged. @VP he also put you under the bus as well.#UkraineScandal
1180633698196049920 2019-10-05 19:59:43 -0400 <KLemberg> @realDonaldTrump @marklevinshow Exact same thing then applies to POtuS STAC
1180633698112331777 2019-10-05 19:59:43 -0400 <FlossedMind> @realDonaldTrump You are sooooooo uneducated in politics it's sicjeninh. Don't want my mechanic fixing my teeth just like I don't want my dentist fixing my car. Can't wait until the simpletons wake up and don't want a real estate flunky running our country smh
1180633698053566465 2019-10-05 19:59:43 -0400 <bigheintz56> @realDonaldTrump @marklevinshow BS
1180633697671876609 2019-10-05 19:59:43 -0400 <josephmauberry> @realDonaldTrump The reason America was not sure if we wanted a Mormon as a President
1180633697382473728 2019-10-05 19:59:43 -0400 <rookieuserIm> @michaelbeatty3 @realDonaldTrump "Low energy Jeb" would of killed capitulation Mitt in a race.
1180633696614768640 2019-10-05 19:59:43 -0400 <realSithMaster> @realDonaldTrump My apprentice has RT’d the only loyal twit in the GALAXY  https://t.co/heHLKYWJJ2
1180633696279367681 2019-10-05 19:59:42 -0400 <whatzudogorcat> @realDonaldTrump @marklevinshow  https://t.co/YrXBWmJMYl
1180633696208068608 2019-10-05 19:59:42 -0400 <meemaw2013> @realDonaldTrump @marklevinshow Watching 🤠
1180633696002596866 2019-10-05 19:59:42 -0400 <AnnPastwick> @realDonaldTrump @marklevinshow Who are you quoting now? A reputable author or just another one of your under 40% base members?
1180633695746756609 2019-10-05 19:59:42 -0400 <tylervonn> @realDonaldTrump @marklevinshow Cheeseburgers
1180633695679471616 2019-10-05 19:59:42 -0400 <BarbaraFairbai> @realDonaldTrump OMG! You are the corruption- please remove yourself from office!!
1180633693142040576 2019-10-05 19:59:42 -0400 <LittleLionMan78> @realDonaldTrump @marklevinshow You're literally lining your pockets as we speak. What a joke
1180633693116723200 2019-10-05 19:59:42 -0400 <rsphillips> @realDonaldTrump Wicked burn. You’re doing great there 10-ply
1180633691669835784 2019-10-05 19:59:41 -0400 <DancerNaomi> @renato_mariotti @realDonaldTrump @marklevinshow Renato I admired your experience and smarts. Great question. Why not find the corruption rather than extort Ukraine? You will be impeached.
1180633691103666182 2019-10-05 19:59:41 -0400 <al_barwick> @realDonaldTrump @marklevinshow Release you tax return POTUS and prove that you are not "self enriching &amp; engaged in criminal behavior, at a minimum corrupt behavior, it ought to be looked at.” Or are you Chicken Mr. President - got something hide - You're fighting very hard to hide you're not a billionaire ?
1180633690881310721 2019-10-05 19:59:41 -0400 <KerinWatson> @realDonaldTrump  https://t.co/EtPpBdDF45
1180633690411618306 2019-10-05 19:59:41 -0400 <Campuzanod> @trish_regan @realDonaldTrump @IvankaTrump Blah blah blah... nothing but shit comes out of her mouth...
1180633689920692224 2019-10-05 19:59:41 -0400 <JCR61505264> @realDonaldTrump Damn I love you lol
1180633689857785856 2019-10-05 19:59:41 -0400 <Sloth_LuvChunk> @thebradfordfile @realDonaldTrump @marklevinshow But wait, doesn’t the POTUS have the “absolute right” to look into corruption? I mean if your Dear Leader can do it why couldn’t Obama?
1180633689715175424 2019-10-05 19:59:41 -0400 <BlondMsKang> @realDonaldTrump @marklevinshow You should go spend some time with family like @MittRomney. Look how fit &amp; handsome he looks—he’s less than a year younger than you!  https://t.co/yolNzKfopz
1180633689379790848 2019-10-05 19:59:41 -0400 <yovanigerena> @SallyQYates Yes you do @realDonaldTrump but throw the right channels cabrón!
1180633689316823040 2019-10-05 19:59:41 -0400 <daliagirl33> @realDonaldTrump The Dems haven't lost any credibility, but you most certainly have with all of your ever changing reasons for asking foreign countries to investigate Joe Biden.
1180633688930951168 2019-10-05 19:59:41 -0400 <DAMasiello> @realDonaldTrump Says the corrupt fake president who's never had any credibility.
1180633688058585091 2019-10-05 19:59:41 -0400 <rljrvip> @realDonaldTrump    https://t.co/BBBaSxczR0
1180633688020865026 2019-10-05 19:59:40 -0400 <Jthe4th> @realDonaldTrump How do you know she “acid washed” them? Guess you were in on it.
1180633687932710913 2019-10-05 19:59:40 -0400 <EderDeiwy> @realDonaldTrump @WhiteHouse Latinos for trump!!!
1180633686783467520 2019-10-05 19:59:40 -0400 <tiogamom1> @SteveScalise @realDonaldTrump Schiff spent a lot of time prepping Cohen before his appearance, too. Always shifty. That's Schiff.
1180633685848145922 2019-10-05 19:59:40 -0400 <emilyringstrom1> @realDonaldTrump @marklevinshow How much are you billing the American taxpayer, every time you stay at your resorts? How much are you getting from having foreign leaders stay at your hotels, or having events there? How much has Ivanka profited from being your daughter in China? Your sons in Saudi Arabia etc?
1180633685172850688 2019-10-05 19:59:40 -0400 <TekZaki> @realDonaldTrump I thank the US Parliament for impeaching Trump and setting up ten prisons
1180633685143326720 2019-10-05 19:59:40 -0400 <jaidensattler> @RationalDomini1 @MatthewJshow @realDonaldTrump @marklevinshow Yep definitely. Not just a normal american supporting their president.
1180633684535328768 2019-10-05 19:59:40 -0400 <Old_Black_Dog> @MeinAlmost @KellyO @HallieJackson @SpeakerPelosi @realDonaldTrump Being built as we speak, &amp; w/OUT the help of Democrats like you and those you voted in. He is trying to end catch &amp; release, &amp; #Sanctuary for illegal alien criminals who rape &amp; murder, which YOU &amp; the Dems you voted for support &amp; use daily. Why?  https://t.co/W3VCbwgfTm
1180633684363370496 2019-10-05 19:59:40 -0400 <NapoleonVII> .@realDonaldTrump
1180633684036079617 2019-10-05 19:59:40 -0400 <KathyOC63783924> @w_terrence @realDonaldTrump @charliekirk11 WOW!!! Super congrats. We love you, and we love what the President has done to help the black community.  Much more than Obama ever did in 8 years.  We've always been impressed by you, Terrence, but now you're a superstar!🌟
1180633683570630657 2019-10-05 19:59:39 -0400 <robatiorwg> @cbab1232001 @real_defender @realDonaldTrump Then you love a thief, a traitor, a bully, a coward - and you lack all sense of decency if you love this cheat. His father paid to ensure he didn't go to Vietnam and yet Donald has the cheek to address your military.
1180633682484305920 2019-10-05 19:59:39 -0400 <qrayjack> @CaliNeedsHelp @steve_Beno3210 You're damned tootin' we support #Trump &amp; four more years will repair a lot of the damage that #Republican #Democrat #Globalists #Socialists have done to our great country. God bless #America &amp; @realDonaldTrump
1180633681364475904 2019-10-05 19:59:39 -0400 <JerrysBhoy> @gtconway3d @realDonaldTrump Unfortunately your wife if one of the head jokesters.
1180633681322545154 2019-10-05 19:59:39 -0400 <CurtisPerfect> @realDonaldTrump @marklevinshow  https://t.co/5iR9C8ZDm3
1180633680802467841 2019-10-05 19:59:39 -0400 <jdwickie> @realDonaldTrump Senators can’t be impeached. Do you even understand how any of this works Mr. Stable Genius? #ImpeachTheMFTraitor
1180633680106201088 2019-10-05 19:59:39 -0400 <Prince05420972> @realDonaldTrump @marklevinshow You really do have a nerve.  You're the only one enriching themselves through your presidency.  Everything you do is to try to benefit yourself.  Joe did what he did for the country and you know it. He was the messenger.  Mark Levin needs voice lessons.
1180633679338577924 2019-10-05 19:59:38 -0400 <BananaMunkey> @realDonaldTrump  https://t.co/asWOFvfr7T
1180633679275544576 2019-10-05 19:59:38 -0400 <rob11563> @realDonaldTrump @marklevinshow #MAGA!  https://t.co/ha8lJ9cwUD
1180633678797426688 2019-10-05 19:59:38 -0400 <RJunkie2020> @realDonaldTrump @marklevinshow Mr. President, these democrats want to keep filling the swamp. They are angry that they have been caught. Thank you for repairing our damaged country from the corruption of Obama and Biden.
1180633678004785152 2019-10-05 19:59:38 -0400 <tammy0916> @LindseyGrahamSC @SpeakerPelosi @realDonaldTrump  https://t.co/Il7hw1FjUx
1180633677526700038 2019-10-05 19:59:38 -0400 <patfhouse> @realDonaldTrump @marklevinshow Oh Lordie Karma is going to get you
1180633677212082176 2019-10-05 19:59:38 -0400 <ssmith0751> @realDonaldTrump @marklevinshow  https://t.co/wo7MyvPb9K
1180633676725571586 2019-10-05 19:59:38 -0400 <Turtle26057064> @realDonaldTrump @marklevinshow If the President is engaged in criminal behavior, at a minimum corrupt behavior, it ought to be looked at.  Peter Schweizer, author, “Secret Empires.”  might agree.
1180633675794436098 2019-10-05 19:59:38 -0400 <davemachine2018> @realDonaldTrump @marklevinshow Some one’s ....going to prison
1180633675765030912 2019-10-05 19:59:38 -0400 <sisalgirl> @KearynKD35 @realDonaldTrump @mike_pence I love your hair.  I don't have the patience for long hair, but it looks great on you.
1180633674527789067 2019-10-05 19:59:37 -0400 <MartT14957563> @realDonaldTrump How would you know? Did you read it?
1180633673730789376 2019-10-05 19:59:37 -0400 <olivierserge> @PatriotMadd @MittRomney @glennbeck @MZHemingway @realDonaldTrump @GOP @seanmdav @POTUS @maddow So why don't u sue with what u have. @JudicialWatch is taking ur lunch every day as they assert truths and win in court!
1180633673688846336 2019-10-05 19:59:37 -0400 <perezferrari989> @realDonaldTrump You're the one who is going to be impeached, stupid
