1186069585277177857 2019-10-20 19:59:59 -0400 <sstempest1> @realDonaldTrump  https://t.co/opJ0PG5pd1
1186069443237105665 2019-10-20 19:59:26 -0400 <countfish> @realDonaldTrump We all heard and watched him say that you held up the money until they agreed to investigate the DNC. You released the funding knowing you were about to be busted.  All thinking people know this to be true, no matter how you try to twist the truth.
1186069441899061248 2019-10-20 19:59:25 -0400 <GEddie66135674> @ally_gardener @SebGorka @CashBama @andersoncooper @realDonaldTrump Please don't speak ill of the dead!
1186069438891577345 2019-10-20 19:59:24 -0400 <sipe_tony> @realDonaldTrump Since defense secretary says US troops aren't going home from Syria - where they’ve been EFFECTIVELY fighting ISIS - but moving next door to Iraq to fight ISIS from there, the only results are: 1 creating chaos which helps ISIS regroup &amp; 2 leaving US allies, the Kurds, to die
1186069438845607937 2019-10-20 19:59:24 -0400 <WildThing1020> @NickAdamsinUSA @realDonaldTrump  https://t.co/1AhUnllnTo
1186069438346485762 2019-10-20 19:59:24 -0400 <relayertresmu> ... He has no idea what a true patriot @realDonaldTrump is . . . ...
1186069437922852866 2019-10-20 19:59:24 -0400 <lennonfan4> @realDonaldTrump  https://t.co/k2REDzYyKj
1186069437276774400 2019-10-20 19:59:24 -0400 <Goose_tambillo> @jane_bakersays @DontTreadOnMe_6 @realDonaldTrump calm down Conan O’Brien
1186069437029535744 2019-10-20 19:59:24 -0400 <DavidPa86766073> @DonaldJTrumpJr @realDonaldTrump  https://t.co/3QBmwaTdEm
1186069432923230208 2019-10-20 19:59:23 -0400 <gray031056> @MariaMe42546452 @StewardshipAmer @realDonaldTrump PEOPLE WAKE UP!! Trump works for VLADIMIR PUTIN.
1186069432340275200 2019-10-20 19:59:23 -0400 <TroyD319> @realDonaldTrump #ImpeachTheMotherfucker
1186069431572545537 2019-10-20 19:59:23 -0400 <oooolllytre> @realDonaldTrump She is right open your eyes
1186069430041763841 2019-10-20 19:59:22 -0400 <chefgrandma75> @jabennett5 @realDonaldTrump No Collusion!!!🤣🤣
1186069429978910720 2019-10-20 19:59:22 -0400 <dfs3660> @realDonaldTrump  #TrumpLiesEveryTimeHeTweets  https://t.co/Ok0hl956o8
1186069419249885184 2019-10-20 19:59:20 -0400 <honeybadgermuma> @realDonaldTrump  https://t.co/dVElT9F3up
1186069418482253824 2019-10-20 19:59:20 -0400 <sadhobby> @realDonaldTrump It is absolutely ridiculous that Doral couldn't be used for the G7. It is the best place for it.
1186069417429368832 2019-10-20 19:59:19 -0400 <PaulDereume> @ciaolimoncello @realDonaldTrump #Impeach45  #TrumpCrimeFamily  #ImpeachTrumpNow  #TrumpImpeachment  #ImpeachTrumpPenceBarr   #WhoGetsPutinInTheDivorce 💩?💩?💩?💩?💩?💩?  #ImpeachTrumpPenceBarrKavanaugh  #ImpeachTrumpPenceBarrPompeoKavanaugh  https://t.co/mMVdayuySq
1186069417341394944 2019-10-20 19:59:19 -0400 <Famester26> @AlexisBomarito @MADE__USA @realDonaldTrump Hold it.
1186069417047875584 2019-10-20 19:59:19 -0400 <ConnieEhrke> @ChatByCC @realDonaldTrump You crack me up bleachy
1186069416942817280 2019-10-20 19:59:19 -0400 <Justmyopinion30> @billmaher @realDonaldTrump  https://t.co/Hptl3PMfyz
1186069416875872256 2019-10-20 19:59:19 -0400 <thedude74998004> @patrioticcalibr @realDonaldTrump Maybe you should read the constitution
1186069416817168385 2019-10-20 19:59:19 -0400 <JanemNow> @ChatByCC @realDonaldTrump He really DOES need the spineless Republicans. They’re letting him do whatever he wants.
1186069416800411648 2019-10-20 19:59:19 -0400 <labguy423> @realDonaldTrump @WhiteHouse Because it is a lie.
1186069416750047233 2019-10-20 19:59:19 -0400 <roxiesdiva8> @JoeySalads @realDonaldTrump How about this for a Trump lie? Go ahead, defend him.  https://t.co/VBccKQziDT
1186069415655141376 2019-10-20 19:59:19 -0400 <TDSDoctor> @fortismind @realDonaldTrump Democrats and the Media fight harder for Kurds than they do for Americans.  Get a grip!
1186069415512678400 2019-10-20 19:59:19 -0400 <MyMourningMoon> @KathyBaumgardn5 @realDonaldTrump Thanks for this!
1186069415282073601 2019-10-20 19:59:19 -0400 <jeanna_bluedot> @realDonaldTrump Grifters gonna grift!
1186069414375911424 2019-10-20 19:59:19 -0400 <DeanFromCC> @GolferCowboy70 @eugenegu @realDonaldTrump Not sure whine and Trump should be used in the same sentence.
1186069412916453376 2019-10-20 19:59:18 -0400 <mike9766> @BrookeLuzziNP @bigwavebill1 @realDonaldTrump You have the cashed checks, I'm sure... This is the guy who had to be shamed into turning over the money from the sham salute to the troops when he was too afraid to debate.
1186069412320858112 2019-10-20 19:59:18 -0400 <guarinolm> @RianHatch @realDonaldTrump I’m in!
1186069411419099136 2019-10-20 19:59:18 -0400 <LWR1640> @ConservingChris @realDonaldTrump @JoeBiden @SpeakerPelosi I agree 100%
1186069407547772928 2019-10-20 19:59:17 -0400 <FiskFoulPole> @realDonaldTrump Release the exact full word for word transcript...that will clear up any misconceptions, right? Then release your fraudulent tax returns. You are a Russian asset and need to be removed from office ASAP.
1186069406033465344 2019-10-20 19:59:17 -0400 <jmason138> #Pelosi and #ShiftySchiff flew off to Jorden to undermine our #POTUS @realDonaldTrump. Arrest them for violating the #LoganAct. Time they are held accountable. @realDonaldTrump we can't continue to stand for this. They are hurting the #unitedstatesofamerica.
1186069403718373382 2019-10-20 19:59:16 -0400 <Tom201717> @realDonaldTrump Anytime you say things are going “Nicely “ that’s a sure sign/code that here comes my next disaster!
1186069403114319873 2019-10-20 19:59:16 -0400 <trikytrump3> @realDonaldTrump  @GOPChairwoman  @GOPLeader  @VP  @SenJoniErnst  @ChuckGrassley  @mattgaetz  @Jim_Jordan
1186069402078371845 2019-10-20 19:59:16 -0400 <cherylallen1959> @realDonaldTrump Wow.... you are really out of control .. DESPERATION AND FEAR are really showing bigley!!!
1186069399297331200 2019-10-20 19:59:15 -0400 <SandraHartle> @cmccbyfaith @TrumpCountry__ @realDonaldTrump United we stand
1186069397724680194 2019-10-20 19:59:15 -0400 <CobYanRa> @realDonaldTrump Call Jordan King tell him deport them !
1186069397640757248 2019-10-20 19:59:15 -0400 <AltimariVincent> Hey Fake @POTUS Assclown @realDonaldTrump your people are burning you. You're finished
1186069397397479424 2019-10-20 19:59:15 -0400 <nay_nay721> @realDonaldTrump Are you still on this? Enough already. You’re not hosting the summit at Doral.  To quote Mulvaney, “Get over it”
1186069396416016385 2019-10-20 19:59:14 -0400 <Sirstarkalot> @realDonaldTrump You can't do it for no profit, because you are not supposed to be operating a business while holding the office of POTUS! Another admission of guilt. #stupid
1186069395174375425 2019-10-20 19:59:14 -0400 <Rantor80> @RepMattGaetz Don’t worry, #traitor, it’ll ALL come out and you’ll probably get caught up in it all, too.   At the very least you’ve helped @realDonaldTrump #obstructjustice.
1186069394633494528 2019-10-20 19:59:14 -0400 <ckboles2> @realDonaldTrump Grifticus Maximus....don’t you get it?
1186069393312235521 2019-10-20 19:59:14 -0400 <TrumpJan20th> @WesternCivil @realDonaldTrump Son't be a twat, he doesn't have to resign, he was voted IN, you're then ignoring 62M voices...  YOU can make him resign come 2020, by getting your Dem. candidates to come back from the Moon!
1186069393123397633 2019-10-20 19:59:14 -0400 <CheetahkitD1> @spoofman180 @AroundJenny @AudeoisJohn @GhanaNet @yagayeety @eugenegu @AngelaBelcamino @realDonaldTrump Otherwise the rest of the mules might get wise to the fact that the carrot is kept out of reach by design. And there will always be that rare individual who by chance hit upon something no one else has thought of &amp; has their idea fulfill something that the masses want or need.
1186069392834072576 2019-10-20 19:59:14 -0400 <RMontea4> @WhiteHouse @realDonaldTrump Ukraine?
1186069392066596865 2019-10-20 19:59:13 -0400 <mchobson1> @Scaramucci @GOP @realDonaldTrump  https://t.co/2yM86hGAgv
1186069391949074433 2019-10-20 19:59:13 -0400 <mliz77> @realDonaldTrump @raybae689 @realDonaldTrump is the best President ever.
1186069391353483269 2019-10-20 19:59:13 -0400 <GuamaniGringo> @realDonaldTrump Ahem: "This Scam going on right now by the Republicans against the USA, and me, was all about a "perfect phone call" I had with the Ukrainian President. He’s already stated, (under pressure because of QUID PRO QUO" NO PRESSURE! ...."
1186069389906497537 2019-10-20 19:59:13 -0400 <sihad25062525> @realDonaldTrump tramp pliz stop turkish im kurdish plz
1186069387918348288 2019-10-20 19:59:12 -0400 <8645AmySaysVote> @realDonaldTrump If you insist.      https://t.co/kOfUvZklgh
1186069386555219969 2019-10-20 19:59:12 -0400 <DesertRose1960> @larsoer @realDonaldTrump You say that about Mickey Mooch like it's a bad thing!
