1162151984780070912 2019-08-15 19:59:59 -0400 <Geez_LouiseGuys> @GOP @realDonaldTrump  https://t.co/8kulmZ0nmy
1162151973518315520 2019-08-15 19:59:56 -0400 <NastySusieQ> @austincorona1 @GOP @realDonaldTrump Oh, it looks like drugs, but my money is on Russian blackmail. Check, maybe we're both right! 🤷‍♀️
1162151973002588162 2019-08-15 19:59:56 -0400 <HTFIII> @GOP @realDonaldTrump That’s because you simply cut the benefits, not because you ended poverty.  https://t.co/QWwloIbt9t
1162151969974190080 2019-08-15 19:59:56 -0400 <ivmaker> @msaltzman65 @ChatByCC @RealSaavedra @realDonaldTrump Why? Why punish people who own them and have never shot/killed anyone with them? In CA last week a guy killed 4 people with a knife do we take those away 2? How about pressure cookers or cars/trucks they have been used 2 kill people. Tell us what's next.....
1162151969911451648 2019-08-15 19:59:56 -0400 <texaschicsrock> @GOPChairwoman @realDonaldTrump LIAR LIAR PANTS ON FIRE
1162151968934170625 2019-08-15 19:59:55 -0400 <123curler> @SpeakerPelosi @realDonaldTrump What’s it going to take?  What??
1162151968548294661 2019-08-15 19:59:55 -0400 <nooorrrmmmmmmmm> @dianatilb @RudyGiuliani @realDonaldTrump 🗑
1162151965280874503 2019-08-15 19:59:54 -0400 <pepesgrandma> @RealMattCouch @realDonaldTrump Matt she’s been photographed in public   https://t.co/TBObh4jyeF
1162151963762593792 2019-08-15 19:59:54 -0400 <BuildTheDWall1> @SpeakerPelosi @realDonaldTrump Nancy’s denial that she has lost control of the Democratic Party and the House to the “looney left liberal communist” show’s her complete incompetence. Supporting Trump is the only way you will survive the onslaught......NANCY!
1162151960495235073 2019-08-15 19:59:53 -0400 <Slow_PoisonDB> @realDonaldTrump Tell me.   Have you tried NOT being stupid?
1162151960088326144 2019-08-15 19:59:53 -0400 <Private52124498> @WayneDupreeShow @realDonaldTrump @WayneDupreeShow for president 2024!
1162151959467573249 2019-08-15 19:59:53 -0400 <MegaUtd7> @seanhannity @SenSchumer @SpeakerPelosi @seanhannity @IngrahamAngle @realDonaldTrump
1162151958557233152 2019-08-15 19:59:53 -0400 <hivewife> @realDonaldTrump We are heading for a recession and you are to blame trump
1162151957257248768 2019-08-15 19:59:53 -0400 <aronjason1> Its incredible to see  @AIPAC which is supposed to represent Israel's interest in the US, break with both Israel and @realDonaldTrump  showing yet again that they are no longer a lobby, but a voice for American progressives.  https://t.co/rgAPWc1hXY
1162151957248663552 2019-08-15 19:59:53 -0400 <bryan3271> @BadAsVlad @realDonaldTrump I don't remember anything in the bible about Jesus grabbing women by the p****.
1162151956623659013 2019-08-15 19:59:52 -0400 <EaseYourMind77> @suzirube @Gloriaoldsurfer @RealOmarNavarro @realDonaldTrump They make themselves so easy to spot and block.
1162151956518965254 2019-08-15 19:59:52 -0400 <Pagramma148> @DevinCow @realDonaldTrump You will do anything to make a penny, but really 8 goats qualifies as a farm.  Going to get an ant farm and ask for the same property tax break that you get. 🤣🤣🤣🤣🤣🤣
1162151951150174208 2019-08-15 19:59:51 -0400 <StjGram> @realDonaldTrump this is why you are to blame and the fact that you spread nothing but hate!!!!
1162151948587429888 2019-08-15 19:59:50 -0400 <CaliWoman4Trump> @kayleighmcenany @realDonaldTrump Omg...is all of New Hampshire there?
1162151947119595521 2019-08-15 19:59:50 -0400 <KimberlyHooten> @realDonaldTrump And we all hate you. And you will not get re elected no matter what your bots say
1162151945282424837 2019-08-15 19:59:50 -0400 <nylgk> @realDonaldTrump Walmart chosen destination of terrorists.
1162151944791760898 2019-08-15 19:59:50 -0400 <TourGuideTurtle> @realDonaldTrump Make America Great Again Rally in New Hampshire  https://t.co/B0oFdJWGAD
1162151942753308678 2019-08-15 19:59:49 -0400 <chicadeees> @GOP @realDonaldTrump Another 4 years we will be in a Depression not a recession as this article states. OUT !  https://t.co/0rKFhJAP7q
1162151942673620992 2019-08-15 19:59:49 -0400 <ReedEntype> @Mimirocah1 @richardlevangie @JoyceWhiteVance @tribelaw @realDonaldTrump And because we've learned that there is at least one lawyer that is credentialed enough to become attorney general without the level of integrity that the public should desire in an attorney general.
1162151942409412609 2019-08-15 19:59:49 -0400 <Zakmiller1690> @SuperRex1994 @Darw1nEvolution @nuaajinc @willchamberlain @davidhogg111 @realDonaldTrump Scotland voted to remain British by there own choice, there part of Britain not a colony idiot
1162151940966322176 2019-08-15 19:59:49 -0400 <tlporter21> @SpeakerPelosi @realDonaldTrump Why? Those two hate Jews and are anti-Semitic. They weren't even willing to go learn anything. They wanted to be denied so they can play a victim again. Do you invite people who hate you?
1162151940366708736 2019-08-15 19:59:48 -0400 <TheGentleDonN> @KaosFact @RealOmarNavarro @realDonaldTrump So people love her 3rd world country looking district?
1162151939859255302 2019-08-15 19:59:48 -0400 <TWG1911> @fIatcat65 @TeamTrump @realDonaldTrump Tell your son to save this country, by starting a "no red flag law" chant, do it over. And over. And over. And over again until Mr "2nd amendment friend" understands that he is very close to signing away a 2020 victory!
1162151939116867584 2019-08-15 19:59:48 -0400 <edw_jr> @concit1USA @realDonaldTrump When do we get the job done and get rid of the idiot-in-chief??
1162151938651242496 2019-08-15 19:59:48 -0400 <Debj541> @DonaldJTrumpJr @realDonaldTrump OK Fredo..... whatever you think.😂
1162151937548181504 2019-08-15 19:59:48 -0400 <aboomarelswify> @RealMattCouch @DonaldJTrumpJr @realDonaldTrump  https://t.co/qT4KaZqJma
1162151935547465728 2019-08-15 19:59:47 -0400 <scklyn> @SenSchumer @realDonaldTrump And don’t forget Election security!
1162151934972878848 2019-08-15 19:59:47 -0400 <DJ2315> @realDonaldTrump You've run so many businesses into bankruptcy, you can't run a business, much less a country... You are a worthless individual...
1162151931596423175 2019-08-15 19:59:46 -0400 <swon26> @realDonaldTrump @AndrewPollackFL @georgesoros @senatemajldr @GOPLeader @LindseyGrahamSC @GOP @NRA @KellyannePolls ...carry a military weapons PERIOD! Republicans are LYING as thug Trump does, that "Democrats want to abolish Second Amendment". Birther in-chief @realDonaldTrump mission from day one is to wipe-out whatever President @BarackObama achieved, he reversed rule on guns and mental...
1162151931260887040 2019-08-15 19:59:46 -0400 <DolarToday> ¡#China lo advierte! Guerra comercial y tecnológica de @realDonaldTrump puede desatar represalias  https://t.co/Rtdhx2X4Cf
1162151931248283648 2019-08-15 19:59:46 -0400 <angela_tribble> @SenJeffMerkley @realDonaldTrump How come nobody said anything when Obama was doing it. Also the whole cage thing was started by Obama
1162151929754951680 2019-08-15 19:59:46 -0400 <Liiljh> @realDonaldTrump YEAH，AMERICAN POWER WORLD FAMOUS PAINTING  https://t.co/QQCUHDLojK
1162151927687208960 2019-08-15 19:59:45 -0400 <Markus645> .@realDonaldTrump "Whether you love me or hate me, you gotta vote for me."  No, we fucking don't.  You're seriously underestimating the fact that people have free will and can (and will) vote for someone else if you've proven to be detrimental to this country.
1162151925103628288 2019-08-15 19:59:45 -0400 <Vote_Chuck> The legacy of @realDonaldTrump is seen in people like @jill_prouty, a former Republican who was driven away by the callousness of today's @gop and will soon represent #HD71 in the Georgia legislature.  Early voting is going on NOW, Saturday voting is the 24th  https://t.co/qxlR1bIUi0
1162151921131634688 2019-08-15 19:59:44 -0400 <mohamed73580923> @realDonaldTrump السلام عليكم عزيزي دونالد ترمب كيف حالك ايه اخبارك نبارك حملتك الانتخابيه 2020 وعليه انصحك بالاتي اولا اتي بجدول انتخابات 2016 وبمعرفتك ايضا ومعلوماتك ومتابعتك للموقف شوف الولايات التي اعطيتك فبدا بعمل مؤتمرات وزيارات لها اولا وشرفها بحضورك وبحضور نواب  الولايات من اعضاء حزبك
1162151921085571072 2019-08-15 19:59:44 -0400 <TrumpTrumpsAll2> @ZoeSozo @_LizWillis @RSBNetwork @LizWillis @realDonaldTrump BTW, I always share the RSBN live link into my UK Trump supporters group on FB which has thousands of members!
1162151920406028288 2019-08-15 19:59:44 -0400 <Bowenism> @realDonaldTrump It's global economics.  Stop your demented comments and get to work.  Where are we at on that wall?  What manufacturing jobs did you help create today?
1162151919785271296 2019-08-15 19:59:44 -0400 <TimFaulkner81> @GmanFan45 @MrsPate34 @AndrewKeith35 @EarthHasNoParty @MatthewJshow @realDonaldTrump On January 20, 2009, when he was sworn in, the debt was $10.626 trillion. On January 20, 2017, when he left, it was $19.947 trillion. It explains why most people say Obama added $9 trillion to the debt, more than any other president.
1162151917818195968 2019-08-15 19:59:43 -0400 <PaulKotta> THIS is how you tear down a bully. @AndrewYang @realDonaldTrump #yang2020 #YangGang  https://t.co/zIK7QKkmge
1162151915528105985 2019-08-15 19:59:43 -0400 <SangyeH> @dlbguthrie @realDonaldTrump Fake account reported  https://t.co/JB8iJHziJS
1162151915058282496 2019-08-15 19:59:42 -0400 <YeyaSidi> @realDonaldTrump Good my president
1162151913829224449 2019-08-15 19:59:42 -0400 <Cynfulfan> @DVATW We say the same thing about @realDonaldTrump
1162151912554344453 2019-08-15 19:59:42 -0400 <Billdog61> @seanhannity @realDonaldTrump Keep fighting the good fight Rudy.
1162151911967141888 2019-08-15 19:59:42 -0400 <LoisGuistiHaag> @realDonaldTrump Spot on Mr. President👏🏻🙏🏻❤️🇺🇸🇮🇱🙌🏻
1162151911581081600 2019-08-15 19:59:42 -0400 <skinnyfroglegs> @realDonaldTrump  https://t.co/mRl90rWcor
1162151911409299458 2019-08-15 19:59:42 -0400 <CeltC> @realDonaldTrump Bullshit. The Republican Recession  around the corner. You have the stock market falling like a rock, farmers losing their farms, and job growth is dropping. Your lies are killing our country. #DropTrump2020
1162151911191195648 2019-08-15 19:59:42 -0400 <lynndelaney> @realDonaldTrump @Twitter ...seriously? This doesn’t count as something to get an account suspended? @realDonaldTrump! Why are you doing this?
1162151910708776960 2019-08-15 19:59:41 -0400 <spike11117> @DFrost54 @MatthewDicks @realDonaldTrump No you use insults because you have nothing to offer, but worthless.   So a retweet is an endorsement now?  Clearly you must have missed hearing, Mueller recanted his statement for why he didn’t charge Trump with obstruction. It had nothing to do with a policy.
1162151910247288832 2019-08-15 19:59:41 -0400 <pennyrobinpage> @SpeakerPelosi @realDonaldTrump Do something Nancy..
1162151907969753089 2019-08-15 19:59:41 -0400 <jcohenUMD> @Omertalvendetta @itsJeffTiedrich @realDonaldTrump I’ve read the transcript. You obviously haven’t. His “fine people” comment was referring to a group of demonstrators protesting the removal of statues. He specifically condemned the white supremacists that showed up.
1162151907332374534 2019-08-15 19:59:41 -0400 <SimonWinning> @ABCPolitics Here is a summary of POS-OTUS @realDonaldTrump's speech...  https://t.co/QGnZnUbnyw
1162151906971508736 2019-08-15 19:59:41 -0400 <xenuqueue> @Mitch13343761 @Ciderbrain @pam_sands @DogbiteBrian @CovfefeSuziiQue @GlimmerOfHope73 @ArnotbUp @CS19092693 @stannotu1200 @TMachine1198 @Blakdragonheart @no_silenced @EmmasBugsBunny @ExemptMeNow @SimonBe57101015 @BrokennewsB @missymohum @LisaThePatriot @kmc1230 @mamacat2u @ScorpiusUrsa @lucielocket51 @itsme_user @IDeploreable @ycamrahp18 @cen_1776 @Tami__G @DougBoykin1 @AZSCOTTZ @baconinabun @Martineezze @CensoredVeteran @ratbone2791 @justanormalrep1 @rickymessi9 @foghrnLeghrn810 @racingfreak24 @_trbltrbl_ @JamieNi68586232 @9MOR17008 @luvyabitches @Rick62529900 @KamalaHarris @IvankaTrump @FLOTUS @realDonaldTrump @TAETco @POTUS  https://t.co/2yYeBkAGoG
1162151903079403520 2019-08-15 19:59:40 -0400 <Kaze69489191> @realDonaldTrump You represent the Republican Party, and you just hate! Everyone and everything.
1162151901930119170 2019-08-15 19:59:39 -0400 <Nori_NYC> @realDonaldTrump Do you get that your working class supporters on Walmart's floors would benefit if the corporate earnings were 0 dollars caz all that has been paid out to them as wages???   Ur looking more like a neoliberal Democrat.
1162151901204557825 2019-08-15 19:59:39 -0400 <gwfowler1961> @realDonaldTrump I know it sounds good to say. But that’s total BS. Your killing us!
1162151900214648832 2019-08-15 19:59:39 -0400 <DStellato1013> @realDonaldTrump Here are some Walmart numbers for you - 22 dead in a horrific mass shooting.
1162151899342225408 2019-08-15 19:59:39 -0400 <ronigriffith1> @UROCKlive1 @realDonaldTrump Wrong
1162151898394386433 2019-08-15 19:59:38 -0400 <NoviceActivist> @DonaldJTrumpJr @realDonaldTrump Hahahahaha hahahahaha ha
1162151897178001408 2019-08-15 19:59:38 -0400 <DDuffy54> @QanonB @realDonaldTrump You know he is besties with Kim Jung Un right??? He has the letter to prove it! He does have a habit of being a bully and blaming others for his own errors. What I'm saying is you want to have him, he's yours. Ps. Hope he doesn't start a war with N Korea.
1162151895533805568 2019-08-15 19:59:38 -0400 <Overkillrules> @CodyIsAGoodBoy @TomMcShane9979 @realDonaldTrump Your okay with the one who owned slaves though right? Careful, you’ll have to turn in your hate trump card
1162151895055720448 2019-08-15 19:59:38 -0400 <rgpetty7> @SRuhle @realDonaldTrump Do you ever have trouble getting a Tinfoil hat that fits?
1162151893101096960 2019-08-15 19:59:37 -0400 <ZamiskaMark> @MusicMonsterblz @Nostradonny @realDonaldTrump Is there any proof to your claim?
1162151893096906752 2019-08-15 19:59:37 -0400 <shari_lanham> @geoff_deweaver @realDonaldTrump @POTUS @DonaldJTrumpJr @JudicialWatch @TomFitton  https://t.co/CbVkmR4UFL
1162151892635586561 2019-08-15 19:59:37 -0400 <mhhooper01> @officeninja67 @realDonaldTrump They are responsible for the content of the articles!!
1162151892631326725 2019-08-15 19:59:37 -0400 <Baby__Bull> @adamsny47838813 @SenSanders @realDonaldTrump 34 indivuduals and 3 companies were indicted. 8 pleaded guilty or have been convicted. Including 5 Associates &amp; campaign officials. That is a lot of conclusive "nonsense". Certainly not absolutely clean is it?
1162151890257244160 2019-08-15 19:59:37 -0400 <TYenter> @WallaceGeorge7 @realDonaldTrump I will gladly sign!
1162151890013970432 2019-08-15 19:59:36 -0400 <gotchagirl42> @tinyboo49 @SenRickScott @realDonaldTrump @netanyahu yes, time to start challeging the little "hear no evil, see no evil, speak no truth enablers of a vile president; YES, ALL WHO DISTRACT FROM TRUTH, where the fuck is proof or copies of the anti-semitism NOT EVER MADE by these women? Not entitled to 1st Amendmt rights why?
1162151889103753216 2019-08-15 19:59:36 -0400 <derek0716> @realDonaldTrump shut up,  not your business.
1162151888952811520 2019-08-15 19:59:36 -0400 <BPcaptaink> @SpeakerPelosi @realDonaldTrump If they wanted to negotiate a path to accepting those two rep. Into their country, would you be for it? Say if they wanted them to give up the BDS?
1162151886943711232 2019-08-15 19:59:36 -0400 <elpasoppl> @realDonaldTrump @PressSec First you insult immigrants, then you insult our Mayor.  Pay your dam bill to the city of El Paso, and never come back! #NotWelcome #elpasostrong  https://t.co/jymxSA2IHC @mayor_margo @elpasotimes
1162151885798879232 2019-08-15 19:59:35 -0400 <xY9Anx5ayabX4Z5> @GOP @realDonaldTrump The only people the @realDonaldTrump is frighing for is the @realDonaldTrump @DonaldJTrumpJr @IvankaTrump @EricTrump @TiffanyATrump and the @FLOTUS!!!!  https://t.co/Ldi10brXaB
1162151881327517696 2019-08-15 19:59:34 -0400 <Maj_Hatred> @realDonaldTrump At what cost to Americas farming families? How long will take for them to recover?
1162151880467898368 2019-08-15 19:59:34 -0400 <KonaDreamssssss> @peterbakernyt @JohnJHarwood @realDonaldTrump tired of winning yet?
1162151880127942656 2019-08-15 19:59:34 -0400 <RogersDelphine> @realDonaldTrump And the facts say, you're lying, again. @SpeakerPelosi #ImpeachDonaldTrumpNOW #ImpeachmentInquiryNow #ImpeachTrumpNow #Impeach #ImpeachmentInquiry #ImpeachmentHearingsNow #TrumpRecession #TrumpSlump #TrumpsTerrorists #TrumpIsARacist #TrumpIsAWhiteSupremacist #TrumpsRecession
1162151879599677440 2019-08-15 19:59:34 -0400 <Tracybr888> @TeamTrump @realDonaldTrump My kid said while asking about #MAGA #KAG TONIGHT WATCHING RALLY ON C-SPAN that it should be #MADEAMERICAGREATAGAIN=#MAGA...!...! #Trump2020 #KAG...!...! Trump Made America Great Again Amen Amen #Amen we love you all....!....!🎺♥️💯🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸💯♥️🎺....!...! #45ThForever....! 👍  https://t.co/worx1MbalS
1162151878811013120 2019-08-15 19:59:34 -0400 <kinescopeman> At a New Hampshire Campaign Rally @realDonaldTrump CALLED THE DEMOCRATIC PARTY COMMUNISTS. This from #PutinsPuppet. Who defends Communist Russia &amp; Communist China over American values. @chucktodd @foxandfriends @RepAdamSchiff @maddow @Lawrence @SpeakerPelosi @SenSchumer @JoeNBC
1162151878123114496 2019-08-15 19:59:34 -0400 <Kayla49791944> @_Xtinkshun_ @DavidWohl @realDonaldTrump My parents always taught me, "A gun should be your first or last option". If someone else is coming at you with a deadly weapon... The police will come a little too late. Verbal... anything, a gun should be my last option.
1162151877053566976 2019-08-15 19:59:33 -0400 <Kiki_Chihuahua> @DonaldJTrumpJr @realDonaldTrump Says the #traitor
1162151876097449984 2019-08-15 19:59:33 -0400 <ctricki71> @nives369 @Jim_Jordan @realDonaldTrump @RepCloudTX @RepAndyBiggsAZ @chiproytx @RepBenCline @CBPRGV You really think criminals get a background check to purchase a firearm.
1162151875069829121 2019-08-15 19:59:33 -0400 <RacerX00> @GeraldoRivera @realDonaldTrump Seriously, you are disgraceful these 2 want Israel destroyed, they are disgusting. #IStandWithIsrael
1162151873190813696 2019-08-15 19:59:32 -0400 <pedal_by_pedal> .A scathing new Pentagon report blames @realDonaldTrump for the return of ISIS in Syria and Iraq  https://t.co/AJqKIwnrSs via @businessinsider
1162151873182175232 2019-08-15 19:59:32 -0400 <pdelcecatodixon> @politico @realDonaldTrump wants us to remember “mental illness” because that is going to be his legacy. He will be remembered as the president that was severely mentally unfit.
1162151873153064960 2019-08-15 19:59:32 -0400 <SpeakatheDevil> @DonaldJTrumpJr @realDonaldTrump #jail4donjr #Resist #TrumpCrimeFamily  https://t.co/UrFsPzRB11
1162151872884613126 2019-08-15 19:59:32 -0400 <les73186436> @realDonaldTrump Does it matter? They own more of the USA than we do!
1162151872461004801 2019-08-15 19:59:32 -0400 <thedoggeneral1> Fact. @realDonaldTrump
1162151871861207040 2019-08-15 19:59:32 -0400 <trishtra3> @GOP @realDonaldTrump HOW?? HOW IS IT GREAT?? IT WAS MUCH BETTER BEFORE THE PARTY OF TRUMP. AT LEAST THE @GOP STOOD FOR SOMETHING.
1162151870405718016 2019-08-15 19:59:32 -0400 <JoeyCoco10> @realDonaldTrump No black people sitting behind you in New Hampshire.......looks like you don't pay enough anymore for people to abandon their morals and values.....
1162151869050970112 2019-08-15 19:59:31 -0400 <boysek> @realDonaldTrump How about instead of panic-tweeting and blaming everyone but yourself, your administration,and the GOP for screwing up the economy that Obama and the Dems fixed after the last GOP administration, you implement an evidence-based plan to fix it?  https://t.co/0diA6F1xNd
1162151866496626690 2019-08-15 19:59:31 -0400 <SlugButter1> @Andrew08839409 @CarstenSchuber2 @HassanBaz_656 @realDonaldTrump Can't get more right wing than the Daily Express   https://t.co/AuR1615TFx
1162151865900912640 2019-08-15 19:59:31 -0400 <Philnoy1> @PaulLeo14128526 @pelotonattacker @Airvooocht @realDonaldTrump Chinese here. And it’s true that the ghost cities are shortsighted to boom the GDP by local governments. The real estate is a huge problem destroying the health of China’s economy. But I really don’t think the trade war will bring what Trump looks for.
1162151864747601920 2019-08-15 19:59:30 -0400 <DebbieSVA> @realDonaldTrump  https://t.co/7L6co4GKGs
1162151864118448128 2019-08-15 19:59:30 -0400 <agentmarxx> @TheLiberalPOV @robreiner @realDonaldTrump Thanks Doofy  https://t.co/ESVaAR80l1
1162151861710929922 2019-08-15 19:59:30 -0400 <RandomIgnorance> @realDonaldTrump What are you doing to reduce gun violence?
1162151861497061376 2019-08-15 19:59:30 -0400 <organist_the> @jjhawktree @beckybuck @real_defender @realDonaldTrump It is not stupid to dry up the supply from which criminals get their guns. You can call me stupid all you like but you still haven’t explained how firearms move from the legal market to the black market. People that bought them legally sell them illegally into the black market.
1162151861056487425 2019-08-15 19:59:30 -0400 <KenFWA> @MOMV719 @soulwhisper2016 @realDonaldTrump Require 100% prepay.
1162151861023064067 2019-08-15 19:59:30 -0400 <JimBoggia> @SpeakerPelosi @realDonaldTrump Less tweeting, more Impeaching.
1162151860612022274 2019-08-15 19:59:29 -0400 <nparuszkie> @realDonaldTrump You claim to be President.  If so, you should support the U.S. and ALL members of Congress. After all they WERE elected  by the people.  Now Israel is banning OUR Congresswomen (at your suggestion.)  Just another thing you should be ashamed of.
1162151859391553538 2019-08-15 19:59:29 -0400 <IvanArielCorrea> @jennybizh @hardball @MSNBC @WalshFreedom @realDonaldTrump Wrong she is Palestinian and welcomed to go there in fact it’s the destination in their agenda , Palestine not Israel. They are hateful anti Semite drama queens
1162151859324215296 2019-08-15 19:59:29 -0400 <jamiedonnelly15> @RudyGiuliani @realDonaldTrump #DelusionalRudy
1162151858514857990 2019-08-15 19:59:29 -0400 <infomandos> @SpeakerPelosi @realDonaldTrump  https://t.co/XL90JSW9pe
1162151857906692096 2019-08-15 19:59:29 -0400 <PnkFloydian> @tonyposnanski @realDonaldTrump I couldn't have said this any better. Well done!!
1162151856182837248 2019-08-15 19:59:28 -0400 <WitteLindade> @realDonaldTrump Totally agree. In the Netherlands we admire your policy. Keep up the great work! I wish our ministers did the same great things for our economy. #LoveTrumpNetherlands
1162151854551248898 2019-08-15 19:59:28 -0400 <19RoLo67> Is that even in question? Well, @realDonaldTrump and his cohorts have been downplaying/denying it's a problem so it must not be true! @BernieSanders #America #USA #World #Chicago
1162151854018633728 2019-08-15 19:59:28 -0400 <DLusbu> @realDonaldTrump Stop trying to convince us things are great. We watch the news. We know what's happening. Stop with the lies. #TrumpRecession  #TrumpSlump
1162151851237638144 2019-08-15 19:59:27 -0400 <Mossimo77> @Infantry0300 @Walmart @realDonaldTrump Walmart’s CEO is a big time donor to Trump.
1162151848041566208 2019-08-15 19:59:26 -0400 <Miakki> @JoanneRN123 @RudyGiuliani @realDonaldTrump As you say - it's the quality.  Anybody who uses words repeatedly that end in "ist" or "ism" without a shred of proof is as useful as that turd in the toilet you can't wait to flush down &amp; out of sight.
1162151846997364741 2019-08-15 19:59:26 -0400 <WMUR9> .@realDonaldTrump supporters, protesters clash in chants ahead of POTUS speech in #Manchester #NHPolitics via @MikeCroninWMUR  https://t.co/ifgdCz6sQn
1162151846095523845 2019-08-15 19:59:26 -0400 <BillGabe> @realDonaldTrump Read it and tweet fat boy  https://t.co/uIXgCHqpOv
1162151845265059841 2019-08-15 19:59:26 -0400 <TurtleFL> @RudyGiuliani @realDonaldTrump Natch. We're dealing with pathological partisan liars in the media.
1162151845164396544 2019-08-15 19:59:26 -0400 <Shelley94956302> @realDonaldTrump Those two are more like coal and straw than Diamond and Silk. Do they really believe or just like their jobs and pay?
1162151844510097408 2019-08-15 19:59:26 -0400 <40AcresBuilt> @GOP @realDonaldTrump Not for long.....   https://t.co/TpEVq33oG5
1162151843629191168 2019-08-15 19:59:25 -0400 <DavidOH2577> @realDonaldTrump So. We are to disbelieve the media. A body of people whose reputations and incomes rely on them being transparent and accurate. But believe just one thin slice of a government that is desperate to distract from poor results and looking to re election? And KNOWN LIARS?
1162151842291343361 2019-08-15 19:59:25 -0400 <King_Ramza> @KamalaHarris You kinda remind me of @KevinHart4real. Both of you have some real funny content. Like that joke about you being president. That junks hilarious.😂😂 @realDonaldTrump @RealCandaceO #blexit #maga #trump2020 #maga2020 #kag2020
1162151841217613826 2019-08-15 19:59:25 -0400 <aldecoam1> @GOPChairwoman @realDonaldTrump I don't think that Trump's caving to the NRA and the Grim Reaper of the Senate is going to play well with Americans who are living in FEAR of taking their children to a mall to buy school clothes or going out with friends on a Saturday night.
1162151841209225218 2019-08-15 19:59:25 -0400 <Jeanneabey> @RudyGiuliani @realDonaldTrump 🇺🇸
1162151840353439744 2019-08-15 19:59:25 -0400 <dsimons1> @SpeakerPelosi @realDonaldTrump What she said.🇺🇸🇺🇸🇺🇸🇺🇸
1162151840139493376 2019-08-15 19:59:25 -0400 <Wonkytalk71> @proudliberal5 @KerrAvon4 @deathandraven @neeratanden No, it’s the same reason that Bernie whines about Jeff Bezos and @washingtonpost; literally puppeting @realDonaldTrump. WTF??
1162151838545797121 2019-08-15 19:59:24 -0400 <MbgWatson> @IlhanMN you are an ENEMY of the Jewish people, you’re an Anti-Semite, why would Israel want you any where near its people. @netanyahu is friends with @realDonaldTrump and patriotic Americans, he is perfectly capable of choosing to bar you from entering @Israel  Eat Bacon.
1162151837358809093 2019-08-15 19:59:24 -0400 <ehrgottdad> @realDonaldTrump The Fake News? You mean like the Dept of Treasury? And that liberal rag the Wall Street Journal?
1162151836436107266 2019-08-15 19:59:24 -0400 <PapaJumico> @TheRightMelissa @realDonaldTrump Try saying something remotely close to a rational point
1162151834439602176 2019-08-15 19:59:23 -0400 <AmiBartolobe> @SpeakerPelosi @realDonaldTrump Netanyahu is a mob criminal just like Trump and soon enough they will both rot in jail.
1162151834359881728 2019-08-15 19:59:23 -0400 <JohnLMarra> @TrumpWarRoom @realDonaldTrump That's her narrative because she has nothing intelligent to say.
1162151833860804610 2019-08-15 19:59:23 -0400 <alexazzam40> @GOP @realDonaldTrump Empty propaganda
1162151833508503552 2019-08-15 19:59:23 -0400 <Judzer> @DeliliaOMalley @realDonaldTrump As if anyone in his family has ever walked near one.
