830929477278498818 2017-02-12 18:59:59 -0400 <Mandari25733571> @realDonaldTrump Here's some other "fans" of yours from yesterday Donnie.  https://t.co/dxhaUWZM3X
830929458915745793 2017-02-12 18:59:55 -0400 <juangota44> @FOXLA it definitely will not be a boring 8 years with @realDonaldTrump in the White House.
830929457045180417 2017-02-12 18:59:55 -0400 <mitchozog> @realDonaldTrump - America first....  https://t.co/XtjixitNga
830929456877408256 2017-02-12 18:59:55 -0400 <lieselm> Bet he says “Good riddance!” RT @realDonaldTrump: After two days of very productive talks, Prime Minister Abe is heading back to Japan. L
830929456357318656 2017-02-12 18:59:54 -0400 <fit_feminista> @realDonaldTrump and by supporters you mean protesters? #alternativefacts
830929455673704448 2017-02-12 18:59:54 -0400 <barryslee> @realDonaldTrump not allowing or expecting your powers to be questioned. Hmmm you do know you run a democracy?
830929454297935872 2017-02-12 18:59:54 -0400 <RealHaraldJezek> @realDonaldTrump yes lining the roads ro make sure you are REALLY leaving
830929454058786816 2017-02-12 18:59:54 -0400 <seesbeyond143> @BrendaB56 @williamlegate @realDonaldTrump at least he isn't an egg.. fake account?
830929451110117378 2017-02-12 18:59:53 -0400 <kylewayne26> My sister: I think celebrities need to stay out of politics and stop criticizing @realDonaldTrump  Me: you know he's a celebrity right....  https://t.co/SItpAFL8D3
830929449667411968 2017-02-12 18:59:53 -0400 <homenotalone> Thoughts &amp; prayers to @JustinTrudeau for his meeting with @realDonaldTrump tomorrow.  Just grin &amp; bear it Justin. We all hate him too.  https://t.co/u4Ub2HVfFs
830929449323487232 2017-02-12 18:59:53 -0400 <TheRealTeagle> @realDonaldTrump You're so unpopular you're counting tire stores as supporters now, eh, fatty?
830929448836923392 2017-02-12 18:59:53 -0400 <SHLARASH> @realDonaldTrump for u to study :  https://t.co/uCxx2p4cdn
830929448039899137 2017-02-12 18:59:52 -0400 <calisunday> @realDonaldTrump Big Crowds to Dump Trump, More of your Fake News! SAD!
830929445422821376 2017-02-12 18:59:52 -0400 <Twiceroadsfool> @realDonaldTrump I can't wait for him to start mocking you. LOL
830929444474855424 2017-02-12 18:59:52 -0400 <ejcwl> @SheriffClarke @kupajo322 @realDonaldTrump And keep praying for him &amp; our country
830929442562269184 2017-02-12 18:59:51 -0400 <LaGalletabi> @FelipeCalderon @realDonaldTrump like u, mr Calderón.
830929440947331072 2017-02-12 18:59:51 -0400 <LLESGMOMMA> @realDonaldTrump @DonnaFlowerree Delusional once again...PROTESTERS OR FANS???#RESIST#FAKE PRESIDENT#CAN'T TELL THE TRUTH
830929439487881216 2017-02-12 18:59:50 -0400 <LGnon> @realDonaldTrump  Wow they  S.Spicer, S.Miller K.Conway spew Trump combative lying nonsense. The whole WH is a fraud.Alternate Fact WH.
830929437000622081 2017-02-12 18:59:50 -0400 <ChrissieGrech> @realDonaldTrump you have probably the most important job in the world and you haven't got a fucking clue. You're a foolish danger. Give up.
830929434865709056 2017-02-12 18:59:49 -0400 <CC_Varmints> @RaleighRules @FoxNews @realDonaldTrump @JleJanet @LisaBo16 you are really ignorant if you think Mexico  will pay for so-called wall.
830929430029750272 2017-02-12 18:59:48 -0400 <deadgramma> @realDonaldTrump Do you know what ABUSE is ? Think of what you've done as a parent and husband ! That's ABUSE.
830929426871300098 2017-02-12 18:59:47 -0400 <djuhnk> @FollowedByZero @bdgrabinski @realDonaldTrump ....this is what you decide to argue... THIS!?
830929426254852096 2017-02-12 18:59:47 -0400 <freightliner303> @realDonaldTrump Thank you
830929425877200896 2017-02-12 18:59:47 -0400 <egrey24> Could @realDonaldTrump pass the Turing test or is his 'fake intelligence'? @cnn #babytrump @SNLUpdate #snl @POTUS
830929424577097729 2017-02-12 18:59:47 -0400 <P_Dubbin> @PoliticalAnt @donttrythis @washingtonpost @realDonaldTrump But I am aware of dems pulling shenanigans so we had to make sure its not a scam
830929424166039552 2017-02-12 18:59:47 -0400 <kimmaves> @LittleLionMan78 @realDonaldTrump 3 ? You’re too kind
830929422656077824 2017-02-12 18:59:46 -0400 <MauroVS> @realDonaldTrump #MAGA #MBS  https://t.co/gXsLqH4g5y
830929422136045568 2017-02-12 18:59:46 -0400 <LElitist> @realDonaldTrump yep Stephen Miller is a class A bullshit artist, just like you. Congrats indeed.
830929420743561221 2017-02-12 18:59:46 -0400 <scarriegirlyale> @realDonaldTrump you guys do realize his account was taken over by a staff member. Some people just don't follow the facts.
830929420139458560 2017-02-12 18:59:46 -0400 <SkytroFX> @realDonaldTrump ikr
830929418684088320 2017-02-12 18:59:45 -0400 <PammiebN> @politico @realDonaldTrump What a joke!
830929417119612928 2017-02-12 18:59:45 -0400 <gopgop66> @realDonaldTrump You are doing great Mr. President..We are behind you..God Bless
830929417010630658 2017-02-12 18:59:45 -0400 <Nikhedonia11> @WestmonsterUK @Daily_Express should collaborate with @realDonaldTrump admin. Express has launched a crusade to help homeless ex soldiers.
830929416977002498 2017-02-12 18:59:45 -0400 <mtnofgold> @realDonaldTrump stop playing golf and just work...what happened to Your ridiculous thought on the trail that Japan needs to pay us??
830929416486273024 2017-02-12 18:59:45 -0400 <NurseRabbi> @POTUS44 @POTUS @realDonaldTrump @Twitter dual screen-actmerger @MarkZuckerbergF add-windows @BillGates ©⛓⚖always™ @BarackObama 😂🇮🇪©™®💯
830929415483842562 2017-02-12 18:59:45 -0400 <TheWorryGames> @lettersandwalls @realDonaldTrump Ugh.  I know.   Thank goodness I have SNL to keep me laughing at least one day a week. ;)
830929414645022722 2017-02-12 18:59:45 -0400 <DustyRondeau> .@realDonaldTrump A dog left a turd on my porch. Can you plz ban all dogs from the U.S. until I can personally interrogate each one?
830929410219864064 2017-02-12 18:59:43 -0400 <earthma23> @williamlegate it's all about fundraising @BrendaB56 @realDonaldTrump
830929409032982529 2017-02-12 18:59:43 -0400 <jane_taryn> @DanScavino @SassyPantsjj @realDonaldTrump @MELANIATRUMP @jane_taryn Thank you President Trump for visiting Palm Beach - WE LOVE YOU #MAGA
830929408580018176 2017-02-12 18:59:43 -0400 <GinoKusa> @SheriffClarke @realDonaldTrump you mean the fact that he inherited a strong economy according to GOP economists themselves ?
830929406038306820 2017-02-12 18:59:42 -0400 <respectlearning> @realDonaldTrump Intelligent Americans require evidence. Yo &amp;, your dopey supporters are too ignorant to require evidence.
830929405711093761 2017-02-12 18:59:42 -0400 <burtbrooks> Seriously?! Stop tweeting, you're not just embarrassing yourself anymore, you're embarrassing the nation. @realDonaldTrump
830929402447949824 2017-02-12 18:59:42 -0400 <steelmamaw> @Red1994D @FoxNews @realDonaldTrump don't care
830929401235779585 2017-02-12 18:59:41 -0400 <Glawg> @realDonaldTrump look who's talking
830929400694788096 2017-02-12 18:59:41 -0400 <MiBo_Art> @jjklein5280 @azalben @realDonaldTrump Tornado appeared 1 mile from me and people lost a lot. They didn't get help and that was under Obama.
830929395959418883 2017-02-12 18:59:40 -0400 <EnzoEdmonton> @lucmpaquin There's this ....  https://t.co/Y4HpSU8mhq @realDonaldTrump
830929395305082880 2017-02-12 18:59:40 -0400 <Matt_frisco> @realDonaldTrump Mr. President, please fix the immigration system, H1B visas once and for all. Unassimilated immigration is a threat to all.
830929394797522947 2017-02-12 18:59:40 -0400 <SeekerofTruth0> @kisaysso @WhiteHouse @realDonaldTrump @CNN  https://t.co/wzVYIH4V1L
830929394134822912 2017-02-12 18:59:40 -0400 <kpepp_> #EndTheWarOnDownSyndrome @realDonaldTrump @UN Please help  https://t.co/4c1iD09xTH
830929392650027010 2017-02-12 18:59:39 -0400 <MMS1282> Real question is why @TheDemocrats there didn't stand up to @realDonaldTrump racial slur for @SenWarren &amp; walk out? #GetABackbone #Resist  https://t.co/VVjLsCcpGK
830929391861497858 2017-02-12 18:59:39 -0400 <BizGrowthGB> @realDonaldTrump *is* a loser. Botched Yemen raid killed US Seal and civilians.   https://t.co/silW6x55pz
830929388304740352 2017-02-12 18:59:38 -0400 <debbia24> @Evan_McMullin @WillMcAvoyACN @realDonaldTrump  Trump tower, White House, Mar a Lago....Millions upon millions.
830929385989533700 2017-02-12 18:59:38 -0400 <DenisFrenette2> .@lindsaylohan Wants Meeting with @realDonaldTrump, Putin to Solve Syrian Refugee...  https://t.co/1B6GHZsLgd by #FoxNews via @c0nvey
830929385180033025 2017-02-12 18:59:38 -0400 <pompahouse> Another white supremacist /christiano-fascist in the Whiter House. Que mierda! @realDonaldTrump #MuslimBan #MAGA @POTUS #BuildTheWall  https://t.co/k1nS6RiIsb
830929384991293440 2017-02-12 18:59:37 -0400 <wayneellyson> @realDonaldTrump @POTUS You said you wouldn't tolerate DPRK missile launch. What now, orange pu**y? Maybe ask Putin?
830929384517271553 2017-02-12 18:59:37 -0400 <LarryFRogers1> @abc @nbc @cbs @thehill @HuffingtonPost @cnn @politico @foxnews @BreitbartNews @realDonaldTrump @wikileaks Trump burnt Joan of Arc  https://t.co/DIblyI3E91
830929384135614465 2017-02-12 18:59:37 -0400 <RogerScz> @realDonaldTrump It's over. YOU LOST. 11million people would take ICE until 2094 to complete. You and I will both be dead before it's done.
830929383175122946 2017-02-12 18:59:37 -0400 <theautismdad> @realDonaldTrump I can't wait for @LastWeekTonight.. It's gonna be super funny..
830929380822114304 2017-02-12 18:59:36 -0400 <FrancLlakaj> @williamlegate @BrendaB56 @realDonaldTrump 73 millions?! Boy, that escalated quickly 😂😂
830929380100575232 2017-02-12 18:59:36 -0400 <melissasbaron> @realDonaldTrump that might be true but according to latest Gallup Poll 54% of the country disapproves of you. Including me.
830929379106529282 2017-02-12 18:59:36 -0400 <NomeSayne> @realDonaldTrump OHMYGOD WHERE ARE THE BLOODY GROWN-UPS
830929378733355008 2017-02-12 18:59:36 -0400 <sarahl_bb> Totally unimportant, meaningless thing that would annoy 45. @realDonaldTrump  https://t.co/kfWrRB3geu
830929376145465344 2017-02-12 18:59:35 -0400 <silversj> .@realdonaldtrump "sings" the Muppets 'MAHNA MAHNA' song. The funniest thing I've seen all day!  https://t.co/Mkcf8gQ17l via @YouTube
830929376065777668 2017-02-12 18:59:35 -0400 <zachary_shipman> @foxnation @SenFranken @realDonaldTrump @SenWarren @FoxNews snowflakes
830929375109459969 2017-02-12 18:59:35 -0400 <yara_saud1> @Arrab1972 @realDonaldTrump @RaleighReporter @TimJohnson4 @MaraLiasson @HorsleyScott I belive he can stop iran good luck for us👏
830929374438383617 2017-02-12 18:59:35 -0400 <WastedTime240> @realDonaldTrump Psssst - Your insecurity and incompetence are showing again
830929373490462720 2017-02-12 18:59:35 -0400 <FLO_TechGuy> @realDonaldTrump Those are demonstrators against you Agent Orange. Yours staffers are the ones lying to you!
830929373133930496 2017-02-12 18:59:35 -0400 <JelleHoutsma> Yes @realDonaldTrump . Amazing crowds  https://t.co/oRG5tKjiNQ
830929373045854210 2017-02-12 18:59:35 -0400 <FeelTheTeal> @OchoFisho @realDonaldTrump He is probably trying to get some of our uranium back that Hillary and co sold them on the shady side.
830929370575417344 2017-02-12 18:59:34 -0400 <solomicky2> @realDonaldTrump reverse wet foot, dry foot EO
830929369086337024 2017-02-12 18:59:34 -0400 <WordJourneys> The only FAKE News is coming from @realdonaldtrump and alt sites, @ChrisRuddyNMX @POTUS You WILL NOT keep getting away with disinformation!
830929367287083014 2017-02-12 18:59:33 -0400 <yosub> @realDonaldTrump  https://t.co/FDpOTnX9VU
830929364934070272 2017-02-12 18:59:33 -0400 <johnpatrickkea5> @realDonaldTrump TRANSITION AND I WHO CURES DISEASES IS SAFE AND NOT HARMED I GUESS YOUR JOB ISNT YOURS ANYMORE
830929364007124992 2017-02-12 18:59:32 -0400 <TOM_UF> RE @realDonaldTrump parade of promises unfulfilled-"Only he can fix it!" LOL! Where's Ur #Obamacare replacement plan? Where's Ur info on Rus  https://t.co/KM7opUDSOg
830929361725317122 2017-02-12 18:59:32 -0400 <cptpicar> @realDonaldTrump it's spelled "protestors", not supporters. Fake News.
830929360576139264 2017-02-12 18:59:32 -0400 <CameraLassy> What a legacy @realDonaldTrump will leave us with. I'm sure his grandkids will all be very proud of him. 😱😂😱😂  https://t.co/daFDU0XiWc
830929360458747905 2017-02-12 18:59:32 -0400 <DiConnects> @realDonaldTrump @KCStar To not make these people home grown terrorist is a grave mistake on your part. Putting them in our Govt is the @GOP
830929360270028800 2017-02-12 18:59:32 -0400 <oilmommaof7> @realDonaldTrump a Father's love means the world to his daughter.❤️
830929359166959616 2017-02-12 18:59:31 -0400 <Miabirdbrain23> @realDonaldTrump -🎼🎶You're so vain I bet you think this song is about you....🎶
830929358911111171 2017-02-12 18:59:31 -0400 <briggs1957> @realDonaldTrump Enthusiastic Supporters??? WHAT A JOKE..WHO IS THE LIAR HERE..NOT THE MEDIA!!!!
830929358109999108 2017-02-12 18:59:31 -0400 <_Anjelika> @realDonaldTrump, stop calling it the winter white house. When you're gone, it's gone. and what happens in summer?
830929356289609728 2017-02-12 18:59:31 -0400 <lgomez6482> @chelseahandler @realDonaldTrump He gets bigger ratings than your show. Do you still have a show? Thought you were moving to Canada.
830929355878461440 2017-02-12 18:59:31 -0400 <Pandemic_Times> Seriously, @realDonaldTrump, is that what all the squinting and 'Where's Rudy?' is about? You need glasses and vainly refuse to wear them?
830929355077480449 2017-02-12 18:59:30 -0400 <tarjakoivumaki> @realDonaldTrump That means there still is some difference between North Corea and America. Not for very long though if up to you...
830929353873694721 2017-02-12 18:59:30 -0400 <profyug> @realDonaldTrump @bodelairo but it is illegal
830929348756660224 2017-02-12 18:59:29 -0400 <ireneberns> @realdonaldtrump ‘FALSE’: CNN Fact Checks Trump After He Claims Ber...  https://t.co/hTpem1z0Sj #WouldhavebeenBernie
830929348626628609 2017-02-12 18:59:29 -0400 <NeldaFine> That's right Trump. U have guttless Miller trying his best to lie for u. Impeachment in your near future. @realDonaldTrump  https://t.co/yY9nKqqKB7
830929347787837440 2017-02-12 18:59:29 -0400 <ShePersistedKG> @realDonaldTrump big crowds of people PROTESTING
830929344184852480 2017-02-12 18:59:28 -0400 <clbivins27> @kellyaj72 @realDonaldTrump lolololo ..stale puppy bisquit
830929343304069120 2017-02-12 18:59:28 -0400 <UFStemCell> 2018 Winter Olympics security - South Korea @realDonaldTrump @POTUS @VP   https://t.co/KUJ4ACmsjc
830929341676675072 2017-02-12 18:59:27 -0400 <AprilAusdal> @williamlegate @realDonaldTrump @AlecBaldwin when will you and others like you LEARN that people at places like CNN have been only telling
830929341601116162 2017-02-12 18:59:27 -0400 <AngelwithHope> @realDonaldTrump People love a freak show what can they say. Poor Trumpie, 23 days in office and already went on vacation. Pathetic
830929341542518784 2017-02-12 18:59:27 -0400 <manatee_sean> @mcuban Offer to debate @realDonaldTrump. I'd be happy to moderate a debate on my show. Would get HUGE ratings, LOL.🇺🇸🇺🇸
830929340498079744 2017-02-12 18:59:27 -0400 <ESpears317> @realDonaldTrump @CNN that's actually false. What about that time @SenSanders called you a delusional, pathological liar? #fact
830929340464508928 2017-02-12 18:59:27 -0400 <micostasm> Presidente @ppkamigo ha solicitado al presidente @realDonaldTrump que deporte de EE.UU a @AlejandroToledo
830929339940118529 2017-02-12 18:59:27 -0400 <Socrates_Wilde> How Your Cute 'Hero Flight Attendant' Story Is Helping @RealDonaldTrump Deport Immigrants @ENBrown @reason  https://t.co/drYR9XDP4z
830929338988118023 2017-02-12 18:59:26 -0400 <tmsred> @realDonaldTrump lmao...they were protesters
830929337842966529 2017-02-12 18:59:26 -0400 <FreeWebDesignz> @Sick_Writer_ @realDonaldTrump @MikePenceVP 💯#LostClips #BlackHistoryMonth  https://t.co/NCQR96HXID
830929336672739328 2017-02-12 18:59:26 -0400 <mlinares210> @realDonaldTrump Did you pretend to understand Japanese all night or did you actually use the headset?
830929334907129856 2017-02-12 18:59:26 -0400 <KristanTrugman> @realDonaldTrump Might want to look at those signs they are holding. 😂
830929333732667392 2017-02-12 18:59:25 -0400 <Dsw1957Dennis> @realDonaldTrump do you mean protesters
830929333174824963 2017-02-12 18:59:25 -0400 <sandylynn172> @Mike_P_Williams @realDonaldTrump get rid of California snowflakes....He wind popular vote
830929332604387328 2017-02-12 18:59:25 -0400 <bellamtanner> @realDonaldTrump  https://t.co/py7R1Yyq2g
830929331983630336 2017-02-12 18:59:25 -0400 <ARSKYLOVER> @realDonaldTrump as Al Franken stated this a.m.  The man is mentally not well!  Those supporters where protesting ur orange ARSE! 😆😆😆😆
830929330960207873 2017-02-12 18:59:25 -0400 <lucrativemafia> @realDonaldTrump to many clowns following you, half of them are fry technicians.
830929329609662464 2017-02-12 18:59:24 -0400 <deirdrecavener> @realDonaldTrump  https://t.co/7WfsP9xfy4
830929327487332352 2017-02-12 18:59:24 -0400 <felicepand> @realDonaldTrump you are a idiotic putz
830929326761709569 2017-02-12 18:59:24 -0400 <PeskyVarmt> @realDonaldTrump @POTUS #SCROTUS  https://t.co/rBjDyutBqZ
830929322856820740 2017-02-12 18:59:23 -0400 <SeekerofTruth0> @kisaysso @WhiteHouse @realDonaldTrump @CNN nope. Muslim spies notified enemies hired by dnc  https://t.co/0vxa7iDgQg
830929322202562560 2017-02-12 18:59:22 -0400 <owensterry21> @realDonaldTrump If people want to come here on a visa the solution is to GPS chip under the skin when the visa runs out the GPS is on
830929321657245703 2017-02-12 18:59:22 -0400 <ymverdi> @Unitingtheunite @LionKinghorn @JordanUhl @realDonaldTrump sure  their cooperation decision but they are deciding whe trump is president ! ?
830929320919126016 2017-02-12 18:59:22 -0400 <commtrol> @realDonaldTrump you've got a Android phone u tweet with. How come no pictures showing those fans? Just saying
830929319300100096 2017-02-12 18:59:22 -0400 <miroirdufou> Wonder who might pay $200k for a ringside seat as @realDonaldTrump makes policy in public @ Mar-a-Lago?  https://t.co/oSqxLVrqfD @Khanoisseur
830929317987229698 2017-02-12 18:59:21 -0400 <dreamgirlniks> @realDonaldTrump this asshole is already in office but it's still important to him that he appear popular in the media @listabatista
830929317198708736 2017-02-12 18:59:21 -0400 <jmoenrn> @realDonaldTrump for crying out loud, who cares but you
830929316347310081 2017-02-12 18:59:21 -0400 <PatrickWoerner> @realDonaldTrump  who really cares besides you
830929314329817089 2017-02-12 18:59:21 -0400 <DanielIsabell> @realDonaldTrump @seanspicer @KellyannePolls why are y'all so bad at your jobs?! People in real life would've been fired by now.
830929313423826944 2017-02-12 18:59:20 -0400 <Cleetwan> @realDonaldTrump shut up
830929313281228800 2017-02-12 18:59:20 -0400 <theoxtalls> @FoxNews @lindsaylohan @realDonaldTrump @FoxNewsInsider no she doesn't. She wants a headline.
830929310953402368 2017-02-12 18:59:20 -0400 <Jeffhull71> @realDonaldTrump no pictures, then you are lying
830929310894682112 2017-02-12 18:59:20 -0400 <YourXtrInnings> @TimBrownson @mcuban @realDonaldTrump Cuban is smart enough to know how NOT to tie a tie.
830929310802403328 2017-02-12 18:59:20 -0400 <svholmes> @realDonaldTrump hate
830929309648900096 2017-02-12 18:59:19 -0400 <cre8newart> @realDonaldTrump just get over this fake news rhetoric and twitter rants... grow up you are the president now so act like it! @POTUS
830929309456019456 2017-02-12 18:59:19 -0400 <ZedDenning> @kevinolearytv @realDonaldTrump @JustinTrudeau However, I'm certain there will be a selfie of Justin at some point
830929308013039616 2017-02-12 18:59:19 -0400 <AuthorJoyThayer> @prpltnkr @realDonaldTrump Speaking of that, did you see my latest #snarkcast? I talk a lot about sex assault and T.  https://t.co/KvGhgxqpPG
830929306582937600 2017-02-12 18:59:19 -0400 <RexMullen2> @realDonaldTrump tell the truth. Most  are protesters.
830929306377400321 2017-02-12 18:59:19 -0400 <blusteryblue> @realDonaldTrump who cares???
830929305534337025 2017-02-12 18:59:19 -0400 <ArmandoMA9> @realDonaldTrump 😷😷😷😷
830929304540164097 2017-02-12 18:59:18 -0400 <jasonrector> @realDonaldTrump You're the President now, stop being so petty.
830929300664770560 2017-02-12 18:59:17 -0400 <ADotHam13> @realDonaldTrump Pictures or it didn't happen, bruh.
830929296294367233 2017-02-12 18:59:16 -0400 <JeffRogers20> @realDonaldTrump  https://t.co/q1ajrXgvcH Interesting story, may be worth a moment of your time. #RuleofLaw #MAGA
830929294507454465 2017-02-12 18:59:16 -0400 <angelsslave> Aww poor 45 doesn't like his job. Shouldn't have had people rig the election so you could be the only 'winner' them hmm? @realDonaldTrump  https://t.co/TRjx1zTe6n
830929294314598401 2017-02-12 18:59:16 -0400 <craig_metime> @realDonaldTrump  The campaign is over.
830929293647568897 2017-02-12 18:59:16 -0400 <sjrose99> @RepAdamSchiff @realDonaldTrump Bad script, bad acting.
830929293098246147 2017-02-12 18:59:16 -0400 <Ulysses2008> @realDonaldTrump Wow, you need to piss-test Miller. That man sounded like he was on speed!
830929290686455808 2017-02-12 18:59:15 -0400 <azhouseholder> @WDeedakaren @TimBrellow So Khazir Kahn was right-@realDonaldTrump HASN'T read the US Constitution STILL. Shld be ez to find one in DC....
830929290501857280 2017-02-12 18:59:15 -0400 <linda_p20> @stevestewartce @williamlegate You mean like Trump, when he made fun of a disabled reporter? @realDonaldTrump
830929288622911491 2017-02-12 18:59:14 -0400 <Fernando_Pazz> El #FakeMinister que después de su contribución al anuncio de @realDonaldTrump acerca del muro, se convirtió en #FakeMexican.  https://t.co/rEEZ4DZQi3
830929287133982721 2017-02-12 18:59:14 -0400 <6161donmace> @julieanne81 @realDonaldTrump .. do you precious little tea cups  really think hillary was a better choice.. Washington doesn't care ..
830929283778490368 2017-02-12 18:59:13 -0400 <literarilyme> .@realDonaldTrump You may not want to tug at that voter fraud claim. Remember: #YouHaveRussianTies
830929280934756355 2017-02-12 18:59:13 -0400 <barryslee> @realDonaldTrump S.Miller said the whole world will see your powers won't be questioned;they will, that's the system you were elected into.
830929279265411076 2017-02-12 18:59:12 -0400 <monkeyeva51> @realDonaldTrump is getting boring watching and listening to an old man acting and sounding like a spoiled brat bellyaching everyday.
830929279030587392 2017-02-12 18:59:12 -0400 <kentuckylady717> @realDonaldTrump @CNN All I can say is Bernie Sanders needs to go away.....him and Obama too.....keep their nose out of the White House.
830929278799851520 2017-02-12 18:59:12 -0400 <orvskid> @realDonaldTrump Stillwaiting for construction jobs inCleveland so son cango back towork.Sent kidsto livew/ gramps in Fla,while job hunting
830929277994532865 2017-02-12 18:59:12 -0400 <cscdad1> @maxasteele @realDonaldTrump  https://t.co/GczXFzHdJn
830929277566779392 2017-02-12 18:59:12 -0400 <lynnlasswell> @realDonaldTrump Miller didn’t even offer any alt-facts about voting fraud. U are the fraud. Taxes?? SAD
830929275339624448 2017-02-12 18:59:11 -0400 <CarolMorse101> @realDonaldTrump please, at least act like you are an adult. U r letting the news people get to you. Sticks and stones etc
830929274085404672 2017-02-12 18:59:11 -0400 <djk1936comcastn> @realDonaldTrump You and The First Lady were A Class Act, something we have not seen for eight years.Thank the First Lady for us.  Thank you
830929273724817408 2017-02-12 18:59:11 -0400 <SeeHearThink> Now why didn't the major repeaters follow this? @CNN @NBCNews @ABC @CBSNews @CBSLA @comcast @realDonaldTrump @SpeakerRyan @SenateMajLdr  https://t.co/CrdfkriruI
830929273645043713 2017-02-12 18:59:11 -0400 <curemecfs> @Evan_McMullin @RCMeg @realDonaldTrump I'd also like to know how much it's costing us to cart around his wife?  Is this going to be weekly?
830929273120776198 2017-02-12 18:59:11 -0400 <AlghGeek01> @sarooonh1m @realDonaldTrump @Trump @TrumpSC @DonaldJTrumpJr @TeamTrump @cnni @Nuqtat_Hewar @usatodaylife @SarahPalinUSA everyone wants this
830929272898461697 2017-02-12 18:59:11 -0400 <Mark_Ward_Jr> @realDonaldTrump focus less on the crowds your arrogant fool and more on how you're going to fix the mess you've created in 3 short weeks!
830929271447252995 2017-02-12 18:59:10 -0400 <gailanna56> @tonyposnanski @epyle05 @realDonaldTrump to get back to work remember them chanting were are the jobs your sorry party
830929268993449984 2017-02-12 18:59:10 -0400 <newtraveller> @Colvinius @realDonaldTrump r Pity 'Sheila' is spelt incorrectly. And I should know.
830929267605258240 2017-02-12 18:59:09 -0400 <Mr_Shy> @williamlegate @MoboHarv @enigmagolfer @BrendaB56 @realDonaldTrump Trump won by 10 states, 77 electorals &amp; a whopping 84% of counties.
830929267055681536 2017-02-12 18:59:09 -0400 <yanichkology> Obama the kinda guy who bikes next to u so u don't have to run alone. @realDonaldTrump yells "FAAAG" out his truck window while driving by
830929264258248705 2017-02-12 18:59:09 -0400 <dieb1948> @FoxNews @realDonaldTrump more like a comment than a promise propaganda Fox
830929261540282368 2017-02-12 18:59:08 -0400 <JoyceCCravens> @LouDobbs @POTUS @realDonaldTrump @washingtonpost Replace him!
830929259480891393 2017-02-12 18:59:08 -0400 <Covecrabs> @realDonaldTrump have a great time your the best  great job already stylc saying hi
830929256846913536 2017-02-12 18:59:07 -0400 <LindawWilson> @realDonaldTrump @CNN you know who really believe his stories - as Hillary would say  "deplorable" people
830929255093637121 2017-02-12 18:59:06 -0400 <iamjeffb> @realDonaldTrump post the photos
830929254787473413 2017-02-12 18:59:06 -0400 <arig49324897> @benfergusonshow @CNN @realDonaldTrump if ur concern is real ud FIND A WAY 2 GET EVERY1 A FREE VOTER ID!! NOT try 2 make it harder.
830929254397378560 2017-02-12 18:59:06 -0400 <tenenhouse> @NCCindyLu @Rosie @washingtonpost @realDonaldTrump You mean bankruptcies.
830929254024151045 2017-02-12 18:59:06 -0400 <AshtonMaivon> @killerbee805 @realDonaldTrump @POTUS why?
