1105257091139170306 2019-03-11 19:59:59 -0400 <MalaMujerFuerte> @realDonaldTrump Shut up.
1105257049040932864 2019-03-11 19:59:49 -0400 <hayley_s22> @realDonaldTrump Seriously? Save time &amp; words? But I thought you know words? I thought you knew the best words. You do realise you're not limited to 280 characters when communicating verbally, right? I can't believe you tried to justify this you bumbling pos.
1105257047971504133 2019-03-11 19:59:49 -0400 <dr_reasoner> @realDonaldTrump  100% true. We have the techonology available to save the reefs &amp; stop their continued destruction which if not pursued will end badly for us. This is one mission a Conservative President &amp; Leader of the Free World could take on because its important &amp; winnable.
1105257040186916864 2019-03-11 19:59:47 -0400 <JadaTTate> @cjackson65 @Mariosativa @DanKnorowski @StellaQueenSD @DMIGHTYDUCKFAN @ChuckRossDC @realDonaldTrump @DailyCaller Who's hypocrisy?
1105257036357480448 2019-03-11 19:59:46 -0400 <fancyred12> @realDonaldTrump The Dem's have given to border security but you are outraged they don't want to pay for a wall you promised Mexico would pay for.
1105257033131950081 2019-03-11 19:59:46 -0400 <Colorado_girl1> @DeepStateExpose @realDonaldTrump When you support Donald you are anti-American
1105257032159059969 2019-03-11 19:59:45 -0400 <America99005647> @Jesskun @renato_mariotti @realDonaldTrump You're an attention starved kid.  Your gifs don't do anything.  Nice try.
1105257030485508096 2019-03-11 19:59:45 -0400 <FrancesRauer> @GOPChairwoman @realDonaldTrump @IvankaTrump They are the #TrumpCrimeFamily and very little they do actually benefits us serfs !
1105257029403324417 2019-03-11 19:59:45 -0400 <KimboMycountry2> @ResistTrump17 @SaraCarterDC @realDonaldTrump Oh yes it is!  The wall is being built as we speak I live in a boarder state unlike you!!
1105257028136718336 2019-03-11 19:59:44 -0400 <sophieur11> @ShahTimbrook @chargersfann1 @SenJeffMerkley @MSNBC @TheRevAl @PoliticsNation @realDonaldTrump Are you confuse with trumps 24 karat toilet? Soon Trump and his family would only have a toilet in a jail cell that would be their reward for the fruition of their criminal conspiracy evil crimes against the United States evil crimes against children there is a price to pay”
1105257027457163268 2019-03-11 19:59:44 -0400 <Pequenaregis> @igor_ffeitoza @natanael_id @ClaudeLuca_ @jairbolsonaro @realDonaldTrump O papinho furado...muda o discurso.
1105257019169296384 2019-03-11 19:59:42 -0400 <lauraludford_> @resist207 @SpeakerPelosi @realDonaldTrump Cheers 🥂
1105257018842120193 2019-03-11 19:59:42 -0400 <HenslerKate> @realDonaldTrump You are so petty and childish. “An American Embarrassment” will be the name of your biography.
1105257011804102656 2019-03-11 19:59:40 -0400 <Christo23588088> @realDonaldTrump I don't know why you worry about that mainstream media branch of the Democratic Party so much... they're worthless they never tell the truth and they always lie to the American people! always!
1105257010633822208 2019-03-11 19:59:40 -0400 <lacieb1> @realDonaldTrump LMFAO, we watched the video! Yes you called him Apple. Why can't you for the first time in your sad pathetic life admit to a mistake. Actually owning up to mistakes helps growth as well as gains respect....you will never have any overall respect until you start speaking truth!
1105257005550321664 2019-03-11 19:59:39 -0400 <KruelaDeBird> comunicación gratis vía skype #SoyRESISTENCIA #IntervencionMilitarYa  @jguaido @marcorubio  @MariaCorinaYA @POTUS @realDonaldTrump @tedcruz #SOSVenezuela #Help #ART187N11YA #IMPORTANTE #InjerenciaHumanitariaYa  #NoMasMuertes #PrayForVenezuela #RT #RegimenNarcomunista #URGENTE
1105257004162080768 2019-03-11 19:59:39 -0400 <JackAzul1> @Adv901 @GalacticaV @jayfonsecapr All Populares @ppdpr and @pnp_pr found then self in the @GOP because As I said before Puertorricans are extremly Consevative 🤷🏽‍♂️.  Believe me the @gop4pr and @realDonaldTrump dont know PR will be a Strong Republican State.
1105257000051593216 2019-03-11 19:59:38 -0400 <sheila87409592> @ladydwinter @ImabitcSumtimes @realDonaldTrump "No body does it better"!!! 🇺🇸🇺🇸🇺🇸
1105256999565049858 2019-03-11 19:59:38 -0400 <MzBulldagger> @realDonaldTrump Finally, something to unite the country!
1105256999107858432 2019-03-11 19:59:37 -0400 <therealltlkrow> @realDonaldTrump So either you said it or Ivanka lied about your saying it.
1105256997857812480 2019-03-11 19:59:37 -0400 <SaysToupee> @wdunlap @realDonaldTrump The primary reason welfare use is so high among non-citizens is that a much larger share of non-citizens work at low SLAVE wages for the corrupt population.
1105256995622436864 2019-03-11 19:59:37 -0400 <Buddybad143> @feingold32 Why does @realDonaldTrump continue to give them cover? I don't get it
1105256994842136576 2019-03-11 19:59:36 -0400 <ChristopherWi89> @howardfineman @realDonaldTrump Billions of dollars allocated to PENTAGON and its massive accounting fraud of waste. one BIG Socialist Organization which you and I are not allowed to question. America could spend one tenth of pentagon waste on budget of social programs and be sufficient
1105256994473238528 2019-03-11 19:59:36 -0400 <KQanuck> @realDonaldTrump This is the very first time I have disagreed with you.  Please don't make it a habitual habit.  I'm still trying to cope with far left radical democrats.
1105256992686440450 2019-03-11 19:59:36 -0400 <Maryann87689072> @realDonaldTrump Best President we've ever had !  We THE people are behind you 100% !
1105256992183144450 2019-03-11 19:59:36 -0400 <E8Delilah> @robertjeffress @realDonaldTrump @USAmbIsrael Hey @USAmbIsrael, why are you shaking the hand of someone who prays for your demise?
1105256990723448832 2019-03-11 19:59:35 -0400 <BrunoRo28637239> @TomSteyer @linda_lindylou @realDonaldTrump Getter Done Tom ! 👍👍👍
1105256989058191360 2019-03-11 19:59:35 -0400 <DagmarUnger> Nooooo! Zero Hedge gets banned but jihadists stay on! @RealJamesWoods @zerohedge @realDonaldTrump @SenTedCruz @esaagar @ChuckRossDC @charliekirk11 @charliespiering @SaraCarterDC @TomFitton
1105256986860548098 2019-03-11 19:59:35 -0400 <AgonicoVzla> @Almagro_OEA2015 @hrw @amnesty @EP_President @IntlCrimCourt @abc_es @realDonaldTrump @ONUHumanRights @antonioguterres @marcorubio @edgarramirez25 @TAMARA_SUJU @VP @jguaido Estamos en una encrucijada peligrosa, el hambre y la sed está provocando desesperación y la anarquía se apod
1105256985182826496 2019-03-11 19:59:34 -0400 <bpadj> @Currents2020 @USAFF35 @bradleyreed88 @Alexeicat778 @PGutierrez630 @realDonaldTrump @dbongino @marklevinshow @seanhannity Yes it does
1105256984922808320 2019-03-11 19:59:34 -0400 <Cubfan13241> @sallygally27 @roc345_mark @BrunoAmato_1 @realDonaldTrump Of course you do. You are the party of the stable geniuses. Like Katrina Pierson saying Lincoln didn’t have POC in the West Wing. Or the same shoplifting bimbo saying that Obama started the war in Afghanistan.
1105256983387693057 2019-03-11 19:59:34 -0400 <herefordzonemom> @AprilDRyan @DrDavidDuke @realDonaldTrump LIar
1105256983056261120 2019-03-11 19:59:34 -0400 <chriss_miller> @realdonaldtrump #TrumpHotels.org profiled by publications from Newsweek to Business Insider, as a resort serving some of the weariest travelers in the world @gop #Childfriendly  https://t.co/akkxYreitx
1105256978849312768 2019-03-11 19:59:33 -0400 <Donna301> @xiomaracafe @MyrieGarfield @Amy_Siskind @realDonaldTrump From Nv,USA  huh? And what is multitasking sharp mode? And why are you YELLING?
1105256973522665478 2019-03-11 19:59:31 -0400 <bluiz49> @realDonaldTrump I guess you think if you repeat it enough it will be true.
1105256970699923456 2019-03-11 19:59:31 -0400 <ldigeorgia58> @krassenstein @realDonaldTrump  https://t.co/hihjWUAtB6
1105256970657849344 2019-03-11 19:59:31 -0400 <georgi_van> @ThisArt2BeYours @krassenstein We are being held hostage by @realDonaldTrump the @SpeakerPelosi and the @HouseDemocrats lowering the ethics Standards so ALL presidents can be corrupted because of presedence.😤
1105256968548241408 2019-03-11 19:59:30 -0400 <ericjericj> @realDonaldTrump That fact that people genuinely believe you thought his name is Tim Apple is pathetic
1105256965691793408 2019-03-11 19:59:29 -0400 <AnonGuy81> I had forgetting how much of an ass @Acosta is. “It’s just silly democrats are racists but @realDonaldTrump is truly a racist.” @IlhanMN “Jews have hypnotized the world” @SpeakerPelosi “she is challenged with the use of words.”
1105256963628244992 2019-03-11 19:59:29 -0400 <torreon> 'No vale la pena' hacer juicio político a @realDonaldTrump: @SpeakerPelosi  https://t.co/71mgNriYZ7  https://t.co/Pgrt9pxJCh
1105256957114494976 2019-03-11 19:59:27 -0400 <alisonc91173798> @realDonaldTrump @DarlaShine
1105256956724433057 2019-03-11 19:59:27 -0400 <SewSew_> @realDonaldTrump Stop this terrible person in the WH. He is dividing and destroying America. We need to save America Now! Vote Democrat in 2020. They will work to stop gun violence. The only thing they have time for now is investigating the criminal in the WH and his mob.
1105256951456374785 2019-03-11 19:59:26 -0400 <ChefsnBalances> How long before @realDonaldTrump tweets to @SpeakerPelosi that he IS worth impeaching?
1105256950202290178 2019-03-11 19:59:26 -0400 <Frutgirl> @JerryFalwellJr @curley_jake @realDonaldTrump The tax money is OUR money, not Caesar’s $, not Trump’s $, and most certainly isn’t corporate $ since they don’t pay taxes. We want Caesar to provide us w healthcare, education, &amp; infrastructure w OUR tax $.  I hope Hell exists just for fake Christians like you to roast in.
1105256949908680704 2019-03-11 19:59:26 -0400 <cody_fogle> @resist207 @ProudResister @SpeakerPelosi @realDonaldTrump He never going to be impeached because congress won’t make the move!!!!  I would love to see it happen though!
1105256949162168320 2019-03-11 19:59:26 -0400 <AllenHaddick> @Phibes10 @MethuselahsB @Adorable_Todd @chic_savage @WaydeDe @cborkowski @Mnms0606 @Steve_S_1967 @_edwardmondini_ @round_lion @mutenice @HarrietNix @czarymarybum777 @jdp021189 @MouseMan_USMC @DonPier27990569 @CatvllvsVerona @GenFlynn @realDonaldTrump maybe they fight over who gets whos drawaaaahs
1105256946309971968 2019-03-11 19:59:25 -0400 <DBabalal> @realDonaldTrump Forget Media ,,,,, Always Working Against President,,, But U R God Blessed,,, Nobody Can Stop U To Build Nation Most Secured Safe Growing,,, Just Go Ahead 👌👌👌👌👌🖐🖐🖐🖐🖐🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
1105256946150662145 2019-03-11 19:59:25 -0400 <elaineATLHealth> This story seems to get bigger and bigger by the minute!  @GOP @realDonaldTrump
1105256940458905602 2019-03-11 19:59:23 -0400 <ReviewResist> @Ravenpeach @realDonaldTrump meanwhile, in reality...  https://t.co/4kKeroBXsL
1105256939439747072 2019-03-11 19:59:23 -0400 <FracasIntent> @LouDobbs @EdRollins @realDonaldTrump Why would they impeach a President that's letting in 4 million illegals this year. Why impeach a globalist President that wants more immigration and more foreign workers. He's the best president the Democrats have ever had. Lou's a sell out or he'd be all over the Trojan Horse.
1105256938118438912 2019-03-11 19:59:23 -0400 <jg027> @GOPChairwoman @realDonaldTrump @IvankaTrump I thought he wasn’t going to touch Medicare?
1105256936973443073 2019-03-11 19:59:23 -0400 <CraftFan33> @realDonaldTrump Hey Donald Orange why don’t you ask Tim Apple for help writing a budget?
1105256935912136706 2019-03-11 19:59:22 -0400 <RebeccaWinsor1> @777America777 @downwithtyranny @marwilliamson @realDonaldTrump Against Cory Booker she will be the same.
1105256934024765441 2019-03-11 19:59:22 -0400 <ReneeStLouis> @DonaldJTrumpJr @realDonaldTrump Weird how y'all play victim and victor at the same time, all the time. Anything for the attention, I guess. Grifters gonna grift.
1105256925812281344 2019-03-11 19:59:20 -0400 <ginaC777> @spectrumser @Sumrdream2018 @GranvilleReal @FashionabAnon @_twiceborn_ @Txarmadilla @nzgrant17 @gw_hope @woerzone_g @VeteransAlways @qjmoss66 @LoveBling6 @MrsHandyRU @MarySum27800497 @Slr64Q @930VM @JohnGrahamDick1 @StylistArtist @Taradea08775439 @StormIsUponUs @BusyElves @MrsMogul @realDonaldTrump @AlexandriaOcc10 @AlecCurrier @duckmeat01 @qanon76 @shawnloftin @Herbielovebug4 @Eduarda97989721 @Florentzia64 @Messenger983612 @Delmarva123 @VincentCrypt46 @AJPerkins66 nanu-aluminum...tiny bitsy particles to reflect the sun back to itself. you breath it, it goes straight to your brain. Suns UV rays too high all over the place. not normal for the sun to be a blinding silvery white blob in the sky that blinds you  https://t.co/Y69poDMr0K
1105256925791428608 2019-03-11 19:59:20 -0400 <skyeerie> @SenSchumer @realDonaldTrump Trump is a LIAR..  He is a threat to our country. Are we going to allow him to take away from our Elderly,  our Disabled, our children's education? How much is to much?
1105256925409759233 2019-03-11 19:59:20 -0400 <Oma8612> @ColumbiaBugle @Trumpetteco @AnnCoulter @realDonaldTrump Oh please.
1105256922771607552 2019-03-11 19:59:19 -0400 <PierreTombale_1> @TheLastRefuge2 They have no ammo -- @TheDemocrats tried to lie their way to this goal &amp; f-a-i-l-e-d.  But there's still @RepMaxineWaters &amp; @RashidaTlaib . . . wonder if they'll go rogue . . . &amp; ignore @SpeakerPelosi.   @realDonaldTrump @GOP
1105256919466311680 2019-03-11 19:59:18 -0400 <HighTechWriter> @realDonaldTrump I listened again to @CNN and concede you *might* have slurred “Tim (at) @Apple” vs. a definitive “Tim #Apple.” It took me listening to it over a dozen time to concede the *possible* slur. Now you’ve exiled Mr. Apple to being called “Tim Apple” at the office water cooler! 😂
1105256913363701761 2019-03-11 19:59:17 -0400 <wearetheLEFT101> @realDonaldTrump  https://t.co/FnA044NQPJ
1105256912835108866 2019-03-11 19:59:17 -0400 <GarykBoyle> @realDonaldTrump It's typical of you to say the Constitution is not a issue when it's not suiting your agenda.
1105256910629097472 2019-03-11 19:59:16 -0400 <hes153ter> @FoxNews @realDonaldTrump @PressSec Hahaha!
1105256910591266816 2019-03-11 19:59:16 -0400 <CcroweXI> @SpeakerPelosi stating that @realDonaldTrump just ain’t worth being impeached...that because the @DNC don’t have nothing on him to do so!!
1105256906413821952 2019-03-11 19:59:15 -0400 <fanym06> Pero los Militares no van rendirse, solo ustedes nos pueden ayudar @realDonaldTrump ¿Que más tienen que ver de cómo nos están matando éstos criminales? #misojossenublan #SOSVenezuela
1105256905692364801 2019-03-11 19:59:15 -0400 <jaymay27711798> @WhiteHouse @realDonaldTrump Oh it can get a lot better - I've seen it - so has Prez TRUMP !!!  GO GO GO USA AGAIN !!!  KEEP IT GOING 💚❤💛💛💛❤💚
1105256902735380480 2019-03-11 19:59:14 -0400 <JJPeregrine> @DonorHawaiian @chrisr0924 @RyanHillMI @realDonaldTrump The narrative vs nationalism was justified in the 30s-to-present. While I have arguments vs alt-righters, the polemics for inclusiveness+anti-nationalism have also been pressed beyond reason.   https://t.co/UNwkjxQtuF
1105256901497913344 2019-03-11 19:59:14 -0400 <ojodio_jodi> @ItsMeCathi @realDonaldTrump Maybe he isn't wearing his Spanx ?
1105256899363123200 2019-03-11 19:59:14 -0400 <lilhomie_g17> I just wanna let @realDonaldTrump know that we ready!  https://t.co/TNnT6azPf1
1105256898775928832 2019-03-11 19:59:14 -0400 <alamnavsa> @ZiffyKat @IronicPhase @AndyOstroy @realDonaldTrump @EpochTimes @CNBC @Reuters Yes I’m aware of it, but no independent reporter or person has been allowed in the facility to verify the story, so until there’s independent verification, as far as I’m concerned, it’s fake news
1105256897375019009 2019-03-11 19:59:13 -0400 <bloopersaug> @SenSchumer @realDonaldTrump You haven’t kept a promise to the American people since you took office in the 80’s
1105256895810433024 2019-03-11 19:59:13 -0400 <RieneRichard> @ktmacg79 @GovMikeHuckabee @realDonaldTrump @POTUS Who cares what people think other than the ones asking for your autograph. Would you refuse to sign a students bible? Hmm 🤔?
1105256895730708481 2019-03-11 19:59:13 -0400 <LovUniverse> @RepAndyBiggsAZ @realDonaldTrump #MAGA #KAGPatriots #MAGAts  https://t.co/X5crYTXZgX
1105256891591127040 2019-03-11 19:59:12 -0400 <islammema> @realDonaldTrump Mr. President this happen today in Albania  https://t.co/IzFeff3HGU
1105256890651627521 2019-03-11 19:59:12 -0400 <Wildsalesguy1> @realDonaldTrump Needs investigating Illegals here allowing to vote
1105256889493962753 2019-03-11 19:59:11 -0400 <RussandLeeAnne> @MaryamMonsef @LapointeLinda @blanchardCanada How do u travel in the USA with out a pass port or any identification @realDonaldTrump
1105256887682035712 2019-03-11 19:59:11 -0400 <CommonIts> @realDonaldTrump Well thats a whole lot better than Hillary saying all black people look alike when reporter got nameas of two black senators crossed
1105256886243389445 2019-03-11 19:59:11 -0400 <Jonapoc> @manuelzr @NicolasMaduro @realDonaldTrump Izquierdistas cerotes  https://t.co/r9sx8gQDUR
1105256883105996802 2019-03-11 19:59:10 -0400 <radio_bo> @realDonaldTrump You know, there's no shame saying "Whoops. I did something stupid. I apologize" instead of, again, finding any way to avoid admitting you screwed up. For once just be a man.... just once.
1105256881591861248 2019-03-11 19:59:09 -0400 <Bethass1> @realDonaldTrump Omg.  That highest level can’t be very high.  The WORST prez ever.  Wake up America!!
1105256878727200768 2019-03-11 19:59:09 -0400 <SunshineDaisy07> @jeremygibson54 @TonyPaul45 @realDonaldTrump  https://t.co/rkjMHQMPYI
1105256878605512704 2019-03-11 19:59:09 -0400 <CharlesRobinLee> @JJMcC31 @jennifer_outen @Benstrauss7 @davecoolworld @KittyLovesGod @Hmcruzr @usmade100 @fudanshi15 @JjarvisJEFF @SeeingRed02 @NoGuff1 @shepkevin @MariaPinam27 @NightStar44 @TexanPaula @fedxjetmech @JacobJMP2 @Tristan03154057 @67Coronet @BrendaR44430265 @PapaDavid15 @Nick30664336 @sir_blacula @oolpearl @nlmnewzealand @Glorify_thyName @realDonaldTrump @CBSNews @abcnews @baltimoresun @SenSchumer @latimes @ajc @dallasnews @stltoday @chicagotribune @seattletimes @LasVegasSun @Phoenix @azcentral @NOLAnews @ABC @FoxNews @courierjournal @AJCGlobal @AP @Reuters @nashvillebanner @MiamiHerald @SpeakerPelosi I’m not sure but Jennifer ain’t from these here parts. I detect a bit of Philippine?🤔...I could be wrong &amp; accept the fact she just doesn’t talk very well. She knows how to use vulgarity with relative ease though.
1105256874503520256 2019-03-11 19:59:08 -0400 <pop_lynne> @realDonaldTrump You lied about this on the campaign trail #TrumpLies   https://t.co/DoOFov2kxZ
1105256870049185792 2019-03-11 19:59:07 -0400 <theresatruth> @LouDobbs @EdRollins @realDonaldTrump I wonder what else Mr. Rollins said. Why interrupt him, Mr. Dobbs b4 he could finish his statements? @SpeakerPelosi is Breaking every House Rule in the Book - The Main One is Disrespecting the President! Expel her Now! She's Lost Control of the House Socialists! They Control her!
1105256868409196544 2019-03-11 19:59:06 -0400 <rula3705> @SpeakerPelosi @realDonaldTrump You were elected Speaker of the House over more progressive candidates. BAD SHOW!! You are enabling a harmful, unfit criminal. Perhaps you need to be demoted. #Unbelievable #Pelosi
1105256864470642688 2019-03-11 19:59:05 -0400 <SilveryLustre> This is what the President of the United States says when a tragedy occurs...thank you, Sir. Take heed Porn-Star President: @realDonaldTrump
1105256864336424960 2019-03-11 19:59:05 -0400 <kellamundsen> @realDonaldTrump  https://t.co/WKG7TiyKYo
1105256862830788608 2019-03-11 19:59:05 -0400 <SewSew_> @realDonaldTrump Stop this terrible person in the WH. He is dividing and destroying America. We need to save America Now! Vote Democrat in 2020. They will work to stop gun violence. The only thing they have time for now is investigating the criminal in the WH and his mob.
1105256861173837825 2019-03-11 19:59:05 -0400 <SoCaliGirlO2> @funder @realDonaldTrump Well, what else do you expect this president to do during a self proclaimed national emergency?
1105256861081710593 2019-03-11 19:59:05 -0400 <speechless299> @realDonaldTrump And slashing $845 billion from Medicare — a program Trump notably promised to leave untouched. Killing people softly. Nice!  https://t.co/nYESvrTaPu via @voxdotcom
1105256857302495232 2019-03-11 19:59:04 -0400 <Damnoldguy> @SenJeffMerkley @realDonaldTrump How many homeless citizens did you drive past to see kids who are housed fed and cared for by my tax dollars because of a problem you helped create?
1105256853695545344 2019-03-11 19:59:03 -0400 <wowsense> @realDonaldTrump your tax plan just cost me 3 grand... thanks for nothing, I also lost 20 grand in my retirement account ... You’re bad for the environment, bad for our global image, bad for our future, and even worse for my wallet... #republicansthesedays
1105256853208997888 2019-03-11 19:59:03 -0400 <5731965i> @realDonaldTrump @potus LOVE @SpeakerPelosi ♡♡♡♡♡♡♡ classy and smart!
1105256852625989633 2019-03-11 19:59:03 -0400 <illuminate_z> @jadorkables @GOP @POTUS @realDonaldTrump Yeah - I’m just putting the gears to ol’ knucklehead anyway I can. 😁
1105256851854290947 2019-03-11 19:59:02 -0400 <CoachPatFitness> @realDonaldTrump stop running our country like your bankrupt business
1105256850830721024 2019-03-11 19:59:02 -0400 <hedmistress> @realDonaldTrump Oh, buddy, we saw the video.
1105256848985272322 2019-03-11 19:59:02 -0400 <sallybmccarty> @realDonaldTrump So why are you cutting Medicare and Social Security?
1105256847299223552 2019-03-11 19:59:01 -0400 <4f48d6b7c8e64b5> @DedPolitic @tweetsonamug @realDonaldTrump Seriously you truly are blind to world around you!
1105256846338621440 2019-03-11 19:59:01 -0400 <AbbyNormal24255> Soon, @hardball will be reporting on @realDonaldTrump shooting a 33 to top the 34 of Kim Jong-Il (which included 5 holes in one).
1105256845772378113 2019-03-11 19:59:01 -0400 <LizaniaParedes> @EdKrassen @realDonaldTrump POTUS just treats media that attacks him the same way. Is that the best way to do it? No, because he lowers himself to b like them. They’re no longer journalists but activists to their liberal agenda vs a ‘conservative’ administration. Have you heard of @usminorityBrandon Straka
1105256843276898308 2019-03-11 19:59:00 -0400 <r_e_and> @realDonaldTrump All Republicans &amp; Dem men with a backbone should support you, Mr. President, by funding the wall &amp; border security! The Socialists Dem women have the Dem men on their knees, (weakness &amp; helpless)! #MAGA @FoxNews @RushLimbaughEIB @PressSec @seanhannity @foxandfriends @lauraingle
1105256842937036802 2019-03-11 19:59:00 -0400 <BullMeechum3> #QAnon @realDonaldTrump   How does 20 something dimwit who can’t boil water know how to set up shells to launder almost $3mil? She doesn’t But the swamp does  https://t.co/HSSGJkI8Cw
1105256839967576064 2019-03-11 19:58:59 -0400 <mtlprophoto> @realDonaldTrump it took you 4 days to come up with this weak excuse? when have you ever decided to save time or talk less?
1105256839854415872 2019-03-11 19:58:59 -0400 <thugsRbadMK> @realDonaldTrump You sure know how to dish it out, but MAN, you sure suck at taking it!  https://t.co/druWW38qYH
1105256839124602887 2019-03-11 19:58:59 -0400 <MitchFurman> @DavidCornDC @realDonaldTrump AND his school records!
1105256838470254593 2019-03-11 19:58:59 -0400 <ArtificialRoss> In lieu of impeaching @realDonaldTrump , @SpeakerPelosi will be opening up a chain of hatchet throwing bars in the Midwest in hopes that "the problem" will sort itself out.
1105256838008881152 2019-03-11 19:58:59 -0400 <StevieOakley> @MNSchuyler @ItsMeCathi @realDonaldTrump Weigh yourself WITH your dog.. then you got Trump's weight..
1105256837002059776 2019-03-11 19:58:59 -0400 <ingydu> @realDonaldTrump Lame attempt to hid you failing mental capacity.  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump  #resigntrump
1105256836767277056 2019-03-11 19:58:59 -0400 <KevinJOsborne> @CNNEnemedia @RichardStiller4 @AdamSchiff @realDonaldTrump I still think the original was scarier. Of course neither compare to Congress.
1105256834334707712 2019-03-11 19:58:58 -0400 <ProFromWithin> @justdoin4things @mcgraysunshine @_Gravity_Man @actualyashley16 @DeepStateExpose @realDonaldTrump Goodwill pays taxes.
1105256833911046145 2019-03-11 19:58:58 -0400 <bpadj> @USAFF35 @bradleyreed88 @TrumpRollsOn @TheJusticeDept @USAttyHuber @realDonaldTrump  https://t.co/IAQ2CKtThU
1105256828470996992 2019-03-11 19:58:57 -0400 <citygurl711> @realDonaldTrump Really ? You said Tim Apple to save time? What don’t you lie about?
