822956943090262021 2017-01-21 18:59:59 -0400 <elight> @_StevenNunez @realDonaldTrump A lie for every occasion.
822956910370492416 2017-01-21 18:59:51 -0400 <PhilSchmidt12> @realDonaldTrump president Trump keep the faith
822956909665943552 2017-01-21 18:59:51 -0400 <gcharlebois> Judging from their pressers, both @seanspicer and @realDonaldTrump are losing this election *after* they won it.
822956909280055297 2017-01-21 18:59:51 -0400 <percent48> @BeardyJohn1 @grumpybone666 @realDonaldTrump @StinsonHunter his link went to 404
822956908789239808 2017-01-21 18:59:51 -0400 <JohnVaillant> Must-listen: Russian journo covering Putin has advice for covering @realdonaldtrump:  https://t.co/544CS7QMZC @NiemanLab @cnn @TheAtlantic
822956908453597184 2017-01-21 18:59:51 -0400 <SarahPalinUSA_> Well, @seanspicer, at least the sparse #Inauguration crowd was bigger than @realDonaldTrump's hands! #WomensMarch #seanspicer  https://t.co/3Ql0Yw0Pqh
822956906364878850 2017-01-21 18:59:50 -0400 <kcorr54> @MaksimC If you give @realDonaldTrump anything all you are doing is giving him a head start.
822956905052143616 2017-01-21 18:59:50 -0400 <kerry_katz> @ChrisCuomo seems like even @FoxNews is confused by @realDonaldTrump and bizarre address to CIA
822956904892792832 2017-01-21 18:59:50 -0400 <PGrecoman> @realDonaldTrump @WhiteHouse  https://t.co/flBiB8wdHJ
822956904477577217 2017-01-21 18:59:50 -0400 <IrishCelticmoon> @WhiteHouse @realDonaldTrump @POTUS That's true  did you see all those hundred of thousands  marchers outside of your house ,country,world!
822956904251068418 2017-01-21 18:59:50 -0400 <thelams71> @realDonaldTrump Thanks for including our heros at Bagram!  News and last POTUS forgot about them in Afghanistan!  My family will not forget
822956903424630784 2017-01-21 18:59:50 -0400 <fprefect6> @zalie3235 @Patrici61172453 @seanspicer @CNN @realDonaldTrump @GloriaBorger @wolfblitzer @Rosie if he can't muzzle trump, he'll be busy
822956903344939008 2017-01-21 18:59:50 -0400 <CarrascoPaula11> "@Bourdain: Make America Spell Again  https://t.co/IClKMdpffU" @realDonaldTrump  @ScrippsBee  I haven't the words...
822956902367817729 2017-01-21 18:59:49 -0400 <theaverielle>  https://t.co/zjg5szlzPT @realDonaldTrump  a song standing for this nations unity.
822956902132936704 2017-01-21 18:59:49 -0400 <DonaldTinyhandT> @WhiteHouse @realDonaldTrump @POTUS TRUMP DRINKS RUSSIAN PISS EVERY MORNING AND SHITS ON MELANIA FOR FUN
822956902090940416 2017-01-21 18:59:49 -0400 <Margeaux_Fr> @ew Why Are Americans So Disrespectful To Their President? @realDonaldTrump It Sets A Horrible Example Or Shows The World True Americans!
822956901663182848 2017-01-21 18:59:49 -0400 <Rusty_Rascal> @dr_pete @realDonaldTrump presssecretsry is going to be mad at you-making up #yuge #bigly fake news numbers-he had 100million at his inaug!
822956901247942658 2017-01-21 18:59:49 -0400 <WubsNet> @dajuanjohnson @POTUS @seanspicer @realDonaldTrump I know- like we have no actual evidence. He's delusional
822956901176639488 2017-01-21 18:59:49 -0400 <drjohnnie43> @realDonaldTrump Sir - I ask that you never stop tweeting - You cannot trust the media  that is for sure
822956900819968000 2017-01-21 18:59:49 -0400 <mrtoadsc> Congrats @realDonaldTrump for unifying the country… against you.  https://t.co/6ysAEgb7DN
822956897686974465 2017-01-21 18:59:48 -0400 <Zydlin> @realDonaldTrump   You lie (Trumplies) three times at @CIA in front of wall of honor &amp; they applaud. We have a long way to go &amp; it's day 1.  https://t.co/ymBrwU7ztr
822956896638275584 2017-01-21 18:59:48 -0400 <DvensC> Pay attention! @realDonaldTrump  #WomensMarch #NotMyPresident @CNN @CBSNews  https://t.co/78mejGtxgX
822956895413469184 2017-01-21 18:59:48 -0400 <ctregarthen> @WhiteHouse @realDonaldTrump @POTUS I know you will fight hard for us, Mr. President!   By the way, that was the best news briefing I have ever watched.
822956892947247106 2017-01-21 18:59:47 -0400 <mishelleym> @seanspicer @realDonaldTrump @AP counterpoint, it was a poorly attended shit show.
822956890850283521 2017-01-21 18:59:47 -0400 <jcatwindsor> @BuzzFeedNews @Jean_ie @realDonaldTrump He only serves himself! Hey Trump, learn to spell! What an embarrassment! #TheResistance
822956890787225600 2017-01-21 18:59:47 -0400 <BCnumber11> Maybe you can change our minds over time @realDonaldTrump if you changes your ways and fire your cabinet. #WomensMarch  https://t.co/JsFfVV6dSa
822956889860247552 2017-01-21 18:59:46 -0400 <realtrumtydumty>  https://t.co/VZRw2Syeq4  Trump @POTUS  illegitimate president! we will not stand for it.  The real movement is starting @realDonaldTrump
822956889285754880 2017-01-21 18:59:46 -0400 <richardgreene2> Surprise! @realDonaldTrump has no idea who is on public transit!
822956888807575552 2017-01-21 18:59:46 -0400 <HandPaw> @WhiteHouse @realDonaldTrump @POTUS Trump inaugural crowd ONLY1/3 of President Obama's #s . . . .Trump, you are hated!!!!
822956886743883776 2017-01-21 18:59:46 -0400 <Liberal108> @realDonaldTrump ILLEGITIMATE @POTUS  https://t.co/qeSoeOAmsf
822956885976477696 2017-01-21 18:59:46 -0400 <Flauracamp> @realDonaldTrump why are you such a sensitive snowflake
822956883556311041 2017-01-21 18:59:45 -0400 <SexyJayBunny> @DeRayDavis @jimmykimmel @anthonyanderson @realDonaldTrump @Oprah I love you!!!
822956883216625664 2017-01-21 18:59:45 -0400 <RadioRayhan> I support @realDonaldTrump 's use of #honered.  Unlike science, spelling correctly is merely a convention you can choose to opt out of  https://t.co/qmmKw25nvg
822956878422536193 2017-01-21 18:59:44 -0400 <HaroldMathieu> @seanspicer @realDonaldTrump you sir are delusional.  https://t.co/WiI3MaKRx6
822956878397341696 2017-01-21 18:59:44 -0400 <IamAngela007> @WhiteHouse @realDonaldTrump @POTUS The unity of #WomenMarch nationwide and international proved it can be done.
822956877361401857 2017-01-21 18:59:44 -0400 <loquunt> @janboehm @realDonaldTrump  https://t.co/AtwVY3sQLS
822956877290020866 2017-01-21 18:59:44 -0400 <HARDbaugh> It's like @realDonaldTrump doesn't believe history exists.  https://t.co/VgSwcXhlia
822956875683659776 2017-01-21 18:59:43 -0400 <Judymaedoctor2> @WhiteHouse @realDonaldTrump @POTUS I know that God is with you...because the devil has pulled out all stops
822956874345697280 2017-01-21 18:59:43 -0400 <Jakkobeto> @ceslefroy @realDonaldTrump según muchos analistas están en las ciudades pequeñas
822956873582309376 2017-01-21 18:59:43 -0400 <laurie_voss> Such a grown up!  Very Presidential.  @realDonaldTrump @SeanspicerPS  https://t.co/gCPMyjLWlQ
822956872399364097 2017-01-21 18:59:42 -0400 <sinny2annie> @nick_shapiro @ezlusztig @realDonaldTrump b'cuz Hillary beat u in the popular votes by 2.8m votes n GOP EC gave it to u unconstitutionally
822956871292067840 2017-01-21 18:59:42 -0400 <ikara73_Mitchum> @WhiteHouse @realDonaldTrump @POTUS That's right, your lies and falsehoods will not prevail.  We know who and what you are now!
822956870201737216 2017-01-21 18:59:42 -0400 <MaryAliceBisho2> @realDonaldTrump  https://t.co/kIfBCZdnII
822956869413142528 2017-01-21 18:59:42 -0400 <Kennedysccamp> @WhiteHouse @realDonaldTrump @POTUS at least you have your priorities  https://t.co/LZ3r7HAdOi
822956869031526400 2017-01-21 18:59:42 -0400 <hernanaym> .@anamariecox @realDonaldTrump @PressSec Exercising Nazi playbook: unpopularty, dscrdtng opposng views, protstrs, media &amp; LYING @TheLastWord  https://t.co/SDJWJ0Mfh0
822956868079407106 2017-01-21 18:59:41 -0400 <HoofHugs> @DonaldJTrumpJr @realDonaldTrump What a special moment for all, especially the children.
822956867794178048 2017-01-21 18:59:41 -0400 <KevinKe74034902> @realDonaldTrump These few protesters will go home. Many not even Americans. You saw all over the USA people for you. These few are not USA
822956867680923652 2017-01-21 18:59:41 -0400 <DonnaManis2> @realDonaldTrump Glad you had such a  GREAT day for your first day
822956867454464000 2017-01-21 18:59:41 -0400 <dapware> “@tkdmike: @realDonaldTrump #UniteBlue @KellyannePolls  https://t.co/aDg6nmjlCG”....and the #2017WomensMarchOnWashington 500,000!!!!
822956867198533633 2017-01-21 18:59:41 -0400 <itsplamen> Congrats @realDonaldTrump!
822956866795732992 2017-01-21 18:59:41 -0400 <melikaleilani> @WhiteHouse @realDonaldTrump @POTUS any can be done when you cheat your way to the top but even the highest fall...Americans are watching!
822956866594598912 2017-01-21 18:59:41 -0400 <TheMeck> THE MECK REPORT: '#SNL' Writer Bullies @realDonaldTrump's Son | LifeZette @drudge ...  https://t.co/ldiPq07wSI
822956866519109633 2017-01-21 18:59:41 -0400 <lisaann6568> @MaksimC @realDonaldTrump She made a direct threat to the President. I am not ok with that! I am  wondering why she has not been arrested.
822956866145755136 2017-01-21 18:59:41 -0400 <ArbroathAir> @Smokey91199 @realDonaldTrump Hi Heccy Baby .. Here is one of you and Donald 😘😆  https://t.co/5x7TVRrKHh
822956865382281217 2017-01-21 18:59:41 -0400 <notgyet13> @realDonaldTrump  https://t.co/PPvA5r5Tnr
822956865264947205 2017-01-21 18:59:41 -0400 <Chris_Calvey> @realDonaldTrump No matter what @seanspicer says, your inauguration had far lower attendance than Obama's in 2009. Deal with it. #lowenergy
822956864635801601 2017-01-21 18:59:40 -0400 <winegeeker> @WhiteHouse @realDonaldTrump @POTUS  I agree thats all we heard for the last 8 years it cant be done
822956864124035073 2017-01-21 18:59:40 -0400 <MsMegan33> @realDonaldTrump  https://t.co/cR5UEcZCSW
822956862052020225 2017-01-21 18:59:40 -0400 <itweetatdonald> @WhiteHouse @realDonaldTrump @POTUS do bot let anyone tell you there was 1.5 million at the #Inauguration #lies! #ResistFromDay1
822956860965875713 2017-01-21 18:59:40 -0400 <rhodyred2014> @WhiteHouse @realDonaldTrump @POTUS That's right America! That's why when #TheResistance comes together, with one voice, we will beat DJT!
822956860496035840 2017-01-21 18:59:39 -0400 <pwpatwright> @CecilJustice @thehill @FoxNews @realDonaldTrump @JudicialWatch @700club @kimguilfoyle  @SandraSmithFox  pussy grabber should clean up
822956860122820609 2017-01-21 18:59:39 -0400 <therealLAVALLEE> Mr. Cheeto's new name: Twittler  @realDonaldTrump #twittler #DonaldTrump #hesactuallyinsane #womensmarch #tyt @TheYoungTurks
822956859866877952 2017-01-21 18:59:39 -0400 <timnphilly> .@fmkaplan @Slate These certainly/obviously are NOT #DontheCon @realDonaldTrump #InaugurationDay2017 crowds! @seanspicer
822956859627814913 2017-01-21 18:59:39 -0400 <jwynn580> @realDonaldTrump We had lost hope for ourselves &amp; our beautiful talented grandchildren. Teacher
822956859204243457 2017-01-21 18:59:39 -0400 <LuanneHisle> @WhiteHouse @realDonaldTrump @POTUS Thank God we have a real man in the White House. What a relief.
822956858688307200 2017-01-21 18:59:39 -0400 <mafwg> @seanspicer was embarrassing even by @realDonaldTrump standards   Trump should resign before he totally embarrasses us.
822956858612875264 2017-01-21 18:59:39 -0400 <Anthony_M_Kelly> @POTUS @realDonaldTrump @womensmarchlon  https://t.co/70Qug7TFit
822956857530560512 2017-01-21 18:59:39 -0400 <BryceoftheOC> @realDonaldTrump #NOTOURPRESIDENT
822956857459228672 2017-01-21 18:59:39 -0400 <lapeterson50> @realDonaldTrump @seanspicer Are you all catching the number of marchers in cities across America today?  I hope you are paying attention.
822956857413267457 2017-01-21 18:59:39 -0400 <seanmurphy2012> @POTUS @realDonaldTrump  https://t.co/VaDzIAzxW9
822956855924289536 2017-01-21 18:59:38 -0400 <KrypieKat> Spicer can't manipulate media so he's gonna attack them. #TheResistance  don't care if @realDonaldTrump thinks he's the almighty, he's not.  https://t.co/Y4wV2Fztha
822956855773265921 2017-01-21 18:59:38 -0400 <Chicago1Ray> @WhiteHouse @realDonaldTrump @POTUS  Right on, Right on!
822956855563407360 2017-01-21 18:59:38 -0400 <HankStratton> @realDonaldTrump Too bad you couldn't get a fraction of these people together  yesterday. #WomensMarch
822956853915164676 2017-01-21 18:59:38 -0400 <indogal66> The only good thing about @realDonaldTrump being #POTUS is that I don't have to see @tedcruz 4 a while #positivethinking
822956853193768960 2017-01-21 18:59:38 -0400 <JCLRRA> @realDonaldTrump @FoxNews from this point on, no one can trust anything your press secretary says. 1.5 mil ROFLMFAO
822956852275245056 2017-01-21 18:59:38 -0400 <cselldin> @realDonaldTrump You cannot rewrite history! Just because you say it's so, doesn't make it true! Ranting about crowd size...Sad!  Be a Pres.
822956850488508420 2017-01-21 18:59:37 -0400 <DelilahHart7> @WhiteHouse @realDonaldTrump ...Or the hackers of Russia.
822956849968410628 2017-01-21 18:59:37 -0400 <Adam13576> He’s elected to the most powerful office in the world. But @realDonaldTrump still feels the need to cry like a petulant 4 year old (OMG)  https://t.co/18SuQSA1Ma
822956845136572416 2017-01-21 18:59:36 -0400 <BrendaPerrott> As #president (&amp;earlier in the week as #president-elect) u should  have also expressed concern for #earthquake vics, etc., @realdonaldtrump
822956844788359168 2017-01-21 18:59:36 -0400 <jlmreading> @realDonaldTrump What's the sign that u r a weak POTUS? When protest the next day has a more tremendous, "unpresidented" crowd inauguration.
822956843672731649 2017-01-21 18:59:35 -0400 <cdoyle222> @WhiteHouse @realDonaldTrump @POTUS release your tax returns con man
822956843454570496 2017-01-21 18:59:35 -0400 <quadvee> @PaulSorrentino3 @brotha_clark @ananavarro @realDonaldTrump and joining a protest with a bunch of dykes isnt gonna change that
822956843001593857 2017-01-21 18:59:35 -0400 <USNavyMomPA> .@RealDonaldTrump &lt;------- A man you can bait with truth.  https://t.co/3OFHmHvZQK
822956842213064704 2017-01-21 18:59:35 -0400 <kellyiz> Out goes grace, in come s disgrace @realDonaldTrump day one# #resist
822956841327992832 2017-01-21 18:59:35 -0400 <StuntManGene> @malikyusef @realDonaldTrump @goldengateblond most people didn't vote. They sat back and let the few control the many. Then complain after
822956841135210500 2017-01-21 18:59:35 -0400 <TomHoll30000798> @realDonaldTrump @WhiteHouse well said Mr President, I'm tired of being told what I can't do
822956840359063552 2017-01-21 18:59:35 -0400 <LaskeyGB2> @PressSec @realDonaldTrump @JoyAnnReid @maddow Anger issues.  Thin-skinned. No one cares about your ratings or numbers. #IllegitimatePOTUS
822956840266760192 2017-01-21 18:59:35 -0400 <BobbysssWorld> @realDonaldTrump President elect Trump  https://t.co/52ALcOxfIt
822956839612469248 2017-01-21 18:59:35 -0400 <dawnsaffron> @GovPenceIN state of Indiana protest the illegitimate presidency of @realDonaldTrump in record numbers.  https://t.co/amP8GHmcTh
822956838677319680 2017-01-21 18:59:34 -0400 <tom_morgan> @seanspicer @PressSec @realDonaldTrump Being president doesn't come with your very set of facts...shameless vandals!  https://t.co/y4atK623hC
822956836806598658 2017-01-21 18:59:34 -0400 <ahmetbguler> @WhiteHouse @realDonaldTrump @POTUS EXACTLY!
822956833824534528 2017-01-21 18:59:33 -0400 <SOZ72> @jimmykimmel @realDonaldTrump @starwars I'm worried about Melania. Is she okay? Does she need someone to talk too? Like a divorce lawyer.
822956833807532032 2017-01-21 18:59:33 -0400 <DeletionMapping> @ezlusztig @realDonaldTrump  California, home of the free. #WomensMarch  https://t.co/tFx98T6ZtG
822956833086185473 2017-01-21 18:59:33 -0400 <LaurenGee3> Bravo @seanspicer and thank you #PresidentTrump45 @realDonaldTrump  https://t.co/k7NojLrrei
822956831861514240 2017-01-21 18:59:33 -0400 <WPatrickPowers> The stunt @realDonaldTrump pulled 2Day in front of the CIA's memorial wall could be 1 of lowest moments in modern #potus history @JoeNBC
822956829256859648 2017-01-21 18:59:32 -0400 <PapaWik> Lies, lies &amp; more lies from @realDonaldTrump What's wrong with him! When can the US impeach this habitual liar &amp; make America smart again!!!  https://t.co/MesRSJGetc
822956828237516804 2017-01-21 18:59:32 -0400 <IMSnoopee> I can't believe POTUS @realDonaldTrump is so petty to do a press stmt to dispute a pic of WA mall during #Inauguration. #InsecurePOTUSDJT
822956827071696897 2017-01-21 18:59:32 -0400 <joyceLaMont56> @WhiteHouse @realDonaldTrump @POTUS praying for you Mr. President
822956825385562117 2017-01-21 18:59:31 -0400 <guilbv> @realDonaldTrump should appoint @gerrybrooksprin as Secretary of Education. He's an awesome school principal. Check out his YouTube videos
822956824676552704 2017-01-21 18:59:31 -0400 <Monnica888> @realDonaldTrump bullshits his way to the office by stupid people who voted 4 him, Intelligence is investigating him &amp; will reveal his taxes  https://t.co/TvrKs2W67H
822956824626417666 2017-01-21 18:59:31 -0400 <Karensbarnes2> @WhiteHouse @realDonaldTrump @POTUS  https://t.co/WwRwBxXysf
822956824508952578 2017-01-21 18:59:31 -0400 <TrumpATeam> @WhiteHouse @realDonaldTrump @POTUS we enjoyed the Inauguration you a First Lady made us proud again
822956824467042305 2017-01-21 18:59:31 -0400 <christslapper> @GeorgeTakei not only was that the largest crowd to witness an #Inauguration, but @realDonaldTrump once killed a unicorn with an uppercut.
822956822013177856 2017-01-21 18:59:30 -0400 <RLMCP22> @realDonaldTrump Missed opportunity at CIA. Too much talk about you and the size of crowds. Focus on Real issues!
822956821308579840 2017-01-21 18:59:30 -0400 <TheFluff2> 750,000 attended Los Angeles #WomensMarch Three times number #Trump inauguration attendees That's only 1 march! @PressSec @realDonaldTrump  https://t.co/XodAeWHABj
822956819085717505 2017-01-21 18:59:30 -0400 <SherryM27750512> @realDonaldTrump I don't believe anyting you say. You are a joke for a president
822956818062278665 2017-01-21 18:59:29 -0400 <jtparker1234> @WhiteHouse @realDonaldTrump @POTUS Now that's Making America Great Again along with your strong words of support for the CIA.   Great job POTUS kicked the press as well
822956817605160963 2017-01-21 18:59:29 -0400 <newslaff> @TheBrodyFile @BarackObama @POTUS @realDonaldTrump Strange's part for me was when Bill Clinton was ogling Ivanka.
822956815113539585 2017-01-21 18:59:29 -0400 <creampuff2020> @realDonaldTrump lol watch infowars parade boos the MSM while you're in car awesome #MAGA
822956814937587712 2017-01-21 18:59:29 -0400 <kodiakpm> @WhiteHouse @realDonaldTrump @POTUS @CNN @Lawrence you are not my president nor will you ever be #TRAITOR
822956814530740224 2017-01-21 18:59:29 -0400 <almisi71> @brianstelter I think everyone on @Twitter should firebomb tweet @realDonaldTrump , @POTUS &amp; @seanspicer pics of the crowds yesterday and today! #Unhinged
822956814207774720 2017-01-21 18:59:28 -0400 <robicellis> .@WhiteHouse @realDonaldTrump @POTUS Mos def felt that way when millions of people on all 7 continents protested you today. #thedream
822956812286631936 2017-01-21 18:59:28 -0400 <RML_4849> Sorry @realDonaldTrump @POTUS!!! You and @PressSec @seanspicer are WWWRRROOOONNNGGGG! #TinyCrowd  https://t.co/FqUbOiEmrb
822956811074539521 2017-01-21 18:59:28 -0400 <ElsbrieW> @realDonaldTrump may god help all us from you  my god look over on us  my god help you to do your job good me and wife do not vote for at all we are in hell
822956810382381056 2017-01-21 18:59:28 -0400 <ElleEmEyeTee> @smerconish @TomBarrackJr @realDonaldTrump @CNN @cnni Nope! He promised to hurt so many of us!
822956807085658112 2017-01-21 18:59:27 -0400 <jarheadaos> Can we all start tweeting @realDonaldTrump what a loser he is and crash his account please #vetsagainsttrump #WomensMarch
822956806788055040 2017-01-21 18:59:27 -0400 <SugarLafever> Wouldn't surprise me if @Madonna "dated" @realdonaldtrump back in the day.  Who hasn't she?!  #protesters @danielgood359
822956806737711104 2017-01-21 18:59:27 -0400 <DMC0821> @quadvee @ananavarro @realdonald @realDonaldTrump If you believe the first black POTUS will be forgotten soon, I have a bridge to sell you.
822956805454082048 2017-01-21 18:59:26 -0400 <PHXSupernova> @KatyTurNBC as soon as I find media that will call out @realDonaldTrump's lies for what they are, I will not pay for ANY media coverage.
822956805382897664 2017-01-21 18:59:26 -0400 <kellyz713> Donald Trump’s Historically Dark Inauguration Address @realDonaldTrump @POTUS   https://t.co/rH5LPxF304
822956805110140929 2017-01-21 18:59:26 -0400 <gut_strings> @realDonaldTrump How do you like our wall?!  https://t.co/nuFdHL0eCC
822956804556656640 2017-01-21 18:59:26 -0400 <MrGoalie35> @Thalia_Nyx @saeasley_1802 @dhalibama THANK YOU! This IS NOT RUSSIA - YET!! WTF is @realdonaldtrump spending so much time reading twitter!
822956803789033473 2017-01-21 18:59:26 -0400 <DakotaErikson> .@RealDonaldTrump @potus The Minority President  What do you think of the number of Prague women who stood with us today?  https://t.co/HGh95vvrwI
822956802203590656 2017-01-21 18:59:26 -0400 <PWPurpose> @WhiteHouse @realDonaldTrump If not done in love it CAN'T BE DONE. Evil never last. Eventually what happens in the dark comes to light. ❤💫
822956801909878784 2017-01-21 18:59:26 -0400 <LarryBraun12> @FoxNews @seanspicer the scumbag media in this country will soon learn that they cannot screw with @realDonaldTrump
822956799577833473 2017-01-21 18:59:25 -0400 <RevinDaBigA> @shellyboo98 @antonnewcombe @realDonaldTrump @FoxNews "your week" lol
822956796008681474 2017-01-21 18:59:24 -0400 <LadyDi0617> @ChrisCuomo When is @realDonaldTrump going to stop acting like a baby and be a leader?#worldlaughingatusa
822956794981056513 2017-01-21 18:59:24 -0400 <sielsta> Reading this s.c. Polish , opp.journalist one gets impression that politician no.1 in.t.w. is not @realDonaldTrump but Chief of PIS Kaczynsk  https://t.co/RoHvjVU4i8
822956794708455424 2017-01-21 18:59:24 -0400 <RealJackieBlue> @WhiteHouse @realDonaldTrump @POTUS as demonstrated by the women's marches today.
822956794368655360 2017-01-21 18:59:24 -0400 <hermanator94> @WhiteHouse @realDonaldTrump Bitch your ass is starting to burn in that HOT SEAT. THIS IS GOING TO BE GRAT ENTERTAINMENT.
822956794150580228 2017-01-21 18:59:24 -0400 <nbhill2000> @WhiteHouse @realDonaldTrump @POTUS AMEN
822956794045755393 2017-01-21 18:59:24 -0400 <percent48> @grumpybone666 @realDonaldTrump so you are the one stalking. Just glad you confirmed that. You're not very good at the old logic are you.
822956792460283905 2017-01-21 18:59:23 -0400 <mialynneb> @jesseberney @realDonaldTrump That sign, though. 😂
822956790711275520 2017-01-21 18:59:23 -0400 <PINTUJCVEGA> @qtf @realDonaldTrump si de risa. ser millonario no es lo mismo q ser político y la ridícula de #MelaniaTrump   Queriendo ser la Sra.Onasis  https://t.co/XP6VWgE6Jo
822956790488895488 2017-01-21 18:59:23 -0400 <SkyAcresFarm> @FoxNews @POTUS @CIA @FoxNewsInsider @realDonaldTrump @mike_pence ISIS must be erradicated. Americans need to work together, &amp; show unity against Terrorism. Support our POTUS!
822956790065332225 2017-01-21 18:59:23 -0400 <QUINCY_AUSTIN> @realDonaldTrump  Just thought you'd like to know since size is very important to you  #WomensMarch  https://t.co/4W8zi66q4l
822956789779959808 2017-01-21 18:59:23 -0400 <PeteAoukar> @realDonaldTrump @FoxNews You live in the non-reality called Fox News.  Here's some news: in real life it's called a BUBBLE
822956789750763521 2017-01-21 18:59:23 -0400 <josephm76804991> @Newsweek @realDonaldTrump @mike_pence @GenFlynn @GenMattisKCHS16 Every Country wants great Deal w/US, but some Intell,Media,Contractors not
822956788844593152 2017-01-21 18:59:22 -0400 <TruthBeTold3762> @realDonaldTrump Bring back our wealth to who?  Most likely, any wealth brought back will be distributed among the wealthy only.
822956788278562817 2017-01-21 18:59:22 -0400 <Thelyd995> @realDonaldTrump  https://t.co/3gmbwhvcsL
