1050898910082985989 2018-10-12 19:59:59 -0400 <BestPrezEver73> @WhiteHouse @realDonaldTrump  https://t.co/V0aBXRNG9F
1050898820920463360 2018-10-12 19:59:38 -0400 <debkruk> @GOP @DonaldJTrumpJr Co-conspirator @POTUS @realDonaldTrump
1050898819020414976 2018-10-12 19:59:37 -0400 <susan_lemon> @krassenstein @realDonaldTrump wow you're really going to complain after he got an American pastor freed from a Turkish prison because he is a Christian? twit
1050898818773000192 2018-10-12 19:59:37 -0400 <anna_sorget> @RealGucciPooch @The_Trump_Train @realDonaldTrump @SecPompeo Stating he witnessed thousand of Muslim celebrating when the twin towers collapsed-not true, xenophobic. Bragging about grabbing women by the “pussy”-vulgar, sexist. Belittling the late Sen. McCain for being a war hero—disrespectful.
1050898817455939584 2018-10-12 19:59:37 -0400 <ellumelife> @realDonaldTrump @FLOTUS @ABC @ABC2020 I  https://t.co/KENdPqyOS4
1050898806403985410 2018-10-12 19:59:34 -0400 <gotthevapors> @realDonaldTrump Vote blue  https://t.co/HK9fohnRGk
1050898805153878017 2018-10-12 19:59:34 -0400 <ElayneBoosler> @kacang_tua @ReginaRed4 @realDonaldTrump I hope she grows up and runs for office. We need smart women.
1050898804382334976 2018-10-12 19:59:34 -0400 <mehmetmesci> @realDonaldTrump Where is Jamal Khashoggi? What sanctions have you imposed on Saudi Arabia? You are just as much responsible forJamal by threatening &amp; encouraging others to threaten journalists.  Oh, you're been too busy entertaining Kanye to care about Jamal or Florida.
1050898803237277696 2018-10-12 19:59:34 -0400 <lauriebatl> @realDonaldTrump Another? That’s TWO.  https://t.co/I9O7rq8KUZ
1050898801609908225 2018-10-12 19:59:33 -0400 <ZasuArgosox> @cooldog95228 @SenatorLeahy @realDonaldTrump I agree . And he clearly doesn't care. Or is feeling proud and powerful. Either way this is a sicking development
1050898800254959616 2018-10-12 19:59:33 -0400 <Slug_B8> @realDonaldTrump @WhiteHouse My kid started watching NFL with me, really likes it. I point at Jim Brown and say, "Don't be that asshole."  Mentor, my ass...
1050898791933628416 2018-10-12 19:59:31 -0400 <heidistuart> @realDonaldTrump “Everyone”. 😂
1050898784815788032 2018-10-12 19:59:29 -0400 <9BackSurgeries> @dennis0805a @suzystays @realDonaldTrump But nominate her and make her go through the process and put her Ass in jail!!!
1050898780646764545 2018-10-12 19:59:28 -0400 <LisaWat24287976> @tedlieu @greenlovingirl @realDonaldTrump You know they never stopped ripping children away from their parents, don't you?
1050898779505864710 2018-10-12 19:59:28 -0400 <MaxSavage9691> @CNN should immediately fire the disgraceful @donlemon for his unethical, ignorant comments following Kanye Wests visit to the @WhiteHouse @realDonaldTrump
1050898774539755520 2018-10-12 19:59:27 -0400 <ZEPPFAN> @KellyO @realDonaldTrump He must want his 40 million dollar rent.
1050898772916621312 2018-10-12 19:59:26 -0400 <wotserchops> @realDonaldTrump Don’t you hate the UN?!
1050898770551074816 2018-10-12 19:59:26 -0400 <Phornt4reelz> @Abrysham2003 @realDonaldTrump @WhiteHouse No Jesus spoke out against the rich on several occasions.
1050898763089408000 2018-10-12 19:59:24 -0400 <JoshScarabin> @realDonaldTrump I was held illegally for 7.5 months in #MS by @SouthernMissPD.  There are parts of the US living in medieval times.  Mississippi is one of them.
1050898762707558400 2018-10-12 19:59:24 -0400 <owenjmichael> @realDonaldTrump @WhiteHouse Also beat up some women but that just gets you in the door in this White House
1050898761537519616 2018-10-12 19:59:24 -0400 <ChristineOrland> @realDonaldTrump Your the only one that has no idea, you've been doing rallies and having lunches.
1050898759721185280 2018-10-12 19:59:23 -0400 <DavidKWilson5> @tedlieu @realDonaldTrump Yes! Thanks Ted. Now do abortion.
1050898757334773761 2018-10-12 19:59:23 -0400 <PamelaJeanLang2> @realDonaldTrump It's sad how evil the Democrats have become. Truly ashamed of them.
1050898754050633728 2018-10-12 19:59:22 -0400 <Fairco27> For real, fuck everyone involved with this headline @realDonaldTrump @MikeKellyforPA @ButlerEagle  https://t.co/LfJqYZdxH9
1050898750770679809 2018-10-12 19:59:21 -0400 <CJ_freethinkr> @ThomasKlineMD @Tami_KCD @realDonaldTrump  Have you seen this dangerous deal? Patients  will have no privacy between insurance company &amp; pharmacy.  Hope it isn't a trend! #MedicalRefugee    https://t.co/VqKkVhUHQS
1050898743258750978 2018-10-12 19:59:19 -0400 <jc_qian> @realDonaldTrump @FLOTUS @ABC @ABC2020 Enjoy what? How?
1050898742709288960 2018-10-12 19:59:19 -0400 <NimroDSOCush> @LouDobbs @realDonaldTrump Nothing about the stock market taking a huge dump? Just "the highest DOW ever" is all he takes credit for.
1050898735058878464 2018-10-12 19:59:17 -0400 <EugeneProvost> @larklittlefoot @BenHollis12 @kristoforgraber @WriteSmitty @realDonaldTrump Good thing trump is in office to see GDP of 4 + and the lowest unemployment rates for all walks of society!
1050898730050711552 2018-10-12 19:59:16 -0400 <Muychael> @40for60 @Champ1gn0n @GovMurphy @realDonaldTrump You’re telling me I can’t have kids unless I have money.
1050898729878921217 2018-10-12 19:59:16 -0400 <CNNSUCKSBIGLY> @tedlieu @realDonaldTrump I say once the wall is built we play a game of red rover. "Red rover, red rover send Pedro back over." If you came here illegally you gots to go!
1050898726347268096 2018-10-12 19:59:15 -0400 <Gregory52594205> @Jeffmyers0011 @realDonaldTrump @WhiteHouse Smart man.
1050898725277655040 2018-10-12 19:59:15 -0400 <SapperMaj> Guilty of being lost while Black - welcome to the America of @realDonaldTrump
1050898724203978754 2018-10-12 19:59:15 -0400 <PXtinxion> @PressSec @realDonaldTrump One more #CrazyPerson in the OO hardly will be noticed.  What is his cell phone doing in there?
1050898722689875968 2018-10-12 19:59:14 -0400 <JoeMagaMarine> @NancyJacobsin @Timwillard11 @DanielleRaina @SenWarren @realDonaldTrump Take a look at the location too
1050898720924028928 2018-10-12 19:59:14 -0400 <Natx63> @JeffreyGuterman @realDonaldTrump I do.
1050898719535558656 2018-10-12 19:59:14 -0400 <DaleZerber> @MagsBitchs @realDonaldTrump @jamesalandarby Do you have an education above third grade!!!!!
1050898719120478208 2018-10-12 19:59:14 -0400 <BUDRATZ> @SchoolingLibs @peter_pissedoff @NotOnMyWatch45 @realDonaldTrump @WhiteHouse George W Bush achieved a 41% approval rating amount African Americans more than double Trump’s highest rating.
1050898717157576704 2018-10-12 19:59:13 -0400 <RonaldLWillson> @KellyO @realDonaldTrump Didn't he come advertised as a worldly businessman? #Ignoramus #Bankruptcy #DaddysMoney #LiarTrump
1050898716851363842 2018-10-12 19:59:13 -0400 <LKS1746> @realDonaldTrump
1050898715224002560 2018-10-12 19:59:13 -0400 <duceyco> @collacollroy @EdKrassen @realDonaldTrump Oh. Here's a little tidbit... From the Judicial Watch...  https://t.co/CBjZj7NOiy
1050898714842124289 2018-10-12 19:59:13 -0400 <fit4life59> @realDonaldTrump  cares more about his #TrumpCrimeSyndicate  than he does about what's in the best interest of America
1050898713948901376 2018-10-12 19:59:12 -0400 <steve_plourde> @betula82 @realDonaldTrump I notice the local candidates. As usual, the republican ars are attack ads, and blatant lies about the Democratic candidates. The Democratic ads are civil and point out the truth. Which way is the right way to vote?
1050898713458237444 2018-10-12 19:59:12 -0400 <lilmaggie186> @funder @realDonaldTrump silver lining
1050898711793074176 2018-10-12 19:59:12 -0400 <NothingSirius> Hey @realDonaldTrump: Let’s Talk About the Black @Lyft Driver!!!!🤔😑🙄😡 https://t.co/fQmjA4GwML via @WhoIsKALIBUR🙌🏾  S|O to @CityMD for #DoingTheRightThing!!!  #EqualRightsAndJusticeForAll💚💛❤️ Big up #ShawnPepasLettman #InsultedButNotBroken [ https://t.co/pLSWk8kKuL]
1050898710304051200 2018-10-12 19:59:11 -0400 <ride1hour> @WhySoitenly @realDonaldTrump 2019
1050898709138030592 2018-10-12 19:59:11 -0400 <Grumpy_Oul_Man> @WhiteHouse @realDonaldTrump What’s that sh!t with always wearing a red tie?  It doesn’t hide the fact that your constantly lying n cheating n just being a total bollox, really. #FlashbackFriday
1050898708110413835 2018-10-12 19:59:11 -0400 <lilah_losh> The man works for WE THE PEOPLE and for free, done all this in less 2 yrs. Anymore questions?? @realDonaldTrump is OUR PRESIDENT...period!  https://t.co/TFLU2otMHG
1050898705170268160 2018-10-12 19:59:10 -0400 <BrownReb77> @realDonaldTrump @WhiteHouse Words of wisdom from The Great Jim Brown! Thank you sir.
1050898704822091776 2018-10-12 19:59:10 -0400 <JeffLee2020> @GOP @LindaSuhler @realDonaldTrump @VP @SecretaryPerry @ENERGY @EnergyDepSec @DepSecDef @SecAzar @SecPompeo @StateDept @Cabinet @WhiteHouse @TradeGov @BEA_News @usairforce @USArmy @DLAMIL @USMC @nsa_pao @USNavy Kirk Sorensen - A Global Alternative (thorium energy via LFTR)  https://t.co/nSKyZaDTDa  @realDonaldTrump @VP @SecretaryPerry @ENERGY @EnergyDepSec @DepSecDef @SecAzar @SecPompeo @StateDept @Cabinet @whitehouse @TradeGov @BEA_News @usairforce @USArmy @DLAMIL @USMC @NSA_PAO @USNavy
1050898701768634369 2018-10-12 19:59:09 -0400 <gotthevapors> @realDonaldTrump  https://t.co/bLrkXAyBlN
1050898694558629888 2018-10-12 19:59:08 -0400 <brenner0707> @HardballChris I sure as hell hope you're wrong about the senate staying R majority. We need both house &amp; senate to turn blue to clean up this mess created by @realDonaldTrump @senatemajldr &amp; @SpeakerRyan
1050898691773599745 2018-10-12 19:59:07 -0400 <maquisleader> @MrMack3130 @realDonaldTrump "hoochy dance"  https://t.co/6jUUzcD7tq
1050898691190489088 2018-10-12 19:59:07 -0400 <FredGolebiowski> @alyssaRSBN @realDonaldTrump 🇺🇸👍
1050898689013747713 2018-10-12 19:59:06 -0400 <matthewgoren> @elava1965 @realDonaldTrump @WhiteHouse Jim Brown is an intelligent man, whether you agree with him or not.
1050898688661446656 2018-10-12 19:59:06 -0400 <kat1leen> @realDonaldTrump @WhiteHouse Like you were with Puerto Rico?
1050898686602043397 2018-10-12 19:59:06 -0400 <DanFrommeltdan> @JeffFlake so, after you caved to @ChrisCoons and gave him his delay, did he vote for Kavanaugh? Of course not, you doofus, he used you! @realDonaldTrump @ChuckGrassley @FoxNews @CBSNews @cspan
1050898686195232769 2018-10-12 19:59:06 -0400 <marisa_schultz> @realDonaldTrump on his record: "We've under exaggerated because we've produced more than I ever promised on the campaign. "
1050898684140036096 2018-10-12 19:59:05 -0400 <RandyLudlow> @laurahancock @realDonaldTrump ... who endorsed @JohnKasich
1050898683078877185 2018-10-12 19:59:05 -0400 <newswatcher2> @RealDonaldTrump #JaredKushner THIS is what your friends the Saudis do with those arms you can't wait to sell them.
1050898682881617920 2018-10-12 19:59:05 -0400 <leeap52> @andersonsc78 @KatrinaResists @realDonaldTrump @FLOTUS @ABC @ABC2020 Are you a racist? How miserable you have to be for the crassness and low brow quality of your comment. Disagree with her politics, fine. Your cattiness is revealing. Michelle Obama is Superwoman!
1050898678616084480 2018-10-12 19:59:04 -0400 <NavarPearse> @PressSec  she's a liar on a daily basis.  Nobody in the adminstration has any ethics @WhiteHouse  @realDonaldTrump  @SenateDems  @SenateGOP  @HouseDemocrats  @HouseGOP  @CoryGardner  @JeffFlake  @SenBobCorker
1050898678578327552 2018-10-12 19:59:04 -0400 <WhyGeorgia> @realDonaldTrump So much winning. NOT  https://t.co/sZ7i0hMQRQ
1050898675684306944 2018-10-12 19:59:03 -0400 <Kikirae4> @realDonaldTrump @FLGovScott You are wrong again as usual. Nelson is a better choice. Why do you always support pedophiles, rapists, and criminals. Did you forget how much money Scott stole from Medicare.
1050898674275020802 2018-10-12 19:59:03 -0400 <lnordstrom123> @DavidCornDC @realDonaldTrump He can't, someone would recognize a lie or maybe two &amp; the whistleblower award would be a fantastic incentive to blow the whistle on trump.
1050898673637437441 2018-10-12 19:59:03 -0400 <us_vinny> @IMPEACHMENTNEAR @realDonaldTrump Zappa,that little voice in your head...
1050898667866087424 2018-10-12 19:59:01 -0400 <BagalueSunab> @PostOpinions @washingtonpost @JohnBrennan climate change is  enough proof  ypu ha an inhumane   president   that a   sucker    @realDonaldTrump
1050898666339360768 2018-10-12 19:59:01 -0400 <Mikebla28456888> @realDonaldTrump @WhiteHouse Love ya Jim you are a great patriot. 🇺🇸
1050898665768935425 2018-10-12 19:59:01 -0400 <JBurnetti> @realDonaldTrump Republicans.  Don't forget to vote on November 26th.
1050898661264232448 2018-10-12 19:59:00 -0400 <truebot9> @foxandfriends @realDonaldTrump #mushroomdick is bad for the country and the world.  Just like your crappy show is bad for the country and the world.
1050898656319008769 2018-10-12 19:58:59 -0400 <bleusharque> @DearAuntCrabby @interpretingall @realDonaldTrump No, I don’t want Ivanka to be ANYTHING! UN Ambassador Or DC Rat Control Officer - the latter of which would put a whole lot of republicans at risk. No, I’d prefer Miss Piggy. She’s feisty, opinionated, mentally quick, smart enough and funny.   Nothing funny about Ivanka. 😬🦈
1050898656042340355 2018-10-12 19:58:59 -0400 <Nancyschmidt319> @realDonaldTrump Thank you Mr. President
1050898652988940288 2018-10-12 19:58:58 -0400 <SeekingSusie> @lordwilone @realDonaldTrump @FLOTUS @ABC @ABC2020 Not very God like of you Wil
1050898650950459392 2018-10-12 19:58:57 -0400 <Ginnion77> @GOP @realDonaldTrump How? There have been no infrastructure bills.
1050898649956474880 2018-10-12 19:58:57 -0400 <cersei2017> @realDonaldTrump People know exactly how hard it hit. Well those of us who didn't attend your ego rally.
1050898649901879296 2018-10-12 19:58:57 -0400 <marcy5150>  https://t.co/ZcC2rMZDIq  @realDonaldTrump This woman is running for governor of Georgia. Pretty bad when they have to committ felonies in broad sight.
1050898649893543936 2018-10-12 19:58:57 -0400 <tracymcc0915> @BSiminou @RepSwalwell @realDonaldTrump @FBI I think it already has happened here
1050898649079640065 2018-10-12 19:58:57 -0400 <Ms_Bella_Cece> This is so heartbreaking. Someone please explain why @POTUS @realDonaldTrump has not gone yet to give these people some hope and comfort. Instead why is he allowed to do rallies?
1050898646726631424 2018-10-12 19:58:56 -0400 <Celebrity_Fixer> @pastormarkburns @realDonaldTrump @GOP Yes, correct 💯. When you stand behind someone who has proven over &amp; over again not to be for the color of your skin &amp; you turn a blind eye to it. Yes you’re absolutely correct. @realDonaldTrump never had a plan for your black ass and never will. What is his plans for Chicago?
1050898644193296386 2018-10-12 19:58:56 -0400 <JonKatona> @SteveRDaugh @sschoolcraft2 @syed32701 @PressSec @elagrew @realDonaldTrump The holes were in her story. She didn’t remember a lot and NOT ONE witness she mentioned could corroborate.
1050898641748156416 2018-10-12 19:58:55 -0400 <SarahBambera> @realDonaldTrump Yes, she would be great! Mr. President for your good choose someone else. Those rats will never shut up
1050898641701851137 2018-10-12 19:58:55 -0400 <Moroni1975> @realDonaldTrump Thanks to a great #POTUS #45  keep doing what you do Best 🇺🇸maga🇺🇸maga 🇺🇸maga👈
1050898638535368704 2018-10-12 19:58:54 -0400 <molly_wyrostek> @funder @realDonaldTrump EVIL IS RIGHT
1050898635913711616 2018-10-12 19:58:54 -0400 <tamys46> @stonecold2050 @MELANIATRUMP @realDonaldTrump And allegedly also scre** porno stars ???
1050898630675054592 2018-10-12 19:58:52 -0400 <awty_maureen> @illuminateheros @realDonaldTrump @WhiteHouse Your a joke do some research if you can read 🤔👎
1050898630641516544 2018-10-12 19:58:52 -0400 <DarrenMullinsAZ> @realDonaldTrump I haven't heard of anyone that wants Ivanka to be our UN Ambassador. Will you ever get over your weird daughter crush? It's creepy bro!
1050898628976488448 2018-10-12 19:58:52 -0400 <StackiePlex> @ddale8 If @realDonaldTrump was accurate about crowd sizes he’d release attendance numbers every night. But as always, an absence of facts let’s him inject any lie he likes. He regularly states attendance far and above max-capacity of venues. NYTimes just today about DeadHeads who follow
1050898628246523904 2018-10-12 19:58:52 -0400 <St8kout1> @politicalfuzz @pbtips @saturnstarblack @SteveMTalk @morningmika @realDonaldTrump @IvankaTrump @MalzbergShow @TimJGraham @Mediaite  https://t.co/5kxnwVh97Y
1050898627575603201 2018-10-12 19:58:52 -0400 <morgan_does> @ARIEL0208 @laybuesch @realDonaldTrump Stanley’s had a viewing party for the motorcade 🙄
1050898622743629824 2018-10-12 19:58:51 -0400 <Muychael> @40for60 @Champ1gn0n @GovMurphy @realDonaldTrump That’s why everyone pays taxes for it. Obviously it’s not free.
1050898614027874305 2018-10-12 19:58:48 -0400 <bravoloverfan> @realDonaldTrump Who is everyone?
1050898612417384449 2018-10-12 19:58:48 -0400 <NikosCali> Why does @chelseahandler still have a Twitter much less a verified check? People need to stop giving a platform to these comics on the #Left that use their "humor" as cover for really sick behavior. #WalkAway #WakeUpAmerica #QAnon #MAGA @realDonaldTrump #WWG1WGA  https://t.co/DjGL07M6y2
1050898611750559744 2018-10-12 19:58:48 -0400 <realmrdean> @WeSupport45 @realDonaldTrump @HillaryClinton @StateDept Hope it's true
1050898609179320320 2018-10-12 19:58:47 -0400 <grumpiegrannie> @freddyatton @realDonaldTrump VERY VERY VERY WEAK, LIKE 0 SUPPORT.
1050898598102097920 2018-10-12 19:58:45 -0400 <sancalleyr> @FreeLass2 @BrenK60114769 @The_Trump_Train @LiQuiDQuB @realDonaldTrump Anyone could of made those videos and their mission was accomplished they made u believe they were what did u call them oh yea #liberal lunatics. now there childish behavior calling people u disagree with names
1050898595409514496 2018-10-12 19:58:44 -0400 <Jbf26> @realDonaldTrump No, most of us don’t want any Trumps in government.
1050898595015098368 2018-10-12 19:58:44 -0400 <prayforsanity2> @realDonaldTrump You are not with them. If you were your ass would already be down there to seethe damage first hand and not waiting a week or two.  Ate least try to look like a US President even if you have no idea on what to do or how to act.
1050898593194942465 2018-10-12 19:58:44 -0400 <myweltschmerz> You said it, @realDonaldTrump.  You should be impeached.
1050898592771305472 2018-10-12 19:58:43 -0400 <SarahLhl> @flyby2474 @mtenorio77 @gatewaypundit @realDonaldTrump @POTUS @WhiteHouse @4SwiftJustice With a mother like her, the girl has little to no chance
1050898591806558208 2018-10-12 19:58:43 -0400 <Terry138507741> @seabee5491 @realDonaldTrump  https://t.co/Hro2nLd2it
1050898591554760704 2018-10-12 19:58:43 -0400 <HotExpectations> @BlueRobotDesign @WhiteHouse @realDonaldTrump #walkaway
1050898590808383489 2018-10-12 19:58:43 -0400 <angielhammonds> @Rogerasalways @Gerald_Weaver_ @lotusg @MichaelAvenatti @realDonaldTrump 👍🏾
1050898586739728384 2018-10-12 19:58:42 -0400 <bcyn66> @revrnjim @QBlueSkyQ @TexasWood1448 @realDonaldTrump @POTUS @FLOTUS @IvankaTrump @GenFlynn @mflynnJR @SecPompeo @SavingAmerica4U Boy scout jamboree 2017
1050898583497711616 2018-10-12 19:58:41 -0400 <montzster> @JimRenacci @POTUS @realDonaldTrump There's my buddy @JonHusted
1050898579739631618 2018-10-12 19:58:40 -0400 <SteveKuhlman2> @realDonaldTrump @WhiteHouse Are some of you Twitter people proud of the comments on this issue?
1050898579529785345 2018-10-12 19:58:40 -0400 <SMC3141> @realDonaldTrump #Kavanaughs supposed victory was contrived!  A real investigation never happened. Trump stopped it from uncovering anything. Women, watch Trump's decisions related to your well being. #makeamericagreatagain #maga #TheResistance
1050898577524965376 2018-10-12 19:58:40 -0400 <grumbletoniantx> @DonaldJTrumpJr @realDonaldTrump Are you uday or qusay?
1050898577210441728 2018-10-12 19:58:40 -0400 <davidallen101> @PressSec @realDonaldTrump That was a embarrassment to the flag! I’d rather watch everyone take a knee than that crap.
1050898576472268802 2018-10-12 19:58:40 -0400 <corensere> @xWakeTheFallenx @BrettKavanaugh @realDonaldTrump 👏👏👏👏👏👏👏👏👏👏 couldn't agree more
1050898571086712832 2018-10-12 19:58:38 -0400 <Phornt4reelz> @DKnesovich @realDonaldTrump @WhiteHouse And here is some more  https://t.co/Yw8vVVrqO9
1050898570600157185 2018-10-12 19:58:38 -0400 <bdl0715> @BillKristol They're all @realDonaldTrump pals.
1050898567618093056 2018-10-12 19:58:37 -0400 <BobB6345789> @johnlundin @realDonaldTrump If I block him then I can't call him a #FuckingMoron among other things.
1050898567580266496 2018-10-12 19:58:37 -0400 <RetiredCo857> @JacobAWohl @realDonaldTrump @WhiteHouse  https://t.co/4usMFoJk1K
1050898564707041280 2018-10-12 19:58:37 -0400 <sued2charternet> @realDonaldTrump EVERYONE??????!  Haha
1050898563155128320 2018-10-12 19:58:36 -0400 <shine4me22> @BrianHassine @D4_5t4Lk3r @realDonaldTrump Only when I’m talking to inadequate Trumpers. 😉
1050898557933428736 2018-10-12 19:58:35 -0400 <Christi77929362> @Blupeople1 @truyogi @blfoster53 @The_Trump_Train @realDonaldTrump @jerrysaltz @HillaryClinton Oh, I will ...and it’s no dream.
1050898555081232384 2018-10-12 19:58:34 -0400 <ReiterBeverly> @realDonaldTrump @WhiteHouse He was also accused of physical and sexuual abuse by six women.
1050898554380783618 2018-10-12 19:58:34 -0400 <MikeBro31002318> @KnowbodyUSA @FoxNews @FEMA_Brock @foxandfriends @realDonaldTrump Typically this is where someone would call you out for posting bullshit -but you already know that. The comment was not about Fox broadcasting this crap - it was about @realDonaldTrump holding rally's as a sitting President. Try and keep up.
1050898553353228288 2018-10-12 19:58:34 -0400 <Wizard15492198> @realDonaldTrump But dont worry if you cant vote. The system is rigged in my favour anyway.
1050898552807981056 2018-10-12 19:58:34 -0400 <ad_the_bad52> @funder @realDonaldTrump Not Pelosi.  Hakeem Jeffries, perhaps.
