1204188977957355520 2019-12-09 18:59:59 -0400 <iskingsb> @DeAngelisCorey @realDonaldTrump I’ll take it over nothing 🤷‍♂️
1204188948949590018 2019-12-09 18:59:52 -0400 <TJ40in1975> @makutadesrex @DesertPlains496 @DonalTr32164522 @pastorlocke @realDonaldTrump Fair enough. I don’t completely disagree with you either. I don’t agree with all of Trumps behavior however as a Christian we had 2 choices in 2016. As a Christian I probably will never vote Democrat. Again my opinion...doesn’t change my faith
1204188947791990795 2019-12-09 18:59:52 -0400 <WhiteTallon> @DoctorS81156966 @Comey @realDonaldTrump @DonaldJTrumpJr So... he lies about being invited onto Fox... he was never invited or cancelled... and you say they are the ones that will try to "manipulate everything."  OK, "Doctor" Im shure u no best, what with dat o sew im pressatative edumatacion you got they're!
1204188947766816770 2019-12-09 18:59:52 -0400 <JoeGruters> Mr. President, Florida will always have your back. @realDonaldTrump  @FloridaGOP  https://t.co/vCKZfdYoZD
1204188947762548736 2019-12-09 18:59:52 -0400 <sbz_sonia> @JohnBrennan @realDonaldTrump DEMOCRATS...The DO NOTHING...Party!!!
1204188947368304642 2019-12-09 18:59:52 -0400 <EDMJosephS> @ChatByCC @realDonaldTrump What medication are you on?
1204188945392787456 2019-12-09 18:59:51 -0400 <NeilKenes> @wincing @OttawaEngineer @JustinTrudeau @realDonaldTrump @Oprah @Madonna u sound like someone who DOES NOT FEEL CONFIDENT TO RAISE YOUR KIDS right or something...  ?? Or idk...  I'd TRUST MY  SISTERS with money more than the GOV today!    Sounds like you need help raising kids right with MORALS? =  GO VEGAN  for a great line up...
1204188945367674880 2019-12-09 18:59:51 -0400 <leroi_o> @JudicialWatch @TomFitton @realDonaldTrump What are your gripping?
1204188943329177600 2019-12-09 18:59:51 -0400 <JakeResist> @RepDavidKustoff @realDonaldTrump Abused power?  The IG report confirms that the investigation was warranted, legal and ethical. Albeit some unintended errors and sloppy paperwork.   The idea of that being an abuse of power is utterly ridiculous partisan talking point after years of baseless slander &amp; GOP lies
1204188941554982917 2019-12-09 18:59:51 -0400 <TimFaulkner81> @realDonaldTrump After 2018 was NEGATIVE it would be pretty tough not to be up.
1204188941273841664 2019-12-09 18:59:51 -0400 <Leyla_Fey> Body language: @realDonaldTrump @POTUS #potus45 looks down and makes a significant pause after saying "+++". He emphasized the 3 pluses in one of the most effective ways of public speaking- prolonged silence. #Q #Qplus #QAnon #QArmy #WWG1WGA #WWG1WGAWORLDWIDE  https://t.co/KWO0vQzzJU
1204188938971140096 2019-12-09 18:59:50 -0400 <heavysilver> @DeniceKane5 @JohnBrennan @realDonaldTrump Agreed. That is my fear. Certainly the damage done by his environmental policies are irreparable, the judges being railroaded through the courts will poison for generations, and the impact and division in families may never heal.
1204188938509807616 2019-12-09 18:59:50 -0400 <MaddHawk77> Except @realDonaldTrump supporters, they only think what and when he tells them to.
1204188936840654849 2019-12-09 18:59:49 -0400 <intrepidalbatr1> @SenTedCruz @realDonaldTrump again... jurors should be unbiased. you and all other Senators from all parties should immediately cease talking about a pending trial. A little decorum, please
1204188936546979845 2019-12-09 18:59:49 -0400 <Bisswalden> @GOPChairwoman @realDonaldTrump Where are the Republicans who are true patriots?  The ones who've read the constitution and work for the people?  Why won't Trump let people if he's so innocent? BECAUSE he's guilty.  Impeach Trump!!!
1204188934986719232 2019-12-09 18:59:49 -0400 <Perpetual_Now> @realDonaldTrump  https://t.co/BtC3uRmPn8
1204188933690712066 2019-12-09 18:59:49 -0400 <jornalistavitor> @UltimoGT @YouLikeCarsUK @AutomotiveAsset @CarKeys_UK @screamingcars @Gandalfwasme @AVC_Leasing @JA_Autos @AdmarkUK @zdravkost @rafredarrows @realDonaldTrump @RunnerService @bgmotogp @FormulaOneWorld @CrienaLDavies @Imperialcar @my_hpi @Tesla @BMW #FF
1204188933426438146 2019-12-09 18:59:49 -0400 <ag54skiddy> @AliciaRedd2 @ChatByCC @realDonaldTrump Only in your dreams Alicia Donald Trump is the best GD president this country has seen in years‼️ sad that you’re too stupid to understand 🙄We will vote and we will win red wave 2020 God love our president 🇺🇸
1204188929253158913 2019-12-09 18:59:48 -0400 <Mike76659964> @WarnesLisa @ChatByCC @realDonaldTrump @WhiteHouse Only in your diluted liberal mind
1204188928338579456 2019-12-09 18:59:47 -0400 <JosephC08959417> @realDonaldTrump The transcripts are why you are here in the first place. Did you read the transcripts? I get it, you are above the law.
1204188927835484160 2019-12-09 18:59:47 -0400 <DoodDogs> @realDonaldTrump Since when does Ukraine determine what’s legal in the United States?
1204188927395090432 2019-12-09 18:59:47 -0400 <aillsley3> @GOPChairwoman @realDonaldTrump Just admit that Trump is guilty and go away.
1204188926761689089 2019-12-09 18:59:47 -0400 <DonnaAl98268109> @dcexaminer @realDonaldTrump At least someone is saving tax payer dollars! Lol. Leave him alone.
1204188925759279105 2019-12-09 18:59:47 -0400 <patthecarneysu1> @eejay56 @SexCounseling @realDonaldTrump Where is Schiff the Biggest Liaf
1204188925306142720 2019-12-09 18:59:47 -0400 <sMiLeeN1111> @RepByrne @realDonaldTrump I hope you and your criminal "President" will be held accountable for your lies and for purposely misleading the American people.
1204188924207190016 2019-12-09 18:59:46 -0400 <hunghorn> @realDonaldTrump Let out criminal do their time...
1204188924131844103 2019-12-09 18:59:46 -0400 <CNNFredoCuomo> @Susan_Hennessey if you think that @realDonaldTrump not only will stay in office but win big in re-election you kidding yourself and anyone watching the #FakeNews leader @CNN   @DanaBashCNN just said it’s possible Trump will be removed by senate. WHAT A JOKE!!!
1204188923653570561 2019-12-09 18:59:46 -0400 <akline1123> @RepDLesko @realDonaldTrump Good thing that's not what this whole ordeal is about, or the Dems would be toast.
1204188922831671297 2019-12-09 18:59:46 -0400 <LarryWThomas1> @realDonaldTrump I have read the transcripts &amp; they show that YOU used the freeze on aid was part of a quid pro quo designed to coerce Mr. Zelensky into announcing an investigation into the Biden, YOUR main 2020 rival.
1204188921732763648 2019-12-09 18:59:46 -0400 <LomaahhMore> @SteveScalise @realDonaldTrump You lied. It shows OTHER SOURCES triggered the investigation.
1204188921724321794 2019-12-09 18:59:46 -0400 <pholland365> @brwneyes67 @JohnBrennan @realDonaldTrump They do. Media is complicit and Journalism is dead.  I will never watch it again.
1204188920629608449 2019-12-09 18:59:46 -0400 <StevenW96303776> @denehoffman @NoWay7790 @realDonaldTrump The democrats tried to get 12 witnesses from the White House and President Trump told them no.  They even ignored the subpeonas from Congress.  They had plenty of witnesses.
1204188920424140802 2019-12-09 18:59:46 -0400 <JCDCF1> @SteveScalise @realDonaldTrump Joseph Goebbels had nothing on today’s GOP.  That’s NOT what the report says but liars don’t let facts get in the way of their propaganda.  🤥
1204188918125608960 2019-12-09 18:59:45 -0400 <SheliaWoods19> @realDonaldTrump INVESTIGATE ALL OF THEM!!!!!!
1204188915239964673 2019-12-09 18:59:44 -0400 <I_Know_Why_Not> @mikegallagher33 @TheMelyssaK @KJBBN25 @calideplorable1 @cloudybutsafe @Clark29112348 @Bakenkilla09 @AngelaBelcamino @realDonaldTrump A bill is a bill. It's not our fault if they don't have time to do their jobs. -Lindsey Graham
1204188914967293952 2019-12-09 18:59:44 -0400 <DaleDiagnals> @colleenkingd @JohnBrennan @realDonaldTrump I agree. The dem political coup of an impeachment circus is a tragedy. All because they can't cope with the results of an election. Sad really.
1204188913482567687 2019-12-09 18:59:44 -0400 <PesGlory> @DamnModzStore @DupreehFn my favourite player is @UnknownxArmy1x @TTfue @Sceptic @ClixHimself @Khanada @khunaFN @realDonaldTrump @Megga @MonboyFN @Mongraal @benjyfishy @fakedansavage @SavetheChildren @LiquidChap @aquaa @st0mpybtw @its_x8 @zyfaFN @bugha @Stretched @zayt @ZaynSzns @seanpcc @FaZeS
1204188913138618368 2019-12-09 18:59:44 -0400 <RileysDi> @SteveScalise @realDonaldTrump You have made this trump mess about everyone but trump. He's been dirty all his life, he's a sexual deviant, he's stiffed good hard working people out of pay for services rendered because he gets away with it. He is not a good person or good president. He's destroying your party.
1204188909644767232 2019-12-09 18:59:43 -0400 <maggiemae802> @SteveScalise @realDonaldTrump  https://t.co/FtMlbsf370
1204188909288206340 2019-12-09 18:59:43 -0400 <MichaelforUSA> @senatemajldr @LindseyGrahamSC from millions of pissed off patriots who are tired of the D’s treasonous tactics - TAKE THE GLOVES OFF &amp; DEFEND @realDonaldTrump, THE CONSTITUTION &amp; AMERICA! We are tired of your words &amp; complacency!
1204188907321151488 2019-12-09 18:59:42 -0400 <JGalt09> @mrvegas95214342 @Alantia @JohnBrennan @kurteichenwald @realDonaldTrump Democrats want to impeach the best economy of our lifetime, the lowest unemployment #'s for minorities and women, and the highest wage growth in a decade. 🤦‍♀️
1204188906515845120 2019-12-09 18:59:42 -0400 <antcypants> @SteveScalise @realDonaldTrump It's over, Steve. Time for your attacks on our intelligence community to stop.
1204188904519131137 2019-12-09 18:59:42 -0400 <gingermcintosh> @NewGopforUSA @realDonaldTrump If this is real, it will be a great thing. I remember when Republicans were honorable. I hope they can return to that but right now they all seem pretty corrupt.
1204188903801929728 2019-12-09 18:59:42 -0400 <KarenKm1143> @JohnBrennan @realDonaldTrump How far they have fallen.🇺🇸
1204188903571374081 2019-12-09 18:59:42 -0400 <KeepWHHonest> @elianatrue @realDonaldTrump That’s what they said about tricky Dick🤷🏽‍♂️
1204188902057238530 2019-12-09 18:59:41 -0400 <QConteret> @TrueRaveRobber @MarkDonner13 @sybernaut @MatthewJshow @ChatByCC @realDonaldTrump Way to ignore the point that the people you listen to know even less.
1204188901507784704 2019-12-09 18:59:41 -0400 <cetta> @realDonaldTrump @marklevinshow  https://t.co/SQ308YjD37
1204188901365170177 2019-12-09 18:59:41 -0400 <DieselDainty> @UwantSomaThis @FahrOutMan @HoarseWisperer @Scavino45 @realDonaldTrump @FLOTUS You don't know what the 17 problems are, do you?
1204188898114637824 2019-12-09 18:59:40 -0400 <Zokko18> @Link1709 @piersmorgan @BorisJohnson @realDonaldTrump @EstherMcVey1 @margarethodge @joswinson @ChukaUmunna @johnmcdonnellMP
1204188897892278272 2019-12-09 18:59:40 -0400 <JohnFDevineJr> @LindaSuhler @realDonaldTrump It’s not a transcript. It’s a Memorandum. Republicans are hiding the transcript. Here’s the Memorandum. Please continue to lie. After all lying is a Republican policy.  https://t.co/HDXtaDkfnQ
1204188897460264960 2019-12-09 18:59:40 -0400 <WichitaJoe> @RepDavidKustoff @HouseGOP @realDonaldTrump  https://t.co/nvERyS9cvO
1204188895098875905 2019-12-09 18:59:39 -0400 <Winterbaby129> @w_terrence @realDonaldTrump @SpeakerPelosi  https://t.co/u5kfxkXv2o
1204188893576224768 2019-12-09 18:59:39 -0400 <annstarrm> @MiaFarrow @realDonaldTrump Absolutely! He DOES which means it shan’t happens!
1204188893332926464 2019-12-09 18:59:39 -0400 <clsedit> @JohnBrennan @realDonaldTrump It’s just devastating. Thank you for continuing to speak out.
1204188889637896193 2019-12-09 18:59:38 -0400 <StarfleetJedi> @realDonaldTrump  https://t.co/dlfqdS2XAJ
1204188883078066176 2019-12-09 18:59:37 -0400 <SDog59894364> @SKYRIDER4538 @1RuffRican @realDonaldTrump And a vote
1204188882100555776 2019-12-09 18:59:36 -0400 <Bil_Wilberforce> @KimStrassel The super snoop wire wire-tap capacity of intel agents on the average citizen would require far less cause, process or transparency than did those fraudulently obtained on @realDonaldTrump.  Statists' aid graft is out of control, IMHO. #TyranicalStatistGoneWild
1204188880968269824 2019-12-09 18:59:36 -0400 <kelts2017> @realDonaldTrump  https://t.co/EUu7Qgr7WR
1204188880741773312 2019-12-09 18:59:36 -0400 <18orlessplz> @French_One @labounty58 @realDonaldTrump This is the yang gangbang talking points to try and excuse the best economy in decades. I would say it's getting old, but entertaining is a better adjective. .
1204188878606757889 2019-12-09 18:59:36 -0400 <ShelbyAnneM101> @pastorlocke @realDonaldTrump you are foolish, he's corrupt, spiteful and petty, he's way more likely go to jail in 2020 than to the Whitehouse again
1204188878246227968 2019-12-09 18:59:35 -0400 <19jess35> @mtnman2415 @ChatByCC @realDonaldTrump Did u type that with a straight face? He HAS FAILED AT EVERY SINGLE THING HE HAS DONE. He is owned by Turkey he is owned by the Saudis God help u if u think a 8 time bankrupt businessman who has not pd taxes in over a decade is a “real businessman” no wonder we r in trouble  https://t.co/SOFDVYJ8oR
1204188876803366912 2019-12-09 18:59:35 -0400 <cosmicperspctiv> @realDonaldTrump Give us a link to the full transcript sir. No? Oh you’re just gaslighting per usual? Thanks bye.
1204188876220325888 2019-12-09 18:59:35 -0400 <Nuts4Squirrelio> @Turnip2020 @realDonaldTrump Eye.  https://t.co/nyitGCNGyq
1204188876119707649 2019-12-09 18:59:35 -0400 <GAkeemom> @Rich3Dawg @realDonaldTrump I’m thinking these are more the flying monkeys all here to lift up the witch
1204188875192782854 2019-12-09 18:59:35 -0400 <JasonStealth> @eerrriiicaa Eh @realDonaldTrump tho
1204188874391642114 2019-12-09 18:59:35 -0400 <TruleeSusan> @DonaldJTrumpJr @realDonaldTrump I wouldn't feel easy if he were President because I would feel like he would have to depend on his staff for everything including major decisions for our military, foreign agendas, &amp; every decision made for our country.  I don't see the Lion instinct here..🦁
1204188872713949189 2019-12-09 18:59:34 -0400 <ktinfl> @generalripper61 @SputnikInt @realDonaldTrump Now if you would like to test that. As an ancestor of mine brought Texas into the union and I've always wondered why? Go to Texas get an order from the UN to Annex 50% of the state of Texas. Then let's see what happens?
1204188872533348353 2019-12-09 18:59:34 -0400 <GenGriebe> @realDonaldTrump You would have a better case if you would allow exculpatory evidence to be presented. Do you (or your people) have anything solid that you could use to refute the evidence against you?   You’re so guilty this case wouldn’t even make an interesting Dateline episode. #ImpeachTrump
1204188872491577349 2019-12-09 18:59:34 -0400 <ChrisHaynes71> @Turnip2020 @realDonaldTrump I!
1204188872189472768 2019-12-09 18:59:34 -0400 <martywest> @SteveScalise @realDonaldTrump That’s not what it says dude. Liar.
1204188870113288197 2019-12-09 18:59:34 -0400 <SisterEuphemia> @SteveScalise @realDonaldTrump Which report, because I don't think we read the same thing?
1204188869715005441 2019-12-09 18:59:33 -0400 <Silence24580092> @JohnBrennan @realDonaldTrump  https://t.co/qBhIJ6bCux
1204188868603449350 2019-12-09 18:59:33 -0400 <ShesQualified> @realDonaldTrump What about Khashoggi. Screw you and MBS!
1204188868439879680 2019-12-09 18:59:33 -0400 <EowynSlays> @GReschenthaler @realDonaldTrump  https://t.co/PDEjvQxAEp
1204188867445673984 2019-12-09 18:59:33 -0400 <gruler> @JohnBrennan @realDonaldTrump You inflicted all kinds of damage to our country.  You will be dealt with shortly. Enjoy your time on CNN, it will be over shortly.
1204188866552270853 2019-12-09 18:59:33 -0400 <MikeyinCA> @GOPChairwoman @realDonaldTrump Where are chump’s tax returns at? Why would he promise to release them and then sue to block them? Whats he hiding?
1204188862374981632 2019-12-09 18:59:32 -0400 <jamesbr29850531> @WandaRoe @misplacedplot @JohnBrennan @realDonaldTrump Rino
1204188862299267072 2019-12-09 18:59:32 -0400 <anniewise67> @rae_navin @illyahkuryahkin @MelindaFowler20 @SteveScalise @realDonaldTrump Amen sista!!
1204188861900972032 2019-12-09 18:59:32 -0400 <2019HotMess2019> @realDonaldTrump How was your day bro?  Not a good one. 😂😂😂 #ImpeachTrumpNow
1204188861867409409 2019-12-09 18:59:32 -0400 <ErisDottir> @SteveScalise @realDonaldTrump That is not what the report said. Do you ever get tired of lying?
1204188860701429761 2019-12-09 18:59:31 -0400 <terrydoherty2> @realDonaldTrump It’s not only Possible , it’s Wicked Easy ( so much material to work with)
1204188859266789376 2019-12-09 18:59:31 -0400 <RhutaBhayga2> @SteveScalise @realDonaldTrump You're really relying on your constituents to be illiterate.
1204188859245793280 2019-12-09 18:59:31 -0400 <stellalimelight> @JohnBrennan @QueenbeeAxs @realDonaldTrump Yes we have.
1204188858889302016 2019-12-09 18:59:31 -0400 <CraneSLandis> @GOP @realDonaldTrump  https://t.co/ltdoZ6TIJ1
1204188858411356161 2019-12-09 18:59:31 -0400 <BFCfortheFans> @SteveScalise @realDonaldTrump This is an outright blatant lie
1204188854569312256 2019-12-09 18:59:30 -0400 <FLORESJD1> @realDonaldTrump @FoxNews @RepSwalwell Even Faux News is tired of your lies. #parasitetrump
1204188854422511616 2019-12-09 18:59:30 -0400 <SirealTrump> @realDonaldTrump You such a fool.  Most of Middle America only "Invests" their Time and Labor; and this economy seems to have had little affect to the good there.  More time same money more labor less investment.
1204188852388159490 2019-12-09 18:59:29 -0400 <jdh1> @RepMullin @GOPLeader @realDonaldTrump No denying it, we’ve ALL (even you) have known he’s a Russian asset since BEFORE the 2016 election. The fact that it has taken this long is testimony to the GOP’s complicity on obfuscation.
1204188851972870144 2019-12-09 18:59:29 -0400 <NealGrahamOne> @MEXdave_gaming @LeeHolly81 @realDonaldTrump @SenTedCruz The allegation that President Trump made a Quid pro quo regarding the aid, is nothing more than a Democrat pipe dream - not based in fact.
1204188850823798784 2019-12-09 18:59:29 -0400 <shelligirl40> @realDonaldTrump  https://t.co/MBMsoUh1zR
1204188847623622656 2019-12-09 18:59:28 -0400 <jamietrexler> @GOPChairwoman @realDonaldTrump Oh goody, is this like Where's Waldo but the Liars Edition?
1204188847044730881 2019-12-09 18:59:28 -0400 <ElisafromCA> @ingloriousBOH @SteveScalise @realDonaldTrump I don't think any member of the GOP CAN read.  They didnt read the Mueller Report, didn't read the Call Memo, didnt read any of the bi-partisan impeachment interviews.  https://t.co/4baaoAcU9i
1204188838639353857 2019-12-09 18:59:26 -0400 <BeckwithArvo> @SteveScalise @KEEFERDOGGIE @realDonaldTrump Absolutely @SteveScalise.  Go after every one of them !!!
1204188837649383424 2019-12-09 18:59:26 -0400 <LesQ14> @snarkyboomer @bubba_wubba @realDonaldTrump I do not see your argument. Is obstruction and refusing to answer subpoenas alright with you?  "A Banana Court STUPID' is an inane remark and insulting. Shame on you!
1204188836256837632 2019-12-09 18:59:25 -0400 <CrowsonRob> @RUnklesbay @ChatByCC @realDonaldTrump So if ANY President of the US asked someone to look into corruption, you think they should be impeached?? Or is that just Trump?  Never mind that as President he has an obligation to make sure that they’re rooting out corruption. To anyone we give aid to!
1204188835065794567 2019-12-09 18:59:25 -0400 <Helios29893506> @DonaldJTrumpJr @realDonaldTrump Yo daddy is gonna be impeached bi!-ch!!!#LOL
1204188834667339776 2019-12-09 18:59:25 -0400 <kanyewhack> @realDonaldTrump read my ass
1204188834046660609 2019-12-09 18:59:25 -0400 <ajc11755> @realDonaldTrump FYI: Everywhere I went last week, people were openly and hilariously mocking you. Thanks for that, it was much needed comic relief.
1204188833128079360 2019-12-09 18:59:25 -0400 <comehoyo> @realDonaldTrump Because we read the transcript is the reason we're having an impeachment investigation
1204188831580340227 2019-12-09 18:59:24 -0400 <DeAngelisCorey> @iskingsb @realDonaldTrump I'm not talking about program elimination - I'm worried about overregulation
1204188831366426630 2019-12-09 18:59:24 -0400 <RaeAnnEmerySAG> @SteveScalise @realDonaldTrump You are lying.  And, like Trump, I now will never believe anything you say.
1204188829265080320 2019-12-09 18:59:24 -0400 <murphysociety> @DanScavino @realDonaldTrump @ThugnastyMMA I love it !!!!
1204188827339722752 2019-12-09 18:59:23 -0400 <fullerray> @realDonaldTrump
1204188825808846848 2019-12-09 18:59:23 -0400 <Sharon29753513> @realDonaldTrump @TreasurySpox 54000 GM workers returning to work after strike
1204188825620234243 2019-12-09 18:59:23 -0400 <TheJWQ> @MnMarches @AndreaPunksmom @juggstorecowboy @AllOnMedicare @Lis_Smith @PeteButtigieg @realDonaldTrump @BCBSM No one gives a damn about "his word." People want transparency from their candidates. If people saw a company suing to stop or punish a person for revealing their work they're gonna say "wow, good for him for standing up to a giant company to be honest."
1204188822537420802 2019-12-09 18:59:22 -0400 <MelRel> @JohnBrennan @CheriJacobus @realDonaldTrump The “we” you refer to is actually a very select few oligarch wannabes and their dictator wannabe boss.
1204188818800168962 2019-12-09 18:59:21 -0400 <JuggaloPatriot> @ChuckMuth @realDonaldTrump Are you sure it was the sticker and not just that you’re a shit driver?
1204188818473181186 2019-12-09 18:59:21 -0400 <carutherste> @realDonaldTrump Thank you Obama!  https://t.co/EHVGAulsUL
1204188817650900992 2019-12-09 18:59:21 -0400 <UwantSomaThis> @DieselDainty @FahrOutMan @HoarseWisperer @Scavino45 @realDonaldTrump @FLOTUS The reports states they relied mainly on the Steele dossier. Better tell CNN to get that fixed.
1204188817290342401 2019-12-09 18:59:21 -0400 <GVBFINEART> @realDonaldTrump It's not a transcript.  Release the tapes.
1204188817172905984 2019-12-09 18:59:21 -0400 <JDNEngland> @pastorlocke @realDonaldTrump  https://t.co/PACgMZEqSo
1204188814689914883 2019-12-09 18:59:20 -0400 <hallgren_eric> @Miskwahya @cindyinSA08 @realDonaldTrump Wanna piss off the police 👮 burn a blue lives matter flag in front of them
1204188814085722113 2019-12-09 18:59:20 -0400 <bwick41265951> @realDonaldTrump Let them testify if you are sOOO innocent
1204188813683281920 2019-12-09 18:59:20 -0400 <RepDLesko> Q: Do you think it is understandable, reasonable and acceptable for President @realDonaldTrump to ask the Ukranian President to look into the Hunter Biden/Burisma potential corruption scheme?   A: Yes.  https://t.co/DaYnCkY0Gu
1204188811401584640 2019-12-09 18:59:20 -0400 <MOUNPAM> @SteveScalise @realDonaldTrump Have you any sense of decency? Why are you lying?
1204188810122321921 2019-12-09 18:59:19 -0400 <marshmellymel> @SteveScalise @realDonaldTrump Uhm, no. Blatant lie. WTF is wrong with you?
1204188808683675648 2019-12-09 18:59:19 -0400 <wincing> @NeilKenes @OttawaEngineer @JustinTrudeau @realDonaldTrump @Oprah @Madonna It’s part of having completely different governmental systems (combined legislative and executive etc) and worth knowing about if you hope to have a cogent understanding of the world, but whatever you say.
1204188808587235330 2019-12-09 18:59:19 -0400 <PolishSausage7> @SteveScalise @realDonaldTrump LIAR!!
1204188808096280576 2019-12-09 18:59:19 -0400 <Julie13163547> @realDonaldTrump Bigly Federal deficit ever!
1204188808079527936 2019-12-09 18:59:19 -0400 <largess4> @BrianKarem @realDonaldTrump He seems nice. 😟
1204188806745907201 2019-12-09 18:59:18 -0400 <rejinl> @BrianKarem @realDonaldTrump Hint: he can't read.
1204188803784564739 2019-12-09 18:59:18 -0400 <TFloresSB> .@LeslieSanchez, in order for the process to be bipartisan, Republicans needed to participate in good-faith, they didn’t. There has been nothing but corruption since @realDonaldTrump took office. FUCK YOU and the horse from hell your dumbass rode in on. 🖕🏻🖕🏻🖕🏻
1204188802769657856 2019-12-09 18:59:17 -0400 <opv_research> @savenativebees @chestnut_daniel @Dreamweasel @realDonaldTrump If trump really did something wrong like that then he ought to be impeached. After two years of Russia Russia Russia then nothing happening, to me it looks more like desperation and hysteria.
1204188799921721346 2019-12-09 18:59:17 -0400 <RebccaBolin> @realDonaldTrump The DemoRats are emplouding! No one they positioned to be witnesses under oath,  have no first hand knowledge of any wrong doing. In other words They would not put themselves on the line for here-say by the Congress who featured them as Star witnesses and scholars! LOL Demsfail!
1204188799674257408 2019-12-09 18:59:17 -0400 <ItsMeLynnisse> @AlanDersh Fortunately, @realDonaldTrump et al., with their relentless criming, are making it a cake walk for Democrats to do that.
1204188798915141633 2019-12-09 18:59:17 -0400 <Senshado1> @JoyfullyDazed @realDonaldTrump Ooooooooooooofff!!
1204188798214721536 2019-12-09 18:59:16 -0400 <SteveWCarlson> @DMRegister Don't be stupid. This is Obama's lapdog doing work started six months before @realDonaldTrump was ELECTED.
1204188797744885760 2019-12-09 18:59:16 -0400 <Ace9874> @GReschenthaler @realDonaldTrump  https://t.co/yuSVNlMvzN
1204188797543550977 2019-12-09 18:59:16 -0400 <ColBannister> @Trinitythecat @JohnBrennan @realDonaldTrump Another democrat party “star witness” exposed as biased and corrupt : Daniel Goldman is the latest democrat to go down in flames    https://t.co/aibeKQGX7U
1204188797082185728 2019-12-09 18:59:16 -0400 <TimFaulkner81> @realDonaldTrump **INVESTORS** is the operative word as most Americans have ZERO shares of stock and are paying HIGHER prices due to Trump's idiotic trade war and #GOPTaxScam.  We're also on the verge of the #TrumpRecession that will be devastating to most Americans.  #ByeByeGOP2020
1204188796163624965 2019-12-09 18:59:16 -0400 <GZ0072> @realDonaldTrump @marklevinshow You think this is bad? Just wait until you get to prison.
1204188795052023808 2019-12-09 18:59:16 -0400 <Gurnae> @GOPChairwoman @realDonaldTrump You have read the whistleblower law right?
1204188792208400384 2019-12-09 18:59:15 -0400 <CBishop92539993> @irishbark @Enrique9391 @realDonaldTrump Eww eww eww ewww
1204188790530510854 2019-12-09 18:59:15 -0400 <hipster1954> @realDonaldTrump  https://t.co/mNVy9owGsN
1204188790220308480 2019-12-09 18:59:14 -0400 <ceesmaximus> @Ralphjr3rd @Lrihendry @realDonaldTrump Our so called “First Lady”
