1078802776971464704 2018-12-28 18:59:59 -0400 <JSalvatore1278> @realDonaldTrump #MAGA #BuildtheWall #SchumerShutdown #SchumerPelosiShutdown
1078802758487236608 2018-12-28 18:59:55 -0400 <kbg351> @TinaMorphis @SammyAce17 @realDonaldTrump Uh huh @morningmika @Morning_Joe @TheRickWilson @JoeNBC @BillKristol
1078802758441099264 2018-12-28 18:59:55 -0400 <Davidboatymcboa> @DonaldJTrumpJr @realDonaldTrump  https://t.co/UafvD3ZUuF
1078802756943659008 2018-12-28 18:59:55 -0400 <UnkleNeal> @LindseyGrahamSC Looks like your fake outrage about the Syria pullout is over.  And holding Saudi Arabia accountable for Khashoggi's execution.  Back on your knees in worship to @realDonaldTrump   History will judge you as a useless court jester to the orange buffoon. Trust that.  #TrumpShutdown
1078802753579737090 2018-12-28 18:59:54 -0400 <LesStir> @realDonaldTrump Probably shouldn’t have started their civil wars then, huh?
1078802752824840192 2018-12-28 18:59:54 -0400 <Couchmx> @SenSchumer @JerryBrownGov @realDonaldTrump Climate change can't work unless the whole world were in on it to🌎
1078802751314894849 2018-12-28 18:59:53 -0400 <Elizabe17473805> @TomFitton @WyatEarpLA @realDonaldTrump Time to start releasing all the DIRTY Dem memo's, HRC DEEDS, and all the dirty Dems in on her deeds!
1078802749985304577 2018-12-28 18:59:53 -0400 <saralynne65> @jjcholden @deb2nine @StarrSapphire @realDonaldTrump Please elaborate more.
1078802748093546497 2018-12-28 18:59:52 -0400 <BunnyKiller9> @donna9107yahoo1 @realDonaldTrump Bot
1078802747892232192 2018-12-28 18:59:52 -0400 <jmathis1212> @realDonaldTrump Thank you so much President Trump for all you are doing to make our nation safe and prosperous!
1078802747535683584 2018-12-28 18:59:52 -0400 <RalasGang> @kenolin1 @realDonaldTrump Look, @realDonaldTrump  https://t.co/iB7Vb0HfaA
1078802747103813634 2018-12-28 18:59:52 -0400 <elliesadie> @SunBlitz_5 @kenolin1 @realDonaldTrump TV only.
1078802743836459009 2018-12-28 18:59:51 -0400 <1AJMaddox> @realDonaldTrump With you all the way Mr. President! Do what must be done in regards to immigration and the wall! I ask you as a loyal supporter to veto every spending bill that doesn’t fund the wall. Thank you for all that your doing for our country and God bless!
1078802742834069505 2018-12-28 18:59:51 -0400 <Ethan53708808> @grimjester0 @realDonaldTrump I'd say it's okay if they believe in their Commander in Chief. They seemed pretty happy. Not so with morale under Obama. Send them to war with a lawyer. Release Gitmo detainees and cover for a traitor. A rose garden affair in fact. Hats??? WTF? Get a hobby.
1078802741579997191 2018-12-28 18:59:51 -0400 <CharlesPickitt> @realDonaldTrump Fake facts.
1078802741542244354 2018-12-28 18:59:51 -0400 <clakor54> 'Nude Selfie' Obtained In Mueller Inquiry, Says Court Filing By Indicted Russian Firm  https://t.co/KnM4WTDObV via @YahooNews Could the nude selfie be a photo of @realDonaldTrump taken at the time of his pee pee tape?
1078802741231792130 2018-12-28 18:59:51 -0400 <MansourZerka> @loworbit @realDonaldTrump Exactly.
1078802739616829440 2018-12-28 18:59:50 -0400 <coccaro> @realDonaldTrump Ladders work perfectly too.
1078802739004694528 2018-12-28 18:59:50 -0400 <joshua_ebenezer> @realDonaldTrump When justice is done, it brings joy to the righteous but terror to evildoers. There is no wisdom, no insight, no plan that can succeed against the Lord. The horse is made ready for the day of battle, but victory rests with the Lord. Proverbs 21
1078802738274856961 2018-12-28 18:59:50 -0400 <MrsBwearsamask> @realDonaldTrump @foxandfriends  https://t.co/dZcYosFC1X
1078802736135790598 2018-12-28 18:59:50 -0400 <likle_wiked> Wonder if * @realDonaldTrump has any idea who is featured on the #NudeSelfie the Special Counsel Robert Mueller has and has marked #Sensitive?  #TalkTheTruth
1078802725893214210 2018-12-28 18:59:47 -0400 <MiktusMichele> @more_cowbell_15 @gamathers @2020fight @LeeAnn3406 @PolishPatriotTM @realDonaldTrump @FoxNews @POTUS @FBI @CIA Wow, really? Then you obviously are missing out on some interesting events that have taken place w/in these departments. I would say the higher ups are more Dems/progressives vs the old time dem
1078802724513345542 2018-12-28 18:59:47 -0400 <IAmTenaFit> @realDonaldTrump Shut the border down
1078802723649265669 2018-12-28 18:59:47 -0400 <ML77> @pattonoswalt @realDonaldTrump I used used to look for Obama’s and Biden’s playlists on Spotify.  Cannot picture a playlist from Trump
1078802723192082432 2018-12-28 18:59:47 -0400 <robbyjaybither> @hughhewitt @realDonaldTrump @SenSchumer Facts are stubborn things.  The president blew up every deal in regard to border security.  There is no plan save for pleasing Limbaugh, Coulter and throwing red meat to the base. And Still no comment or compassion on the treatment of families and children seeking a better life
1078802721321279490 2018-12-28 18:59:46 -0400 <RodgerThorndyke> @SaysHummingbird @spencer145p @realDonaldTrump Wanted to make certain you saw this Donnie
1078802713754984449 2018-12-28 18:59:44 -0400 <TenaciousEye> @realDonaldTrump  You know we’re going to undo everything you do as soon as you’re out of office, don’t you? Every  Goddamn  Thing
1078802712563773441 2018-12-28 18:59:44 -0400 <WayneGill55> @realDonaldTrump And while you're at it close that northern border all those pesky Canadians keep getting through and saying really funny jokes about you.  https://t.co/p6ooA4GO9V
1078802712253235201 2018-12-28 18:59:44 -0400 <CMWooly> @joe_folz @JeffreyGuterman @realDonaldTrump @foxandfriends And look at you smearing hero Robert Mueller! You and Trump aren't worthy of cleaning dog doo off Mueller's shoes.
1078802711334797313 2018-12-28 18:59:44 -0400 <PatriciaGoyett9> @realDonaldTrump That’s one out of how many give me a break.
1078802710806384640 2018-12-28 18:59:44 -0400 <MMaryellenr950> @kenolin1 @realDonaldTrump Really, Ken? That’s your issue? 😘
1078802709904424960 2018-12-28 18:59:43 -0400 <HickokSusan> @realDonaldTrump Mr. President I am confident that if you devise the plan taking all their objections into consideration and have your usual, honest, make sense, no-nonsense directional plan you can do this for the security of the USA.
1078802708818202624 2018-12-28 18:59:43 -0400 <Joycook24> @realDonaldTrump Liar!  https://t.co/sGvjNDnRpX
1078802708457574400 2018-12-28 18:59:43 -0400 <LarryChase9> @thebeerbomb @nj8263 @GOP @GOPChairwoman @realDonaldTrump Full Circle - AS.
1078802705404084224 2018-12-28 18:59:42 -0400 <SavedIn1996> Hey #CHANCY = @SenSchumer &amp; @NancyPelosi Time 2 put Americans FIRST! Enough will illegals murdering Americans! Instant death penalty 4 ALL illegals who murder American citizens. @realDonaldTrump @RealJamesWoods @chuckwoolery @CNN @MSNBC
1078802704561041408 2018-12-28 18:59:42 -0400 <Solvseus> @realDonaldTrump YOU are the obstructionist. Congress (GOP, who still ran both houses, and Dems) handed you a bill to sign. YOU will not sign it, over some fantasy that will never do anything. YOU are doing this. Sign it. Dems are taking over the House, and you have no leverage.
1078802695996297216 2018-12-28 18:59:40 -0400 <morenoa128> @realDonaldTrump It's really hard to believe anyone with half a brain voted for you
1078802692548390913 2018-12-28 18:59:39 -0400 <BunnyKiller9> @LeonardoGGomez4 @realDonaldTrump Bot
1078802689998417920 2018-12-28 18:59:39 -0400 <stown999> @tedlieu @realDonaldTrump It is time the democrats put the safety of the legal citizens of this country first and build the wall and complete immigration reform.  So tired of a do-nothing D.C.  Mr Schumer's ego will have to be put on hold.  Shut the border down.  Schumer is the spoiled child.
1078802689700622337 2018-12-28 18:59:39 -0400 <McHugh1966> @Nick4Raunds @realDonaldTrump That means all traffic between Mexico and the US stops.
1078802688052264961 2018-12-28 18:59:38 -0400 <wimmvh> @stephcom8133 @realDonaldTrump this opersition to the wall has no logic to the argument. if wall or barries do not work why does every proerty in the country have one ???. They are there to stop or deture those that want to enter your property without your invitation. use the gate
1078802686160658432 2018-12-28 18:59:38 -0400 <rhrickspurple> @leene50 @LouDobbs @ChristianWhiton @realDonaldTrump Darlene, get over the Russia, Russia, Russia lies MSM has been feeding you.  Syria will take over Syria, theyare a sovereign nation w/a Sovereign leader.  They asked the US to leave.  The US has invaded &amp; destroyed enough in the ME over the lie about Twin Towers.
1078802686139645952 2018-12-28 18:59:38 -0400 <George69285050> @Narmak_10 @realDonaldTrump Easy- I compare the GDP, crime stats, human rights protection, avg. Life span.  And I read news. I don't have to go the Congo or middle east to know the west is best. China isn't a free place to express any idea. The states are richest in patents and quality of life improvements.
1078802684822650881 2018-12-28 18:59:37 -0400 <Michaud35145921> @realDonaldTrump Our president is starting world war 111 , By just giving up Syria , is the dumbest move he could ever made.
1078802682339618816 2018-12-28 18:59:37 -0400 <Dimeolas> @realDonaldTrump people like to accuse based on emotion, yet never give proof or evidence, I rarely listen to em anymore.
1078802682301816838 2018-12-28 18:59:37 -0400 <iamMcKay> @realDonaldTrump What happened to Mexico paying for the wall?
1078802680779341824 2018-12-28 18:59:36 -0400 <CraigJohniken> @realDonaldTrump Aww isn’t that nice! Peepaw woke up from drug induced coma. How the hell is the US losing money to drugs. You are just spewing mindless butt dribble. Your wall tantrum is taking food off of federal workers tables. That means you sir care more about your wall than your own people.
1078802680166916097 2018-12-28 18:59:36 -0400 <flashmann13> @realDonaldTrump
1078802678526984197 2018-12-28 18:59:36 -0400 <country1st2020> @Alisin1derlnd @medical91 @YahooEnt Simply disgraceful!! Thanks to @realDonaldTrump shutdown, people are having difficulty paying rent, buying food &amp; that “fat ass buffoon” has the nerve to host a party at his hotel at OUR expense! Btw isn’t that a violation of “emoluments clause”? When WILL IT END?? #25thAmendment
1078802675783806977 2018-12-28 18:59:35 -0400 <JohnOH1947> @abunuhas @realDonaldTrump Scott also interesting that he blames the Democrats while the Republicans still have control of both the Senate and Congress (Scratching head wondering)
1078802674680717312 2018-12-28 18:59:35 -0400 <TrumpTranslato> @realDonaldTrump TRANSLATION Reagan on a border wall...   https://t.co/rcoB7LN90v  https://t.co/lVlvDMnyF1
1078802674030706690 2018-12-28 18:59:35 -0400 <MrsBwearsamask> @realDonaldTrump  https://t.co/dZcYosFC1X
1078802672520581121 2018-12-28 18:59:34 -0400 <MrsTLBerger> @NewsBreaking @DebraDuGemini59 @realDonaldTrump SHAME ON YOU!! Your temper tantrum is demeaning to your office and a national embarrassment to Americans!!
1078802669580488705 2018-12-28 18:59:34 -0400 <kat_lemera> @realDonaldTrump What a sad person he must be, bullying and threatening are not  characteristics of a happy stable person let alone a leader.
1078802668095762432 2018-12-28 18:59:33 -0400 <JayStill4> @realDonaldTrump @BuffytVSSummers You are actually terrified aren't you @realDonaldTrump - 3 days to go before the Dems take over the house and @TeamPelosi Nancy Pelosi becomes speaker.
1078802667848257536 2018-12-28 18:59:33 -0400 <up2bKrzy> @jojoh888 @idawhannadoyou @realDonaldTrump LOL... another brainwashed fool of society. Why am I not surprised
1078802665994366976 2018-12-28 18:59:33 -0400 <satxmike> @realDonaldTrump to everyone who follows trump, how has you 401(k) done this year? Mine has lost about 15% since February. Not a good year
1078802664237031424 2018-12-28 18:59:32 -0400 <why_two_wit> @realDonaldTrump You stumble over your own overlapping, conflicting #TrumpLies on an HOURLY basis. Why would anyone trust the words of a man who can’t grasp basic principles of foreign policy, government, finance or economics? You lie constantly &amp; care only about your infantile, fragile ego.  https://t.co/qS1lAbV09N
1078802663591084033 2018-12-28 18:59:32 -0400 <texasgirlnyc> @Jack_W002 @TheFakeLiberal @biddergalore @realDonaldTrump This study, like many others, is flawed because its raw data is flawed. Very few instances of voter fraud are prosecuted (one was recently in Texas) and most election officials are loathe to call the cops for fear of being accused of racism or the like.
1078802661502304257 2018-12-28 18:59:32 -0400 <FIXINUSA> @realDonaldTrump Invade Honduras, clean their Gov and corrupt politicians. Do the same here.
1078802659614834690 2018-12-28 18:59:31 -0400 <Washhanger> @hardlyusd @jones7955 @realDonaldTrump How sad, but you know that is what he is thinking.  I am praying he doesn't tweet his feelings or speak them.  Wouldn't put it past him.
1078802658532708352 2018-12-28 18:59:31 -0400 <leonzliss> @realDonaldTrump from Chloe: Your children are very mean and the worst and you are very dumb
1078802658498998273 2018-12-28 18:59:31 -0400 <InformedSmart> @NancyPelosi @realDonaldTrump Not one penny for that gd racist wall. Thank you for standing strong.
1078802653654724608 2018-12-28 18:59:30 -0400 <ProudDeplorble> @realDonaldTrump Do it! Please.  Enough is enough!
1078802653013073921 2018-12-28 18:59:30 -0400 <ciavallaire> @ferenzi_w @TRSUMNERZ @realDonaldTrump Let Trump keep his promise. Get the money for the facacta wall from Mexico. No US dollars.
1078802651431796736 2018-12-28 18:59:29 -0400 <sammy081989> @realDonaldTrump Time to close the border wall. Hundreds of imigrants are being released in Texas and New Mexico. We can't wait any longer or there will be more coming into the US.  Stop it now.
1078802651087683584 2018-12-28 18:59:29 -0400 <mustacheman88> @realDonaldTrump VETO everything force immigration , maybe you should weaponize the irs
1078802649703768064 2018-12-28 18:59:29 -0400 <GareyWeston> @Camreil @ls_montgomery @realDonaldTrump Man. People are taking this waaayyyy to seriously.
1078802648353202176 2018-12-28 18:59:29 -0400 <morrison1noriko> @BrentPayne59 @jerome_corsi @realDonaldTrump So many good peoples lives are being ruined! I’m praying for you!❤️🙏
1078802647925252096 2018-12-28 18:59:29 -0400 <JBekkr> @SocialWorkItOut @realDonaldTrump I may be mistaken but I don't believe Trump has that ability, we are not under attack and no one has declared marshal law. The federal Government is not in charge of the freedom of movement that protection is held by the STATES. the only fed restriction is the need for a passport
1078802647635894272 2018-12-28 18:59:29 -0400 <celinegallaghe8> @realDonaldTrump Great job Mr. Trump use that money for the wall! Thank you for keeping us safe and making America first! I am from Europe and I see how they are doing with immigrants! They have lost their country to free loaders.
1078802645396135947 2018-12-28 18:59:28 -0400 <GretiaLee> @brittswoo @NevadaJack2 @realDonaldTrump @senatemajldr @GOPLeader @ChuckGrassley @LindseyGrahamSC @TomFitton @DevinNunes @SenTedCruz @Jim_Jordan @JohnCornyn 1. KS3 is made up primarily of Wyandotte Co, which Trump lost by ~13,800 votes, and Johnson Co, which Trump won by ~7,900. It was not a Republican strong district by 2018. 1/
1078802645324689409 2018-12-28 18:59:28 -0400 <mreshelcurrentl> @realDonaldTrump Sad when vets must wait for treatments while illegals get $15,000 flight for life free
1078802642749538304 2018-12-28 18:59:27 -0400 <ToddJameson8> @therealedwardl @realDonaldTrump And...? Also to other countries. Please explain how that has anything to do with a wall. And why aren’t you tweeting to those companies doing that?
1078802636164530182 2018-12-28 18:59:26 -0400 <wars_random> @realDonaldTrump Just nosin’ around, development huh; .....tellem’ #Prague
1078802635300499458 2018-12-28 18:59:26 -0400 <Tom27519947> @realDonaldTrump  https://t.co/4VRGEe3I9b
1078802633945739264 2018-12-28 18:59:25 -0400 <wjbf3377> @DonaldJTrumpJr @realDonaldTrump The media is deranged.
1078802632251080705 2018-12-28 18:59:25 -0400 <1mimi4ever> @TrumpLovesNazis @realDonaldTrump Mexico is going to pay for that too right?
1078802630984519681 2018-12-28 18:59:25 -0400 <JGILLS14> @TeamTrumpKAG @Jali_Cat @realDonaldTrump the POTUS must resign himself to the fact that he'll get only resistance from the dems DO IT NOW!
1078802630766403584 2018-12-28 18:59:25 -0400 <MrsBwearsamask> @realDonaldTrump  https://t.co/dZcYosFC1X
1078802629688520704 2018-12-28 18:59:24 -0400 <joysbeach> @realDonaldTrump #BuildTheWall
1078802626920120320 2018-12-28 18:59:24 -0400 <moondoggiehb1> @realDonaldTrump STAND UP FOR THE USA...#nobullying #MAGA #NOMOREGRAVYTRAIN
1078802626446278657 2018-12-28 18:59:23 -0400 <OK_Dumbass> @JimLaPorta @MrJonCryer @realDonaldTrump I'm just gonna hang onto this reply to another Pentagon story, &amp; keep re-posting it, because it's painfully obvious at this point that EVERY statement emanating from a post-Mattis Pentagon will just be a Trump-licking paean.   https://t.co/pF6H75ckhj
1078802626333065216 2018-12-28 18:59:23 -0400 <GCROCKETT15> @realDonaldTrump Wouldn't that solve all of the problems?? Close it!!
1078802626093948929 2018-12-28 18:59:23 -0400 <JGrissomNYC> The skies turned blue on the night @realDonaldTrump farted in an elevator at the @TheCarlyleHotel in 1999. #CheetosAndAquaNet
1078802625393352706 2018-12-28 18:59:23 -0400 <RamcoDon> @realDonaldTrump Majority of Americans know this ..
1078802625343021056 2018-12-28 18:59:23 -0400 <1stFauxNews> @realDonaldTrump At least we get tacos.  https://t.co/G6WEHLJpg5
1078802623287963653 2018-12-28 18:59:23 -0400 <PamalaKellerman> @realDonaldTrump you are actually #1, and not just #Individual1! #1WorstPresidentOfAllTime!
1078802618758062080 2018-12-28 18:59:22 -0400 <bearsyummy1> @realDonaldTrump Stop your tantrum  https://t.co/hyVtAFXv3b
1078802611262767104 2018-12-28 18:59:20 -0400 <BunnyKiller9> @BarbaraWierzbi2 @studiostoicheff @realDonaldTrump Says a bot.
1078802601033060353 2018-12-28 18:59:17 -0400 <happypeaceful1> @realDonaldTrump @Carolyn10311944 Somebody need to tell the Democrats that we don't want a Visa Lottery and if no wall No Deal. If their proposals doesn't compromise on these things. They haven't made a deal. Now the President always willing to work something out on DACA
1078802600282202112 2018-12-28 18:59:17 -0400 <DjMusgr> @realDonaldTrump  #TrumpResign #TrumpTreason
1078802599900598272 2018-12-28 18:59:17 -0400 <tyrone_adaway> @realDonaldTrump U order children to be in cages, I wonder what would happen if your little rotten apples were caged. Oh wait they more than likely will be going to prison. We will see how deranged u become then, Oh wait u will probably be joining them there. This will be a great reality show.
1078802597719564291 2018-12-28 18:59:17 -0400 <suharruru> @realDonaldTrump Nothing to say for 9 hours? Are you on a secret trip again? Has anyone seen AF1 flying about today? When you come back to us please comment on #VoterFraud in NC.  #TrumpResign #PenceResign #Resist
1078802597136474114 2018-12-28 18:59:16 -0400 <Kevinmcpherson0> @CarylCankes @realDonaldTrump How about get rid of the tent cities and start there first
1078802595349753856 2018-12-28 18:59:16 -0400 <ariesjill> @Infantry0300 @realDonaldTrump K..,.cept for the I'd have been better off not voting at all part. Nice to know at least a few prey are getting woke. But, re the polls VERY FEW.
1078802594628358144 2018-12-28 18:59:16 -0400 <lisahen66> @mycritters4 @Geweih @realDonaldTrump @foxandfriends we don't want him either
1078802593919455233 2018-12-28 18:59:16 -0400 <Carol38553> @Jack_W002 @texasgirlnyc @TheFakeLiberal @biddergalore @realDonaldTrump WRONG Jack!!
1078802593135161344 2018-12-28 18:59:16 -0400 <Madmom42004988> @Mama_Kath @realDonaldTrump Add affordable healthcare
1078802590908014592 2018-12-28 18:59:15 -0400 <MartyMa71450602> @Logic_Triumphs @GrayGeek401 @realDonaldTrump Ojete
1078802590887043072 2018-12-28 18:59:15 -0400 <GjmmDeplorable> @realDonaldTrump Let's do it. We want a wall. Shut the whole damn Gov down.
1078802589775511557 2018-12-28 18:59:15 -0400 <Steamboatsue> @realDonaldTrump @foxandfriends This would be great...  https://t.co/ZwjhH1NrW5
1078802589762883586 2018-12-28 18:59:15 -0400 <WVAMarcum> @realDonaldTrump Shut down the Southern Border!! American's want safety, stop drugs, stop trafficking children. Deplorable's gotcha President Trump.
1078802589116817408 2018-12-28 18:59:15 -0400 <justme14867589> @realDonaldTrump Which country disrupted those countries political structures to suit its own purposes and thus helped cause the mess?  It started with Texas, continued  with the Spanish american War, and has been going on almost uninterrupted ever since. ( "Manifest Destiny", and all that!)
1078802588005515264 2018-12-28 18:59:14 -0400 <jatkins1127> @agalardi @TinaMorphis @realDonaldTrump May I offer that the unsavory side of Trump was obvious to those of reading accounts of his Atlantic City ventures. We knew of his threats to sue, his bankruptcies, his treatment of workers. Even his epic battle with casino competitors like Steve Wynn and AC over a tunnel.
1078802587653210112 2018-12-28 18:59:14 -0400 <PROD_00> @realDonaldTrump .@realDonaldTrump BREAKING NEWS ... there is no such thing as an #illegal cop killer!  https://t.co/428qUoG63g
1078802587208450048 2018-12-28 18:59:14 -0400 <tonytibs> @MiaFarrow @realDonaldTrump A wall like Berlin. Oh they took it down to resounding cheers around the globe
1078802585996414977 2018-12-28 18:59:14 -0400 <stevebrickley> @realDonaldTrump Just stomp your feet and hold your breath. That’s what other spoiled brats do.
1078802583307907072 2018-12-28 18:59:13 -0400 <david1952_david> @whatsupworldnow @CParks_Nrec @realDonaldTrump But it still works. Drones won't stop them, walls will. Not 100% but has been proven to give a 90% reduction. Much more effective than a drone.
1078802583073013760 2018-12-28 18:59:13 -0400 <al3rdbase> @realDonaldTrump CUT the DAMN $$$ going to those ungrateful INVADERS!
1078802581101543424 2018-12-28 18:59:13 -0400 <Lynne99659871> @EdKrassen @realDonaldTrump Berlin wall yes great wall of China no. The China wall is too big a tourist attraction to tear down
1078802581021970432 2018-12-28 18:59:13 -0400 <Michael31605042> @realDonaldTrump A good bill agreeable to both parties can pass. You are the obstructionist with stupid wall and self serving motives. And, yes, COLLUSION.
1078802578924888064 2018-12-28 18:59:12 -0400 <somnorationis> @realDonaldTrump  https://t.co/ddteubbvmk
1078802578819960832 2018-12-28 18:59:12 -0400 <Tired_Terry> @Skinsnrugby @CRufsvold @bsing4u @history02633076 @NinaQ413 @WizowskiG @EseKansaiJinBen @HillaryClinton @realDonaldTrump I have seen that tape.  Everyone makes a slip of the tongue now a then.  Would you like to see my Trump collection?
1078802578228563969 2018-12-28 18:59:12 -0400 <theydidwhat_> @sheetsngiggles3 @Hummingbirdjewl @DanielaLetz @realDonaldTrump Don’t see campaign items being handed to Obama. Do you?
1078802576915746818 2018-12-28 18:59:12 -0400 <mstoeckle> @hughhewitt @WhipHoyer @HallieJackson @MeetThePress @realDonaldTrump @hughhewitt, you are really stretching here.  The Donald does not have time on his side.  He owns it and the Democrats are happy to wait until next Thursday. Just because he doesn’t get the $5 billion doesn’t mean we can’t have border security.
1078802573828739074 2018-12-28 18:59:11 -0400 <TysonStephens> @goldengirl279 @realDonaldTrump Seriously u think he needs to line his pockets hes alot of things but he dont need the money.
1078802573744893952 2018-12-28 18:59:11 -0400 <MrsBwearsamask> @realDonaldTrump  https://t.co/dZcYosFC1X
1078802573245636610 2018-12-28 18:59:11 -0400 <USA1940> @MonkShadow @dude_cashbx05 @brooklyndusk @realRickyButler @gmartinharp @TomiLahren @realDonaldTrump CONGRESS FUNDED THE MONEY FOR THE VETS &amp; THEY PASSED A BILL THAT IF THE VET HOSPITALS CAN NOT SEE THE VETS THEN VETS CAN GO TO ANY DOCTOR OR HOSPITAL THEY WANT AND GET TREATMENT &amp; GOV. PAYS FOR IT  NOW SHOW ME A VET WHO HAS BEEN DENYED CARE AT A VA HOSPITAL &amp; CANNOT GO ELSEWARE.
1078802570766761984 2018-12-28 18:59:10 -0400 <SharonB88044976> @PortiaMcGonagal @realDonaldTrump Don’t worry, we know what he means &amp; I would suspect you do, too. We all misspell on our tweets &amp; I suspect you do, too.
1078802570502684672 2018-12-28 18:59:10 -0400 <mentalmuskrat> @realDonaldTrump Wait, did you complain that the US is losing out on drug money?
1078802569487630336 2018-12-28 18:59:10 -0400 <MarySwinimer> @AprilDRyan @Acosta @JeffFlake @realDonaldTrump That wouldn’t be Flake, he’s all talk no action!
1078802568334200832 2018-12-28 18:59:10 -0400 <TPdragn> @realDonaldTrump Shut the border down ! We dont need it!
1078802567126241280 2018-12-28 18:59:09 -0400 <lildoglildog1> @realDonaldTrump What exactly is it you want them to do about it?  Put the, in concentration camps?  Your wannabe dictator style is scary, but I have faith that this will all be over soon and we can be America again.
1078802566237089792 2018-12-28 18:59:09 -0400 <tparentmd> @tedlieu @realDonaldTrump Better to be thought a fool than to tweet and confirm it
1078802563645038592 2018-12-28 18:59:09 -0400 <craigcharley2> @realDonaldTrump MAYBE MOSCOW CAN BUILD TRUMP TOWER AT THE MEXICAN BORDER? TRUMP CAN WATCH BORDER AT TRUMP TOWER?
1078802562671882243 2018-12-28 18:59:08 -0400 <kayakendall> .@realDonaldTrump It's completely obvious that you are #Putin's b!tch
1078802562080534528 2018-12-28 18:59:08 -0400 <mut122> @realDonaldTrump @foxandfriends Not
1078802559303860225 2018-12-28 18:59:07 -0400 <ice_nikki> @hardlyusd @oldivory @realDonaldTrump 🤞🏻
1078802558729289735 2018-12-28 18:59:07 -0400 <Madonna37315927> @realDonaldTrump We The American people do want a Wall and Stand With President Trump
1078802557756030976 2018-12-28 18:59:07 -0400 <xxxluisxxx9> @realDonaldTrump Here’s a thought how about we help illegal immigrants get paper like it’s kinda hard and takes a long time for that process how about we focus on that instead of a wall but I’m not the president so u do u
1078802556661436416 2018-12-28 18:59:07 -0400 <PatsySosa61> @realDonaldTrump You tRUMP,  are one crazy old man who should be locked up in an institution for the criminally insane.
1078802555222790145 2018-12-28 18:59:07 -0400 <collins_daman> @TommyFolkston61 @Skylark57 @manjusrii @realDonaldTrump @FLOTUS Well because a chaplain says he was a seal Chaplin does not make him a seal..he was not wearing a Budweiser..those army boys are sporting a 3rd ID patch on their gear..white with blue strips..those other navy guys were wearing SWS maybe, didn't look like SBU
1078802554509815809 2018-12-28 18:59:06 -0400 <InVinoVeritasQ> @jacob_anon17 @realDonaldTrump 🤔🤔🤔
1078802554190991361 2018-12-28 18:59:06 -0400 <Graing18> @JoaquinCastrotx @realDonaldTrump He loves being hateful.
1078802551359848454 2018-12-28 18:59:06 -0400 <margotdragon> @realDonaldTrump One word.  Looser
1078802550495809536 2018-12-28 18:59:05 -0400 <jailanelsarha> @PatsGirlUSA @realDonaldTrump @FLOTUS Hehehe
1078802549610856453 2018-12-28 18:59:05 -0400 <EmaCarolina2018> @realDonaldTrump  FYI
1078802548461658115 2018-12-28 18:59:05 -0400 <Maireks1> @deborah_berch @britneychienne @soxfanforevah @DonaldJTrumpJr @realDonaldTrump "untied their hands"? Debbie is hilarious.
