1029155636917891072 2018-08-13 19:59:59 -0400 <surfspies> @WhiteHouse @realDonaldTrump John McCain?
1029155591825092608 2018-08-13 19:59:48 -0400 <LoriBianco2> @realDonaldTrump All I see about this visit is your comment asking the military to give up their raise, claiming they are not patriotic unless they do. You claim to have Billions $. If your patriotic give the US 5 billion of it.
1029155591128850432 2018-08-13 19:59:48 -0400 <rubendelavega11> @hangoverou812 @YzabettaSativa @realDonaldTrump I am so ashamed! You’re definitely no “ Ole Hickory! “ Dandy Don!  That’s President Andrew Jackson’s nick name!
1029155590889766918 2018-08-13 19:59:48 -0400 <Mal41pilotgrove> @davemasters @realDonaldTrump  https://t.co/mqMqwGILyH
1029155589966848001 2018-08-13 19:59:48 -0400 <5MilesHigher> @realDonaldTrump YOU JUST GOT $800 BILLION! YOU'RE INSANE!
1029155589912506368 2018-08-13 19:59:48 -0400 <SuzanneLoftus5> @realDonaldTrump Wasn't she one of the "best people"?
1029155589404930048 2018-08-13 19:59:47 -0400 <don_carman6> @realDonaldTrump Yo dip💩 IDIOT In Chief @POTUS, the bill YOU SIGNED TODAY was to HONOR @SenJohnMcCain!!  YOU TRULY ARE A TOTAL IDIOT!! 😡🤬 Not to mention A SEXUAL PREDATOR DOTARD NARCISSISTIC HABITUAL LYING TRAITOR!!! 😡  https://t.co/u5RfdH4qov
1029155588054441984 2018-08-13 19:59:47 -0400 <booatticus63> @realDonaldTrump What about the Russian inteference in our elections? Do you not care about that since it benefited you. You are NOT America's friend. Resign.
1029155583386103808 2018-08-13 19:59:46 -0400 <IamAnuNaik> @realDonaldTrump #ClimateMondays
1029155582907842561 2018-08-13 19:59:46 -0400 <duskstormcrow> @realDonaldTrump  @GOP @HouseGOP @SenateGOP @SenateMajorityL   @NancyPelosi @SenSchumer @SenFeinstein @SenKamalaHarris @tedlieu @MarkWarner @SenBlumenthal @CoryBooker @RepAdamSchiff @RepSwalwell @MaxineWaters   #resist #theresistance #BlueWave2018 #impeachtrump #notmypresident
1029155580643028993 2018-08-13 19:59:45 -0400 <katsella> .@realDonaldTrump is a coward and weak little man when he couldn't mention @SenJohnMcCain when he signed the defense bill. Karma is a bitch.   #mcCain @MeghanMcCain
1029155579657371648 2018-08-13 19:59:45 -0400 <crl42478> @MrPeabody323 @realDonaldTrump @SenJohnMcCain Sorry for that, but glad you had him in your life!! My guy Is 13 and slowing down, but still want to go!  https://t.co/2hsZ3FOwRU
1029155578122301444 2018-08-13 19:59:45 -0400 <barbara71243386> @realDonaldTrump  please tell me why there are no gop people running for office in Miami shores , Florida!stuck with fredericka wilson  moron and no choice! Why have you forgotten this area of Miami?
1029155576264048641 2018-08-13 19:59:44 -0400 <liane2552> @realDonaldTrump Thank you.
1029155576175984642 2018-08-13 19:59:44 -0400 <ShelbyKStewart> @realDonaldTrump Too bad you didn't take the time to explain this as once again you used our distinguished military as props. What a disgrace.  https://t.co/BDf4fufYSe
1029155575584632833 2018-08-13 19:59:44 -0400 <Michael36525253> @WhiteHouse @realDonaldTrump No steel... no military... no AMERICA
1029155574410354689 2018-08-13 19:59:44 -0400 <americastruth1> @WeSupport45 @realDonaldTrump @OMAROSA @LockHerUp4Life Lock her up what?  Because she outsmarted Donald?
1029155574141919232 2018-08-13 19:59:44 -0400 <BeHappyandCivil> @realDonaldTrump Why do you eat paper? 🙃
1029155572405428224 2018-08-13 19:59:43 -0400 <Gr0115gabriel> @CIA @ptbrasil @cnnbrk @bbcbrasil @lemonde_pol @wallstreet @cnnbrk @lemonde_pol @MPF_PGR @STJnoticias @TSEjusbr @STF_oficial @exercitooficial @NSAGov @DeptofDefense @FBI @nytimes @wallstreet @realDonaldTrump @MossadOfficial @BND_Deutschland @FranceOTAN @IntlCrimCourt @INTERPOL_HQ  https://t.co/2ygUW6LMV0
1029155569788018688 2018-08-13 19:59:43 -0400 <ReneeGalvan4> @RealDonaldTrump @SHSanders45  @StephenMillerAL @DanScavino @GOP @SenateDems @MikePenceVP @AFLCIO @CREWcrew @SpeakerRyan @SenateMajLdr @WhiteHouse Pompeo, Trump mum on Saudi-led airstrike that hit Yemen school bus @CNNPolitics  https://t.co/36O59rpu87
1029155568706088960 2018-08-13 19:59:43 -0400 <nursedebbyb> @BlueGhost40_ @realDonaldTrump a lot of the people you were asking to give up their 2 or 3% raise qualify for snap benefits. Oh yeah, you want to cut that too, don’t you #CadetBoneSpurs ? Everyday you show how #unworthy you are you as*%^le #VetsAgainstTrump #trumpforprison
1029155567422644225 2018-08-13 19:59:42 -0400 <No_I_in_Team_> @MichaelCohen212 @OMAROSA @POTUS @realDonaldTrump It was probably a burger wrapper.
1029155563840700417 2018-08-13 19:59:41 -0400 <SeanCPhelan> @DTurtle8 @BoominFrosty @GodcallsBS @realDonaldTrump That's how fast I destroyed him. LOL #HillbillyWins
1029155563437871104 2018-08-13 19:59:41 -0400 <PhidMcAwesome> Anyone else notice that the people who have recorded @realDonaldTrump conversations are people who have worked with him for years?  It seems like more of a habit from long time associates than a political motive.  Like he's always lied and people they are protecting themselves
1029155563161055232 2018-08-13 19:59:41 -0400 <jarringcreation> @carlottaclarice @KatherineBleuer @realDonaldTrump LOL! OMG! Where are these idiots coming from?
1029155561680424961 2018-08-13 19:59:41 -0400 <LakersLover77> @SharpPlayers @BabyTrump11 @abird06 @JDJC6251 @Bukkydare2 @MichaelCohen212 @realDonaldTrump @OMAROSA @POTUS Can you please provide a link of when he said that? Thank you in advance.
1029155559826710528 2018-08-13 19:59:40 -0400 <JoeFairplay> @EdConwayNZ @warhootersgm @realDonaldTrump  https://t.co/G9GNgGLtMG
1029155559633833984 2018-08-13 19:59:40 -0400 <311jude> @mitchellreports @realDonaldTrump @SenJohnMcCain DISGUSTING!!!
1029155557733793792 2018-08-13 19:59:40 -0400 <_urbanMUSE> @vickiirvin @realDonaldTrump 💯 💯💯
1029155556576112640 2018-08-13 19:59:40 -0400 <D_sign4you> @NvJohansson @dahlia201 @Jaxgma3235 @taxvictim @JohnKasich @realDonaldTrump @rr7lv It's true that bad memes on both sides don't help. But, what's wrong with gun laws? What's wrong with higher taxes for the rich? Infrastructure doesn't pay itself. I don't think HC supports/ted "unrestricted" abortion, but safe abortions in a certain time frame. Trump foreign ...
1029155556051705857 2018-08-13 19:59:40 -0400 <JoeHami21282254> @realDonaldTrump Who cares besides YOU? RUSSIAN COLUSION! STORMY DANIELS! DON THE CON. GO TO PRISON!
1029155555632406528 2018-08-13 19:59:39 -0400 <charles_gaston> @hardball CM @OMAROSA isnt telling or yelling anything abt @realDonaldTrump use of #Nword black folk don't already know OM can't even write a so-called tell all abt #racist #POTUS nothing makes her acceptable to #AmericanBlacks after all her inflammatory support of DT ✔ vids
1029155553560252416 2018-08-13 19:59:39 -0400 <R8rBlood> @realDonaldTrump 🍽🍆
1029155551710597121 2018-08-13 19:59:38 -0400 <yayafong> @GOP @realDonaldTrump would say anything to make a buck. Why he attracts the likes of Amorosa. You should instead ask Trump why he hired her, because she buttered up to him?! 😅😂🤣
1029155550142050304 2018-08-13 19:59:38 -0400 <Chillgal10> @realDonaldTrump So...draining the swamp and hiring only the best people involves hiring people you don’t think have talent but come crying to you?  YOU brought her in.  YOU create the conditions of integrity and honesty.  You reap what you sow.
1029155549500375042 2018-08-13 19:59:38 -0400 <KeithlStarke8> @PalmerReport @realDonaldTrump How can you call someone racist, but support those who fight for planned parenthood for abortion, the murder of900 black babies a day? 900 everyday. The goal, to wipe out the black race in America. Jeff Davis was a Democrat. You support democrats, you are racist.
1029155548732813313 2018-08-13 19:59:38 -0400 <A_DiFiore> @2016Election411 @The_Trump_Train @realDonaldTrump Nice!!!! LMAO
1029155548724449281 2018-08-13 19:59:38 -0400 <BabaChrisPPB> @mitchellreports @MalcolmNance @realDonaldTrump @SenJohnMcCain Because he’s a nasty SOB?
1029155548292366336 2018-08-13 19:59:38 -0400 <wmdxiii> @realDonaldTrump The John S. McCain National Defense Authorization Act? That one? Say it.  The John S. McCain National Defense Authorization Act The John S. McCain National Defense Authorization Act The John S. McCain National Defense Authorization Act
1029155546648260608 2018-08-13 19:59:37 -0400 <realMaxwellC> @UN @UNHumanRights @AmnestyNigeria @amnesty @AmnestyWARO @realDonaldTrump
1029155545301876736 2018-08-13 19:59:37 -0400 <BehindPlow> What does one expect from a Crooked and Unhinged person sitting as President,  @SenJohnMcCain  to do but to ignore the efforts as our US Hero John McAin has done for America......this shows the depth of cowardness and Putinism that our moron President conducts @realDonaldTrump
1029155545222193157 2018-08-13 19:59:37 -0400 <tony6437> @realDonaldTrump ❤️🇺🇸
1029155541933649921 2018-08-13 19:59:36 -0400 <LarryMFreeman> @pick4guy @realDonaldTrump Next time you decide to vote don't...
1029155537987035136 2018-08-13 19:59:35 -0400 <cosmicspice> @realDonaldTrump Oh guys like @SenJohnMcCain - a real American hero,  a guy with no bone spurs?
1029155535403266048 2018-08-13 19:59:35 -0400 <goranpeters> @LouDobbs your candidate for  Rep. Senate from Wisconsin was not really straight forward re. Supporting President Trump.  @realDonaldTrump  @POTUS #maga
1029155530122690562 2018-08-13 19:59:33 -0400 <LoveYourDogs9> @realDonaldTrump What exactly are you Sorry for?  Treason? Lies? Fake University scam? Propagating White Supremacy and Racism? Hate Preaching? Being hypocrite on family immigration (congrats to in-laws by the way)? Thievery? Destroying ordinary American's health care? Incompetence? Idiocy?
1029155526645633024 2018-08-13 19:59:32 -0400 <YossiKamar> @realDonaldTrump  https://t.co/66rlFKlwnf
1029155525827616768 2018-08-13 19:59:32 -0400 <RenfordTors> @mitchellreports @realDonaldTrump @SenJohnMcCain #Justice #WeThePeople #WeSeeEverything #Treason #Sedition #NoQuarter #DeepState #MAGA #QAnon  https://t.co/j95lbyz26p
1029155523415834624 2018-08-13 19:59:32 -0400 <TheAesculapius> .@TulsiPress .@realDonaldTrump .@FIDF
1029155522191261698 2018-08-13 19:59:31 -0400 <SoudonRobin> @GaryLov49415223 @YourMainManMax @JoeCostello @realDonaldTrump @RealKevinHarlan ...as stupid or ill informed.
1029155520953966592 2018-08-13 19:59:31 -0400 <jonrey100> @kzoorunningmom @mitchellreports @realDonaldTrump @SenJohnMcCain And a douchebag. And an amoral, sociopathic, evil little man.   Was any of this really that hard to see coming? The details shock, but not THAT this vile BS proceeds from this moral cretin. Only fools were fooled by this pimp, this shell of a human.
1029155519410462720 2018-08-13 19:59:31 -0400 <Uileag> @SherryDavis8 @Dreamweasel @realDonaldTrump Clapper didn't say that at all. You're either lying, or you've been lied to and repeating it, which still makes you a liar.  The money that went to Iran was, in fact, their money. It was scheduled, by law, to be returned to them, and it saved us millions in interest. That's fact.
1029155518697414658 2018-08-13 19:59:31 -0400 <TrumpDBuffoon> @realDonaldTrump This the first action taken in a week that was befitting of the office of the POTUS. Quit wasting your days and nights tweeting nonsense and get to work - fix our schools like Lebron is doing; improve and expand the  affordable healthcare program; create new technology jobs.
1029155516709134336 2018-08-13 19:59:30 -0400 <chirp_ing> @realDonaldTrump Congratulations
1029155514989666305 2018-08-13 19:59:30 -0400 <HarryB1120> @mitchellreports @realDonaldTrump @SenJohnMcCain Too much of an immature man child to mention a war hero that he doesn’t like.
1029155513630507009 2018-08-13 19:59:29 -0400 <1taoguy> @wiwolfyone @mitchellreports @realDonaldTrump @SenJohnMcCain a****** is not low enough #Trump's pushing things he really wants away from his ability 2 obtain. (Public admiration) Whether he knows it yet or not he's living in his own self-built hell, Unfortunately ego inspired morals, thoughts &amp; actions are contagious to the ignorant.
1029155513429381121 2018-08-13 19:59:29 -0400 <Deb10454> @realDonaldTrump Why did YOU hire her?
1029155507175604224 2018-08-13 19:59:28 -0400 <l_coplin> @realDonaldTrump And , of course, it’s all about you🙄
1029155506294640640 2018-08-13 19:59:28 -0400 <SeattleTam> @realDonaldTrump You didn't fire anyone.
1029155504935718913 2018-08-13 19:59:27 -0400 <NewhamLynn> @MattEvanJohnson @realDonaldTrump That's Who! 👇😎  https://t.co/mwxa8Fau1P
1029155504394854400 2018-08-13 19:59:27 -0400 <Zeeppo> @ewallace4854 @putneyswope7 @WhiteHouse @realDonaldTrump It is hard to tell if you think our vets deserve comprehensive health care for their service or not.
1029155503241351168 2018-08-13 19:59:27 -0400 <ralphargen> @realDonaldTrump Mr. President do you realize this sounds/feels like grade ”A” BS. There is collusion.  You're the center of apparent criminal cooperation, collusion. There is probable cause for criminal conspiracies  The hunt, Indicted 19 people, 2, 75 charges, 5 guilty, 1 sentenced, 1 on trial.  https://t.co/9n3XRbTRnq
1029155502641606657 2018-08-13 19:59:27 -0400 <FeinsteinR> @realDonaldTrump His name is McCain, John McCain.
1029155502205194241 2018-08-13 19:59:27 -0400 <IMJAM> @realDonaldTrump Oh puleeeez.... Ya frikken draft dodger!  What do you know about heroism!
1029155501999833093 2018-08-13 19:59:27 -0400 <stolmeier> @charliekirk11 @GenFlynn @realDonaldTrump Was he the one that interviewed Flynn? He had his hands in everything. Out of the thousands of agents the FBI has why is Strzok handling all the cases? Did they not have anyone else?
1029155501056172032 2018-08-13 19:59:26 -0400 <TimNola0416> @fox32news @BillClinton @BarackObama @realDonaldTrump @TerryMcAuliffe @POTUS Democrats have been wanting "impeachment" of President Trump since the day after his election...
1029155498249969664 2018-08-13 19:59:26 -0400 <CherylBryantWA> @ReaderAdrift @mitchellreports @realDonaldTrump @SenJohnMcCain Yes, yes, YES!!! Cannot understand why it wasn't so flipping obvious and disgusting to everyone else.
1029155497759395840 2018-08-13 19:59:26 -0400 <Another50652973> @PalmerReport @realDonaldTrump If only...
1029155496660369410 2018-08-13 19:59:25 -0400 <kccallahan2> @charliekirk11 @GenFlynn @realDonaldTrump Nobody forced him to lie. That was his own choice.
1029155496375279616 2018-08-13 19:59:25 -0400 <Mal41pilotgrove> @twistedmic24 @realDonaldTrump  https://t.co/PlN9XqM94g
1029155496345907205 2018-08-13 19:59:25 -0400 <aquarian1953> @votevets @CapriSiviero @realDonaldTrump We know trump has no class, but what about the other speakers? How do they justify themselves for not mentioning McCain? Trump had no business even being there.
1029155496316428288 2018-08-13 19:59:25 -0400 <kim_meller> @realDonaldTrump @JohnKasich  https://t.co/zNK0Rmq82C
1029155495591010305 2018-08-13 19:59:25 -0400 <SigloDurango> .@realDonaldTrump reta a gobernador de NY a enfrentarse a él por la presidencia  https://t.co/kCoZnAjKwO  https://t.co/ptd8F2JHrh
1029155495272243202 2018-08-13 19:59:25 -0400 <kievlar> @teresa_zita @bethechange0412 @realDonaldTrump Shithead.
1029155494638759936 2018-08-13 19:59:25 -0400 <DanaTheriault3> @realDonaldTrump I guess when you have no dignity, you don’t care what people say about you.
1029155491723788288 2018-08-13 19:59:24 -0400 <Marilyn60923439> @realDonaldTrump We will see!  Maybe your time will come and you will be fired.
1029155490805231617 2018-08-13 19:59:24 -0400 <cerberusfla> @realDonaldTrump U get MEXICO to pay for wall yet??......
1029155488259366912 2018-08-13 19:59:23 -0400 <mildred1158> @realDonaldTrump
1029155487491739648 2018-08-13 19:59:23 -0400 <Hadding_> @realDonaldTrump I am VERY sure that the U.S. Army are not "the greatest soldiers in the history of the world." They certainly are the most heavily funded.
1029155487256727552 2018-08-13 19:59:23 -0400 <JohnAyr12294351> @MericDunn @realDonaldTrump @FoxNews @TomFitton @JudicialWatch @DevinNunes @HouseGOP Is it possible Meric that much that we know from FBI &amp; DOJ disclosures that none of this would have seen the light of day if Trump hadn’t won or Congressional Oversight hadn’t demanded this of the stonewalling officials? Hate &amp; resistance isn’t a platform for positive change.
1029155485533069312 2018-08-13 19:59:23 -0400 <PogueMoran> @OLibcrusher @akvawe66 @tony_tonyt @GopYouKnowMe @abytw @AnnieAdelel @FifthDonkey @LeonWhi63670221 @GhostOfTick @proudcrumblover @OfficalCupOfJoe @LottaKerfuffles @JoHansen101940 @terrytoldya @ArodStraus @Eirik_Thorsen @TT197 @BrambleCasey @FordPre81618402 @Michaelcraddo16 @cliffhangernlv @ohlmanvickie @callumnewman08 @SamanthaSJones4 @Airpirate1 @marley077 @rnrinbr @stormnatcup4u @Amy_Etkind @nvrggivup @Brian_Kitchener @WillTrumpYou @Pr0Truthh @AbrahamAlyzah @DEF407 @esta_joy @BenjaminGladst1 @gmail_hess @bfbuschi @di_zin @Duggaen @BobC7000 @whereisjustice0 @Patriotress @FlipItBlueUSA @BarackObama @realDonaldTrump @realLiarTrump @Stop_Trump20 They weren't going through a divorce when he met melania.
1029155484631216128 2018-08-13 19:59:22 -0400 <veritasgrouper> @FranBusser @RealBoostmaster @bretto1997 @schroederwrite @RealJamesWoods @realDonaldTrump @HillaryClinton Incredibly ignorant response.  You are late for class.
1029155481581957120 2018-08-13 19:59:22 -0400 <TrumpsterFire17> Let's blow twitter the fuck up with this! I want to log in and see it trending! Tweet it out far and wide folks...  @realDonaldTrump @POTUS is #FancyDonnieTheCoward
1029155480852201472 2018-08-13 19:59:22 -0400 <VoiceOverMan52> @realDonaldTrump Omarosa is a low life traitor to President Trump! She needs to be prosecuted!
1029155480617320448 2018-08-13 19:59:22 -0400 <SoulWomen> @realDonaldTrump  https://t.co/SF5LahlUaN
1029155480470532096 2018-08-13 19:59:21 -0400 <jamest8164> @toothii @MiaFarrow @realDonaldTrump Yes but she works for a moron.... just saying
1029155479421734912 2018-08-13 19:59:21 -0400 <DonnaGeary10> @jonmichaelolse1 @RKJ65 @realDonaldTrump Oh, NO, most of us did NOT!
1029155478071332866 2018-08-13 19:59:21 -0400 <Jules_In_Love> @SeattleTam @ChadBurris9 @AKelticgirl2 @realDonaldTrump Trump rubbed an orb with a country rife with human rights violation, danced with them, and sided with Russia over the US to Putin's face, and you think Obama bent over for them? Twisted.
1029155476817227777 2018-08-13 19:59:21 -0400 <Chris43094288> @realDonaldTrump @ElDeplorado Lock her up.    No mercy
1029155476062126080 2018-08-13 19:59:20 -0400 <mclogic78> @DaniloBlandon79 @realDonaldTrump This tweet will age like mike in a sauna   #Qanon
1029155476011974657 2018-08-13 19:59:20 -0400 <JeanneJ28387404> @realDonaldTrump You should have said the name of the bill you draft dodger!!  JOHN MCCAIN is the bill.
1029155476003414016 2018-08-13 19:59:20 -0400 <ckjohnston1> @mitchellreports @realDonaldTrump @SenJohnMcCain Petulant man-child that doesn't want to acknowledge his elder.
1029155474153897985 2018-08-13 19:59:20 -0400 <Winsb31> @realDonaldTrump YOU are not presidential here, or in this galaxy. #embarrassment
1029155472711065600 2018-08-13 19:59:20 -0400 <cesttristeadire> @realDonaldTrump Is he strong on First Amendment?
1029155470639022081 2018-08-13 19:59:19 -0400 <jgirando> @mitchellreports @realDonaldTrump @SenJohnMcCain Trump never ceases to be petty and small.
1029155470286696449 2018-08-13 19:59:19 -0400 <ScooterGroove> @mitchellreports @realDonaldTrump @SenJohnMcCain No, he’s a petulant child, unfit for office. But he did get a bowling participation trophy.
1029155469590495235 2018-08-13 19:59:19 -0400 <SophiePopp> @realDonaldTrump The Nazi bikers with the Nazi symbol tattoos? On the Anniversary of  Charlottesville? I wouldn’t brag about it!
1029155468009136130 2018-08-13 19:59:19 -0400 <_FixYourStupid_> @LindseyGrahamSC @realDonaldTrump I've always believed you were a sham.
1029155463890456576 2018-08-13 19:59:18 -0400 <PAeditor> @realDonaldTrump hates the media and says that they are the Enemy of the People. The media provide a great service by explaining real news to the American people. Trump purposely causes great division &amp; distrust. He can also cause war! He is very dangerous &amp; sick! @cnn @nytimes
1029155460107132928 2018-08-13 19:59:17 -0400 <bote930> The Bolshevik Boyz...#StraightOuttaMoscow @PutinTang @BiglyBalls @PuggNutz  Ain't NO Party Like A GOP Party Because The GOP Party's CORRUPT!!!   @realDonaldTrump
1029155459532566528 2018-08-13 19:59:16 -0400 <trumpusa99> @stpddreamscape @eugenegu @realDonaldTrump  https://t.co/LYbcqwpbnf
1029155459075268608 2018-08-13 19:59:16 -0400 <wonggal> @JohnKerry @realDonaldTrump is a total disgrace.
1029155458605568000 2018-08-13 19:59:16 -0400 <peterbriggs> @realDonaldTrump Fighting back IS obstruction.  Sir.
1029155457431031809 2018-08-13 19:59:16 -0400 <LisaKeel9> @realDonaldTrump You are so full of shit Donald. You wanted her there until ya didn't. Then you had Kelly do your dirty work cause you knew she was gonna be a pain in the ass.
1029155456844025856 2018-08-13 19:59:16 -0400 <kdschaefer> Can we send @realDonaldTrump  @mic: .@NASA just launched a historic mission to touch the sun  https://t.co/3jNHoKjoVl  https://t.co/mT0pdFaSCj
1029155456474734592 2018-08-13 19:59:16 -0400 <SFFMT> @realDonaldTrump @VP @FLOTUS @IvankaTrump @DonaldJTrumpJr #BlueWaveComing2018
1029155454549671937 2018-08-13 19:59:15 -0400 <PaulapPHD> @HenshawPattie @julie_koza @realDonaldTrump No he did not. He is a pathetic excuse for a multicellular being. Maybe his mitotic functions will fail as miserably as his presidency.
1029155451865366528 2018-08-13 19:59:15 -0400 <thatsabigno> @realDonaldTrump you were petty today towards a veteran and pow who was being honored. do you really love vets and respect their sacrifices if you can't set aside a personal dispute to honor someone who sacrificed for the United States? seems like that should be bigger than your squabble with him
1029155451013918721 2018-08-13 19:59:14 -0400 <stix_tommy> @realDonaldTrump @DarrellIssa @foxandfriends  https://t.co/TxPGn6PHLZ
1029155450443497473 2018-08-13 19:59:14 -0400 <mastersinleadin> @GOP @realDonaldTrump American families do not want Kavanaugh.  Actively listen to us, not just the gop traitors. Trump has to pick a better candidate.  He has a horrible track record.
1029155448954515456 2018-08-13 19:59:14 -0400 <CobYanRa> @greta Why so much hate for @realDonaldTrump  ?why no one had recored Hillary or Obama ? This all done by press #fakenews and Dems,He should #LockThemAllUp
1029155444030365696 2018-08-13 19:59:13 -0400 <colinmchardy1> @DaniloBlandon79 @realDonaldTrump Is it Big Bird that is in there ? Big Bird for Prez !
1029155440796594176 2018-08-13 19:59:12 -0400 <Sandy924H> @lkkaiser @trevormarr1 @realDonaldTrump Too dum
1029155440502796288 2018-08-13 19:59:12 -0400 <CPTBillyBoy> Too bad @realDonaldTrump couldn’t even mention your name.  We all will remember it is your bill!
1029155440167411714 2018-08-13 19:59:12 -0400 <pearlsandlace2> @Barbafarout @GeauxTrump2016 @FiredFBIBoss @JackPosobiec @realDonaldTrump @GOP That is ridiculously stupid
1029155437738831872 2018-08-13 19:59:11 -0400 <diana_continimd> @realDonaldTrump He plays golf. Hitting a ball into a hole, eighteen times.  He didn’t discover a cure for cancer. Nor does it take a high IQ. You’re evidence of that.
1029155437076258820 2018-08-13 19:59:11 -0400 <jhudd2> @tedlieu @realDonaldTrump @POTUS Democrats and their racist agenda have been rejected by the American people
1029155434597298176 2018-08-13 19:59:11 -0400 <marooko> @realDonaldTrump Minimal tax cuts for the sheep, then spend spend spend. 4-8 years we'll blame it on the dems.   The Republican Way
1029155432810663936 2018-08-13 19:59:10 -0400 <BueyOBuey> @JoeTalkShow @realDonaldTrump On a random trip through GFM, I found a MUCH more deserving candidate.    https://t.co/mqR6HAlrVp
1029155431443296257 2018-08-13 19:59:10 -0400 <Mark_N_Jackson> @realDonaldTrump You are such a predictable fool!  Everyone expected you to question the intelligence of any black person, and there you go, right on schedule. #SAD
1029155429111226368 2018-08-13 19:59:09 -0400 <Luciloscaci> @trevormarr1 @lkkaiser @realDonaldTrump 35 to one jailed, delusional people always forget that!
1029155428427386880 2018-08-13 19:59:09 -0400 <katiecabo19> @realDonaldTrump Shocker! He’s “strong on crime and borders, loves our military, Vets and 2A and has your full and total Endorsement!” So predictable. Another Trump Copy, Paste, Repeat Endorsement! Can you not think of any new or original endorsements?
1029155428314300416 2018-08-13 19:59:09 -0400 <lae8991> @realDonaldTrump Those soldiers faces say it all, they're miserable having to sit there during one of your self promoting, staged 'events'. We're just lucky the speeches you give during those things are  often times self incriminating too. How much kickback you getting for this deal, btw?
1029155427567722496 2018-08-13 19:59:09 -0400 <TheRealRobLaw> @GOP @realDonaldTrump Treason before SCOTUS
1029155422203047936 2018-08-13 19:59:08 -0400 <CarrieLyn9> @realDonaldTrump  https://t.co/w3yYo6xmT7
