1181358542869143552 2019-10-07 19:59:59 -0400 <BatkitarNaciye> @realDonaldTrump You very dangerous man ❗️❗️❗️❗️❗️❗️
1181358506487750656 2019-10-07 19:59:51 -0400 <Jae45036043> @24sales2U @realDonaldTrump @HeyTammyBruce And the American people SUFFERS in the process😡 I CAN’T wait till DTRUMP is GONE💯
1181358505296629761 2019-10-07 19:59:50 -0400 <JessRui67343255> @kim @AynRandPaulRyan @realDonaldTrump Estaría bien que se vaya solo de la presidencia Donald Trump es lo que puede pasar solo que sería mejor que el congreso no suelte la investigación
1181358504935854080 2019-10-07 19:59:50 -0400 <DavidWGWalker> @MatthewJshow @realDonaldTrump The world certainly doesn’t, not sure the nation does either.  You’re a laughing stock.
1181358504407420929 2019-10-07 19:59:50 -0400 <chiefld> @VicToensing @realDonaldTrump Apparently,  President Trump has lawyers with shit for brains.  Why didn't they raise that issue immediately?
1181358503807594496 2019-10-07 19:59:50 -0400 <JAderholt> @renovator1964 @glennbeck @realDonaldTrump I have. Not just the Bible though, but the history of it as well.
1181358503337873410 2019-10-07 19:59:50 -0400 <blackbird6906> @realDonaldTrump It is if you are the president.
1181358503157469184 2019-10-07 19:59:50 -0400 <bwmofficial> A member has just pledged a donation to @harrisonjaime at  https://t.co/OQSs5f7WJf for EVERY tweet by @realdonaldtrump. Thanks for your contributions Mr. President.  https://t.co/l8P9Nff1lY
1181358502243110913 2019-10-07 19:59:50 -0400 <fire_dire_hire> Are @realDonaldTrump  and @AndrewScheer on the same team?   Asking for a friend.... 😂
1181358501660106752 2019-10-07 19:59:50 -0400 <Jacquel64846947> @realDonaldTrump You are insane!!!
1181358501584605185 2019-10-07 19:59:50 -0400 <AJaundicedEye> @realDonaldTrump So... we're going to leave those gutsy Kurds who fought so hard and long for our mutual interests to twist in the wind. Compare to Russia, who defied the US in support of a ruthless international pariah.  You've shown us to be an unreliable ally.
1181358501093724161 2019-10-07 19:59:49 -0400 <LouDobbs> “These are no whistleblowers. This is a coup targeting  @realDonaldTrump.” @TomFitton on security officials calling for protection of the whistleblower. #AmericaFirst #MAGA #Dobbs  https://t.co/Lvm0HlMNVW
1181358499890171904 2019-10-07 19:59:49 -0400 <vacanciesss> @sarcasmonica @oguzhanbilgin @realDonaldTrump Türkiye’ye gelip para harcıyorlar sanki🙈 otelin musluk suyunu pet şişeye doldurup akşama kadar İstanbul’da aç geziyorsunuz 🤣 gelmezseniz çok üzülürüz ne olur gelin🤣🤣
1181358498593964033 2019-10-07 19:59:49 -0400 <SojournerSeattl> One more thing to add to the list of impeachable actions: @realDonaldTrump had a call on the eve of his announcement re: pulling out of Syria from Erdogan. I'm bettin' Erdogan said, I need a favor, though...
1181358498204078080 2019-10-07 19:59:49 -0400 <arslanboga1907> @realDonaldTrump Boş yapiyosun
1181358498183032832 2019-10-07 19:59:49 -0400 <NancyR1010> @WhiteHouse @realDonaldTrump Is he driving them into bankruptcy quicker?
1181358497931436033 2019-10-07 19:59:49 -0400 <Esmat_x96> @Nedvred @realDonaldTrump  السلام عليكم  Hi Mr President
1181358497511944192 2019-10-07 19:59:49 -0400 <abutler04> Putin gives @realDonaldTrump Drump his marching orders.
1181358496715026432 2019-10-07 19:59:48 -0400 <SipleLeslie> @zerra12003 @SoarOnTheWings @realDonaldTrump Remember 9/11?
1181358494664007681 2019-10-07 19:59:48 -0400 <AndreCecire> @realDonaldTrump
1181358493460320268 2019-10-07 19:59:48 -0400 <ER_Rove> @RightWingWatch Kidding me? It's been pretty clear that #PutinsClownPrince, @realDonaldTrump, answers only to Putin, not God. @GOP &amp; the people that make up his base were the easiest to con.    Why do I think this?   Trump is a conman. Tf, those who support him mustve been conned.
1181358492352950273 2019-10-07 19:59:47 -0400 <tstyrascott> I am not specifically a Democrat/republican.  I support the best person regardless of their party.  Unfortunately @realDonaldTrump didn’t measure up.  Hes truly showing that now.  If I were a republican in Congress I wouldn’t be afraid to stand against him.
1181358491996286976 2019-10-07 19:59:47 -0400 <Literatrix> @realDonaldTrump @SteveHiltonx @NextRevFNC “In 20 years of writing about the military, I have never heard officers in high positions express such alarm about a president. Trump’s pronouncements and orders have already risked catastrophic and unnecessary wars in the Middle East and Asia,  ....”  https://t.co/LEzPCVjd2W
1181358490691915776 2019-10-07 19:59:47 -0400 <u_andc> @KohnShimi @realDonaldTrump @RonJohnsonWI No just the morons of America think that!
1181358490113069056 2019-10-07 19:59:47 -0400 <DigiKatt> @AndyOstroy @realDonaldTrump I never thought that our country could end up like Nazi Germany. I thought it would be impossible. Now I'm afraid we are well down that pathway and just like Hitler, Trump is not being opposed in his climb to destroy humanity as we know it in the United States.
1181358490096414725 2019-10-07 19:59:47 -0400 <OtisKat> @realDonaldTrump @foxandfriends Lying again. You're not driving anyone crazy, we just can't wait to see you in prison jumpsuit orange, in shackles.
1181358488838008832 2019-10-07 19:59:46 -0400 <Kegan545> @JamesS020770 @realDonaldTrump @parscale @Scavino45 @TeamTrump @SentinelWdc Ha. What are those wimps gonna do😂Why aren't they a Terror Org yet?
1181358486971715585 2019-10-07 19:59:46 -0400 <Engelbertsy> @Heavenb50556725 @thor_benson @realDonaldTrump Dolt45 will take the 5th position. As in ballet. I mean, plead the 5th.
1181358484400590849 2019-10-07 19:59:45 -0400 <DaveSchreiber3> @WenMaMa2 @Carolyncorneli8 @mtn_fire_guy @UpNorthinAk @My_Trigger11 @shipmate68 @OneEyedFatCat @QcrushR @_OurNanny_ @TheMazedog @Gina2God @GreyBeard_Biker @Stonekeeper3 @MAGAPATRIOT_TGM @coco14391 @James7303 @KAGRevolution @go4itbas @Anonagain3 @rkline56 @KarenLadybug1 @stlpcs @JanetTxBlessed @wwwillstand @MeltingInMarana @DMShockley @dunbdav @laurelsobol @alexmjordan @realDonaldTrump You're awesome 🙏🏼🇺🇸❤⚘⚘  https://t.co/E49ZTFkSJR
1181358484043919363 2019-10-07 19:59:45 -0400 <nini1957a> @realDonaldTrump Ok...now we know that Steve takes over your twitter on occasion!
1181358483729465346 2019-10-07 19:59:45 -0400 <Dracu33817161> @realDonaldTrump Who let him skip today’s medication.
1181358483603505152 2019-10-07 19:59:45 -0400 <axylred> @joncoopertweets @realTuckFrumper @realDonaldTrump 😂😂😂😂😂
1181358483045801989 2019-10-07 19:59:45 -0400 <DRFREDGRANT> @realDonaldTrump In past times there was no such thing as the "Resist Movement"  Having now experienced it for more than two years, I view it as very unproductive for the country.  Dems should move on AND accept the fact that they will lose again in 2020.
1181358482324246529 2019-10-07 19:59:45 -0400 <Rw032YlZecbYVPB> @realDonaldTrump Mr. President, I have heard some news that because of your political interests, you will end the trade war between the United States and China as soon as possible. Is that so?
1181358481233854464 2019-10-07 19:59:45 -0400 <OkiesweetieDeb> @joncoopertweets @realDonaldTrump His poor face. 😭
1181358479652450304 2019-10-07 19:59:44 -0400 <Hooplaw> @NWLibertarian @GRobLewis @MayKelly @bob71235536 @realDonaldTrump OMG!!! No one ever thought that any president would use the government as their own personal piggy bank!!! No decent person would and no decent person would think it is okay. He violates EVERY ETHICAL STANDARD!  But you are worshiping a rapist so this is minor in comparison.
1181358479531020289 2019-10-07 19:59:44 -0400 <frankmonah> @realDonaldTrump  https://t.co/rqlfvCpJZK
1181358478968918016 2019-10-07 19:59:44 -0400 <WindmillCancer_> @realDonaldTrump 🎶Nancy likes subpoena coladas, #Trump gets caught w/ Ukraine. Hes not much into human rights, Unless it funds his campaign. Putin- he has to meet you by tomorrow noon &amp; erase pee pee tape At a bar in the #Moscow #Trump tower, where theyll plan their election fraud #ImpeachTrump  https://t.co/Az3OTRPrcZ
1181358478390112257 2019-10-07 19:59:44 -0400 <FrostyPixelsYT> @realDonaldTrump YOU WERE SUPPOSED TO DESTROY THE DARKSIDE, NOT JOIN THEM!!!!!!!!  https://t.co/qGb9DR7iji
1181358478360596480 2019-10-07 19:59:44 -0400 <peitreeit> @realDonaldTrump @RonJohnsonWI You go Mr. President....love you
1181358477689540608 2019-10-07 19:59:44 -0400 <theRollDdice> @RudyGiuliani @realDonaldTrump Unfortunately Twitter is your opportunity to put on shoes with 6” metal cleats and tap dance on your own previously sterling reputation.
1181358475898757121 2019-10-07 19:59:43 -0400 <gowe0010> @realDonaldTrump IMPEACH THE PRESIDENT.
1181358474703314944 2019-10-07 19:59:43 -0400 <DennisP51081714> @realDonaldTrump I am glad I voted for you.  Praying for you.  Must be horrible to swim in alligator infested waters
1181358474384596993 2019-10-07 19:59:43 -0400 <drewdizzle3> @KYGOP @AndyBeshearKY @realDonaldTrump @bgdailynews So as I understand this tweet, the KYGOP and by association @GovMattBevin want and agree with impeachment of the @POTUS. Glad you knuckledraggers have seen the light! Impeachment is the right move!
1181358471154819072 2019-10-07 19:59:42 -0400 <uwillbeheard> Hand ‘em Trump. @realDonaldTrump
1181358468130672641 2019-10-07 19:59:42 -0400 <smokeyplaces> @B52Malmet "...I, in my great and unmatched wisdom..." must use stupid, derogatory names like the liddle man-boy I am @realDonaldTrump  #NoClass #NoDecorum
1181358466851581952 2019-10-07 19:59:41 -0400 <jeajan> @NowTheEndBegins @realDonaldTrump @Communications @RTErdogan "United States"?? I thought 'the President' was the one who made this decision?
1181358466226704384 2019-10-07 19:59:41 -0400 <rokbeo> y’all help me achieve my goal of having @realDonaldTrump block me i need tips 🥺
1181358466172162048 2019-10-07 19:59:41 -0400 <ctydweller08> .@realDonaldTrump you and the #TrumpCrimeFamily are a criminal enterprise. You're a disgrace, and embarrassment as president. I can't wait until you're taken to prison bc NY state gets the #TrumpTaxReturns 🥳 🇺🇸 gonna party like rock stars when you're gone.  https://t.co/1iCvYhEhdh
1181358466012766208 2019-10-07 19:59:41 -0400 <KAGA26467058> @realDonaldTrump Calm yourself
1181358465601675264 2019-10-07 19:59:41 -0400 <wlfpack74> @LindseyGrahamSC @realDonaldTrump In court, yes.
1181358464544772098 2019-10-07 19:59:41 -0400 <Oudrhi2> @marleen2011 @CaslerNoel @realDonaldTrump Hij steeks al die mensen een mes in de rug nu, Marleen.
1181358464255307776 2019-10-07 19:59:41 -0400 <JohnJrNYC> @LouDobbs @CLewandowski_ @realDonaldTrump Getting the Kurds to fight our battles for us then running away like cowards .... good look for the US #MAGA
1181358464091602944 2019-10-07 19:59:41 -0400 <its_a_dude> @StopTrump2020 @ScottBasinger1 @realDonaldTrump The amount of bots voting is incredible...
1181358461730394112 2019-10-07 19:59:40 -0400 <mrmgrady> @joncoopertweets @realDonaldTrump This man is MORAL and ETHICAL,  which is nothing like Trump. He resides in a universe that excludes Trump. There is no comparison between the two!
1181358461654843402 2019-10-07 19:59:40 -0400 <fatihgemici53> @realDonaldTrump Ya uyarılara kulak asarsin yada cevabını alırsın turp elinde sonunda sonun gelecek ekonomin battimi sende batacaksin fazla surmez artık yardım etmiyor 5 aile sana sarinim
1181358461268852736 2019-10-07 19:59:40 -0400 <nanda_ramesh> @BernieSanders Fools gold.  @realDonaldTrump does not have extreme wealth. Wait for his tax returns.
1181358460195065857 2019-10-07 19:59:40 -0400 <TroyMaxcy> @NikkiHaley I'll help you about here - @realDonaldTrump @POTUS
1181358459897425920 2019-10-07 19:59:40 -0400 <BroadwayMan123> @Sky_Masters737 @steph93065 @realDonaldTrump Right. What did he parody from nickleback? What did he make fun of in the song? Saying nope doesn’t answer it. All the memes I see take the word “graph” and change it, or double it. He just posted the song on top of a visual. What did he change in the song?
1181358459733905409 2019-10-07 19:59:40 -0400 <JdDa56nny> @realDonaldTrump America has Donald Trump fatigue Great an unmatched wisdom, what a joker
1181358459519983616 2019-10-07 19:59:39 -0400 <Jerrykalin1> @SinHurtsUs @JesseBWatters @realDonaldTrump Done more good?  Funny.  His charity was shut down by the State of New York.  He paid a $ 25 million fine for a fake university that defrauded thousands for unexpecting victims.   https://t.co/HyoZF7hk0Q
1181358459238965249 2019-10-07 19:59:39 -0400 <Zappahart> This is why @BernieSanders is the wave of the future. @JoeBiden is a pussy who doesn’t want to sink the corporate boat.  A pussy democrat, thats his surname. Fuck Biden and the pussy @DNC  Fight that Stupid ass @realDonaldTrump #tytlive
1181358455212462080 2019-10-07 19:59:38 -0400 <mari1081949> @briantylercohen @realDonaldTrump No one in their right mind would say that. He is sick.
1181358453538709504 2019-10-07 19:59:38 -0400 <dickwarlockfan> @realDonaldTrump Has any other president blocked the release of their tax returns for eight years?
1181358453534662656 2019-10-07 19:59:38 -0400 <realnewsrealnfo> @oldjimmyjimbo @JayQPhD @RealMancrush45 @realDonaldTrump Really. And all this time I thought it was because of the extradition bill that would send Hong Kong residentsto China’s mainland to be tried in court because of Hong Kong being used as a safe-haven for fugitives and not wanting to be exposed to China’s flawed judicial system.
1181358452276416512 2019-10-07 19:59:38 -0400 <PolakAmerican> @JGilliam_SEAL @realDonaldTrump I understand everyone's blood is boiling right now but I find it sad how few people selected fix the VA. This should be a top priority. #Veterans
1181358451877801987 2019-10-07 19:59:38 -0400 <mccorkleknight> @wlsalyers @Twitter @realDonaldTrump As much as I don't like this person, they have a right to be heard. Let's apply rules evenly to everyone. I understand that this is a novel idea however, it feels as though it could work!
1181358451156340736 2019-10-07 19:59:37 -0400 <politiwars> @OCS0967 @CNNPolitics @realDonaldTrump I have no problem sending troops anywhere to protect U.S. lives.   Do you approve of our military aligning with a Marxist faction in Syria long-term?  Because that's what we have been doing.
1181358450875518976 2019-10-07 19:59:37 -0400 <sylviatx> @realDonaldTrump this message was for you.
1181358450791636992 2019-10-07 19:59:37 -0400 <el_el_eye> @LeeHolly81 @realDonaldTrump Lies, lies, on  top of lies.
1181358450539929602 2019-10-07 19:59:37 -0400 <inhartsnkiss> @SexCounseling @FicketyFoo @trumpUS182381 @Dramariabatista @realDonaldTrump 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
1181358448904212480 2019-10-07 19:59:37 -0400 <citall2012> @Sky_Lee_1 @Rosie @realDonaldTrump @mommamia1217 @wesing4blue @ScarletAvengers @DemocracyStorm @ellievan65 @TheUSASingers @AryaKicksButt @ShelbyRatifyERA @DesignationSix @NunesAlt Yeah he gave up making tons of money so that he could get slammed on by douchey lemmings such as yourself. Wake up, you are swallowing lies and falling prey to leftwing nonsense. How many times have Democrats been right about anything in last 3 years? The enemy is the Left!
1181358448815955968 2019-10-07 19:59:37 -0400 <Tringali24> @NoraGon93416294 @minisid5 @itsJeffTiedrich @realDonaldTrump No, seriously. Tell us one thing Nora
1181358443099242496 2019-10-07 19:59:36 -0400 <protect1stAmdmt> @realDonaldTrump You are a criminal. #ImpeachmentIsComing
1181358441404780546 2019-10-07 19:59:35 -0400 <tinfoilted1> @GOPChairwoman @realDonaldTrump Now do it for the rich and big corporations.
1181358437105426432 2019-10-07 19:59:34 -0400 <Msmere7Parker> @realDonaldTrump How dare you molest, hump and abuse our Flag?You have no idea for which it stands nor do you care! You have tainted everything we loved about our Country! It’s incredible what you have slimed your way out of trouble for this many years! Your reign of terror is almost over Trump!
1181358436258172928 2019-10-07 19:59:34 -0400 <RodHargrove> @PalmerReport It’s Putin’s Birthday and all he got from @realdonaldtrump  was a puppet
1181358433238491137 2019-10-07 19:59:33 -0400 <DunstanMJ> @realDonaldTrump 🙏🏽🇺🇸🙏🏽🇺🇸🙏🏽🇺🇸🙏🏽🌟🌟🌟🌟🌟GOD PUT OUR PRESIDENT EXACTLY WHERE HE IS SUPPOSED TO BE...🇺🇸✝️🇺🇸✝️🇺🇸✝️🇺🇸✝️🇺🇸✝️
1181358432953221126 2019-10-07 19:59:33 -0400 <Edorisc04> @realDonaldTrump You are DANGEROUS for this country!
1181358432177270785 2019-10-07 19:59:33 -0400 <annolantinga> @realDonaldTrump 80% of the crowd is hired
1181358430793027584 2019-10-07 19:59:33 -0400 <annebellefh> Tagging @realDonaldTrump , since Nikki “forgot”
1181358430730231813 2019-10-07 19:59:33 -0400 <BronxNYCalcorzi> @williamlegate @realDonaldTrump Look here Trump as a Marine, and war veteran let me tell you that we were not depleted. I served 13 years and recently got out, now I'm 34, and never did I see service numbers drop. But, hey how would you know you never served in the military cause you had "Bone Spurs"...  https://t.co/m1AuqvyRKU
1181358429224472577 2019-10-07 19:59:32 -0400 <mirkop> @realDonaldTrump Your "great and unmatched wisdom" is a terrible speller.
1181358428934983680 2019-10-07 19:59:32 -0400 <AZGirl4646> @LindseyGrahamSC @realDonaldTrump Ooops, what did you say about Turkey? Time to play nice again. #SpinelessGOP
1181358428683476992 2019-10-07 19:59:32 -0400 <Michael06756751> @realDonaldTrump I’m really split between disgust at the narcissism of your “unmatched wisdom” and hilarity at the wussiness of promising to obliterate Turkey- ‘s economy.
1181358428628885511 2019-10-07 19:59:32 -0400 <iJ_Prolific> @realDonaldTrump Say what, "great and unmatched wisdom"? Where?  https://t.co/0ZzoCpEkKC
1181358428020711424 2019-10-07 19:59:32 -0400 <WuTangKillaBs> @realDonaldTrump  https://t.co/ltQODeGqLr
1181358426724585472 2019-10-07 19:59:32 -0400 <JewelODesert> @newbposter @vince_gambini @lionel_jon @realDonaldTrump @foxandfriends The people who "love" Trump now are those who think being an "alpha male" means being big, loud, argumentative, crass, and willing to blurt out anything that's on his mind at any time. He tells proven lies constantly, and throws his weight and his threats around freely.
1181358426468814848 2019-10-07 19:59:32 -0400 <CanuckMike72> @BrokenScales @jakeny99 @realDonaldTrump "Both sides". Antifa is literally against fascism. They didn't exactly kill anyone in Charlottesville. Keep talking Antifa when white supremacy is in the rise with little being done about it. Law and order party my ass.
1181358425516789761 2019-10-07 19:59:31 -0400 <parkertoons> Northern Syria in the hands of Erdogan? No problem... #greatandunmatchedwisdom #SyriaWithdrawal #KurdsBetrayed @realDonaldTrump  https://t.co/dDKvhN9AMp
1181358424619134976 2019-10-07 19:59:31 -0400 <frank_pieretti> @realDonaldTrump Yes  https://t.co/v8pCH1rKLM
1181358421750104064 2019-10-07 19:59:30 -0400 <PakWo38564444> @realDonaldTrump gay.indonesia
1181358420361920513 2019-10-07 19:59:30 -0400 <JClaireBurke> @realDonaldTrump You are insane .@POTUS. "unmatched wisdom"?! You're a malignant narcissist out of control and the .@GOP is to blame for allowing this dangerous situation to continue. #ImpeachTrumpNOW #ImpeachTrumpPenceBarrKavanaughPompeo
1181358419732828160 2019-10-07 19:59:30 -0400 <Tweater2019> @ScottPresler @realDonaldTrump 🤞🤞🤞🤞🤞
1181358419443191809 2019-10-07 19:59:30 -0400 <Tactical5x5> @realDonaldTrump Nice Photoshop
1181358418596188160 2019-10-07 19:59:30 -0400 <g_unit00> @HillaryClinton Let us be clear: you are simply jealous that @realDonaldTrump gets to make presidential decisions and you never will.   🇺🇸⚓ @FoxNews
1181358418583412736 2019-10-07 19:59:30 -0400 <feistsheindlin1> @CarmineSabia @realDonaldTrump Hard pass.
1181358417333686277 2019-10-07 19:59:29 -0400 <SteffanPro> @SouthPark is more American than the @NBA and @realDonaldTrump
1181358416293351424 2019-10-07 19:59:29 -0400 <zeldabywater> @realDonaldTrump SHOW.  US.  YOUR.  TAX.  RETURNS.  CRIMINAL.
1181358416129904641 2019-10-07 19:59:29 -0400 <zeebeachlvr> @realDonaldTrump  https://t.co/xEKc9MkykW
1181358415676919808 2019-10-07 19:59:29 -0400 <SparksJoyOrNot> @TomiLahren @realDonaldTrump Sort of, when you promise an ally that has been doing the heavy lifting, you don't unexpectedly pull the rug from underneath them. It's nuanced. #MoronInChief
1181358415383351297 2019-10-07 19:59:29 -0400 <mathmom79> @realDonaldTrump I honestly thought it was one of the fake Trump accounts
1181358415307792384 2019-10-07 19:59:29 -0400 <joeblow1951> @realDonaldTrump Just to change the news narrative you’re letting our allies get killed you’re Beyond Pathetic
1181358410182168576 2019-10-07 19:59:28 -0400 <DevinsOverlord> @TigrisSublimis @publiusnixon @ELINTNews @realDonaldTrump Sorry, no time to respond fully, I'll just say this about your "logic".  https://t.co/E4te9MKVQi
1181358409473503233 2019-10-07 19:59:28 -0400 <Dennis_vdo> @realDonaldTrump lol
1181358408273977345 2019-10-07 19:59:27 -0400 <amykate19> @NoraGon93416294 @itsJeffTiedrich @realDonaldTrump OM, Botty McBotterson. #RussianPuppet
1181358406977933312 2019-10-07 19:59:27 -0400 <ultraslan06ua> @realDonaldTrump  https://t.co/owJ303tMom
1181358406520586240 2019-10-07 19:59:27 -0400 <IrascibleProf> @realDonaldTrump @YoungKimCA @BetsyDeVosED
1181358406285721600 2019-10-07 19:59:27 -0400 <Literatrix> @realDonaldTrump @HeyTammyBruce “In 20 years of writing about the military, I have never heard officers in high positions express such alarm about a president. Trump’s pronouncements and orders have already risked catastrophic and unnecessary wars in the Middle East and Asia,  ....”  https://t.co/LEzPCVjd2W
1181358405627338752 2019-10-07 19:59:27 -0400 <hotmarineinfl> @realDonaldTrump 🧐🧐🧐🤫🤫You are “EDP”!!!!!
