1130986628007256064 2019-05-21 19:59:59 -0400 <sdward1> @realDonaldTrump  https://t.co/LRCNzqPtF8
1130986585003057152 2019-05-21 19:59:49 -0400 <Potuslisten> @realDonaldTrump You ALLOWED?  Big of you.  We have laws. We have rights.  We have 3 branches of government.  You've consolidated one, justice without even a hostile takeover. Senate put your guy in and whoa no justice dept.  people please speak up.
1130986582796902400 2019-05-21 19:59:48 -0400 <monilopez827> @dad_darius @Tinker_Bell_04 @realDonaldTrump Yup yup yup  https://t.co/VUrdc9jTIn
1130986578875039744 2019-05-21 19:59:47 -0400 <jjharrigan> @realDonaldTrump No do-over “Shit For Brains” just answers for your TREASONOUS BEHAVIOR.
1130986576392130560 2019-05-21 19:59:47 -0400 <HHPhotography3> @realDonaldTrump .... but we all know you're not innocent.  Every time you tweet, you show just how guilty you are.  The TRUTH is coming for you.  Just wait.  #LiarInChief #FakePresident #IllegitimatePresident #NotMyPresident #ResignNowTrump #ImpeachTrump
1130986573997252609 2019-05-21 19:59:46 -0400 <ProjectAgoge> @PalmerReport @realDonaldTrump Imbeciles
1130986573636481024 2019-05-21 19:59:46 -0400 <colleenthelass> @JolieFuselier @_TomEd @realDonaldTrump 😆😆😆😆Oh, yeah. I thought Trump was going to be too busy to leave the White House....Sucker!!  https://t.co/kBGWhE2bXT
1130986571233148928 2019-05-21 19:59:45 -0400 <hugosevilla> @realDonaldTrump So are you blaming the Democrats or the Mexicans. Everybody’s fault but yours.
1130986567802269696 2019-05-21 19:59:45 -0400 <Marcia65Ml> @realDonaldTrump So why is it so hard for him to testify now. You have nothing to hide right
1130986567177261056 2019-05-21 19:59:44 -0400 <EdgedInBlueish> @realDonaldTrump #youarealiar #dirty #rotten #liar  https://t.co/glMVngZ5ty
1130986566497837057 2019-05-21 19:59:44 -0400 <Contractoria> @MSMS247 @JulieReichwein1 @realDonaldTrump With what he has done yes I would
1130986561166807041 2019-05-21 19:59:43 -0400 <ElectricAngel69> @realDonaldTrump America has your back and are fighting with you as much as possible. Thank you for being you. no one else, that I know of, could withstand the BS you are dealing with. So, from the bottom of my heart.. THANK YOU!!
1130986560743247872 2019-05-21 19:59:43 -0400 <duckwhacker> @realDonaldTrump Mexico is so corrupt. #maga
1130986557727498241 2019-05-21 19:59:42 -0400 <CecilJustice> @HuffPost That’s a successful law then. Alabama wins. @700club @cbngordon @randpaul @realDonaldTrump @kennedynation @foxnews @sandrasmithfox @marklevinshow @rushlimbaugh @danarohrabacher @jaysekulow @judgenap @tedcruz @dbongino
1130986554699051009 2019-05-21 19:59:42 -0400 <PatriotPOV> My favorite building on the #BigBusDC tour was ironically @TrumpHotels 😍✨ So glad he was the one to renovate the old post office! @BigBusDC #architecture #history #dc @realDonaldTrump @IvankaTrump  https://t.co/UZKWYu6ApM
1130986554669785088 2019-05-21 19:59:42 -0400 <gurukhaira> @trom120 @dakoohome @GuyPortier @NoJob1263 @realDonaldTrump Err, the US is not the only market that China sells to. So I do not think Chinese businesses well be hurt that much. Plus the Chinese are too clever for you guys and they will find a way to get around Tiny’s Tariffs, which by the way, you guys end up paying for😂😂😂
1130986552417329153 2019-05-21 19:59:41 -0400 <elliot5678> @realDonaldTrump Too bad the ILLEGITIMATE president is also ILLITERATE. #ImpeachDonaldTrump
1130986552325222406 2019-05-21 19:59:41 -0400 <amigokid789> @Pajaropolitico @realDonaldTrump @NewsweekEspanol Hay que aceptar que un día dice que está encantado y otro está decepcionado 😔
1130986549984800768 2019-05-21 19:59:40 -0400 <gen2520> @realDonaldTrump  https://t.co/gUxmyzN3HK
1130986547606540289 2019-05-21 19:59:40 -0400 <HelenMother> @beadbop @realDonaldTrump I know, you can see that even Nixon wasn’t down to the level of this Administration.  I never thought it possible but, as you say, here we are
1130986542082666496 2019-05-21 19:59:39 -0400 <SDSUgrad1983> @GavinNewsom  Seriously you need to be re-called😡‼️Worst Governor ever 😩You and your Buddy Jerry, just sit back and waste our taxpayers dollars 💵 on a 🚂 going nowhere! I thank President @realDonaldTrump for putting a stop to the waste👍🏻‼️
1130986540321181696 2019-05-21 19:59:38 -0400 <pattyptrish> @realDonaldTrump Bernie is not history- you are an insulting fear monger. I don’t know how such an awful human being became our President.  We don’t want a war with Iran either. You are treacherous. I pray for our safety from your craziness.
1130986533018669056 2019-05-21 19:59:36 -0400 <JayinWashington> @JudicialWatch Unfortunately the law will never touch @BarackObama or @HillaryClinton  Not even with @realDonaldTrump in the @WhiteHouse  Justice is no longer bling, it’s purchased. Two tiered justice system, one for the, one for me.
1130986532138098688 2019-05-21 19:59:36 -0400 <jnease> @TimMurtaugh @realDonaldTrump POTUS’s overflow at one event is more that Biden has pulled everywhere so far!!
1130986531680915458 2019-05-21 19:59:36 -0400 <Lcgfrancis55Lea> @realDonaldTrump
1130986531181682688 2019-05-21 19:59:36 -0400 <sandysala62> @DAMasiello @realDonaldTrump @realDonaldTrump we know you cannot read! Sad #Brokahontas
1130986528283537408 2019-05-21 19:59:35 -0400 <Charles47072141> @RNCastaldo @realDonaldTrump NOPE,NOT ME!
1130986528212213760 2019-05-21 19:59:35 -0400 <jtopper49> @realDonaldTrump Collusion isn't a crime, stupid!
1130986528182685697 2019-05-21 19:59:35 -0400 <robinsoped> @HouseJudiciary @RepJerryNadler @realDonaldTrump They will drag you out with stonewalling and breadcrumbs..   you r dealing with a flippin hard core malignant narcissist and this is what they do. LEARN YOUR ENEMY.
1130986527796932608 2019-05-21 19:59:35 -0400 <Write2Night> The Democratic leadership is despirate. Very despirite. They are terrified of a second term. Strategy 1. Release the documents. #2 Strict Immigration shutdown, and overhaul, Now. Talk will be too late. @realDonaldTrump Do you know that their is more than a border crisis here now?
1130986527394213888 2019-05-21 19:59:35 -0400 <dontfukwitmeh> @DeluxeFat @TinaSm @EdKrassen @realDonaldTrump @BarackObama You'd rather have a pathological Liar in office who's not trustworthy &amp; has a questionable Financial debt relationship with a Hostile dictator? 😂Exactly what did Hillary do that tops that?
1130986525611692044 2019-05-21 19:59:35 -0400 <SharonLClark3> @realDonaldTrump I heard the Mexicans are stealing the material from the   " wall" to build their houses ,are we paying for that as well? Get your stuff together Donald before you do more damage to our country and our people
1130986524789694466 2019-05-21 19:59:34 -0400 <DaDutchGuy1> @realDonaldTrump I am disappointed with the blowsack in the White House. #GetHimOut
1130986522696544256 2019-05-21 19:59:34 -0400 <ckshermmmmm> @__SERIOUSLY___ @jamesplake721 @realDonaldTrump You may want to check with @mchooyah ...
1130986522264637441 2019-05-21 19:59:34 -0400 <IamChartoo> @realDonaldTrump Read it to us, Donald!
1130986519521443841 2019-05-21 19:59:33 -0400 <Unitedshashe> ONLY THE BEST! i MEAN IN ORGANIZED CRIME!!  @realDonaldTrump
1130986514777870337 2019-05-21 19:59:32 -0400 <Badger875> @BrunoAmato_1 @realDonaldTrump She Be Skilled.
1130986512886173696 2019-05-21 19:59:32 -0400 <ProjectAgoge> @PalmerReport @realDonaldTrump Lets just wait for the Mueller report. I feel so bad for the inbeciles that still listen to you, maddow, dworkin etc. Truly lost souls.
1130986508704452609 2019-05-21 19:59:31 -0400 <BarbHaugen> @TomFitton @realDonaldTrump I thought there *was* an ongoing investigation.. (??)
1130986508293464064 2019-05-21 19:59:30 -0400 <lbcbe> @Lrihendry @realDonaldTrump Paid bot paid bot paid bot paid bot
1130986502199173121 2019-05-21 19:59:29 -0400 <rock_terri> @realDonaldTrump So you believe that it's Mexico's  responsibility to ensure our security after all your trash talk about them?  It's that servitude idea right?  Isn't that Racisim?
1130986499770478592 2019-05-21 19:59:28 -0400 <michael05833466> @GOPChairwoman @realDonaldTrump  https://t.co/H846ijIsgd
1130986498227081217 2019-05-21 19:59:28 -0400 <beapartofthemo1> @GOPChairwoman @realDonaldTrump 260 Billion deficit! Plus #ImpeachmentInquiryNow  https://t.co/EbUBfdViGl
1130986494653419522 2019-05-21 19:59:27 -0400 <Raul42685912> @realDonaldTrump  https://t.co/firkP1rBV4
1130986493982400513 2019-05-21 19:59:27 -0400 <HenryArkwright> @davidaxelrod @realDonaldTrump So does Trump WANT an impeachment hearing? Does he think  that might actually be to his advantage? Or is he really feel he is so screwed if the likes of Mcgahn testify?
1130986492719853568 2019-05-21 19:59:27 -0400 <shnarff> @realDonaldTrump How long has it been since you were congratulating their efforts? Not long. Resign. #DerangedDonald #ImpeachTrumpNow
1130986492535463940 2019-05-21 19:59:27 -0400 <chuckcorbin> @parscale @realDonaldTrump Tell it like it is.
1130986490832535554 2019-05-21 19:59:26 -0400 <Trump4future> @jeff00451 @realDonaldTrump @WhiteHouse Another reminder ha? 😄
1130986490568282112 2019-05-21 19:59:26 -0400 <THussman> @omarbula @JMVivancoHRW @nytimes @realDonaldTrump @SecPompeo @PressSec @hrw @LaNocheNTN24 I'm quite sure I saw Mr. Soros in a photograph - He was wearing a Nazi military uniform.
1130986490413158401 2019-05-21 19:59:26 -0400 <kar_bear77> @realDonaldTrump Wrong. Unlike you they are following the law and doing their job.  We know you didn't read the report. It didn't have pictures.  The report left it in Congress' hands.  You lost in court and you will lose more.
1130986489947611138 2019-05-21 19:59:26 -0400 <jeff00451> @GeraldoRivera @realDonaldTrump You need a Job on Fox News SAD 😢
1130986487003140097 2019-05-21 19:59:25 -0400 <themeganinga> @MahaleyKellye @LinHoHi1 @lesleyabravanel @realDonaldTrump I ve always viewed the trump haters as the cheerleaders that just coouldnt make the cut.
1130986486050856960 2019-05-21 19:59:25 -0400 <efiocco> @realDonaldTrump your son Barron will be just old enough to be drafted into the war you are trying to start. Great daddy @realDonaldTrump
1130986482666225664 2019-05-21 19:59:24 -0400 <mdbsat> @tedlieu @deborah_dib @realDonaldTrump #ImpeachmentInquiryNow #ImpeachmentHearingsNow
1130986477926723586 2019-05-21 19:59:23 -0400 <Lananalula> @real_defender @realDonaldTrump Like this one?  https://t.co/Vh1q9mPhSI
1130986477842784257 2019-05-21 19:59:23 -0400 <LouDobbs> #BrokenBorders- Homan: @realDonaldTrump will secure the border at all costs. We need to support his efforts from within. We need to show countries there are consequences, you can’t commit immigration fraud and expect to stay. #MAGA #AmericaFirst #Dobbs  https://t.co/SSSeMQN57i
1130986477423333377 2019-05-21 19:59:23 -0400 <fjm1947> @__SERIOUSLY___ @jamesplake721 @realDonaldTrump Maybe you should ask a guy who was there and knows he's dead.  Robert O'Neill  @mchooyah
1130986475779084288 2019-05-21 19:59:23 -0400 <MrJgWilliams> @joelockhart @realDonaldTrump @WMM_podcast Trump is a Arthur, written numerous books. Debunking everything thing you just said. Joe you are the very definition of fake news.
1130986475590422528 2019-05-21 19:59:23 -0400 <AmericasRachel> @Scoop_Anderson @tedlieu @realDonaldTrump I voted for Hillary because she was the party's nominee and she won. Before Trump stoled election Bush/Cheney did. GOP then had the audacity to declare war our allies didnt agree with. Not an old story just a different day.  #BloodOnGopHands #GopWarmongers #ImpeachmentInquiryNow  https://t.co/81EulwBSR3
1130986473929564160 2019-05-21 19:59:22 -0400 <PatriciaMamatos> @realDonaldTrump Do you ever work?
1130986472763469824 2019-05-21 19:59:22 -0400 <navyshellback75> @realDonaldTrump The REAL problem!  https://t.co/S0uuuSr1KG
1130986470968365057 2019-05-21 19:59:22 -0400 <zuma306> @realDonaldTrump Dirty Donald is not being 100% honest again!
1130986468485337088 2019-05-21 19:59:21 -0400 <WestermeyerKate> @realDonaldTrump  https://t.co/bupBymo30W
1130986463523418112 2019-05-21 19:59:20 -0400 <Jeaf79Lynn> @parscale @realDonaldTrump "It's the economy, stupid!" James Carville  Out of the mouth of a Democrat!  #MAGA #Winning
1130986462483288064 2019-05-21 19:59:20 -0400 <PaulDoody78> @realDonaldTrump Like rats from a sinking ship!
1130986462298738688 2019-05-21 19:59:19 -0400 <Doug17138738> Claim this @realDonaldTrump Collectible Coin for FREE Today!
1130986461048791041 2019-05-21 19:59:19 -0400 <SouthernBlueDog> Karma: You sue to keep your financial records secret and lose only to appeal to a court headed by a judge your party refused to hold a hearing on after he was nominated to the Supreme Court. @realDonaldTrump is about to experience karma.
1130986460629409792 2019-05-21 19:59:19 -0400 <SocratesInTx> More Winning!!!!! It's good that @realDonaldTrump is balancing the 9th Circuit Court of Appeals. It has been far too liberally dominated, for far too long!!  #MAGA #VoteDemsOut2020 #VoteRed2020 #TPUSA #TCOT #KAG
1130986459413008385 2019-05-21 19:59:19 -0400 <ScottLincoln19> @realDonaldTrump 🤮🤮🤮Tabloid trash! 🤣🤣🤣How much did you pay him to write this 2nd class book of fiction? 😂😂😂
1130986457777070080 2019-05-21 19:59:18 -0400 <StevePratico> @politik10111 @davidja54683793 @donnabrazile @JoeBiden @realDonaldTrump @FLOTUS @DonaldJTrumpJr @kimguilfoyle @GovMikeHuckabee @Jim_Jordan @LisaMei62 @RealCandaceO @charliekirk11 @GOPChairwoman @kayleighmcenany @MarkSimoneNY @ouchinagirl @dbongino @JackPosobiec @PressSec @Patrici15767099 @SidneyPowell1 @DevinNunes @seanhannity I don't recall calling it a "mandate", but he did win fair and square despite all the attempts to derail him.  And he's doing a fine job. Glad I voted for him.  #KAG2020!!!
1130986456556724225 2019-05-21 19:59:18 -0400 <JaundiceSpinstr> @HouseJudiciary @MerlinGyr @realDonaldTrump Less tweet. More heat.
1130986456309215239 2019-05-21 19:59:18 -0400 <jdolana67> @realDonaldTrump It’s time for the totally useless dens in congress to get the boot. They refuse to do the people’s work. We are tired of their BS. Vote out!
1130986454161793024 2019-05-21 19:59:18 -0400 <JLangWood> @RBReich @RealDonaldtrump says the AG and his lawyers are taking stances, not for him, but for future presidents. That's the last thing we want..future authoritarian presidents
1130986452991467520 2019-05-21 19:59:17 -0400 <HowarthWass> @MartinBrampton @JGiordano999 @GillesnFio @kuhn_reinhard @tan123 @Tangomitteckel @manifesto2000 @serveBC @JWSpry @audiF1 @ttyEngland @Barbarajdurkin @drwaheeduddin @csfc67 @Trismos @WalterHorsting @JimWilemon @m4gw @nemo_gratis @NikolaTeslafoun @SConwaySmith @EdB_Ohio @CymaticWave @rigga_mortis @struikmans @RogTallbloke @SylviaD32911201 @DenisCoghlan @Leigh252425 @nobadgers @Chaologistician @TheEndisFar @carlblom_robert @Captbobdad @Tea4gunsSC @ScribesShade @steve_v999 @RonCrunt @JaggerMickOZ @Carbongate @GretaThunberg @350 @350action @1_TMF_ @realDonaldTrump @RealJamesWoods @ClimatePsych @cathmckenna @billmckibben @WECouncil This is a very big issue. The fate of orangutans depends in the cessation of logging and forest depletion in Indonesia and other places. Currently about 300 football fields per hour. Please put the case to stop palm oil plantations. These are very bad healthwise.
1130986451787608065 2019-05-21 19:59:17 -0400 <Ulysses63064778> @realDonaldTrump Democrats??! It was a stressed system and now broken because of your idiocy and that of those you surround yourself with. Stephen Miller has a long stint in hell awaiting him
1130986450483392513 2019-05-21 19:59:17 -0400 <rhglazer> @The_Trump_Train @realDonaldTrump Sir how can CNN tell the truth. Good advise but ownership by Hanoi Jane (Jane Fonda) and one of Jimmy Carter’s closest friends Ted Turner means by DNA they cant
1130986445311598592 2019-05-21 19:59:15 -0400 <tamt722>  https://t.co/rds5afhYGP @realDonaldTrump LIAR!! IF ANYONE SHOULD BE LOCKED UP, IT SHOULD BE YOU #CROOKEDDONALD AND THE REST OF YOUR CROOKED CRONIES!! #DONTHECON #LIARINCHIEF #CROOKEDREPUBLICANS #TRUMPMAFIA #IMPEACHTRUMP #IMPEACHALLOFTHEM
1130986442904297473 2019-05-21 19:59:15 -0400 <KarenHeathAlle2> @Adira_August @Doug_Bratman @Lydia_MarieM @realDonaldTrump And @Chas10Buttigieg is equally awesome - such a great couple!
1130986441641742337 2019-05-21 19:59:15 -0400 <NHseaVixen> @flyinhoc1 @faithinbones @dcexaminer @DanCrenshawTX @realDonaldTrump Lmfao  A GOOGLE SEARCH?  When did you retire &amp; what was your MOS? UMCJ did not change during the Obama era &amp; pardoning potential war criminals w/o investigating is OUTRAGEOUS. That makes us the criminals &amp; endangers every American on earth, military and civilian!
1130986440362303488 2019-05-21 19:59:14 -0400 <tallcornsilk121> @HouseJudiciary @RepJerryNadler @realDonaldTrump They wont show up!  You are embarrissing us by not acting!Please save our democracy... begin impeachment. These bills will not get passed? The President and his people are ignoring  Congress, and you are allowing this. No more waiting! Start arresting Begin immediately!Iamadem!
1130986439997644800 2019-05-21 19:59:14 -0400 <Reponite> @seanhannity @realDonaldTrump  @greggutfeld @TomFitton @TuckerCarlson @IngrahamAngle @KennedyNation @AOC
1130986435530506241 2019-05-21 19:59:13 -0400 <RMarinak> @BobGorman8791 @SenWarren @SecretaryCarson @RepKatiePorter @realDonaldTrump You made me laugh. He obviously has not read about the agency he is running
1130986434389610496 2019-05-21 19:59:13 -0400 <JohnnyArgent> @Bobby13753540 @RealMAGASteve @ex_lefty @realDonaldTrump May I politely offer a well-intentioned suggestion, Bobby, 4 the sake of achieving a bit of common ground as Americans in these tough times? Try not slapping a LABEL on every1 w/the 1st few words U run past 'em. I'm Conservative on some things &amp; Liberal on others. Thanks!
1130986433613709312 2019-05-21 19:59:13 -0400 <GarthGodsman> @ZonePhysics @realDonaldTrump This is really little more than a form of child abuse
1130986432347201537 2019-05-21 19:59:12 -0400 <F1shoot> @realDonaldTrump You dangerous fool.
1130986430606405632 2019-05-21 19:59:12 -0400 <bjohnsart> @realDonaldTrump Your going to JAIL!  https://t.co/cQZB9CJiMg
1130986429461540865 2019-05-21 19:59:12 -0400 <Dianne12mc> @kylegriffin1 @MSNBC Ooooohhh...look... a scary subpoena!!!  They're shaking in their boots. Oooooooh ..look...a contempt charge!!  Oh yeah, that'll whip 'em into shape and show 'em whose boss. They are already know. @realDonaldTrump is king now and nothing any decent human can do about it. So sad.
1130986426496114689 2019-05-21 19:59:11 -0400 <stephendunkel> @Anthony58223128 @thehill @realDonaldTrump Have you read the evidence in the report?  Have you seen what the SDNY is working on?  SDNY is simply waiting for Trump to be out of office to indict.  He did these things.  There is proof.
1130986425778786305 2019-05-21 19:59:11 -0400 <D1sambiguation> @real_defender @realDonaldTrump Over and over and over and...
1130986423899680768 2019-05-21 19:59:10 -0400 <Akbashmom> @mathemactivist @HouseJudiciary @GayleellisLydia @realDonaldTrump Perfect picture! I feel just like this, with burning pain. Thank you!
1130986422758924288 2019-05-21 19:59:10 -0400 <Parguello1986> @realDonaldTrump  https://t.co/okHtF4ryV5
1130986421056098305 2019-05-21 19:59:10 -0400 <MahaleyKellye> @Druidincorporat @judyjudyjudy60 @LinHoHi1 @lesleyabravanel @realDonaldTrump When you can't compose a simple tweet without multiple glaring punctuation errors, you shouldn't expect anyone to believe that you are the opposite of uneducated.  By the way atypical does not mean what you think it means.
1130986419311271938 2019-05-21 19:59:09 -0400 <BobHeaning> @jamesplake721 @realDonaldTrump Do you think he may have a good reason to hate Trump?
1130986417759301632 2019-05-21 19:59:09 -0400 <Marvelous32> @realDonaldTrump congratulations on losing a bunch of votes in Kentucky with this tweet
1130986415859200000 2019-05-21 19:59:08 -0400 <RedBeretsM4All> @TankieSanders @SenWarren @CostOfNukes @realDonaldTrump Both of them are a bit shy about public mentions I think, but I dm very grateful to them both for their incredible work!❤️❤️❤️
1130986415641309186 2019-05-21 19:59:08 -0400 <elmtreepower> @MBjorklund1963 @realDonaldTrump @MagaArk @alexonthebayou @EinsteinMaga @_hublette @ChristyAlly_ @rdzbr19 @buggs57 @Aeneasloquitur @KamyMAGA @KristySwansonXO @Josal87 @Michigan0323 @Muadib_1 @Veteran4Trump @MAGAgirly @LindseyGrahamSC @ouchinagirl @FrancisBuckne16 @j2nmeyer Recent death certificates?
1130986415549046784 2019-05-21 19:59:08 -0400 <WestermeyerKate> @realDonaldTrump  https://t.co/KeT5gVPmfZ
1130986414538014720 2019-05-21 19:59:08 -0400 <DanielHarrelsoo> @realDonaldTrump Good movie.
1130986414051659776 2019-05-21 19:59:08 -0400 <deblbender> @realDonaldTrump Asylum seeking is not illegal
1130986408569647104 2019-05-21 19:59:07 -0400 <EightySix45> @realDonaldTrump Job in the private sector? Lol Not likely
1130986407361560576 2019-05-21 19:59:06 -0400 <crittersndirt> @realDonaldTrump trump knows he is lying. He is obstructing the congressional investigation as we speak.  I bet trump would LOVE IT if there was another Hillary investigation no matter what cost would be.
1130986406623502337 2019-05-21 19:59:06 -0400 <Garrulous_Mute> @tedlieu @TheJusticeDept Hey @realDonaldTrump  ... @tedlieu is trolling again, lucky you .. it's not you this time... but don't get comfy...
1130986403431682049 2019-05-21 19:59:05 -0400 <EmmJayCoe> @realDonaldTrump Hello Mr. President! I hope you R not being stressed out too badly 2day❤️ just found out that your 🎂Birthday🎂 is coming June 14! Well I do hope that you have fun plans. The Tea Party has a mass email to donate money to you👌🏽 I had to read it 2x’s❤️😊 We’re ok👌🏽
1130986402856837121 2019-05-21 19:59:05 -0400 <Beverly96464086> @realDonaldTrump Here we go again. Good gawd.
1130986401825198082 2019-05-21 19:59:05 -0400 <Nocompanytoday> @realDonaldTrump Are you still crying?
1130986395424690176 2019-05-21 19:59:04 -0400 <adrianalozanos> @Pajaropolitico @realDonaldTrump @NewsweekEspanol Qué le eches más ganas @lopezobrador_ porqué no se ve tu compromiso con @realDonaldTrump
1130986394485219328 2019-05-21 19:59:03 -0400 <make_fair> @realDonaldTrump Deranged, Crooked, Lying Donald lifts ban! @GOP @VP @GOPChairwoman @PressSec @parscale @WhiteHouse @FoxNews @seanhannity @limbaugh @IngrahamAngle @TuckerCarlson @JudicialWatch @TomFitton @HouseGOP @SenateGOP #RepublicanCorruption
1130986389665918977 2019-05-21 19:59:02 -0400 <csmitting5> @thecapoteduncan @DanRather @realDonaldTrump Completely
1130986382460112897 2019-05-21 19:59:00 -0400 <colinhansen17> @justinamash dude - u r one piece of bovine fecal matter for disparaging @realDonaldTrump
1130986382263037952 2019-05-21 19:59:00 -0400 <GregoryScott111> @realDonaldTrump Why would Mexico do anything?
1130986379440214017 2019-05-21 19:59:00 -0400 <chongbarron10> @MBjorklund1963 @realDonaldTrump @MagaArk @alexonthebayou @EinsteinMaga @_hublette @ChristyAlly_ @rdzbr19 @buggs57 @Aeneasloquitur @KamyMAGA @KristySwansonXO @Josal87 @Michigan0323 @Muadib_1 @Veteran4Trump Everyone of them should be jailed🐍💩👎🏽🤮🤥🔒🔒🔒🔒🔒🔒
1130986377653432322 2019-05-21 19:58:59 -0400 <playlikedolls> @krassenstein @realDonaldTrump Will we hear from hope hicks?
1130986373257879554 2019-05-21 19:58:58 -0400 <AnnieOldenough> @JuliansRum @realDonaldTrump Yes we must continue on and do whatever it takes.  https://t.co/5GfrLUOrl9
1130986370439237638 2019-05-21 19:58:58 -0400 <donoharmwb> @MatrixIsWeak @POTUS @realDonaldTrump ?'s  Brainy dude. Why are Red States last in about all Government stats. When People "don't need money," they don't borrow $2 billion from Deutsche Bank, do they. For 8 years between 1985 and 1994, the average undocumented immigrant paid more personal income taxes than Con Trump  https://t.co/X8sYZzVgK1
1130986369130618880 2019-05-21 19:58:57 -0400 <Margied60215827> @realDonaldTrump @justinamash  Ok Mr no Collusion not Obstruction but is behind the back it was the error how it will be fixed no anymore
1130986368212066304 2019-05-21 19:58:57 -0400 <mthenadal> @omegavega1125 @chidi_ogo @AbbyJohnson @poohpie1973 @realDonaldTrump What do you mean "that much"? How much do they make compared to a non-PP gyn?   Dermatologists love cosmetic procedures because they're not covered by insurance so they can charge $$$.
1130986364902813697 2019-05-21 19:58:56 -0400 <Acefreh83436550> @realDonaldTrump Flat out lying
1130986364609155072 2019-05-21 19:58:56 -0400 <LKS1746> @realDonaldTrump
