1214335839146262530 2020-01-06 18:59:59 -0400 <KoesterKarin> @realDonaldTrump He is not okay... #25thAmendmentNow
1214335827297345537 2020-01-06 18:59:57 -0400 <haloterry1> @realDonaldTrump I almost agree, with a great deal of sarcasm, that nothing should stand in the way of you getting us into World War III.
1214335826512867328 2020-01-06 18:59:56 -0400 <TheReal_Hurl> @kentheso @realDonaldTrump A bunch of democrats who promised to impeach him before he took office, voted to impeach him without one person from the opposing party in agreement.   That’s called a coup, moron.    But in reality, he hasn’t been impeached because Pelosi won’t send the articles to the senate.
1214335825112113153 2020-01-06 18:59:56 -0400 <hamzaabass51> @realDonaldTrump  https://t.co/rkXoFmwyHM
1214335824931774464 2020-01-06 18:59:56 -0400 <jraccess> @realDonaldTrump 2 down 1 to go!Keep USA Safe 45  https://t.co/xri0czF4v5
1214335824491372544 2020-01-06 18:59:56 -0400 <libertisina> @fernandeztoro @marcorubio @POTUS @realDonaldTrump @PattyPoleo @patriciajaniot @delsasolorzano @SecPompeo @VP @jairbolsonaro @IvanDuque @Simonovis @soyfdelrincon @CNNEE @FOXChannelLA @usembassyve @dcabellor @LaHojillaenTV @taniapsuv @PedroCarreno_e @JoseBritoR @luisparra @jguaido
1214335824147501063 2020-01-06 18:59:56 -0400 <moody_jimv> @kimguilfoyle @TrumpWarRoom @realDonaldTrump President Trump is America's hero I love this president Democrats are terrorists they never do anything for Americans all they do is steal our money I hope prison is coming for them
1214335824025804804 2020-01-06 18:59:56 -0400 <BobStrozewski> @Apple_Pie_USA @LouDobbs @realDonaldTrump @Jim_Jordan @EdRollins @mgoodwin_nypost @TomFitton @RepScottPerry You're not worth my time. You're just running at the mouth failing to understand what was said.
1214335821978963968 2020-01-06 18:59:55 -0400 <AznOptions> @AndyOstroy @realDonaldTrump Ww3? Really? Lol
1214335821358280704 2020-01-06 18:59:55 -0400 <nforte40> @realDonaldTrump  https://t.co/wY0vqyaR5b
1214335820406104064 2020-01-06 18:59:55 -0400 <tezbajwa> GUESS WHO?? “Has 5 kids with 3 different women, 2 failed marriages, a daughter born out of wedlock, multiple affairs, 30+ cases of sexual assault, and a wife who won’t sleep with him and often praised for his “Christian values.” @realDonaldTrump  https://t.co/E0KCk6xruo
1214335820070408197 2020-01-06 18:59:55 -0400 <JulietMariaPal3> @maiamimi @realDonaldTrump Ppl dropping but not being vocal about it. You start messing with their children, draft age and yes dropping trump like hot coals.
1214335819303010304 2020-01-06 18:59:55 -0400 <marknightro> @realDonaldTrump you should piss everyone off donate to Australian victims
1214335816224387073 2020-01-06 18:59:54 -0400 <LION_S9> @JZarif @realDonaldTrump الله يجعلك تموت موتة سليماني واردى ياجزمة
1214335814492213255 2020-01-06 18:59:54 -0400 <ny_marine> @realDonaldTrump Ask politely. What an ass. The STATES that have high homeless rates are mostly due to the weather, you pin head. The top poorest states have Republican legislatures.  STATE - entire STATE, You are gripping so hard. Pathetic.
1214335813733015553 2020-01-06 18:59:53 -0400 <BrianLandon69> @realDonaldTrump What the founding fathers did not have in mind. Someone not getting the most popular votes becoming President.
1214335813468725248 2020-01-06 18:59:53 -0400 <DjangoSugarCat> @chamomile_pee @DjibrilJibril @realDonaldTrump He had 3 years, comrade.
1214335812520857600 2020-01-06 18:59:53 -0400 <RudyOGVasquez> @AlwaysActions @realDonaldTrump Free smoke for the nigga that did this to this more man just doing what he do best!! Unacceptable!! 😤
1214335811740672000 2020-01-06 18:59:53 -0400 <shanejblair> @ABC End the endless wars and keep your campaign promise. @realDonaldTrump
1214335811325444096 2020-01-06 18:59:53 -0400 <FollowWives> @kimguilfoyle @hogansgoat2423 @realDonaldTrump Woohoo!
1214335810717310977 2020-01-06 18:59:53 -0400 <Nowlibongo> @Bristowlyfe @seebrina @jonos100 @TheRightMelissa @ChidiNwatu @realDonaldTrump I’m sure you don’t have a brain behind your head.
1214335809068961792 2020-01-06 18:59:52 -0400 <ahmed_IQ1983> @SecPompeo @kbsalsaud @StateDept @realDonaldTrump Dear World.. The “Iraqi” GOVERNMENT is corrupted!  The “iraqi” PARLIAMENT is corrupted! The real iraqi PEOPLE been protesting for the last three months trying to change them!  #THE_IRAQI_PARLAMANT_DOESNT_REPRESENT_me
1214335807307341824 2020-01-06 18:59:52 -0400 <dlfarthing> @realDonaldTrump @LindseyGrahamSC @MariaBartiromo @ananavarro @cnnbrk @ABCNews @CBSNews @NBCNews @foxnews @SNLUpdate   So then, you are saying, “Na Na Nana Na,Na Na Nana Na!”  #BadPresident #Sad
1214335807072407552 2020-01-06 18:59:52 -0400 <MatsonsOutdoors> @realDonaldTrump Subscribe to our YouTube channel!  https://t.co/jKAVlceAcI
1214335805906391040 2020-01-06 18:59:52 -0400 <Walibalii> @PatriotRedhead @mrally @elianatrue @realDonaldTrump big mouth, go enlist you to dumb to even know how many suffer from PTSD, how many got abandoned after their time.. you dont realise all the death it will cause and the fact that america has NEVER won a war
1214335804857815042 2020-01-06 18:59:51 -0400 <kuatoring> @bfraser747 @realDonaldTrump @EricTrump @steph93065 @DonaldJTrumpJr @GOP @Jamierodr14 @StrategyUSA @GaetaSusan @larryelder @LaraLeaTrump @kimguilfoyle Tbf it'd be the same hiring Trump for either of those roles too.
1214335803503075331 2020-01-06 18:59:51 -0400 <judgeyourself99> @realDonaldTrump  https://t.co/fBs7X3bDnk
1214335803192741888 2020-01-06 18:59:51 -0400 <jaime_huarcaya> @realDonaldTrump Tu eres el presidente ps animal...solo te gusta llenarte el bolsillo de dinero un dia pisaras fondo
1214335803138158598 2020-01-06 18:59:51 -0400 <Masudnaino> @realDonaldTrump  https://t.co/ugi3G5Kfsk
1214335801934221312 2020-01-06 18:59:51 -0400 <Luis_Novo_Cruz> @AndyOstroy @realDonaldTrump I'm not even from your country and I know you people CAN do that...
1214335800936140800 2020-01-06 18:59:50 -0400 <NatureIco> @40_head Obama's grandad was Iranian, and he made many visits to Iran. The chess pieces are all coming together @realDonaldTrump @SecPompeo @EsthersChildren @Doranimated @MPPregent @pjpaton @ObozoLies @Jahbalon @shsoab @peymaneh123 @KerseyTony @SebGorka @LambAway @EagleShery @MJoemal19
1214335800932012032 2020-01-06 18:59:50 -0400 <susankamppi> @realDonaldTrump Go away pumpkin head
1214335800877441024 2020-01-06 18:59:50 -0400 <insopportabile> Su, ditelo che i tweet di @realDonaldTrump sono il promo della prossima stagione di Black Mirror.
1214335800415903744 2020-01-06 18:59:50 -0400 <RiverIdmoon> @realDonaldTrump @GavinNewsom
1214335799191330816 2020-01-06 18:59:50 -0400 <First_Strike18> @michaelbeatty3 @realDonaldTrump Hell nah you dug your grave.
1214335797689815047 2020-01-06 18:59:50 -0400 <Msdesignerlady> @realDonaldTrump Donald - you are aware that these poor "Democrat Cities" can use federal assistance, they shouldn't have to beg for help.  Dr. Ben Carson is YOUR appointed U.S. Secretary of Housing and Urban Development, with zero experience in this field, why isn't he doing his job?  #Homeless
1214335797588983808 2020-01-06 18:59:50 -0400 <808bakatan> @realDonaldTrump @foxandfriends @RepMarkMeadows @senatemajldr  Care to comment on this?    No?  I thought so, you spineless cowards.
1214335797425508352 2020-01-06 18:59:50 -0400 <9GNyUJT7A80QCyj> @realDonaldTrump  https://t.co/ozDor2EX7m
1214335797010345984 2020-01-06 18:59:49 -0400 <James06256248> @realDonaldTrump, @DonaldJTrumpJr
1214335796888645632 2020-01-06 18:59:49 -0400 <Le_Opium> @realDonaldTrump @4hsante what’s wrong with this guy
1214335796452478977 2020-01-06 18:59:49 -0400 <SteveByam> @EBitt24 @IwishIwasinCali @mgbdesign @DavidJHarrisJr @realDonaldTrump Yeah, sorry...it was an agreement between P5+1....
1214335795894595585 2020-01-06 18:59:49 -0400 <PamCob> @realDonaldTrump Have you noticed the homeless problem around DC—in full view of The White House, too. Do you see what’s going on as you drive by?
1214335795852644352 2020-01-06 18:59:49 -0400 <hengoome> @MikeCas93124383 @IranLionness @realDonaldTrump Today my whole friends, family and colleagues and I were there... All were volunteered...  like the rest of the people who were there! Maybe the blind guy is YOU!
1214335795298832384 2020-01-06 18:59:49 -0400 <Markkkkkkkk14> @realDonaldTrump ما با شما 100 هستیم. لطفا مکزیک را بمباران نکنید. مادر خود را ترامپ و . 😅😎👊آمریکا لعنتی.
1214335793583525888 2020-01-06 18:59:49 -0400 <whoopsiman> @paulsinha @realDonaldTrump Well he is shit at everything, wouldn’t you say
1214335793449357312 2020-01-06 18:59:49 -0400 <JohnGreco4> @realDonaldTrump Why are you tweeting about the homeless?  Don’t you have a world war to start?
1214335793264771072 2020-01-06 18:59:49 -0400 <crespo_yraida1> 🇻🇪LA GRAN TRAGEDIA !  Venezuela Forajida, Estancada y Dividida !!   No hay Gobierno, ni justicia, ni Fuerzas Armadas  !   Mientras los Venezolanos siguen Huyendo y Muriendo por hambre o enfermedades !   #IMPERDONABLE !!  @realDonaldTrump @jguaido @Almagro_OEA2015
1214335790278414336 2020-01-06 18:59:48 -0400 <19plf68> @DoctorShotgun @monitteh @Ehac10 @DecencyReestore @SupremeEagleQ @MatthewJshow @realDonaldTrump Oh the RINO.  Bye
1214335789590630405 2020-01-06 18:59:48 -0400 <PuckArks> @db4874 @KeepLookingUp6 @RogerDEads @MasterTraehr @stillhere53 @real_defender @EmilyRu64514701 @realDonaldTrump The swamp isn’t who we disagree with. The swamp is much bigger than that, most who you don’t even know exist or know their names. I agree with you that we need change. That’s where we can build from not yelling at one another. You want change, I want change. That’s enough for me
1214335789439619072 2020-01-06 18:59:48 -0400 <MarkLothian1> She can’t limit @realDonaldTrump  She can bloviate all she wants.
1214335789313581056 2020-01-06 18:59:48 -0400 <jackkong89> @realDonaldTrump Before your president attacked Iraq for the reason that he thought they had massive weapons, but he not found any of this Now you killed one Irian General and said they do not have nuclear weapon Complex and ridiculous world
1214335788072214528 2020-01-06 18:59:47 -0400 <jbzozowski> @realDonaldTrump and neither should we with you having the codes.
1214335787879157761 2020-01-06 18:59:47 -0400 <jagfannca> @SmashingAmps @ROHLL5 @realDonaldTrump @FBI @SecretService So now we are allowed to threaten to kill our President. Where is the law in this country?  WTF
1214335787308896267 2020-01-06 18:59:47 -0400 <Amber_444> @realDonaldTrump Bottom line..They have completely betrayed the American people! They are all greedy crooks &amp; worse. So VERY ready for #DECLASS 🙏🏼  #LockThemAllUp
1214335787153575936 2020-01-06 18:59:47 -0400 <zooyork03> @CNNPolitics @realDonaldTrump @senatemajldr @GOPLeader @WhiteHouse @TheJusticeDept @SecPompeo @USSupremeCourt @VP  WHAT IS TRUMP HIDING?  #ENOUGH    #REMOVETRUMPNOW  https://t.co/QbmNzSw8h7
1214335787140956161 2020-01-06 18:59:47 -0400 <warlockone> @realDonaldTrump I still remember you tweeting the name of the whistleblower and putting him and his family's lives in danger. I sure hope Iran don't hurt innocent people close to you out of revenge,especially the beautiful Kellyanne Conway.😟
1214335784813092864 2020-01-06 18:59:47 -0400 <DanLewi46840782> @pantherlily141 @ddanpereira @tedlieu @realDonaldTrump @SpeakerPelosi I have Tourette's.
1214335784171581440 2020-01-06 18:59:46 -0400 <mehronahid> @JZarif @realDonaldTrump #IraniansDetestSoleimani just as they detest the entire barbaric mullah regime. Your regime has been violating the most basic human rights for the last 40 years. Stop  blaming the world for your failure.  #IranRegimeChange  #IranProtests
1214335782833414145 2020-01-06 18:59:46 -0400 <LosAngelesFires> @realDonaldTrump We don’t need your help with anything. Ya traitor
1214335782674141185 2020-01-06 18:59:46 -0400 <LPFeinberg> @realDonaldTrump Stop it Trump! Your tweets are boring.  https://t.co/txb6VrrWpA
1214335781860528129 2020-01-06 18:59:46 -0400 <msue1000> @realDonaldTrump You are disgusting
1214335781109669889 2020-01-06 18:59:46 -0400 <ShabnamHamseda> @realDonaldTrump ....and many of them are drug addicts which explains it well...
1214335780623024128 2020-01-06 18:59:46 -0400 <KonnorPruss> @kzhoward51 @realDonaldTrump While every one else has to pay for that
1214335779704455168 2020-01-06 18:59:45 -0400 <SLaz17_> @realDonaldTrump The “Democrat Party” doesn’t run cities any more than the Republican Party does. Fukkn mouth-breather.
1214335778962067456 2020-01-06 18:59:45 -0400 <CrankyCyborg> @Infantry0300 @tmoyer09 @realDonaldTrump @RandPaul @CNN Wait, what?
1214335778593103872 2020-01-06 18:59:45 -0400 <Kodie2038Donna> @ScottPresler @realDonaldTrump Need to get those 25 million evangelicals registered to vote against the Demons who are trying to destroy our country and us with it.
1214335777900883968 2020-01-06 18:59:45 -0400 <KevinlyFather> @realDonaldTrump California pays BILLIONS (with a B) more than any other state in Federal Taxes.  Meanwhile, American are suffering and you're playing games instead of putting Americans first.  This is literally taxation without representation, Pettydent Trump.  https://t.co/WoPO4f1XKW
1214335777154457601 2020-01-06 18:59:45 -0400 <thetwitabides> @realDonaldTrump #pathetic  Yeah, you could do for urban America what you’ve done with our Middle East policy.... #OrangeFuckUp
1214335776990744576 2020-01-06 18:59:45 -0400 <hdotard> @realDonaldTrump  https://t.co/LgDBGd6xnP
1214335776672165891 2020-01-06 18:59:45 -0400 <clvmatt> @tlw10500 @ScottContant @YugeSuccess @AleksandraEssen @MatthewJshow @realDonaldTrump Well I know what you are ....
1214335776416292864 2020-01-06 18:59:45 -0400 <LifeIsTobiasish> @JoeySalads @realDonaldTrump You really just need to acquire a brain
1214335776382767104 2020-01-06 18:59:45 -0400 <AjObrian2> @Lebanese_313 @__Con__Con__ @isaacriveraIII1 @amazingvictor15 @zanderparker6 @Josh84786169 @Sulley86988762 @roejosenquist @football_kevin @alan_mhgl @MatthewJshow @realDonaldTrump That explains the big red flag😐
1214335776290476032 2020-01-06 18:59:44 -0400 <iamlehalvi> @lakposhtsabz @CuteHallian love it 😍 @realDonaldTrump Trump your #dollars cannot buy 1 heart full of faith like this. Challenge you to produce one such soldier full of such #faith and #wisdom 💓
1214335775040581632 2020-01-06 18:59:44 -0400 <DonnaResist> @realDonaldTrump So you think you are God and  require groveling before you help states and people with homeless? You are an evil man.
1214335774977490944 2020-01-06 18:59:44 -0400 <nickbdrums> @realDonaldTrump So, there is no homelessness in Republican areas? Wow, who knew...
1214335773635465216 2020-01-06 18:59:44 -0400 <whoisbiquini> @HenriqueManfre2 @venturinhaaaa @WhiteTeaShirt @marinasennna @FmG4m3s @thanuia @realDonaldTrump nunca briguei c ngm sou mo da paz
1214335772439896064 2020-01-06 18:59:44 -0400 <MaryMeliz99> @realDonaldTrump The homeless situation is all across America.. you tweet this garbage that shows how absolutely out of touch you are .. and your lack of understanding  A large percentage of homeless in California are from homeless from other states that go there because of the weather ..
1214335771345408007 2020-01-06 18:59:43 -0400 <mdgarciaaustin> @AmbJohnBolton Someone hurt your feelings?!?! @realDonaldTrump seems JB is mad that you took his war weapons away. #Trump2020Landslide
1214335770993053697 2020-01-06 18:59:43 -0400 <happybdaykota> @Darth_Cool @realDonaldTrump You did a hell of a good job too.
1214335769264812033 2020-01-06 18:59:43 -0400 <Horgans_Heroes> @realDonaldTrump @GovInslee
1214335768186912770 2020-01-06 18:59:43 -0400 <NWredber> @realDonaldTrump Wow..just wow #worsepresidentever
1214335767176077312 2020-01-06 18:59:42 -0400 <wjs6616> @realDonaldTrump Trump has been a crook his whole life.  Impeachment was just a matter of time!!
1214335765460717569 2020-01-06 18:59:42 -0400 <michaelkaf> @realDonaldTrump We all know solving every day problems is not your responsibility. Especially when it comes to helping people's hardships.
1214335764517081091 2020-01-06 18:59:42 -0400 <Lia87945802> @realDonaldTrump Well yeah but your being a hypocrite
1214335763636260865 2020-01-06 18:59:41 -0400 <DuchessCle> @realDonaldTrump What about this poorly run nation? Who do we have to "politely ask for help" to make it great again?
1214335763539730432 2020-01-06 18:59:41 -0400 <shawnca123> @realDonaldTrump  https://t.co/l24dTZ9kPl
1214335762155626496 2020-01-06 18:59:41 -0400 <lmfields8> @LindseyGrahamSC @SpeakerPelosi @realDonaldTrump This all sounds like a lame attempt to keep Trump in office in 2020 and for you to keep your job as well! #45 has overstepped his authority and you are aiding and abetting. There are limits to a President's abilities, hence the Constitution! BTW, a trial needs witnesses.
1214335760557436928 2020-01-06 18:59:41 -0400 <cesooner> @realDonaldTrump ...like Democrats control where homeless people congregate.  That happens to be in large coastal cites that happen to be Democrat.
1214335759592779777 2020-01-06 18:59:41 -0400 <AdamRob86887922> @va_shiva @realDonaldTrump This statement  is misleading and deceptive. Trump ran on a campaign of anti establishment (swamp) anti war. He is president, no one higher and you're telling me   what they want supercedes his executive power? How about this. He is the swamp, he serves masters and he lied?
1214335758808436736 2020-01-06 18:59:40 -0400 <JaneSH2018> @SenateGOP @realDonaldTrump Maybe, then again maybe not. Ppl despise @realDonaldTrump so much that now jokes abound abt $80M bounty on his head. &amp; if his death comes to pass, no1 would mourn @potus because he's burned so many bridges at home &amp; abroad. Only question remains is how bad would pence b. God help
1214335758770823168 2020-01-06 18:59:40 -0400 <gscucci> @RoylCleary @realDonaldTrump That's because he is an asshole.
1214335756409294850 2020-01-06 18:59:40 -0400 <rscook> @realDonaldTrump Sad Turnip is so afraid of Nancy! #inNancyWeTrust 🇺🇸
1214335756321341440 2020-01-06 18:59:40 -0400 <C6Jw6jKLhX65Lbj> @realDonaldTrump Dear world Iraqi government and Iraqi parliament don’t represent Iraq they represent Iran ! We the Iraqi people want freedom, we want to be free from Iranian influence and it’s militias!! We have been protesting against them since October.... #Iraqi_parliament_not_represent_me
1214335755897622529 2020-01-06 18:59:40 -0400 <DavidWohl> @realDonaldTrump These booths are popping up all over CA as the movement to recall @GavinNewsom gains steam! I signed the petition and hundreds of thousands of others have as well!  We need to take back our GREAT STATE!  https://t.co/5RtVNOlJNm
1214335755696431104 2020-01-06 18:59:40 -0400 <elmore_mccoy> @JudgeYourself01 @probablynot91 @itsJeffTiedrich @realDonaldTrump Be for real, the president is doing a good job, pray for him
1214335755692195840 2020-01-06 18:59:40 -0400 <Klos_NotFar> @realDonaldTrump only willing to lend a hand to people who really need it if it lets you push your political party? yeah that’s awful.
1214335755058761728 2020-01-06 18:59:39 -0400 <AnnaBananaLynn> @realDonaldTrump @WhiteHouse You should not either. We are all terrified.
1214335753888632833 2020-01-06 18:59:39 -0400 <mobadaki24> @realDonaldTrump 2011,you did said this, @BarackObama Never did what you said of him... here we are 2020, in pursuit of an election and you starting a war with Iran 🇮🇷 by all means to change the narrative of the impeachment gathering momentum. Playing the scare tactics... WAR...
1214335751170576384 2020-01-06 18:59:39 -0400 <SurprisedFace> @rosanna_collier @realDonaldTrump I’m actually pretty sexy.
1214335750923313154 2020-01-06 18:59:38 -0400 <EricDix50577175> @jimmyfallon These days, you can ruin any good title, for a Democrat, by simply adding "Trump"...  Trump's Home Alone Pitch Trump Perfect Scream 2 Trump  Lol! #MAGA @realDonaldTrump  ❤🇺🇲 #RuinAMovieWithOneWord
1214335750545838082 2020-01-06 18:59:38 -0400 <JoeF70085311> @houtski @ST0RMW1NG @realDonaldTruz @realDonaldTrump No, that would be Obama, or maybe Carter— both of whom are responsible for our issues with Iran 🇮🇷.
1214335749023305729 2020-01-06 18:59:38 -0400 <ClintockCora> @8nbbm @skolanach @realDonaldTrump You've enlisted then I hope?
1214335748968734721 2020-01-06 18:59:38 -0400 <AnotherTedTalk> @eugenegu @realDonaldTrump You, like @ewarren have no idea what a selfie is 🤣🤣
1214335748138250242 2020-01-06 18:59:38 -0400 <amy8cs> @realDonaldTrump A good @potus offers to work with states not makes states beg for help.. you’re a total mess.. take a seat no one wants the help of your mess of an administration
1214335747630739456 2020-01-06 18:59:38 -0400 <MrAnderson3417> @TheRightMelissa @ChidiNwatu @realDonaldTrump 4/ @TheRightMelissa  Obama was continuing the war on terror started by Bush as an extension of finding OBL for his role in 9/11.   Obama has been bringing troops home. He also signed Verterans Choice Bill in 2014.   Trump has deployed more troops and escalated conflict with Iran
1214335746720464898 2020-01-06 18:59:37 -0400 <mr_ldap> @KellyBall3 @AndyOstroy @realDonaldTrump @KellyannePolls @SecPompeo @gtconway3d Same as it ever was, same as it ever was  And I ask myself how did I get here?   https://t.co/5gW2dOHdw9
1214335746594820096 2020-01-06 18:59:37 -0400 <vickic58> @realDonaldTrump Yay US PA!
1214335746435248128 2020-01-06 18:59:37 -0400 <lilredandy> @realDonaldTrump Donald Trump SCARED,Donald Trump is SCARED, Donald Trump is scared. Can you tell. Ha ha ha
1214335744598102016 2020-01-06 18:59:37 -0400 <Scuzzbopper1969> @realDonaldTruz @realDonaldTrump  https://t.co/O8xyeTddcj
1214335743927169024 2020-01-06 18:59:37 -0400 <DausyQ> Awesome! We want @realDonaldTrump removed!! @SenateGOP @MittRomney @SenatorCollins @lisamurkowski
1214335742987710465 2020-01-06 18:59:37 -0400 <starnes_tamara> @realDonaldTrump Why are they busing their homeless from California to Texas...🤭yikes...... We got our own...
1214335742266290176 2020-01-06 18:59:36 -0400 <Bridget44031693> @Airvooocht @ResistsSerena @realDonaldTrump Thornton : a mess
1214335742148669442 2020-01-06 18:59:36 -0400 <1yorkielvr> @OscarJu97128129 @rich_s_cale @Treeroots5 @WhittenAnn @cardjo1017 @KTHopkins @realDonaldTrump Well, with so many terrorists in charge in the Middle East you’re bound to have to deal with them every once in awhile.
1214335741154611201 2020-01-06 18:59:36 -0400 <thegaryspivack> @realDonaldTrump ---Please...remove yourself.  You are REALLY bad at this.  For the world's sake----#ResignNowTrump #ImpeachedTrump #IMPOTUS
1214335740840046592 2020-01-06 18:59:36 -0400 <VisionCodeX> @realDonaldTrump Everyone in CA is too eager to help Australia's wildfires (i.e flocking to social media to raise money). Meanwhile, they can't seem to raise enough money to help their local communities (perhaps they don't care about homeless situations domestically). Use the money for war.
1214335740655677441 2020-01-06 18:59:36 -0400 <RobbinL63644860> @realDonaldTrump It's ok for you to waste time degrading women, kidnapping children  parents, killing children, making the poor poorer &amp; the rich richer, being buddies with dictators, causing wars &amp; rumors of wars, etc., just wasting time. U should have been uniting us instead of dividing us.
1214335740638711809 2020-01-06 18:59:36 -0400 <Laker622> @realDonaldTrump lol.  "Grovel before me and I might--*might*--help you."  How is that sort of behavior presidential?  How does that "Make America Great Again"?  You're not a king.  You're a person who is completely in over your head.  Please be better than you are.
1214335740123009024 2020-01-06 18:59:36 -0400 <dakotawolfie> @Ericjunkut @realannapaulina @georgelopez @realDonaldTrump @SecretService No, just like Ted Nugent was not arrested for doing the same thing to Obama!
1214335739825184768 2020-01-06 18:59:36 -0400 <QEDstevenbright> @ArtieVandelay1 @realDonaldTrump And Mississippi and Alabama and Louisiana...etc red states
1214335739632029696 2020-01-06 18:59:36 -0400 <kjones3298> @realDonaldTrump NEVER, would any city want help from someone who bankrupted so many casinos and businesses, does not understand foreign policy and is getting ready to start WW3 because he is throwing a tantrum.  Politely, GO AWAY!
1214335738843717633 2020-01-06 18:59:36 -0400 <KarenOggs> @bigredwavenow @realDonaldTrump True, MCGA! Come 2020 Dems won't hold any office.  #KAG
1214335738839470081 2020-01-06 18:59:36 -0400 <motorcitysnowma> @realDonaldTrump #collectthebounty #PresidentBonespurs
1214335738642358273 2020-01-06 18:59:36 -0400 <CommuterMetro1> @realDonaldTrump This is why your moronic boom boom is jacked up now!  #
1214335738046746629 2020-01-06 18:59:35 -0400 <AmandaJC808> @realDonaldTrump You've got some of the worst cities under Republicans too. Stop talking arse and resign.
1214335737845501952 2020-01-06 18:59:35 -0400 <wilmsped> @ChidiNwatu @realDonaldTrump The truth cuts to the bone.
1214335736750718976 2020-01-06 18:59:35 -0400 <gardnerelizabe3> @jeffmason1 @realDonaldTrump For the first time in my 67 years have I feared being a American, it has become unsafe now.
1214335736654319616 2020-01-06 18:59:35 -0400 <MotaRoling> @realDonaldTrump Tubby 1 Term trump. Go play golf!  https://t.co/NIZP0ECntM
1214335733470679042 2020-01-06 18:59:34 -0400 <BethHecht> @realDonaldTrump They already do you #mutherfucker
1214335733181374464 2020-01-06 18:59:34 -0400 <ElementTwenty3> @bgbombshel @bfraser747 @realDonaldTrump Here are the facts from a source you trust:  https://t.co/T1HIHFcjkJ
1214335732946546693 2020-01-06 18:59:34 -0400 <JoSchadenfreude> @realDonaldTrump What is the main cause of homelessness in America? the country report that top causes of homelessness among families were: (1) lack of affordable housing, (2) unemployment, (3) poverty, and (4) low wages, in that order.
1214335732745150464 2020-01-06 18:59:34 -0400 <mnissan22> @aJellyElectric @realDonaldTrump Poorest counties are #RedStatePoverty #TrumpMeltdown  https://t.co/B4pC9HtrWt
1214335732669566976 2020-01-06 18:59:34 -0400 <Jesseberryman3> @realDonaldTrump Sir, I respect and see you case in point, the homelessness shit is getting out of control thanks to the states and their Democratic leaders...WHICH THE DEMOCRITC PARTY AND  PHILOSPHY IS A FARCE.
1214335731952308224 2020-01-06 18:59:34 -0400 <wingoshack> @realDonaldTrump "America is great again because of me except where it's not, which has nothing to do with me, but if they kiss my ass maybe I'll help fix it (but actually I won't because I don't care)"
